Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
08/27/1999,,-37.138,0.0,0.0,1.118,,114.412109,0.977169,,,,,,,,,
11/26/1999,,-29.568001,0.0,0.0,0.585,,27.016,2.165384,,,,,,,,,
02/25/2000,,-40.005001,0.0,0.0,0.545,,-78.986999,,,,,,,,,,
06/02/2000,15006.830025,-1062.128052,0.0,0.0,0.0,13944.701973,1029.188038,0.0,0.0,13.18527,163.689424,180.539651,14965.365028,13903.236977,246.825043,,
09/01/2000,24239.165619,-927.589981,0.0,0.0,0.0,23311.575638,1057.681061,0.0,0.0,18.182792,237.640431,281.578178,24357.071869,23429.481888,412.342496,,
12/01/2000,23045.805782,-742.888,0.0,0.0,0.0,22302.917782,1110.640003,0.0,0.0,14.428961,197.712139,254.937108,23256.730637,22513.842636,393.75927,,
03/02/2001,10268.065834,-595.864014,0.0,0.0,0.0,9672.20182,1119.904963,0.0,0.0,5.545154,102.873876,173.113579,10267.142105,9671.278091,170.731919,,
06/01/2001,3511.061016,-513.768982,0.0,0.0,0.0,2997.292034,734.152008,0.0,0.0,1.922189,,,3509.550541,2995.781559,52.842254,,
08/31/2001,2030.737082,-321.233002,0.0,0.0,0.0,1709.50408,703.203979,0.0,0.0,1.245401,,,2030.629797,1709.396795,30.136962,,
11/30/2001,1996.950138,-241.977997,0.0,0.0,0.0,1754.972141,691.873047,0.0,0.0,1.538045,,,1983.921855,1741.943859,30.671035,,
03/01/2002,1727.481442,-285.644989,0.0,0.0,50.308998,1492.145451,765.500008,6.572044,0.033716,1.549729,,,1726.372237,1491.036246,25.826702,,
05/31/2002,,,,,,,,,,,,,46.00983,,,,
08/30/2002,440.562871,-266.159008,0.0,0.0,50.0,224.403863,482.843994,10.355312,0.222813,0.22695,,,440.312058,224.15305,3.871115,,
11/29/2002,494.292004,-271.856005,0.0,20.0,50.0,292.435999,508.629944,9.83033,0.170978,0.305862,,,494.462008,292.606003,5.028821,,
02/28/2003,337.4208,-264.47,,20.0,50.0,142.9508,336.756,14.847545,0.349771,0.165968,,,337.3512,142.8812,2.457213,,
05/31/2003,350.175395,-242.432007,0.0,20.0,50.0,177.743388,325.786011,15.347498,0.281304,0.208181,,,349.576404,177.144397,3.040427,,
08/31/2003,579.359978,-266.839996,0.0,20.582001,50.0,383.101982,342.451996,14.600587,0.130514,0.450638,81.2173,,536.206247,339.948251,6.040522,,
11/30/2003,690.341575,-218.195007,0.0,0.0,35.0,507.146568,513.148987,6.820631,0.069014,0.587352,141.898868,,579.98271,396.787703,5.498716,,
02/27/2004,463.29573,-239.811,,,35.0,258.48473,505.032,6.930254,0.135405,0.284654,10.498974,,462.11219,257.30119,2.797999,,
05/31/2004,998.489392,-252.451,0.0,0.0,35.0,781.038392,526.533997,6.647244,0.044812,0.822445,15.243045,124.171442,1047.870376,830.419376,8.303266,,
08/31/2004,1576.015515,-290.344002,0.0,0.0,35.0,1320.671513,555.746948,6.29783,0.026502,1.252782,15.158179,31.289602,1665.313285,1409.969283,13.680045,,
11/26/2004,1799.34039,-312.882996,0.0,0.0,35.0,1521.457394,585.528016,5.977511,0.023004,1.312556,13.588809,22.656918,1899.753097,1621.870101,15.613339,,
02/25/2005,1088.75871,-336.233,0.0,0.0,35.0,787.52571,592.684,5.905339,0.044443,0.655214,7.471072,9.978532,1143.53343,842.30043,8.03975,,
06/03/2005,1360.92,-362.699,0.0,0.0,35.0,1033.221,616.023,5.681606,0.033875,0.813297,9.783085,12.877595,1409.9525,1082.2535,10.439106,,
09/02/2005,1617.69075,-411.342,0.0,0.0,35.0,1241.34875,641.976,5.451917,0.028195,0.92675,12.331728,16.449767,1676.99259,1300.65059,12.419697,,
12/02/2005,1375.55136,-436.862,0.0,0.0,35.0,973.68936,923.979,3.787965,0.035946,0.691581,9.111482,11.901983,1424.03328,1022.17128,9.683441,,
03/03/2006,2141.917965,-536.275,0.0,0.0,35.0,1640.642965,972.499,3.598975,0.021333,1.085661,13.048627,16.167156,2223.82242,1722.54742,16.073861,,
05/31/2006,1705.16912,-518.894,0.0,0.0,35.0,1221.27512,1018.905,3.43506,0.028659,0.773689,8.069318,9.403249,1783.41616,1299.52216,11.803295,,
08/31/2006,1508.1976,-527.869,0.0,0.0,35.0,1015.3286,1044.443,3.351068,0.034472,0.637736,6.639997,7.522234,1522.8304,1029.9614,9.801888,,
12/01/2006,1428.02925,-518.406,0.0,0.0,35.0,944.62325,1040.252,3.364569,0.037052,0.613248,7.249158,8.201207,1455.74344,972.33744,9.254208,,
03/02/2007,1878.495,-504.085,0.0,0.0,0.0,1374.41,1028.598,0.0,0.0,0.879707,11.456185,13.382244,1897.9113,1393.8263,13.389284,,
05/31/2007,1689.02041,-546.685,0.0,0.0,0.0,1142.33541,1062.411,0.0,0.0,0.732028,11.975547,15.487614,1711.167283,1164.482283,11.005582,,
08/31/2007,1567.01398,-627.058,0.0,0.0,0.0,939.95598,1072.932,0.0,0.0,0.600422,11.718396,17.733346,1561.00998,933.95198,9.003582,,
11/30/2007,744.96754,-292.971,250.961,0.0,400.0,1102.95754,864.734,46.256999,0.362661,0.724574,29.818528,308.34709,733.91312,1091.90312,10.319395,,
02/28/2008,718.2065,-271.954,253.292,0.0,399.0,1098.5445,798.149,49.990666,0.363208,0.771542,,,714.9369,1095.2749,10.248095,,
05/31/2008,656.71614,-288.692,255.671,0.0,398.0,1021.69514,764.691,52.047167,0.389549,0.77478,,,651.83784,1016.81684,9.427928,,
08/31/2008,926.8241,-270.779,258.072,0.0,397.0,1311.1171,741.434,53.544887,0.302795,0.98968,,,921.55641,1305.84941,12.038537,,
11/30/2008,264.19299,-237.227,260.496,0.0,396.0,683.46199,245.423,161.35407,0.579403,0.585771,,,262.17822,681.44722,6.182882,,
02/27/2009,804.09612,-228.668,341.405,0.0,395.0,1311.83312,310.718,127.124917,0.301105,1.38781,,,800.22996,1307.96696,11.811613,,
05/31/2009,1702.78453,-267.561,305.799,0.0,394.0,2135.02253,285.934,137.794036,0.184541,2.90135,,,1638.12877,2070.36677,15.284332,,
08/28/2009,1920.01821,-215.93,284.781,0.0,393.0,2381.86921,-61.167,,0.164996,5.450265,,,1902.13047,2363.98147,16.734954,,
11/27/2009,1843.523,-601.157,288.225,0.0,392.0,1922.591,240.834,162.767716,0.203892,5.942837,,,1753.378,1832.446,11.471786,,
02/28/2010,1027.38909,-596.064,291.743,0.0,391.0,1114.06809,384.817,101.606738,0.350966,1.91152,,,1022.46228,1109.14128,6.603803,,
09/12/2020,,,,,,,,,,,,,,,,,
05/31/2010,,,,,,,,,,,,,,,,,
08/31/2010,,,,,,,,,,,,,,,,,
