Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
11/30/2010,266.519,75.721,,342.24,,,0.661,0.661,24.181297,6.870174,,31.051471,8.716947,2.476581,,11.193528,
12/31/2011,225.211,167.49,,392.701,,,2.387,2.387,17.251837,12.830236,,30.082072,7.281322,5.415138,,12.69646,
03/31/2012,,194.157,,194.157,,2.483,,2.483,,14.228084,,14.228084,,6.23688,,6.23688,
06/30/2012,,86.46,,86.46,,,,,,6.133411,,6.133411,,2.886917,,2.886917,
09/30/2012,,98.135,,98.135,,,,,,6.684659,,6.684659,,3.214178,,3.214178,
12/31/2012,,,,,,,,,,,,0.0,,,,0.0,
03/31/2013,0.0,0.0,0.0,0.0,0.0,0.723,0.0,0.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06/30/2013,,0.144,,0.144,,0.078,,0.078,,0.009256,,0.009256,,0.004638,,0.004638,
09/30/2013,0.0,0.0,,0.0,,1.349,,1.349,0.0,0.0,,0.0,0.0,0.0,,0.0,
12/31/2013,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03/31/2014,0.0,0.064,0.0,0.064,0.0,0.038,0.0,0.038,0.0,0.004093,0.0,0.004093,0.0,0.002069,0.0,0.002069,
09/30/2014,,,,,,0.236,,0.236,,,,,,,,,
03/31/2015,,0.602,,0.602,,0.057,,0.057,,0.041355,,0.041355,,0.020784,,0.020784,
06/30/2015,,0.021,,0.021,,0.087,,0.087,,0.001465,,0.001465,,0.00073,,0.00073,
09/30/2015,,,,,,0.088,,0.088,,,,,,,,,
03/31/2016,,0.0,,0.0,,0.138,,0.138,,0.0,,0.0,,0.0,,0.0,
06/30/2016,,1.367,,1.367,,0.052,,0.052,,0.255441,,0.255441,,0.048979,,0.048979,
09/30/2016,,0.211,,0.211,,0.015,,0.015,,0.038258,,0.038258,,0.00638,,0.00638,
03/31/2017,,0.151,,0.151,,0.196,,0.196,,0.054153,,0.054153,,0.005025,,0.005025,
06/30/2017,,0.009,,0.009,,0.127,,0.127,,0.00293,,0.00293,,0.000291,,0.000291,
09/30/2017,,0.11,,0.11,,0.135,,0.135,,0.030529,,0.030529,,0.003487,,0.003487,
12/31/2017,,0.0,,0.0,,0.118,,0.118,,0.0,,0.0,,0.0,,0.0,
03/31/2018,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
06/30/2018,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
03/31/2019,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
06/30/2019,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
03/31/2020,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
06/30/2020,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
