Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/30/1989,968.40075,-106.752996,0.0,2.421,5.896,869.964754,449.469004,1.31177,0.006777,,,,946.165969,847.729972,4.445017,,
12/31/1989,1007.861485,-122.315001,0.0,2.609,8.869,897.024485,469.998008,1.887029,0.009887,,,,980.857491,870.020491,4.578814,,
03/31/1990,1053.781992,-119.904999,0.0,2.169,8.765,944.810993,471.580008,1.858645,0.009277,,,,1025.163988,916.19299,4.818235,,
06/30/1990,2231.324484,-143.720004,0.0,2.612,9.419,2099.63548,493.311005,1.909343,0.004486,3.532528,13.083308,20.068009,1119.06325,987.374246,11.038382,,
09/30/1990,1357.327685,-143.097,0.0,2.783,7.921,1224.934685,527.209001,1.50244,0.006466,1.969846,7.411808,11.369675,902.516227,770.123227,6.458872,,
12/31/1990,1668.803425,-151.784004,0.0,2.598,7.475,1527.09242,544.292986,1.373341,0.004895,2.352098,9.046059,13.809343,1157.408209,1015.697205,8.032548,,
03/31/1991,2087.30159,-122.688004,0.0,2.699,9.675,1976.987587,545.640987,1.773144,0.004894,2.907416,11.670391,17.859935,1446.200985,1335.886981,10.386505,,
06/30/1991,2006.194238,-149.569997,0.0,2.805,10.575,1870.004241,564.122023,1.874594,0.005655,2.641435,10.83583,16.642527,1360.40175,1224.211753,9.814218,,
09/30/1991,2205.611424,-142.687995,0.0,3.139,10.777,2076.83943,592.544025,1.818768,0.005189,2.867446,12.124627,18.837375,1462.119736,1333.347741,10.880569,,
12/31/1991,2633.521515,-162.979998,0.0,2.933,10.596,2484.070517,632.795987,1.674473,0.004266,3.357642,14.334015,22.59725,1790.431526,1640.980528,12.982917,,
03/31/1992,2315.972487,-156.300998,0.0,2.983,10.251,2172.905489,631.683025,1.622808,0.004718,2.878955,12.272558,19.533842,1555.672958,1412.605961,11.344861,,
06/30/1992,2272.300105,-157.156997,0.0,3.833,9.198,2128.174108,673.420016,1.365864,0.004322,2.741814,11.839304,18.967852,1570.343719,1426.217722,11.092758,,
10/01/1992,2563.531964,-168.653002,0.0,3.901,7.915,2406.694962,703.311018,1.125391,0.003289,2.99182,12.731882,20.198528,1760.850048,1604.013046,12.537273,,
12/31/1992,1641.937454,-174.222,0.0,3.672,7.812,1479.199453,697.664,1.119737,0.005281,1.809179,7.663928,12.137021,1675.963838,1513.225837,7.693105,,
03/31/1993,2931.511036,-185.008997,0.0,3.858,7.658,2758.018039,726.456006,1.054159,0.002777,3.315201,13.946783,22.087825,2017.31189,1843.818893,14.326322,,
06/30/1993,1864.989984,-186.053005,0.0,3.851,7.86,1690.647979,763.365022,1.029652,0.004649,1.96751,8.085666,12.721301,1956.875,1782.532995,8.771379,,
09/30/1993,3309.555701,-194.891994,0.0,4.584,7.554,3126.801706,792.821971,0.952799,0.002416,3.564014,14.371343,22.903451,2290.383701,2107.629707,16.209821,,
12/31/1993,3286.659169,-224.176003,0.0,4.758,7.534,3074.775166,796.949989,0.945354,0.00245,3.417423,13.576666,21.662502,2246.014055,2034.130052,15.902621,,
03/31/1994,3172.434381,-237.049,0.0,4.884,7.512,2947.781381,841.724976,0.892453,0.002548,3.161865,12.441308,19.650173,2139.817514,1915.164515,15.219869,,
06/30/1994,3558.547762,-228.926004,0.0,3.184,7.534,3340.339758,892.331999,0.844305,0.002255,3.464695,13.568578,21.222655,2413.950076,2195.742072,17.210644,,
