Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/31/1992,1227.571045,73.548,58.957001,14.591,225.460007,,,364.368988,,,,,20.886999,,,,,,684.263977,246.289993,,,0,297.016998,,,,,,297.016998,543.306992,,199.412994,199.412994,,,,0.566,,,,,,47.619013,,,,,47.619013,247.598007,113.682999,,,,,129.636002,,,129.636002,243.319,490.917007,11.779,95.543999,,,,,629.330994,736.653993,0,736.653993,1227.571,
10/31/1992,1415.858032,73.851999,55.688,18.164,321.325989,,,400.225006,,,,,27.59,,,,,,822.992981,260.160004,,,0,332.704987,,,,,,332.704987,592.86499,,199.488998,199.488998,,,,120.507004,,,,,,21.941986,,,,,21.941986,341.937988,154.626999,,,,,131.695007,,,131.695007,286.322006,628.259995,11.779,95.543999,,,,,680.275024,787.598023,0,787.598023,1415.858018,
01/31/1993,1312.458984,92.068003,72.911003,19.157,217.751999,,,379.423004,,,,,24.629999,,,,,,713.872986,258.355988,,,0,340.230011,,,,,,340.230011,598.585999,,176.602997,176.602997,,,,18.110001,,,,,,27.514008,,,,,27.514008,222.227005,154.518005,,,,,130.188995,,,130.188995,284.707001,506.934006,11.779,95.543999,,,,,698.202026,805.525025,0,805.525025,1312.459031,
04/30/1993,1310.998047,93.058002,74.912003,18.146,238.921005,,,365.515991,,,,,22.759001,,,,,,720.254028,257.440002,491.247009,-233.807007,0,333.303986,,,,,,333.303986,590.743988,,38.724998,38.724998,,,,6.389,,,,,,165.246002,,,,,165.246002,210.360001,154.408005,,,,,128.106995,,,128.106995,282.514999,492.875,11.779,95.543999,,,-344.23999,,1055.039978,818.122987,0,818.122987,1310.997987,
07/31/1993,1314.125977,130.148003,111.983002,18.165001,225.164993,,,360.894989,,,,,20.76,,,,,,736.968018,253.509995,,,0,323.64801,,,,,,323.64801,577.158005,,190.916,190.916,,,,5.879,,,,,,33.309003,,,,,33.309003,230.104004,154.294998,,,,,149.089005,,,149.089005,303.384003,533.488007,11.779,95.543999,,,,,673.315002,780.638001,0,780.638001,1314.126008,
10/31/1993,1412.5,115.656999,100.515999,15.141,326.902008,,,371.184998,,,,,24.827,,,,,,838.570984,250.268997,,,0,323.660004,,,,,,323.660004,573.929001,,229.733994,229.733994,,,,4.867,,,,,,26.746998,,,,,26.746998,261.347992,149.311005,,,,,158.707993,,,158.707993,308.018997,569.366989,11.779,95.543999,,,,,735.809998,843.132997,0,843.132997,1412.499986,
01/31/1994,1274.968018,92.938997,67.795998,25.143,216.501007,,,363.127014,,,,,21.103001,,,,,,693.669983,247.742996,,,0,333.554993,,,,,,333.554993,581.297989,,203.682007,203.682007,,,,277.373993,,,,,,24.608002,,,,,24.608002,505.664001,149.190002,,,,,169.871994,,,169.871994,319.061996,824.725998,11.779,95.543999,,,,,342.919006,450.242005,0,450.242005,1274.968003,
04/30/1994,1233.848999,30.540001,30.540001,0.0,240.580002,,,358.441986,,,,,20.344,,,,,,649.906006,245.977997,510.375,-264.397003,0,337.964996,,,,,,337.964996,583.942993,,55.084,55.084,,,,59.096001,,,,,,166.875999,,,,,166.875999,281.056,299.061005,,,,,190.044998,,,190.044998,489.106003,770.162003,11.779,10.349,,,0.0,,441.55899,463.686991,0,463.686991,1233.848993,
07/31/1994,1212.656982,35.332001,35.332001,0.0,199.498993,,,368.487,,,,,24.379999,,,,,,627.697998,244.337997,,,0,340.621002,,,,,,340.621002,584.959,,180.647995,180.647995,,,,45.485001,,,,,,30.718994,,,,,30.718994,256.85199,298.591003,,,,,197.737,,,197.737,496.328003,753.179993,11.779,10.349,,,0.0,,437.348999,459.476999,0,459.476999,1212.656992,
10/31/1994,1343.057983,40.425999,40.425999,0.0,299.170013,,,387.197998,,,,,32.433998,,,,,,759.228027,243.647003,,,0,340.183014,,,,,,340.183014,583.830017,,231.822998,231.822998,,,,95.247002,,,,,,12.262001,,,,,12.262001,339.332001,292.776001,,,,,201.770996,,,201.770996,494.546997,833.878998,11.779,10.349,,,0.0,,487.050995,509.178995,0,509.178995,1343.057993,
01/31/1995,1225.353027,49.443001,49.443001,0.0,185.389999,,,383.636993,,,,,21.514999,,,,,,639.984985,240.820007,,,0,344.548004,,,,,,344.548004,585.368011,,186.158997,186.158997,,,,5.614,,,,,,19.751997,,,,,19.751997,211.524994,286.772003,,,,,214.552994,,,214.552994,501.324997,712.849991,11.779,10.349,,,0.0,,490.375,512.503,0,512.503,1225.352991,
04/30/1995,1285.55896,62.473999,62.473999,0.0,234.164993,,,381.923004,,,,,19.348,,,,,,697.909973,252.216995,530.606995,-278.390015,0,335.432007,,,,,,335.432007,587.649002,,67.775002,67.775002,,,,56.0,,,,,,161.833,,,,,161.833,285.608002,246.841995,,,,,207.261993,,,207.261993,454.103989,739.71199,11.779,10.349,,,0.0,,523.718994,545.846994,0,545.846994,1285.558985,
07/31/1995,1283.782959,43.259998,43.259998,0.0,229.386002,,,391.306,,,,,23.313999,,,,,,687.265991,257.399994,,,0,339.117004,,,,,,339.117004,596.516998,,190.651001,190.651001,,,,64.411003,,,,,,27.96299,,,,,27.96299,283.024994,243.677002,,,,,213.544006,,,213.544006,457.221008,740.246002,11.779,,,,0.0,,531.757996,543.536996,0,543.536996,1283.782998,
10/31/1995,1399.689941,39.242001,39.242001,0.0,324.872986,,,414.822998,,,,,18.525999,,,,,,797.463989,262.21701,557.132996,-294.915985,0,340.009003,,,,,,340.009003,602.226013,,241.908997,241.908997,,,,56.123001,,,,,,11.004013,,,,,11.004013,309.036011,273.329987,,,,,220.268005,,,220.268005,493.597992,802.634003,11.779,,,,0.0,,585.276978,597.055978,0,597.055978,1399.689981,
01/31/1996,1337.206055,55.292999,55.292999,0.0,234.098007,,,421.501007,,,,,19.073,,,,,,729.965027,276.677002,576.883972,-300.207001,0,330.563995,,,,,,330.563995,607.240997,,200.834,200.834,,,,56.022999,,,,,,31.494015,,,,,31.494015,288.351013,220.356995,,,,,229.621994,,,229.621994,449.978989,738.330002,11.779,,,,0.0,,587.096985,598.875985,0,598.875985,1337.205987,
04/30/1996,1381.0,54.0,54.0,0.0,257.0,,,433.0,,,,,24.0,,,,,,768.0,281.0,594.0,-313.0,0,332.0,,,,,,332.0,613.0,,74.0,74.0,,,,56.0,,,,,,173.0,,,,,173.0,303.0,211.0,,,,,233.0,,,233.0,444.0,747.0,12.0,10.0,,,0.0,,612.0,634.0,0,634.0,1381.0,
07/31/1996,1354.0,23.0,23.0,0.0,246.0,,,439.0,,,,,31.0,,,,,,739.0,284.0,571.0,-287.0,0,331.0,,,,,,331.0,615.0,,196.0,196.0,,,,56.0,,,,,,53.0,,,,,53.0,305.0,187.0,,,,,231.0,,,231.0,418.0,723.0,12.0,,,,0.0,,619.0,631.0,0,631.0,1354.0,
10/31/1996,1474.099976,30.200001,30.200001,0.0,331.5,,,461.700012,,,,,28.700001,,,,,,852.099976,287.399994,620.0,-332.600006,0,334.600006,,,,,,334.600006,622.0,,234.300003,234.300003,,,,56.700001,,,,,,22.499996,,,,,22.499996,313.5,238.300003,,,,,233.699997,,,233.699997,472.0,785.5,11.8,,,,0.0,,676.799988,688.599988,0,688.599988,1474.099988,
01/31/1997,1366.300049,60.200001,60.200001,0.0,212.199997,,,443.0,,,,,26.700001,,,,,,742.099976,289.700012,629.0,-339.299988,0,334.5,,,,,,334.5,624.200012,,182.199997,182.199997,,,,56.700001,,,,,,46.200008,,,,,46.200008,285.100006,156.199997,,,,,232.699997,,,232.699997,388.899994,674.0,11.8,,,,0.0,,680.5,692.3,0,692.3,1366.3,
04/30/1997,1428.0,58.0,58.0,0.0,263.0,,,451.0,,,,,30.0,,,,,,802.0,292.0,638.0,-346.0,0,334.0,,,,,,334.0,626.0,,83.0,83.0,,,,162.0,,,,,,154.0,,,,,154.0,399.0,63.0,,,,,236.0,,,236.0,299.0,698.0,12.0,10.0,,,0.0,,708.0,730.0,0,730.0,1428.0,
07/31/1997,1388.699951,42.099998,42.099998,0.0,223.100006,,,460.399994,,,,,37.0,,,,,,762.599976,290.899994,647.0,-356.0,0,335.200012,,,,,,335.200012,626.100006,,195.399994,195.399994,,,,108.0,,,,,,56.399994,,,,,56.399994,359.799988,63.5,,,,,237.899994,,,237.899994,301.399994,661.199982,11.8,,,,0.0,,715.700012,727.500012,0,727.500012,1388.699994,
10/31/1997,1537.599976,50.200001,50.200001,0.0,331.799988,,,506.5,,,,,32.900002,,,,,,921.400024,281.600006,636.0,-354.399994,0,334.600006,,,,,,334.600006,616.200012,,269.5,269.5,,,,162.600006,,,,,,34.5,,,,,34.5,466.600006,49.799999,,,,,233.300003,,,233.300003,283.100002,749.700008,11.8,,,,0.0,,776.099976,787.899976,0,787.899976,1537.599984,
01/31/1998,1433.599976,66.099998,66.099998,0.0,222.600006,,,500.799988,,,,,27.299999,,,,,,816.799988,281.600006,645.0,-363.399994,0,335.200012,,,,,,335.200012,616.800018,,201.800003,201.800003,,,,104.400002,,,,,,50.299995,,,,,50.299995,356.5,49.799999,,,,,239.199997,,,239.199997,288.999996,645.499996,11.8,,,,0.0,,776.299988,788.099988,0,788.099988,1433.599984,
04/30/1998,1493.900024,78.300003,78.300003,0.0,264.5,,,502.100006,48.099998,88.400002,365.600006,,23.9,,,,,,868.799988,281.100006,646.099976,-365.0,0,344.0,249.800003,,,,,94.199997,625.100006,,233.300003,233.300003,,,,114.599998,,,,,,34.999992,,,,,34.999992,382.899994,49.799999,,,,,243.899994,,,243.899994,293.699993,676.599987,11.8,10.3,,,-17.0,,812.200012,817.300013,0,817.300013,1493.9,
07/31/1998,1497.6,93.2,93.2,0.0,236.8,236.8,,514.1,57.5,72.9,383.7,78.7,22.0,,,,,,866.1,280.1,655.1,-375.0,0,351.4,247.9,,,,,103.5,631.5,,215.7,215.7,,,,104.6,,,,,,72.6,,,,,72.6,392.9,49.8,,,,,234.8,,,234.8,284.6,677.5,11.8,10.3,,,-17.2,820.8,-5.6,820.1,0,820.1,1497.6,
10/31/1998,1670.9,122.7,122.7,0.0,350.9,350.9,,537.6,58.7,94.2,201.5,75.3,25.1,,,,,,1036.3,281.5,666.0,-384.5,0,353.1,246.1,,,,,107.0,634.6,,282.7,282.7,,,,211.4,,,,,,36.1,,,,,36.1,530.2,41.6,,,,,224.9,,,224.9,266.5,796.7,0.0,10.3,,,-20.5,888.2,-3.8,874.2,0,874.2,1670.9,
01/31/1999,1534.7,124.4,124.4,0.0,231.2,231.2,,524.2,59.8,97.4,367.0,75.5,23.0,,,,,,902.8,280.0,674.0,-394.0,0,351.9,244.3,,,,,107.6,631.9,,218.7,218.7,,,,127.9,,,,,,54.1,,,,,54.1,400.7,41.6,,,,,219.2,,,219.2,260.8,661.5,0.0,10.3,,,-29.8,897.2,-4.5,873.2,0,873.2,1534.7,
04/30/1999,1735.0,171.0,171.0,0.0,274.0,,,525.0,56.0,89.0,380.0,,29.0,,,,,,999.0,348.0,742.0,-394.0,0,388.0,264.0,,,,,124.0,736.0,,242.0,242.0,,,,244.0,,,,,,31.0,,,,,31.0,517.0,53.0,,,,,248.0,,,248.0,301.0,818.0,,10.0,,,-30.0,,937.0,917.0,0,917.0,1735.0,
07/31/1999,1748.5,180.8,180.8,0.0,255.8,255.8,,538.0,56.6,75.1,212.1,194.2,34.5,,,,,,1009.1,350.0,768.0,-418.0,0,389.4,264.5,,,,,124.9,739.4,,254.9,254.9,,,,219.9,,,,,,76.0,,,,,76.0,550.8,55.5,,,,,226.7,,,226.7,282.2,833.0,0.0,10.3,,,-29.6,943.3,-8.5,915.5,0,915.5,1748.5,
10/31/1999,1926.1,187.2,114.8,72.4,405.6,405.6,,550.0,53.9,96.8,209.0,190.3,31.9,,,,,,1174.7,358.0,781.0,-423.0,0,393.4,262.5,,,,,130.9,751.4,,342.1,342.1,,,,290.8,,,,,,35.4,,,,,35.4,668.3,46.6,,,,,222.2,,,222.2,268.8,937.1,0.0,10.3,,,-29.6,1016.2,-7.9,989.0,0,989.0,1926.1,
01/31/2000,1747.6,183.8,121.3,62.5,252.5,252.5,,521.6,48.6,91.6,190.3,191.1,33.6,,,,,,991.5,363.8,796.0,-432.2,0,392.3,260.4,,,,,131.9,756.1,,277.1,277.1,,,,160.8,,,,,,51.6,,,,,51.6,489.5,47.3,,,,,210.5,,,210.5,257.8,747.3,0.0,10.3,,,-29.5,1028.5,-9.0,1000.3,0,1000.3,1747.6,
04/30/2000,1802.0,180.0,180.0,0.0,294.0,,,514.0,48.0,80.0,184.0,202.0,32.0,,,,,,1020.0,376.0,799.0,-423.0,0,406.0,270.0,,,,,136.0,782.0,,280.0,280.0,,,,226.0,,,,,,16.0,,,,,16.0,522.0,41.0,,,,,191.0,,,191.0,232.0,754.0,0.0,10.0,,,-30.0,,1068.0,1048.0,0,1048.0,1802.0,
07/31/2000,1806.8,188.0,188.0,0.0,249.9,249.9,,534.2,52.7,67.8,413.7,0.0,25.9,,,,,,998.0,385.2,819.2,-434.0,0,423.6,268.7,,,,,154.9,808.8,,251.0,251.0,,,,214.3,,,,,,73.5,,,,,73.5,538.8,40.2,,,,,179.1,,,179.1,219.3,758.1,0.0,10.3,,,-29.0,1080.4,-13.0,1048.7,0,1048.7,1806.8,
10/31/2000,1995.6,98.5,98.5,0.0,386.4,386.4,,583.5,49.0,99.0,226.8,208.7,18.2,,,,,,1086.6,401.0,826.0,-425.0,0,508.0,267.2,,,,,240.8,909.0,,339.5,339.5,,,,274.6,,,,,,58.2,,,,,58.2,672.3,40.1,,,,,162.0,,,162.0,202.1,874.4,0.0,10.3,,,-32.1,1160.5,-17.5,1121.2,0,1121.2,1995.6,
01/31/2001,1855.4,78.5,78.5,0.0,243.7,243.7,,580.6,48.1,107.7,212.2,212.6,18.0,,,,,,920.8,413.1,,,0,521.5,264.9,0.0,264.9,,,256.6,934.6,,290.9,290.9,,,,155.5,155.5,0.0,0.0,,,78.4,,,,,78.4,524.8,40.2,40.2,0.0,0.0,,154.7,,,154.7,194.9,719.7,0.0,10.3,,,-31.8,1171.5,-14.3,1135.7,0,1135.7,1855.4,
04/30/2001,1939.0,86.0,86.0,,303.0,303.0,,577.0,49.0,93.0,216.0,114.0,28.0,,,,,,994.0,424.0,865.0,-441.0,0,521.0,263.0,0.0,263.0,,,258.0,945.0,,281.0,281.0,,,,204.0,,,,,,53.0,,,,,53.0,538.0,40.0,,,,,174.0,,,174.0,214.0,752.0,0.0,10.0,,,-32.0,1226.0,-17.0,1187.0,0,1187.0,1939.0,
07/31/2001,1935.9,86.4,86.4,0.0,275.5,275.5,,603.0,56.9,81.0,247.4,217.7,20.9,,,,,,985.8,424.1,,,0,526.0,250.9,250.9,0.0,,,275.1,950.1,,245.0,245.0,,,,217.7,217.7,0.0,0.0,,,87.4,,,,,87.4,550.1,40.2,40.2,0.0,0.0,,174.7,,,174.7,214.9,765.0,0.0,10.3,,,-44.4,1219.7,-14.7,1170.9,0,1170.9,1935.9,
10/31/2001,2092.7,94.1,94.1,0.0,376.4,376.4,,640.5,57.5,122.8,249.0,211.2,18.0,,,,,,1129.0,431.2,,,0,532.5,247.4,247.4,0.0,,,285.1,963.7,,310.3,310.3,,,,269.0,269.0,0.0,0.0,,,65.5,,,,,65.5,644.8,40.2,40.2,0.0,0.0,,156.5,,,156.5,196.7,841.5,0.0,10.3,,,-43.7,1299.7,-15.1,1251.2,0,1251.2,2092.7,
01/31/2002,1940.0,124.8,124.8,0.0,225.5,225.5,,592.3,55.7,116.7,209.0,210.9,23.6,,,,,,966.2,429.6,,,0,544.2,247.4,247.4,0.0,,,296.8,973.8,,266.2,266.2,,,,162.0,162.0,0.0,0.0,,,65.8,,,,,65.8,494.0,40.2,40.2,0.0,0.0,,146.3,,,146.3,186.5,680.5,0.0,10.3,,,-42.4,1309.0,-17.4,1259.5,0,1259.5,1940.0,
04/30/2002,2016.0,116.0,116.0,0.0,280.0,,,578.0,58.0,118.0,183.0,219.0,55.0,,,,,,1029.0,437.0,907.0,-470.0,0,550.0,246.0,246.0,0.0,,,304.0,987.0,,296.0,296.0,,,,167.0,167.0,0.0,0.0,,,32.0,,,,,32.0,495.0,40.0,40.0,0.0,0.0,,170.0,,,170.0,210.0,705.0,0.0,10.0,,,-40.0,,1341.0,1311.0,0,1311.0,2016.0,
07/31/2002,2026.59868,123.8,123.8,0.0,257.2,257.2,,601.8999,64.79999,99.29999,218.3999,219.3999,51.59998,,,,,,1034.5,438.8999,,,0,553.1997,246.5,246.5,0.0,,,306.6997,992.0996,,270.8999,270.8999,,,,174.5,174.5,0.0,0.0,,,88.7998,,,,,88.7998,534.1997,40.19998,40.19998,0.0,0.0,,149.7,,,149.7,189.89998,724.09968,0.0,10.3,,,-37.5,1348.1,-18.401,1302.499,0,1302.499,2026.59868,
10/31/2002,2214.699,136.3999,136.3999,0.0,404.2998,404.3,,619.8999,65.39996,115.9,226.2,212.3999,50.19998,,,,,,1210.8,446.2998,,,0,557.5996,246.5,246.5,0.0,,,311.0996,1003.8994,,325.0,325.0,,,,259.2,259.2,0.0,0.0,,,49.1999,,,,,49.1999,633.3999,40.19998,40.19998,0.0,0.0,,153.0,,,153.0,193.19998,826.59988,0.0,10.3,,,-35.89999,1429.5,-15.80001,1388.1,0,1388.1,2214.69988,
01/31/2003,2141.199,79.59998,79.59998,0.0,308.0999,308.1,,594.5996,57.5,118.2,205.2,213.7,57.89999,,,,,,1040.199,454.0,,,0,647.0,423.0999,358.5,64.5999,,,223.9001,1101.0,,291.7998,291.7998,,,,155.6,155.6,0.0,0.0,,,86.5001,,,,,86.5001,533.8999,40.19998,40.19998,0.0,0.0,,158.2999,,,158.2999,198.49988,732.39978,0.0,10.3,,,-35.59998,1448.1,-14.00002,1408.8,0,1408.8,2141.19978,
04/30/2003,2264.0,72.0,72.0,0.0,325.0,325.0,,585.0,48.0,112.0,203.0,222.0,86.0,,,,,,1068.0,506.0,988.0,-482.0,0,690.0,546.0,311.0,235.0,,,144.0,1196.0,,297.0,297.0,,,,207.0,207.0,0.0,0.0,,,44.0,,,,,44.0,548.0,629.0,629.0,0.0,0.0,,247.0,,,247.0,876.0,1424.0,0.0,10.0,,,-593.0,1506.0,-83.0,840.0,0,840.0,2264.0,
07/31/2003,2280.6,71.9,71.9,0.0,304.6,304.6,,613.3,54.5,99.9,233.8,225.1,87.2,,,,,,1077.0,509.5,,,0,694.1,550.1,313.9,236.2,,,144.0,1203.6,,297.7,297.7,,,,205.2,205.2,0.0,0.0,,,71.6,,,,,71.6,574.5,629.0,629.0,0.0,0.0,,242.9,,,242.9,871.9,1446.4,0.0,10.3,,,-587.7,1491.1,-79.5,834.2,0,834.2,2280.6,
10/31/2003,2429.7,74.5,74.5,0.0,431.2,431.2,,625.8,59.4,115.3,231.1,220.0,85.5,,,,,,1217.0,511.1,,,0,701.6,553.4,315.5,237.9,,43.2,105.0,1212.7,,334.0,334.0,,,,229.5,229.5,0.0,0.0,,,58.2,,,,,58.2,621.7,629.2,629.2,0.0,0.0,,249.9,,,249.9,879.1,1500.8,0.0,10.3,,,-585.3,1579.3,-75.4,928.9,0,928.9,2429.7,
01/31/2004,2331.9,110.1,110.1,0.0,313.5,313.5,,590.3,44.6,121.1,205.0,219.6,94.0,,,,,,1107.9,512.8,,,0,711.2,562.8,315.0,247.8,,,148.4,1224.0,,284.9,284.9,,,,112.4,112.4,0.0,0.0,,,88.3,,,,,88.3,485.6,629.8,629.8,0.0,0.0,,242.9,,,242.9,872.7,1358.3,0.0,18.9,,,-161.3,1506.1,-390.1,973.6,0,973.6,2331.9,
04/30/2004,2376.0,68.0,68.0,0.0,348.0,,,557.0,43.0,111.0,185.0,218.0,110.0,,,,,,1083.0,515.0,1000.0,-485.0,0,778.0,562.0,315.0,247.0,,,216.0,1293.0,,92.0,92.0,,,,50.0,50.0,0.0,0.0,,,227.0,,,,,227.0,369.0,630.0,630.0,0.0,0.0,,282.0,,,282.0,912.0,1281.0,0.0,47.0,,,-156.0,1236.0,-32.0,1095.0,0,1095.0,2376.0,
