Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,1281.588989,32.665001,32.665001,,325.950989,,,381.605988,,,,,36.041,,,,776.263,217.104004,272.687012,-55.583,0.0,288.221985,,,,288.221985,505.325989,,150.427002,150.427002,,,,61.763,,,,,11.041,,,11.041,223.231003,568.596985,,,,122.885002,,,,122.885002,691.481987,914.71299,0.0,276.626007,,,0.0,,90.25,366.876007,0.0,366.876007,1281.588997,
09/30/1994,1282.474976,33.129002,33.129002,0.0,329.042999,,,378.119995,,,,,37.625999,,,,777.91803,223.891006,286.856995,-62.966,0.0,280.665985,,,,280.665985,504.556992,,162.007996,162.007996,,,,35.332001,,,,,14.744003,,,14.744003,212.084,566.965027,,,,122.600998,,,,122.600998,689.566025,901.650024,0.0,276.953003,,,0.0,,103.872002,380.825005,0.0,380.825005,1282.475029,
12/31/1994,891.877991,32.145,32.145,,202.270004,,,155.031006,,,,,15.122,,,,404.567993,181.393005,238.416,-57.022999,0.0,305.916992,,,,305.916992,487.309997,,37.721001,37.721001,,,,16.573999,,,,,43.286001,,,43.286001,97.581001,409.678986,,,,109.223999,,,,109.223999,518.902985,616.483986,0.0,270.864014,,,0.0,,4.53,275.394014,0.0,275.394014,891.878,
03/31/1995,903.093018,32.159,32.159,,212.444,,,160.947998,,,,,15.375,,,,420.925995,178.319,242.785004,-64.466003,0.0,303.847992,,,,303.847992,482.166992,,92.688004,92.688004,,,,19.09,,,,,3.309994,,,3.309994,115.087997,398.674988,,,,107.992996,,,,107.992996,506.667984,621.755981,0.0,269.080994,,,0.0,,12.256,281.336993,0.0,281.336993,903.092975,
06/30/1995,880.344971,35.553001,35.553001,,197.266998,,,157.158997,,,,,14.81,,,,404.789001,175.128998,246.604996,-71.475998,0.0,300.427002,,,,300.427002,475.556,,82.693001,82.693001,,,,11.328,,,,,1.696002,,,1.696002,95.717003,391.246002,,,,106.570999,,,,106.570999,497.817001,593.534004,0.0,269.082001,,,0.0,,17.729,286.811001,0.0,286.811001,880.345005,
09/30/1995,896.44397,61.375,61.375,,206.354996,,,157.417007,,,,,12.727,,,,437.873993,172.470001,250.516006,-78.045998,0.0,286.100006,,,,286.100006,458.570007,,97.413002,97.413002,,,,21.066,,,,,6.711,,,6.711,125.190002,381.312012,,,,97.748001,,,,97.748001,479.060013,604.250015,0.0,268.273987,,,0.0,,23.92,292.193987,0.0,292.193987,896.444002,
12/31/1995,1291.739014,26.412001,26.412001,,276.115997,,,269.677002,,,,,17.888,,,,590.093018,306.406006,389.428986,-83.023003,0.0,395.23999,,,,395.23999,701.645996,,53.092999,53.092999,,,,18.639,,,,,63.325008,,,63.325008,135.057007,705.039978,,,,150.485992,,,,150.485992,855.52597,990.582977,0.0,268.276001,,,0.0,,32.880001,301.156002,0.0,301.156002,1291.738979,
03/31/1996,1298.697998,30.572001,30.572001,,284.127014,,,269.479004,,,,,18.471001,,,,602.648987,300.783997,394.475006,-93.691002,0.0,395.265015,,,,395.265015,696.049011,,132.834,132.834,,,,18.656,,,,,3.146994,,,3.146994,154.636993,596.018982,,,,152.772003,,,,152.772003,748.790985,903.427979,0.0,351.549988,,,0.0,,43.720001,395.269989,0.0,395.269989,1298.697968,
06/30/1996,1270.333008,18.525,18.525,0.0,287.569,,,276.406006,,,,,19.818001,,,,602.317993,297.457001,402.113007,-104.655998,0.0,370.558014,,,,370.558014,668.015015,,135.996994,135.996994,,,,21.173,,,,,3.032001,,,3.032001,160.201996,562.794983,,,,132.841995,,,,132.841995,695.636978,855.838974,0.0,359.160004,,,0.0,,55.334,414.494003,0.0,414.494003,1270.332977,
09/30/1996,1268.564941,21.455999,21.455999,,292.669006,,,280.97699,,,,,17.608,,,,612.710022,295.790009,410.553009,-114.763,0.0,360.065002,,,,360.065002,655.855011,,150.936996,150.936996,,,,0.0,,,,,2.460999,,,2.460999,153.397995,578.599976,,,,133.626007,,,,133.626007,712.225983,865.623978,0.0,340.699005,,,0.0,,62.242001,402.941006,0.0,402.941006,1268.564983,
12/31/1996,1269.203979,19.365,19.365,0.0,283.416992,,,281.106995,,,,,23.378,,,,607.267029,301.962006,425.729004,-123.766998,0.0,359.975006,,,,359.975006,661.937012,,61.095001,61.095001,,,,0.0,,,,,83.511002,,,83.511002,144.606003,572.599976,,,,132.341003,,,,132.341003,704.940979,849.546982,0.0,339.985992,,,0.0,,79.670998,419.65699,0.0,419.65699,1269.203972,
03/31/1997,1288.630981,18.663,18.663,,300.864014,,,288.052002,,,,,25.378,,,,632.95697,298.605988,433.894012,-135.287994,0.0,357.067993,,,,357.067993,655.673981,,147.572006,147.572006,,,,0.0,,,,,6.102997,,,6.102997,153.675003,567.799988,,,,132.919006,,,,132.919006,700.718994,854.393997,0.0,337.506989,,,0.0,,96.730003,434.236992,0.0,434.236992,1288.630989,
06/30/1997,1288.43103,14.905,14.905,0.0,303.388,,,295.645996,,,,,24.121,,,,638.059998,296.726013,443.213989,-146.488007,0.0,353.644989,,,,353.644989,650.371002,,134.074005,134.074005,,,,0.0,,,,,6.011002,,,6.011002,140.085007,737.799988,,,,130.766998,,,,130.766998,868.566986,1008.651993,0.0,166.533997,,,0.0,,113.245003,279.778999,0.0,279.778999,1288.430992,
09/30/1997,1280.230957,17.657,17.657,0.0,311.910004,,,283.27301,,,,,24.945,,,,637.784973,296.55899,453.285004,-156.725998,0.0,345.886993,,,,345.886993,642.445983,,151.188004,151.188004,,,,0.0,,,,,7.854003,,,7.854003,159.042007,687.799988,,,,129.507004,,,,129.507004,817.306992,976.348999,0.0,176.022995,,,0.0,,127.859001,303.881996,0.0,303.881996,1280.230995,
12/31/1997,1257.235962,12.274,12.274,0.0,293.975006,,,287.04599,115.125,53.535999,118.385002,,25.214001,,,,618.508972,294.060974,459.691986,-165.630997,0.0,344.665985,330.549011,,,14.116974,638.726959,,52.140999,52.140999,,,,0.0,,,,,84.080009,,,84.080009,136.221008,667.799988,,,,129.893005,,,,129.893005,797.692993,933.914001,0.0,176.598007,,,0.0,,146.723999,323.322006,0.0,323.322006,1257.236008,
03/31/1998,1302.083984,17.093,17.093,0.0,330.506012,,,295.658997,117.360001,51.036999,127.262001,,26.948999,,,,670.20697,290.667999,468.003998,-177.335999,0.0,341.209015,327.161987,,,14.047028,631.877014,,161.339005,161.339005,,,,0.0,,,,,6.981003,,,6.981003,168.320007,657.0,,,,129.867996,,,,129.867996,786.867996,955.188004,0.0,178.557999,,,0.0,,168.337997,346.895996,0.0,346.895996,1302.084,
06/30/1998,1288.93103,13.783,13.783,0.0,316.464996,,,298.665009,122.051003,50.064999,126.549004,,26.285,,,,655.197998,290.868011,478.643005,-187.774994,0.0,342.86499,323.773987,,,19.091003,633.733002,,145.889999,145.889999,,,,0.0,,,,,6.902008,,,6.902008,152.792007,639.200012,,,,128.876999,,,,128.876999,768.077011,920.869019,0.0,178.617004,,,0.0,,189.445007,368.062012,0.0,368.062012,1288.93103,
09/30/1998,1310.832031,8.87,8.87,0.0,339.968994,,,306.703003,123.444,53.386002,129.873001,,25.077,,,,680.619019,292.302002,490.154999,-197.852997,0.0,337.911011,320.385986,,,17.525024,630.213013,,178.664993,178.664993,,,,0.0,,,,,6.059006,,,6.059006,184.723999,599.200012,,,,127.348,,,,127.348,726.548012,911.272011,0.0,179.567001,,,0.0,,219.992996,399.559998,0.0,399.559998,1310.832008,
12/31/1998,1303.203979,13.22,13.22,0.0,324.164001,,,307.381989,126.473999,57.915001,122.992996,,31.107,,,,675.872986,293.777008,499.912994,-206.136002,0.0,333.553986,316.997986,,,16.556,627.330994,,67.380997,67.380997,,,,0.0,,,,,99.344009,,,99.344009,166.725006,589.200012,,,,133.770004,,,,133.770004,722.970016,889.695023,0.0,179.789993,,,-10.943,,244.661994,413.508987,0.0,413.508987,1303.20401,
03/31/1999,1315.296,5.428,5.428,0.0,356.747,356.747,,299.816,119.227,53.349,127.24,0.0,32.421,,,,694.412,291.383,508.994,-217.611,0.0,329.501,313.61,,,15.891,620.884,,171.193,171.193,,,,0.0,,,,,5.504,,,5.504,176.697,578.4,,,,132.763,,,,132.763,711.163,887.86,0.0,176.987,,,-21.92,272.369,0.0,427.436,0.0,427.436,1315.296,
06/30/1999,1314.519,6.538,6.538,0.0,355.023,355.023,,298.123,117.381,50.7,130.042,0.0,33.355,,,,693.039,295.977,524.696,-228.719,0.0,325.503,310.222,,,15.281,621.48,,168.73,168.73,,,,0.0,,,,,5.25,,,5.25,173.98,550.6,,,,131.481,,,,131.481,682.081,856.061,0.0,174.093,,,-15.597,299.961,0.0,458.457,0.0,458.457,1314.518,
09/30/1999,1309.153,10.025,10.025,0.0,366.601,366.601,,283.98,110.934,53.465,119.581,0.0,32.505,,,,693.111,293.599,533.424,-239.825,0.0,322.443,306.834,,,15.609,616.042,,178.079,178.079,,,,0.0,,,,,5.131,,,5.131,183.21,539.6,,,,128.9,,,,128.9,668.5,851.71,0.0,173.628,,,-43.606,327.421,0.0,457.443,0.0,457.443,1309.153,
12/31/1999,1288.833984,7.409,7.409,0.0,345.38501,,,285.394989,114.527,58.479,112.389,0.0,33.710999,,,,671.900024,297.746002,545.633972,-247.888,0.0,319.187988,303.446014,,,15.741974,616.93399,,73.616997,73.616997,,,,0.0,,,,,80.247002,,,80.247002,153.863998,535.099976,,,,125.672997,,,,125.672997,660.772972,814.636971,0.0,172.602997,,,-54.978001,,356.571995,474.196991,0.0,474.196991,1288.833961,
03/31/2000,1324.348999,10.693,10.693,0.0,377.303986,,,292.019989,117.205002,54.280998,120.533997,0.0,33.867001,,,,713.883972,294.932007,555.148987,-260.21701,0.0,315.53299,300.058014,,,15.474976,610.464996,,185.610992,185.610992,,,,0.0,0.0,0.0,0.0,,7.259003,,,7.259003,192.869995,502.0,,,,124.343002,,,,124.343002,626.343002,819.212997,0.0,172.613007,,,-54.648998,,387.172009,505.136017,0.0,505.136017,1324.349014,
06/30/2000,1318.019,11.239,11.239,,360.73,360.73,,310.941,120.125,53.713,137.103,0.0,33.868,,,,716.778,291.068,559.06,-267.992,,310.173,296.67,,,13.503,601.241,,157.283,157.283,,,,,,,,,2.549,,,2.549,159.832,502.5,,,,120.128,,,,120.128,622.628,782.46,,170.73,,,-49.964,414.793,0.0,535.559,,535.559,1318.019,
09/30/2000,1330.619019,7.72,7.72,0.0,361.248993,361.248993,,326.126007,124.351997,58.598999,143.175003,0.0,32.147999,,,,727.242981,295.938995,574.807007,-278.868011,0.0,307.437012,293.28299,,,14.154022,603.376007,,165.378998,165.378998,,,,0.0,,,,,2.837997,,,2.837997,168.216995,485.0,,,,118.279999,,,,118.279999,603.279999,771.496994,0.0,170.837006,,,-49.881001,438.165985,1.9e-05,559.122009,0.0,559.122009,1330.619003,
12/31/2000,1304.838013,14.606,14.606,0.0,351.803986,,,294.45401,107.030998,61.931999,125.490997,0.0,30.716999,,,,691.580994,303.234985,590.34198,-287.106995,0.0,310.022003,289.894989,68.162003,221.732986,20.127014,613.256989,,65.483002,65.483002,,,,0.0,0.0,0.0,0.0,,77.634995,,,77.634995,143.117996,462.0,462.0,0.0,0.0,115.815002,,,,115.815002,577.815002,720.932999,0.0,170.636993,,,-49.205002,,462.473007,583.904999,0.0,583.904999,1304.837997,
03/31/2001,1291.709,8.038,8.038,0.0,349.675,349.675,,296.621,106.162,57.572,132.887,0.0,32.927,,,,687.261,296.362,595.697,-299.335,0.0,308.086,286.507,,,21.579,604.448,,149.098,149.098,,,,0.0,0.0,0.0,0.0,,1.76,,,1.76,150.858,415.0,,,,115.377,,,,115.377,530.377,681.235,0.0,166.563,,,-38.243,482.154,0.0,610.474,0.0,610.474,1291.709,
06/30/2001,1227.447998,8.737,8.737,0.0,320.450012,,,288.687012,105.352997,52.620998,130.712997,0.0,30.969999,,,,648.843994,270.987,598.151001,-327.164001,0.0,307.617004,283.118988,,,24.498016,578.604004,,127.558998,127.558998,,,,0.0,0.0,0.0,0.0,,3.773003,,,3.773003,131.332001,374.0,,,,105.410004,,,,105.410004,479.410004,610.742004,0.0,166.179993,,,-36.377998,,486.903999,616.705994,0.0,616.705994,1227.447998,
09/30/2001,1206.399048,19.399,19.399,0.0,313.906006,,,278.765991,100.143997,49.132,129.490005,0.0,28.752001,,,,640.822998,261.234009,576.700989,-315.46701,0.0,304.34201,279.730988,,,24.611023,565.576019,,153.007996,153.007996,,,,0.0,0.0,0.0,0.0,,4.264999,,,4.264999,157.272995,314.399994,,,,109.870003,,,,109.870003,424.269997,581.542992,0.0,164.936996,,,-31.858,,491.777006,624.856003,0.0,624.856003,1206.398994,
12/31/2001,1503.489014,15.707,15.707,0.0,359.493011,,,369.77301,112.742996,69.507004,187.522995,0.0,33.742001,,,,778.715027,321.640015,605.104004,-283.463989,0.0,403.134003,367.304993,156.434998,210.869995,35.82901,724.774017,,83.508003,83.508003,,,,0.0,0.0,0.0,0.0,,91.786995,,,91.786995,175.294998,454.399994,,,,114.135002,,,,114.135002,568.534996,743.829994,0.0,275.746002,,,-31.482,,515.394995,759.658997,0.0,759.658997,1503.488991,
03/31/2002,1561.462036,30.231001,30.231001,0.0,400.092987,,,376.269012,120.537003,67.569,188.162994,0.0,34.845001,,,,841.437988,322.571991,618.392029,-295.820007,0.0,397.451996,359.002014,,,38.449982,720.023987,,208.776001,208.776001,,,,0.0,0.0,0.0,0.0,,3.281006,,,3.281006,212.057007,423.600006,,,,113.759003,,,,113.759003,537.359009,749.416016,0.0,277.587006,,,-15.72,,550.178985,812.04599,0.0,812.04599,1561.462006,
06/30/2002,1566.317017,14.606,14.606,0.0,394.803986,,,393.295013,117.237,67.078003,208.979996,0.0,31.292,,,,833.997009,333.082001,640.401978,-307.320007,0.0,399.238007,359.042999,188.035004,171.007996,40.195007,732.320007,,194.595001,194.595001,,,,0.0,0.0,0.0,0.0,,3.216003,,,3.216003,197.811005,405.399994,,,,118.505997,,,,118.505997,523.905991,721.716995,0.0,277.743011,,,-12.359,,579.215995,844.600006,0.0,844.600006,1566.317001,
09/30/2002,1577.155029,18.181,18.181,0.0,383.10199,,,420.274994,113.977997,69.085999,237.210999,0.0,28.386999,,,,849.945007,329.615997,648.005981,-318.390015,0.0,397.593994,359.042999,188.035004,171.007996,38.550995,727.209991,,212.610001,212.610001,,,,0.0,0.0,0.0,0.0,,3.087006,,,3.087006,215.697006,374.799988,,,,120.799004,,,,120.799004,495.598991,711.295998,0.0,277.881989,,,-12.144,,600.12099,865.858978,0.0,865.858978,1577.154976,
12/31/2002,1567.401001,15.074,15.074,0.0,375.049988,,,432.104004,122.714996,65.195999,244.192993,0.0,27.231001,,,,849.458984,333.371002,660.937012,-327.56601,0.0,384.571991,355.488007,184.479996,171.008011,29.083984,717.942993,,90.134003,90.134003,,,,0.0,0.0,0.0,0.0,,107.229996,,,107.229996,197.363998,374.799988,,,,125.723,,,,125.723,500.522987,697.886986,0.0,277.972992,,,-11.875,639.333984,-35.917969,869.514008,0.0,869.514008,1567.400993,
03/31/2003,1592.840942,12.897,12.897,0.0,401.173004,401.173004,,436.888,115.380997,63.942001,257.565002,0.0,25.854,,,,876.812012,328.14801,668.486023,-340.338013,0.0,387.881012,355.488007,184.479996,171.008011,32.393005,716.029022,,207.384003,207.384003,,,,0.0,0.0,0.0,0.0,,2.817001,,,2.817001,210.201004,354.799988,,,,128.070999,,,,128.070999,482.870987,693.071991,0.0,278.036011,,,-11.723,668.375,-34.919029,899.768982,0.0,899.768982,1592.840973,
06/30/2003,1586.79,14.927,14.927,,394.103,394.103,,433.673,,,,,31.208,,,,873.911,329.352,680.699,-351.347,,383.527,355.488,184.48,171.008,28.039,712.879,,185.751,185.751,,,,,,,,,2.813,,,2.813,188.564,343.2,,,,128.403,,,,128.403,471.603,660.167,,278.051,,,-10.261,691.95,-33.117,926.623,,926.623,1586.79,
09/30/2003,1571.496,27.142,27.142,,381.635,381.635,,430.025,116.197,56.488,257.34,0.0,26.927,,,,865.729,323.851,686.204,-362.353,,381.916,355.488,184.48,171.008,26.428,705.767,,194.782,194.782,,,,,,,,,2.717,,,2.717,197.499,303.2,,,,122.152,,,,122.152,425.352,622.851,,278.025,,,-9.087,711.295,-31.588,948.645,,948.645,1571.496,
12/31/2003,1578.259,71.668,71.668,0.0,366.448,366.448,,414.684,109.589,52.513,252.582,0.0,33.252,,,,886.052,310.563,673.931,-363.368,0.0,381.644,353.46,183.789,169.671,28.184,692.207,,83.584,83.584,,,,0.0,0.0,0.0,0.0,,99.235,,,99.235,182.819,303.2,,,,125.338,,,,125.338,428.538,611.357,0.0,277.665,,,-6.249,726.932,-31.446,966.902,0.0,966.902,1578.259,
03/31/2004,1632.946,98.273,98.273,0.0,417.571,417.571,,404.929,108.415,56.433,240.081,0.0,30.588,,,,951.361,301.13,673.561,-372.431,0.0,380.455,353.46,183.789,169.671,26.995,681.585,,215.641,215.641,,,,0.0,0.0,0.0,0.0,,2.033,,,2.033,217.674,303.2,,,,117.433,,,,117.433,420.633,638.307,0.0,284.653,,,-13.36,753.14,-29.794,994.639,0.0,994.639,1632.946,
06/30/2004,1582.67395,56.549999,56.549999,0.0,372.458008,372.458008,,430.377014,259.411987,56.951,114.014,0.0,37.161999,,,,896.546997,298.087006,680.356018,-382.269012,0.0,388.040009,353.459991,183.789001,169.67099,34.580017,686.127014,,184.651993,184.651993,,,,0.0,0.0,0.0,0.0,,1.025009,,,1.025009,185.677002,302.399994,,,,121.085999,,,,121.085999,423.485992,609.162994,0.0,284.406006,,,-0.05,762.76001,-73.605029,973.510986,0.0,973.510986,1582.673981,
09/30/2004,1600.640015,60.436001,60.436001,0.0,368.319,368.319,,459.014008,129.686005,51.679001,277.648987,0.0,35.5,,,,923.268982,289.829987,681.518982,-391.688995,0.0,387.540985,353.459991,183.789001,169.67099,34.080994,677.370972,,218.537994,218.537994,,,,0.0,0.0,0.0,0.0,,0.720001,,,0.720001,219.257996,302.399994,,,,121.223999,,,,121.223999,423.623993,642.881989,0.0,284.511993,,,-75.819,775.484985,-26.420013,957.757965,0.0,957.757965,1600.639954,
12/31/2004,1587.759033,51.248001,51.248001,0.0,374.733002,374.733002,,444.828003,127.295998,49.362,268.170013,0.0,37.316002,,,,908.125,284.972992,682.595947,-397.623016,0.0,394.66098,352.768005,183.096985,169.671021,41.892975,679.633972,,85.362999,85.362999,,,,0.0,0.0,0.0,0.0,,111.646996,,,111.646996,197.009995,302.399994,,,,130.865997,,,,130.865997,433.265991,630.275986,0.0,283.084991,,,-84.382004,789.856018,-31.076004,957.483002,0.0,957.483002,1587.758987,
03/31/2005,1616.588013,68.724998,68.724998,0.0,395.584015,395.584015,,429.751007,121.569,51.793999,256.388,0.0,35.700001,,,,929.76001,279.161011,686.052002,-406.890991,0.0,407.666992,352.768005,183.097,169.671005,54.898987,686.828003,,205.533005,205.533005,,,,0.0,,,,,0.436996,,,0.436996,205.970001,302.399994,,,,135.447006,,,,135.447006,437.847,643.817001,0.0,282.393005,,,-87.792999,806.653992,-28.483002,972.770996,0.0,972.770996,1616.587997,
06/30/2005,1589.713013,85.443001,85.443001,0.0,356.989014,356.989014,,440.147003,116.864998,50.831001,272.450989,0.0,39.488998,,,,922.067993,263.834991,682.611023,-418.776001,0.0,403.809998,352.768005,183.097,169.671005,51.041992,667.644989,,193.475006,193.475006,,,,0.0,,,,,0.457993,,,0.457993,193.932999,301.600006,,,,137.462997,,,,137.462997,439.063004,632.996002,0.0,280.074005,,,-101.445999,808.338989,-30.249985,956.71701,0.0,956.71701,1589.713013,
