Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Impairment of Assets,Impairment from Affiliates,Disposal of Con Assets,Disposal of Uncon Assets,Abnormal Losses/(Gains),Income Taxes,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/1996,32.341999,28.337,,,,,,0.671,0.661,2.673,-13.195,8.885,1.381,2.929,0.0,,0.0,19.147,-4.208,4.208,0.0,0.0,14.939,0.0,,0.0,,,14.939,,14.939,,,14.939,14.939,,51.023956,0.293547,0.293547,0.293547,51.023956,0.293547,0.293547,0.293547,,,,,,,,,,,,17.6,,17.6,,,,,,,17.6,0.344936,0.344936,0.293547,85.101935,85.101935,85.039771,
12/31/1996,35.243,28.872999,,,,,,1.093,0.668,4.609,-15.757,9.468,1.278,2.928,0.0,,2.083,19.486001,-4.103,4.103,0.0,0.0,15.383,0.0,,0.0,,,15.383,,15.383,,,15.383,15.383,,51.738798,0.298359,0.298359,0.298359,51.738798,0.298359,0.298359,0.298359,,,,,,,,,,,,15.766,,15.766,,,,,,,15.766,0.304723,0.304723,0.293547,96.332494,96.332494,94.862365,
03/31/1997,31.714001,28.677,,,,,,0.314,0.612,2.111,-19.568,8.507,1.845,2.967,0.0,,6.249,12.146,-2.456,4.078,-1.622,0.0,9.69,0.0,,0.0,,,9.69,,9.69,,,9.69,9.69,,54.211651,0.182865,0.182865,0.182865,55.171701,0.173241,0.173241,0.173241,,,,,,,,,,,,12.23,,12.23,,,,,,,12.23,0.221672,0.221672,0.307984,138.937038,138.937038,136.475884,
06/30/1997,59.903,49.955002,,,,,,0.329,3.693,5.926,-32.764999,18.150999,2.903,5.462,0.0,,6.249,27.138,-11.25,13.272,-2.022,0.0,15.888,0.0,,0.0,,,15.888,,13.788,,,8.933,8.933,,54.219963,0.163616,0.163616,0.163616,55.691209,0.163616,0.163616,0.163616,,,,,,,,,,,,14.95,,14.95,,,,,,,14.95,0.268445,0.268445,0.307984,114.729093,114.729093,113.672239,
09/30/1997,67.954002,60.645,,,,,,0.592,3.403,3.314,-38.219,21.899,3.46,6.611,0.0,,6.249,29.735001,-11.609,13.622,-2.013,0.0,18.126001,0.0,,0.0,,,18.126001,,15.626,,,10.385,10.385,,54.936886,0.19249,0.19249,0.19249,56.069413,0.182865,0.182865,0.182865,,,,,,,,,,,,17.056,,17.056,,,,,,,17.056,0.304194,0.304194,0.307984,101.245779,101.245779,99.648221,
12/31/1997,73.327003,65.695999,,,,,,0.517,2.948,4.166,-43.673,26.188,5.372,7.943,0.0,,4.17,29.654001,-5.042,11.916,-6.874,0.0,24.612001,0.0,,0.0,,,24.612001,,21.919001,,,16.466001,16.466001,,65.621079,0.250237,0.250237,0.250237,67.82379,0.240612,0.240612,0.240612,,,,,,,,,,,,28.382999,,28.382999,,,,,,,28.382999,0.418481,0.418481,0.38498,91.994508,91.994508,94.352257,
03/31/1998,97.777,88.060997,,,,,,0.405,0.0,9.311,-49.466,34.153,4.947,10.366,0.0,,0.0,48.311001,-14.247,19.823,-5.576,0.0,34.064001,0.0,,0.0,,,34.064001,,31.487,,,26.064,26.064,,74.980527,0.346482,0.346482,0.346482,77.253888,0.336857,0.336857,0.336857,,,,,,,,,,,,45.280998,,45.280998,,,,,,,45.280998,0.586132,0.586132,0.38498,65.681412,65.681412,62.951349,
06/30/1998,133.794006,126.456001,,,,,,0.777,0.0,6.561,-73.552999,51.453999,7.07,15.029,0.0,,0.0,60.241001,-19.433001,26.679001,-7.246,0.0,40.808,0.0,,0.0,,,40.808,,36.316002,,,30.894002,30.894002,,85.36444,0.365731,0.365731,0.365731,96.176437,0.356106,0.356106,0.356106,,,,,,,,,,,,54.751999,,54.751999,,,,,,,54.751999,0.569287,0.569287,0.38498,67.624931,67.624931,60.872661,
09/30/1998,145.901993,138.406998,,,,,,0.45,0.0,7.045,-81.591998,58.606998,6.775,16.209999,0.0,,0.0,64.309999,-25.179001,34.034,-8.855,0.0,39.130999,0.0,,-9.649,,,48.779999,,45.082001,,,39.659001,39.659001,,87.022708,0.452351,0.452351,0.452351,96.978552,0.442727,0.442727,0.442727,,,,,,,,,,,,58.608002,,58.608002,,,,,,,58.608002,0.60434,0.60434,0.38498,63.702564,63.702564,62.558013,
12/31/1998,156.460999,147.309006,,,,,,0.695,0.0,8.457,-90.397,62.957001,9.818,17.622,0.0,,0.0,66.064001,-20.679002,34.150002,-13.471,0.0,45.384999,0.0,,0.0,,,45.384999,,39.969002,,,34.547002,34.547002,,85.448601,0.394604,0.394604,0.394604,85.880832,0.38498,0.38498,0.38498,,,,,,,,,,,,60.257999,,60.257999,,,,,,,60.257999,0.701647,0.701647,0.38498,54.868067,54.868067,54.104022,
03/31/1999,167.022003,158.886993,,,,,0.0,0.0,0.0,8.135,-93.957003,65.037003,9.628,19.292,0.0,,0.0,73.065003,-15.022002,35.617001,-20.594999,0.0,58.043001,0.0,,0.0,,,58.043001,,48.445999,,,42.733999,42.733999,,88.405639,0.481225,0.481225,0.481225,90.079493,0.4716,0.4716,0.4716,,,,,,,,,,,,65.427002,,65.427002,,,,,,,65.427002,0.726325,0.726325,0.423478,58.304184,58.304184,57.705534,
06/30/1999,166.188004,162.867004,,,,,0.0,0.0,0.0,3.321,-95.679002,65.925003,10.169,19.584999,0.0,,0.0,75.409,-11.52,35.284,-23.764,0.0,63.889,0.0,,0.0,,,63.889,,51.139,,,42.758,42.758,,88.975024,0.481225,0.481225,0.481225,91.249423,0.4716,0.4716,0.4716,,,,,,,,,,,,75.0,,75.0,,,,,,,75.0,0.821923,0.821923,0.423478,51.522825,51.522825,50.409332,
09/30/1999,187.042999,178.438995,,,,,,0.0,0.0,8.604,-103.803997,74.643997,7.722,21.438,0.0,,0.0,83.238998,-13.810999,35.084999,-21.274,0.0,69.427999,0.0,,0.0,,,69.427999,,54.159,,,44.487,44.487,,89.2888,0.500474,0.500474,0.500474,90.902392,0.490849,0.490849,0.490849,,,,,,,,,,,,76.5,,76.5,,,,,,,76.5,0.841562,0.841562,0.423478,50.320469,50.320469,50.32026,
12/31/1999,195.063995,180.867004,,,,,0.0,0.0,0.0,14.197,-112.414001,76.512001,12.632,23.27,0.0,,0.0,77.75,-11.592999,35.696999,-24.104,0.0,66.157001,0.0,,0.0,,,66.157001,,48.775002,,,39.102001,39.102001,,92.10973,0.433102,0.433102,0.433102,95.087545,0.433102,0.433102,0.433102,,,,,,,,,,,,77.0,,77.0,,,,,,,77.0,0.80978,0.80978,0.461976,57.049556,57.049556,62.02078,
03/31/2000,201.037994,191.261002,,,,,0.0,0.0,0.0,9.777,-109.755,76.305,10.197,23.253,0.0,,0.0,91.283001,-10.13,39.347,-26.657,-2.56,81.153001,0.0,,1.125,,,80.028001,,57.195999,,,47.522999,47.522999,,89.749085,0.529347,0.538972,0.538972,91.178769,0.519723,0.529347,0.529347,,,,,,,,,,,,80.176003,,80.176003,,,,,,,80.176003,0.879328,0.879328,0.461976,52.537414,52.537414,51.71373,
06/30/2000,203.684006,194.179001,,,,,0.0,0.0,0.0,9.505,-109.822997,74.365997,10.77,24.687,0.0,,0.0,93.861,-12.195999,39.334999,-27.139,0.0,81.665001,0.0,,0.0,,,81.665001,,56.952999,,,47.280999,47.280999,,89.769869,0.529347,0.529347,0.529347,92.208438,0.510098,0.510098,0.510098,,,,,,,,,,,,83.002998,,83.002998,,,,,,,83.002998,0.900167,0.900167,0.461976,51.321135,51.321135,49.96446,
09/30/2000,223.225998,223.225998,,,,,0.0,0.0,0.0,12.993,-121.029996,82.699997,13.304,25.025999,0.0,,0.0,102.195999,-6.038999,42.557999,-28.114,-8.405,96.157,0.0,,0.0,,,96.157,,68.119003,,,58.447003,58.447003,,89.962085,0.654466,0.654466,0.654466,93.21316,0.625592,0.625592,0.625592,,,,,,,,,,,,84.628998,,84.628998,,,,,,,84.628998,0.907908,0.907908,0.461976,50.88355,50.88355,49.108464,
12/31/2000,231.509995,219.460999,,,,,0.0,0.0,0.0,12.049,-125.508997,84.988998,13.64,26.879999,0.0,,0.0,106.001,-27.486,49.033001,-21.547001,0.0,78.515,0.0,,0.0,,,78.515,,51.723,,,42.05,42.05,,92.627161,0.461976,0.461976,0.461976,92.627161,0.452351,0.452351,0.452351,,,,,,,,,,,,87.349998,,87.349998,,,,,,,87.349998,0.943028,0.943028,0.510098,54.091554,54.091554,54.686894,
03/31/2001,242.610001,239.809998,,,,,0.0,0.0,0.0,2.8,-146.496003,100.383003,14.248,31.865,0.0,,0.0,98.074001,-22.824001,49.395,-36.293999,9.723,75.25,0.0,,2.94,,,72.31,,56.508999,,,46.835999,46.835999,,90.214569,0.519723,0.558221,0.615968,92.868207,0.500474,0.538972,0.596719,,,,,,,,,,,,81.906998,,81.906998,,,,,,,81.906998,0.88197,0.88197,0.510098,57.836241,57.836241,56.183236,
06/30/2001,261.949005,243.794998,,,,,0.0,0.0,0.0,18.153999,-149.332002,96.831001,22.415001,30.086,0.0,,0.0,112.617,-18.156,43.993999,-23.903999,-1.934,94.461,0.0,,0.0,,,94.461,,66.112,,,56.92,56.92,,90.291454,0.625592,0.625592,0.741086,93.09783,0.615968,0.615968,0.731462,,,,,,,,,,,,83.93,,83.93,,,,,,,83.93,0.901525,0.901525,0.510098,56.581745,56.581745,54.876682,
09/30/2001,264.848999,247.757004,,,,,0.0,0.0,0.0,17.091999,-146.54,102.222,15.043,29.275,0.0,,0.0,118.308998,-13.261001,43.054001,-23.298,-6.495,105.047997,0.0,,0.0,,,105.047997,,76.779999,,,67.875999,67.875999,,92.246876,0.731462,0.731462,0.731462,95.650691,0.712213,0.712213,0.712213,,,,,,,,,,,,104.607002,,104.607002,,,,,,,104.607002,1.093636,1.093636,0.567845,51.922728,51.922728,50.075012,
12/31/2001,249.960007,246.822998,,,,,0.0,0.0,0.0,3.137,-153.034998,99.532997,20.865999,32.636002,0.0,,0.0,115.755001,-26.483999,36.632999,-21.664,11.515,89.271002,0.0,,0.0,,,89.271002,,64.336998,,,55.600998,55.600998,,100.960059,0.567845,0.567845,0.567845,100.960059,0.548596,0.548596,0.548596,,,,,,,,,,,,106.079002,,106.079002,,,,,,,106.079002,1.050703,1.050703,0.933576,88.852579,88.852579,88.852579,
03/31/2002,359.084015,342.681,,,,,0.0,6.76,0.0,9.643,-199.061996,127.445999,23.466999,48.148998,0.0,,0.0,160.022,-44.008002,58.018002,-19.354,5.344,116.013998,0.0,,30.129,,,85.884998,,51.527,,,45.396,45.396,,107.073626,0.423478,0.702588,0.76996,111.400087,0.404229,0.673715,0.731462,,,,,,,,,,,,122.681,,122.681,,,,,,,122.681,1.101265,1.101265,0.635217,57.680669,57.680669,57.680488,
06/30/2002,355.636993,338.670013,,,,,0.0,7.033,0.0,9.934,-194.441997,121.588997,23.500999,49.352001,0.0,,0.0,161.195004,-56.755002,59.212002,-14.313,11.856,104.440002,0.0,,-4.046,,,108.486002,,70.449,,,64.553,64.553,,110.034818,0.587094,0.548596,0.606343,115.033517,0.558221,0.519723,0.57747,,,,,,,,,,,,126.214996,,126.214996,,,,,,,126.214996,1.097202,1.097202,0.635217,57.89426,57.89426,55.378526,
09/30/2002,360.955994,348.30899,,,,,0.0,6.24,0.0,6.407,-219.592991,141.330994,27.077999,51.183998,0.0,,0.0,141.363003,-43.967999,60.841999,-19.246,2.372,97.395004,0.0,,-3.696,,,101.091004,,64.942001,,,59.247001,59.247001,,110.997987,0.529347,0.500474,0.558221,114.654278,0.519723,0.490849,0.548596,,,,,,,,,,,,113.583,,113.583,,,,,,,113.583,0.990656,0.990656,0.635217,64.12081,64.12081,62.076194,
12/31/2002,361.644989,348.07901,,,,,0.0,6.418,0.0,7.148,-216.084001,136.914001,26.253,52.917,0.0,,0.0,145.560997,-70.215999,59.140999,-21.198,32.273,75.344998,0.0,,-2.765,,,78.109998,,45.985001,,,40.540001,40.540001,,115.029363,0.356106,0.336857,0.452351,117.196747,0.346482,0.327233,0.442727,,,,,,,,,,,,93.507004,,93.507004,,,,,,,93.507004,0.797863,0.797863,0.654466,82.027308,82.027308,75.393284,
03/31/2003,374.77301,351.882996,,,,,0.0,13.094,0.0,9.796,-224.248993,146.373993,27.235001,50.639999,0.0,,0.0,150.524003,-26.224001,56.900002,-30.488001,-0.188,124.300002,0.0,,-6.099,,,130.399002,,91.741997,,,86.316997,86.316997,,113.359663,0.760335,0.741086,0.741086,117.593654,0.741086,0.721837,0.721837,,,,,,,,,,,,130.104996,,130.104996,,,,,,,130.104996,1.106395,1.106395,0.654466,59.153025,59.153025,57.023177,
06/30/2003,374.763,354.618988,,,,,0.0,16.516001,0.0,3.628,-220.064004,139.643005,27.434999,52.986,0.0,,0.0,154.698997,-34.784002,57.637001,-24.146999,1.294,119.914995,0.0,,-5.361,,,125.275995,,87.757,,,82.331,82.331,,115.827324,0.712213,0.635217,0.635217,121.441123,0.683339,0.635217,0.635217,,,,,,,,,,,,133.41,,133.41,,,,,,,133.41,1.098557,1.098557,0.654466,59.575053,59.575053,56.821078,
09/30/2003,382.967987,364.906006,,,,,0.0,15.262,0.0,2.8,-232.686,148.843002,31.972,51.870998,0.0,,0.0,150.282006,-43.891002,56.261002,-11.871,-0.499,106.391004,0.0,,-5.534,,,111.925004,,76.059998,,,70.980998,70.980998,,117.437801,0.606343,0.558221,0.558221,122.211038,0.57747,0.529347,0.529347,,,,,,,,,,,,123.914001,,123.914001,,,,,,,123.914001,1.013935,1.013935,0.654466,64.547154,64.547154,62.026083,
12/31/2003,394.524994,367.425995,,,,,0.0,12.87,0.0,14.229,-241.982005,147.766006,35.324001,58.891998,0.0,,0.0,152.543003,-38.656001,58.575001,-16.969,-2.95,113.887002,0.0,,-158.541,,,272.428002,,205.143997,,,200.258997,200.258997,,120.279507,1.665038,0.346482,0.346482,123.562792,1.597667,0.317608,0.317608,,,,,,,,,,,,130.729004,,130.729004,,,,,,,130.729004,1.057997,1.057997,0.837331,79.143116,79.143116,80.301229,
03/31/2004,402.295013,375.018005,,,,,0.0,18.032,0.0,9.245,-241.830995,154.365997,30.844999,56.619999,0.0,,0.0,160.464005,-47.344002,58.705002,-10.585,-0.776,113.120003,0.0,,-0.827,,,113.947003,,82.439003,,,74.457003,74.457003,,126.331767,0.587094,0.57747,0.57747,131.966351,0.567845,0.558221,0.558221,,,,,,,,,,,,128.975006,,128.975006,,,,,,,128.975006,0.977333,0.977333,0.837331,85.675182,85.675182,82.01744,
06/30/2004,408.602997,380.006012,,,,,0.0,18.99,0.0,9.607,-231.128,143.429001,29.941999,57.757,0.0,,0.0,177.475002,-40.568,57.061001,-16.481001,-0.012,136.907002,0.0,,-67.053001,,,203.960003,,162.001007,,,158.436007,158.436007,,130.363151,1.212687,0.702588,0.702588,135.844996,1.164564,0.673715,0.673715,,,,,,,,,,,,159.673996,,159.673996,,,,,,,159.673996,1.175413,1.175413,0.683339,58.136105,58.136105,55.789924,
09/30/2004,433.108,388.417,,,,,,26.878,,17.813,-249.43,160.43,29.649,59.351,,,,183.678,-51.623,61.101,-10.953,1.475,132.055,,,-9.885,,,,,108.523,,,104.501,104.501,,131.328394,0.798833,0.721837,0.009624,137.645606,0.760335,0.683339,0.009624,,,,,,,,,,,,156.703,,156.703,,,,,,,156.703,1.138453,1.138453,0.683339,60.023529,60.023529,57.268763,
12/31/2004,672.045,484.063,,,,,0.0,20.651,0.0,167.331,-349.158,223.575,55.062,70.521,0.0,,0.0,322.887,-32.942,65.883,-13.942,-18.999,289.945,0.0,,-0.201,,,290.146,,239.954,,,233.603,233.603,,132.485857,1.770908,1.770908,1.770908,147.860164,1.665038,1.665038,1.665038,,,,,,,,,,,,299.441,,299.441,,,,,,,299.441,2.025163,2.025163,0.731462,36.118661,36.118661,32.36297,
03/31/2005,596.184,566.355,,,,,,29.829,,,-414.462,296.083,40.661,77.718,,,,181.722,61.595,77.699,-34.608,-104.686,243.317,,199.819,-1.635,,,,-9.001,199.819,-12.386,,187.433,187.433,,133.319147,1.405177,1.395552,1.395552,140.598487,1.337805,1.328181,1.328181,,63.876,6.297,,,,,-0.135,,,,248.47,,248.47,,,,,,,248.47,1.767231,1.767231,0.731462,41.390285,41.390285,39.247346,
06/30/2005,591.475,569.899,,,,,,21.576,,,-411.46,282.43,45.796,83.234,,,,180.015,7.264,83.414,-19.628,-71.05,187.279,,,-32.93,,,,,181.082,,,172.697,172.697,,135.25691,1.280058,1.039446,1.039446,148.384866,1.203062,0.981699,0.981699,,,,,,,,,,,,215.802,,215.802,,,,,,,215.802,1.45434,1.45434,0.731462,50.295122,50.295122,45.845395,
09/30/2005,617.801,632.817,,,,,,20.647,,-35.663,-482.069,351.989,48.051,82.029,,,,135.732,-66.894,88.213,-8.401,-12.918,68.838,,,-1.229,,,,,38.742,,,27.223,27.223,,141.775691,0.19249,0.182865,0.182865,149.421803,0.182865,0.173241,0.173241,,,,,,,,,,,,93.272,,93.272,,,,,,,93.272,0.624219,0.624219,0.731462,117.180247,117.180247,111.183978,
12/31/2005,725.341,670.991,,,,,0.0,22.588,0.0,31.762,-505.941,368.446,48.301,89.194,0.0,,0.0,219.4,-77.063,90.626,7.946,-21.509,142.337,0.0,119.961,0.279,,,142.058,-9.663,119.961,-14.211,,105.75,105.75,,146.184232,0.721837,0.721837,0.721837,154.015289,0.683339,0.683339,0.683339,,76.463,20.474,,,,0.0,0.476,4.663,-4.284,0.222,194.121,,194.121,,,,,,,194.121,1.215063,1.215063,1.559169,128.319996,128.319996,114.123933,
03/31/2006,669.812,625.68,,,,,0.0,21.657,0.0,22.475,-468.084,331.915,45.864,90.305,0.0,,0.0,201.728,-48.13,103.894,-55.216,-0.548,153.598,0.0,149.212,-16.735,,,170.333,-7.224,149.212,-14.407,,134.805,134.805,,146.656984,0.923952,0.808458,0.808458,154.775848,0.875829,0.76996,0.76996,,76.443,25.009,,,,-16.16,-0.329,,-5.913,,206.631,,206.631,,,,,,,206.631,1.287239,1.287239,0.76996,59.814839,59.814839,54.648141,
06/30/2006,663.032,641.443,,,,,,21.589,,,-471.294,319.851,52.563,98.88,,,,191.738,-22.633,120.822,-21.501,-76.688,169.105,,312.381,-16.762,,,,-16.12,163.169,-28.811,,148.765,148.765,,146.93544,1.010572,0.895078,0.895078,160.936169,0.952825,0.846956,0.846956,,160.599,48.02,,,,-33.769,0.329,,-10.841,,431.788,,431.788,,,,,,,431.788,2.687192,2.687192,0.76996,28.65295,28.65295,26.201377,
09/30/2006,675.931,647.932,,,,,0.0,27.999,0.0,0.0,-500.46,346.565,52.096,101.799,0.0,,0.0,175.471,-30.431,115.28,13.243,-98.092,145.04,-0.382,,-0.577,,,145.235,,127.983,,,113.632,113.632,,147.211818,0.76996,0.76996,0.76996,155.952013,0.731462,0.731462,0.731462,,,,,,,,,,,,,,,,,,,,,,,,0.76996,,,,
12/31/2006,722.549,690.195,,,,,0.0,32.354,0.0,0.0,-542.583,366.307,70.709,105.567,0.0,,0.0,179.966,-57.522,137.343,55.715,-135.536,122.444,0.036,119.776,0.27,,,122.21,-11.96,119.776,-14.349,,105.427,105.427,,149.949623,0.702588,0.702588,0.702588,164.478171,0.66409,0.673715,0.673715,,90.896,30.083,,,,0.0,-2.324,,-5.007,,207.115,,207.115,,,,,,,207.115,1.262455,1.262455,0.818082,64.800932,64.800932,59.22852,
03/31/2007,536.244,507.189,,,,,0.0,29.055,0.0,0.0,-351.034,212.802,40.417,89.008,0.0,,8.807,185.21,4.59,130.698,-80.875,-54.413,189.8,-0.089,166.931,1.135,,,188.576,-12.618,166.931,-14.296,,152.635,152.635,,157.335981,0.972074,0.981699,0.981699,170.399519,0.923952,0.933576,0.933576,,93.665,42.984,,,,,,,-11.883,,264.783,,264.783,,,,,,,264.783,1.553895,1.553895,0.818082,52.647205,52.647205,48.611051,
06/30/2007,583.22,558.398,,,,,0.0,24.822,0.0,0.0,-387.769,227.212,49.789,110.768,0.0,,0.0,195.451,-7.176,140.293,2.35,-135.467,188.275,-2.508,165.92,-0.478,,,186.245,-13.882,165.92,-14.295,,151.625,151.625,,157.716261,0.96245,0.96245,0.96245,170.648882,0.923952,0.923952,0.923952,,114.511,30.515,,,,-0.493,,,-5.807,,276.469,,276.469,,,,,,,276.469,1.620104,1.620104,0.818082,50.495661,50.495661,46.668849,
