Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,1746.666,1203.248,579.936,623.312,67.522,67.522,,67.454,55.637,0.0,11.817,0.0,198.873,,,,1537.097,159.587,380.538,-220.951,0.0,,,49.982,3.955,0.0,3.955,46.027,209.569,,31.507,31.507,,,,0.0,0.0,0.0,0.0,436.535,,,436.535,468.042,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,468.042,0.0,386.432,,,0.0,893.564,-1.372,1278.624,0.0,1278.624,1746.666,
04/01/2005,1777.808,1209.47,631.153,578.317,113.832,113.832,,55.604,43.147,0.0,12.457,0.0,191.366,,,,1570.272,158.145,375.614,-217.469,0.0,,,49.391,3.331,0.0,3.331,46.06,207.536,,29.072,29.072,,,,0.0,0.0,0.0,0.0,438.877,,,438.877,467.949,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,467.949,0.0,384.449,,,0.0,926.917,-1.507,1309.859,0.0,1309.859,1777.808,
07/01/2005,1894.66,1203.033,749.35,453.683,146.252,146.252,,63.588,49.037,0.0,14.551,,205.228,,,,1618.101,156.937,378.087,-221.15,72.301,,,47.321,2.7,0.0,2.7,44.621,276.559,,33.962,33.962,,,,0.0,0.0,0.0,0.0,479.461,,,479.461,513.423,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,513.423,0.0,414.403,,,0.0,967.709,-0.875,1381.237,0.0,1381.237,1894.66,
09/30/2005,1955.654,1171.636,844.573,327.063,125.371,125.371,,70.677,52.469,0.0,18.208,,239.87,,,,1607.554,165.372,387.045,-221.673,137.005,,,45.723,2.1,0.0,2.1,43.623,348.1,,35.274,35.274,,,,0.0,,,,540.498,,,540.498,575.772,4.065,0.0,4.065,4.065,0.0,,,,,,0.0,4.065,579.837,0.0,397.224,,,0.0,979.491,-0.898,1375.817,0.0,1375.817,1955.654,
12/31/2005,1822.781,1166.588,787.707,378.881,80.509,80.509,,70.711,50.071,0.0,20.64,0.0,177.393,,,,1495.201,165.999,388.635,-222.636,115.965,,,45.616,1.6,0.0,1.6,44.016,327.58,,29.388,29.388,,,,2.362,0.0,2.362,2.362,522.951,,,522.951,554.701,3.871,0.0,3.871,3.871,0.0,,,,,,0.0,3.871,558.572,0.0,355.072,,,0.0,910.273,-1.136,1264.209,0.0,1264.209,1822.781,
03/31/2006,1902.681,1087.546,576.509,511.037,169.957,169.957,,66.766,51.64,0.0,15.126,0.0,181.064,,,,1505.333,171.307,392.657,-221.35,172.328,,,53.713,1.1,0.0,1.1,52.613,397.348,,38.239,38.239,,,,6.322,0.0,6.322,6.322,536.591,,,536.591,581.152,3.678,0.0,3.678,3.678,0.0,,,,,,0.0,3.678,584.83,0.0,416.976,,,0.0,902.35,-1.475,1317.851,0.0,1317.851,1902.681,
06/30/2006,2160.754,1256.809,713.571,543.238,200.604,200.604,,77.819,58.262,0.0,19.557,0.0,196.276,,,,1731.508,171.951,398.899,-226.948,203.841,,,53.454,0.7,0.0,0.7,52.754,429.246,,76.567,76.567,,,,5.616,0.0,5.616,5.616,633.615,,,633.615,715.798,3.484,0.0,3.484,3.484,0.0,,,,,,0.0,3.484,719.282,0.0,470.54,,,0.0,972.886,-1.954,1441.472,0.0,1441.472,2160.754,
09/28/2006,2236.667,1307.038,743.758,563.28,126.543,126.543,,93.437,66.701,0.0,26.736,0.0,210.093,,,,1737.111,174.804,406.872,-232.068,267.899,,,56.853,0.4,0.0,0.4,56.453,499.556,,49.436,49.436,,,,4.714,0.0,4.714,4.714,628.349,,,628.349,682.499,1.486,0.0,1.486,1.486,0.0,,,,,,0.0,1.486,683.985,0.0,492.519,,,0.0,1060.308,-0.145,1552.682,0.0,1552.682,2236.667,
12/29/2006,2233.26,1363.747,738.412,625.335,93.263,93.263,,78.477,55.856,0.0,22.621,0.0,215.565,,,,1751.052,178.363,413.393,-235.03,256.563,,,47.282,0.504,0.0,0.504,46.778,482.208,,42.696,42.696,,,,2.623,0.0,2.623,2.623,565.864,,,565.864,611.183,0.0,-1.304,1.304,1.304,13.916,,,,,,13.916,13.916,625.099,0.0,507.223,,,0.0,1102.151,-1.213,1608.161,0.0,1608.161,2233.26,
03/30/2007,2209.499,1279.996,741.299,538.697,130.451,130.451,,83.156,56.253,0.0,26.903,0.0,219.602,,,,1713.205,184.774,424.803,-240.029,245.902,,,65.618,0.358,0.0,0.358,65.26,496.294,,45.895,45.895,,,,0.0,0.0,0.0,0.0,443.645,,,443.645,489.54,0.0,-3.7,3.7,3.7,143.205,,,,,,143.205,143.205,632.745,0.0,513.175,,,0.0,1064.506,-0.927,1576.754,0.0,1576.754,2209.499,
06/29/2007,2027.986,1169.813,691.563,478.25,188.486,188.486,,73.532,47.023,0.0,26.509,0.0,213.881,,,,1645.712,182.319,426.596,-244.277,134.921,,,65.034,0.49,0.0,0.49,64.544,382.274,,35.469,35.469,,,,0.0,0.0,0.0,0.0,407.043,,,407.043,442.512,0.0,-3.5,3.5,3.5,156.863,,,,,,156.863,156.863,599.375,0.0,494.999,,,0.0,935.049,-1.437,1428.611,0.0,1428.611,2027.986,
09/28/2007,1944.846,1109.027,701.848,407.179,181.07,181.07,,84.983,57.484,0.0,27.499,0.0,223.616,,,,1598.696,176.949,428.671,-251.722,102.914,,,66.287,0.443,0.0,0.443,65.844,346.15,,65.166,65.166,,,,0.0,0.0,0.0,0.0,423.759,,,423.759,488.925,0.0,-1.5,1.5,1.5,163.302,,,,,,163.302,163.302,652.227,0.0,469.413,,,0.0,823.839,-0.633,1292.619,0.0,1292.619,1944.846,
12/28/2007,1769.918,1021.379,890.095,131.284,198.889,198.889,,74.11,45.826,0.0,28.284,0.0,239.71,,,,1534.088,169.85,424.004,-254.154,0.0,,,65.98,0.384,0.0,0.384,65.596,235.83,,41.545,41.545,,,,1.304,0.0,1.304,1.304,446.809,,,446.809,489.658,250.0,250.0,0.0,0.0,168.81,,,,,,168.81,418.81,908.468,0.0,316.644,,,0.0,546.13,-1.324,861.45,0.0,861.45,1769.918,
03/28/2008,1750.304,994.632,905.207,89.425,231.37,231.37,,71.013,44.497,,26.516,,215.964,,,,1512.979,165.558,422.569,-257.011,,,,71.767,0.325,,,71.442,237.325,,40.625,40.625,,,,,,,,510.693,,,510.693,551.318,350.0,348.9,1.1,1.1,176.244,,,,,,176.244,526.244,1077.562,,236.949,,,0.0,437.061,-1.268,672.742,,672.742,1750.304,
06/27/2008,2045.935,1231.943,1182.344,49.599,257.239,257.239,,76.006,45.921,,30.085,,234.752,,,,1799.94,176.997,432.91,-255.913,,,,68.998,0.266,,,68.732,245.995,,44.459,44.459,,,,0.0,,,,513.993,,,513.993,558.452,500.0,488.2,11.8,11.8,181.661,,,,,,181.661,681.661,1240.113,0.0,290.639,,,0.0,516.599,-1.416,805.822,0.0,805.822,2045.935,
09/26/2008,2075.268,1283.172,1279.396,3.776,221.331,221.331,,74.23,46.328,,27.902,,237.473,,,,1816.206,188.532,443.162,-254.63,0.0,,,70.53,,,,70.53,259.062,,37.529,37.529,,,,0.0,,,,471.952,,,471.952,509.481,500.0,489.9,10.1,10.1,192.594,,,,,,192.594,692.594,1202.075,0.0,309.63,,,0.0,564.978,-1.415,873.193,0.0,873.193,2075.268,
12/31/2008,1879.907,1216.743,1216.743,0.0,83.43,83.43,,84.637,56.764,0.0,27.873,0.0,242.351,,,,1627.161,192.262,437.359,-245.097,0.0,,,60.484,,0.0,,60.484,252.746,,33.834,33.834,,,,2.249,0.0,2.249,2.249,349.939,,,349.939,386.022,500.0,497.405,2.595,2.595,194.008,,,,,,194.008,694.008,1080.03,0.0,272.717,,,0.0,528.278,-1.118,799.877,0.0,799.877,1879.907,
03/27/2009,1956.017,1234.291,1234.291,0.0,182.12,182.12,,63.333,39.87,0.0,23.463,0.0,227.256,,48.099,141.5,1707.0,191.628,440.846,-249.218,0.0,,,57.389,,,,9.29,249.017,,119.125,37.852,2.768,,78.505,0.0,0.0,,,304.922,,,59.34,424.047,500.0,496.9,3.1,3.1,188.34,,,,,180.786,7.554,688.34,1112.387,,288.68,0.293,288.387,0.0,554.95,,843.63,,843.63,1956.017,
06/26/2009,2006.256,1274.975,1274.975,0.0,196.07,196.07,,66.219,48.81,0.0,17.409,0.0,230.933,,44.461,133.415,1768.197,185.307,435.985,-250.678,,,,52.752,,,,8.291,238.059,,104.656,33.972,0.355,,70.329,0.0,0.0,,,293.699,,,60.865,398.355,500.0,496.9,3.1,3.1,209.077,,,,,201.685,7.392,709.077,1107.432,,311.769,0.294,311.475,0.0,587.055,,898.824,,898.824,2006.256,
09/25/2009,2146.969,1363.939,1363.939,0.0,254.809,254.809,0.0,65.826,4.823,42.951,18.052,0.0,233.58,,43.769,143.097,1918.154,179.531,429.608,-250.077,0.0,,,49.284,,,,5.515,228.815,,117.642,31.169,1.867,,84.606,0.0,0.0,,,358.533,,,66.801,476.175,500.0,497.1,2.9,2.9,212.217,,,,,205.384,6.833,712.217,1188.392,,333.732,0.295,333.437,0.0,624.845,,958.577,,958.577,2146.969,
12/31/2009,2293.231,1546.672,1546.672,0.0,218.144,218.144,0.0,69.705,7.158,39.652,22.895,0.0,207.249,0.0,59.249,128.085,2041.77,174.516,418.044,-243.528,0.0,,,76.945,0.0,0.0,0.0,17.696,251.461,,138.185,50.52,5.547,0.0,82.118,0.0,,,,351.776,0.0,0.0,69.891,489.961,500.0,500.0,,,217.934,0.0,0.0,0.0,0.0,210.967,6.967,717.934,1207.895,0.0,372.395,0.297,372.098,0.0,712.941,0.0,1085.336,0.0,1085.336,2293.231,
04/02/2010,2637.369,1738.375,1738.375,0.0,360.135,360.135,0.0,87.319,8.281,50.985,28.053,0.0,208.632,,55.057,128.295,2394.461,169.023,418.653,-249.63,0.0,,,73.885,,,,18.828,242.908,,144.933,66.554,3.913,,74.466,0.0,0.0,,,468.443,,,68.574,613.376,500.0,500.0,,,210.492,,,,,203.057,7.435,710.492,1323.868,0.0,465.608,0.301,465.307,0.0,847.893,,1313.501,0.0,1313.501,2637.369,
07/02/2010,2982.99,2067.215,2067.215,0.0,358.006,358.006,0.0,99.955,10.291,58.422,31.242,0.0,226.197,,47.384,137.759,2751.373,165.432,412.757,-247.325,0.0,,,66.185,,,,18.801,231.617,,200.17,110.088,6.569,,83.513,0.0,0.0,,,460.532,,,65.103,660.702,500.0,499.8,0.2,0.2,227.337,,,,,220.204,7.133,727.337,1388.039,0.0,582.654,0.306,582.348,0.0,1012.297,0.0,1594.951,0.0,1594.951,2982.99,
10/01/2010,3351.45,2414.416,2414.416,0.0,346.812,346.812,0.0,108.153,11.316,58.015,38.822,0.0,259.499,,38.498,185.875,3128.88,163.151,411.135,-247.984,0.0,,,59.419,,,,20.921,222.57,,249.013,138.315,1.009,,109.689,0.0,0.0,,,455.846,,,70.296,704.859,500.0,497.1,2.9,2.9,222.333,,,,,215.079,7.254,722.333,1427.192,0.0,722.329,0.312,722.017,0.0,1201.929,,1924.258,0.0,1924.258,3351.45,
12/31/2010,3759.837,2765.196,2765.196,0.0,363.614,363.614,0.0,146.524,9.833,90.627,46.064,0.0,255.676,,37.319,188.837,3531.01,164.155,409.778,-245.623,,,,64.672,0.0,0.0,0.0,27.353,228.827,,193.54,86.061,0.428,,107.051,0.0,0.0,0.0,0.0,502.947,,,74.236,696.487,500.0,500.0,0.0,0.0,239.698,,,,,231.833,7.865,739.698,1436.185,,909.308,0.319,908.989,0.0,1414.344,,2323.652,0.0,2323.652,3759.837,
04/01/2011,3996.801,3097.981,3097.981,0.0,310.669,310.669,0.0,135.76,8.681,88.657,38.422,0.0,226.358,,31.662,158.092,3770.768,164.4,415.612,-251.212,0.0,,,61.633,,,,29.971,226.033,,144.146,63.676,,,80.47,0.0,0.0,,,504.603,,,74.824,648.749,500.0,500.0,,,241.38,,,,,233.574,7.806,741.38,1390.129,0.0,990.87,0.322,990.548,0.0,1615.802,,2606.672,0.0,2606.672,3996.801,
07/01/2011,4207.749,3267.37,3267.37,0.0,383.51,383.51,0.0,123.312,8.651,71.563,43.098,0.0,214.665,,27.928,146.806,3988.857,162.295,419.195,-256.9,0.0,,,56.597,,,,28.669,218.892,,140.597,52.688,,,87.909,0.0,0.0,,,455.987,,,75.199,596.584,500.0,500.0,,,254.074,,,,,245.182,8.892,754.074,1350.658,0.0,1048.018,0.324,1047.694,,1809.073,,2857.091,0.0,2857.091,4207.749,
09/30/2011,4271.81,3238.713,3177.314,61.399,386.842,386.842,0.0,134.028,10.266,79.998,43.764,0.0,209.595,,29.781,129.117,3969.178,171.1,434.33,-263.23,66.78,0.0,66.78,64.752,,,,34.971,302.632,,158.629,54.367,1.592,,102.67,500.0,500.0,,,508.792,,,68.966,1167.421,0.0,0.0,,,269.621,,,,,260.79,8.831,269.621,1437.042,0.0,1012.186,0.321,1011.865,0.0,1822.772,-0.19,2834.768,0.0,2834.768,4271.81,
12/31/2011,4282.268,3437.155,3371.933,65.222,232.273,232.273,0.0,122.279,9.293,71.696,41.29,0.0,183.104,0.0,26.629,124.689,3974.811,171.721,441.201,-269.48,74.033,74.033,0.0,61.703,0.0,0.0,0.0,35.074,307.457,,164.364,52.154,0.0,0.0,112.21,500.0,500.0,0.0,0.0,351.855,0.0,0.0,71.979,1016.219,0.0,0.0,0.0,0.0,272.153,0.0,0.0,0.0,0.0,263.423,8.73,272.153,1288.372,0.0,1051.074,0.322,1050.752,0.0,1942.955,-0.133,2993.896,0.0,2993.896,4282.268,
03/30/2012,4379.069,3479.184,3420.182,59.002,271.392,271.392,0.0,109.451,8.4,65.528,35.523,0.0,188.135,,26.014,122.084,4048.162,186.538,433.807,-247.269,79.321,75.649,3.672,65.048,,,,39.034,330.907,,134.119,62.733,0.051,,71.335,500.0,500.0,,,360.533,,,80.527,994.652,0.0,0.0,,,267.538,,,,,258.629,8.909,267.538,1262.19,0.0,1092.751,0.323,1092.428,0.0,2024.013,0.115,3116.879,0.0,3116.879,4379.069,
06/29/2012,4530.908,2930.444,2884.063,46.381,425.267,425.267,0.0,146.09,11.537,90.923,43.63,0.0,184.754,,25.903,113.583,3686.555,193.299,447.703,-254.404,579.924,71.745,508.179,71.13,,,,45.227,844.353,,150.145,68.779,,,81.366,0.0,0.0,,,447.652,,,73.477,597.797,500.0,500.0,,,255.986,,,,,246.718,9.268,755.986,1353.783,0.0,1096.974,0.32,1096.654,0.0,2077.219,2.932,3177.125,0.0,3177.125,4530.908,
09/28/2012,4642.86,2994.024,2849.829,144.195,348.273,348.273,0.0,157.848,9.219,103.902,44.727,0.0,184.032,,23.047,118.809,3684.177,200.172,463.224,-263.052,685.945,168.38,517.565,72.566,,,,49.519,958.683,,128.335,45.589,,,82.746,0.0,0.0,,,477.026,,,76.675,605.361,500.0,500.0,,,271.339,,,,,261.843,9.496,771.339,1376.7,0.0,1107.935,0.321,1107.614,0.0,2151.627,6.598,3266.16,0.0,3266.16,4642.86,
12/31/2012,4657.828,3017.585,2876.627,140.958,323.708,323.708,0.0,152.721,12.447,88.643,51.631,0.0,186.338,0.0,17.082,127.289,3680.352,206.148,477.28,-271.132,704.758,190.829,513.929,66.57,0.0,0.0,0.0,49.488,977.476,,119.647,50.036,0.0,0.0,69.611,0.0,0.0,0.0,0.0,423.43,0.0,0.0,77.437,543.077,500.0,500.0,0.0,0.0,281.304,0.0,0.0,0.0,0.0,272.0,9.304,781.304,1324.381,0.0,1122.875,0.32,1122.555,0.0,2204.98,5.592,3333.447,0.0,3333.447,4657.828,
03/29/2013,4804.71,3124.93,2953.587,171.343,366.417,366.417,0.0,139.282,14.564,88.778,35.94,0.0,194.658,,18.934,121.855,3825.287,201.964,482.459,-280.495,712.04,196.74,515.3,65.419,,,,46.485,979.423,,112.104,31.613,,,80.491,0.0,0.0,,,457.384,,,74.742,569.488,500.0,500.0,,,285.426,,,,,276.238,9.188,785.426,1354.914,0.0,1153.418,0.32,1153.098,0.0,2290.836,5.542,3449.796,0.0,3449.796,4804.71,
06/28/2013,4879.403,2953.679,2788.844,164.835,472.597,472.597,0.0,134.298,8.674,91.66,33.964,0.0,202.102,,5.009,114.832,3762.676,200.823,490.816,-289.993,689.301,175.365,513.936,226.603,150.811,93.065,57.746,70.783,1116.727,,108.297,39.571,,,68.726,0.0,0.0,,,522.304,,,122.674,630.601,500.0,500.0,,,300.604,,,,,291.656,8.948,800.604,1431.205,0.0,1180.503,0.32,1180.183,0.0,2271.221,-3.526,3448.198,0.0,3448.198,4879.403,
09/27/2013,5019.764,3107.244,2956.085,151.159,436.421,436.421,0.0,158.441,8.926,113.9,35.615,0.0,171.726,,13.548,109.151,3873.832,198.642,491.539,-292.897,713.651,191.934,521.717,233.639,179.573,93.073,86.5,40.518,1145.932,,133.293,52.224,,,81.069,0.0,0.0,,,523.377,,,78.672,656.67,500.0,500.0,,,275.311,,,,,266.395,8.916,775.311,1431.981,0.0,1214.907,0.321,1214.586,0.0,2374.005,-1.129,3587.783,0.0,3587.783,5019.764,
12/31/2013,5995.648,3010.645,2869.158,141.487,483.032,483.032,0.0,163.88,8.39,104.755,50.735,0.0,195.283,0.0,10.806,132.055,3852.84,204.142,502.104,-297.962,1695.066,192.345,1502.721,243.6,156.118,73.968,82.15,76.676,2142.808,,136.486,44.163,0.0,0.0,92.323,0.0,0.0,0.0,0.0,570.9,0.0,0.0,83.154,707.386,1491.466,1491.466,0.0,0.0,284.729,0.0,0.0,0.0,0.0,276.326,8.403,1776.195,2483.581,0.0,1217.144,0.318,1216.826,0.0,2322.885,-27.962,3512.067,0.0,3512.067,5995.648,
03/28/2014,5873.05,2909.247,2752.111,157.136,443.409,443.409,0.0,158.137,5.787,99.306,53.044,0.0,196.026,,18.422,135.817,3706.819,198.266,505.13,-306.864,1718.237,195.252,1522.985,249.728,154.026,74.341,79.685,77.28,2166.231,,128.649,35.997,,,92.652,0.0,0.0,,,499.801,,,85.282,628.45,1491.789,1491.789,,,294.898,,,,,286.603,8.295,1786.687,2415.137,0.0,1197.77,0.314,1197.456,0.0,2275.589,-15.446,3457.913,0.0,3457.913,5873.05,
06/27/2014,5815.864,2806.565,2688.326,118.239,452.559,452.559,0.0,176.728,8.846,103.281,64.601,0.0,173.856,,19.755,118.257,3609.708,195.582,511.491,-315.909,1756.678,187.993,1568.685,253.896,151.562,74.341,77.221,82.579,2206.156,,133.699,52.747,,,80.952,0.0,0.0,,,496.604,,,81.405,630.303,1492.113,1492.113,,,304.255,,,,,296.594,7.661,1796.368,2426.671,0.0,1179.644,0.309,1179.335,0.0,2210.561,-1.012,3389.193,0.0,3389.193,5815.864,
09/26/2014,5781.03,2814.144,2680.085,134.059,406.708,406.708,0.0,186.338,8.596,108.927,68.815,0.0,177.051,,21.929,122.649,3584.241,197.213,521.043,-323.83,1744.83,173.561,1571.269,254.746,149.097,74.341,74.756,83.72,2196.789,,162.667,47.91,,,114.757,0.0,0.0,,,478.391,,,81.389,641.058,1492.436,1492.436,,,317.828,,,,,310.199,7.629,1810.264,2451.322,0.0,1172.05,0.306,1171.744,0.0,2163.647,-5.989,3329.708,0.0,3329.708,5781.03,
12/31/2014,5674.226,2577.886,2426.367,151.519,377.964,377.964,0.0,153.387,6.826,95.675,50.886,0.0,179.306,0.0,20.077,123.258,3288.543,194.84,529.294,-334.454,1942.343,633.2,1309.143,248.5,146.632,74.341,72.291,81.791,2385.683,,147.361,49.14,0.0,0.0,98.221,0.0,0.0,0.0,0.0,427.947,0.0,0.0,83.779,575.308,1492.759,1492.759,0.0,0.0,320.333,0.0,0.0,0.0,0.0,313.447,6.886,1813.092,2388.4,0.0,1165.561,0.302,1165.259,0.0,2110.62,9.645,3285.826,0.0,3285.826,5674.226,
03/27/2015,5767.065,2375.95,2207.101,168.849,433.69,433.69,0.0,155.353,6.342,107.653,41.358,0.0,189.781,,20.258,127.637,3154.774,215.309,541.0,-325.691,2139.81,1083.968,1055.842,257.172,144.168,74.341,69.827,92.746,2612.291,,140.879,46.918,,,93.961,0.0,0.0,,,496.859,,,85.301,637.738,1493.082,1493.082,,,333.498,,,,,326.7,6.798,1826.58,2464.318,0.0,1170.616,0.301,1170.315,0.0,2108.201,23.93,3302.747,0.0,3302.747,5767.065,
06/26/2015,5784.456,2074.086,1852.753,221.333,424.427,424.427,0.0,177.654,6.856,124.226,46.572,0.0,192.395,,18.669,133.75,2868.562,210.98,,,2448.942,1513.058,935.884,255.972,141.741,74.341,67.4,95.562,2915.894,,153.423,51.618,,,101.805,0.0,0.0,,,474.783,,,79.862,628.206,1493.406,1493.406,,,343.051,,,,,336.173,6.878,1836.457,2464.663,0.0,1207.99,0.302,1207.688,0.0,2114.132,-2.329,3319.793,0.0,3319.793,5784.456,
09/25/2015,5885.185,2120.612,1934.85,185.762,444.107,444.107,0.0,159.31,7.42,112.446,39.444,0.0,185.875,,20.725,125.665,2909.904,208.897,,,2504.693,1595.591,909.102,261.691,148.32,81.331,66.989,92.646,2975.281,,163.156,41.52,,,121.636,0.0,0.0,,,514.451,,,74.947,677.607,1493.729,1493.729,,,361.388,,,,,352.433,8.955,1855.117,2532.724,0.0,1227.889,0.303,1227.586,0.0,2115.487,9.085,3352.461,0.0,3352.461,5885.185,
