Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Discontinued Operations,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/30/2005,6948.377,1193.543,681.733,511.81,517.663,517.663,,1729.901,0.0,0.0,1729.901,0.0,230.858,,,,3671.965,1602.662,3234.568,-1631.906,0.0,1673.75,1548.41,1326.646,221.764,,,125.34,3276.412,,1335.488,1335.488,,,,2.533,,,,,804.45,,,804.45,2142.471,536.801,,,,233.049,,,233.049,769.85,2912.321,0.0,2372.811,,,-1413.0,3001.363,70.443,4031.617,4.439,4036.056,6948.377,
10/29/2005,7256.623,1329.128,770.27,558.858,568.43,568.43,,1708.701,0.0,0.0,1708.701,0.0,248.147,,,,3854.406,1661.563,3423.707,-1762.144,0.0,1740.654,1615.687,1383.424,232.263,,,124.967,3402.217,,1365.968,1365.968,,,,1.352,,,,,947.223,,,947.223,2314.543,526.455,,,,246.252,,,246.252,772.707,3087.25,0.0,2426.908,,,-1577.05,3239.188,76.039,4165.085,4.288,4169.373,7256.623,
01/28/2006,7732.72,1570.904,977.822,593.082,576.672,576.672,,1706.372,0.0,0.0,1706.372,0.0,290.596,,,,4144.544,1758.394,3593.943,-1835.549,0.0,1829.782,1654.032,1378.752,275.28,,,175.75,3588.176,,1435.815,1435.815,,,,2.891,,,,,1041.201,,,1041.201,2479.907,527.606,,,,239.271,,,239.271,766.877,3246.784,0.0,2937.86,,,-1735.974,3192.63,87.085,4481.601,4.335,4485.936,7732.72,
04/29/2006,7657.086,1373.416,875.112,498.304,606.554,606.554,,1751.349,0.0,0.0,1751.349,0.0,294.967,,,,4026.286,1803.11,3714.951,-1911.841,0.0,1827.69,1609.325,1378.752,230.573,,,218.365,3630.8,,1438.5,1438.5,,,,2.221,,,,,965.674,,,965.674,2406.395,516.47,,,,265.863,,,265.863,782.333,3188.728,0.0,3042.015,,,-1904.496,3218.214,108.542,4464.275,4.083,4468.358,7657.086,
07/29/2006,7561.763,1041.369,734.714,306.655,631.201,631.201,,1903.665,0.0,0.0,1903.665,0.0,291.996,,,,3868.231,1866.003,3827.196,-1961.193,0.0,1827.529,1605.421,1378.752,226.669,,,222.108,3693.532,,1403.642,1403.642,,,,2.07,,,,,850.262,,,850.262,2255.974,514.642,,,,265.816,,,265.816,780.458,3036.432,0.0,3113.426,,,-2090.315,3378.998,119.14,4521.249,4.082,4525.331,7561.763,
10/28/2006,8031.319,1320.978,804.744,516.234,717.769,717.769,,1909.252,0.0,0.0,1909.252,0.0,283.551,,,,4231.55,1885.25,3922.215,-2036.965,0.0,1914.519,1604.586,1381.348,223.238,,,309.933,3799.769,,1525.562,1525.562,,,,201.997,,,,,958.79,,,958.79,2686.349,320.64,,,,265.61,,,265.61,586.25,3272.599,0.0,3228.858,,,-2265.659,3668.926,119.898,4752.023,6.697,4758.72,8031.319,
02/03/2007,8397.265,1475.43,1017.671,457.759,720.797,720.797,,1919.714,0.0,0.0,1919.714,0.0,315.422,,,,4431.363,1974.121,4084.723,-2110.602,0.0,1991.781,1687.496,1455.113,232.383,,,304.285,3965.902,,1486.188,1486.188,,,,201.177,,,,,1101.018,,,1101.018,2788.383,316.465,,,,261.643,,,261.643,578.108,3366.491,0.0,3338.922,,,-2511.796,4005.424,189.115,5021.665,9.109,5030.774,8397.265,
05/05/2007,8360.888,1287.406,883.468,403.938,738.832,738.832,,1997.586,,,,,313.547,,,,4337.371,1977.972,4197.136,-2219.164,0.0,2045.545,1728.936,1505.542,223.394,,,316.609,4023.517,,1493.181,1493.181,,,,202.035,,,,,958.383,,,958.383,2653.599,320.555,,,,332.366,,,332.366,652.921,3306.52,0.0,3461.145,,,-2707.398,4007.016,283.467,5044.23,10.138,5054.368,8360.888,
08/04/2007,8553.258,857.16,691.916,165.244,790.527,790.527,,2252.317,0.0,0.0,2252.317,0.0,335.853,,,,4235.857,2050.316,4369.411,-2319.095,0.0,2267.085,1920.275,1669.592,250.683,,,346.81,4317.401,,1615.749,1615.749,,,,203.391,,,,,845.482,,,845.482,2664.622,319.32,,,,415.497,,,415.497,734.817,3399.439,0.0,3558.592,,,-2905.66,4185.843,311.933,5150.708,3.111,5153.819,8553.258,
11/03/2007,8796.321,1032.212,910.721,121.491,873.457,873.457,,2142.494,,,,,340.584,,,,4388.747,2113.776,4562.342,-2448.566,,2293.798,1971.644,1725.489,246.155,,,322.154,4407.574,,1687.235,1687.235,,,,3.113,,,,,0.0,,,0.0,2663.844,327.127,,,,370.649,,,370.649,697.776,3361.62,0.0,3626.263,,,-3089.955,4460.361,435.107,5431.776,2.925,5434.701,8796.321,
02/02/2008,9036.344,1272.464,1245.448,27.016,822.254,822.254,,2053.163,0.0,0.0,2053.163,0.0,407.501,,,,4555.382,2161.139,4685.625,-2524.486,0.0,2319.823,1996.238,1764.928,231.31,,,323.585,4480.962,,1560.728,1560.728,,,,23.806,,,,,1025.364,,,1025.364,2609.898,342.169,,,,356.043,,,356.043,698.212,3308.11,0.0,3720.839,,,-3272.773,4793.542,476.399,5718.007,10.227,5728.234,9036.344,
05/03/2008,9061.515,1221.757,1204.73,17.027,894.652,894.652,0.0,2044.491,,,,,395.157,,174.693,220.464,4556.057,2144.73,4773.238,-2628.508,0.0,2360.728,2042.473,1815.265,227.208,,,318.255,4505.458,,2594.091,1638.284,,,955.807,28.537,0.0,,,28.537,0.0,,,0.0,2622.628,338.38,338.38,,,362.026,,,362.026,700.406,3323.034,0.0,3760.648,0.522,3760.126,-3339.175,4774.364,532.205,5728.042,10.439,5738.481,9061.515,
08/02/2008,15208.744,258.444,258.444,0.0,2230.032,2230.032,0.0,2934.892,,,,,436.771,,167.173,269.598,5860.139,2589.506,5316.935,-2727.429,0.0,6759.099,5518.615,4443.547,1075.068,,,1240.484,9348.605,,3817.182,2799.763,,,1017.419,3577.283,2992.993,,,584.29,0.0,,,0.0,7394.465,864.843,864.843,,,928.236,,,928.236,1793.079,9187.544,0.0,3878.939,0.527,3878.412,-3352.587,4924.59,489.931,5940.873,80.327,6021.2,15208.744,
11/01/2008,14033.218,887.7,887.7,0.0,2096.663,2096.663,0.0,2668.289,,,,,527.19,,242.279,284.911,6179.842,2341.743,5064.558,-2722.815,0.0,5511.633,4490.149,3724.004,766.145,,,1021.484,7853.376,,3727.549,2497.903,,,1229.646,2940.332,948.728,,,1991.604,0.0,,,0.0,6667.881,1149.645,1149.645,,,775.289,,,775.289,1924.934,8592.815,0.0,3988.195,0.529,3987.666,-3355.981,5081.29,-331.446,5382.058,58.345,5440.403,14033.218,
01/31/2009,13073.055,633.774,633.774,0.0,1841.231,1841.231,0.0,2404.174,,,,,918.079,,281.101,636.978,5797.258,2290.626,5100.981,-2810.355,,4985.171,4482.087,3780.169,701.918,,,503.084,7275.797,,3372.306,1967.597,,,1404.709,1473.248,1195.557,0.0,0.0,277.691,0.0,,,0.0,4845.554,1968.928,1968.928,0.0,0.0,636.142,,17.171,618.971,2605.07,7450.624,0.0,4048.927,0.529,4048.398,-3357.734,5367.341,-494.327,5564.207,58.224,5622.431,13073.055,
05/02/2009,13049.421,738.361,738.361,0.0,1783.457,1783.457,0.0,2350.91,,,,,839.622,,277.99,561.632,5712.35,2225.87,5091.374,-2865.504,,5111.201,4574.051,3932.056,641.995,,,537.15,7337.071,,3408.349,1980.143,,,1428.206,858.894,665.923,,,192.971,0.0,,,0.0,4267.243,2362.119,2362.119,,,598.279,,,598.279,2960.398,7227.641,0.0,4091.44,0.531,4090.909,-3359.017,5451.326,-423.225,5760.524,61.256,5821.78,13049.421,
08/01/2009,13296.848,633.442,633.442,0.0,1798.411,1798.411,0.0,2523.153,,,,,761.69,,271.949,489.741,5716.696,2240.205,5220.032,-2979.827,,5339.947,4789.434,4157.726,631.708,,,550.513,7580.152,,3549.628,2095.691,,,1453.937,603.161,107.087,,,496.074,0.0,,,0.0,4152.789,2361.513,2361.513,,,601.643,,,601.643,2963.156,7115.945,0.0,4175.451,0.536,4174.915,-3381.809,5484.668,-170.542,6107.768,73.135,6180.903,13296.848,
10/31/2009,13673.335,1035.147,1035.147,0.0,1957.793,1957.793,0.0,2375.898,,,,,643.857,,303.102,340.755,6012.695,2200.119,5303.722,-3103.603,,5460.521,4865.02,4245.012,620.008,,,595.501,7660.64,,3855.058,2238.087,,,1616.971,61.717,0.0,,,61.717,0.0,,,0.0,3916.775,2502.867,2502.867,,,605.295,,,605.295,3108.162,7024.937,0.0,4251.637,0.535,4251.102,-3386.117,5694.774,8.639,6568.933,79.465,6648.398,13673.335,
01/30/2010,13717.334,1415.819,1415.819,0.0,1811.365,1811.365,0.0,2261.149,,,,,686.434,,353.329,333.105,6174.767,2164.533,5322.68,-3158.147,,5378.034,4664.045,4084.122,579.923,,,713.989,7542.567,,3715.05,2111.696,,,1603.354,67.269,0.0,,,67.269,0.0,0.0,0.0,0.0,3782.319,2500.329,2500.329,,,579.746,,84.9,494.846,3080.075,6862.394,0.0,4380.48,0.538,4379.942,-3388.395,5869.138,-89.337,6771.886,83.054,6854.94,13717.334,
05/01/2010,13546.453,1533.39,1533.39,0.0,1791.75,1791.75,0.0,2292.504,,,,,619.226,,313.391,305.835,6236.87,2093.98,5354.401,-3260.421,0.0,5215.603,4544.747,3993.045,551.702,,,670.856,7309.583,,3490.002,2056.384,,,1433.618,567.283,0.0,,,567.283,0.0,,,0.0,4057.285,2029.474,2029.474,,,591.753,,,591.753,2621.227,6678.512,0.0,4432.02,0.539,4431.481,-3391.525,5992.67,-250.352,6782.813,85.128,6867.941,13546.453,
07/31/2010,13234.004,871.96,871.96,0.0,1781.307,1781.307,0.0,2514.009,,,,,699.213,,297.145,402.068,5866.489,2082.199,5411.761,-3329.562,,5285.316,4523.713,3985.249,538.464,,,761.603,7367.515,,3550.579,2176.746,,,1373.833,574.187,0.0,,,574.187,0.0,,,0.0,4124.766,2004.843,2004.843,,,643.039,,,643.039,2647.882,6772.648,0.0,4211.622,0.54,4211.082,-3517.141,6057.564,-301.354,6450.691,10.665,6461.356,13234.004,
10/30/2010,13880.762,1369.721,1369.721,0.0,1995.066,1995.066,0.0,2432.273,,,,,638.308,,282.435,355.873,6435.368,2104.35,5604.09,-3499.74,,5341.044,4645.178,4108.07,537.108,,,695.866,7445.394,,3826.758,2289.351,,,1537.407,589.643,0.0,,,589.643,0.0,,,0.0,4416.401,2054.758,2054.758,,,626.838,,,626.838,2681.596,7097.997,0.0,4255.067,0.544,4254.523,-3674.108,6281.488,-86.992,6775.455,7.31,6782.765,13880.762,
01/29/2011,13911.667,1461.257,1461.257,0.0,1970.483,1970.483,0.0,2359.173,,,,,677.254,,295.232,382.022,6468.167,2147.771,5713.385,-3565.614,0.0,5295.729,4595.884,4073.162,522.722,,,699.845,7443.5,,3706.237,2208.386,,,1497.851,587.356,0.0,,,587.356,0.0,,,0.0,4293.593,2014.407,2014.407,,,652.486,0.0,146.6,505.886,2666.893,6960.486,0.0,4335.28,0.545,4334.735,-3786.977,6492.34,-96.933,6943.71,7.471,6951.181,13911.667,
04/30/2011,13773.853,932.515,932.515,0.0,1977.565,1977.565,0.0,2569.364,,,,,666.491,,296.072,370.419,6145.935,2158.596,5877.12,-3718.524,0.0,5469.322,4764.29,4239.947,524.343,,,705.032,7627.918,,3695.663,2288.8,,,1406.863,243.576,0.0,,,243.576,0.0,,,0.0,3939.239,1876.861,1876.861,,,683.714,,,683.714,2560.575,6499.814,0.0,4375.497,0.545,4374.952,-3935.453,6619.649,207.322,7267.015,7.024,7274.039,13773.853,
07/30/2011,13681.22,823.124,823.124,0.0,1965.86,1965.86,0.0,2683.876,,,,,712.555,,293.71,418.845,6185.415,2130.151,5866.067,-3735.916,,5365.654,4671.638,4171.531,500.107,,,694.016,7495.805,,3575.3,2300.633,,,1274.667,360.725,0.0,,,360.725,0.0,,,0.0,3936.025,1930.616,1930.616,,,694.927,,,694.927,2625.543,6561.568,0.0,4448.42,0.551,4447.869,-4152.18,6726.38,90.056,7112.676,6.976,7119.652,13681.22,
10/29/2011,13615.017,1060.364,1060.364,0.0,2125.028,2125.028,0.0,2526.976,,,,,622.03,,283.294,338.736,6334.398,2090.69,5885.075,-3794.385,,5189.929,4619.498,4138.021,481.477,,,570.431,7280.619,,3775.275,2337.331,,,1437.944,430.184,0.0,,,430.184,0.0,,,0.0,4205.459,1557.063,1557.063,,,672.498,,,672.498,2229.561,6435.02,0.0,4481.513,0.551,4480.962,-4299.473,6983.799,7.086,7172.925,7.072,7179.997,13615.017,
01/28/2012,13430.622,1264.149,1264.149,0.0,2033.68,2033.68,0.0,2431.845,,,,,561.146,0.0,305.611,255.535,6290.82,2080.361,5912.065,-3831.704,0.0,5059.441,4431.911,3982.13,449.781,,,627.53,7139.802,,3635.135,2220.414,0.0,0.0,1414.721,439.143,0.0,,,439.143,0.0,0.0,36.327,0.0,4074.278,1599.037,1599.037,,,735.094,0.0,139.9,558.867,2334.131,6408.409,0.0,4551.852,0.553,4551.299,-4416.018,7199.06,-319.743,7015.151,7.062,7022.213,13430.622,
04/28/2012,13358.268,1204.521,1204.521,0.0,1953.502,1953.502,0.0,2502.834,,,,,584.953,0.0,301.506,283.447,6245.81,2030.997,5951.257,-3920.26,0.0,5081.461,4436.003,3996.308,439.695,,,645.458,7112.458,,3469.128,2194.416,0.0,0.0,1274.712,438.115,0.0,,,438.115,0.0,,,0.0,3907.243,1595.932,1595.932,,,759.822,,,759.822,2355.754,6262.997,0.0,4586.529,0.553,4585.976,-4511.943,7311.324,-297.801,7088.109,7.162,7095.271,13358.268,
07/28/2012,12993.083,984.666,984.666,0.0,1855.933,1855.933,0.0,2629.598,,,,,651.747,7.133,297.423,354.324,6121.944,1970.695,5923.185,-3952.49,0.0,4900.444,4273.85,3861.584,412.266,,,619.461,6871.139,,3434.817,2236.141,,,1198.676,498.987,0.0,,,498.987,0.0,,23.487,0.0,3933.804,1542.55,1542.55,,,719.976,,,696.489,2262.526,6196.33,0.0,4634.504,0.558,4633.946,-4688.011,7358.003,-514.791,6789.705,7.048,6796.753,12993.083,
10/27/2012,12151.985,1020.043,1020.043,0.0,1892.39,1892.39,0.0,2417.366,,,,,753.549,0.529,281.481,472.068,6083.348,1916.412,5968.57,-4052.158,0.0,4152.225,3564.764,3169.26,395.504,,,586.932,6068.637,,3496.863,2170.422,,,1326.441,119.046,0.0,,,119.046,143.911,,25.512,143.911,3759.82,1541.786,1541.786,,,671.65,,,646.138,2213.436,5973.256,0.0,4662.49,0.558,4661.932,-4799.238,6688.614,-380.313,6171.553,7.176,6178.729,12151.985,
02/02/2013,12280.005,1334.302,1334.302,0.0,1815.586,1815.586,0.0,2314.058,0.0,0.0,2314.058,0.0,736.491,0.0,218.899,517.592,6200.437,1963.175,6030.101,-4066.926,0.0,4116.393,3605.771,3221.162,384.609,,,510.622,6079.568,,3301.792,1896.04,0.0,0.0,1405.752,987.161,0.0,,,987.161,129.672,0.0,9.967,129.672,4418.625,1001.943,1001.943,,,723.343,0.0,33.8,679.576,1725.286,6143.911,0.0,4711.672,0.559,4711.113,-4888.953,6694.207,-388.773,6128.153,7.941,6136.094,12280.005,
05/04/2013,12256.126,1435.453,1435.453,0.0,1744.074,1744.074,0.0,2388.086,,,,,755.592,,221.449,534.143,6323.205,1881.317,5991.475,-4110.158,0.0,4051.604,3547.144,3182.323,364.821,,,504.46,5932.921,,3374.136,2058.433,,,1315.703,967.633,0.0,,,967.633,112.241,,8.01,112.241,4454.01,1000.429,1000.429,,,705.596,,,697.586,1706.025,6160.035,0.0,4741.105,0.56,4740.545,-4955.844,6785.378,-482.985,6087.654,8.437,6096.091,12256.126,
08/03/2013,11999.64,1186.612,1186.612,0.0,1699.51,1699.51,0.0,2515.695,,,,,712.418,,212.709,499.709,6114.235,1840.184,6007.049,-4166.865,0.0,4045.221,3538.107,3185.398,352.709,,,507.114,5885.405,,3230.187,2036.545,,,1193.642,964.72,0.0,,,964.72,92.499,,0.714,92.499,4287.406,1000.336,1000.336,,,674.057,,,673.343,1674.393,5961.799,0.0,4807.01,0.562,4806.448,-5087.425,6809.748,-499.966,6029.367,8.474,6037.841,11999.64,
11/02/2013,12179.506,1391.171,1391.171,0.0,1895.679,1895.679,0.0,2421.873,0.0,0.0,2421.873,0.0,540.644,,218.033,322.611,6249.367,1826.624,6075.017,-4248.393,0.0,4103.515,3646.557,3250.56,395.997,,,456.958,5930.139,,3484.103,2114.917,,,1369.186,972.969,0.0,,,972.969,0.0,,0.0,0.0,4457.072,1000.516,1000.516,,,658.534,,,658.534,1659.05,6116.122,0.0,4824.227,0.562,4823.665,-5192.207,6866.954,-444.116,6054.858,8.526,6063.384,12179.506,
02/01/2014,11174.876,492.532,492.532,0.0,1838.714,1838.714,0.0,2328.299,0.0,0.0,2328.299,0.0,580.013,,179.566,400.447,5239.558,1870.719,6154.481,-4283.762,0.0,4064.599,3616.297,3233.597,382.7,,,448.302,5935.318,,3264.468,1997.494,,,1266.974,103.982,0.0,,,103.982,0.0,,,0.0,3368.45,1000.205,1000.205,,,665.386,,60.241,605.145,1665.591,5034.041,0.0,4867.03,0.563,4866.467,-5229.368,7001.755,-507.154,6132.263,8.572,6140.835,11174.876,
05/03/2014,11443.46,792.901,792.901,0.0,1849.06,1849.06,0.0,2336.369,,,,,551.965,,189.399,362.566,5530.295,1825.723,6218.855,-4393.132,0.0,4087.442,3624.254,3253.893,370.361,,,463.188,5913.165,,3383.477,2088.482,,,1294.995,182.272,0.0,,,182.272,0.0,,,0.0,3565.749,1016.897,1016.897,,,689.68,,,689.68,1706.577,5272.326,0.0,4877.32,0.563,4876.757,-5299.857,7020.914,-435.538,6162.839,8.295,6171.134,11443.46,
08/02/2014,11278.024,417.206,417.206,0.0,1841.614,1841.614,0.0,2541.191,,,,,631.863,,189.838,442.025,5431.874,1776.144,6152.054,-4375.91,0.0,4070.006,3632.308,3248.866,383.442,,,437.698,5846.15,,3407.226,2171.912,,,1235.314,111.822,0.0,,,111.822,0.0,,,0.0,3519.048,1015.699,1015.699,,,671.487,,,671.487,1687.186,5206.234,0.0,4884.471,0.564,4883.907,-5340.235,7026.061,-506.919,6063.378,8.412,6071.79,11278.024,
11/01/2014,11304.403,770.007,770.007,0.0,1964.553,1964.553,0.0,2349.721,0.0,0.0,2349.721,0.0,514.354,,195.464,318.89,5598.635,1730.093,6117.102,-4387.009,0.0,3975.675,3541.607,3181.981,359.626,,,434.068,5705.768,,3528.196,2201.05,,,1327.146,92.526,0.0,,,92.526,0.0,,,0.0,3620.722,1025.74,1025.74,,,625.351,,,625.351,1651.091,5271.813,0.0,4896.945,0.564,4896.381,-5395.2,7166.108,-643.764,6024.089,8.501,6032.59,11304.403,
01/31/2015,10308.0,627.0,627.0,0.0,1928.0,1928.0,0.0,2144.0,,,,,252.0,0.0,,252.0,4951.0,1706.0,6020.0,-4314.0,0.0,3651.0,3015.0,2680.0,335.0,,,636.0,5357.0,,3197.0,1867.0,235.0,0.0,1095.0,92.0,0.0,,,92.0,0.0,0.0,0.0,0.0,3289.0,1018.0,1018.0,,,688.0,0.0,10.0,678.0,1706.0,4995.0,0.0,4936.0,1.0,4935.0,-5419.0,6829.0,-1041.0,5305.0,8.0,5313.0,10308.0,
05/02/2015,10438.0,795.0,795.0,0.0,1865.0,1865.0,0.0,2211.0,,,,,510.0,,220.0,290.0,5381.0,1644.0,5994.0,-4350.0,0.0,3413.0,3007.0,2681.0,326.0,,,406.0,5057.0,,3298.0,2030.0,,,1268.0,93.0,0.0,,,93.0,0.0,,,0.0,3391.0,1020.0,1020.0,,,691.0,,,691.0,1711.0,5102.0,0.0,4954.0,1.0,4953.0,-5419.0,6811.0,-1018.0,5328.0,8.0,5336.0,10438.0,
08/01/2015,10326.0,611.0,611.0,0.0,1862.0,1862.0,0.0,2360.0,,,,,541.0,,214.0,327.0,5374.0,1597.0,5909.0,-4312.0,0.0,3355.0,2972.0,2662.0,310.0,,,383.0,4952.0,,3322.0,2129.0,,,1193.0,90.0,0.0,,,90.0,0.0,,,0.0,3412.0,1018.0,1018.0,,,673.0,,,673.0,1691.0,5103.0,0.0,4967.0,1.0,4966.0,-5419.0,6771.0,-1104.0,5215.0,8.0,5223.0,10326.0,
10/31/2015,10318.0,782.0,782.0,0.0,1967.0,1967.0,0.0,2156.0,0.0,0.0,2156.0,0.0,534.0,,199.0,335.0,5439.0,1570.0,5918.0,-4348.0,0.0,3309.0,2955.0,2663.0,292.0,,,354.0,4879.0,,3306.0,2022.0,,,1284.0,19.0,0.0,,,19.0,0.0,,,0.0,3325.0,1016.0,1016.0,,,630.0,,,630.0,1646.0,4971.0,0.0,4979.0,1.0,4978.0,-5419.0,6892.0,-1113.0,5339.0,8.0,5347.0,10318.0,
01/30/2016,10172.0,825.0,825.0,0.0,1543.0,1543.0,0.0,1791.0,0.0,0.0,1791.0,0.0,953.0,0.0,,953.0,5112.0,1286.0,5139.0,-3853.0,0.0,3774.0,2267.0,2032.0,235.0,66.0,,497.0,5060.0,,2845.0,1685.0,176.0,0.0,984.0,15.0,0.0,,,15.0,405.0,0.0,0.0,405.0,3265.0,1016.0,1016.0,,,507.0,0.0,10.0,431.0,1523.0,4788.0,0.0,5011.0,1.0,5010.0,-5419.0,6900.0,-1116.0,5376.0,8.0,5384.0,10172.0,
04/30/2016,12815.0,946.0,946.0,0.0,1846.0,1846.0,0.0,2082.0,,,,,415.0,,,415.0,5289.0,1552.0,,,0.0,5974.0,2932.0,2668.0,264.0,,,3042.0,7526.0,,3303.0,2031.0,,,1272.0,17.0,0.0,,,17.0,0.0,,,0.0,3320.0,3489.0,3489.0,,,517.0,,,517.0,4006.0,7326.0,0.0,5018.0,1.0,5017.0,-5419.0,6864.0,-982.0,5481.0,8.0,5489.0,12815.0,
07/30/2016,9483.0,775.0,775.0,0.0,1808.0,1808.0,0.0,2233.0,,,,,432.0,,,432.0,5248.0,1465.0,,,0.0,2770.0,2260.0,2014.0,246.0,,,510.0,4235.0,,3192.0,2049.0,,,1143.0,207.0,0.0,,,207.0,0.0,,,0.0,3399.0,1015.0,1015.0,,,497.0,,,497.0,1512.0,4911.0,0.0,5030.0,1.0,5029.0,-5419.0,6021.0,-1068.0,4564.0,8.0,4572.0,9483.0,
10/29/2016,9387.0,1076.0,1076.0,0.0,1865.0,1865.0,0.0,2019.0,0.0,0.0,2019.0,0.0,374.0,,,374.0,5334.0,1412.0,,,0.0,2641.0,2212.0,2010.0,202.0,,,429.0,4053.0,,3218.0,2025.0,,,1193.0,23.0,0.0,,,23.0,0.0,,,0.0,3241.0,1024.0,1024.0,,,467.0,,,467.0,1491.0,4732.0,0.0,5040.0,1.0,5039.0,-5419.0,6122.0,-1096.0,4647.0,8.0,4655.0,9387.0,
01/28/2017,8271.0,1137.0,1137.0,0.0,1538.0,1538.0,0.0,1737.0,0.0,0.0,1737.0,0.0,819.0,0.0,,819.0,5231.0,1147.0,5561.0,-4414.0,0.0,1893.0,1495.0,1290.0,205.0,0.0,,398.0,3040.0,,2729.0,1706.0,183.0,0.0,840.0,519.0,0.0,,,519.0,402.0,0.0,0.0,402.0,3650.0,529.0,529.0,,,396.0,0.0,28.0,368.0,925.0,4575.0,0.0,5068.0,1.0,5067.0,-5419.0,5092.0,-1053.0,3688.0,8.0,3696.0,8271.0,
04/29/2017,7510.0,1290.0,1290.0,0.0,1342.0,1342.0,0.0,1623.0,,,,,330.0,,,330.0,4585.0,1071.0,,,0.0,1854.0,1460.0,1290.0,170.0,,,394.0,2925.0,,2588.0,1655.0,,,933.0,521.0,0.0,,,521.0,85.0,,,85.0,3194.0,526.0,526.0,,,422.0,,,422.0,948.0,4142.0,0.0,5080.0,1.0,5079.0,-5419.0,4196.0,-497.0,3360.0,8.0,3368.0,7510.0,
07/29/2017,7666.0,1199.0,1199.0,0.0,1342.0,1342.0,0.0,1870.0,,,,,343.0,,,343.0,4754.0,1057.0,,,0.0,1855.0,1457.0,1294.0,163.0,,,398.0,2912.0,,2673.0,1732.0,,,941.0,524.0,0.0,,,524.0,119.0,,,119.0,3316.0,524.0,524.0,,,431.0,,,431.0,955.0,4271.0,0.0,5103.0,1.0,5102.0,-5419.0,4174.0,-471.0,3387.0,8.0,3395.0,7666.0,
