Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2013,6424.9,360.2,360.2,0.0,1918.5,1918.5,0.0,,1051.4,192.2,175.3,867.4,-183.5,585.2,46.8,55.1,,51.3,55.6,295.9,3915.3,1324.9,2062.9,-738.0,42.1,42.1,1142.6,908.7,585.1,323.6,,127.5,2509.6,,887.1,653.8,34.0,,199.3,35.0,35.0,,,,,1388.7,,46.8,71.2,,1161.7,2310.8,1540.9,1540.9,,,,472.5,,235.0,119.5,2013.4,4324.2,0.0,709.6,1.4,708.2,-1152.5,2968.3,-442.5,2082.9,17.8,2100.7,6424.9,
12/31/2013,6605.6,399.1,399.1,0.0,2067.2,2067.2,0.0,,980.4,186.3,141.4,830.3,-177.6,576.3,41.5,68.5,,36.9,14.6,295.2,4023.0,1349.1,2119.3,-770.2,44.3,44.3,1189.2,896.0,580.7,315.3,,187.8,2582.6,,1110.8,750.7,138.1,0.0,222.0,42.5,32.0,10.5,10.5,,,1461.4,0.0,47.1,90.3,,1223.7,2614.7,1329.8,1315.9,13.9,13.9,,324.8,0.0,84.0,103.4,1654.6,4269.3,0.0,716.1,1.4,714.7,-1196.6,3146.1,-348.4,2317.2,19.1,2336.3,6605.6,
03/31/2014,6727.2,290.3,290.3,0.0,2242.2,2242.2,0.0,,983.6,179.9,157.4,832.5,-186.2,594.5,60.4,66.8,,32.8,13.6,359.3,4110.6,1396.7,2187.4,-790.7,43.7,43.7,1176.2,882.7,575.4,307.3,,193.9,2616.6,,1044.9,707.7,125.9,,211.3,22.0,22.0,,,,,1554.7,,39.8,87.4,,1369.8,2621.6,1339.7,1339.7,,,,322.6,,77.3,118.1,1662.3,4283.9,0.0,713.1,2.9,710.2,-1231.5,3281.3,-340.0,2422.9,20.4,2443.3,6727.2,
06/30/2014,6754.0,382.2,382.2,0.0,2120.0,2120.0,0.0,,1025.7,184.4,182.9,848.7,-190.3,574.1,68.4,51.7,,35.5,18.8,315.1,4102.0,1444.1,2269.6,-825.5,40.3,40.3,1167.6,878.8,576.7,302.1,,201.6,2652.0,,1071.5,711.9,108.3,,251.3,20.8,20.8,,,,,1412.2,,37.7,85.9,,1226.8,2504.5,1289.0,1289.0,,,,310.7,,79.7,107.4,1599.7,4104.2,0.0,722.9,2.9,720.0,-1257.2,3505.9,-341.2,2630.4,19.4,2649.8,6754.0,
09/30/2014,7034.4,511.5,511.5,0.0,2268.8,2268.8,0.0,,1046.1,190.6,193.3,860.5,-198.3,577.0,64.8,41.8,,37.7,,331.4,4403.4,1447.0,2282.9,-835.9,38.3,38.3,1145.7,859.1,566.2,292.9,,207.1,2631.0,,1060.1,707.8,95.3,,257.0,10.0,6.1,,,,3.9,1628.0,,67.9,75.7,,1418.5,2698.1,1337.0,1337.0,,,,325.7,,79.2,102.9,1662.7,4360.8,0.0,730.3,2.9,727.4,-1313.2,3675.7,-439.3,2653.5,20.1,2673.6,7034.4,
12/31/2014,7175.6,638.8,638.8,0.0,2127.0,2127.0,0.0,,1021.2,196.6,166.1,849.9,-191.4,649.4,48.5,134.9,,106.5,,332.5,4436.4,1458.4,2291.8,-833.4,35.9,35.9,1244.9,835.0,552.1,282.9,,168.5,2739.2,,1133.2,723.5,152.9,0.0,256.8,15.5,7.9,3.8,3.8,,3.8,1634.9,0.0,220.2,54.3,,1350.5,2783.6,1303.1,1297.2,5.9,5.9,,611.2,0.0,236.7,100.0,1914.3,4697.9,0.0,734.8,2.9,731.9,-1431.1,3844.3,-691.7,2456.3,21.4,2477.7,7175.6,
03/31/2015,6971.2,695.1,695.1,0.0,1751.7,1751.7,0.0,,1013.1,198.4,146.7,856.2,-188.2,782.6,69.8,180.1,,121.1,,370.8,4242.5,1427.5,2263.4,-835.9,35.3,35.3,1265.9,808.4,536.1,272.3,,156.3,2728.7,,948.5,612.9,149.3,,186.3,14.8,11.5,,,,3.3,1541.4,,301.8,66.1,,1158.7,2504.7,1301.6,1301.6,,,,682.9,,217.4,97.6,1984.5,4489.2,0.0,737.6,2.9,734.7,-1453.5,3991.9,-815.8,2460.2,21.8,2482.0,6971.2,
06/30/2015,6893.9,587.2,587.2,0.0,1891.5,1891.5,0.0,,970.1,185.8,149.3,830.6,-195.6,782.8,72.9,68.2,,115.9,42.8,346.6,4231.6,1481.5,2364.3,-882.8,33.3,33.3,1147.5,807.6,540.1,267.5,,155.8,2662.3,,914.5,601.7,103.7,,209.1,11.4,8.8,,,,2.6,1575.2,,109.1,75.0,,1161.8,2501.1,1275.2,1275.2,,,,502.1,,215.5,102.5,1777.3,4278.4,0.0,746.9,2.9,744.0,-1510.4,4099.8,-738.7,2597.6,17.9,2615.5,6893.9,
09/30/2015,6711.2,711.5,711.5,0.0,1738.6,1738.6,0.0,,874.5,164.6,132.7,786.9,-209.7,871.0,60.7,100.8,,92.1,91.8,322.2,4195.6,1396.3,2275.2,-878.9,31.0,31.0,1088.3,773.2,519.4,253.8,,122.2,2515.6,,820.2,537.4,85.7,,197.1,33.5,16.1,,,,17.4,1517.7,,175.2,58.8,,1016.5,2371.4,1261.2,1261.2,,,,554.6,,210.4,110.2,1815.8,4187.2,0.0,754.4,2.9,751.5,-1566.6,4181.8,-864.1,2505.5,18.5,2524.0,6711.2,
12/31/2015,6419.4,916.2,916.2,0.0,884.0,884.0,0.0,638.4,764.1,149.9,114.8,723.4,-224.0,727.5,48.9,0.1,,183.3,68.7,276.0,3930.2,1371.5,2263.6,-892.1,29.6,29.6,1088.1,821.1,514.7,306.4,,83.6,2489.2,,762.3,519.3,57.2,0.0,185.8,21.9,5.5,0.4,0.4,,16.0,1521.1,0.0,0.5,105.4,,1004.2,2305.3,1134.1,1133.8,0.3,0.3,,436.8,0.0,230.4,100.5,1570.9,3876.2,0.0,761.9,2.9,759.0,-1607.8,4249.7,-879.7,2524.1,19.1,2543.2,6419.4,
03/31/2016,6313.2,1032.3,1032.3,0.0,1413.3,1413.3,0.0,,719.7,140.4,107.0,699.6,-227.3,672.6,58.5,3.7,,191.1,62.4,277.6,3837.9,1340.9,2272.7,-931.8,29.8,29.8,1104.6,757.3,520.1,237.2,,152.5,2475.3,,634.8,418.0,56.7,,160.1,23.5,6.0,,,,17.5,1388.6,,1.1,115.4,,553.0,2046.9,1218.4,1218.4,,,,427.7,,213.1,98.1,1646.1,3693.0,0.0,753.4,2.9,750.5,-1622.9,4269.5,-795.9,2604.1,16.1,2620.2,6313.2,
06/30/2016,6160.8,1075.0,1075.0,0.0,782.2,782.2,0.0,665.7,679.0,140.6,104.3,667.2,-233.1,503.3,53.4,2.6,,184.3,48.1,250.0,3705.2,1328.8,2286.1,-957.3,25.2,25.2,1101.6,753.3,522.5,230.8,,161.4,2455.6,,625.2,415.0,41.0,,169.2,27.6,8.2,,,,19.4,1134.9,,7.0,119.4,,772.0,1787.7,1298.7,1298.7,,,,430.2,,210.5,93.3,1728.9,3516.6,0.0,764.5,2.9,761.6,-1638.5,4271.7,-769.5,2628.2,16.0,2644.2,6160.8,
09/30/2016,5963.7,1074.2,1074.2,0.0,681.0,681.0,0.0,638.9,641.6,130.3,101.6,649.8,-240.1,466.6,43.4,6.5,,192.6,71.9,223.0,3502.3,1309.6,2303.5,-993.9,26.4,26.4,1125.4,748.9,523.9,225.0,,177.4,2461.4,,591.1,375.3,42.8,,173.0,19.0,18.7,,,,0.3,1035.9,,10.7,128.8,,830.3,1646.0,1245.1,1244.7,0.4,0.4,,378.7,,152.1,87.1,1623.8,3269.8,0.0,767.0,2.9,764.1,-1636.6,4300.0,-752.1,2678.3,15.6,2693.9,5963.7,
12/31/2016,18679.3,6269.3,6269.3,0.0,1469.5,1469.5,0.0,1040.8,334.7,240.4,36.0,58.3,0.0,1822.9,711.5,190.8,,553.6,265.0,799.2,10937.2,2620.1,4311.9,-1691.8,0.0,,5122.0,3892.0,3718.3,173.7,235.4,250.2,7742.1,,4462.9,3837.7,317.5,0.0,307.7,683.6,0.0,,,,683.6,5742.4,0.0,227.7,130.5,,5559.4,10888.9,1869.3,1869.3,,,,877.0,0.0,160.8,358.0,2746.3,13635.2,0.0,2797.8,114.7,2683.1,-44.5,3404.1,-1101.6,5055.8,-11.7,5044.1,18679.3,
03/31/2017,29570.5,7041.7,7041.7,0.0,2433.3,2433.3,0.0,1036.8,983.5,278.4,216.6,540.2,-51.7,2239.5,682.8,128.7,,519.4,381.7,1090.4,13734.8,3975.5,5740.5,-1765.0,207.6,207.6,11652.6,10603.6,9023.6,1580.0,,400.9,15835.7,,4833.6,4131.5,298.3,,403.8,499.0,0.0,,,,499.0,6164.4,,158.7,530.9,,5619.3,11497.0,3082.8,3082.8,,,,1431.5,,351.2,390.7,4514.3,16011.3,0.0,10974.2,466.6,10507.6,0.0,2992.2,-413.6,13552.8,6.4,13559.2,29570.5,
06/30/2017,29524.5,7179.1,7179.1,0.0,2159.3,2159.3,0.0,1168.3,899.1,272.7,160.5,536.2,-70.3,2524.9,1077.6,80.1,,511.5,363.6,1002.9,13930.7,3867.0,5719.4,-1852.4,214.3,214.3,11512.5,10516.7,9072.3,1444.4,,404.2,15593.8,,4753.5,4092.3,281.5,,379.7,471.2,0.0,,,,471.2,6273.7,,75.6,344.9,,5769.0,11498.4,3301.3,3301.3,,,,1175.5,,347.5,407.5,4476.8,15975.2,0.0,10989.6,467.2,10522.4,0.0,3562.3,-1000.7,13551.2,-1.9,13549.3,29524.5,
09/30/2017,29628.2,6896.1,6896.1,0.0,2724.3,2724.3,0.0,1317.9,930.7,250.8,175.1,587.8,-83.0,2266.0,619.2,84.1,,562.1,391.3,1129.6,14135.0,3950.0,5958.9,-2008.9,0.0,,11543.2,10287.8,8896.0,1391.8,229.4,379.8,15493.2,,5401.3,4647.7,315.1,,438.5,473.2,0.0,,,,473.2,5706.9,,59.7,269.9,,5185.7,11581.4,3167.4,3167.4,,,,1154.5,,352.1,472.8,4321.9,15903.3,0.0,10996.9,467.1,10529.8,0.0,3683.3,-950.8,13729.4,-4.5,13724.9,29628.2,
12/31/2017,28263.7,6737.4,6737.4,0.0,1484.4,1484.4,0.0,1755.5,987.0,271.4,130.2,585.4,0.0,2012.8,391.3,94.9,,454.7,337.0,1206.2,12977.1,3871.5,5819.4,-1947.9,272.5,272.5,11142.6,10263.6,8929.8,1333.8,,329.4,15286.6,,4681.2,3958.7,320.3,,402.2,77.1,0.0,,,,77.1,5071.1,0.0,68.1,419.7,,5002.1,9829.4,3777.9,3777.9,,,,1247.0,0.0,282.0,477.2,5024.9,14854.3,0.0,10948.4,465.1,10483.3,0.0,3448.0,-1008.5,13387.9,21.5,13409.4,28263.7,
03/31/2018,28527.8,6220.6,6220.6,0.0,2444.0,2444.0,0.0,1470.1,1036.8,283.0,150.0,603.8,0.0,2002.0,424.7,74.5,,480.2,319.0,1153.7,13173.5,3900.3,5963.5,-2063.2,0.0,,11454.0,10313.8,9012.2,1301.6,287.1,298.4,15354.3,,4364.0,3729.2,233.0,,401.8,87.2,0.0,,,,87.2,5819.5,,52.7,412.7,,1842.1,10270.7,3735.8,3735.8,,,,1239.5,,266.2,507.9,4975.3,15246.0,0.0,10891.5,462.2,10429.3,0.0,3369.5,-995.9,13265.1,16.7,13281.8,28527.8,
06/30/2018,27058.5,5555.4,5555.4,0.0,2198.6,2198.6,0.0,1412.9,1085.6,297.4,159.8,628.4,0.0,1589.0,300.0,84.6,,442.0,338.7,866.4,11841.5,3697.8,5662.3,-1964.5,346.6,346.6,11172.6,10263.6,9009.8,1253.8,,382.4,15217.0,,3530.6,2924.6,255.3,,350.7,78.5,0.0,,,,78.5,5548.6,,88.3,355.8,,5450.7,9157.7,3787.5,3787.5,,,,1065.7,,242.4,379.2,4853.2,14010.9,0.0,10793.0,457.5,10335.5,0.0,3376.5,-1184.0,12985.5,62.1,13047.6,27058.5,
09/30/2018,26660.0,5553.3,5553.3,0.0,2079.3,2079.3,0.0,1286.9,1171.0,325.3,174.5,671.2,0.0,1472.7,211.5,80.0,20.9,426.8,333.3,810.0,11563.2,3670.5,5741.2,-2070.7,360.3,360.3,11066.0,10226.5,9003.4,1223.1,,332.7,15096.8,,3384.6,2800.9,208.2,,375.5,78.4,0.0,,,,78.4,5239.8,,81.2,351.8,,5147.7,8702.8,4017.1,4017.1,,,,1076.1,,230.1,413.0,5093.2,13796.0,0.0,10700.0,452.9,10247.1,0.0,3421.1,-1316.3,12804.8,59.2,12864.0,26660.0,
12/31/2018,24784.5,5540.0,5540.0,0.0,2469.7,2469.7,0.0,1295.0,1251.2,366.4,146.4,738.4,0.0,1225.3,189.7,18.3,9.6,232.4,284.3,646.0,11781.2,3259.8,5328.3,-2068.5,0.0,,9743.5,8784.3,7607.6,1176.7,394.5,314.0,13003.3,,3850.7,2600.3,81.9,0.0,1168.5,485.6,418.2,0.0,0.0,,67.4,4803.1,0.0,44.9,209.2,,579.6,9139.4,4124.3,4124.3,0.0,0.0,,1093.4,0.0,298.9,540.4,5217.7,14357.1,0.0,10647.5,450.5,10197.0,0.0,1072.2,-1362.1,10357.6,69.8,10427.4,24784.5,
03/31/2019,25629.9,4985.0,4965.3,19.7,2250.3,2250.3,0.0,1383.7,1315.2,357.0,184.2,774.0,0.0,1317.9,156.4,22.9,13.8,389.6,342.7,715.3,11252.1,4445.8,6589.9,-2144.1,0.0,,9932.0,8760.3,7603.4,1156.9,401.9,357.3,14377.8,,3062.8,2464.5,161.4,58.4,378.5,517.6,0.0,308.7,,308.7,208.9,6048.1,,53.0,275.8,,1650.0,9628.5,4550.2,3725.0,825.2,,825.2,1039.1,,289.3,421.0,5589.3,15217.8,0.0,10617.8,448.3,10169.5,0.0,1047.9,-1323.0,10342.7,69.4,10412.1,25629.9,
06/30/2019,25512.7,4621.3,4621.3,0.0,2325.6,2240.4,85.2,1612.4,1387.0,359.3,227.3,800.4,0.0,1357.5,177.5,39.8,19.1,373.8,383.0,704.7,11303.8,4312.5,6411.3,-2098.8,0.0,,9896.4,8732.9,7609.2,1123.7,415.3,334.6,14208.9,,3789.0,2488.7,112.0,,1188.3,778.0,426.5,270.8,,270.8,80.7,5009.8,,75.2,222.6,,528.3,9576.8,4475.9,3701.1,774.8,,774.8,1041.1,,283.1,460.2,5517.0,15093.8,0.0,10598.9,446.5,10152.4,0.0,1084.0,-1348.3,10334.6,84.3,10418.9,25512.7,
09/30/2019,24779.7,4504.4,4504.4,0.0,2231.5,2150.0,81.5,1503.0,1411.9,366.9,250.5,794.5,0.0,1342.6,233.5,46.1,17.6,333.7,340.2,645.1,10993.4,3996.5,6050.5,-2054.0,0.0,,9789.8,8682.9,7577.3,1105.6,433.3,293.8,13786.3,,3779.6,2556.4,94.0,,1129.2,737.7,214.0,224.3,,224.3,299.4,4878.7,,108.0,172.6,,529.9,9396.0,4352.2,3608.8,743.4,,743.4,869.2,,272.3,316.3,5221.4,14617.4,0.0,10616.8,447.1,10169.7,0.0,901.6,-1439.5,10078.9,83.4,10162.3,24779.7,
12/31/2019,23518.8,5190.2,5190.2,0.0,2287.1,2287.1,0.0,1520.0,1416.0,347.5,290.2,778.3,0.0,1473.1,242.9,39.5,25.8,260.5,264.6,837.9,11886.4,4054.6,6343.4,-2288.8,0.0,,7577.8,6684.9,5598.3,1086.6,300.4,292.5,11632.4,,3934.0,2659.8,75.7,0.0,1198.5,954.1,183.6,275.1,,275.1,495.4,5250.3,0.0,52.7,138.2,,523.9,10138.4,4661.7,3980.0,681.7,,681.7,989.5,0.0,368.6,430.0,5651.2,15789.6,0.0,10629.9,447.1,10182.8,0.0,-1563.1,-1407.5,7659.3,69.9,7729.2,23518.8,
03/31/2020,19927.6,4999.4,4999.4,0.0,2208.8,2208.8,0.0,1402.9,1347.5,301.4,304.9,741.2,0.0,1871.5,279.7,84.0,11.2,238.5,269.9,957.4,11830.1,3678.9,6033.9,-2355.0,0.0,,4418.6,3510.5,2461.0,1049.5,321.3,264.3,8097.5,,3797.7,2551.2,120.4,,1126.1,1004.8,173.1,245.0,,245.0,586.7,5612.1,,98.2,57.7,,473.0,10414.6,4468.8,3823.9,644.9,,644.9,919.9,,347.4,416.6,5388.7,15803.3,0.0,10645.1,448.3,10196.8,0.0,-4887.0,-1701.7,4056.4,67.9,4124.3,19927.6,
06/30/2020,19594.4,4809.5,4809.5,0.0,2226.1,2226.1,0.0,1414.4,1370.2,286.1,254.5,829.6,0.0,1661.5,280.0,77.2,1.9,240.7,241.6,936.1,11481.7,3705.5,6144.0,-2438.5,0.0,,4407.2,3497.6,2470.7,1026.9,335.2,256.5,8112.7,,3499.6,2476.1,76.6,,946.9,929.3,168.9,236.3,,236.3,524.1,5468.7,,67.2,77.8,,474.8,9897.6,4670.9,3982.9,688.0,,688.0,809.2,,327.3,336.9,5480.1,15377.7,0.0,10662.9,449.3,10213.6,0.0,-4876.0,-1645.8,4141.1,75.6,4216.7,19594.4,
