Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1992,30.743,7.956,30.684,5.202,,5.202,-13.099,,,-13.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,75.789001,22.870001,40.860001,14.024,,14.024,-1.965,,,-1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.789001,,,
03/31/1993,78.179001,92.681,45.577999,-66.889,,-66.889,6.809,,,6.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,69.601997,12.37,37.903999,8.077,,8.077,11.251,,,11.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,63.810001,-1.99,37.411999,17.112,,17.112,11.276,,,11.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,62.682999,14.347,46.805,7.89,,7.89,-6.359,,,-6.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.682999,,,
03/31/1994,70.661003,17.062,47.705002,10.095,,10.095,-4.201,,,-4.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,77.918999,11.683,42.978001,11.825,,11.825,11.433,,,11.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,64.220001,10.305,40.806999,-1.777,,-1.777,14.885,,,14.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,26.886999,2.049,41.334999,6.237,,6.237,-22.733999,,,-22.733999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.886999,,,
03/31/1995,72.741997,4.08,36.703999,6.506,,6.506,25.452,,,25.452,,,-83.853996,,,,-83.853996,,,,,,,,,,83.853996,,,,,,,,,,,,,,,
06/30/1995,29.114,9.053,42.130001,7.403,,7.403,-29.472,,,-29.472,,,-67.902,,,,-67.902,,,,,,,,,,67.902,,,,,,,,,,,,,,,
09/30/1995,43.345001,1.107,42.717999,-7.416,,-7.416,6.936,,,6.936,,,-22.160999,,,,-22.160999,,,,,,,,,,22.160999,,,,,,,,,,,,,,,
12/31/1995,103.095001,6.795,43.189999,9.369,,9.369,43.741001,,,43.741001,,-157.296997,-157.296997,,,,-157.296997,,,,,,,,,,0.0,,,,,,,,,,,,-54.201996,,,
03/31/1996,17.899,20.516001,42.938,11.303,,11.303,-56.858002,,,-56.858002,,,-68.431,,,,-68.431,,,,,,,,,,68.431,,,,,,,,,,,,,,,
06/30/1996,88.235001,17.628,40.269001,7.221,,7.221,23.117001,,,23.117001,,,-83.324997,,,,-83.324997,,,,,,,,,,83.324997,,,,,,,,,,,,,,,
09/30/1996,108.656998,24.950001,40.707001,18.673,,18.673,24.327,,,24.327,,,-108.765999,,,,-108.765999,,,,,,,,,,108.765999,,,,,,,,,,,,,,,
12/31/1996,99.75,37.625999,43.269001,24.261,,24.261,-5.406,,,-5.406,,,-166.712006,,,,-166.712006,,,,,,,,,,166.712006,,,,,,,,,,,,,,,
03/31/1997,94.444,34.433998,45.339001,7.568,,7.568,7.103,,,7.103,,-29.937,-29.936996,90.535004,,,-120.472,,,0.0,0.0,0.0,,,,,-4e-06,-37.738,-4.553,-37.737,,,,4.552,4.552,0.0,0.0,,26.768999,,,
06/30/1997,70.661003,13.774,47.922001,11.859,,11.859,-2.894,,,-2.894,,-188.585007,-188.584999,0.208,,,-188.792999,,,0.0,0.0,0.0,,,,,-7e-06,92.695999,-4.401,95.444999,,,,1.652,2.289,-0.637,0.0,,-25.228001,,,
09/30/1997,82.945999,17.091999,52.481998,9.245,,9.245,4.127,,,4.127,,-186.839005,-186.838993,0.298,,,-187.136993,,,0.0,0.0,0.0,,,,,-1.1e-05,101.589,-4.479,103.174,,,,2.894,2.992,-0.098,0.0,,-2.304,,,
12/31/1997,113.905998,42.018002,53.077999,18.533001,,18.533001,0.277,,,0.277,,-184.156998,-184.157002,5.673,,,-189.830002,,,0.0,0.0,0.0,,,,,4e-06,65.320003,-4.493,67.909003,,,,1.904,1.904,0.0,0.0,,-4.931,,,
03/31/1998,132.324005,7.015,51.631001,1.135,3.935,-2.8,72.542999,20.76,-2.167,53.949999,,-263.270996,-263.271012,4.86,,,-268.131012,,,,,,,,,,1.6e-05,129.941997,-4.495,131.873997,,,,2.563,2.565,-0.002,,,-1.005,-6.66,13.798,
06/30/1998,-25.136005,4.341,48.666999,1.688,1.983,-0.295,-79.831999,2.98,0.868,-83.679999,,-199.221004,-199.220988,0.393,,,-199.613988,,,,,,,,,,-1.6e-05,529.827003,-7.667,337.043003,,,,200.451,200.451,,,,305.47,0.144,12.417,
09/30/1998,40.237999,0.464,50.987999,-2.776,,-2.776,-8.438,,,-8.438,,-184.251999,-184.252001,20.371,,,-204.623001,,,0.0,0.0,0.0,,,,,2e-06,134.216002,-8.814,138.369002,,,,4.66,4.66,0.0,0.001,,-9.798,,,
12/31/1998,92.216003,-54.007999,53.213001,47.139,,47.139,45.872002,,,45.872002,,-240.531006,-240.530995,4.076,,,-244.606995,,,0.0,0.0,0.0,,,,,-1.1e-05,145.442002,-8.652,150.687002,,,,3.409,3.409,0.0,-0.002,,-2.873,,,
03/31/1999,-5.205,-20.355,56.839,3.598,-10.765,14.363,-45.287,30.081,-7.726,-67.642,,-107.876,-111.653,0.105,,,-111.758,,,,,,,,,,3.777,111.603,-8.757,117.06,,,,3.3,3.3,,,,-1.478,-0.198,19.361,
06/30/1999,52.412,10.692,54.338,0.406,5.412,-5.006,-13.024,-32.299,3.411,15.864,,-46.693,-46.693,102.573,,,-149.266,,,,,,,,,,0.0,-4.388,-9.101,-250.989,,,,255.702,255.702,,,,1.331,0.011,13.914,
09/30/1999,78.806,21.512,52.622,18.15,19.527,-1.377,-13.478,-60.352,5.731,41.143,,-170.699,-170.699,,,,-170.699,,,0.0,0.0,0.0,,,,,0.0,89.835,-9.103,97.233,,,,1.705,1.705,0.0,0.0,,-2.058,0.2,1.784,
12/31/1999,191.690994,30.73,55.881001,32.966,,32.966,72.113998,,,72.113998,,-211.074997,-207.395992,40.866001,,,-248.261993,,,0.0,0.0,0.0,,,,,-3.679005,49.349999,-9.109,153.848999,,,,4.11,4.11,0.0,-99.5,,29.966,-0.579,14.529,
03/31/2000,15.0,51.0,59.0,11.0,24.0,-13.0,-106.0,-18.0,,-88.0,,-187.0,-187.0,0.0,,,-187.0,,,,,,,,,,0.0,136.0,-9.0,127.0,,,,18.0,18.0,,,,-36.0,2.0,25.0,
06/30/2000,179.0,67.0,61.0,35.0,38.0,-3.0,16.0,-111.0,,127.0,,-266.0,-264.0,0.0,,,-264.0,,,,,,,,,,-2.0,-53.0,-9.0,-54.0,,,,10.0,10.0,,,,-4.0,0.0,15.0,
09/30/2000,652.0,250.0,228.0,263.0,130.0,133.0,-89.0,-27.0,,-62.0,,-539.0,-486.0,40.0,,,-526.0,,,,,,,,,,-53.0,356.0,-15.0,222.0,,,,149.0,149.0,,,,124.0,35.0,4.0,
12/31/2000,692.0,457.0,247.0,91.0,,91.0,-103.0,,,-103.0,,-710.700012,-713.1,18.4,,,-731.5,,,0.0,0.0,0.0,,,,,2.399988,88.200007,-16.6,-6.499996,,,,111.300003,111.300003,0.0,0.0,,69.5,3.4,219.100006,
03/31/2001,1111.0,664.0,291.0,54.0,209.0,-155.0,102.0,239.0,,-137.0,,-1377.0,-587.0,71.0,,,-658.0,,,0.0,0.0,0.0,,,,,-790.0,660.0,-15.0,658.0,,,,17.0,17.0,0.0,0.0,,394.0,112.0,69.0,
06/30/2001,939.0,402.0,339.0,308.0,206.0,102.0,-110.0,130.0,,-240.0,,-955.0,-921.0,3.0,,,-924.0,,,0.0,0.0,0.0,,,,,-34.0,-277.0,-14.0,-206.0,,,,-58.0,15.0,-73.0,1.0,,-293.0,82.0,45.0,
09/30/2001,602.0,-1351.0,327.0,1793.0,-827.0,2620.0,-167.0,17.0,,-184.0,,-761.0,-642.0,29.0,,,-671.0,,,0.0,0.0,0.0,,,,,-119.0,-2009.0,-14.0,-1873.0,,,,-110.0,9.0,-119.0,-12.0,,-232.0,73.0,44.0,
12/31/2001,669.0,109.0,198.0,295.0,,295.0,67.0,,,67.0,,-1025.0,-1025.0,38.0,,,-1063.0,,,0.0,0.0,0.0,,,,,0.0,325.0,-21.0,320.0,,,,0.0,8.0,-8.0,26.0,,-31.0,-98.0,52.0,
03/31/2002,418.0,89.0,272.0,47.0,9.0,38.0,10.0,114.0,,-104.0,,-800.0,-800.0,13.0,,,-813.0,,,,,,,,,,0.0,371.0,-19.0,426.0,,,,-34.0,16.0,-50.0,-2.0,,-11.0,-7.0,10.0,
06/30/2002,543.0,241.0,276.0,49.0,53.0,-4.0,-23.0,95.0,,-118.0,,-518.0,-501.0,50.0,,,-551.0,,,0.0,0.0,0.0,,,,,-17.0,-6.0,-20.0,8.0,,,,4.0,6.0,-2.0,2.0,,19.0,38.007,75.99,
09/30/2002,544.0,190.0,291.0,-40.0,63.0,-103.0,103.0,42.0,,61.0,,-457.0,-457.0,9.0,,,-466.0,,,0.0,0.0,0.0,,,,,0.0,-101.0,-21.0,-86.0,,,,7.0,7.0,0.0,-1.0,,-14.0,38.0,27.0,
12/31/2002,691.0,311.0,285.0,-5.0,,-5.0,100.0,,,100.0,,-642.0,-438.0,120.0,,,-558.0,,,0.0,0.0,0.0,,,,,-204.0,-46.0,-26.0,-30.0,,,,11.0,11.0,0.0,-1.0,,3.0,29.0,72.0,
03/31/2003,705.0,419.0,293.0,-14.0,154.0,-168.0,7.0,-266.0,,273.0,,-584.0,-584.0,39.0,,,-623.0,,,0.0,0.0,0.0,,,,,0.0,-73.0,-25.0,-58.0,,,,9.0,21.0,-12.0,1.0,,48.0,10.0,26.0,
06/30/2003,710.0,302.0,326.0,157.0,109.0,48.0,-75.0,202.0,,-277.0,,-899.0,-899.0,2.0,,,-901.0,,,0.0,0.0,0.0,,,,,0.0,235.0,-26.0,246.0,,,,13.0,13.0,0.0,2.0,,46.0,62.0,88.0,
09/30/2003,884.0,276.0,335.0,268.0,156.0,112.0,5.0,93.0,,-88.0,,-627.0,-627.0,0.0,,,-627.0,,,0.0,0.0,0.0,,,,,0.0,218.0,-27.0,228.0,,,,14.0,24.0,-10.0,3.0,,16.0,17.0,55.0,
12/31/2003,744.0,295.0,343.0,90.0,86.0,4.0,16.0,,,16.0,,-524.0,-526.0,97.0,,,-623.0,,,0.0,0.0,0.0,,,,,2.0,-302.0,-36.0,-346.0,,,,76.0,76.0,0.0,4.0,,-82.0,1.0,93.0,
03/31/2004,885.0,393.0,348.0,163.0,125.0,38.0,-19.0,-39.0,,20.0,,-726.0,-726.0,3.0,,,-729.0,,,0.0,0.0,0.0,,,,,0.0,-79.0,-36.0,-57.0,,,,15.0,15.0,0.0,-1.0,,80.0,-19.0,28.0,
06/30/2004,880.0,406.0,357.0,98.0,123.0,-25.0,19.0,-119.0,,138.0,,-746.0,-746.0,,,,-746.0,,,0.0,0.0,0.0,,,,,0.0,33.0,-37.0,32.0,,,,-122.0,29.0,-151.0,160.0,,167.0,32.0,97.0,
09/30/2004,992.0,401.0,387.0,-222.0,-177.0,-45.0,426.0,-74.0,,500.0,,-340.0,-294.0,466.0,,,-760.0,,,0.0,0.0,0.0,,,,,-46.0,-807.0,-37.0,-562.0,,,,-215.0,92.0,-307.0,7.0,,-155.0,13.0,59.0,
12/31/2004,450.0,405.0,355.0,255.0,205.0,50.0,-565.0,-7.0,-5.0,-553.0,,1775.0,1775.0,2604.0,,,-829.0,,,0.0,0.0,0.0,,,,,0.0,-1505.0,-34.0,-629.0,,,,-794.0,58.0,-852.0,-48.0,,720.0,230.0,161.0,
03/31/2005,936.0,491.0,324.0,25.0,73.0,-48.0,96.0,140.0,,-44.0,,-633.0,-633.0,157.0,,,-790.0,,,0.0,0.0,0.0,,,,,0.0,-174.0,-44.0,3.0,,,,-129.0,68.0,-197.0,-4.0,,129.0,52.0,1.0,
06/30/2005,795.0,507.0,333.0,-4.0,73.0,-77.0,-41.0,-16.0,,-25.0,,-734.0,-734.0,21.0,,,-755.0,,,0.0,0.0,0.0,,,,,0.0,-143.0,-44.0,-169.0,,,,28.0,30.0,-2.0,42.0,,-82.0,92.0,97.0,
09/30/2005,1144.0,598.0,334.0,225.0,97.0,128.0,-13.0,-373.0,,360.0,,-893.0,-893.0,0.0,,,-893.0,,,0.0,0.0,0.0,,,,,0.0,-154.0,-44.0,28.0,,,,-158.0,51.0,-209.0,20.0,,97.0,131.0,2.0,
12/31/2005,1271.0,875.0,352.0,363.0,323.0,40.0,-319.0,-314.0,,-5.0,,-993.0,-970.0,0.0,,,-970.0,,,0.0,0.0,0.0,,,,,-23.0,-551.0,-43.0,-25.0,,,,-520.0,19.0,-539.0,37.0,,-273.0,164.0,91.0,
03/31/2006,1222.0,661.0,360.0,83.0,132.0,-49.0,118.0,423.0,,-305.0,,-975.0,-975.0,5.0,,,-980.0,,,0.0,0.0,0.0,,,,,0.0,-157.0,-42.0,-27.0,,,,-88.0,32.0,-120.0,,,90.0,99.0,4.0,
09/30/2006,1459.0,1385.0,306.0,-345.0,222.0,-567.0,113.0,-120.0,,233.0,,-21056.0,51.0,1028.0,,,-977.0,,,0.0,0.0,0.0,,,,,-21107.0,20705.0,-42.0,20969.0,,,,1.0,1.0,0.0,-223.0,,1108.0,161.0,110.0,
12/31/2006,855.0,1888.0,791.0,-2126.0,-27.0,-2099.0,302.0,-623.0,,925.0,,2520.0,-1497.0,53.0,,,-1550.0,,,0.0,0.0,0.0,,,,,4017.0,-4792.0,-43.0,-4838.0,,,,49.0,69.0,-20.0,40.0,,-1417.0,408.0,388.0,
03/31/2007,811.0,1722.0,723.0,-2221.0,-401.0,-1820.0,587.0,1047.0,,-460.0,,3198.0,3198.0,4210.0,,,-1012.0,,,0.0,0.0,0.0,,,,,0.0,-850.0,-44.0,-725.0,,,,15.0,20.0,-5.0,-96.0,,3159.0,13.0,339.0,
06/30/2007,237.0,1313.0,712.0,-898.0,-344.0,-554.0,-890.0,-5.0,,-885.0,,2131.0,2202.0,3356.0,,,-1154.0,,,0.0,0.0,0.0,,,,,-71.0,-4370.0,-43.0,-4400.0,,,,41.0,46.0,-5.0,32.0,,-2002.0,1067.0,227.0,
09/30/2007,1012.0,481.0,655.0,-204.0,-315.0,111.0,80.0,310.0,,-230.0,,-964.0,-918.0,200.0,,,-1118.0,,,0.0,0.0,0.0,,,,,-46.0,-408.0,-43.0,-321.0,,,,17.0,20.0,-3.0,-61.0,,-360.0,531.0,314.0,
12/31/2007,923.0,265.0,750.0,895.0,33.0,862.0,-987.0,-975.0,,-12.0,,-626.0,-507.0,455.0,,,-962.0,,,0.0,0.0,0.0,,,,,-119.0,-272.0,-43.0,-45.0,,,,5.0,28.0,-23.0,-189.0,,25.0,630.0,179.0,
03/31/2008,2008.0,286.0,810.0,587.0,37.0,550.0,325.0,412.0,,-87.0,,-895.0,-859.0,192.0,,,-1051.0,,,0.0,0.0,0.0,,,,,-36.0,-1068.0,-44.0,-1028.0,,,,6.0,6.0,0.0,-2.0,,45.0,-296.0,250.0,
06/30/2008,496.0,23.0,784.0,1485.0,0.0,1485.0,-1796.0,-1060.0,,-736.0,,-759.0,-681.0,472.0,,,-1153.0,,,0.0,0.0,0.0,,,,,-78.0,-397.0,-43.0,-726.0,,,,-40.0,9.0,-49.0,412.0,,-660.0,782.0,146.0,
09/30/2008,3551.0,2165.0,844.0,-1817.0,57.0,-1874.0,2359.0,988.0,,1371.0,,-1214.0,-1126.0,24.0,,,-1150.0,,,0.0,0.0,0.0,,,,,-88.0,-1009.0,-42.0,-341.0,,,,-611.0,4.0,-615.0,-15.0,,1328.0,-486.0,-396.0,
12/31/2008,387.0,781.0,756.0,-1228.0,-116.0,-1112.0,78.0,463.0,,-385.0,,340.0,320.0,1767.0,,,-1447.0,,,0.0,0.0,0.0,,,,,20.0,-348.0,-41.0,-354.0,,,,-6.0,6.0,-12.0,53.0,,379.0,237.0,143.0,
03/31/2009,533.0,-338.0,806.0,398.0,-299.0,697.0,-333.0,256.0,,-589.0,0.0,-1135.0,-1128.0,5.0,5.0,0.0,-1133.0,-1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,407.0,-42.0,463.0,-174.0,1088.0,-451.0,-8.0,0.0,-8.0,-6.0,0.0,-195.0,207.0,226.0,
06/30/2009,1228.0,-226.0,933.0,207.0,57.0,150.0,314.0,-118.0,,432.0,0.0,-939.0,-931.0,56.0,56.0,0.0,-987.0,-987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1073.0,-45.0,-215.0,-83.0,887.0,-1019.0,1341.0,1342.0,-1.0,-8.0,0.0,1362.0,-12.0,122.0,
09/30/2009,1065.0,200.0,909.0,256.0,234.0,22.0,-300.0,-277.0,,-23.0,0.0,-854.0,-762.0,52.0,52.0,0.0,-814.0,-814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.0,-152.0,-44.0,-113.0,-13.0,0.0,-100.0,10.0,18.0,-8.0,-5.0,0.0,59.0,-50.0,245.0,
12/31/2009,1100.0,229.0,884.0,-311.0,-157.0,-154.0,298.0,-151.0,,449.0,0.0,-1308.0,-1355.0,63.0,63.0,0.0,-1418.0,-1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,153.0,-45.0,91.0,131.0,0.0,-40.0,-6.0,12.0,-18.0,113.0,0.0,-55.0,49.0,131.0,
03/31/2010,1317.0,716.0,981.0,-72.0,154.0,-226.0,-308.0,-27.0,,-281.0,0.0,-1181.0,-1170.0,8.0,8.0,0.0,-1178.0,-1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,36.0,-45.0,53.0,-82.0,947.0,-812.0,39.0,67.0,-28.0,-11.0,-11.0,161.0,3.0,240.0,
06/30/2010,1566.0,-40.0,902.0,620.0,-251.0,871.0,84.0,32.0,,52.0,,-1291.0,-1224.0,11.0,11.0,0.0,-1235.0,-1235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-575.0,-45.0,-622.0,-11.0,0.0,-611.0,13.0,14.0,-1.0,79.0,-18.0,-318.0,150.0,103.0,
09/30/2010,1049.0,-26.0,962.0,165.0,-45.0,210.0,-52.0,10.0,,-62.0,0.0,-1077.0,-1125.0,25.0,25.0,0.0,-1150.0,-1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,852.0,-46.0,926.0,23.0,2252.0,-1349.0,3.0,9.0,-6.0,-31.0,20.0,844.0,56.0,236.0,
12/31/2010,1315.0,111.0,869.0,388.0,19.0,369.0,-53.0,-187.0,,134.0,0.0,-1415.0,-1419.0,26.0,26.0,0.0,-1445.0,-1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-435.0,-44.0,-630.0,,,,10.0,17.0,-7.0,229.0,-3.0,-538.0,99.0,93.0,
03/31/2011,1289.0,216.0,985.0,516.0,73.0,443.0,-428.0,-251.0,,-177.0,0.0,-1750.0,-1358.0,1.0,1.0,0.0,-1359.0,-1359.0,0.0,0.0,0.0,0.0,-362.0,0.0,-362.0,0.0,-30.0,231.0,-45.0,158.0,-9.0,556.0,-389.0,5.0,35.0,-30.0,113.0,10.0,-220.0,21.0,318.0,
06/30/2011,1837.0,544.0,985.0,174.0,185.0,-11.0,134.0,-284.0,,418.0,0.0,-1839.0,-1386.0,54.0,54.0,0.0,-1440.0,-1440.0,0.0,0.0,0.0,0.0,-442.0,0.0,-442.0,0.0,-11.0,-56.0,-45.0,-9.0,-29.0,490.0,-470.0,14.0,14.0,0.0,-16.0,4.0,-54.0,61.0,97.0,
09/30/2011,1466.0,-3051.0,932.0,4015.0,-1453.0,5468.0,-430.0,-404.0,,-26.0,0.0,-1300.0,-1291.0,20.0,20.0,0.0,-1311.0,-1311.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,-11.0,-68.0,-45.0,-213.0,77.0,5.0,-295.0,7.0,8.0,-1.0,183.0,-17.0,81.0,156.0,293.0,
12/31/2011,-2087.0,-358.0,928.0,-2679.0,-266.0,-2413.0,22.0,-50.0,,72.0,0.0,-1086.0,-1060.0,480.0,480.0,0.0,-1540.0,-1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,2403.0,-46.0,2502.0,110.0,2500.0,-108.0,-37.0,,,-16.0,-20.0,-790.0,24.0,98.0,
03/31/2012,1891.0,2156.0,930.0,-910.0,210.0,-1120.0,-285.0,-27.0,,-258.0,0.0,-1698.0,-1656.0,47.0,47.0,0.0,-1703.0,-1703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.0,77.0,-45.0,129.0,-19.0,319.0,-171.0,13.0,35.0,-22.0,-20.0,-10.0,260.0,-70.0,265.0,
06/30/2012,1999.0,-89.0,1027.0,911.0,-67.0,978.0,150.0,378.0,,-228.0,0.0,-1709.0,-1639.0,211.0,211.0,0.0,-1850.0,-1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,-440.0,-46.0,-587.0,-20.0,567.0,-1134.0,2.0,3.0,-1.0,191.0,-13.0,-163.0,30.0,89.0,
09/30/2012,2229.0,121.0,979.0,1071.0,-48.0,1119.0,58.0,58.0,,0.0,0.0,-1789.0,-1713.0,182.0,182.0,0.0,-1895.0,-1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,-694.0,-45.0,-650.0,,,,27.0,30.0,-3.0,-26.0,-8.0,-262.0,27.0,259.0,
12/31/2012,2220.0,203.0,1028.0,868.0,69.0,799.0,121.0,111.0,,10.0,0.0,-1673.0,-1577.0,217.0,217.0,0.0,-1794.0,-1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.0,-602.0,-45.0,-963.0,-81.0,157.0,-1039.0,24.0,35.0,-11.0,382.0,-6.0,-61.0,-287.0,71.0,
03/31/2013,2503.0,460.0,1022.0,1106.0,162.0,944.0,-85.0,40.0,,-125.0,0.0,-1617.0,-1349.0,361.0,361.0,0.0,-1710.0,-1710.0,0.0,0.0,0.0,0.0,-135.0,0.0,-135.0,0.0,-133.0,383.0,-46.0,471.0,,,,-9.0,18.0,-27.0,-33.0,-5.0,1264.0,28.0,251.0,
06/30/2013,2502.0,929.0,940.0,70.0,401.0,-331.0,563.0,217.0,,346.0,0.0,-1972.0,-1764.0,57.0,57.0,0.0,-1821.0,-1821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-208.0,333.0,-46.0,-76.0,,,,74.0,77.0,-3.0,381.0,-17.0,846.0,75.0,62.0,
09/30/2013,1779.0,182.0,996.0,870.0,-28.0,898.0,-269.0,-11.0,,-258.0,0.0,-2312.0,-1763.0,33.0,33.0,0.0,-1796.0,-1796.0,0.0,0.0,0.0,0.0,-338.0,0.0,-338.0,0.0,-211.0,-85.0,-90.0,16.0,,,,28.0,28.0,0.0,-39.0,-24.0,-642.0,34.0,256.0,
12/31/2013,2104.0,-770.0,969.0,1245.0,-445.0,1690.0,660.0,-257.0,,917.0,0.0,-2315.0,-2278.0,116.0,116.0,0.0,-2394.0,-2394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,-8.0,-92.0,-176.0,,,,-1.0,23.0,-24.0,261.0,-22.0,-241.0,32.0,58.0,
03/31/2014,1729.0,-2669.0,1124.0,3603.0,46.0,3557.0,-329.0,-266.0,,-63.0,0.0,582.0,756.0,3257.0,3257.0,0.0,-2501.0,-2501.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0,-170.0,-62.0,-92.0,85.0,,,,-22.0,13.0,-35.0,-33.0,-23.0,2226.0,598.0,265.0,
06/30/2014,2462.0,227.0,1048.0,1020.0,142.0,878.0,167.0,83.0,,84.0,0.0,-2682.0,-2570.0,29.0,29.0,0.0,-2599.0,-2599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.0,-362.0,-138.0,-85.0,,,,60.0,60.0,0.0,-199.0,23.0,-559.0,57.0,77.0,
09/30/2014,2323.0,1087.0,1163.0,-903.0,-398.0,-505.0,976.0,287.0,,689.0,0.0,-795.0,-705.0,1484.0,1484.0,0.0,-2189.0,-2189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,1441.0,-138.0,1249.0,,,,43.0,44.0,-1.0,287.0,1.0,2970.0,6.0,258.0,
