Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,245.535995,29.194999,10.822,18.372999,42.390999,,,40.069,,,,,11.6,,,,,123.254997,102.500999,157.350998,-54.849998,0.0,19.780001,,,,,19.780001,122.281,,54.007,54.007,,,,1.418,,,,,,4.483001,,,4.483001,59.908001,52.222,,,,,20.864,,,,,,,20.864,73.086,132.994001,0.0,33.480999,,,,-20.801001,,99.861998,112.541996,0.0,112.541996,245.535997,
06/30/1990,249.901001,33.474,15.599,17.875,41.837002,,,41.679001,,,,,10.905,,,,,127.894997,103.447998,160.332993,-56.884998,0.0,18.558001,,,,,18.558001,122.005999,,57.823002,57.823002,,,,1.414,,,,,,2.642999,,,2.642999,61.880001,52.278,,,,,20.539,,,,,,,20.539,72.816999,134.697001,0.0,33.391998,,,,-22.094,,103.905996,115.203995,0.0,115.203995,249.900995,
09/30/1990,267.097992,59.899,36.540001,23.358999,41.354,,,40.429001,,,,,3.509,,,,,145.190994,103.785004,162.772003,-58.987,0.0,18.122,,,,,18.122,121.907003,,64.420998,64.420998,,,,1.41,,,,,,7.089001,,,7.089001,72.919998,52.334999,,,,,22.525999,,,,,,,22.525999,74.860998,147.780996,0.0,33.337002,,,,-22.958,,108.938004,119.317005,0.0,119.317005,267.098001,
12/31/1990,253.479004,45.703999,26.987,18.716999,42.326,,,40.289001,,,,,4.999,,,,,133.317993,103.055,161.557007,-58.501999,0.0,17.106001,,,,,17.106001,120.161001,,27.375999,27.375999,,,,1.401,,,,,,55.245004,,,55.245004,84.022003,29.635,,,,,21.120001,,,,,,,21.120001,50.755001,134.777004,0.0,33.358002,,,,-26.330999,,111.675001,118.702003,0.0,118.702003,253.479008,
03/31/1991,226.296005,6.791,0.937,5.854,46.812,,,48.191002,,,,,4.289,,,,,106.083,103.750999,164.479004,-60.728001,0.0,16.462,,,,,16.462,120.212999,,62.338001,62.338001,,,,1.4,,,,,,9.043996,,,9.043996,72.781998,29.615999,,,,,20.691999,,,,,,,20.691999,50.307999,123.089996,0.0,33.356998,,,,-46.612,,116.460999,103.205997,0.0,103.205997,226.295994,
06/30/1991,226.421005,3.814,0.828,2.986,43.679001,,,51.383999,,,,,3.976,,,,,102.852997,107.504997,170.468002,-62.963001,0.0,16.063,,,,,16.063,123.567997,,60.721001,60.721001,,,,1.4,,,,,,6.961,,,6.961,69.082001,20.837,,,,,20.351999,,,,,,,20.351999,41.188999,110.271,0.0,41.884998,,,,-46.208,,120.473,116.149998,0.0,116.149998,226.420998,
09/30/1991,237.061005,7.361,1.38,5.981,51.818001,,,48.785,,,,,3.976,,,,,111.940002,109.915001,175.218002,-65.303001,0.0,15.206,,,,,15.206,125.121001,,64.524002,64.524002,,,,1.4,,,,,,7.925996,,,7.925996,73.849998,9.487,,,,,19.924999,,,,,,,19.924999,29.412,103.261998,0.0,52.890999,,,,-45.646,,126.553997,133.798996,0.0,133.798996,237.060994,
12/31/1991,244.996994,8.705,4.706,3.999,48.438999,,,54.709999,,,,,4.733,,,,,116.586998,113.727997,178.335999,-64.608002,0.0,14.682,,,,,14.682,128.409997,,24.643999,24.643999,,,,0.0,,,,,,54.037001,,,54.037001,78.681,7.811,,,,,19.351,,,,,,,19.351,27.162,105.842999,0.0,53.141998,,,,-45.379002,,131.391003,139.153999,0.0,139.153999,244.996999,
03/31/1992,241.623001,4.061,0.066,3.995,49.043999,,,54.547001,,,,,5.678,,,,,113.330002,114.084,181.136993,-67.053001,0.0,14.209,,,,,14.209,128.292999,,64.984001,64.984001,,,,0.0,,,,,,8.030998,,,8.030998,73.014999,7.806,,,,,19.028,,,,,,,19.028,26.834,99.849,0.0,53.110001,,,,-45.056999,,133.721001,141.774002,0.0,141.774002,241.623002,
06/26/1992,248.132996,15.323,10.318,5.005,45.185001,,,52.710999,,,,,3.909,,,,,117.127998,115.279999,184.932007,-69.652,0.0,15.725,,,,,15.725,131.004999,,66.929001,66.929001,,,,0.0,,,,,,7.156998,,,7.156998,74.085999,7.793,,,,,18.507,,,,,,,18.507,26.3,100.385999,0.0,53.129002,,,,-44.882,,139.499996,147.746998,0.0,147.746998,248.132997,
09/25/1992,254.044006,18.527,11.198,7.329,46.917999,,,49.720001,,,,,4.282,,,,,119.446999,117.101997,189.139008,-72.037003,0.0,17.495001,,,,,17.495001,134.596998,,64.415001,64.415001,,,,0.0,,,,,,9.637001,,,9.637001,74.052002,7.771,,,,,17.937,,,,,,,17.937,25.708,99.760002,0.0,53.173,,,,-45.334999,,146.445999,154.284,0.0,154.284,254.044003,
12/31/1992,261.045013,22.104,14.044,8.06,43.094002,,,45.115002,,,,,5.662,,,,,115.974998,106.494003,174.171005,-67.677002,5.575,33.000999,,,,,33.000999,145.070002,,19.865999,19.865999,,,,0.0,,,,,,55.413,,,55.413,75.278999,7.744,,,,,18.971001,,,,,,,18.971001,26.715001,101.994,0.0,53.550999,,,,-46.824001,,152.324001,159.050999,0.0,159.050999,261.044999,
04/02/1993,277.998993,20.797,11.745,9.052,47.051998,,,46.313,,,,,19.6,,,,,133.761993,126.471001,199.908005,-73.436996,5.5,12.266,,,,,12.266,144.237,,68.942001,68.942001,,,,,,,,,,8.144997,,,8.144997,77.086998,7.759,,,,,34.472,,,,,,,34.472,42.231,119.317998,,53.59,,,,-48.674999,,153.766003,158.681004,,158.681004,277.999002,
07/02/1993,283.016998,12.298,5.262,7.036,56.575001,,,49.719002,,,,,18.742001,,,,,137.334,128.399994,204.595001,-76.195,5.5,11.783,,,,,11.783,145.682994,,71.851997,71.851997,,,,0.0,,,,,,5.825005,,,5.825005,77.677002,7.639,,,,,34.640999,,,,,,,34.640999,42.279999,119.957001,0.0,54.883999,,,,-49.933998,,158.110001,163.060001,0.0,163.060001,283.017002,
09/30/1993,278.941986,8.424,4.412,4.012,51.157001,,,49.957001,,,,,19.240999,,,,,128.779007,133.363007,212.343994,-78.981003,5.5,11.3,,,,,11.3,150.163007,,70.5,70.5,,,,0.0,,,,,,0.0,,,0.0,70.5,7.645,,,,,35.560001,,,,,,,35.560001,43.205001,113.705001,0.0,54.944,,,,-55.202,,165.494999,165.237,0.0,165.237,278.942001,
12/31/1993,281.740997,9.581,5.581,4.0,42.34,,,52.738998,,,,,18.792999,,,,,123.453003,122.195,196.442993,-74.248001,4.929,31.164,,,,,31.164,158.287999,,22.389999,22.389999,,,,2.0,,,,,,44.421997,,,44.421997,68.811996,7.644,,,,,35.917999,,,,,,,35.917999,43.561999,112.373996,,55.43,,,,-56.002998,,169.939995,169.366997,,169.366997,281.740993,
04/01/1994,286.842987,8.068,6.068,2.0,45.374001,,,54.853001,,,,,17.615999,,,,,125.911003,124.899002,202.065002,-77.166,0.0,36.033001,,,,,36.033001,160.932003,,64.992996,64.992996,,,,10.0,,,,,,2.607002,,,2.607002,77.599998,7.65,,,,,34.671001,,,,,,,34.671001,42.321002,119.921,0.0,55.400002,,,,-58.252998,,169.775002,166.922005,0.0,166.922005,286.843005,
07/01/1994,297.878998,6.69,5.69,1.0,53.605999,,,58.196999,,,,,15.062,,,,,133.554993,129.863998,210.026993,-80.163002,4.754,29.705999,,,,,29.705999,164.323998,,67.455002,67.455002,,,,26.299999,,,,,,2.369999,,,2.369999,96.125,7.5,,,,,33.074001,,,,,,,33.074001,40.574001,136.699001,0.0,56.055,,,,-69.024002,,174.149002,161.18,0.0,161.18,297.879002,
09/30/1994,304.520996,7.122,6.122,1.0,51.231998,,,61.643002,,,,,15.672,,,,,135.669006,134.714996,217.462006,-82.747002,4.598,29.539,,,,,29.539,168.851996,,77.762001,77.762001,,,,24.51,,,,,,2.381998,,,2.381998,104.653999,7.5,,,,,33.339001,,,,,,,33.339001,40.839001,145.493,0.0,56.104,,,,-69.013,,171.937004,159.028004,0.0,159.028004,304.521004,
12/31/1994,295.587006,7.635,4.659,2.976,44.403999,,,54.682999,,,,,17.59,,,,,124.311996,138.460007,222.371994,-83.912003,4.391,28.424,,,,,28.424,171.275007,,23.372,23.372,,,,25.0,,,,,,51.404001,,,51.404001,99.776001,7.5,,,,,34.369999,,,,,,,34.369999,41.869999,141.646,0.0,56.153,,,,-69.372002,,167.160004,153.941002,0.0,153.941002,295.587002,
03/31/1995,293.894989,6.983,6.983,0.0,43.386002,,,51.908001,,,,,18.209,,,,,120.486,140.505997,227.535004,-87.028999,4.256,28.646999,,,,,28.646999,173.408996,,74.844002,74.844002,,,,21.0,,,,,,2.488998,,,2.488998,98.333,7.5,,,,,34.806999,,,,,,,34.806999,42.306999,140.639999,0.0,56.165001,,,,-69.197998,,166.287994,153.254997,0.0,153.254997,293.894997,
06/30/1995,306.425995,8.683,6.683,2.0,51.756001,,,50.492001,,,,,18.884001,,,,,129.815002,143.972,234.085999,-90.113998,4.121,28.518,,,,,28.518,176.611,,77.232002,77.232002,,,,24.823999,,,,,,3.695997,,,3.695997,105.751999,7.5,,,,,36.082001,,,,,,,36.082001,43.582001,149.334,0.0,56.082001,,,,-68.767998,,169.778,157.092003,0.0,157.092003,306.426003,
09/29/1995,298.635986,13.647,8.616,5.031,44.974998,,,45.766998,,,,,17.815001,,,,,122.204002,144.942993,238.214996,-93.272003,3.987,27.502001,,,,,27.502001,176.431994,,75.331001,75.331001,,,,20.0,,,,,,5.146996,,,5.146996,100.477997,7.5,,,,,36.514,,,,,,,36.514,44.014,144.491997,0.0,56.338001,,,,-68.678001,,166.484001,154.144001,0.0,154.144001,298.635998,
12/31/1995,293.179993,16.381999,11.355,5.027,44.426998,,,41.348999,,,,,17.017,,,,,119.175003,144.339005,239.899994,-95.560997,3.852,25.813999,,,,,25.813999,174.005004,,25.486,25.486,,,,5.0,,,,,,66.614998,,,66.614998,97.100998,7.5,,,,,34.896999,,,,,,,34.896999,42.396999,139.497997,0.0,56.390999,,,,-70.500999,,167.792,153.681999,0.0,153.681999,293.179996,
03/29/1996,303.335999,14.091,9.07,5.021,54.902,,,45.738998,,,,,17.098,,,,,131.830002,142.084,240.940002,-98.856003,3.717,25.705,,,,,25.705,171.506,,88.234001,88.234001,,,,10.0,,,,,,6.612999,,,6.612999,104.847,7.5,,,,,35.221001,,,,,,,35.221001,42.721001,147.568001,0.0,56.403999,,,,-70.490997,,169.854996,155.767998,0.0,155.767998,303.335999,
06/28/1996,299.673004,14.843,9.795,5.048,51.328999,,,46.856998,,,,,17.305,,,,,130.334,140.244995,242.403,-102.157997,3.583,25.511,,,,,25.511,169.338995,,89.486,89.486,,,,0.0,,,,,,5.973999,,,5.973999,95.459999,7.5,,,,,36.258999,,,,,,,36.258999,43.758999,139.218998,0.0,56.533001,,,,-69.976997,,173.897995,160.453999,0.0,160.453999,299.672997,
09/27/1996,306.013,22.549,16.532,6.017,53.745998,,,45.591999,,,,,17.118999,,,,,139.005997,138.233994,243.718994,-105.485001,3.448,25.325001,,,,,25.325001,167.006994,,90.971001,90.971001,,,,0.0,,,,,,8.765999,,,8.765999,99.737,7.5,,,,,36.375,,,,,,,36.375,43.875,143.612,0.0,56.588001,,,,-71.158997,,176.972,162.401005,0.0,162.401005,306.013004,
12/31/1996,307.971008,27.913001,22.902,5.011,41.837002,,,48.887001,,,,,16.882,,,,,135.518997,138.371002,243.046997,-104.676003,3.314,30.767,,,,,30.767,172.452002,,28.867001,28.867001,,,,0.0,,,,,,69.886997,,,69.886997,98.753998,7.5,,,,,36.404999,,,,,,,36.404999,43.904999,142.658997,0.0,56.694,,,,-72.708,,181.325996,165.311996,0.0,165.311996,307.970993,
03/28/1997,312.056,22.368,18.358,4.01,48.402,,,53.887001,,,,,18.451,,,,,143.108002,135.985001,243.873001,-107.888,3.179,29.784,,,,,29.784,168.948001,,90.343002,90.343002,,,,0.0,,,,,,7.915001,,,7.915001,98.258003,7.5,,,,,37.345001,,,,,,,37.345001,44.845001,143.103004,0.0,56.917999,,,,-72.088997,,184.124001,168.953003,0.0,168.953003,312.056007,
06/27/1997,312.283997,14.206,8.206,6.0,50.112,,,52.418999,,,,,18.386,,,,,135.123001,135.063995,246.285004,-111.221001,3.044,39.053001,,,,,39.053001,177.160997,,90.628998,90.628998,,,,0.0,,,,,,5.170006,,,5.170006,95.799004,7.5,,,,,36.923,,,,,,,36.923,44.423,140.222004,0.0,56.984001,,,,-74.303001,,189.381004,172.062004,0.0,172.062004,312.284008,
09/26/1997,351.579987,12.709,7.709,5.0,62.910999,,,57.948002,,,,,15.633,,,,,149.201004,143.322006,257.841003,-114.518997,2.91,56.146999,,,,,56.146999,202.379006,,93.745003,93.745003,,,,32.0,,,,,,5.098,,,5.098,130.843002,7.5,,,,,36.867001,,,,,,,36.867001,44.367001,175.210003,0.0,57.153,,,,-74.042,,193.259003,176.370003,0.0,176.370003,351.580006,
12/31/1997,351.014008,18.942,14.949,3.993,49.566002,,,61.275002,,,,,19.66,,,,,149.442993,142.343002,259.096985,-116.753998,2.775,56.452999,,,,,56.452999,201.571002,,31.700001,31.700001,,,,32.685001,,,,,,61.846001,,,61.846001,126.231003,6.815,,,,,38.626999,,,,,,,38.626999,45.441999,171.673002,0.0,57.426998,,,,-74.568001,,196.482002,179.341,0.0,179.341,351.014001,
03/27/1998,375.171997,19.445999,16.448999,2.997,56.112999,,,68.925003,18.287001,0.0,50.638,,20.409,,,,,164.893005,147.330002,267.798004,-120.468002,2.64,60.308998,27.896999,,,,32.411999,210.279,,100.703003,100.703003,,,,42.855999,,,,,,4.931995,,,4.931995,148.490997,6.644,,,,,39.137001,,,,,,,39.137001,45.781001,194.271998,0.0,57.856998,,,,-77.176003,,200.219002,180.899998,0.0,180.899998,375.171996,
06/26/1998,391.302002,18.236,15.239,2.997,75.628998,,,64.983002,17.200001,0.0,47.783001,,20.450001,,,,,179.298004,149.662003,273.765015,-124.102997,2.506,59.835999,28.018,,,,31.817999,212.004001,,100.994003,100.994003,,,,34.527,,,,,,3.232994,,,3.232994,138.753998,24.973,,,,,41.376999,,,,,,,41.376999,66.349998,205.103996,0.0,58.263,,,,-77.559998,,205.494995,186.197998,0.0,186.197998,391.301994,
09/25/1998,391.67099,15.487,12.435,3.052,65.884003,,,64.314003,20.546,0.0,43.768002,,21.507,,,,,167.192001,160.341003,288.257996,-127.917,5.121,59.016998,28.341999,,,,30.674999,224.479001,,95.236,95.236,,,,34.756001,,,,,,6.938999,,,6.938999,136.931,24.743999,,,,,41.771,,,,,,,41.771,66.514999,203.445999,0.0,58.452,,,,-81.231003,,211.003998,188.224995,0.0,188.224995,391.670994,
12/31/1998,391.437988,18.230999,16.188999,2.042,65.014,,,60.285,16.278,0.16,43.847,,23.278,,,,,166.807999,161.712006,291.756989,-130.044998,4.918,58.0,27.865,,,,30.135,224.630006,,40.194,40.194,,,,19.184999,,,,,,64.858,,,64.858,124.237,29.629999,,,,,42.733002,,,,,,,42.733002,72.363001,196.6,0.0,59.832001,,,,-82.280998,,217.286995,194.837997,0.0,194.837997,391.437998,
04/02/1999,408.415,23.226,20.175,3.051,61.816,61.816,,65.379,20.45,0.159,44.77,0.0,29.196,,,,,179.617,153.396,281.676,-128.28,16.986,58.416,29.653,,,,28.763,228.798,,101.603,101.603,,,,13.856,,,,,,13.28,,,13.28,128.739,27.959,,,,,44.877,,,,,,,44.877,72.836,201.575,0.0,61.936,,,,-82.314,228.662,-1.444,206.84,0.0,206.84,408.415,
07/02/1999,420.624,22.945,17.945,5.0,67.406,,,71.824,21.28,0.077,50.467,0.0,24.457,,,,,186.632,171.9727,305.705,-133.73,4.511,57.506,33.175,,,,24.331,233.9897,,100.388,100.388,,,,19.955,,,,,,9.178,,,9.178,129.521,31.758,,,,,45.176,,,,,,,45.176,76.934,206.455,0.0,63.298,,,,-83.925,,231.663,211.036,3.133,214.169,420.624,
10/01/1999,425.503,24.108,19.108,5.0,69.512,69.512,,68.351,22.652,0.014,45.685,0.0,23.682,,,,,185.653,177.054,315.087,-138.033,4.308,58.488,32.838,,,19.446,6.204,239.85,,105.904,105.904,,,,13.92,,,,,,10.307,,,10.307,130.131,30.011,,,,,45.649,,,,,,,45.649,75.66,205.791,0.0,63.741,,,,-86.863,245.447,-5.662,216.663,3.049,219.712,425.503,
12/31/1999,476.306,23.765,19.765,4.0,64.505,,,72.67,0.0,0.0,0.0,0.0,14.843,,,,,175.783,182.219,339.514,-157.295,4.105,114.199,83.744,,,,30.455,300.523,,46.95,46.95,,,,26.259,,,,,,67.399,,,67.399,140.608,58.107,,,,,47.421,,,,,,,47.421,105.528,246.136,0.0,65.017,,,,-87.021,,248.737,226.733,3.437,230.17,476.306,
03/31/2000,485.004,19.715,14.715,5.0,65.775,65.775,,77.855,25.5,0.023,52.332,0.0,15.283,,,,,178.628,183.759,346.215,-162.456,4.268,118.349,82.766,82.766,0.0,23.388,12.195,306.376,,115.719,115.719,,,,33.944,,,,,,12.597,,,12.597,162.26,47.93,,,,,47.242,,,,,,,47.242,95.172,257.432,0.0,66.11,,,,-100.219,262.899,-4.858,223.932,3.639,227.571,485.003,
06/30/2000,490.936,32.571,28.575,3.996,67.248,67.248,,69.066,25.13,0.016,43.92,0.0,15.555,,,,,184.44,182.5781,347.562,-164.983,0.0,123.917,84.395,84.935,-0.54,22.21,17.312,306.4951,,123.27,123.27,,,,33.015,,,,,,2.303,,,2.303,158.588,50.549,,,,,47.676,,,,,,,47.676,98.225,256.813,0.0,66.605,,,,-100.573,272.6,-8.11,230.522,3.601,234.123,490.936,
