Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,1877.998,145.54,145.54,0.0,167.218,166.203,,148.898,40.996,7.31,100.592,0.0,32.14,,,,,493.796,332.204,564.922,-232.718,7.751,1044.247,985.928,511.643,474.285,13.255,45.064,1384.202,,242.024,242.024,,,,104.036,104.036,0.0,0.0,,,11.479,,,11.479,357.539,754.706,754.706,0.0,0.0,,205.436,,,,,,,205.436,960.142,1317.681,0.0,117.435,,,,-64.775,510.48,-3.11,560.03,0.287,560.317,1877.998,
04/01/2005,1860.936,101.902,101.902,0.0,189.157,187.944,,157.837,43.976,8.155,105.706,0.0,29.349,,,,,478.245,331.212,572.003,-240.791,6.324,1045.155,985.38,512.941,472.439,,59.775,1382.691,,231.196,231.196,,,,111.102,,,,,,23.598,,,23.598,365.896,679.356,,,,,214.393,,,,,,,214.393,893.749,1259.645,0.0,120.588,,,,-62.575,544.382,-1.385,601.01,0.281,601.291,1860.936,
07/01/2005,1892.545,109.463,109.463,0.0,206.213,205.0,,158.32,45.174,11.406,101.74,0.0,27.147,,,,,501.143,333.612,584.375,-250.763,6.324,1051.466,992.013,501.767,490.246,,59.453,1391.402,,233.747,233.747,,,,117.293,,,,,,23.056,,,23.056,374.096,653.619,,,,,220.692,,,,,,,220.692,874.311,1248.407,0.0,128.529,,,,-58.473,574.953,-1.17,643.839,0.299,644.138,1892.545,
09/30/2005,1937.438,159.796,159.796,0.0,202.355,201.142,,159.687,51.374,10.253,98.06,0.0,20.332,,,,,542.17,332.865,593.396,-260.531,6.324,1056.079,991.307,502.281,489.026,,64.772,1395.268,,244.426,244.426,,,,114.662,,,,,,30.46,,,30.46,389.548,646.277,,,,,215.181,,,,,,,215.181,861.458,1251.006,0.0,134.43,,,,-56.412,605.705,2.44,686.163,0.269,686.432,1937.438,
12/31/2005,1962.117,126.678,126.678,0.0,189.013,187.863,,156.149,46.849,9.895,99.405,0.0,22.598,,,,,494.438,326.903,591.197,-264.294,6.134,1134.642,1065.646,523.676,541.97,,68.996,1467.679,,145.444,145.444,,,,121.282,121.282,0.0,0.0,,,142.984,,,142.984,409.71,635.261,635.261,0.0,0.0,,220.01,,,,,,,220.01,855.271,1264.981,0.0,135.101,,,,-55.84,618.071,-0.454,696.878,0.258,697.136,1962.117,
03/31/2006,1981.32,123.041,123.041,,190.512,189.307,,180.696,50.543,10.558,119.595,,20.386,,,,,514.635,328.392,602.625,-274.233,4.929,1133.364,1062.372,525.044,537.328,10.898,60.094,1466.685,,227.277,227.277,,,,133.982,,,,,,31.279,,,31.279,392.538,616.824,,,,,230.667,,,,,,,230.667,847.491,1240.029,0.0,139.813,,,,-54.267,654.148,1.331,741.025,0.266,741.291,1981.32,
06/30/2006,2013.276,110.187,110.187,,215.964,214.759,,192.131,51.055,10.74,130.336,,19.671,,,,,537.953,329.842,612.997,-283.155,4.929,1140.552,1069.637,530.183,539.454,11.219,59.696,1475.323,,231.828,231.828,,,,127.647,,,,,,21.041,,,21.041,380.516,609.786,,,,,232.309,,,,,,,232.309,842.095,1222.611,0.0,146.531,,,,-52.433,686.673,9.533,790.304,0.361,790.665,2013.276,
09/29/2006,2359.23,95.813,95.813,,249.811,248.606,,206.72,53.501,9.946,143.273,,13.804,,,,,566.148,335.916,627.081,-291.165,5.215,1451.951,1378.875,684.799,694.076,10.18,62.896,1793.082,,288.833,288.833,,,,142.726,,,,,,15.197,,,15.197,446.756,840.082,,,,,237.3,,,,,,,237.3,1077.382,1524.138,0.0,153.02,,,,-50.294,720.791,11.356,834.873,0.219,835.092,2359.23,
12/31/2006,2334.154,110.476,110.476,,231.403,231.403,,194.9,48.193,10.706,136.001,0.0,19.291,,,,,556.07,340.484,638.77,-298.286,5.226,1432.374,1365.588,686.301,679.287,10.394,56.392,1778.084,,156.554,156.554,,,,140.411,,,,,,147.439,,,147.439,444.404,792.925,,,,,232.671,,,,,,,232.671,1025.596,1470.0,,160.39,,,,-48.836,740.13,12.153,863.837,0.317,864.154,2334.154,
03/30/2007,2360.671,107.738,107.738,,230.971,229.708,,214.448,57.019,11.388,146.041,,24.22,,,,,577.377,337.025,643.838,-306.813,3.707,1442.562,1363.45,688.514,674.936,11.047,68.065,1783.294,,260.62,260.62,,,,151.055,151.055,0.0,0.0,,,13.083,,,13.083,424.758,755.827,755.827,0.0,0.0,,258.049,,,,,,,258.049,1013.876,1438.634,0.0,171.463,,,,-45.892,783.104,13.132,921.807,0.23,922.037,2360.671,
06/29/2007,2375.235,106.887,106.887,,246.611,245.348,,211.504,55.316,11.912,144.276,,23.582,,,,,588.584,344.009,660.9,-316.891,3.683,1438.959,1361.83,688.279,673.551,10.814,66.315,1786.651,,261.14,261.14,,,,150.392,150.392,0.0,0.0,,,3.359,,,3.359,414.891,724.246,724.246,0.0,0.0,,262.81,,,,,,,262.81,987.056,1401.947,0.0,177.912,,,,-45.136,819.031,21.281,973.088,0.2,973.288,2375.235,
09/28/2007,2480.556,178.486,178.486,,273.065,271.802,,220.15,56.915,10.545,152.69,,16.083,,,,,687.784,346.85,675.014,-328.164,3.682,1442.24,1359.355,688.537,670.818,9.985,72.9,1792.772,,298.719,298.719,,,,150.674,150.674,0.0,0.0,,,12.82,,,12.82,462.213,715.83,715.83,0.0,0.0,,273.122,,,,,,,273.122,988.952,1451.165,0.0,182.522,,,,-44.786,865.473,26.016,1029.225,0.166,1029.391,2480.556,
12/31/2007,2532.49,249.809,249.809,,249.161,247.898,,213.651,53.516,9.169,150.966,0.0,22.732,,,,,735.353,350.853,685.682,-334.829,3.67,1442.614,1354.01,688.842,665.168,10.324,78.28,1797.137,,167.495,167.495,,,,148.706,,,,,,141.588,,,141.588,457.789,707.311,,,,,286.931,,,,,,,286.931,994.242,1452.031,,191.893,,,,-42.624,891.868,39.128,1080.265,0.194,1080.459,2532.49,
03/28/2008,2465.283,208.062,208.062,,244.837,243.513,,214.966,51.009,9.308,154.649,0.0,24.924,,,,,692.789,339.808,671.64,-331.832,2.342,1430.344,1345.592,688.128,657.464,9.563,75.189,1772.494,,269.958,269.958,,,,54.875,,,,,,24.561,,,24.561,349.394,692.982,,,,,289.383,,,,,,,289.383,982.365,1331.759,0.0,197.803,,,,-41.15,942.752,33.923,1133.328,0.196,1133.524,2465.283,
06/27/2008,2551.469,255.933,255.933,,273.395,272.071,,219.244,56.978,9.949,152.317,,28.05,,,,,776.622,339.971,684.631,-344.66,2.342,1432.534,904.594,688.399,216.195,10.094,517.846,1774.847,,316.512,316.512,,,,61.077,,,,,,6.13,,,6.13,383.719,678.651,,,,,288.727,,,,,,,288.727,967.378,1351.097,,212.596,,,,-39.772,983.199,44.146,1200.169,0.203,1200.372,2551.469,
09/26/2008,2842.676,175.689,175.689,,265.004,263.68,,221.867,57.105,9.731,155.031,,32.832,,,,,695.392,349.634,692.608,-342.974,2.342,1795.308,1189.293,870.986,318.307,10.035,595.98,2147.284,,325.313,325.313,,,,79.742,,,,,,8.622,,,8.622,413.677,801.954,,,,,291.974,,,,,,,291.974,1093.928,1507.605,,320.332,,,,-37.868,1026.002,26.605,1335.071,,1335.071,2842.676,
12/31/2008,2801.438,197.999,197.999,,211.194,211.194,,198.893,52.85,9.147,136.896,0.0,57.035,,,,,665.121,384.519,730.254,-345.735,,1751.798,1872.998,845.23,1027.768,10.061,-131.261,2136.317,,310.622,310.622,,,,74.739,,,,,,1.76,,,1.76,387.121,781.402,,,,,301.21,,,,,,,301.21,1082.612,1469.733,,325.343,,,,-37.304,1063.928,-20.454,1331.513,0.192,1331.705,2801.438,
03/27/2009,2900.616,280.241,280.241,0.0,216.469,216.469,0.0,199.882,55.529,10.07,134.283,0.0,60.238,11.648,,,26.076,756.83,398.965,756.06,-357.095,0.0,1744.821,1649.319,845.412,803.907,9.821,85.681,2143.786,,328.71,,20.906,,307.804,130.899,35.268,,,,95.631,0.0,,,0.0,459.609,740.282,740.282,,,,310.248,,32.833,,,,183.802,93.613,1050.53,1510.139,0.0,330.278,73.214,257.064,,-36.168,1120.188,-24.017,1390.281,0.196,1390.477,2900.616,
06/26/2009,3004.933,356.999,356.999,0.0,231.072,231.072,,215.149,60.656,11.489,143.004,0.0,34.518,13.435,0.1,,2.332,837.738,423.949,800.965,-377.016,,1743.246,1643.94,840.935,803.005,11.363,87.843,2167.195,,345.541,,9.277,,336.264,150.293,30.522,,,,119.771,5.1,,4.8,0.0,500.934,699.163,699.163,,,,329.716,,33.677,,,,195.434,95.805,1028.879,1529.813,,338.5,73.214,265.286,,-35.384,1172.022,-0.22,1474.918,0.202,1475.12,3004.933,
09/25/2009,3121.91,419.242,419.242,0.0,234.281,234.281,0.0,227.307,58.781,10.487,158.039,0.0,59.446,11.424,,,29.0,940.276,441.682,839.134,-397.452,0.0,1739.952,1639.636,841.095,798.541,12.298,88.018,2181.634,,399.573,,13.097,,386.476,177.504,33.593,,,,143.911,0.0,,,0.0,577.077,658.043,658.043,,,,342.447,,33.672,,,,206.96,101.815,1000.49,1577.567,0.0,341.987,73.214,268.773,,-35.169,1232.205,5.117,1544.14,0.203,1544.343,3121.91,
12/31/2009,3118.446,447.143,447.143,0.0,222.158,222.158,0.0,216.87,57.305,9.141,150.424,0.0,42.094,,0.0,,19.614,928.265,455.636,806.263,-350.627,0.0,1734.545,1632.969,838.078,794.891,12.815,88.761,2190.181,,348.083,177.778,15.633,,154.672,218.949,34.895,0.0,0.0,,184.054,0.0,0.0,5.863,0.0,567.032,597.347,597.347,0.0,0.0,,352.295,-0.743,38.599,,,,201.256,107.32,949.642,1516.674,0.0,349.313,73.214,276.099,,-32.925,1275.117,10.078,1601.583,0.189,1601.772,3118.446,
04/02/2010,3133.113,446.607,446.607,0.0,241.677,241.677,0.0,227.957,63.321,10.14,154.496,0.0,38.097,,,,15.993,954.338,452.158,811.756,-359.598,0.0,1726.617,1625.047,838.222,786.825,11.689,89.881,2178.775,,348.467,,35.46,,313.007,176.066,4.754,,,,171.312,0.0,,6.719,0.0,524.533,568.97,568.97,,,,363.074,-0.957,38.84,,,,204.392,114.08,932.044,1456.577,0.0,357.768,73.214,284.554,,-30.143,1345.186,3.532,1676.343,0.193,1676.536,3133.113,
07/02/2010,2945.2,189.2,189.2,0.0,231.1,231.1,,195.4,52.5,12.1,130.8,0.0,33.8,,,,16.6,649.5,468.3,863.2,-394.9,,1827.4,1729.9,857.4,872.5,9.2,88.3,2295.7,,357.1,,1.8,,355.3,90.0,90.0,,,,,0.0,,2.0,0.0,447.1,249.7,249.7,,,,377.5,-2.0,38.0,,,,254.3,85.2,627.2,1074.3,0.0,377.2,73.2,304.0,,-24.6,1501.8,16.3,1870.7,0.2,1870.9,2945.2,
10/01/2010,3200.006,453.515,453.515,0.0,250.623,250.623,0.0,215.395,54.709,11.566,149.12,0.0,45.113,,,,25.197,964.646,455.711,837.765,-382.054,0.0,1779.649,1690.09,851.141,838.949,10.2,79.359,2235.36,,361.796,,1.843,,359.953,145.827,0.0,,,,145.827,0.0,,,0.0,507.623,512.217,512.217,,,,361.652,,39.754,,,,239.899,81.999,873.869,1381.492,0.0,372.108,73.214,298.894,,-26.825,1466.912,6.13,1818.325,0.189,1818.514,3200.006,
12/31/2010,2945.194,189.202,189.202,0.0,231.055,231.055,0.0,195.401,52.5,12.114,130.787,0.0,33.823,,0.0,,16.551,649.481,468.324,863.177,-394.853,0.0,1827.389,1729.821,857.361,872.46,9.192,88.376,2295.713,,357.092,206.278,1.771,,149.043,90.0,90.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,447.092,249.673,249.673,0.0,0.0,,377.57,0.0,38.053,,,,254.261,85.256,627.243,1074.335,0.0,377.216,73.214,304.002,,-24.629,1501.795,16.307,1870.689,0.17,1870.859,2945.194,
04/01/2011,2952.5,159.1,159.1,0.0,248.5,248.5,0.0,213.1,58.1,13.7,141.3,0.0,42.5,,,,22.1,663.2,468.2,876.2,-408.0,0.0,1821.1,1726.0,857.3,868.7,9.7,85.4,2289.3,,360.5,,21.9,,338.6,0.0,0.0,,,,,0.0,,,0.0,360.5,249.7,249.7,,,,391.3,,37.1,,,,267.7,86.5,641.0,1001.5,0.0,385.2,73.2,312.0,,-21.5,1561.1,26.0,1950.8,0.2,1951.0,2952.5,
07/01/2011,3055.4,163.4,163.4,0.0,272.8,272.8,0.0,215.8,55.5,14.7,145.6,0.0,50.6,,,,32.9,702.6,473.7,896.2,-422.5,0.0,1879.1,1785.4,868.3,917.1,9.8,83.9,2352.8,,371.0,,2.7,,368.3,0.0,0.0,,,,,0.0,,,0.0,371.0,249.7,249.7,,,,396.8,,37.0,,,,274.2,85.6,646.5,1017.5,0.0,404.9,146.4,258.5,,-17.8,1619.4,31.2,2037.7,0.2,2037.9,3055.4,
09/30/2011,3143.7,275.0,275.0,0.0,262.0,262.0,0.0,225.4,55.3,13.2,156.9,0.0,36.4,,,,17.8,798.8,476.8,887.7,-410.9,0.0,1868.1,1777.0,868.4,908.6,9.7,81.4,2344.9,,389.7,,13.0,,376.7,3.9,3.9,,,,,0.0,,,0.0,393.6,249.7,249.7,,,,414.9,,35.1,,,,291.0,88.8,664.6,1058.2,0.0,410.6,146.4,264.2,,-16.7,1674.5,16.9,2085.3,0.2,2085.5,3143.7,
12/31/2011,3117.6,251.4,251.4,0.0,264.6,264.6,0.0,200.7,49.6,11.3,139.8,0.0,38.5,,0.0,,29.3,755.2,506.0,910.5,-404.5,0.0,1856.4,1772.5,868.4,904.1,12.0,71.9,2362.4,,369.0,231.8,1.7,,135.5,2.6,2.6,0.0,0.0,,,12.0,0.0,0.0,12.0,383.6,249.7,249.7,0.0,0.0,,443.5,0.0,45.0,,,,292.3,106.2,693.2,1076.8,0.0,418.1,146.4,271.7,,-94.4,1714.0,2.9,2040.6,0.2,2040.8,3117.6,
03/31/2012,3135.3,232.4,232.4,0.0,270.6,270.6,0.0,212.6,54.3,13.8,144.5,0.0,43.7,,,,34.3,759.3,517.6,935.7,-418.1,0.0,1858.4,1767.9,868.4,899.5,15.1,75.4,2376.0,,405.0,,31.6,,373.4,0.1,0.1,,,,,0.0,,,0.0,405.1,249.8,249.8,,,,450.2,,44.5,,,,291.8,113.9,700.0,1105.1,0.0,427.3,146.4,280.9,,-182.5,1775.6,9.6,2030.0,0.2,2030.2,3135.3,
06/30/2012,3116.3,184.2,184.2,0.0,272.4,272.4,0.0,225.9,59.7,12.7,153.5,0.0,49.1,,,,39.0,731.6,532.8,961.0,-428.2,0.0,1851.9,1760.0,868.4,891.6,17.4,74.5,2384.7,,386.6,,1.8,,384.8,32.4,32.4,,,,,0.0,,,0.0,419.0,249.8,249.8,,,,462.3,,43.6,,,,296.6,122.1,712.1,1131.1,0.0,452.0,146.4,305.6,,-288.8,1821.6,0.2,1985.0,0.2,1985.2,3116.3,
09/30/2012,3839.8,241.2,241.2,0.0,278.3,278.3,0.0,225.1,57.9,12.5,154.7,0.0,691.3,,,,682.5,1435.9,542.4,982.8,-440.4,0.0,1861.5,1755.0,868.4,886.6,20.3,86.2,2403.9,,398.0,,11.0,,387.0,254.4,254.4,,,,,0.0,,,0.0,652.4,649.4,649.4,,,,479.8,,44.4,,,,302.8,132.6,1129.2,1781.6,0.0,457.3,146.4,310.9,,-288.0,1882.0,6.7,2058.0,0.2,2058.2,3839.8,
12/31/2012,4098.1,343.0,343.0,0.0,303.1,303.1,0.0,242.2,71.7,22.4,148.1,0.0,45.5,,0.0,,26.6,933.8,586.0,1022.2,-436.2,0.0,2578.3,2468.7,1213.8,1254.9,23.0,86.6,3164.3,,432.0,240.6,0.0,0.0,191.4,253.8,253.8,0.0,0.0,,,39.8,0.0,3.1,39.8,725.6,649.4,649.4,0.0,0.0,,662.0,0.0,50.9,,,,470.0,138.0,1311.4,2037.0,0.0,465.2,146.4,318.8,,-336.1,1929.3,2.5,2060.9,0.2,2061.1,4098.1,
03/31/2013,4064.5,279.3,259.6,19.7,332.4,332.4,0.0,259.1,67.9,24.3,166.9,0.0,41.0,,,,19.2,911.8,584.5,1034.4,-449.9,0.0,2568.2,2455.7,1223.8,1231.9,24.8,87.7,3152.7,,451.7,,38.3,,413.4,203.9,203.9,,,,,0.0,,,0.0,655.6,649.4,649.4,,,,674.0,,49.8,,,,466.4,157.8,1323.4,1979.0,0.0,474.8,146.4,328.4,,-384.8,1998.4,-3.1,2085.3,0.2,2085.5,4064.5,
06/30/2013,4047.7,274.1,274.1,0.0,327.4,327.4,0.0,255.5,70.1,20.0,165.4,0.0,54.0,,,,34.2,911.0,577.3,1037.5,-460.2,0.0,2559.4,2446.7,1222.4,1224.3,23.5,89.2,3136.7,,425.6,,2.2,,423.4,154.8,154.8,,,,,0.0,,,0.0,580.4,649.5,649.5,,,,671.1,,48.0,,,,469.4,153.7,1320.6,1901.0,0.0,495.0,146.4,348.6,,-382.8,2046.1,-11.8,2146.5,0.2,2146.7,4047.7,
09/30/2013,4198.8,445.5,445.5,0.0,323.9,323.9,0.0,258.4,68.5,25.8,164.1,0.0,37.5,,,,18.7,1065.3,576.0,1050.9,-474.9,0.0,2557.5,2440.8,1222.2,1218.6,25.6,91.1,3133.5,,486.1,,3.4,,482.7,154.0,154.0,,,,,0.0,,,0.0,640.1,649.5,649.5,,,,678.5,,48.1,,,,475.2,155.2,1328.0,1968.1,0.0,501.3,146.4,354.9,,-381.7,2115.2,-4.3,2230.5,0.2,2230.7,4198.8,
12/31/2013,4259.7,496.9,496.9,0.0,330.2,330.2,0.0,250.5,70.2,30.4,149.9,0.0,38.2,,0.0,,18.4,1115.8,594.1,1067.2,-473.1,0.0,2549.8,2426.5,1222.2,1204.3,24.5,98.8,3143.9,,497.4,256.7,2.3,,238.4,153.8,153.8,0.0,0.0,,,0.0,0.0,5.3,0.0,651.2,649.5,649.5,0.0,0.0,,659.0,0.0,25.5,,,,476.0,152.2,1308.5,1959.7,0.0,499.3,146.4,352.9,,-368.1,2168.5,0.2,2299.9,0.1,2300.0,4259.7,
03/31/2014,4086.4,300.0,300.0,0.0,344.4,344.4,0.0,265.0,72.1,27.7,165.2,0.0,44.4,,,,24.9,953.8,588.4,1076.0,-487.6,0.0,2544.2,2418.6,1222.2,1196.4,23.9,101.7,3132.6,,505.1,,34.6,,470.5,153.5,153.5,,,,,0.0,,,0.0,658.6,649.6,649.6,,,,664.8,,24.2,,,,483.3,157.3,1314.4,1973.0,0.0,473.5,146.4,327.1,,-587.4,2228.6,-1.4,2113.3,0.1,2113.4,4086.4,
06/30/2014,3988.1,196.9,196.9,0.0,342.8,342.8,0.0,271.0,74.2,28.6,168.2,0.0,53.7,,,,33.5,864.4,585.7,1086.9,-501.2,0.0,2538.0,2406.6,1222.2,1184.4,25.1,106.3,3123.7,,491.4,,1.9,,489.5,153.1,153.1,,,,,0.9,,,0.0,645.4,649.6,649.6,,,,673.2,,24.7,,,,488.5,160.0,1322.8,1968.2,0.0,489.9,146.4,343.5,,-749.9,2275.3,4.5,2019.8,0.1,2019.9,3988.1,
09/30/2014,4325.8,370.2,370.2,0.0,321.3,321.3,0.0,261.6,68.4,27.0,166.2,0.0,39.7,,,,18.2,992.8,595.8,1107.5,-511.7,0.0,2737.2,2608.1,1325.0,1283.1,24.8,104.3,3333.0,,513.1,,12.0,,501.1,404.1,404.1,,,,,1.2,,,0.0,918.4,649.6,649.6,,,,670.4,,24.0,,,,490.6,155.8,1320.0,2238.4,0.0,509.8,146.4,363.4,,-758.4,2349.8,-13.9,2087.3,0.1,2087.4,4325.8,
12/31/2014,4359.2,423.0,423.0,0.0,322.9,322.9,0.0,245.9,70.8,25.0,150.1,0.0,26.3,,0.0,,20.7,1018.1,616.2,1121.6,-505.4,0.0,2724.9,2597.4,1325.0,1272.4,24.8,102.7,3341.1,,504.3,279.7,1.0,,223.6,396.6,146.7,,,,249.9,4.4,0.0,0.9,0.0,905.3,690.0,690.0,,,,662.0,0.0,28.3,,,,470.6,162.2,1352.0,2257.3,0.0,511.2,146.4,364.8,,-789.5,2414.9,-34.7,2101.9,0.0,2101.9,4359.2,
03/31/2015,4344.7,299.7,299.7,0.0,337.1,337.1,0.0,256.8,72.3,26.0,158.5,0.0,38.4,,,,18.9,932.0,617.8,1133.7,-515.9,0.0,2794.9,2654.2,1354.6,1299.6,24.9,115.8,3412.7,,466.5,291.5,34.7,,140.3,523.4,273.4,,,,250.0,60.5,,3.9,60.5,1050.4,703.5,703.5,,,,682.1,,27.4,,,,491.6,159.2,1385.6,2436.0,0.0,512.0,146.4,365.6,,-1025.6,2478.4,-56.1,1908.7,0.0,1908.7,4344.7,
06/30/2015,4228.2,203.2,203.2,0.0,340.4,340.4,0.0,270.8,84.3,34.5,152.0,0.0,33.7,,,,16.4,848.1,615.5,1145.5,-530.0,0.0,2764.6,2645.1,1354.4,1290.7,8.8,110.7,3380.1,,511.9,301.7,4.6,,205.6,373.6,123.6,,,,250.0,0.0,,2.4,0.0,885.5,700.1,700.1,,,,671.0,,27.5,,,,484.1,157.0,1371.1,2256.6,0.0,517.7,146.4,371.3,,-1020.3,2508.3,-34.1,1971.6,0.0,1971.6,4228.2,
09/30/2015,4217.8,210.6,210.6,0.0,330.7,330.7,0.0,274.3,81.7,37.0,155.6,0.0,36.1,,6.4,,13.5,851.7,610.0,1150.9,-540.9,0.0,2756.1,2633.8,1354.3,1279.5,7.9,108.0,3366.1,,508.0,283.2,21.7,,203.1,275.0,25.0,,,,250.0,0.0,,3.1,0.0,783.0,706.0,706.0,,,,679.2,,27.1,,,,495.1,153.9,1385.2,2168.2,0.0,520.5,146.4,374.1,,-1010.8,2584.8,-44.9,2049.6,0.0,2049.6,4217.8,
12/31/2015,4256.9,330.0,330.0,0.0,276.2,276.2,0.0,274.0,84.6,33.1,156.3,0.0,25.8,,0.0,,25.8,906.0,609.6,1145.0,-535.4,0.0,2741.3,2624.4,1354.9,1269.5,8.4,108.5,3350.9,,452.0,293.9,7.2,,150.9,357.2,357.2,,,,0.0,63.5,0.0,0.0,63.5,872.7,692.8,692.8,,,,668.2,0.0,,,,,484.8,183.4,1361.0,2233.7,0.0,522.8,292.8,230.0,,-1103.7,2650.0,-45.9,2023.2,0.0,2023.2,4256.9,
03/31/2016,4292.3,194.3,194.3,0.0,277.0,277.0,0.0,291.0,79.8,31.4,179.8,0.0,23.2,,,,23.2,785.5,601.1,1153.3,-552.2,0.0,2905.7,2782.9,1407.1,1375.8,8.0,114.8,3506.8,,483.8,306.5,40.5,,136.8,451.3,151.3,,,,300.0,77.7,,,77.7,1012.8,699.8,699.8,,,,659.4,,25.5,,,,491.4,142.5,1359.2,2372.0,0.0,527.4,146.4,381.0,,-1281.3,2716.9,-42.7,1920.3,0.0,1920.3,4292.3,
06/30/2016,4310.2,210.8,210.8,0.0,278.9,278.9,0.0,290.3,76.2,32.8,181.3,0.0,37.9,,,,37.9,817.9,594.6,1161.0,-566.4,0.0,2897.7,2770.7,1406.3,1364.4,9.1,117.9,3492.3,,465.4,316.1,1.6,,147.7,381.6,81.6,,,,300.0,79.9,,,79.9,926.9,700.7,700.7,,,,670.7,,25.3,,,,499.9,145.5,1371.4,2298.3,0.0,536.2,146.4,389.8,,-1257.2,2782.9,-50.0,2011.9,0.0,2011.9,4310.2,
09/30/2016,4282.7,232.1,232.1,0.0,265.3,265.3,0.0,285.7,72.4,30.6,182.7,0.0,21.4,,,,21.4,804.5,592.7,1172.4,-579.7,0.0,2885.5,2759.3,1406.1,1353.2,8.0,118.2,3478.2,,474.3,319.6,10.1,,144.6,230.6,230.6,,,,,80.9,,,80.9,785.8,699.1,699.1,,,,677.8,,25.2,,,,507.6,145.0,1376.9,2162.7,0.0,541.6,292.8,248.8,,-1231.0,2861.2,-51.8,2120.0,0.0,2120.0,4282.7,
12/31/2016,4354.1,187.8,187.8,0.0,287.0,287.0,0.0,258.2,69.8,28.8,159.6,0.0,23.8,,0.0,,23.8,756.8,588.6,1165.3,-576.7,0.0,3008.7,2875.9,1444.1,1431.8,8.5,124.3,3597.3,,493.0,331.6,6.2,,155.2,426.8,426.8,,,,,82.1,0.0,0.0,82.1,1001.9,693.4,693.4,,,,680.9,0.0,0.0,,,,512.2,168.7,1374.3,2376.2,0.0,544.2,292.8,251.4,,-1428.5,2926.0,-63.8,1977.9,0.0,1977.9,4354.1,
03/31/2017,4487.8,139.5,139.5,0.0,305.2,305.2,0.0,280.1,70.2,28.0,181.9,0.0,29.7,,,,29.7,754.5,578.9,1171.8,-592.9,0.0,3154.4,3019.4,1481.3,1538.1,8.2,126.8,3733.3,,516.0,346.3,45.5,,124.2,585.7,585.7,,,,,65.1,,,65.1,1166.8,692.9,692.9,,,,692.4,,,,,,521.0,171.4,1385.3,2552.1,0.0,542.2,292.8,249.4,,-1559.1,3009.1,-56.5,1935.7,0.0,1935.7,4487.8,
06/30/2017,4667.0,237.6,237.6,0.0,303.8,303.8,0.0,292.3,74.9,32.9,184.5,0.0,43.5,,0.0,,43.5,877.2,573.2,1180.7,-607.5,0.0,3216.6,3096.5,1534.7,1561.8,9.5,110.6,3789.8,,515.3,375.0,0.8,,139.5,629.3,629.3,,,,,67.1,0.0,0.0,67.1,1211.7,894.1,894.1,,,,712.9,0.0,0.0,,,,524.7,188.2,1607.0,2818.7,0.0,550.9,292.8,258.1,,-1696.0,3034.7,-41.3,1848.3,0.0,1848.3,4667.0,
09/30/2017,5952.8,236.5,236.5,0.0,377.9,377.9,0.0,336.1,82.7,34.1,219.3,0.0,52.7,,,,52.7,1003.2,601.8,1225.4,-623.6,0.0,4347.8,4224.5,2072.6,2151.9,8.5,114.8,4949.6,,556.4,390.3,1.2,,164.9,317.2,317.2,,,,,79.0,,,79.0,952.6,2104.1,2104.1,,,,943.0,,,,,,753.2,189.8,3047.1,3999.7,0.0,553.3,292.8,260.5,,-1685.3,3120.6,-35.5,1953.1,0.0,1953.1,5952.8,
12/31/2017,6014.8,278.9,278.9,0.0,345.9,345.9,0.0,330.7,85.6,30.8,214.3,0.0,44.7,,,2.1,44.7,1000.2,607.7,1226.4,-618.7,0.0,4406.9,4279.4,1958.9,2320.5,9.3,116.1,5014.6,,574.1,398.9,5.0,,170.2,270.9,270.9,,,,0.0,90.0,0.0,0.0,90.0,935.0,2103.4,2103.4,,,,758.4,0.0,0.0,,,,561.2,197.2,2861.8,3796.8,0.0,557.4,292.8,264.6,,-1782.0,3479.0,-36.4,2218.0,0.0,2218.0,6014.8,
