Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/2000,625.741028,,,-540.278992,,85.462036,,-59.444,,,26.018,-3.528,,3.528,,0.0,,0.0,22.49,-8.546,13.944,0.0,,,13.944,0.0,13.944,0.0,-18.07,-4.126,-4.126,,51.037998,0.07,0.07,0.07,53.835998,0.065,0.065,0.065,
08/31/2000,673.560974,,,-583.012024,,90.54895,,-61.348,,,29.201,-2.958,,2.958,,0.0,,0.0,26.243,-9.972,16.271,0.0,,,16.271,0.0,16.271,0.0,-12.145,4.125999,4.125999,,51.099998,0.08,0.08,0.08,53.911999,0.075,0.075,0.075,
11/30/2000,561.692993,,,-490.014008,,71.678986,,-56.808998,,,14.87,-2.664,,2.664,,0.0,,0.0,12.206,-4.638,7.568,0.0,,,7.568,0.0,7.568,0.0,-5.648,1.92,1.92,,51.139999,0.04,0.04,0.04,54.040001,0.035,0.035,0.035,
02/28/2001,639.995972,,,-557.927002,,82.06897,,-66.566002,,,15.503,-2.96,,2.96,,0.0,,0.0,12.543,-4.762,7.781,0.0,,,7.781,0.0,7.781,0.0,,7.781,7.781,,51.158,0.15,0.15,0.15,54.051998,0.145,0.145,0.145,
05/31/2001,882.825012,,,-775.039978,,107.785034,,-78.059998,,,29.725,13.134,,2.551,,0.0,,-15.685,42.859,-16.287001,26.572001,0.0,,,26.571999,0.0,26.572001,0.0,0.0,26.572001,26.572001,,203.399994,0.13,0.13,0.13,203.399994,0.13,0.13,0.13,
08/31/2001,943.122009,,,-830.383972,,112.738037,,-85.028999,,,27.709,16.469,,2.086,,0.0,,-18.555,44.178,-16.787001,27.391001,0.0,,,27.390999,0.0,27.391001,0.0,0.0,27.391001,27.391001,,204.115998,0.135,0.135,0.135,208.412002,0.13,0.13,0.13,
11/30/2001,852.669983,,,-757.781006,,94.888977,,-83.116997,,,11.772,17.975,,0.064,,0.0,,-18.039,29.747,-11.304,18.443001,0.0,,,18.443,0.0,18.443001,0.0,0.0,18.443001,18.443001,,204.429993,0.09,0.09,0.09,208.477997,0.09,0.09,0.09,
02/28/2002,855.142029,,,-751.161011,,103.981018,,-88.258003,,,15.723,13.949,,0.257,,0.0,,-14.206,29.672,-11.276,18.396,0.0,,,18.396,0.0,18.396,0.0,0.0,18.396,18.396,,209.0,0.09,0.09,0.09,209.0,0.09,0.09,0.09,
05/31/2002,1005.802979,,,-883.661011,,122.141968,,-93.037003,,,29.105,19.222,,0.694,-0.078,0.0,,-19.838,48.327,-19.089001,29.238001,0.0,,,29.237999,0.0,29.238001,0.0,0.0,29.238001,29.238001,,205.770004,0.14,0.14,0.15,209.505997,0.14,0.14,0.15,
08/31/2002,1080.682,,,-951.87,,128.812,,-75.887,,,52.925,-0.505,0.505,0.721,-0.216,,,0.0,52.42,-20.706,31.714,,,,31.714,,31.714,,,31.714,31.714,,205.976,0.155,0.155,0.155,209.084,0.15,0.15,0.15,
11/30/2002,936.81897,,,-829.879028,,106.939941,,-101.809998,,,5.13,19.194999,,0.299,-0.274,0.0,,-19.219999,24.325,-9.608,14.717,0.0,,,14.717,0.0,14.717,0.0,0.0,14.717,14.717,,206.093994,0.07,0.07,0.095,209.031998,0.07,0.07,0.09,
02/28/2003,946.640015,,,-836.294983,,110.345032,,-99.572998,,,10.772,20.853,,0.547,-0.443,0.0,,-20.957,31.625,-12.492,19.132999,0.0,,,19.133,0.0,19.132999,0.0,0.0,19.132999,19.132999,,206.087997,0.095,0.095,0.095,209.011993,0.09,0.09,0.09,
05/31/2003,1172.834961,,,-1025.063965,,147.770996,,-115.553001,,,32.217999,25.116001,,0.754,-0.122,0.0,,-25.748001,57.333999,-22.073999,35.259998,0.0,,,35.26,0.0,35.259998,0.0,0.0,35.259998,35.259998,,206.311996,0.17,0.17,0.17,209.524002,0.17,0.17,0.17,
08/31/2003,1236.457,,,-1073.352,,163.105,,-98.497,,,64.608,-0.201,0.201,0.383,-0.182,,,0.0,64.407,-24.797,39.61,,,,39.61,,39.61,,,39.61,39.61,,206.968,0.19,0.19,0.19,211.728,0.185,0.185,0.185,
11/30/2003,1071.534058,,,-945.291992,,126.242065,,-114.281998,,,11.96,19.02,,0.0,-0.164,0.0,,-18.856,30.98,-11.927,19.052999,0.0,,,19.053,0.0,19.052999,0.0,0.0,19.052999,19.052999,,207.294006,0.09,0.09,0.085,211.910004,0.09,0.09,0.085,
02/29/2004,1116.86499,,,-983.094971,,133.77002,,-117.824997,,,15.945,20.684,,0.0,-0.215,0.0,,-20.469,36.629,-14.103,22.525999,0.0,,,22.526,0.0,22.525999,0.0,0.0,22.525999,22.525999,,207.460007,0.11,0.11,0.105,211.869995,0.105,0.105,0.1,
05/31/2004,1324.98999,,,-1157.76001,,167.22998,,-130.688004,,,36.542,21.375999,,0.493,-0.053,0.0,,-21.815999,57.917999,-22.587999,35.330002,0.0,,,35.33,0.0,35.330002,0.0,0.0,35.330002,35.330002,,207.727997,0.17,0.17,0.17,211.548004,0.165,0.165,0.165,
08/31/2004,1323.506958,,,-1160.307007,,163.199951,,-134.725998,,,28.474001,20.475,,0.324,-0.066,0.0,,-20.733,48.949001,-19.09,29.858999,0.0,,,29.859001,0.0,29.858999,0.0,0.0,29.858999,29.858999,,208.003998,0.145,0.145,0.145,211.024002,0.14,0.14,0.14,
11/30/2004,1215.71106,,,-1070.265015,,145.446045,,-137.169998,,,8.276,21.306,,0.0,-0.175,0.0,,-21.131,29.582,-11.537,18.045,0.0,,,18.045,0.0,18.045,0.0,0.0,18.045,18.045,,208.139999,0.085,0.085,0.085,211.470001,0.085,0.085,0.085,
02/28/2005,1396.053955,,,-1221.734009,,174.319946,,-143.992004,,,30.327999,17.746,,1.99,-0.127,0.0,,-19.609,48.073999,-18.379999,29.694,0.0,,,29.694,0.0,29.694,0.0,0.0,29.694,29.694,,208.423996,0.14,0.14,0.145,212.201996,0.14,0.14,0.145,
05/31/2005,1578.36,,,-1380.601,,197.759,,-136.694,,,61.065,-1.059,1.059,1.194,-0.135,0.0,,0.0,60.006,-23.026,36.98,0.0,,,36.98,0.0,36.98,0.0,0.0,36.98,36.98,,208.774,0.175,0.175,0.175,211.964,0.175,0.175,0.175,
08/31/2005,1633.853,,,-1425.269,,208.584,,-147.577,,,61.007,-0.184,0.184,0.375,-0.191,0.0,,0.0,60.823,-23.187,37.636,0.0,,,37.636,0.0,37.636,0.0,0.0,37.636,37.636,,209.056,0.18,0.18,0.18,212.592,0.175,0.175,0.175,
11/30/2005,1423.98,,,-1246.807,,177.173,,-139.38,,,37.793,-0.168,0.168,0.43,-0.262,0.0,,0.0,37.625,-14.694,22.931,0.0,,,22.931,0.0,22.931,0.0,0.0,22.931,22.931,,209.454,0.11,0.11,0.11,213.014,0.11,0.11,0.11,
02/28/2006,1623.774,,,-1416.576,,207.198,,-94.597,,,112.601,-53.454,1.659,2.094,-0.435,0.0,,51.795,59.147,-22.474,36.673,0.0,,,36.673,0.0,36.673,0.0,0.0,36.673,36.673,,209.796,0.17,0.17,0.17,213.322,0.17,0.17,0.17,
05/31/2006,1885.139,,,-1636.884,,248.255,,-154.572,,,93.683,-1.68,1.68,1.947,-0.267,0.0,,0.0,92.003,-35.227,56.776,0.0,,,56.776,0.0,56.776,0.0,0.0,56.776,56.776,,210.53,0.27,0.27,0.27,214.112,0.265,0.265,0.265,
08/31/2006,1929.542,,,-1676.177,,253.365,,-163.537,,,89.828,-2.035,2.035,2.335,-0.3,0.0,,0.0,87.793,-33.529,54.264,0.0,,,54.264,0.0,54.264,0.0,0.0,54.264,54.264,,211.832,0.255,0.255,0.235,215.302,0.25,0.25,0.23,
11/30/2006,1768.147,,,-1539.538,,228.609,,-155.344,,,73.265,0.239,-0.239,0.167,-0.406,0.0,,0.0,73.504,-28.085,45.419,0.0,,,45.419,0.0,45.419,0.0,0.0,45.419,45.419,,213.022,0.215,0.215,0.215,217.766,0.21,0.21,0.21,
02/28/2007,1882.828,,,-1641.995,,240.833,,-101.604,,,139.229,-69.18,0.694,0.924,-0.23,0.0,,68.486,70.049,-27.911,42.138,0.0,,,42.138,0.0,42.138,0.0,0.0,42.138,42.138,2.17,214.482,0.2,0.2,0.21,219.828,0.19,0.19,0.2,
05/31/2007,2147.134,,,-1862.913,,284.221,,-176.746,,,107.475,-1.638,1.638,2.016,-0.378,0.0,,0.0,105.837,-40.482,65.355,0.0,,,65.355,0.0,65.355,0.0,0.0,65.355,65.355,,215.293,0.3,0.3,0.3,220.13,0.3,0.3,0.3,
08/31/2007,2122.53,,,-1834.336,,288.194,0.0,-214.196,214.196,0.0,73.998,33.447,0.705,0.95,-0.245,,,-34.152,107.445,-42.45,64.995,0.0,,,64.995,0.0,64.995,0.0,0.0,64.995,64.995,,215.891,0.3,0.3,0.3,220.58,0.29,0.29,0.29,
11/30/2007,1885.3,,,-1642.417,,242.883,0.0,-210.508,210.508,0.0,32.375,16.588,-0.241,0.044,-0.285,,,-16.347,48.963,-19.117,29.846,0.0,,,29.846,0.0,29.846,0.0,0.0,29.846,29.846,,216.301,0.14,0.14,0.14,220.558,0.14,0.14,0.14,
02/29/2008,2044.607,,,-1787.48,,257.127,,-220.816,433.668,-212.852,36.311,-1.487,1.487,1.945,-0.458,0.0,,0.0,34.824,-12.995,21.829,0.0,,,21.829,0.0,21.829,0.0,0.0,21.829,21.829,,216.045,0.1,0.1,0.2,220.83,0.1,0.1,0.2,
05/31/2008,2208.763,2141.245,67.518,-1926.049,1926.049,282.714,9.819,-242.984,242.984,0.0,49.549,-1.794,1.794,2.058,-0.264,,,0.0,47.755,-18.197,29.558,0.0,0.0,0.0,29.558,0.0,29.558,0.0,0.0,29.558,33.96768,4.40968,217.094,0.13,0.13,0.156465,220.484,0.13,0.13,0.15,
08/31/2008,1839.054,1777.404,61.65,-1583.141,1583.141,255.913,0.0,-232.289,225.148,7.141,23.624,-1.123,1.123,1.477,-0.354,,,0.0,22.501,-8.495,14.006,0.0,0.0,0.0,14.006,0.0,14.006,0.0,0.0,14.006,14.006,0.0,217.6,0.06,0.06,0.06,219.956,0.06,0.06,0.06,
11/30/2008,1455.632,1403.268,52.364,-1256.396,1256.396,199.236,0.0,-232.842,217.482,15.36,-33.606,-0.79,0.79,1.525,-0.735,,,0.0,-34.396,12.522,-21.874,0.0,0.0,0.0,-21.874,0.0,-21.874,0.0,0.0,-21.874,-17.324,4.55,217.712,-0.1,-0.1,-0.079573,217.712,-0.1,-0.1,-0.079573,
02/28/2009,1470.517,1410.466,60.051,-1240.21,1240.21,230.307,27.968,-196.744,196.744,0.0,61.531,-0.593,0.593,1.026,-0.433,,,0.0,60.938,-23.415,37.523,0.0,0.0,0.0,37.523,0.0,37.523,0.0,0.0,37.523,37.523,0.0,217.747,0.17,0.17,0.17,219.98,0.17,0.17,0.17,
05/31/2009,1834.3,1769.324,64.976,-1558.063,1558.063,276.237,0.0,-227.861,206.225,21.636,48.376,-0.883,0.883,1.066,-0.183,,,0.0,47.493,-18.745,28.748,0.0,0.0,0.0,28.748,0.0,28.748,0.0,0.0,28.748,24.3712,-4.3768,218.004,0.13,0.13,0.111792,218.84,0.13,0.13,0.11,
08/31/2009,2076.671,2006.813,69.858,-1762.122,1762.122,314.549,72.13,-218.122,218.122,0.0,168.557,-1.158,1.158,1.348,-0.19,,,0.0,167.399,-64.428,102.971,0.0,0.0,0.0,102.971,0.0,102.971,0.0,0.0,102.971,102.971,0.0,218.747,0.47,0.47,0.47,221.334,0.46,0.46,0.46,
11/30/2009,1725.977,1672.142,53.835,-1483.114,1483.114,242.863,65.806,-192.14,192.14,0.0,116.529,-0.629,0.629,0.674,-0.045,,,0.0,115.9,-41.311,74.589,0.0,0.0,0.0,74.589,0.0,74.589,0.0,0.0,74.589,74.589,0.0,220.204,0.34,0.34,0.34,223.879,0.33,0.33,0.33,
02/28/2010,1833.245,1775.348,57.897,-1568.024,1568.024,265.221,58.917,-202.204,202.204,0.0,121.934,-0.23,0.23,0.372,-0.142,,,0.0,121.704,-46.344,75.36,0.0,0.0,0.0,75.36,0.0,75.36,0.0,0.0,75.36,75.36,0.0,221.197,0.34,0.34,0.34,224.927,0.33,0.33,0.33,
05/31/2010,2261.912,2199.453,62.459,-1928.364,1928.364,333.548,57.495,-226.692,226.692,0.0,164.351,0.008,-0.008,0.072,-0.08,,,0.0,164.359,-63.24,101.119,0.0,0.0,0.0,101.119,0.0,101.119,0.0,0.0,101.119,101.119,0.0,222.221,0.45,0.45,0.45,226.179,0.44,0.44,0.44,
08/31/2010,2341.88,2270.544,71.336,-1992.762,1992.762,349.118,52.604,-225.236,225.236,0.0,176.486,-1.311,1.311,1.413,-0.102,,,0.0,175.175,-67.29,107.885,0.0,0.0,0.0,107.885,0.0,107.885,0.0,0.0,107.885,107.885,0.0,222.857,0.48,0.48,0.48,226.132,0.48,0.48,0.48,
11/30/2010,2119.129,2056.257,62.872,-1821.219,1821.219,297.91,55.745,-219.707,219.707,0.0,133.948,-0.603,0.603,0.801,-0.198,,,0.0,133.345,-50.981,82.364,0.0,0.0,0.0,82.364,0.0,82.364,0.0,0.0,82.364,82.364,0.0,223.953,0.37,0.37,0.37,228.471,0.36,0.36,0.36,
02/28/2011,2252.633,2183.998,68.635,-1931.981,1931.981,320.652,54.139,-226.906,226.906,0.0,147.885,-8.454,8.454,8.554,-0.1,,,0.0,139.431,-50.677,88.754,0.0,0.0,0.0,88.754,0.0,88.754,0.0,0.0,88.754,88.754,0.0,224.801,0.39,0.39,0.39,229.656,0.39,0.39,0.39,
05/31/2011,2679.417,2611.22,68.197,-2296.322,2296.322,383.095,69.661,-241.655,241.655,0.0,211.101,-8.437,8.437,8.54,-0.103,,,0.0,202.664,-77.164,125.5,0.0,0.0,0.0,125.5,0.0,125.5,0.0,0.0,125.5,125.5,0.0,225.57,0.56,0.56,0.56,230.278,0.54,0.54,0.54,
08/31/2011,2587.819,2519.706,68.113,-2233.544,2233.544,354.275,63.826,-229.887,229.887,0.0,188.214,-8.354,8.354,8.464,-0.11,,,0.0,179.86,-68.706,111.154,0.0,0.0,0.0,111.154,0.0,111.154,0.0,0.0,111.154,111.154,0.0,226.3,0.49,0.49,0.49,230.681,0.48,0.48,0.48,
11/30/2011,2260.514,2202.949,57.565,-1957.295,1957.295,303.219,62.625,-225.765,225.765,0.0,140.079,-8.453,8.359,8.359,0.0,,,0.094,131.626,-49.516,82.11,0.0,0.0,0.0,82.11,0.0,82.11,0.0,0.0,82.11,82.11,0.0,226.446,0.36,0.36,0.36,230.632,0.36,0.36,0.36,
02/29/2012,2475.849,2415.267,60.582,-2137.677,2137.677,338.172,66.073,-243.479,243.479,0.0,160.766,-8.006,8.006,8.351,-0.345,,,0.0,152.76,-57.729,95.031,0.0,0.0,0.0,95.031,0.0,95.031,0.0,0.0,95.031,95.031,0.0,226.822,0.42,0.42,0.42,231.3,0.41,0.41,0.41,
05/31/2012,2774.42,2712.159,62.261,-2392.505,2392.505,381.915,75.179,-253.603,253.603,0.0,203.491,-7.858,7.858,8.143,-0.285,,,0.0,195.633,-74.887,120.746,0.0,0.0,0.0,120.746,0.0,120.746,0.0,0.0,120.746,120.746,0.0,227.773,0.53,0.53,0.53,231.802,0.52,0.52,0.52,
08/31/2012,2758.004,2690.407,67.597,-2390.011,2390.011,367.993,75.676,-254.674,254.674,0.0,188.995,-7.893,7.893,8.152,-0.259,,,0.0,181.102,-69.466,111.636,0.0,0.0,0.0,111.636,0.0,111.636,0.0,0.0,111.636,111.636,0.0,228.366,0.49,0.49,0.49,231.696,0.48,0.48,0.48,
11/30/2012,2602.446,2542.085,60.361,-2257.227,2257.227,345.219,72.454,-257.282,257.282,0.0,160.391,-7.926,7.926,8.065,-0.139,,,0.0,152.465,-57.784,94.681,0.0,0.0,0.0,94.681,0.0,94.681,0.0,0.0,94.681,94.681,0.0,228.904,0.41,0.41,0.41,232.656,0.41,0.41,0.41,
02/28/2013,2827.948,2769.595,58.353,-2458.713,2458.713,369.235,75.958,-265.475,265.475,0.0,179.718,-7.567,7.567,7.997,-0.43,,,0.0,172.151,-64.93,107.221,0.0,0.0,0.0,107.221,0.0,107.221,0.0,0.0,107.221,107.221,0.0,227.329,0.47,0.47,0.47,231.136,0.46,0.46,0.46,
05/31/2013,3311.057,3244.841,66.216,-2862.961,2862.961,448.096,87.019,-290.189,290.189,0.0,244.926,-7.637,7.637,7.878,-0.241,,,0.0,237.289,-90.638,146.651,0.0,0.0,0.0,146.651,0.0,146.651,0.0,0.0,146.651,146.651,0.0,224.618,0.65,0.65,0.65,228.552,0.64,0.64,0.64,
08/31/2013,3245.552,3174.432,71.12,-2810.809,2810.809,434.743,84.422,-283.206,283.206,0.0,235.959,-8.834,7.761,7.761,0.0,,,1.073,227.125,-86.851,140.274,0.0,0.0,0.0,140.274,0.0,140.274,0.0,0.0,140.274,140.274,0.0,223.61,0.63,0.63,0.63,227.634,0.62,0.62,0.62,
11/30/2013,2941.407,2884.185,57.222,-2559.686,2559.686,381.721,83.905,-284.366,284.366,0.0,181.26,-8.06,7.649,7.649,0.0,,,0.411,173.2,-66.748,106.452,0.0,0.0,0.0,106.452,0.0,106.452,0.0,0.0,106.452,106.452,0.0,223.259,0.48,0.48,0.48,227.417,0.47,0.47,0.47,
02/28/2014,3076.283,3038.259,38.024,-2692.142,2692.142,384.141,80.821,-297.454,297.454,0.0,167.508,-7.8,7.546,7.546,0.0,,,0.254,159.708,-60.499,99.209,0.0,0.0,0.0,99.209,0.0,99.209,0.0,0.0,99.209,99.209,0.0,222.85,0.45,0.45,0.45,226.715,0.44,0.44,0.44,
05/31/2014,3750.196,3675.375,74.821,-3248.465,3248.465,501.731,94.615,-313.446,313.446,0.0,282.9,-7.878,7.601,7.601,0.0,,,0.277,275.022,-105.369,169.653,0.0,0.0,0.0,169.653,0.0,169.653,0.0,0.0,169.653,169.653,0.0,220.268,0.77,0.77,0.77,223.632,0.76,0.76,0.76,
08/31/2014,3599.194,3520.379,78.815,-3135.855,3135.855,463.339,92.574,-297.638,297.638,0.0,258.275,-7.634,7.351,7.351,0.0,,,0.283,250.641,-96.123,154.518,0.0,0.0,0.0,154.518,0.0,154.518,0.0,0.0,154.518,141.2538,-13.2642,218.18,0.71,0.71,0.647419,221.07,0.7,0.7,0.64,
11/30/2014,3405.234,3330.752,74.482,-2958.614,2958.614,446.62,89.722,-316.632,316.632,0.0,219.71,-8.874,7.338,7.338,0.0,,,1.536,210.836,-80.787,130.049,0.0,0.0,0.0,130.049,0.0,130.049,0.0,0.0,130.049,130.049,0.0,214.228,0.61,0.61,0.61,217.025,0.6,0.6,0.6,
02/28/2015,3514.092,3391.441,122.651,-3038.255,3038.255,475.837,90.383,-330.009,330.009,0.0,236.211,-3.38,2.184,2.184,0.0,,,1.196,232.831,-89.693,143.138,0.0,0.0,0.0,143.138,0.0,143.138,0.0,0.0,143.138,143.138,0.0,209.655,0.68,0.68,0.68,212.899,0.67,0.67,0.67,
05/31/2015,4014.888,3869.283,145.605,-3471.094,3471.094,543.794,109.108,-349.779,349.779,0.0,303.123,-7.144,7.103,7.103,0.0,,,0.041,295.979,-114.005,181.974,0.0,0.0,0.0,181.974,0.0,181.974,0.0,0.0,181.974,182.02405,0.05005,208.698,0.87,0.87,0.872189,211.652,0.86,0.86,0.860236,
08/31/2015,3884.913,3741.994,142.919,-3363.543,3363.543,521.37,98.279,-330.784,330.784,0.0,288.865,-9.043,7.45,7.45,0.0,,,1.593,279.822,-107.594,172.228,0.0,0.0,0.0,172.228,0.0,172.228,0.0,0.0,172.228,173.35445,1.12645,207.249,0.83,0.83,0.836455,209.648,0.82,0.82,0.825373,
11/30/2015,3544.069,3422.759,121.31,-3079.738,3079.738,464.331,92.316,-337.512,337.512,0.0,219.135,-11.178,10.021,10.021,0.0,,,1.157,207.957,-79.758,128.199,0.0,0.0,0.0,128.199,0.0,128.199,0.0,0.0,128.199,128.199,0.0,201.291,0.64,0.64,0.64,203.383,0.63,0.63,0.63,
02/29/2016,3705.805,3593.632,112.173,-3216.54,3216.54,489.265,92.333,-333.86,333.86,0.0,247.738,-21.552,11.784,11.784,0.0,,0.0,9.768,226.186,-85.159,141.027,0.0,0.0,0.0,141.027,0.0,141.027,0.0,0.0,141.027,146.227,5.2,195.764,0.72,0.72,0.746956,197.383,0.71,0.71,0.736345,
05/31/2016,4126.386,3996.715,129.671,-3553.749,3553.749,572.637,100.758,-380.23,380.23,0.0,293.165,-10.472,11.088,11.088,0.0,,,-0.616,282.693,-107.333,175.36,0.0,0.0,0.0,175.36,0.0,175.36,0.0,0.0,175.36,175.36,0.0,193.531,0.91,0.91,0.91,195.253,0.9,0.9,0.9,
08/31/2016,3997.248,3861.216,136.032,-3451.886,3451.886,545.362,95.969,-366.126,366.126,0.0,275.205,-13.469,13.904,13.904,0.0,,,-0.435,261.736,-99.374,162.362,0.0,0.0,0.0,162.362,0.0,162.362,0.0,0.0,162.362,162.362,0.0,191.539,0.85,0.85,0.85,193.623,0.84,0.84,0.84,
11/30/2016,3701.524,3578.998,122.526,-3198.389,3198.389,503.135,89.359,-356.735,356.735,0.0,235.759,-16.098,15.071,15.071,0.0,,,1.027,219.661,-83.016,136.645,0.0,0.0,0.0,136.645,0.0,136.645,0.0,0.0,136.645,136.645,0.0,189.2,0.72,0.72,0.72,190.818,0.72,0.72,0.72,
02/28/2017,4049.96,3916.197,133.763,-3487.8,3487.8,562.16,82.898,-385.413,385.413,0.0,259.645,-17.33,16.353,16.353,0.0,,,0.977,242.315,-89.712,152.603,0.0,0.0,0.0,152.603,0.0,152.603,0.0,0.0,152.603,152.603,0.0,187.02,0.82,0.82,0.82,189.082,0.81,0.81,0.81,
05/31/2017,4542.334,4396.763,145.571,-3893.396,3893.396,648.938,109.363,-403.503,403.503,0.0,354.798,-16.745,16.838,16.838,0.0,,,-0.093,338.053,-126.351,211.702,0.0,0.0,0.0,211.702,0.0,211.702,0.0,0.0,211.702,211.702,0.0,185.2,1.14,1.14,1.14,186.859,1.13,1.13,1.13,
08/31/2017,4386.64,4241.967,144.673,-3782.635,3782.635,604.005,107.936,-405.062,405.062,0.0,306.879,-16.647,16.836,16.836,0.0,,,-0.189,290.232,-108.808,181.424,0.0,0.0,0.0,181.424,0.0,181.424,0.0,0.0,181.424,181.424,0.0,182.868,0.99,0.99,0.99,184.696,0.98,0.98,0.98,
