Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2008,17.0,21.0,82.0,120.0,,6.0,,6.0,,0.429944,0.531108,2.073849,3.034901,0.156064,0.192784,0.752777,1.101625,
09/30/2008,17.0,11.0,82.0,110.0,,18.0,,18.0,,0.453333,0.293333,2.186667,2.933333,0.159819,0.103413,0.770894,1.034126,
12/31/2008,7e-06,3.0,9.4e-05,,,,,,,0.0,0.100637,3e-06,,0.0,0.031636,0.0,,
03/31/2009,5.0,2.0,90.0,97.0,,,,,-4.0,0.174459,0.069784,3.140265,3.384508,0.053943,0.021577,0.970979,1.046499,
06/30/2009,9.0,-2.0,90.0,97.0,,,,,-4.0,0.299501,-0.066556,2.995008,3.227953,0.094867,-0.021081,0.948667,1.022452,
09/30/2009,14.0,-1.0,95.0,,,,,,1.0,0.456175,-0.032584,3.095471,,0.146413,-0.010458,0.993516,,
12/31/2009,17.0,,93.0,110.0,,,,,,0.603479,,3.301384,3.904863,0.185286,,1.013624,1.19891,
03/31/2010,16.0,,93.0,109.0,,,93.0,93.0,,0.591935,,3.440622,4.032556,0.172302,,1.001508,1.17381,
06/30/2010,28.0,,22.0,,,,,,-23.0,1.07362,,0.843558,,0.304646,,0.239365,,
09/30/2010,36.0,,22.0,,,,22.0,22.0,-23.0,1.333333,,0.814815,,0.389063,,0.237761,,
12/31/2010,40.0,,22.0,,17.0,,93.0,110.0,-23.0,2.528445,0.0,1.390645,,0.4914,0.0,0.27027,,
03/31/2011,32.0,,22.0,54.0,,,,,,2.064516,,1.419355,3.483871,0.388067,,0.266796,0.654863,
06/30/2011,,,22.0,22.0,,,,,,,,1.43136,1.43136,,,0.261345,0.261345,
09/30/2011,,,22.0,22.0,,,,,,,,1.479489,1.479489,,,0.267901,0.267901,
12/31/2011,,,22.0,22.0,,,22.0,,,,,2.96496,2.96496,,,0.301494,0.301494,
03/31/2012,,,22.0,22.0,,,,,,,,2.777778,2.777778,,,0.283871,0.283871,
06/30/2012,,,22.0,22.0,,,,,,,,3.55412,3.55412,,,0.283542,0.283542,
09/30/2012,,,,22.0,,,,,,,,,3.264095,,,,0.313569,
12/31/2012,,,22.0,22.0,,,,,,,,4.11985,4.11985,,,0.32,0.32,
03/31/2013,,,22.0,22.0,,,,,,,,4.444444,4.444444,,,0.324532,0.324532,
06/30/2013,,,22.0,22.0,,,,,,,,4.007286,4.007286,,,0.311526,0.311526,
09/30/2013,,,22.0,22.0,,,,,,,,3.206997,3.206997,,,0.311659,0.311659,
12/31/2013,,,22.0,22.0,,,,,,,,2.795426,2.795426,,,0.316228,0.316228,
03/31/2014,,,22.0,22.0,,,,,,,,2.746567,2.746567,,,0.319767,0.319767,
06/30/2014,,,22.0,22.0,,,,,,,,2.439024,2.439024,,,0.304414,0.304414,
09/30/2014,,,22.0,22.0,,,,,,,,1.620029,1.620029,,,0.298386,0.298386,
12/31/2014,,,,22.0,,,,,,,,0.0,1.950355,,,0.0,0.305216,
03/31/2015,,,22.0,22.0,,,,,,,,2.294056,2.294056,,,0.29459,0.29459,
06/30/2015,,,22.0,22.0,,,,,,,,16.793893,16.793893,,,0.374851,0.374851,
12/31/2015,,,22.0,22.0,,,,,,,,37.931034,37.931034,,,0.388418,0.388418,
09/30/2016,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,
12/31/2016,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,
09/30/2017,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,
12/31/2017,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,
09/30/2018,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,
12/31/2018,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,
09/30/2019,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,
12/31/2019,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,
