Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2007,29.794,4.623,19.424,3.477,0.825,2.75,-0.098,2.27,10.407,,-8.13,-0.007,,-36.564,-36.564,0.0,,,-36.564,,,0.0,0.0,0.0,,,,,0.0,6.966,-0.034,9.5,,,,0.0,0.0,0.0,-2.5,,0.196,,12.603,
06/30/2007,63.594,10.548,37.033,21.384,,7.399,13.985,-5.371,10.64,,-14.902,-1.109,,-70.607,-70.607,0.652,,,-71.259,,,0.0,0.0,0.0,,,,,0.0,16.278,-0.132,8.5,,,,0.0,0.0,0.0,7.91,,9.265,1.8,18.891,
09/30/2007,102.932,18.502,55.036,36.991,,11.46,25.531,-7.597,11.355,,-9.23,-9.722,,-115.028,-116.314,0.096,,,-116.41,,,,,,,,,,1.286,30.842,-0.132,-150.1,,,,173.002,173.002,,8.072,,18.746,2.05,28.233,
12/31/2007,169.769,25.36,76.779,73.277,3.649,13.716,55.912,-5.647,-5.759,,-3.493,3.605,,-160.353,-162.191,3.255,,,-165.446,,,,,,,,,,1.838,19.886,-0.132,-162.949,,,,172.709,172.709,,10.258,,29.302,2.05,34.623,
03/31/2008,69.805,22.365,21.284,32.558,,14.368,18.19,-6.402,-0.281,,-11.619,5.498,,-57.293,-53.306,1.034,,,-54.34,,,0.0,0.0,0.0,,,,,-3.987,-27.244,0.0,-29.408,,,,1.831,1.831,0.0,0.333,,-14.732,0.0,5.753,
06/30/2008,93.143,-14.42,22.01,94.862,,-9.864,104.726,-9.309,-11.722,-7.243,,9.656,,-84.834,-72.434,0.0,,,-72.434,,,0.0,0.0,0.0,,,,,-12.4,7.715,0.0,6.153,,,,2.563,2.688,-0.125,-1.001,,16.024,0.65,4.165,
09/30/2008,156.452,141.928,32.528,-54.177,,82.404,-136.581,36.173,38.212,-7.742,,5.703,,-693.311,-680.528,0.0,,,-680.528,,,0.0,0.0,0.0,,,,,-12.783,559.513,0.0,329.401,,,,244.652,244.652,0.0,-14.54,,22.654,5.314,6.246,
12/31/2008,71.997,128.829,48.09,-104.672,,66.576,-171.248,-0.25,16.305,-1.834,,-14.721,,-110.612,-133.428,0.0,,,-133.428,,,0.0,0.0,0.0,,,,,22.816,1.997,0.0,-0.263,,,,2.26,2.26,0.0,0.0,,-36.618,5.34,11.583,
03/31/2009,40.612,-13.225,50.748,6.808,1.925,-10.871,15.754,-3.719,-31.744,-2.371,15.203,15.193,,-94.513,-131.637,1.0,1.0,0.0,-132.637,-132.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.124,38.556,0.0,35.747,-5.003,100.65,-59.9,2.809,2.809,0.0,0.0,0.0,-15.345,1.065,3.457,
06/30/2009,77.62,-33.218,52.402,61.463,2.188,-28.928,88.203,-3.027,13.343,-4.415,-5.788,-6.167,,-68.315,-92.656,0.004,0.004,0.0,-92.66,-92.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.341,-8.631,0.0,-12.553,-1.803,111.0,-121.75,3.922,4.114,-0.192,0.0,0.0,0.674,3.167,3.454,
09/30/2009,113.846,19.762,54.835,31.223,2.548,17.959,10.716,8.026,8.034,2.807,-4.386,1.571,,-79.05,-95.175,0.0,0.0,0.0,-95.175,-95.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.125,-22.182,0.0,-14.084,0.182,461.0,-475.266,0.835,0.935,-0.1,-8.933,0.0,12.614,1.366,6.38,
12/31/2009,127.468,16.879,38.751,56.004,2.379,-7.302,60.927,3.746,-15.85,8.096,2.931,8.569,,-344.27,-349.096,4.095,4.095,0.0,-353.191,-353.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.826,204.341,0.0,200.605,0.605,486.0,-286.0,3.47,3.47,0.0,0.266,,-12.461,1.701,1.571,
03/31/2010,137.227,67.54,53.843,20.396,2.831,27.829,-10.264,-4.552,-15.963,-3.508,-9.752,24.671,,-135.296,-124.456,0.79,0.79,0.0,-125.246,-125.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.84,1.823,0.0,-223.415,-3.415,109.5,-329.5,225.238,225.457,-0.219,0.0,0.0,3.754,9.808,3.729,
06/30/2010,102.303,124.171,45.927,-35.47,2.871,71.687,-110.028,-45.244,-11.868,-0.326,0.852,-33.902,,-166.079,-167.62,0.0,0.0,0.0,-167.62,-167.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541,92.538,0.0,90.569,72.569,250.5,-232.5,4.268,4.634,-0.366,-2.299,,28.762,6.907,17.978,
