Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,784.096985,7.737,7.737,0.0,120.746002,,,83.102997,,,,,32.568001,,,,,244.154007,395.127014,807.583984,-412.457001,64.820999,79.995003,,,,,79.995003,539.943016,,68.084,68.084,,,,14.139,,,,,,99.685997,,,99.685997,181.908997,238.772995,,,,,75.682999,,,,75.682999,314.455994,496.36499,0.0,107.771004,,,-10.918,,190.878999,287.732002,0.0,287.732002,784.096992,
12/31/1992,768.987,6.025,6.025,0.0,121.851997,,,72.75,,,,,33.57,,,,,234.197006,398.757996,818.765991,-420.007996,67.098,68.933998,,,,,68.933998,534.789993,,62.105999,62.105999,,,,12.807,,,,,,96.727,,,96.727,171.639999,236.621002,,,,,116.07,,,,116.07,352.691002,524.331001,0.0,108.973,,,-10.918,,146.600999,244.655998,0.0,244.655998,768.987,
03/31/1993,809.789978,7.622,7.622,0.0,148.809998,,,82.775002,,,,,40.948002,,,,,280.154999,400.101013,828.713013,-428.612,61.384998,68.149002,,,,,68.149002,529.635014,,84.442001,84.442001,,,,12.188,,,,,,104.987995,,,104.987995,201.617996,239.119003,,,,,116.102997,,,,116.102997,355.222,556.839996,0.0,109.847,,,-10.624,,153.726996,252.949997,0.0,252.949997,809.789993,
06/30/1993,807.018982,5.78,5.78,0.0,151.035004,,,84.285004,,,,,47.217999,,,,,288.317993,394.582001,825.427002,-430.845001,58.699001,65.419998,,,,,65.419998,518.701,,89.405998,89.405998,,,,14.038,,,,,,117.046999,,,117.046999,220.490997,199.899002,,,,,120.559998,,,,120.559998,320.459,540.949997,0.0,110.549004,,,-10.496,,166.016005,266.069008,0.0,266.069008,807.019005,
09/30/1993,836.396973,6.182,6.182,0.0,153.259995,,,95.945,,,,,60.094002,,,,,315.480988,398.875,838.47998,-439.605011,57.051998,64.988998,,,,,64.988998,520.915997,,103.766998,103.766998,,,,15.329,,,,,,119.185007,,,119.185007,238.281006,205.524994,,,,,123.345001,,,,123.345001,328.869995,567.151001,0.0,110.692001,,,-10.369,,168.923001,269.246002,0.0,269.246002,836.397003,
12/31/1993,823.098999,11.902,11.902,0.0,126.948997,,,89.804001,,,,,75.223,,,,,303.877991,375.014008,823.786011,-448.772003,53.480999,90.725998,,,,,90.725998,519.221004,,99.32,99.32,,,,14.417,,,,,,109.451996,,,109.451996,223.188995,190.574005,,,,,139.705994,,,,139.705994,330.279999,553.468994,0.0,111.988998,,,-9.92,,167.561007,269.630005,0.0,269.630005,823.098999,
03/31/1994,859.031006,5.41,5.41,0.0,159.488998,,,98.105003,,,,,81.337997,,,,,344.34201,375.681,834.458008,-458.777008,48.106998,90.901001,,,,,90.901001,514.688999,,119.513,119.513,,,,12.237,,,,,,106.712005,,,106.712005,238.462006,191.798996,,,,,143.419998,,,,143.419998,335.218994,573.681,0.0,113.32,,,-8.742,,180.771998,285.349998,0.0,285.349998,859.030998,
06/30/1994,870.867004,7.289,7.289,0.0,164.910004,,,97.435997,,,,,84.401001,,,,,354.036011,380.990997,851.229004,-470.238007,46.423,89.417,,,,,89.417,516.830997,,114.542,114.542,,,,7.753,,,,,,116.486998,,,116.486998,238.781998,185.934998,,,,,143.748001,,,,143.748001,329.682999,568.464996,0.0,114.013,,,-8.121,,196.510008,302.402008,0.0,302.402008,870.867004,
09/30/1994,866.612,6.874,6.874,0.0,157.554001,,,108.737999,,,,,79.528999,,,,,352.695007,382.175995,863.466003,-481.290009,42.178001,89.563004,,,,,89.563004,513.917,,115.207001,115.207001,,,,9.632,,,,,,107.629002,,,107.629002,232.468002,178.362,,,,,145.994995,,,,145.994995,324.356995,556.824997,0.0,114.051003,,,-8.085,,203.820992,309.786995,0.0,309.786995,866.611992,
12/31/1994,847.856995,8.485,8.485,0.0,132.630005,,,110.862999,,,,,77.542,,,,,329.519989,401.779999,881.71698,-479.937012,37.841999,78.714996,,,,,78.714996,518.336994,,101.153,101.153,,,,3.775,,,,,,110.995004,,,110.995004,215.923004,166.126007,,,,,153.063004,,,,153.063004,319.189011,535.112015,0.0,114.051003,,,-8.085,,206.779,312.745003,0.0,312.745003,847.857018,
03/31/1995,864.302979,5.904,5.904,0.0,170.925995,,,117.282997,,,,,51.312,,,,,345.424988,404.401001,896.257019,-491.855988,35.762001,78.714996,,,,,78.714996,518.877998,,106.974998,106.974998,,,,9.028,,,,,,100.793007,,,100.793007,216.796005,168.061005,,,,,150.315994,,,,150.315994,318.376999,535.173004,0.0,114.103996,,,-8.06,,223.086001,329.129997,0.0,329.129997,864.303001,
06/30/1995,866.237976,5.177,5.177,0.0,155.850006,,,127.819,,,,,51.369999,,,,,340.216003,408.630005,912.103027,-503.472992,33.624001,83.767998,,,,,83.767998,526.022003,,95.030998,95.030998,,,,7.427,,,,,,106.988001,,,106.988001,209.445999,163.072006,,,,,147.556,,,,147.556,310.628006,520.074005,0.0,114.102997,,,-8.06,,240.121005,346.164001,0.0,346.164001,866.238007,
09/30/1995,889.835022,5.373,5.373,0.0,152.184006,,,110.321999,,,,,79.483002,,,,,347.362,422.846008,939.460999,-516.61499,30.914,88.712997,,,,,88.712997,542.473005,,112.927002,112.927002,,,,7.45,,,,,,108.106992,,,108.106992,228.483994,164.057999,,,,,146.945007,,,,146.945007,311.003006,539.487,0.0,114.103996,,,-8.06,,244.304004,350.348,0.0,350.348,889.834999,
12/31/1995,765.653015,4.807,4.807,0.0,135.514999,,,74.955002,,,,,42.43,,,,,257.707001,161.876007,369.625,-207.748993,0.0,346.070007,,,,,346.070007,507.946014,,71.612999,71.612999,,,,4.933,,,,,,44.547003,,,44.547003,121.093002,190.938004,,,,,81.258003,,,,81.258003,272.196007,393.289009,0.0,114.125,,,-8.013,,266.252013,372.364014,0.0,372.364014,765.653023,
03/31/1996,1017.927002,4.171,4.171,0.0,188.229004,,,113.314003,,,,,97.594002,,,,,403.308014,459.291992,1010.156006,-550.864014,24.419001,130.908005,,,,,130.908005,614.618998,,138.044998,138.044998,,,,3.975,,,,,,88.362998,,,88.362998,230.382996,216.386002,,,,,172.656006,,,,172.656006,389.042007,619.425003,0.0,114.125,,,-8.013,,280.135985,386.247986,12.254,398.501986,1017.926989,
06/30/1996,1016.544983,4.24,4.24,0.0,178.649002,,,99.806,,,,,82.726997,,,,,365.421997,485.122986,1039.718018,-554.594971,22.24,143.759995,,,,,143.759995,651.12298,,148.727997,148.727997,,,,6.183,,,,,,86.676009,,,86.676009,241.587006,198.223999,,,,,175.177002,,,,175.177002,373.401001,614.988007,0.0,114.139,,,-7.992,,295.409999,401.556999,0.0,401.556999,1016.545006,
09/30/1996,1085.416992,7.252,7.252,0.0,164.807007,,,117.093002,,,,,88.960999,,,,,378.113007,522.382019,1092.947021,-570.565002,20.302,164.619995,,,,,164.619995,707.304014,,162.199997,162.199997,,,,8.814,,,,,,95.574992,,,95.574992,266.588989,230.363998,,,,,177.921005,,,,177.921005,408.285004,674.873993,0.0,114.139,,,-7.992,,304.395992,410.542992,0.0,410.542992,1085.416985,
12/31/1996,871.151978,6.405,6.405,0.0,121.570999,,,80.445,,,,,16.952999,,,,,225.373993,182.600006,407.015991,-224.416,0.0,463.178009,,,,,463.178009,645.778015,,66.514,66.514,,,,11.932,,,,,,46.106002,,,46.106002,124.552002,238.445999,,,,,83.514999,,,,83.514999,321.960998,446.513,0.0,114.494003,,,-7.815,,317.959989,424.638992,0.0,424.638992,871.151992,
03/31/1997,1091.509033,2.803,2.803,0.0,140.304001,,,89.566002,,,,,123.875,,,,,356.548004,192.125,420.597992,-228.473007,0.0,542.835999,,,,,542.835999,734.960999,,76.830002,76.830002,,,,384.571991,,,,,,48.884018,,,48.884018,510.286011,103.070999,,,,,81.787003,,,,81.787003,184.858002,695.144012,0.0,116.349998,,,-53.779999,,333.795013,396.365013,0.0,396.365013,1091.509026,
06/30/1997,816.619019,220.328995,220.328995,0.0,135.080002,,,90.220001,,,,,17.26,,,,,462.889008,198.798996,431.52301,-232.723999,0.0,154.931,,,,,154.931,353.729996,,61.402,61.402,,,,5.225,,,,,,111.436995,,,111.436995,178.063995,105.747002,,,,,87.338997,,,,87.338997,193.085999,371.149994,0.0,116.696999,,,-108.383003,,437.155006,445.469002,0.0,445.469002,816.618996,
09/30/1997,768.888,185.026,185.026,0.0,130.865,130.865,,84.366,46.359,14.681,51.737,-28.411,17.482,,,,,417.739,201.991,440.407,-238.416,0.0,149.158,52.211,52.211,0.0,22.924,74.023,351.149,,64.356,64.356,,,,5.625,,,,,,80.306,,,80.306,150.287,100.985,,,,,87.51,,,,87.51,188.495,338.782,0.0,117.218,,,-131.681,453.23,-8.661,430.106,0.0,430.106,768.888,
12/31/1997,716.515991,145.895996,145.895996,0.0,126.232002,,,79.049004,,,,,14.551,,,,,365.727997,207.755997,450.147003,-242.391006,0.0,143.031998,,,,,143.031998,350.787995,,61.299,61.299,,,,5.59,,,,,,60.993004,,,60.993004,127.882004,100.972,,,,,87.957001,,,,87.957001,188.929001,316.811005,0.0,117.595001,,,-182.824997,,464.934982,399.704986,0.0,399.704986,716.515991,
03/31/1998,703.447021,110.287003,110.287003,0.0,144.162994,,,79.132004,,,,,15.448,,,,,349.029999,208.266998,454.744995,-246.477997,0.0,146.149994,,,,,146.149994,354.416992,,63.717999,63.717999,,,,5.598,,,,,,60.764995,,,60.764995,130.080994,101.605003,,,,,84.934998,,,,84.934998,186.540001,316.620995,0.0,117.781998,,,-203.005997,,472.050003,386.826004,0.0,386.826004,703.446999,
06/30/1998,696.622986,99.671997,99.671997,0.0,146.764008,,,78.158997,47.686001,17.923,12.55,,13.897,,,,,338.492004,207.737,458.255005,-250.518005,0.0,150.393997,50.924999,,,,99.468998,358.130997,,57.137001,57.137001,,,,5.566,,,,,,55.478998,,,55.478998,118.181999,100.190002,,,,,85.384003,,,,85.384003,185.574005,303.756004,0.0,118.342003,,,-207.468994,,481.993988,392.866997,0.0,392.866997,696.623001,
09/30/1998,762.565,26.191,26.191,0.0,146.769,146.769,,86.985,46.69,16.202,52.919,-28.826,24.35,,,,,284.295,232.611,488.471,-255.86,0.0,245.659,141.493,141.493,0.0,31.253,72.913,478.27,,74.869,74.869,,,,4.629,,,,,,63.002,,,63.002,142.5,126.933,,,,,99.999,,,,99.999,226.932,369.432,0.0,118.63,,,-216.01,492.038,-1.525,393.133,0.0,393.133,762.565,
12/31/1998,736.57,37.66538,37.66538,0.0,113.098,,,87.216,40.92,16.861,51.057,-21.622,29.898,,,,,267.878,204.456,405.545,-201.089,0.0,264.236,143.682,,,,120.554,468.692,,51.074,51.074,,,,4.629,,,,,,56.943,,,56.943,112.646,131.203,,,,,91.628,,,,91.628,222.831,335.477,0.0,118.621,,,-215.994,,498.466,401.093,0.0,401.093,736.57,
03/31/1999,795.179993,17.552,17.552,0.0,171.440994,,,100.830002,51.112,18.806,59.688,-28.775999,15.94,,,,,305.763,253.106003,518.679993,-265.574005,0.0,236.311005,146.602005,,,,89.709,489.417007,,77.244003,77.244003,,,,4.629,,,,,,68.695997,,,68.695997,150.569,131.535004,,,,,106.514,,,,106.514,238.049004,388.618004,0.0,118.834,,,-218.602997,,506.330994,406.561996,0.0,406.561996,795.18,
06/30/1999,807.988,31.703,31.703,0.0,165.335,165.335,,102.392,50.057,19.619,59.815,-27.099,16.275,,,,,315.705,254.482,525.509,-271.027,0.0,237.801,145.551,145.551,0.0,,92.25,492.283,,83.223,83.223,,,,4.629,,,,,,65.676,,,65.676,153.528,131.212,,,,,105.633,,,,105.633,236.845,390.373,0.0,118.918,,,-218.535,519.693,-2.461,417.615,0.0,417.615,807.988,
09/30/1999,1096.881,10.079,10.079,,226.12,226.12,,162.225,53.156,40.018,95.191,-26.14,18.394,,,,,416.818,331.533,617.258,-285.725,,348.53,253.384,253.384,0.0,,95.146,680.063,,102.443,102.443,,,,4.629,,,,,,96.777,,,96.777,203.849,344.354,,,,,120.18,,,,120.18,464.534,668.383,0.0,119.61,,,-218.113,529.273,-2.272,428.498,,428.498,1096.881,
12/31/1999,1063.986,14.761,14.761,0.0,183.442,,,163.443,43.319,40.197,99.335,-19.408,26.981,,,,,388.627,283.493,518.741,-235.248,0.0,391.866,251.085,,,,140.781,675.359,,81.221,81.221,,,,9.629,9.629,0.0,0.0,,,77.59,,,77.59,168.44,351.251,351.251,0.0,0.0,,113.211,,,,113.211,464.462,632.902,0.0,120.467,,,-217.349,,527.966,431.084,0.0,431.084,1063.986,
03/31/2000,1113.894,5.132,5.132,0.0,224.351,,,170.002,43.519,39.892,105.999,-19.408,33.713,,,,,433.198,284.216,527.826,-243.61,0.0,396.48,249.771,,,,146.709,680.696,,101.346,101.346,,,,10.273,10.273,0.0,0.0,,,77.288,,,77.288,188.907,364.785,364.785,0.0,0.0,,118.01,,,,118.01,482.795,671.702,0.0,120.652,,,-217.241,,538.781,442.192,0.0,442.192,1113.894,
06/30/2000,1110.784,8.308,8.308,0.0,221.247,,,165.745,41.356,36.526,107.271,-19.408,34.759,,,,,430.059,283.698,535.993,-252.295,0.0,397.027,248.04,,,,148.987,680.725,,103.296,103.296,,,,9.629,9.629,0.0,0.0,,,76.847,,,76.847,189.772,344.8,344.8,0.0,0.0,,119.609,,,,119.609,464.409,654.181,0.0,120.693,,,-217.222,,553.132,456.603,0.0,456.603,1110.784,
09/30/2000,1091.978,8.496,8.496,0.0,186.891,186.891,,171.547,40.95,35.66,111.995,-17.058,44.264,,,,,411.198,281.21,541.323,-260.113,0.0,399.57,246.555,246.555,0.0,,153.015,680.78,,97.986,97.986,,,,9.629,9.629,0.0,0.0,,,70.645,,,70.645,178.26,321.662,321.662,0.0,0.0,,130.205,,,,130.205,451.867,630.127,0.0,120.848,,,-216.45,563.551,-6.098,461.851,0.0,461.851,1091.978,
12/31/2000,1064.868,15.287,15.287,0.0,169.117,169.117,,169.63,41.051,37.186,109.702,-18.309,43.347,,,,,397.381,282.835,542.018,-259.183,0.0,384.652,244.821,244.821,0.0,,139.831,667.487,,91.78,91.78,,,,11.129,11.129,0.0,0.0,,,67.522,,,67.522,170.431,316.372,316.372,0.0,0.0,,129.67,,,,129.67,446.042,616.473,0.0,120.962,,,-216.366,549.237,-5.438,448.395,0.0,448.395,1064.868,
03/31/2001,1052.151001,13.058,13.058,0.0,202.718002,,,169.809006,40.796001,38.151001,109.170998,-18.309,28.919001,,,,,414.503998,282.304993,549.851013,-267.54599,0.0,355.34201,243.087997,,,,112.254013,637.647003,,97.681999,97.681999,,,,11.129,11.129,0.0,0.0,,,67.676001,,,67.676001,176.487,295.705994,295.705994,0.0,0.0,,127.250999,,,,127.250999,422.956993,599.443993,0.0,121.113998,,,-216.182999,,547.775986,452.706985,0.0,452.706985,1052.150978,
06/30/2001,1048.092041,15.187,15.187,0.0,198.225998,,,158.863998,41.936001,36.192001,99.044998,-18.309,40.464001,,,,,412.740997,278.830994,555.366028,-276.535004,0.0,356.519989,241.421005,,,,115.098984,635.350983,,101.587997,101.587997,,,,11.129,11.129,0.0,0.0,,,66.33,,,66.33,179.046997,275.888,275.888,0.0,0.0,,128.835999,,,,128.835999,404.723999,583.770996,0.0,121.822998,,,-214.996002,,557.493988,464.320984,0.0,464.320984,1048.09198,
09/30/2001,1026.33,12.841,12.841,0.0,175.258,175.258,,158.012,41.601,35.293,98.587,-18.309,46.896,,,,,393.007,277.022,563.053,-286.031,0.0,356.301,239.854,239.854,0.0,,116.447,633.323,,96.333,96.333,,,,13.272,13.272,0.0,0.0,,,71.02,,,71.02,180.625,260.508,260.508,0.0,0.0,,127.772,,,,127.772,388.28,568.905,0.0,121.95,,,-214.814,559.617,-9.328,457.425,0.0,457.425,1026.33,
12/31/2001,1293.923,20.759,20.759,0.0,209.871,209.871,,194.706,58.375,40.21,120.231,-24.11,52.238,,,,,477.574,355.298,637.503,-282.205,0.0,461.051,301.924,301.924,0.0,,159.127,816.349,,131.073,131.073,,,,16.552,16.552,0.0,0.0,,,108.325,,,108.325,255.95,390.385,390.385,0.0,0.0,,195.71,,,,195.71,586.095,842.045,0.0,122.08,,,-214.764,551.42,-6.858,451.878,0.0,451.878,1293.923,
03/31/2002,1305.222046,21.851,21.851,0.0,237.690002,,,192.578003,54.305,37.228001,125.154999,-24.110001,35.334,,,,,487.453003,348.987,641.804016,-292.816986,0.0,468.782013,302.203003,295.722992,6.480011,,166.57901,817.769012,,138.190994,138.190994,,,,13.272,13.272,0.0,0.0,,,111.888995,,,111.888995,263.35199,378.867004,378.867004,0.0,0.0,,196.854004,,,,196.854004,575.721008,839.072998,0.0,122.932999,,,-214.417007,,557.633011,466.149002,0.0,466.149002,1305.222,
06/30/2002,1311.115967,26.443001,26.443001,0.0,239.029999,,,191.134995,52.318001,35.755001,127.171997,-24.110001,33.747002,,,,,490.355011,346.096985,652.265991,-306.169006,0.0,474.664001,302.102997,295.692993,6.410004,,172.561005,820.760986,,136.009995,136.009995,,,,12.472,12.472,0.0,0.0,,,112.203003,,,112.203003,260.684998,242.044006,242.044006,0.0,0.0,,203.375,,,,203.375,445.419006,706.104004,0.0,141.464005,,,-105.362999,,568.911003,605.012009,0.0,605.012009,1311.116013,
09/30/2002,1307.438,32.942,32.942,0.0,208.258,208.258,,196.696,54.262,36.255,130.289,-24.11,38.341,,,,,476.237,351.538,668.15,-316.612,0.0,479.663,302.048,295.709,6.339,,177.615,831.201,,130.059,130.059,,,,11.671,11.671,0.0,0.0,,,123.519,,,123.519,265.249,220.36,220.36,0.0,0.0,,207.836,,,,207.836,428.196,693.445,0.0,140.438,,,-97.894,581.334,-9.885,613.993,0.0,613.993,1307.438,
12/31/2002,1224.857,32.847,32.847,0.0,215.481,,,200.351,58.306,39.691,130.685,0.0,39.572,,,,,488.251,362.73,686.18,-323.45,0.0,373.876,309.151,302.41,6.741,,64.725,736.606,,131.423,131.423,,,,11.671,11.671,0.0,0.0,,,118.585,,,118.585,261.679,239.084,239.084,0.0,0.0,,213.042,,,,213.042,452.126,713.805,0.0,140.457,,,-96.015,588.5,-121.89,511.052,0.0,511.052,1224.857,
03/31/2003,1265.647,27.501,27.501,0.0,246.129,,,217.689,59.34,42.765,143.915,0.0,44.297,,,,,535.616,355.107,691.745,-336.638,0.0,374.924,309.084,302.413,6.671,,65.84,730.031,,150.87,150.87,,,,11.671,11.671,0.0,0.0,,,115.615,,,115.615,278.156,253.438,253.438,0.0,0.0,,212.011,,,,212.011,465.449,743.605,0.0,140.475,,,-95.828,,477.395,522.042,0.0,522.042,1265.647,
06/30/2003,1310.1,34.8,34.8,0.0,272.5,272.5,,233.2,66.1,45.2,150.2,0.0,41.7,,,,,582.2,352.3,702.4,-350.1,0.0,375.6,309.0,302.4,6.6,,66.6,727.9,,162.7,162.7,,,,10.9,10.9,0.0,0.0,,,110.2,,,110.2,283.8,269.2,269.2,0.0,0.0,,209.7,,,,209.7,478.9,762.7,0.0,140.4,,,-93.8,613.9,-113.1,547.4,0.0,547.4,1310.1,
09/30/2003,1274.099976,35.400002,35.400002,0.0,225.699997,225.699997,,248.699997,68.0,46.099998,162.899994,0.0,35.900002,,,,,545.700012,352.200012,713.599976,-361.399994,0.0,376.200012,309.0,302.399994,6.600006,,67.200012,728.400024,,148.100006,148.100006,,,,8.6,8.6,0.0,0.0,,,100.299994,,,100.299994,257.0,259.799988,259.799988,0.0,0.0,,209.100006,,,,209.100006,468.899994,725.899994,0.0,140.399994,,,-92.300003,615.5,-115.400009,548.199982,0.0,548.199982,1274.099976,
03/31/2004,1327.3,8.1,8.1,0.0,289.1,289.1,,246.9,76.9,51.8,143.9,0.0,52.4,,,,,596.4999,354.8,727.2,-372.4,0.0,376.0,311.8,303.8,8.0,,64.2,730.8,,163.6,163.6,,,,120.4,120.4,0.0,0.0,,,89.2,,,89.2,373.2,167.9,167.9,0.0,0.0,,193.6,,,,193.6,361.5,734.7,0.0,140.2,,,-87.3,630.2,-90.5,592.6,0.0,592.6,1327.3,
06/30/2004,1344.5,16.2,16.2,0.0,306.3,306.3,,255.1,78.8,50.4,151.6,0.0,41.8,,,,,619.4,349.2,733.5,-384.3,0.0,375.9,311.8,303.8,8.0,,64.1,725.1,,175.0,175.0,,,,8.6,8.6,0.0,0.0,,,89.1,,,89.1,272.7,280.7,280.7,0.0,0.0,,194.4,,,,194.4,475.1,747.8,0.0,140.0,,,-86.4,643.2,-100.1,596.7,0.0,596.7,1344.5,
09/30/2004,1320.9,21.8,21.8,0.0,273.0,273.0,,261.6,78.3,45.8,163.2,0.0,40.8,,,,,597.2,347.2,743.0,-395.8,0.0,376.5,311.6,303.8,7.8,,64.9,723.7,,148.2,148.2,,,,8.6,8.6,0.0,0.0,,,87.2,,,87.2,244.0,286.4,286.4,0.0,0.0,,192.2,,,,192.2,478.6,722.6,0.0,139.4,,,-84.6,641.5001,-98.0001,598.3,0.0,598.3,1320.9,
