Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
07/29/1989,48.936104,32.5995,32.5995,,3.905213,0.388994,0.293164,0.18,0.18,,0.18,0.18,0.18,0.093333,0.005798,,0.345777,4.057638,,
10/28/1989,32.649181,32.632999,32.632999,,6.282444,0.772837,0.668802,0.41,0.41,,0.41,0.41,0.41,0.1,0.295866,,0.434314,6.405,,
01/27/1990,32.637993,32.619999,32.619999,,6.884488,0.852882,0.743501,0.46,0.46,,0.46,0.46,0.46,0.1,0.584764,,0.782585,6.77416,,
04/28/1990,32.758999,32.698498,32.698498,,4.884842,0.265517,0.144563,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.386256,,0.534265,6.727373,,
07/28/1990,32.765999,32.759998,32.759998,,4.463401,0.39014,0.275519,0.16,0.16,,0.16,0.16,0.16,0.1,-0.66862,,0.063145,6.792743,,
10/27/1990,32.765999,32.765999,32.765999,,6.655588,0.71562,0.593725,0.35192,0.35,,0.35192,0.35,0.35,0.1,0.635628,,0.051456,7.037387,,
01/31/1991,32.780998,32.773998,32.773998,,6.048148,0.582382,0.458016,0.13,0.13,,0.13,0.13,0.13,0.1,0.850186,,0.530612,7.067753,,
04/27/1991,32.976002,32.878502,32.878502,,4.264701,0.021169,-0.102833,0.43,0.43,0.43,0.43,0.43,0.43,0.1,0.040513,,0.240084,7.084364,,
07/27/1991,33.164001,32.945999,32.945999,,5.062071,0.438718,0.297456,0.17,0.17,,0.17,0.17,0.17,0.1,0.106993,,0.461374,7.113376,,
10/26/1991,33.272999,33.169998,33.169998,,8.406934,0.921495,0.710974,0.38,0.38,,0.38,0.38,0.38,0.1,-1.533464,,0.829411,7.422325,,
01/31/1992,33.273998,33.272999,33.272999,,9.205212,0.903195,0.653262,0.36,0.36,,0.36,0.36,0.36,0.1,1.770234,,1.070235,7.65141,,
05/02/1992,33.276001,33.275002,33.275002,,8.063681,0.800661,0.56592,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.836694,,1.045048,7.839314,,
08/01/1992,33.275814,33.276001,33.276001,,6.380334,0.514335,0.285251,0.14,0.14,,0.14,0.14,0.14,0.1,-0.840816,,0.650172,7.880288,,
10/31/1992,33.202656,33.215,33.215,,9.689959,0.972332,0.766702,0.43,0.43,,0.43,0.43,0.43,0.1,1.442541,,0.827103,8.166214,,
01/31/1993,33.217999,33.206001,33.206001,,10.108293,0.984762,0.742938,0.43,0.43,,0.43,0.43,0.43,0.1,0.732398,,0.238666,8.484165,,
05/01/1993,33.217999,33.217999,33.217999,,7.582787,0.804112,0.565747,0.32,0.32,0.32,0.32,0.32,0.32,0.11,1.022157,,1.725149,8.691071,,
07/31/1993,33.411732,33.314999,33.314999,,5.823053,0.216779,-0.023143,-0.08,-0.08,,-0.08,-0.08,-0.08,0.11,-0.848327,,0.885258,8.43985,,
10/30/1993,33.414001,33.412998,33.412998,,9.650885,1.047916,0.820459,0.46,0.46,,0.46,0.46,0.46,0.11,0.838626,,0.64051,8.783025,,
01/31/1994,33.415001,33.415001,33.415001,,8.978812,0.78381,0.541134,0.3,0.3,,0.3,0.3,0.3,0.11,0.260602,,0.696214,8.976417,,
04/30/1994,33.410999,33.414001,33.414001,,7.484258,0.528222,0.288113,0.15,0.15,0.15,0.15,0.15,0.15,0.11,0.637248,,0.316303,8.963904,,
07/30/1994,33.529999,33.470001,33.470001,,6.347894,0.438363,0.138751,0.03,0.03,,0.03,0.03,0.03,0.11,-0.089423,,0.4017,8.847331,,
10/29/1994,33.528,33.528999,33.528999,,10.354022,1.126816,0.79892,0.46,0.46,,0.46,0.46,0.46,0.11,0.228548,,0.227989,9.219429,,
01/31/1995,33.537998,33.536999,33.536999,,10.821213,0.966932,0.667949,0.33,0.33,,0.33,0.33,0.33,0.11,0.559293,,0.006977,9.381627,,
04/29/1995,33.533001,33.535,33.535,,9.051051,0.187148,0.164723,0.02,0.02,0.02,0.02,0.02,0.02,0.11,1.197883,,0.727403,9.293889,,
07/29/1995,33.598,33.567001,33.567001,,6.875473,0.012542,-0.202848,-0.19,-0.19,,-0.19,-0.19,-0.19,0.11,-0.955462,-1.076772,0.171052,8.972707,,
10/28/1995,33.584999,33.589001,33.589001,,8.787699,0.438804,0.253506,0.1,0.1,0.1,0.1,0.1,0.1,0.11,-0.958022,-1.165977,0.087063,8.953194,,
01/31/1996,33.581001,33.583,33.583,,10.29107,0.38981,0.178364,0.03,0.03,0.03,0.03,0.03,0.03,0.05,1.637733,1.252836,0.353682,8.928322,,
04/27/1996,33.498001,33.563999,33.563999,,7.77747,-0.238559,-0.487755,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,0.0,1.541354,1.254946,0.59514,8.345573,,
07/27/1996,33.495998,33.497002,33.497002,,6.717795,-0.074126,-0.295698,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,,-0.475893,-0.582231,0.230207,8.094191,,
10/26/1996,33.493,33.494999,33.494999,,10.362144,0.64953,0.432781,0.2,0.2,0.2,0.2,0.2,0.2,,0.239379,0.03702,0.291971,8.29848,,
01/31/1997,33.470001,33.48,33.48,,9.872521,0.626374,0.403017,0.19,0.19,0.19,0.19,0.19,0.19,,0.432616,0.273477,0.040514,8.490021,,
05/03/1997,33.373001,33.453999,33.453999,,8.321845,0.386591,0.176003,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.439858,0.231602,0.373026,8.499475,,
08/02/1997,33.367001,33.368999,33.368999,,6.264407,0.047919,-0.201834,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,,0.275675,0.156043,0.248569,8.300776,,
11/01/1997,32.970001,33.171001,33.171001,,9.504838,0.692744,0.435953,0.25,0.25,0.25,0.25,0.25,0.25,,-0.136927,-0.326128,0.290112,8.564756,,
01/31/1998,32.256001,32.741001,32.741001,,9.413335,0.643077,0.396872,0.21,0.21,0.21,0.21,0.21,0.21,,1.434226,1.265783,0.454303,8.850539,,
05/02/1998,31.976999,32.191002,32.191002,,8.449504,0.251033,0.172533,-0.26,-0.26,0.08,-0.26,-0.26,0.08,,0.545836,0.372309,0.799387,8.562623,,
08/01/1998,31.582001,31.808001,31.808001,,6.975509,0.075138,-0.079886,-1.86,-1.86,-0.12,-1.86,-1.86,-0.12,0.0,0.328188,0.233526,0.326578,6.470268,6.470268,
10/31/1998,31.587999,31.583,31.583,,9.168382,0.84783,0.667289,0.19,0.19,0.33,0.19,0.19,0.33,0.0,-0.310832,-0.49609,0.228283,6.558662,6.558662,
01/31/1999,31.41,31.584,31.584,,9.185505,0.663311,0.599829,0.18,0.18,0.32,0.18,0.18,0.32,0.0,1.118161,1.02362,0.279529,6.921299,6.921299,
05/01/1999,31.049,31.298,31.298,,8.211259,0.690044,0.565819,0.39,0.39,0.27,0.39,0.39,0.27,,0.940316,0.773979,0.882637,7.268704,7.268704,
07/31/1999,30.139999,31.033001,30.705,,7.371991,0.193975,0.071356,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.732682,0.577886,1.052488,7.111015,7.111015,
10/22/1999,29.284,30.188999,29.851,,9.676561,0.997588,0.81468,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.070483,-0.138287,0.024006,7.361426,7.361426,
01/31/2000,28.469,29.382999,29.034,,11.822209,1.082489,0.903045,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.290866,1.130537,0.059328,7.77681,,
07/29/2000,27.707001,27.898001,27.691999,,8.357468,0.315615,0.13856,0.06,0.06,0.06,0.06,0.06,0.06,0.0,-0.373646,-0.527734,0.209694,8.128343,,
10/28/2000,27.364,27.926001,27.639,,10.76714,1.06972,0.881291,0.51,0.51,0.51,0.51,0.51,0.51,0.0,0.645284,0.334853,0.280295,8.558763,,
01/31/2001,26.987,27.214001,27.149,,12.854028,1.057755,0.870014,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.317986,0.087222,0.703302,9.197354,,
04/28/2001,26.540001,26.926001,26.792,,11.756382,1.080882,0.744588,0.37,0.37,0.37,0.37,0.37,0.37,0.0,1.07547,0.773179,1.267068,9.541371,,
07/28/2001,26.688,26.841,26.618,,9.809715,0.437937,0.242956,0.08,0.08,0.08,0.08,0.08,0.08,0.0,-2.135698,-2.235179,0.06902,9.646058,,
10/27/2001,26.669001,26.948,26.707001,,13.300744,1.114539,0.969222,0.59,0.59,0.59,0.58,0.58,0.58,0.0,-0.90377,-1.43468,0.469871,10.176497,,
01/31/2002,26.702,26.889999,26.688999,,14.609128,0.717112,0.385102,0.27,0.27,0.254,0.27,0.27,0.254,0.0,0.895125,0.541047,0.241967,10.436072,,
04/27/2002,26.472,26.373001,26.61,,12.005449,0.686659,0.628222,0.45,0.45,0.45,0.45,0.45,0.45,0.0,3.990342,3.794589,0.76511,10.840548,7.774819,
07/27/2002,26.417999,26.569,26.476,,10.470993,0.374037,0.17582,0.1,0.1,0.1,0.1,0.1,0.1,,0.773908,0.692741,0.219774,11.176282,,
10/26/2002,25.85,26.217,26.202,,11.570071,0.831272,0.650447,0.52,0.43,0.43,0.52,0.43,0.43,,-0.175635,-0.366766,0.266847,11.807853,,
01/31/2003,25.692,25.845,25.792,,17.465765,1.401093,1.239105,0.12,0.116935,1.403,0.12,0.104098,1.4,0.0,2.633336,2.460143,2.103651,11.971781,,
05/03/2003,25.659,25.827,25.715,,10.157107,0.306242,0.161579,0.2,0.12,0.12,0.2,0.12,0.12,0.0,0.922574,0.721135,2.443509,12.080556,10.205152,
08/02/2003,24.914,25.382999,25.326,,8.106017,0.191463,0.053937,0.05,0.01,0.01,0.05,0.01,0.01,0.0,0.13342,0.061794,1.908445,11.986795,10.098097,
11/01/2003,24.496,24.830999,24.742001,,10.908576,0.623434,0.478862,0.4,0.33,0.33,0.4,0.33,0.33,0.07,0.136974,-0.061151,1.109446,12.460851,12.321808,
01/31/2004,23.907,24.506,24.292,,18.273588,1.559073,1.361189,0.87,0.87,0.87,0.86,0.86,0.86,0.07,0.232875,-0.211922,3.180784,13.435437,12.462751,
05/01/2004,23.455,24.052,23.723,,12.528601,0.492686,0.316866,0.22,0.25,0.25,0.22,0.25,0.25,0.07,1.388062,1.146187,3.142741,13.168451,13.023237,
