Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Operating Lease Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Discontinued Operations,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2008,101492.0,1730.0,577.0,,9516.0,,,,,58337.0,,,18107.0,,,,,1674.0,78118.0,-1298.0,76820.0,1782.0,,,1763.0,1599.0,164.0,,,,,9304.0,,10896.0,53806.0,28353.0,25453.0,,64702.0,8967.0,,,,,,14337.0,,,,,,,,4894.0,92900.0,0.0,2151.0,,,-2689.0,8737.0,393.0,8592.0,0.0,8592.0,101492.0,
06/30/2008,101544.0,1912.0,826.0,,9686.0,,,,,54125.0,,,21730.0,,,,,1833.0,77688.0,-1421.0,76267.0,1837.0,,,1744.0,1598.0,146.0,,,,0.0,9272.0,,10561.0,53835.0,29087.0,24748.0,0.0,64396.0,8073.0,,,,,,15106.0,,,,,,,,5263.0,92838.0,650.0,3121.0,,,-2675.0,7461.0,149.0,8706.0,0.0,8706.0,101544.0,
09/30/2008,101290.0,1937.0,653.0,,11424.0,,,,,54921.0,,,21784.0,,,,,1475.0,78180.0,-1554.0,76626.0,1831.0,,,1730.0,1595.0,135.0,,,,,7089.0,,11122.0,53556.0,27520.0,26036.0,,64678.0,7151.0,,,,,,15597.0,,,,,,,,,,658.0,3136.0,,,-2616.0,7320.0,153.0,8651.0,,8651.0,,
12/31/2008,104531.0,1257.0,5221.0,,11268.0,,,,,54835.0,,,21669.0,,,,,1027.0,77531.0,-1803.0,75728.0,1830.0,,,1266.0,1138.0,128.0,,,,,7961.0,,11485.0,53775.0,25903.0,27872.0,,65260.0,10034.0,,,,,,14995.0,,,,,,,,,,3072.0,3224.0,,,-2608.0,6727.0,65.0,10480.0,,10480.0,,
03/31/2009,97834.0,637.0,,,14215.0,1279.0,8530.0,25.0,4381.0,52223.0,26818.0,25405.0,21480.0,,11288.0,1759.0,8433.0,1124.0,74827.0,-2186.0,72641.0,1736.0,847.0,889.0,1029.0,917.0,112.0,,1707.0,,0.0,5869.0,,11760.0,54236.0,25394.0,28842.0,0.0,65996.0,3850.0,,,,,3850.0,14978.0,,,,14978.0,,,932.0,1904.0,87660.0,3076.0,3048.0,584.0,2464.0,-2500.0,6160.0,184.0,9968.0,206.0,10174.0,97834.0,
06/30/2009,97792.0,723.0,,,17907.0,771.0,12174.0,25.0,4937.0,49685.0,26143.0,23542.0,21118.0,,11190.0,1753.0,8175.0,909.0,71712.0,-2499.0,69213.0,1700.0,858.0,842.0,1023.0,917.0,106.0,,1182.0,,0.0,6044.0,,12977.0,54907.0,25734.0,29173.0,0.0,67884.0,3240.0,,,,,3240.0,13462.0,,,,13462.0,,,530.0,1616.0,86732.0,2713.0,4157.0,865.0,3292.0,-1984.0,5878.0,87.0,10851.0,209.0,11060.0,97792.0,
09/30/2009,96989.0,725.0,,,21277.0,1406.0,15413.0,24.0,4434.0,45029.0,24429.0,20600.0,17164.0,,11038.0,1763.0,4363.0,703.0,62896.0,-2485.0,60411.0,1638.0,863.0,775.0,971.0,917.0,54.0,,1285.0,121.0,0.0,6504.0,,13631.0,53628.0,26418.0,27210.0,0.0,67259.0,2135.0,,,,,2135.0,12865.0,,,,12865.0,,,1185.0,2236.0,85801.0,2717.0,4672.0,946.0,3726.0,-1983.0,5431.0,133.0,10970.0,218.0,11188.0,96989.0,
12/31/2009,93287.0,471.0,,,21105.0,1209.0,16641.0,24.0,3231.0,41904.0,22656.0,19248.0,16866.0,,10886.0,1796.0,4184.0,443.0,59213.0,-2534.0,56679.0,1596.0,880.0,716.0,967.0,917.0,50.0,2071.0,1094.0,124.0,0.0,5096.0,,14415.0,51156.0,26148.0,25008.0,0.0,65571.0,3588.0,0.0,0.0,,1506.0,2082.0,10052.0,0.0,0.0,,10052.0,363.0,1494.0,1012.0,150.0,82354.0,2721.0,4767.0,1033.0,3734.0,-1980.0,5158.0,-3.0,10663.0,270.0,10933.0,93287.0,
03/31/2010,95303.0,619.0,,,23479.0,1034.0,16553.0,22.0,5870.0,39436.0,21421.0,18015.0,16477.0,,9892.0,1812.0,4773.0,556.0,56469.0,-2425.0,54044.0,1524.0,872.0,652.0,963.0,917.0,46.0,,1063.0,2490.0,0.0,7237.0,,15364.0,49785.0,26941.0,22844.0,0.0,65149.0,2373.0,,,,,2373.0,11177.0,,,,11177.0,,,1103.0,2089.0,84381.0,2725.0,4670.0,946.0,3724.0,-1958.0,5098.0,106.0,10641.0,281.0,10922.0,95303.0,
06/30/2010,94167.0,591.0,,,24205.0,1014.0,19773.0,19.0,3399.0,37134.0,20021.0,17113.0,16200.0,,10528.0,1846.0,3826.0,699.0,54033.0,-2219.0,51814.0,1461.0,872.0,589.0,959.0,917.0,42.0,,1153.0,3139.0,0.0,7170.0,,15226.0,47149.0,27409.0,19740.0,0.0,62375.0,3655.0,,,,,3655.0,10451.0,,,,10451.0,,,1321.0,2154.0,83095.0,2729.0,4647.0,946.0,3701.0,-1914.0,5118.0,240.0,10820.0,252.0,11072.0,94167.0,
09/30/2010,94043.0,823.0,,,25690.0,1155.0,21241.0,18.0,3276.0,35438.0,18987.0,16451.0,15916.0,,10362.0,1853.0,3701.0,637.0,51991.0,-1957.0,50034.0,1451.0,888.0,563.0,956.0,917.0,39.0,,1258.0,3124.0,0.0,7081.0,,16275.0,45143.0,28206.0,16937.0,0.0,61418.0,3478.0,,,,,3478.0,11443.0,,,,11443.0,,,1330.0,1862.0,82655.0,2733.0,4656.0,946.0,3710.0,-1914.0,5287.0,372.0,11134.0,254.0,11388.0,94043.0,
12/31/2010,91843.0,278.0,,,25637.0,985.0,21933.0,17.0,2702.0,34520.0,18079.0,16441.0,15587.0,,10180.0,1844.0,3563.0,467.0,50574.0,-1604.0,48970.0,1417.0,908.0,509.0,938.0,917.0,21.0,1745.0,1006.0,2998.0,0.0,5298.0,,16653.0,43957.0,28945.0,15012.0,0.0,60610.0,3196.0,0.0,0.0,,,3196.0,10592.0,0.0,0.0,,10592.0,336.0,1315.0,1142.0,280.0,80469.0,2737.0,4744.0,1033.0,3711.0,-1904.0,5557.0,-17.0,11117.0,257.0,11374.0,91843.0,
03/31/2011,90438.0,540.0,,,25615.0,1041.0,19448.0,19.0,5107.0,33298.0,16858.0,16440.0,15254.0,,9421.0,1803.0,4030.0,426.0,48978.0,-1372.0,47606.0,1397.0,906.0,491.0,937.0,917.0,20.0,,1005.0,2929.0,0.0,6945.0,,16495.0,44315.0,28141.0,16174.0,0.0,60810.0,2917.0,,,,,2917.0,11048.0,,,,11048.0,,,1106.0,1931.0,80741.0,291.0,5184.0,1017.0,4167.0,-1823.0,5721.0,52.0,9425.0,272.0,9697.0,90438.0,
06/30/2011,88782.0,853.0,,,25226.0,769.0,18680.0,19.0,5758.0,32688.0,15805.0,16883.0,15152.0,,10026.0,1838.0,3288.0,381.0,48221.0,-1230.0,46991.0,1372.0,919.0,453.0,936.0,917.0,19.0,,900.0,2950.0,0.0,6176.0,,19318.0,41092.0,28250.0,12842.0,0.0,60410.0,2179.0,,,,,2179.0,10997.0,,,,10997.0,,,991.0,1518.0,79045.0,291.0,5208.0,1017.0,4191.0,-1815.0,5926.0,109.0,9719.0,18.0,9737.0,88782.0,
09/30/2011,89262.0,828.0,,,25493.0,729.0,17612.0,1176.0,5976.0,33219.0,15371.0,17848.0,14976.0,,9912.0,1875.0,3189.0,479.0,48674.0,-1131.0,47543.0,1317.0,924.0,393.0,935.0,917.0,18.0,,940.0,2651.0,0.0,6173.0,,19803.0,41229.0,29516.0,11713.0,0.0,61032.0,2247.0,,,,,2247.0,10717.0,,,,10717.0,,,1141.0,1556.0,79344.0,291.0,5208.0,1017.0,4191.0,-1820.0,6079.0,143.0,9901.0,17.0,9918.0,89262.0,
12/31/2011,88785.0,694.0,,,23426.0,623.0,16012.0,2109.0,4682.0,34782.0,15404.0,19378.0,14793.0,,9764.0,1946.0,3083.0,728.0,50303.0,-1004.0,49299.0,1294.0,944.0,350.0,934.0,917.0,17.0,1389.0,945.0,2550.0,0.0,4944.0,,21098.0,40858.0,29916.0,10942.0,0.0,61956.0,2048.0,0.0,0.0,,,2048.0,9520.0,0.0,0.0,,9520.0,310.0,1297.0,1026.0,156.0,78863.0,291.0,5211.0,1017.0,4194.0,-1815.0,6246.0,-28.0,9905.0,17.0,9922.0,88785.0,
03/31/2012,87431.0,416.0,,,23059.0,614.0,14633.0,3019.0,4793.0,34622.0,14835.0,19787.0,14604.0,,9660.0,1967.0,2977.0,511.0,49737.0,-944.0,48793.0,1272.0,937.0,335.0,932.0,917.0,15.0,81.0,830.0,2549.0,0.0,6280.0,,19606.0,41888.0,31199.0,10689.0,0.0,61494.0,2170.0,,,,,2170.0,8898.0,,,,8898.0,,23.0,754.0,1427.0,77315.0,291.0,5133.0,1017.0,4116.0,-1717.0,6411.0,-19.0,10099.0,17.0,10116.0,87431.0,
06/30/2012,86523.0,716.0,,,21638.0,679.0,13205.0,4352.0,3402.0,34603.0,13687.0,20916.0,15002.0,,10080.0,2016.0,2906.0,656.0,50261.0,-888.0,49373.0,1249.0,931.0,318.0,932.0,917.0,15.0,61.0,818.0,2428.0,0.0,6191.0,,21435.0,40732.0,31060.0,9672.0,0.0,62167.0,2078.0,,,,,2078.0,7521.0,,,,7521.0,,27.0,763.0,1363.0,76347.0,291.0,5137.0,1017.0,4120.0,-1796.0,6595.0,-72.0,10155.0,21.0,10176.0,86523.0,
09/30/2012,86950.0,974.0,,,20092.0,663.0,11962.0,4153.0,3314.0,35535.0,13556.0,21979.0,15884.0,710.0,10177.0,2138.0,2859.0,628.0,52047.0,-888.0,51159.0,1232.0,942.0,290.0,1161.0,979.0,182.0,88.0,771.0,2335.0,0.0,6092.0,,22486.0,41702.0,32966.0,8736.0,0.0,64188.0,2134.0,,,,,2134.0,6119.0,,,,6119.0,,24.0,657.0,1214.0,76671.0,291.0,5135.0,1017.0,4118.0,-1868.0,6762.0,-69.0,10251.0,28.0,10279.0,86950.0,
12/31/2012,89236.0,584.0,,,21634.0,605.0,12094.0,3931.0,5004.0,36880.0,13638.0,23242.0,15942.0,729.0,10239.0,2174.0,2800.0,599.0,53421.0,-888.0,52533.0,1253.0,965.0,288.0,1150.0,979.0,171.0,,693.0,2220.0,0.0,6107.0,,23319.0,42674.0,34813.0,7861.0,0.0,65993.0,1896.0,0.0,0.0,,,1896.0,6847.0,0.0,0.0,,6847.0,335.0,135.0,584.0,917.0,78927.0,291.0,5143.0,1017.0,4126.0,-1952.0,6913.0,-124.0,10271.0,38.0,10309.0,89236.0,
03/31/2013,89198.0,621.0,,,22058.0,701.0,13496.0,3721.0,4140.0,36809.0,13397.0,23412.0,15765.0,693.0,10210.0,2176.0,2686.0,434.0,53008.0,-893.0,52115.0,1239.0,930.0,309.0,1138.0,979.0,159.0,111.0,609.0,2176.0,0.0,6125.0,,21564.0,43090.0,35246.0,7844.0,0.0,64654.0,2328.0,,,,,2328.0,7785.0,,,,7785.0,,10.0,524.0,1342.0,78819.0,291.0,5076.0,1017.0,4059.0,-1930.0,7065.0,-162.0,10340.0,39.0,10379.0,89198.0,
06/30/2013,90639.0,696.0,,,23214.0,592.0,13253.0,4750.0,4619.0,37023.0,13308.0,23715.0,16078.0,701.0,10548.0,2176.0,2653.0,402.0,53503.0,-876.0,52627.0,1203.0,900.0,303.0,1128.0,979.0,149.0,151.0,461.0,2169.0,0.0,6075.0,,24939.0,42782.0,35231.0,7551.0,0.0,67721.0,1945.0,,,,,1945.0,6666.0,,,,6666.0,,4.0,456.0,1417.0,80378.0,291.0,5062.0,1017.0,4045.0,-2020.0,7214.0,-318.0,10229.0,32.0,10261.0,90639.0,
09/30/2013,90708.0,748.0,,,22789.0,806.0,12606.0,4835.0,4542.0,37469.0,13152.0,24317.0,16128.0,698.0,10638.0,2198.0,2594.0,699.0,54296.0,-868.0,53428.0,1183.0,890.0,293.0,1116.0,979.0,137.0,219.0,475.0,2037.0,0.0,5912.0,,25778.0,42757.0,35621.0,7136.0,0.0,68535.0,1921.0,,,,,1921.0,6154.0,,,,6154.0,,9.0,450.0,1366.0,80472.0,291.0,5046.0,1017.0,4029.0,-2193.0,7431.0,-369.0,10206.0,30.0,10236.0,90708.0,
12/31/2013,92934.0,617.0,,,24399.0,738.0,12346.0,4756.0,6559.0,38327.0,13364.0,24963.0,16130.0,722.0,10674.0,2187.0,2547.0,611.0,55068.0,-848.0,54220.0,1190.0,885.0,305.0,1106.0,979.0,127.0,1104.0,407.0,1854.0,0.0,5319.0,,26001.0,43261.0,36424.0,6837.0,0.0,69262.0,1877.0,0.0,0.0,,,1877.0,7650.0,0.0,0.0,,7650.0,186.0,894.0,414.0,477.0,82614.0,291.0,5039.0,1017.0,4022.0,-2281.0,7606.0,-352.0,10303.0,17.0,10320.0,92934.0,
03/31/2014,90802.0,409.0,,,21846.0,840.0,12359.0,4826.0,3821.0,39504.0,13280.0,26224.0,15941.0,698.0,10596.0,2183.0,2464.0,401.0,55846.0,-834.0,55012.0,1156.0,862.0,294.0,1096.0,979.0,117.0,136.0,427.0,1819.0,0.0,6293.0,,23244.0,44022.0,36886.0,7136.0,0.0,67266.0,1881.0,,,,,1881.0,7712.0,,,,7712.0,,,408.0,1297.0,80383.0,291.0,4978.0,1017.0,3961.0,-2335.0,7793.0,-324.0,10403.0,16.0,10419.0,90802.0,
06/30/2014,91798.0,604.0,,,22422.0,890.0,12224.0,5233.0,4075.0,39561.0,13234.0,26327.0,16039.0,718.0,10679.0,2189.0,2453.0,435.0,56035.0,-814.0,55221.0,1150.0,844.0,306.0,1087.0,979.0,108.0,143.0,549.0,1680.0,0.0,6385.0,,24781.0,43018.0,36087.0,6931.0,0.0,67799.0,1734.0,,,,,1734.0,8213.0,,,,8213.0,,,451.0,1400.0,81277.0,291.0,5004.0,1017.0,3987.0,-2452.0,7950.0,-289.0,10504.0,17.0,10521.0,91798.0,
09/30/2014,89784.0,651.0,,,21371.0,965.0,12245.0,4997.0,3164.0,40130.0,13447.0,26683.0,16025.0,724.0,10663.0,2213.0,2425.0,784.0,56939.0,-804.0,56135.0,1136.0,832.0,304.0,1177.0,1051.0,126.0,197.0,413.0,3.0,,6283.0,,25697.0,42759.0,36331.0,6428.0,0.0,68456.0,1653.0,,,,,1653.0,7172.0,,,,7172.0,,,384.0,1613.0,79281.0,291.0,5001.0,1017.0,3984.0,-2563.0,8082.0,-325.0,10486.0,17.0,10503.0,89784.0,
12/31/2014,93821.0,653.0,,,24154.0,750.0,13360.0,5015.0,5029.0,41381.0,13399.0,27982.0,16000.0,754.0,10633.0,2225.0,2388.0,734.0,58115.0,-794.0,57321.0,1171.0,841.0,330.0,1158.0,1057.0,101.0,1001.0,609.0,3.0,0.0,5430.0,,29228.0,42770.0,36907.0,5863.0,0.0,71998.0,998.0,0.0,0.0,,,998.0,7875.0,0.0,0.0,,7875.0,249.0,807.0,784.0,565.0,83279.0,291.0,5003.0,1017.0,3986.0,-2681.0,8273.0,-356.0,10530.0,12.0,10542.0,93821.0,
03/31/2015,94204.0,506.0,,,23022.0,789.0,13120.0,5005.0,4108.0,42151.0,13368.0,28783.0,15802.0,727.0,10523.0,2231.0,2321.0,1649.0,59602.0,-794.0,58808.0,1112.0,806.0,306.0,1149.0,1057.0,92.0,119.0,731.0,,0.0,6511.0,,27948.0,43674.0,38036.0,5638.0,0.0,71622.0,1125.0,,,,,1125.0,8711.0,,,,8711.0,,,825.0,1308.0,83591.0,290.0,4927.0,1017.0,3910.0,-2780.0,8445.0,-279.0,10603.0,10.0,10613.0,94204.0,
06/30/2015,94606.0,693.0,,,23865.0,674.0,14244.0,5022.0,3925.0,42423.0,13138.0,29285.0,15841.0,753.0,10532.0,2252.0,2304.0,835.0,59099.0,-796.0,58303.0,1084.0,788.0,296.0,1140.0,1057.0,83.0,235.0,536.0,0.0,0.0,6581.0,,26640.0,44029.0,38394.0,5635.0,0.0,70669.0,972.0,,,,,972.0,10267.0,,,,10267.0,,,560.0,1537.0,84005.0,290.0,4915.0,1017.0,3898.0,-2884.0,8614.0,-345.0,10590.0,11.0,10601.0,94606.0,
09/30/2015,95420.0,470.0,,,22778.0,811.0,14376.0,4936.0,2655.0,44274.0,13179.0,31095.0,15811.0,770.0,10504.0,2267.0,2270.0,916.0,61001.0,-790.0,60211.0,1086.0,771.0,315.0,1134.0,1060.0,74.0,216.0,793.0,,0.0,6646.0,,25985.0,45088.0,39639.0,5449.0,0.0,71073.0,1084.0,,,,,1084.0,10308.0,,,,10308.0,,,676.0,1562.0,84703.0,290.0,4931.0,1017.0,3914.0,-3008.0,8764.0,-272.0,10705.0,12.0,10717.0,95420.0,
12/31/2015,95131.0,607.0,,,23265.0,788.0,14218.0,4897.0,3362.0,44272.0,13032.0,31240.0,15604.0,806.0,10335.0,2242.0,2221.0,639.0,60515.0,-796.0,59719.0,1119.0,779.0,340.0,1125.0,1060.0,65.0,1077.0,619.0,,0.0,5754.0,,26097.0,44949.0,39430.0,5519.0,0.0,71046.0,905.0,0.0,0.0,,,905.0,10184.0,0.0,0.0,,10184.0,267.0,778.0,632.0,560.0,84372.0,2.9,5226.1,1017.0,4209.1,-3000.0,8922.0,-405.0,10746.0,13.0,10759.0,95131.0,
03/31/2016,98402.0,474.0,,,26151.0,765.0,14304.0,5003.0,6079.0,45115.0,13139.0,31976.0,15323.0,782.0,10149.0,2234.0,2158.0,684.0,61122.0,-826.0,60296.0,1112.0,750.0,362.0,1117.0,1060.0,57.0,126.0,1065.0,,0.0,6280.0,,25697.0,47685.0,41331.0,6354.0,0.0,73382.0,989.0,,,,,989.0,10760.0,,,,10760.0,,,790.0,1410.0,87331.0,290.0,4835.0,1017.0,3818.0,-2888.0,9042.0,-213.0,11066.0,5.0,11071.0,98402.0,
06/30/2016,101150.0,496.0,,,27525.0,965.0,14552.0,4832.0,7176.0,46827.0,13451.0,33376.0,15271.0,813.0,10062.0,2285.0,2111.0,442.0,62540.0,-854.0,61686.0,1141.0,742.0,399.0,1110.0,1060.0,50.0,104.0,1234.0,,0.0,6137.0,,26127.0,49198.0,42550.0,6648.0,0.0,75325.0,1047.0,,,,,1047.0,11388.0,,,,11388.0,,,746.0,1326.0,89832.0,290.0,4852.0,1017.0,3835.0,-2881.0,9166.0,-114.0,11313.0,5.0,11318.0,101150.0,
09/30/2016,135805.0,749.0,,,34424.0,926.0,20540.0,8995.0,3963.0,61384.0,21951.0,39433.0,24144.0,1084.0,12757.0,5509.0,4794.0,1137.0,86665.0,-865.0,85800.0,1453.0,1023.0,430.0,2906.0,2480.0,426.0,488.0,1304.0,,0.0,7027.0,,32024.0,72161.0,61767.0,10394.0,0.0,104185.0,1411.0,,,,,1411.0,12622.0,,,,12622.0,,,850.0,1739.0,120807.0,16.921234,8764.078766,1257.0,7507.078766,-2863.0,9260.0,-182.0,14996.0,2.0,14998.0,135805.0,
12/31/2016,136453.0,677.0,,,34824.0,867.0,20212.0,10232.0,3513.0,61909.0,22141.0,39768.0,24129.0,1111.0,12674.0,5547.0,4797.0,1104.0,87142.0,-858.0,86284.0,1518.0,978.0,540.0,2830.0,2446.0,384.0,1462.0,803.0,,0.0,6470.0,,32825.0,71262.0,61081.0,10181.0,0.0,104087.0,2310.0,0.0,0.0,,,2310.0,12384.0,0.0,0.0,,12384.0,205.0,829.0,636.0,762.0,121213.0,17.421,9289.579,1257.0,8032.579,-2904.0,9378.0,-541.0,15240.0,0.0,15240.0,136453.0,
03/31/2017,134476.0,549.0,,,32752.0,921.0,18431.0,10186.0,3214.0,62307.0,22195.0,40112.0,23818.0,1037.0,12541.0,5507.0,4733.0,1384.0,87509.0,-870.0,86639.0,1498.0,935.0,563.0,2789.0,2427.0,362.0,468.0,578.0,,0.0,7683.0,,32028.0,71954.0,61401.0,10553.0,0.0,103982.0,1385.0,,,,,1385.0,12324.0,,,,12324.0,,,255.0,1552.0,119498.0,521.0,8048.0,1257.0,6791.0,-2623.0,9584.0,-554.0,14976.0,2.0,14978.0,134476.0,
06/30/2017,135824.0,601.0,,,32997.0,1081.0,18024.0,10638.0,3254.0,62632.0,21718.0,40914.0,23871.0,1049.0,12405.0,5517.0,4900.0,1743.0,88246.0,-870.0,87376.0,1610.0,919.0,691.0,2899.0,2464.0,435.0,385.0,636.0,,0.0,7862.0,,31532.0,71289.0,60398.0,10891.0,0.0,102821.0,2704.0,,,,,2704.0,13261.0,,,,13261.0,,,308.0,1475.0,120569.0,521.0,8071.0,1257.0,6814.0,-2711.0,9878.0,-506.0,15253.0,2.0,15255.0,135824.0,
09/30/2017,136733.0,562.0,,,34792.0,783.0,19012.0,10276.0,4721.0,62746.0,21599.0,41147.0,23746.0,1045.0,12238.0,5476.0,4987.0,1341.0,87833.0,-880.0,86953.0,1652.0,916.0,736.0,2899.0,2487.0,412.0,461.0,622.0,,0.0,7396.0,,32107.0,71339.0,60100.0,11239.0,0.0,103446.0,988.0,,,,,988.0,15100.0,,,,15100.0,,,232.0,1717.0,121483.0,521.0,8071.0,1257.0,6814.0,-2962.0,10125.0,-506.0,15249.0,1.0,15250.0,136733.0,
12/31/2017,137698.0,671.0,,,35978.0,836.0,18139.0,11830.0,5173.0,62733.0,20874.0,41859.0,23672.0,1106.0,12028.0,5483.0,5055.0,1107.0,87512.0,-877.0,86635.0,1751.0,930.0,821.0,2954.0,2538.0,416.0,1105.0,,,0.0,7264.0,,33665.0,71570.0,59923.0,11647.0,0.0,105235.0,1011.0,0.0,0.0,,,1011.0,14333.0,0.0,0.0,,14333.0,160.0,770.0,315.0,849.0,122673.0,521.0,8096.0,1257.0,6839.0,-3150.0,10335.0,-779.0,15023.0,2.0,15025.0,137698.0,
03/31/2018,137049.0,643.0,,,33205.0,769.0,17888.0,12189.0,2359.0,64779.0,20466.0,44313.0,23310.0,1068.0,11720.0,5473.0,5049.0,1667.0,89756.0,-881.0,88875.0,1754.0,916.0,838.0,2925.0,2538.0,387.0,363.0,,,0.0,7995.0,,31601.0,73150.0,60927.0,12223.0,0.0,104751.0,1749.0,,,,,1749.0,13749.0,,,,13749.0,,,351.0,1503.0,122103.0,521.0,8050.0,1257.0,6793.0,-3260.0,10624.0,-991.0,14944.0,2.0,14946.0,137049.0,
06/30/2018,137792.0,784.0,,,33832.0,833.0,17367.0,12277.0,3355.0,64976.0,20407.0,44569.0,23246.0,1094.0,11519.0,5452.0,5181.0,1418.0,89640.0,-887.0,88753.0,1795.0,892.0,903.0,2877.0,2516.0,361.0,389.0,,,0.0,8140.0,,30800.0,73748.0,61258.0,12490.0,0.0,104548.0,2306.0,,,,,2306.0,13853.0,,,,13853.0,,,381.0,1602.0,122690.0,521.0,8076.0,1257.0,6819.0,-3382.0,10970.0,-1085.0,15100.0,2.0,15102.0,137792.0,
09/30/2018,138805.0,319.0,,,34121.0,958.0,18341.0,11869.0,2953.0,65972.0,20949.0,45023.0,23296.0,1098.0,11339.0,5497.0,5362.0,1618.0,90886.0,-887.0,89999.0,1821.0,891.0,930.0,2854.0,2516.0,338.0,331.0,,,0.0,8203.0,,30030.0,75750.0,62167.0,13583.0,0.0,105780.0,1922.0,,,,,1922.0,13849.0,,,,13849.0,,,401.0,1643.0,123595.0,946.0,8076.0,1257.0,6819.0,-3910.0,11262.0,-1166.0,15208.0,2.0,15210.0,138805.0,
12/31/2018,139613.0,678.0,2562.0,2562.0,35024.0,849.0,19428.0,11519.0,3228.0,66310.0,20557.0,45753.0,23242.0,1144.0,11142.0,5513.0,5443.0,1227.0,90779.0,-883.0,89896.0,882.0,882.0,993.0,2832.0,2516.0,316.0,925.0,,0.0,0.0,8276.0,,29292.0,78017.0,64772.0,13245.0,0.0,107309.0,863.0,0.0,0.0,,,863.0,13732.0,0.0,0.0,,13732.0,155.0,692.0,226.0,1040.0,124017.0,946.0,8092.0,1257.0,6835.0,-4181.0,11556.0,-818.0,15595.0,1.0,15596.0,139613.0,
03/31/2019,141515.0,611.0,,,36224.0,979.0,20854.0,11234.0,3157.0,66745.0,20271.0,46474.0,23433.0,1086.0,10846.0,5615.0,5886.0,894.0,91072.0,-883.0,90189.0,1543.0,1543.0,,2816.0,2516.0,300.0,222.0,,,0.0,8864.0,,27987.0,80188.0,66219.0,13969.0,0.0,108175.0,1053.0,108.0,,108.0,,945.0,14847.0,694.0,15.0,679.0,14153.0,,,415.0,1099.0,125589.0,946.0,8020.0,1257.0,6763.0,-4283.0,11771.0,-530.0,15924.0,2.0,15926.0,141515.0,
06/30/2019,144545.0,607.0,,,36486.0,1005.0,21528.0,10878.0,3075.0,67860.0,19316.0,48544.0,24077.0,1096.0,10575.0,6053.0,6353.0,1790.0,93727.0,-890.0,92837.0,1524.0,1524.0,,2962.0,2664.0,298.0,222.0,,,0.0,8917.0,,27972.0,81974.0,68366.0,13608.0,0.0,109946.0,953.0,72.0,,72.0,,881.0,15015.0,718.0,15.0,703.0,14297.0,,,453.0,1207.0,127574.0,1900.0,7523.0,1257.0,6266.0,-4457.0,12005.0,-2.0,16969.0,2.0,16971.0,144545.0,
09/30/2019,146691.0,636.0,,,37802.0,963.0,22378.0,10490.0,3971.0,67479.0,19117.0,48362.0,25281.0,1105.0,10456.0,6527.0,7193.0,1598.0,94358.0,-893.0,93465.0,1573.0,1573.0,,2936.0,2664.0,272.0,201.0,,,0.0,9138.0,,28883.0,82766.0,70272.0,12494.0,0.0,111649.0,918.0,36.0,,36.0,,882.0,15192.0,736.0,14.0,722.0,14456.0,,,543.0,1273.0,129575.0,1900.0,7544.0,1257.0,6287.0,-4696.0,12209.0,159.0,17116.0,0.0,17116.0,146691.0,
12/31/2019,144988.0,732.0,,,34827.0,1040.0,21843.0,10067.0,1877.0,68032.0,19737.0,48295.0,26614.0,1130.0,10274.0,7023.0,8187.0,1334.0,95980.0,-900.0,95080.0,1468.0,1468.0,,2917.0,2664.0,253.0,987.0,,,0.0,8086.0,,28853.0,83017.0,71365.0,11652.0,0.0,111870.0,1234.0,142.0,,142.0,,1092.0,13054.0,619.0,13.0,606.0,12435.0,131.0,1076.0,427.0,158.0,127950.0,1900.0,7552.0,1257.0,6295.0,-4909.0,12469.0,26.0,17038.0,0.0,17038.0,144988.0,
03/31/2020,156197.0,865.0,,,35992.0,795.0,20807.0,9638.0,4752.0,75918.0,19935.0,55983.0,27280.0,1041.0,10103.0,7498.0,8638.0,2143.0,105341.0,-1359.0,103982.0,791.0,791.0,,2900.0,2664.0,236.0,58.0,,,0.0,10789.0,,29293.0,86011.0,75758.0,10253.0,0.0,115304.0,7050.0,,,,,7050.0,13732.0,,,,13732.0,,,959.0,1741.0,138786.0,1900.0,7479.0,1257.0,6222.0,-4956.0,12174.0,814.0,17411.0,0.0,17411.0,156197.0,
