Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,110.562,111.938999,111.938999,,0.488346,0.402139,0.28,0.28,,0.28,0.28,0.28,0.033333,0.30405,,0.040095,7.274533,,
06/30/1990,115.371002,112.814999,112.814999,,0.49341,0.411825,0.286667,0.286667,,0.286667,0.286667,0.286667,0.033333,0.505474,,0.059209,7.683352,,
09/30/1990,115.200005,116.646,116.646,,0.482545,0.411467,0.286667,0.286667,,0.286667,0.286667,0.286667,0.046667,0.431305,,0.043359,7.936302,,
12/31/1990,114.807003,115.133995,115.133995,,0.494806,0.374763,0.26,0.26,,0.26,0.26,0.26,0.046667,0.570448,,0.044762,8.115428,,
03/31/1991,114.965996,115.599003,115.599003,,0.539166,0.344787,0.243333,0.243333,,0.243333,0.243333,0.243333,0.046667,0.274769,,0.025199,8.267401,,
06/30/1991,115.02,115.985996,115.985996,,0.557076,0.46453,0.32,0.32,,0.32,0.32,0.32,0.046667,0.724268,,0.021622,8.609581,,
09/30/1991,115.389004,116.189999,116.189999,,0.580282,0.485162,0.336667,0.336667,,0.336667,0.336667,0.336667,0.056667,0.595309,,0.028512,8.895666,,
12/31/1991,115.668,116.868003,116.868003,,0.638721,0.497912,0.343333,0.343333,0.343333,0.343333,0.343333,0.343333,0.056667,0.648167,,0.038273,9.193009,,
03/31/1992,120.419998,119.016003,119.016003,,0.633175,0.511293,0.363333,0.363333,,0.363333,0.363333,0.363333,0.056667,0.479977,,0.067223,9.719714,,
06/30/1992,120.647999,122.034004,122.034004,,0.666183,0.539645,0.393333,0.393333,,0.393333,0.393333,0.393333,0.056667,0.973958,,0.093006,10.07894,,
09/30/1992,120.855,122.399998,122.399998,,0.672525,0.548644,0.396667,0.396667,,0.396667,0.396667,0.396667,0.07,0.548415,,0.071582,10.432775,,
12/31/1992,125.643003,126.498,126.498,,0.703102,0.560665,0.386667,0.386667,0.386667,0.386667,0.386667,0.386667,0.07,0.769601,,0.089348,11.000453,,
03/31/1993,125.813999,127.23,127.23,,0.788438,0.645272,0.57,0.47,,0.57,0.47,0.47,0.07,0.875713,,0.165451,11.527692,,
06/30/1993,125.916,127.340996,127.340996,,0.855451,0.700065,0.5,0.5,,0.5,0.5,0.5,0.07,1.085856,,0.198386,11.962006,,
09/30/1993,126.086998,127.586998,127.586998,,0.863897,0.714211,0.47,0.47,,0.47,0.47,0.47,0.086667,0.920188,,0.112549,12.360727,,
12/31/1993,125.441997,127.143003,127.143003,,0.861306,0.696586,0.493333,0.493333,0.493333,0.493333,0.493333,0.493333,0.086667,0.816144,,0.019866,12.725865,,
03/31/1994,125.034003,126.464997,126.464997,,0.866856,0.708844,0.52,0.52,0.52,0.52,0.52,0.52,0.086667,0.759309,,0.049746,13.432618,,
06/30/1994,125.073006,126.222003,126.222003,,0.872067,0.710985,0.513333,0.513333,0.513333,0.513333,0.513333,0.513333,0.086667,0.794481,,0.098119,13.518912,,
09/30/1994,125.145,126.315,126.315,,0.870934,0.706741,0.513333,0.513333,0.513333,0.513333,0.513333,0.513333,0.103333,0.620876,,0.09481,13.697559,,
12/31/1994,124.848003,126.015003,126.015003,,0.871507,0.697718,0.51,0.51,0.51,0.51,0.51,0.51,0.103333,0.807079,,0.063597,13.654331,,
