Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,832.453003,582.948978,54.231998,528.71698,53.953999,,,0.0,,,,,17.333,,,,,,654.236023,52.422001,,,19.062,,106.733002,,,,,106.733002,178.217003,,13.703,13.703,,,,,,,,,563.619998,,,563.619998,577.322998,53.958,,,,,15.5,,,,,,15.5,69.458,646.780998,0.0,105.098999,,,,,80.572998,185.671997,0.0,185.671997,832.452995,
12/31/1992,898.22998,647.336025,57.633999,589.702026,54.855999,,,0.0,,,,,18.263,,,,,,720.455017,52.955002,106.448997,-53.493999,17.447001,,107.373001,,,,,107.373001,177.775004,,9.84,9.84,,,,,,,,,625.677029,,,625.677029,635.517029,53.240002,,,,,17.0,,,,,,17.0,70.240002,705.757031,0.0,106.068001,,,0.0,,86.404999,192.473,0.0,192.473,898.230031,
03/31/1993,954.297974,593.582001,38.529999,555.052002,73.393997,,,0.0,,,,,21.908001,,,,,,688.883972,65.457001,,,11.366,,188.591003,,,,,188.591003,265.414004,,14.895,14.895,,,,,,,,,613.422993,,,613.422993,628.317993,69.202003,,,,,8.031,,,,,,8.031,77.233004,705.550997,0.0,155.639999,,,,,93.107002,248.747002,0.0,248.747002,954.297998,
06/30/1993,984.03302,615.091995,46.011002,569.080994,73.492996,,,0.0,,,,,25.774,,,,,,714.359009,67.938004,,,13.802,,187.934006,,,,,187.934006,269.674009,,12.276,12.276,,,,,,,,,620.857972,,,620.857972,633.133972,60.132999,,,,,9.2,,,,,,9.2,69.332999,702.466971,0.0,180.794998,,,0.0,,100.771004,281.566002,0.0,281.566002,984.032973,
09/30/1993,1023.29303,631.553997,41.868999,589.684998,83.818001,,,0.0,,,,,25.825001,,,,,,741.197021,72.113998,,,15.136,,194.845993,,,,,194.845993,282.095991,,18.993,18.993,,,,,,,,,645.118023,,,645.118023,664.111023,58.896999,,,,,10.526,,,,,,10.526,69.422999,733.534022,0.0,180.910004,,,0.0,,108.848999,289.759003,0.0,289.759003,1023.293025,
12/31/1993,1182.442993,697.243019,35.933998,661.309021,104.730003,,,0.0,,,,,29.837999,,,,,,831.810974,96.644997,168.766998,-72.122002,34.831001,,219.156006,,,,,219.156006,350.632004,,20.671,20.671,,,,,,,,,725.269002,,,725.269002,745.940002,113.406998,,,,,15.4,,,,,,15.4,128.806998,874.747,0.0,181.436996,,,0.0,,126.259003,307.695999,0.0,307.695999,1182.442999,
03/31/1994,1376.734009,888.40202,44.395,844.007019,96.059998,,,0.0,,,,,28.645,,,,,,1013.106995,99.875,,,37.082001,,226.669998,,,,,226.669998,363.626999,,19.281,19.281,,,,,,,,,900.630011,,,900.630011,919.911011,120.417999,,,,,19.905001,,,,,,19.905001,140.323,1060.234011,0.0,181.453003,,,0.0,,135.046997,316.5,0.0,316.5,1376.734011,
06/30/1994,1298.19397,775.091007,32.547001,742.544006,97.032997,,,0.0,,,,,31.174,,,,,,903.297974,108.5,,,48.721001,,237.675003,,,,,237.675003,394.896004,,20.66,20.66,,,,,,,,,803.040989,,,803.040989,823.700989,122.181,,,,,22.799999,,,,,,22.799999,144.980999,968.681988,0.0,183.528,,,0.0,,145.983994,329.511993,0.0,329.511993,1298.193981,
09/30/1994,1353.869019,862.635014,33.882999,828.752014,103.896004,,,0.0,,,,,37.889999,,,,,,1004.421021,110.422997,,,0.0,,239.024994,,,,,239.024994,349.44799,,20.038,20.038,,,0.0,,,,,,840.220972,,,840.220972,860.258972,127.599998,,,,,26.688999,,,,,,26.688999,154.288998,1014.54797,0.0,183.899002,,,0.0,,155.421997,339.320999,0.0,339.320999,1353.868969,
12/31/1994,1418.358032,836.112971,28.294001,807.81897,120.032997,,,0.0,,,,,34.390999,,,,,,990.536987,113.447998,216.539001,-103.091003,64.777,,249.595993,,,,,249.595993,427.820991,,21.440001,21.440001,,,,,,,,,881.137025,,,881.137025,902.577026,142.177994,,,,,22.799999,,,,,,22.799999,164.977993,1067.555019,0.0,184.966003,,,0.0,,165.837006,350.803009,0.0,350.803009,1418.358028,
03/31/1995,1337.244995,30.625999,30.625999,0.0,117.836998,,,0.0,,,,,35.851002,,,,,,184.313995,121.003998,,,777.606018,,254.320999,,,,,254.320999,1152.931015,,22.054001,22.054001,,,0.0,,,,,,786.558975,,,786.558975,808.612976,136.457993,,,,,29.844,,,,,,29.844,166.301992,974.914968,0.0,185.203995,,,0.0,,177.126007,362.330002,0.0,362.330002,1337.24497,
06/30/1995,1973.301025,60.25,60.25,0.0,138.490997,,,0.0,,,,,43.645,,,,,,242.386002,129.925003,,,972.405029,,628.585022,,,,,628.585022,1730.915054,,25.018999,25.018999,,,0.0,,,,,,88.869001,,,88.869001,113.888,398.872986,,,,,949.007019,,,,,,949.007019,1347.880005,1461.768005,0.0,313.820007,,,0.0,,197.712997,511.533005,0.0,511.533005,1973.30101,
09/30/1995,2100.566895,1103.479012,82.653999,1020.825012,142.789993,,,0.0,,,,,47.450001,,,,,,1293.718994,131.623001,,,50.841,,624.383972,,,,,624.383972,806.847973,,33.539001,33.539001,,,0.0,,,,,,1135.073059,,,1135.073059,1168.612061,372.88501,,,,,34.064999,,,,,,34.064999,406.950008,1575.562069,0.0,314.29599,,,0.0,,210.709,525.00499,0.0,525.00499,2100.567059,
12/31/1995,1885.29895,991.474995,59.743,931.731995,154.628006,,,0.0,,,,,103.419998,,,,,,1249.522949,148.343002,279.088013,-130.744995,55.748001,,431.684998,,,,,431.684998,635.776001,,43.948002,43.948002,,,0.0,,,,,,1023.67297,,,1023.67297,1067.620972,381.360992,,,,,2.055,,,,,,2.055,383.415992,1451.036964,0.0,316.248993,,,0.0,,118.013,434.261993,0.0,434.261993,1885.298957,
03/31/1996,2004.328979,48.893002,48.893002,0.0,156.809006,,,0.0,,,,,66.903,,,,,,272.605011,148.235992,,,1121.685059,,461.803009,,,,,461.803009,1731.72406,,38.875,38.875,,,0.0,,,,,,100.985992,,,100.985992,139.860992,362.657013,,,,,1052.562012,,,,,,1052.562012,1415.219025,1555.080017,0.0,316.59201,,,0.0,,132.656998,449.249008,0.0,449.249008,2004.329025,
06/30/1996,1886.569946,61.396,61.396,0.0,158.759995,,,0.0,,,,,52.708,,,,,,272.864014,146.009995,,,1002.000977,,465.695007,,,,,465.695007,1613.705978,,41.368999,41.368999,,,0.0,,,,,,115.106998,,,115.106998,156.475998,304.716003,,,,,957.453003,,,,,,957.453003,1262.169006,1418.645004,0.0,320.036987,,,0.0,,147.888,467.924988,0.0,467.924988,1886.569992,
09/30/1996,1824.868042,980.374016,69.036003,911.338013,159.619995,,,0.0,,,,,53.075001,,,,,,1193.06897,145.229996,,,28.792,,457.777008,,,,,457.777008,631.799004,,42.504002,42.504002,,,0.0,,,,,,1006.343044,,,1006.343044,1048.847046,289.864014,,,,,1.501,,,,,,1.501,291.365014,1340.21206,0.0,321.083008,,,0.0,,163.572998,484.656006,0.0,484.656006,1824.868065,
12/31/1996,2698.979004,1071.834977,101.281998,970.552979,160.746994,,,0.0,,,,,793.763977,,,,,,2026.345947,148.412994,317.661987,-169.248993,72.952003,,451.268005,,,,,451.268005,672.633002,,43.486,43.486,,,33.200001,,,,,,772.978,,,772.978,849.664001,272.864014,,,,,970.552979,,,,,,970.552979,1243.416993,2093.080994,0.0,353.425995,,,0.0,,252.472,605.897995,0.0,605.897995,2698.978989,
03/31/1997,2110.559082,41.762001,41.762001,0.0,180.235992,,,0.0,,,,,57.509998,,,,,,279.507996,146.843002,,,1244.03894,,440.169006,,,,,440.169006,1831.050949,,46.591,46.591,,,0.0,,,,,,122.364002,,,122.364002,168.955002,280.850006,,,,,1133.689941,,,,,,1133.689941,1414.539948,1583.494949,0.0,325.64801,,,0.0,,201.416,527.064011,0.0,527.064011,2110.55896,
06/30/1997,2861.300049,71.763,71.763,0.0,177.880005,,,0.0,,,,,929.744995,,,,,,1179.387939,148.610992,,,143.891006,,1389.410034,,,,,1389.410034,1681.912033,,51.771999,51.771999,,,20.0,,,,,,932.496983,,,932.496983,1004.268982,253.423996,,,,,943.504028,,,,,,943.504028,1196.928024,2201.197006,0.0,364.427002,,,0.0,,295.675995,660.102997,0.0,660.102997,2861.300003,
09/30/1997,3103.644043,72.236,72.236,0.0,169.035995,,,0.0,,,,,1132.927979,,,,,,1374.199951,146.557999,,,164.955002,,1417.93103,,,,,1417.93103,1729.444031,,41.943001,41.943001,,,23.200001,,,,,,1159.423038,,,1159.423038,1224.56604,221.300995,,,,,972.679993,,,,,,972.679993,1193.980988,2418.547028,0.0,366.535004,,,0.0,,318.562012,685.097015,0.0,685.097015,3103.644043,
12/31/1997,3636.490967,1172.116989,89.376999,1082.73999,197.770996,,,0.0,,,,,1477.447021,,,,,,1764.594971,149.054993,370.169006,-221.113998,125.999001,,514.10199,,,,,514.10199,789.155984,,53.827999,53.827999,,,94.974998,,,,,,1383.661969,,,1383.661969,1532.464966,252.031006,,,,,1082.73999,,,,,,1082.73999,1334.770996,2867.235962,0.0,428.324005,,,0.0,,340.931,769.255005,0.0,769.255005,3636.490967,
03/31/1998,3520.865967,83.132004,83.132004,0.0,218.766006,,,0.0,,,,,1313.182007,,,,,,1615.079956,153.011002,,,1161.607056,,591.16803,,,,,591.16803,1905.786087,,58.533001,58.533001,,,53.700001,,,,,,1269.999054,,,1269.999054,1382.232056,343.556,,,,,1033.019043,,,,,,1033.019043,1376.575043,2758.807098,0.0,436.348999,,,-42.43,,368.139992,762.05899,0.0,762.05899,3520.866089,
06/30/1998,3930.720947,65.677002,65.677002,0.0,214.904007,,,0.0,,,,,1687.274048,,,,,,1967.85498,158.779007,,,1208.057007,,596.030029,485.197998,,,,110.832031,1962.866043,,56.673,56.673,,,104.599998,,,,,,1595.966991,,,1595.966991,1757.23999,302.156006,,,,,1073.781006,,,,,,1073.781006,1375.937012,3133.177002,0.0,443.324005,,,-42.43,,396.650002,797.544006,0.0,797.544006,3930.721008,
09/30/1998,4097.23291,87.802002,87.802002,0.0,238.401993,,,0.0,,,,,1644.761963,,,,,,1970.965942,167.546005,,,1213.198975,,745.521973,488.578003,,,,256.94397,2126.266953,,56.652,56.652,,,33.849998,,,,,,1632.069046,,,1632.069046,1722.571045,333.631989,,,,,1214.598999,,,,,,1214.598999,1548.230988,3270.802032,0.0,443.248993,,,-42.43,,425.612007,826.431,0.0,826.431,4097.233032,
12/31/1998,3958.337891,71.557999,71.557999,0.0,246.850998,,,0.0,,,,,1486.103027,,,,,,1804.511963,179.434006,464.86499,-285.431,1098.772949,,875.619019,,,,,875.619019,2153.825974,,65.385002,65.385002,,,38.349998,,,,,,1373.124985,,,1373.124985,1476.859985,389.622009,,,,,1206.05896,,,,,,1206.05896,1595.680969,3072.540955,0.0,449.709991,,,-42.43,,478.517006,885.796997,0.0,885.796997,3958.337952,
03/31/1999,4445.98877,81.475998,81.475998,0.0,248.770996,,,0.0,,,,,1776.770996,,,,,,2107.018066,184.914993,,,1462.53894,,691.517029,608.723022,,,,82.794006,2338.970963,,59.452999,59.452999,,,139.656998,,,,,,1611.768055,,,1611.768055,1810.878052,355.131989,,,,,1333.519043,,,,,,1333.519043,1688.651031,3499.529083,0.0,452.963989,,,-42.43,,535.926003,946.459991,0.0,946.459991,4445.989075,
06/30/1999,5333.554199,62.438999,62.438999,0.0,224.410995,,,0.0,,,,,2464.958984,,,,,,2751.809082,186.875,,,1659.310059,,735.559998,652.401001,,,,83.158997,2581.745056,,54.613998,54.613998,,,156.188995,,,,,,2340.698959,,,2340.698959,2551.501953,390.859009,,,,,1316.995972,,,,,,1316.995972,1707.85498,4259.356934,0.0,458.821991,,,-42.43,,657.805,1074.196991,0.0,1074.196991,5333.553925,
09/30/1999,5063.287109,75.903,75.903,0.0,233.235992,,,0.0,,,,,2040.218018,,,,,,2349.356934,195.742996,,,1363.402954,,1154.784058,797.755981,,,,357.028076,2713.930008,,68.200996,68.200996,,,146.643005,,,,,,1803.081047,,,1803.081047,2017.925049,534.393982,,,,,1490.235962,,,,,,1490.235962,2024.629944,4042.554993,0.0,459.222992,,,-62.446999,,623.955971,1020.731964,0.0,1020.731964,5063.286957,
12/31/1999,5307.709961,80.554001,80.554001,0.0,235.350006,,,0.0,,,,,2285.446045,,,,,,2601.350098,195.332993,492.931,-297.597992,1298.119995,,1212.906982,802.070984,,,,410.835999,2706.35997,,66.400002,66.400002,,,234.350006,,,,,,1953.561028,,,1953.561028,2254.311035,472.824005,,,,,1489.55896,,,,,,1489.55896,1962.382965,4216.694,0.0,459.803986,,,-70.323997,,701.535973,1091.015961,0.0,1091.015961,5307.709961,
03/31/2000,6258.924805,74.654999,74.654999,0.0,244.990997,,,0.0,,,,,3225.830078,,,,,,3545.476074,203.863007,,,1286.458008,,1223.128052,798.900024,,,,424.228027,2713.449066,,68.68,68.68,,,449.024994,,,,,,2645.688072,,,2645.688072,3163.393066,434.376007,,,,,1510.150024,,,,,,1510.150024,1944.526031,5107.919098,0.0,460.559998,,,-64.695,,755.140984,1151.005981,0.0,1151.005981,6258.925079,
06/30/2000,5993.969238,72.513,72.513,0.0,242.539993,,,0.0,,,,,2843.374023,,,,,,3158.427002,209.942993,,,1418.519043,,1207.079956,838.677002,,,,368.402954,2835.541992,,66.987,66.987,,,271.299988,,,,,,2431.973022,,,2431.973022,2770.26001,457.248993,,,,,1608.901001,,,,,,1608.901001,2066.149994,4836.410004,0.0,457.747009,,,-52.687,,752.499012,1157.559021,0.0,1157.559021,5993.969025,
09/30/2000,6101.001953,93.927002,93.927002,0.0,263.924011,,,0.0,,,,,2897.658936,,,,,,3255.51001,207.876999,,,1361.011963,,1276.603027,857.955017,,,,418.64801,2845.491989,,79.093002,79.093002,,,181.600006,,,,,,2581.810898,,,2581.810898,2842.503906,466.222992,,,,,1561.719971,,,,,,1561.719971,2027.942963,4870.446869,0.0,455.390015,,,-39.631001,,814.795979,1230.554993,0.0,1230.554993,6101.001862,
12/31/2000,5586.32,98.856,98.856,,265.64,265.64,,,,,,,2284.368,,,,,,2648.864,205.555,532.044,-326.489,1796.899,,935.002,846.739,,,,88.263,2937.456,,80.633,80.633,,,19.725,,,,,,2338.288,,,2338.288,2438.646,334.958,,,,,1560.644,,,,,,1560.644,1895.602,4334.248,,456.698,,,-37.026,753.531,78.869,1252.072,,1252.072,5586.32,
03/31/2001,5637.099,82.146,82.146,,273.002,273.002,,,,,,,2155.042,,,,,,2510.19,218.134,,,1891.734,,1017.041,928.36,,,,88.681,3126.909,,72.813,72.813,,,13.0,,,,,,2201.594,,,2201.594,2287.407,362.562,,,,,1671.698,,,,,,1671.698,2034.26,4321.667,,461.645,,,-24.258,804.296,73.749,1315.432,,1315.432,5637.099,
06/30/2001,4950.931,77.963,77.963,0.0,262.487,262.487,,0.0,,,,,1600.233,,,,,,1940.683,217.131,,,1786.036,,1007.081,918.992,,,,88.089,3010.248,,77.847,77.847,,,36.125,,,,,,1666.948,,,1666.948,1780.92,310.186,,,,,1483.84,,,,,,1483.84,1794.026,3574.946,0.0,464.448,,,-18.175,856.285,73.427,1375.985,0.0,1375.985,4950.931,
09/30/2001,5228.229,92.751,92.751,0.0,289.725,289.725,,0.0,,,,,1609.932,,,,,,1992.408,218.199,,,1971.945,,1045.677,957.197,,,,88.48,3235.821,,78.176,78.176,,,129.5,,,,,,1723.168,,,1723.168,1930.844,250.283,,,,,1630.261,,,,,,1630.261,1880.544,3811.388,0.0,466.978,,,-14.894,908.914,55.843,1416.841,0.0,1416.841,5228.229,
12/31/2001,5322.242,136.088,136.088,0.0,311.217,311.217,,0.0,0.0,0.0,0.0,0.0,1535.054,,,,,,1982.359,247.748,632.829,-385.081,1885.063,,1207.072,1109.822,,,,97.25,3339.883,,83.303,83.303,,,112.8,,,,,,1717.857,,,1717.857,1913.96,343.093,,,,,1460.363,,,,,,1460.363,1803.456,3717.416,0.0,566.862,,,0.0,961.748,76.216,1604.826,0.0,1604.826,5322.242,
03/31/2002,5486.479,138.695,138.695,0.0,294.985,294.985,,0.0,0.0,0.0,0.0,0.0,1752.995,,,,,,2186.675,257.101,,,1799.519,,1243.184,1144.666,,,,98.518,3299.804,,83.184,83.184,,,165.186,,,,,,1833.499,,,1833.499,2081.869,260.684,,,,,1454.57,,,,,,1454.57,1715.254,3797.123,0.0,585.305,,,0.0,1026.861,77.19,1689.356,0.0,1689.356,5486.479,
06/30/2002,5576.771,188.329,188.329,,296.338,296.338,,,,,,,1565.66,,,,,,2050.327,262.678,,,1998.332,,1265.434,1165.095,,,,100.339,3526.444,,88.298,88.298,,,137.39,,,,,,1693.603,,,1693.603,1919.291,262.503,,,,,1641.357,,,,,,1641.357,1903.86,3823.151,,593.2,,,0.0,1093.506,66.914,1753.62,,1753.62,5576.771,
09/30/2002,5665.831,217.969,217.969,0.0,287.576,287.576,,0.0,0.0,0.0,0.0,0.0,1531.018,,,,,,2036.563,265.943,,,2053.07,,1310.255,1310.255,,,,0.0,3629.268,,85.287,85.287,,,186.19,,,,,,1642.715,,,1642.715,1914.192,260.734,,,,,1721.6,,,,,,1721.6,1982.334,3896.526,0.0,603.353,,,-23.992,1159.657,30.287,1769.305,0.0,1769.305,5665.831,
12/31/2002,6438.705,227.239,227.239,,339.737,339.737,,,,,,,1860.394,,,,,,2427.37,223.07,550.676,-327.606,2115.778,,1672.487,1672.487,1329.873,342.614,,0.0,4011.335,,122.266,122.266,,,100.0,,,,,,2152.361,,,2152.361,2374.627,482.824,,,,,1753.585,,,,,,1753.585,2236.409,4611.036,,601.624,,,-25.722,1227.885,23.882,1827.669,,1827.669,6438.705,
03/31/2003,6494.282,182.161,182.161,,338.024,338.024,,,,,,,1727.543,,,,,,2247.728,223.898,,,2238.885,,1783.771,1783.771,1434.687,349.084,,0.0,4246.554,,128.382,128.382,,,170.5,,,,,,2009.578,,,2009.578,2308.46,433.909,,,,,1820.394,,,,,,1820.394,2254.303,4562.763,,615.13,,,,1302.073,14.316,1931.519,,1931.519,6494.282,
06/30/2003,6624.652,291.149,291.149,,322.366,322.366,,,,,,,1888.945,,,,,,2502.46,224.608,,,1981.742,,1915.842,1915.842,1526.992,388.85,,0.0,4122.192,,134.098,134.098,,,206.0,,,,,,2073.488,,,2073.488,2413.586,499.29,,,,,1690.071,,,,,,1690.071,2189.361,4602.947,,623.962,,,,1380.511,17.232,2021.705,,2021.705,6624.652,
09/30/2003,7170.717,201.702,201.702,,362.592,362.592,,,,,,,2073.683,,,,,,2637.977,220.563,,,2024.815,,2287.362,2287.362,1829.421,457.941,,0.0,4532.74,,145.446,145.446,,,135.152,,,,,,2354.865,,,2354.865,2635.463,659.12,,,,,1774.313,,,,,,1774.313,2433.433,5068.896,,631.063,,,,1460.923,9.835,2101.821,,2101.821,7170.717,
12/31/2003,7214.174805,202.768005,202.768005,0.0,417.520996,417.520996,,0.0,0.0,0.0,0.0,0.0,2060.582031,,,,,,2680.871094,206.076004,587.84198,-381.765991,1904.161011,,2423.066895,2423.066895,1865.244995,557.821899,,0.0,4533.303909,,179.184006,179.184006,,,139.0,139.0,0.0,0.0,,,2322.83699,,,2322.83699,2641.020996,699.116028,699.116028,0.0,0.0,,1674.22998,,,,,,1674.22998,2373.346008,5014.367004,0.0,639.565979,,,0.0,1542.896973,17.344971,2199.807922,0.0,2199.807922,7214.174927,
03/31/2004,7928.819824,208.345993,208.345993,0.0,408.686005,408.686005,,0.0,0.0,0.0,0.0,0.0,2382.47998,,,,,,2999.51001,201.802002,,,2265.149902,,2462.360107,2462.360107,1912.76001,549.600097,,0.0,4929.312011,,188.268997,188.268997,,,171.399994,171.399994,0.0,0.0,,,2604.931107,,,2604.931107,2964.600098,596.077026,596.077026,0.0,0.0,,2056.889893,,,,,,2056.889893,2652.966919,5617.567017,0.0,655.231018,,,0.0,1635.699951,20.320069,2311.251038,0.0,2311.251038,7928.818055,
06/30/2004,8007.129883,232.731995,232.731995,0.0,413.825989,413.825989,,0.0,0.0,0.0,0.0,0.0,2509.050049,,,,,,3155.600098,201.294998,,,2188.879883,,2461.360107,2461.360107,1924.290039,537.070068,,0.0,4851.534988,,205.947998,205.947998,,,158.399994,158.399994,0.0,0.0,,,2744.432037,,,2744.432037,3108.780029,485.981995,485.981995,0.0,0.0,,1995.420044,,,,,,1995.420044,2481.402039,5590.182068,0.0,666.073975,,,0.0,1730.72998,20.150025,2416.95398,0.0,2416.95398,8007.136048,
09/30/2004,8249.5,450.062012,450.062012,0.0,432.524994,432.524994,,0.0,0.0,0.0,0.0,0.0,2597.929932,,,,,,3480.52002,206.449997,,,2079.959961,,2482.580078,2482.580078,1952.969971,529.610107,,0.0,4768.990036,,552.554993,552.554993,,,228.800003,228.800003,0.0,0.0,,,2495.184799,,,2495.184799,3276.539795,490.544983,490.544983,0.0,0.0,,1965.73999,,,,,,1965.73999,2456.284973,5732.824768,0.0,673.101013,,,0.0,1823.090088,20.48999,2516.681091,0.0,2516.681091,8249.505859,
