Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,233.966995,,-124.956001,,109.010994,,-91.250999,,,,,17.76,-4.633,,9.776,,,-5.143,13.127,-4.7,8.427,0.0,,,8.427001,0.0,8.427,0.0,,8.427,8.427,,185.031742,0.046421,0.046421,,185.031742,0.046421,0.046421,0.046421,
06/30/1990,318.040009,,-164.117996,,153.922012,,-111.621002,,,,,42.300999,-11.213,,10.147,,,1.066,31.087998,-10.8,20.288,0.0,,,20.287998,0.0,20.288,0.0,,20.288,20.288,,186.749264,0.109227,0.109227,,186.749264,0.109227,0.109227,0.109227,
09/29/1990,490.372986,,-252.455002,,237.917984,,-150.268005,,,,,87.650002,-14.135,,13.039,,,1.096,73.515002,-25.700001,47.814999,0.0,,,47.815001,0.0,47.814999,0.0,,47.814999,47.814999,,184.713132,0.259413,0.259413,,184.713132,0.259413,0.259413,0.259413,
12/29/1990,428.251007,,-227.867996,,200.383011,,-165.326004,,,,,35.056999,-13.602,,14.474,,,-0.872,21.454999,-6.8,14.655,0.0,,,14.654999,0.0,14.655,0.0,,14.655,14.655,,186.236572,0.079189,0.079189,0.079189,186.236572,0.079189,0.079189,0.079189,
03/31/1991,267.992004,,-141.945999,,126.046005,,-102.598999,,,,,23.447001,-6.352,,9.424,,,-3.072,17.095001,-5.888,11.207,0.0,,,11.207001,0.0,11.207,-1.373,,9.834,9.834,,190.230464,0.051883,0.051883,,190.230464,0.051883,0.051883,0.051883,
06/30/1991,327.910004,,-166.942001,,160.968002,,-112.627998,,,,,48.34,-12.936,,11.877,,,1.059,35.404,-12.312,23.091999,5.236,,,17.856,0.0,17.856001,-1.344,,16.512001,16.512001,,191.273438,0.087381,0.114688,,191.273438,0.087381,0.114688,0.114688,
10/01/1991,532.0,,-261.820007,,270.179993,,-161.514008,,,,,108.666,-16.191001,,16.690001,,,-0.499,92.475,-34.0,58.474998,0.0,,,58.475,0.0,58.474998,-1.359,,57.115999,57.115999,,191.333983,0.297643,0.297643,,191.333983,0.297643,0.297643,0.297643,
12/31/1991,521.270996,,-265.519012,,255.751984,,-189.804001,,,,,65.947998,-17.227,,17.32,,,-0.093,48.720998,-19.1,29.621,0.0,,,29.620998,0.0,29.621,-1.359,,28.262,28.262,,189.63278,0.150187,0.150187,0.150187,189.63278,0.150187,0.150187,0.150187,
03/31/1992,476.889008,,-252.496002,,224.393005,,-177.473007,,,,,46.919998,-28.424999,,,,,28.424999,18.494999,,18.495001,0.0,,,,0.0,18.495001,-1.388,,17.107001,17.107001,,407.194331,0.042667,0.044373,,407.194331,0.042667,0.044373,0.044373,
06/30/1992,562.432983,,-282.549988,,279.882996,,-207.699005,,,,,72.183998,-39.884998,,,,,39.884998,32.299,,32.299,0.0,,,,0.0,32.299,-1.179,,31.12,31.12,,270.964831,0.1152,0.11776,,270.964831,0.1152,0.11776,0.11776,
09/30/1992,797.197021,,-389.35199,,407.845032,,-251.044998,,,,,156.800003,-72.363998,,,,,72.363998,84.436005,,84.435997,0.0,,,,0.0,84.435997,-1.206,,83.229997,83.229997,,271.039069,0.3072,0.3072,,271.039069,0.3072,0.3072,0.3072,
12/31/1992,727.005981,,-369.360992,,357.644989,,-268.803986,,,,,88.841003,-39.23,,,,,39.23,49.611003,,49.611,0.0,,,,0.0,49.611,-1.205,,48.406,48.406,,269.761711,0.1792,0.1792,0.1792,269.761711,0.1792,0.1792,0.1792,
03/31/1993,477.18399,,-250.481003,,226.702988,,-185.919006,,,,,40.784,-13.769,,13.209,,0.0,0.56,27.015001,-8.535,18.48,4.022,,,14.458001,0.0,14.458,-1.224,,13.234,13.234,,267.583996,0.0512,0.06656,,267.583996,0.0512,0.06656,0.06656,
06/30/1993,576.617981,,-297.605011,,279.01297,,-197.042007,,,,,81.971001,-18.748,,14.929,,0.0,3.819,63.223001,-22.452999,40.77,0.0,,,40.770002,0.0,40.77,-1.223,,39.547,39.547,,266.695321,0.147456,0.14848,,266.695321,0.147456,0.14848,0.14848,
09/30/1993,896.731995,,-442.796997,,453.934998,,-268.273987,,,,,185.660995,-22.291,,16.913,,0.0,5.378,163.369996,-58.714001,104.655998,0.0,,,104.655995,0.0,104.655998,-1.224,,103.431998,103.431998,,266.576171,0.390656,0.38912,,266.576171,0.390656,0.38912,0.38912,
12/31/1993,753.914001,,-352.587006,,401.326995,,-398.567993,,,,,2.759,-19.721,,17.563,,0.0,2.158,-16.962,-11.033,-27.995001,14.681,,,-42.676,0.0,-42.675999,-1.223,,-43.898999,-43.898999,,266.636729,-0.1664,-0.11264,-0.11264,266.636729,-0.1664,-0.11264,-0.11264,
03/31/1994,487.270996,,-249.167007,,238.103989,,-188.427002,,,,,49.676998,-11.408,,8.123,,0.0,3.285,38.268998,-14.2,24.069,0.0,,,24.068998,0.0,24.069,-1.223,,22.846,22.846,,273.495317,0.0832,0.0832,,273.495317,0.0832,0.0832,0.0832,
06/30/1994,650.263,,-335.757996,,314.505005,,-212.617996,,,,,101.887001,-12.805,,11.49,,0.0,1.315,89.082001,-32.0,57.082001,0.0,,,57.082001,0.0,57.082001,-1.223,,55.859001,55.859001,,280.904698,0.1984,0.1984,,280.904698,0.1984,0.1984,0.1984,
09/30/1994,1037.082031,,-508.122009,,528.960022,,-301.898987,,,,,227.061005,-24.241,,18.274,,0.0,5.967,202.820004,-71.0,131.820007,0.0,,,131.820004,0.0,131.820007,-1.152,,130.668007,130.668007,,282.412505,0.4608,0.4608,,282.412505,0.4608,0.4608,0.4608,
12/31/1994,1030.409058,,-510.475006,,519.934052,,-421.984009,,,,,97.949997,-34.489,,17.562,,0.0,16.927,63.460997,-20.6,42.861,0.0,,,42.860997,0.0,42.861,-1.091,,41.77,41.77,,280.614066,0.15168,0.15168,0.15168,280.614066,0.15168,0.15168,0.15168,
03/31/1995,543.570007,,-284.545013,,259.024994,,-210.518005,,,,,48.507,-7.663,,11.077,,0.0,-3.414,40.844,-13.886,26.958,0.0,,,26.958001,0.0,26.958,-1.099,,25.859,25.859,,279.853745,0.096,0.096,0.096,279.853745,0.096,0.096,0.096,
06/30/1995,763.473999,,-396.785004,,366.688995,,-248.216003,,,,,118.473,-17.263,,17.993,,0.0,-0.73,101.21,-33.714001,67.496002,0.0,,,67.495999,0.0,67.496002,-1.099,,66.397002,66.397002,,280.691242,0.24,0.24,0.24,280.691242,0.24,0.24,0.24,
09/30/1995,1176.484009,,-593.534973,,582.949036,,-341.713989,,,,,241.235001,-13.709,,22.733999,,0.0,-9.025,227.526001,-76.199997,151.326004,0.0,,,151.326004,0.0,151.326004,-1.099,,150.227004,150.227004,,281.900005,0.536,0.536,0.536,281.900005,0.536,0.536,0.536,
12/31/1995,1155.284058,,-574.784973,,580.499085,,-387.109985,,,,,193.389008,-30.067,,21.785,,0.0,8.282,163.322008,-51.299999,112.022003,0.0,,,112.022009,0.0,112.022003,-0.045,,111.977003,111.977003,,280.916252,0.4,0.4,0.4,280.916252,0.4,0.4,0.4,
