Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1995,2192.0,120.9,114.0,6.9,329.100006,,,446.700012,,,,,222.0,,,,,1118.699951,570.400024,1234.199951,-663.799988,0.0,,502.899994,,,,502.899994,1073.300018,,164.699997,164.699997,,,,7.7,,,,,,476.399991,,,,476.399991,648.799988,318.799988,,,,,277.600006,,,277.600006,596.399994,1245.199982,0.0,336.299988,,,-91.800003,,702.300003,946.799988,0.0,946.799988,2191.99997,
06/30/1995,2256.600098,208.899997,204.199997,4.7,325.299988,,,435.200012,,,,,238.300003,,,,,1207.699951,572.599976,1254.599976,-682.0,0.0,,476.299988,,,,476.299988,1048.899964,,157.600006,157.600006,,,,5.7,,,,,,506.100018,,,,506.100018,669.400024,315.899994,,,,,297.5,,,297.5,613.399994,1282.800018,0.0,338.899994,,,-90.699997,,725.600021,973.800018,0.0,973.800018,2256.600036,
09/30/1995,2277.5,259.9,253.5,6.4,299.100006,,,410.299988,,,,,263.5,,,,,1232.800049,578.5,1268.400024,-689.900024,84.0,,382.200012,,,,382.200012,1044.700012,,139.5,139.5,,,,5.7,,,,,,504.599988,,,,504.599988,649.799988,316.0,,,,,317.0,,,317.0,633.0,1282.799988,0.0,335.899994,,,-86.699997,,745.499985,994.699982,0.0,994.699982,2277.49997,
12/31/1995,2334.100098,355.499988,344.299988,11.2,253.199997,,,386.600006,,,,,252.800003,,,,,1248.099976,582.900024,1177.0,-594.099976,85.0,,418.100006,,,,418.100006,1086.00003,,149.600006,149.600006,,,,6.1,,,,,,498.39997,,,,498.39997,654.099976,312.799988,,,,,324.100006,,,324.100006,636.899994,1290.99997,0.0,376.299988,,,-85.0,,751.799988,1043.099976,0.0,1043.099976,2334.099946,
03/31/1996,2434.0,129.2,124.0,5.2,391.799988,,,488.899994,,,,,239.600006,,,,,1249.5,601.700012,1227.0,-625.299988,87.699997,,495.100006,,,,495.100006,1184.500015,,189.899994,189.899994,,,,6.1,,,,,,517.40003,,,,517.40003,713.400024,312.899994,,,,,324.5,,,324.5,637.399994,1350.800018,0.0,378.100006,,,-79.099998,,784.199974,1083.199982,0.0,1083.199982,2434.0,
06/30/1996,2458.699951,139.399994,137.399994,2.0,408.100006,,,455.899994,,,,,236.699997,,,,,1240.099976,610.900024,1217.900024,-607.0,93.400002,,514.299988,,,,514.299988,1218.600014,,158.800003,158.800003,,,,6.3,,,,,,517.999973,,,,517.999973,683.099976,309.799988,,,,,322.399994,,,322.399994,632.199982,1315.299958,0.0,378.299988,,,-78.5,,843.599976,1143.399964,0.0,1143.399964,2458.699922,
09/30/1996,2600.399902,76.0,76.0,0.0,402.0,,,488.100006,,,,,255.399994,,,,,1221.5,653.5,1286.199951,-632.700012,75.900002,,649.5,,,,649.5,1378.900002,,155.399994,155.399994,,,,98.199997,,,,,,538.900009,,,,538.900009,792.5,309.799988,,,,,323.799988,,,323.799988,633.599976,1426.099976,0.0,378.600006,,,-77.599998,,873.30001,1174.300018,0.0,1174.300018,2600.399994,
12/31/1996,2802.399902,242.1,238.5,3.6,326.899994,,,444.899994,,,,,227.899994,,,,,1241.800049,685.400024,1355.699951,-670.299988,87.5,,787.700012,,,,787.700012,1560.600036,,202.399994,202.399994,,,,112.599998,,,,,,516.099984,,,,516.099984,831.099976,455.399994,,,,,318.200012,,,318.200012,773.600006,1604.699982,0.0,378.899994,,,-75.400002,,894.19999,1197.699982,0.0,1197.699982,2802.399964,
03/31/1997,2878.199951,123.900002,123.900002,0.0,459.299988,,,530.5,,,,,225.800003,,,,,1339.5,727.5,1374.800049,-647.299988,85.400002,,725.799988,,,,725.799988,1538.69999,,215.199997,215.199997,,,,115.300003,,,,,,536.799988,,,,536.799988,867.299988,455.5,,,,,311.200012,,,311.200012,766.700012,1634.0,0.0,380.799988,,,-65.599998,,929.000022,1244.200012,0.0,1244.200012,2878.200012,
06/30/1997,2930.5,110.800003,110.800003,0.0,509.399994,,,535.400024,92.9,149.7,292.8,,224.899994,,,,,1380.5,738.700012,1375.400024,-636.700012,89.099998,,722.200012,563.5,437.5,126.0,158.700012,1550.000022,,244.4,244.4,,,,67.7,,,,,,525.8,,,,525.8,837.9,458.600006,,,,,308.5,,,308.5,767.100006,1605.000006,0.0,382.100006,,,-59.099998,1062.1,-59.599978,1325.50003,0.0,1325.50003,2930.500036,
09/30/1997,3238.399902,81.800003,81.800003,0.0,462.200012,,,582.900024,,,,,266.0,,,,,1392.900024,769.900024,1426.0,-656.099976,87.400002,,988.200012,,,,988.200012,1845.500038,,254.199997,254.199997,,,,108.0,,,,,,611.300003,,,,611.300003,973.5,653.599976,,,,,313.399994,,,313.399994,966.99997,1940.49997,0.0,383.100006,,,-54.700001,,969.499989,1297.899994,0.0,1297.899994,3238.399964,
12/31/1997,3241.399902,85.599998,85.599998,0.0,434.899994,,,566.299988,113.5,139.399994,313.399994,,279.200012,,,,,1366.0,783.0,1439.699951,-656.700012,87.5,,1004.900024,84.199997,,,920.700027,1875.400024,,252.899994,252.899994,,,,109.300003,,,,,,586.000015,,,,586.000015,948.200012,645.5,,,,,332.700012,,,332.700012,978.200012,1926.400024,0.0,385.100006,,,-59.0,,988.900024,1315.00003,0.0,1315.00003,3241.400054,
03/31/1998,3452.600098,82.699997,82.699997,0.0,570.099976,,,649.900024,138.899994,145.899994,365.100006,,255.699997,,,,,1558.400024,802.700012,1471.800049,-669.099976,78.5,,1013.0,731.5,,,281.5,1894.200012,,256.299988,256.299988,,,,296.200012,,,,,,566.900024,,,,566.900024,1119.400024,645.5,,,,,331.399994,,,331.399994,976.899994,2096.300018,0.0,387.200012,,,-62.900002,,1031.999977,1356.299988,0.0,1356.299988,3452.600006,
06/30/1998,3475.199951,71.0,71.0,0.0,610.400024,,,621.200012,133.600006,142.600006,345.0,,263.100006,,,,,1565.699951,808.299988,1502.099976,-693.799988,99.599998,,1001.599976,728.599976,,,273.0,1909.499962,,259.100006,259.100006,,,,225.600006,,,,,,590.999939,,,,590.999939,1075.699951,641.799988,,,,,339.5,,,339.5,981.299988,2056.999939,0.0,388.200012,,,-74.099998,,1104.099998,1418.200012,0.0,1418.200012,3475.199951,
09/30/1998,3400.399902,91.099998,91.099998,0.0,502.899994,,,652.200012,133.399994,150.899994,367.899994,,279.799988,,,,,1526.0,796.0,1494.900024,-698.900024,86.699997,,991.700012,828.599976,,,163.100037,1874.400009,,233.199997,233.199997,,,,160.199997,,,,,,615.199982,,,,615.199982,1008.599976,641.799988,,,,,347.399994,,,347.399994,989.199982,1997.799957,0.0,388.299988,,,-81.099998,,1095.399986,1402.599976,0.0,1402.599976,3400.399933,
12/31/1998,3351.5,126.099998,126.099998,0.0,420.799988,,,645.5,120.599998,141.300003,383.600006,,262.0,,,,,1454.400024,845.099976,1544.099976,-699.0,71.199997,,980.799988,820.5,,,160.299988,1897.09996,,286.100006,286.100006,,,,170.100006,,,,,,580.200012,,,,580.200012,1036.400024,635.400024,,,,,368.399994,,,368.399994,1003.800018,2040.200043,0.0,388.399994,,,-204.699997,,1127.600021,1311.300018,0.0,1311.300018,3351.500061,
03/31/1999,3501.399902,81.199997,81.199997,0.0,589.400024,,,669.799988,121.300003,138.0,410.5,0.0,264.0,,,,,1604.400024,840.400024,1555.099976,-714.700012,80.300003,,976.299988,811.299988,713.200012,98.099976,165.0,1897.000015,,273.299988,273.299988,,,,274.700012,,,,,,586.0,,,,586.0,1134.0,635.599976,,,,,371.899994,,,371.899994,1007.499969,2141.499969,0.0,389.5,,,-205.699997,1235.599976,-59.499954,1359.900024,0.0,1359.900024,3501.399994,
06/30/1999,3513.199951,108.199997,108.199997,0.0,595.200012,,,641.700012,122.0,143.5,376.200012,0.0,279.399994,,,,,1624.5,836.099976,1566.900024,-730.799988,85.0,,967.599976,801.799988,,,165.799988,1888.699951,,276.399994,276.399994,,,,188.100006,,,,,,619.099976,,,,619.099976,1083.599976,629.099976,,,,,369.399994,,,369.399994,998.499969,2082.099945,0.0,389.799988,,,-209.800003,,1251.100052,1431.100037,0.0,1431.100037,3513.199982,
09/30/1999,3405.5,122.900002,122.900002,0.0,344.399994,,,400.700012,66.5,132.699997,201.5,0.0,1057.199951,,,,,1925.199951,726.400024,1431.599976,-705.200012,84.599609,,669.299988,496.5,408.299988,88.200012,172.799988,1480.299622,,214.199997,214.199997,,,,166.5,,,,,,585.300003,,,,585.300003,966.0,626.700012,,,,,378.700012,,,378.700012,1005.400024,1971.400024,0.0,390.899994,,,-211.699997,1312.800049,-57.900101,1434.099945,0.0,1434.099945,3405.499969,
12/31/1999,3247.9,100.8,100.8,0.0,345.9,,,406.4,66.4,137.7,202.3,0.0,896.1,,,,,1749.2,774.6,1486.1,-711.5,64.3,,659.8,490.4,404.8,85.6,169.4,1498.7,,248.9,248.9,,,,107.7,,,,,,625.3,,,,625.3,981.9,622.5,,,,,343.3,,,343.3,965.8,1947.7,0.0,391.2,,,-214.0,1181.5,-58.5,1300.2,0.0,1300.2,3247.9,
03/31/2000,3546.5,123.800003,123.800003,0.0,638.799988,,,683.599976,123.5,160.899994,399.200012,0.0,316.600006,,,,,1762.800049,874.700012,1657.300049,-782.599976,80.300003,,828.700012,650.099976,564.5,85.599976,178.600037,1783.700027,,321.200012,321.200012,,,,298.200012,,,,,,663.199951,,,,663.199951,1282.599976,620.099976,,,,,350.299988,,,350.299988,970.399963,2252.999939,0.0,391.399994,,,-265.899994,1228.800049,-60.800079,1293.499969,0.0,1293.499969,3546.499908,
06/30/2000,3466.699951,134.899994,134.899994,0.0,423.299988,,,483.299988,76.5,145.899994,260.899994,0.0,901.599976,,,,,1943.099976,766.5,1505.599976,-739.099976,97.5,,659.599976,571.900024,489.98999,81.910034,87.699951,1523.599976,,249.100006,249.100006,,,,274.5,,,,,,828.499969,,,,828.499969,1352.099976,615.799988,,,,,355.100006,,,355.100006,970.899994,2322.999969,0.0,391.299988,,,-297.299988,1113.300049,-63.600037,1143.700012,0.0,1143.700012,3466.699982,
09/30/2000,3422.800049,129.899994,129.899994,0.0,404.100006,,,491.899994,75.199997,154.0,262.700012,0.0,898.599976,,,,,1924.5,769.900024,1514.300049,-744.400024,77.400002,,651.0,470.799988,394.899994,75.899994,180.200012,1498.300026,,226.699997,226.699997,,,,251.5,,,,,,941.800003,,,,941.800003,1420.0,611.299988,,,,,351.200012,,,351.200012,962.5,2382.5,0.0,391.299988,,,-296.399994,,945.399994,1040.299988,0.0,1040.299988,3422.799988,
12/31/2000,3396.5,125.2,125.2,0.0,419.9,,,510.7,69.0,153.6,288.1,0.0,776.0,,,,,1831.8,803.2,1560.0,-756.8,73.0,,688.5,507.9,391.8,116.1,180.6,1564.7,,238.6,238.6,,,,172.7,,,,,,836.6,,,,836.6,1247.9,601.8,,,,,479.7,,,479.7,1081.5,2329.4,0.0,391.4,,,-296.4,,972.1,1067.1,0.0,1067.1,3396.5,
03/31/2001,3387.5,72.300003,72.300003,0.0,450.700012,,,569.0,86.199997,147.300003,335.5,0.0,733.299988,,,,,1825.300049,798.900024,1571.0,-772.099976,69.0,,694.299988,527.200012,411.899994,115.300018,167.099976,1562.200012,,248.800003,248.800003,,,,144.800003,,,,,,818.899994,,,,818.899994,1212.5,599.400024,,,,,475.600006,,,475.600006,1075.000031,2287.500031,0.0,391.799988,,,-292.700012,,1000.900024,1100.0,0.0,1100.0,3387.500031,
06/30/2001,3327.600098,155.800003,155.800003,0.0,446.5,,,511.899994,67.900002,140.600006,303.399994,0.0,663.099976,,,,,1777.300049,786.599976,1564.699951,-778.099976,71.099998,,692.599976,528.200012,413.5,114.700012,164.399963,1550.29995,,198.5,198.5,,,,80.400002,,,,,,829.000023,,,,829.000023,1107.900024,594.900024,,,,,483.5,,,483.5,1078.400024,2186.300049,0.0,392.700012,,,-292.5,,1041.099976,1141.299988,0.0,1141.299988,3327.600037,
09/30/2001,3274.300049,156.399994,156.399994,0.0,407.399994,,,497.700012,63.900002,144.699997,289.100006,0.0,629.599976,,,,,1691.099976,786.200012,1584.099976,-797.900024,64.800003,,732.200012,565.5,453.700012,111.799988,166.700012,1583.200027,,202.199997,202.199997,,,,40.099998,,,,,,790.000053,,,,790.000053,1032.300049,607.700012,,,,,497.600006,,,497.600006,1105.300018,2137.600067,0.0,392.899994,,,-291.100006,,1034.899994,1136.699982,0.0,1136.699982,3274.300049,
12/31/2001,3157.5,108.5,108.5,0.0,361.899994,,,557.400024,59.299999,180.899994,317.200012,0.0,373.100006,,,,,1400.900024,689.400024,1493.199951,-803.799988,80.400002,,986.799988,603.299988,474.399994,128.899994,383.5,1756.600014,,214.5,214.5,,,,40.0,,,,,,648.200012,,,,648.200012,902.700012,600.200012,,,,,543.700012,,,543.700012,1143.900024,2046.600037,0.0,393.100006,,,-289.799988,,1007.599976,1110.899994,0.0,1110.899994,3157.500031,
03/31/2002,3210.800049,143.600006,143.600006,0.0,432.100006,,,539.200012,59.099998,185.199997,294.899994,0.0,353.100006,,,,,1468.0,787.5,1605.599976,-818.099976,86.800003,,868.5,598.700012,473.899994,124.800018,269.799988,1742.800003,,214.5,214.5,,,,40.799999,,,,,,631.299976,,,,631.299976,886.599976,599.099976,,,,,561.0,,,561.0,1160.099976,2046.699951,0.0,386.0,,,-246.800003,1067.5,-42.600021,1164.099976,0.0,1164.099976,3210.799927,
06/30/2002,3404.300049,334.5,334.5,0.0,484.700012,,,527.0,54.200001,199.399994,273.399994,0.0,348.799988,,,,,1695.0,784.400024,1620.900024,-836.5,99.800003,,825.099976,555.299988,431.100006,124.199982,269.799988,1709.300003,,264.0,264.0,,,,45.799999,,,,,,694.900013,,,,694.900013,1004.700012,600.900024,,,,,586.599976,,,586.599976,1187.5,2192.200012,0.0,386.100006,,,-230.600006,,1056.600006,1212.100006,0.0,1212.100006,3404.300018,
09/30/2002,3373.100098,368.100006,368.100006,0.0,418.799988,,,513.700012,64.599998,194.5,254.600006,0.0,371.299988,,,,,1671.900024,663.900024,1514.300049,-850.400024,97.199997,,940.099976,554.900024,432.899994,122.000031,385.199951,1701.199997,,253.0,253.0,,,,29.6,,,,,,669.4,,,,669.4,952.0,597.700012,,,,,586.900024,,,586.900024,1184.600037,2136.600037,0.0,386.0,,,-229.600006,1137.300049,-57.200043,1236.5,0.0,1236.5,3373.100037,
12/31/2002,3314.7,351.4,351.4,0.0,401.4,,,546.9,72.8,201.6,272.5,0.0,360.5,,,,,1660.2,792.7,1663.7,-871.0,95.4,,766.4,570.3,452.8,117.5,196.1,1654.5,,291.2,291.2,,,,28.9,,,,,,685.5,,,,685.5,1005.6,589.5,,,,,617.8,,,617.8,1207.3,2212.9,0.0,385.8,,,-228.7,1112.7,-168.0,1101.8,0.0,1101.8,3314.7,
03/31/2003,3373.300049,280.0,280.0,0.0,441.700012,,,567.700012,64.5,209.800003,293.399994,0.0,346.0,,,,,1635.400024,777.799988,1666.0,-888.200012,103.599998,,856.5,577.900024,463.0,114.900024,278.599976,1737.899986,,281.0,281.0,,,,30.700001,,,,,,650.500011,,,,650.500011,962.200012,588.099976,,,,,717.200012,,,717.200012,1305.299988,2267.5,0.0,385.700012,,,-226.600006,1116.5,-169.800018,1105.799988,0.0,1105.799988,3373.299988,
06/30/2003,3533.800049,254.100006,254.100006,0.0,496.700012,,,584.900024,71.0,203.5,310.399994,0.0,356.100006,,,,,1691.800049,787.400024,1695.5,-908.099976,103.800003,,950.799988,653.400024,486.299988,167.100037,297.399963,1842.000015,,308.600006,308.600006,,,,43.599998,,,,,,729.600044,,,,729.600044,1081.800049,588.5,,,,,686.900024,,,686.900024,1275.400024,2357.200073,0.0,385.5,,,-224.300003,1170.099976,-154.699997,1176.599976,0.0,1176.599976,3533.800049,
09/30/2003,3579.0,353.899994,353.899994,0.0,348.100006,,,598.099976,89.699997,210.800003,297.600006,0.0,367.0,,,,,1667.099976,797.5,1722.599976,-925.099976,132.199997,,982.200012,687.5,500.0,187.5,294.700012,1911.900009,,317.799988,317.799988,,,,30.5,,,,,,724.200012,,,,724.200012,1072.5,584.5,,,,,689.099976,,,689.099976,1273.599976,2346.099976,0.0,385.600006,,,-214.0,1208.0,-146.700012,1232.899994,0.0,1232.899994,3578.999969,
12/31/2003,3602.5,345.9,345.9,0.0,374.4,,,623.8,92.8,205.7,325.3,0.0,371.1,,,,,1715.2,827.1,1739.5,-912.4,148.1,,912.1,699.7,515.1,184.6,212.4,1887.3,,321.3,321.3,,,,23.8,,,,,,756.7,,,,756.7,1101.8,583.8,,,,,593.9,,,593.9,1177.7,2279.5,0.0,386.9,,,-183.6,1202.0,-82.3,1323.0,0.0,1323.0,3602.5,
03/31/2004,3790.199951,173.800003,173.800003,0.0,455.299988,,,722.799988,105.5,222.600006,394.700012,0.0,348.899994,,,,,1700.800049,847.799988,1780.900024,-933.099976,164.5,,1077.099976,857.299988,573.799988,283.5,219.799988,2089.399963,,334.100006,334.100006,,,,48.799999,,,,,,758.400043,,,,758.400043,1141.300049,585.799988,,,,,609.799988,,,609.799988,1195.599976,2336.900024,0.0,399.299988,,,-131.699997,1250.0,-64.300003,1453.299988,0.0,1453.299988,3790.200012,
06/30/2004,4094.899902,438.200012,438.200012,0.0,459.5,,,713.200012,109.0,240.699997,363.5,0.0,365.0,,,,,1975.900024,846.799988,1781.400024,-934.599976,162.600006,,1109.599976,892.200012,593.400024,298.799988,217.399963,2118.999969,,351.0,351.0,,,,13.4,,,,,,811.1,,,,811.1,1175.5,726.5,,,,,610.400024,,,610.400024,1336.900024,2512.400024,0.0,411.299988,,,-106.300003,1840.099976,-562.600021,1582.499939,0.0,1582.499939,4094.899963,
09/30/2004,4202.0,493.100006,493.100006,0.0,432.0,,,776.799988,130.0,260.299988,386.5,0.0,370.799988,,,,,2072.699951,852.400024,1799.300049,-946.900024,157.399994,,1119.5,894.799988,601.200012,293.599976,224.700012,2129.300018,,341.0,341.0,,,,13.5,,,,,,838.300049,,,,838.300049,1192.800049,729.799988,,,,,604.099976,,,604.099976,1333.899963,2526.700012,0.0,422.5,,,-91.900002,1413.0,-68.29995,1675.300049,0.0,1675.300049,4202.000061,
