Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
12/31/2003,10.95,,9.5,11.525,9.5,2190.0,,,
03/31/2004,11.1,1.369863,11.0,11.25,9.05,2220.0,200.0,156.99,
06/30/2004,12.4,11.711712,11.125,12.4,9.585,2480.16864,200.009201,156.8374,
09/30/2004,13.47,8.629032,12.38,14.215,12.05,2694.218214,200.013596,156.8398,
12/31/2004,18.025,33.815887,13.51,18.09,13.0,3137.861893,200.016205,182.836,
03/31/2005,17.075,-5.270458,18.025,19.55,16.395,2972.590302,200.016205,182.836,
06/30/2005,18.8,10.102489,17.165,18.805,15.15,3272.89591,174.091003,173.7382,
09/30/2005,21.3,13.297872,18.8,22.225,18.2,3437.871035,174.093994,173.649,
12/31/2005,23.56,10.610329,21.65,24.72,18.8,3802.672963,161.402405,160.9422,
03/31/2006,22.61,-4.032258,23.7,24.73,20.895,6194.021935,273.950592,255.7202,
06/30/2006,24.09,6.545776,22.675,26.305,21.22,6599.652171,273.952209,255.2104,
09/30/2006,22.65,-5.977584,24.275,25.575,22.125,6207.488083,274.031586,272.6514,
12/31/2006,28.005,23.642384,22.61,29.74,22.135,6851.342092,252.885803,251.719,
03/31/2007,36.02,28.619889,28.175,37.1,27.215,8725.701496,274.78299,273.5456,
06/30/2007,41.57,15.408107,36.02,45.93,35.98,9969.724246,242.316895,241.0751,
09/30/2007,42.29,1.732018,41.93,45.08,34.76,10092.657319,239.832993,238.6115,
12/31/2007,43.34,2.482856,42.17,47.19,38.79,10260.091823,238.653503,237.4659,
03/31/2008,38.99,-10.036917,43.71,43.96,34.56,9183.961154,236.442307,235.2135,
06/30/2008,42.9,10.028212,39.29,45.78,38.36,10123.739726,235.921997,234.6688,
09/30/2008,24.75,-42.307692,42.69,43.95,22.2,5767.918744,235.984604,234.732,
12/31/2008,23.33,-5.737374,24.67,25.4,14.39,5467.542208,233.047195,231.7946,
03/31/2009,17.6,-24.560652,23.28,25.38,15.19,4668.799256,236.231995,234.9215,
06/30/2009,25.96,47.5,17.65,25.96,16.5,6886.48708,265.272705,263.8945,
09/30/2009,28.19,8.590139,26.2,29.26,21.94,7228.178167,265.276886,263.919,
12/31/2009,23.61,-16.246896,28.0,29.18,22.82,5996.829222,256.409302,255.1266,
03/31/2010,20.9,-11.478187,23.78,25.7,20.2,5336.033925,261.898193,260.4963,
06/30/2010,21.21,1.483254,21.08,25.19,20.49,5370.051093,255.312607,253.8557,
09/30/2010,20.82,-1.838755,21.24,23.81,20.02,5209.912958,253.184906,251.7394,
12/31/2010,19.54,-6.147935,21.02,21.64,18.22,4830.236317,247.197296,245.7518,
03/31/2011,21.54,10.235415,19.72,21.95,19.09,5327.241955,247.536606,246.0923,
06/30/2011,24.58,14.113278,21.69,25.54,21.05,5927.142224,241.089401,239.6095,
09/30/2011,21.21,-13.710334,24.5,25.66,19.98,5060.837566,241.251907,239.6167,
12/31/2011,18.12,-14.5686,21.0,22.61,17.47,4122.653721,229.967499,228.5442,
03/31/2012,15.67,-13.520971,18.44,18.46,15.53,3567.82395,227.685104,226.126,
06/30/2012,17.36,10.784939,15.66,17.49,14.29,3953.968926,227.685104,226.0372,
09/30/2012,21.39,23.214286,17.44,22.915,16.66,4883.040321,227.8452,226.1128,
12/31/2012,22.99,7.480131,21.36,23.78,19.15,7416.732585,321.830902,319.4686,
03/31/2013,26.49,15.22401,23.38,26.51,22.6,8540.457748,323.165894,320.6963,
06/30/2013,26.7,0.792752,26.41,28.67,24.86,8612.576227,322.487518,319.9289,
09/30/2013,27.33,2.359551,26.76,29.19,25.24,8836.542433,322.928375,320.628,
12/31/2013,28.72,5.085986,27.37,30.28,26.3,9298.940117,323.41626,321.2568,
03/31/2014,31.8,10.724234,28.74,32.04,26.57,10320.165904,325.294037,323.049,
06/30/2014,37.2,16.981132,31.78,38.09,31.5,12554.009364,337.240631,334.9954,
09/30/2014,30.48,-18.064516,37.29,37.39,28.97,10301.845162,337.710449,335.5389,
12/31/2014,26.95,-11.581365,30.68,33.92,25.77,9073.057717,338.108643,335.9545,
03/31/2015,25.19,-6.530612,27.03,27.9,22.78,8434.046553,337.17511,334.7192,
06/30/2015,22.88,-9.170306,24.99,26.93,22.83,7561.766715,333.494568,331.0464,
