Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/26/1992,1772.420044,359.763,166.179001,193.584,201.222,,,,187.973007,,,,,29.705999,,,,,778.664001,362.476013,471.891998,-109.416,45.331001,585.948975,,,,,,585.948975,993.755989,,70.156998,70.156998,,,,19.695999,,,,,,226.61499,,,226.61499,316.467987,474.34201,,,,263.860992,,,,263.860992,738.203003,1054.67099,0.0,302.433014,,,-3.072,,268.775003,568.136017,149.613007,717.749023,1772.420013,
01/02/1993,1818.265015,368.701996,190.600998,178.100998,204.75,,,,193.188995,,,,,63.092999,,,,,829.734009,257.910004,371.292999,-113.383003,44.497002,686.124023,,,,,,686.124023,988.531029,,69.473,69.473,,,,22.034,,,,,,234.862995,,,234.862995,326.369995,494.152008,,,,280.549011,,,,280.549011,774.701019,1101.071014,0.0,284.204987,,,-3.81,,272.506014,552.901001,164.292999,717.194,1818.265014,
04/03/1993,1878.234009,299.102997,107.388,191.714996,221.195999,,,,213.738998,,,,,66.319,,,,,800.356995,264.276001,383.588989,-119.313004,57.823002,755.778015,,,,,,755.778015,1077.877018,,72.732002,72.732002,,,,23.881001,,,,,,255.448002,,,255.448002,352.061005,484.247986,,,,292.005005,,,,292.005005,776.252991,1128.313995,0.0,269.699005,,,-2.537,,287.612012,554.774017,195.145996,749.920013,1878.234009,
07/03/1993,1908.72998,294.168999,81.338997,212.830002,228.779999,,,,224.166,,,,,69.727997,,,,,816.843018,272.915985,400.445007,-127.528999,47.639999,771.330994,,,,,,771.330994,1091.886978,,72.077003,72.077003,,,,24.298,,,,,,262.226986,,,262.226986,358.60199,473.092987,,,,291.334991,,,,291.334991,764.427979,1123.029968,0.0,261.643005,,,-1.411,,306.029011,566.261017,219.438995,785.700012,1908.72998,
10/02/1993,2284.951904,633.453003,345.614014,287.838989,246.544998,,,,191.621002,,,,,108.745003,,,,,1180.364014,273.737,406.166992,-132.429993,44.067001,786.783997,,,,,,786.783997,1104.587997,,78.264,78.264,,,,26.159,,,,,,280.432987,,,280.432987,384.855988,495.712006,,,,332.411011,,,,332.411011,828.123016,1212.979004,0.0,510.006989,,,-1.787,,325.807996,834.027985,237.945007,1071.972992,2284.951996,
12/31/1993,2473.709961,700.194,325.743988,374.450012,267.377014,,,,225.395996,,,,,51.576,,,,,1244.542969,447.471008,581.893982,-134.423004,43.630001,738.065979,,,,,,738.065979,1229.166988,,85.278,85.278,,,,45.851002,,,,,,285.117,,,285.117,416.246002,647.460999,,,,273.799011,,,,273.799011,921.26001,1337.506012,0.0,515.026978,,,-1.212,,344.708002,858.52298,277.681,1136.20398,2473.709992,
04/02/1994,2568.770996,600.013977,257.553986,342.459991,307.744995,,,,269.588989,,,,,67.598,,,,,1244.946045,595.945984,740.70697,-144.761002,0.0,727.879028,,,,,,727.879028,1323.825012,,102.584999,102.584999,,,,46.181,,,,,,321.495995,,,321.495995,470.261993,800.950989,,,,123.152,,,,123.152,924.102989,1394.364983,0.0,507.535004,,,-1.549,,370.438008,876.424011,297.981995,1174.406006,2568.770988,
07/02/1994,2933.960938,952.15097,289.696991,662.453979,309.311005,,,,272.449005,,,,,63.855999,,,,,1597.766968,593.508972,750.286011,-156.776993,75.204002,667.481018,,,,,,667.481018,1336.193993,,98.161003,98.161003,,,,47.806999,,,,,,331.766983,,,331.766983,477.734985,1132.947998,,,,131.669006,,,,131.669006,1264.617004,1742.35199,0.0,495.122009,,,-1.693,,399.281989,892.710999,298.89801,1191.609009,2933.960999,
10/01/1994,2975.037109,942.227997,307.181,635.046997,341.337006,,,,275.515991,,,,,61.487,,,,,1620.567993,598.945984,767.547974,-168.602005,80.598,674.924988,,,,,,674.924988,1354.468971,,100.543999,100.543999,,,,59.466999,,,,,,327.450001,,,327.450001,487.460999,1066.699951,,,,141.164001,,,,141.164001,1207.863953,1695.324951,0.0,539.698975,,,-4.818,,430.183997,965.064972,314.647003,1279.711975,2975.036926,
12/31/1994,3061.935059,997.919983,383.005005,614.914978,347.444,,,,293.287994,,,,,72.972,,,,,1711.624023,624.888,811.325012,-186.436996,62.451,662.971985,,,,,,662.971985,1350.310985,,116.767998,116.767998,,,,94.002998,,,,,,350.121033,,,350.121033,560.892029,1049.849976,,,,115.973,,,,115.973,1165.822976,1726.715005,0.0,546.616028,,,-1.631,,462.500995,1007.486023,327.734009,1335.220032,3061.935037,
04/01/1995,3144.590088,907.10202,406.346008,500.756012,378.619995,,,,329.665009,,,,,74.594002,,,,,1689.980957,643.794983,839.632019,-195.837006,104.324997,706.489014,,,,,,706.489014,1454.608994,,120.654999,120.654999,,,,88.014999,,,,,,360.920029,,,360.920029,569.590027,894.356995,,,,272.201996,,,,272.201996,1166.55899,1736.149017,0.0,568.909973,,,-6.439,,505.885991,1068.356964,340.084015,1408.440979,3144.589996,
07/01/1995,3315.662109,969.442017,528.872009,440.570007,395.182007,,,,356.881012,,,,,72.862,,,,,1794.366943,707.838989,921.072998,-213.233994,87.780998,725.674988,,,,,,725.674988,1521.294975,,131.901993,131.901993,,,,99.677002,,,,,,381.407028,,,381.407028,612.986023,1072.026978,,,,121.970001,,,,121.970001,1193.996979,1806.983002,0.0,598.445984,,,-3.268,,545.630976,1140.80896,367.869995,1508.678955,3315.661957,
09/30/1995,3507.125,998.664001,441.552002,557.112,430.429993,,,,387.575989,,,,,80.648003,,,,,1897.317993,704.333008,942.010986,-237.677994,93.591003,811.882996,,,,,,811.882996,1609.807007,,141.026993,141.026993,,,,97.699997,,,,,,389.025024,,,389.025024,627.752014,1077.822998,,,,155.259995,,,,155.259995,1233.082993,1860.835007,0.0,639.411011,,,-1.265,,577.398972,1215.544983,430.744995,1646.289978,3507.124985,
12/30/1995,3786.339111,1056.662994,462.860992,593.802002,493.312988,,,,407.72699,,,,,98.889,,,,,2056.592041,715.588013,977.815979,-262.227997,85.664001,928.494995,,,,,,928.494995,1729.747009,,172.822998,172.822998,,,,112.279999,,,,,,454.342987,,,454.342987,739.445984,1118.077026,,,,147.438995,,,,147.438995,1265.516021,2004.962005,0.0,703.369019,,,-0.536,,606.895985,1309.729004,471.64801,1781.377014,3786.339019,
03/30/1996,4638.413086,1450.467041,774.715027,675.752014,587.947998,,,,492.769989,,,,,135.371994,,,,,2666.556885,783.75,1051.915039,-268.165009,83.749001,1104.357056,,,,,,1104.357056,1971.856056,,187.014008,187.014008,,,,166.802994,,,,,,603.287003,,,603.287003,957.104004,1616.170044,,,,145.819,,,,145.819,1761.989044,2719.093048,0.0,756.778015,,,-3.321,,651.914018,1405.371033,513.948975,1919.320007,4638.413055,
06/29/1996,4900.554199,1669.07196,541.195007,1127.876953,567.143005,,,,521.528992,,,,,120.709999,,,,,2878.454102,794.487976,1077.60498,-283.117004,85.5,1142.112061,,,,,,1142.112061,2022.100037,,194.429001,194.429001,,,,158.231995,,,,,,573.336014,,,573.336014,925.997009,1657.234985,,,,161.507996,,,,161.507996,1818.742981,2744.73999,0.0,868.060974,,,-2.649,,685.266004,1550.677979,605.135986,2155.813965,4900.553955,
09/29/1996,4949.5,1711.508972,506.528015,1204.980957,595.427002,,,,514.812988,,,,,128.625,,,,,2950.374023,694.757996,985.866028,-291.108002,91.694,1212.67395,,,,,,1212.67395,1999.125946,,188.287003,188.287003,,,,156.908997,,,,,,583.931015,,,583.931015,929.127014,1408.385986,,,,236.699997,,,,236.699997,1645.085983,2574.212997,0.0,954.864014,,,-2.171,,744.787028,1697.480042,677.807007,2375.287048,4949.500046,
12/28/1996,5141.244141,1846.284973,414.403992,1431.880981,616.544983,,,,510.11499,,,,,158.884003,,,,,3131.829102,704.447021,1010.189026,-305.742004,94.401001,1210.567017,,,,,,1210.567017,2009.415039,,203.643005,203.643005,,,,153.787003,,,,,,555.781967,,,555.781967,913.211975,1550.342041,,,,239.270996,,,,239.270996,1789.613037,2702.825012,0.0,951.789978,,,-0.57,,803.148979,1754.368957,684.049988,2438.418945,5141.243957,
03/29/1997,5343.587891,1516.683045,341.752991,1174.930054,668.728027,,,,511.100006,,,,,271.360992,,,,,2967.87207,753.986023,1073.921021,-319.934998,69.125999,1552.604004,,,,,,1552.604004,2375.716026,,206.639008,206.639008,,,,284.225006,,,,,,639.392944,,,639.392944,1130.256958,1501.829956,,,,239.067993,,,,239.067993,1740.897949,2871.154907,0.0,925.864014,,,-1.032,,832.615984,1757.447998,714.984985,2472.432983,5343.58789,
06/28/1997,5304.637,1292.97,288.738,1004.232,712.694,712.694,,,628.01,259.945,200.239,167.826,0.0,174.475,,,,,2808.149,764.467,1105.121,-340.654,73.483,1658.538,,,,,152.49,1506.048,2496.488,,217.697,217.697,,,,170.332,,,,,,624.185,,,624.185,1012.214,1601.299,,,,,,,,,1601.299,2613.513,0.0,857.854,,,-0.55,903.528,96.172,1857.004,670.709,2527.713,5141.226,
09/27/1997,5588.130859,1530.203979,493.286987,1036.916992,746.840027,,,,614.21698,,,,,178.917999,,,,,3070.178955,759.403992,1119.30603,-359.902008,75.563004,1682.984985,,,,,,1682.984985,2517.951981,,212.033005,212.033005,,,,173.522995,,,,,,623.266021,,,623.266021,1008.822021,1819.444946,,,,275.48999,,,,275.48999,2094.934936,3103.756957,0.0,857.138977,,,-1.181,,932.777985,1788.735962,695.638,2484.373962,5588.130919,
01/03/1998,5795.869141,1522.697998,593.580017,929.117981,797.398987,,,,612.963989,260.458008,108.327003,174.804001,,161.136993,,,,,3094.197998,789.046021,1159.912964,-370.867004,63.306,1849.31897,1692.21106,,,,,157.10791,2701.670991,,251.677002,251.677002,,,,176.912003,,,,,,663.64598,,,663.64598,1092.234985,1742.906982,,,,243.195999,,,,243.195999,1986.102981,3078.337966,0.0,1002.914978,,,-3.839,,998.833019,1997.908997,719.622009,2717.531006,5795.868972,
04/04/1998,6110.904,1790.251,595.664,1194.587,777.636,777.636,,,631.711,270.348,185.126,176.237,,165.883,,,,,3365.481,796.683,1189.485,-392.802,82.343,1866.397,1707.84,1707.84,0.0,,,158.557,2745.423,,249.103,249.103,,,,136.346,,,,,,668.737,,,668.737,1054.186,1931.838,,,,198.612,,,,198.612,2130.45,3184.636,,1070.884,,,-6.753,1100.133,-40.183,2124.081,802.187,2926.268,6110.904,
07/04/1998,6436.209,1921.327,610.95,1310.377,797.291,797.291,,,670.529,284.811,193.132,192.586,,166.419,,,,,3555.566,816.221,1237.841,-421.62,95.202,1969.22,1807.433,1807.433,0.0,,,161.787,2880.643,,248.104,248.104,,,,119.12,,,,,,824.853,,,824.853,1192.077,1910.175,,,,39.807,,,,39.807,1949.982,3142.059,,1339.771,,,-4.002,1161.918,-43.948,2453.739,840.411,3294.15,6436.209,
10/03/1998,6244.127,1551.96,416.084,1135.876,833.948,833.948,,,700.844,273.79,215.249,211.805,,182.523,,,,,3269.275,825.02,1268.395,-443.375,96.248,2053.584,1880.069,1880.069,0.0,,,173.515,2974.852,,250.612,250.612,,,,122.252,,,,,,749.613,,,749.613,1122.477,1862.856,,,,196.816,,,,196.816,2059.672,3182.149,,1288.882,,,-146.032,1179.5,-7.022,2315.328,746.65,3061.978,6244.127,
01/02/1999,6331.645,1547.255,396.67,1150.585,875.615,875.615,,,686.738,267.901,214.175,204.662,,191.721,,,,,3301.329,832.962,1291.485,-458.523,95.537,2101.817,1915.649,1915.649,0.0,,,186.168,3030.316,,272.503,272.503,,,,134.071,,,,,,731.749,,,731.749,1138.323,1976.094,,,,225.421,,,,225.421,2201.515,3339.838,,1295.071,,,-151.643,1216.541,-17.544,2342.425,649.382,2991.807,6331.645,
04/03/1999,6350.398,1157.996,404.195,753.801,901.241,901.241,,,781.604,299.47,145.838,336.296,0.0,226.794,,,,,3067.635,894.03,1373.642,-479.612,74.287,2314.446,2037.664,2037.664,0.0,,,276.782,3282.763,,277.387,277.387,,,,159.8,,,,,,788.476,,,788.476,1225.663,2021.986,,,,292.211,,,,292.211,2314.197,3539.86,0.0,1191.242,,,-162.081,1244.84,-66.411,2207.59,602.948,2810.538,6350.398,
07/03/1999,5934.991,1068.061,386.864,681.197,930.228,930.228,,,728.504,275.32,224.853,228.324,0.0,214.971,,,,,2941.764,710.848,1153.583,-442.735,97.432,2184.947,1925.437,1925.437,0.0,,,259.51,2993.227,,282.057,282.057,,,,171.922,,,,,,785.564,,,785.564,1239.543,1983.76,,,,203.035,,,,203.035,2186.795,3426.338,0.0,1195.209,,,-161.598,1009.652,-90.128,1953.135,555.518,2508.653,5934.991,
10/02/1999,6067.441,1134.123,424.279,709.844,925.758,925.758,,,726.782,287.905,221.68,217.197,0.0,229.688,,,,,3016.351,725.02,1193.985,-468.965,77.397,2248.673,1976.656,1976.656,0.0,,,272.017,3051.09,,289.064,289.064,,,,320.694,,,,,,805.801,,,805.801,1415.559,1907.927,,,,165.266,,,,165.266,2073.193,3488.752,0.0,1199.478,,,-159.855,1045.981,-63.623,2021.981,556.708,2578.689,6067.441,
01/01/2000,5181.842,837.261,281.76,555.501,574.126,574.126,,,391.716,177.153,66.746,129.242,0.0,714.104,,,,,2517.207,510.647,756.443,-245.796,40.165,2113.823,1279.435,1227.335,52.1,,,834.388,2664.635,,156.573,156.573,,,,302.962,,,,,,606.814,,,606.814,1066.349,1531.805,,,,197.232,,,,197.232,1729.037,2795.386,0.0,1227.962,,,-189.645,1041.968,-58.107,2022.178,364.278,2386.456,5181.842,
04/01/2000,5177.187,959.486,533.471,426.015,534.569,534.569,,,387.538,176.751,72.084,138.703,0.0,805.194,,,,,2686.787,424.874,675.104,-250.23,51.697,2013.829,1206.238,1206.238,0.0,,,807.591,2490.4,,157.95,157.95,,,,268.605,,,,,,630.844,,,630.844,1057.399,1570.323,,,,162.622,,,,162.622,1732.945,2790.344,0.0,1237.436,,,-193.457,1057.791,-79.827,2021.943,364.9,2386.843,5177.187,
07/01/2000,5146.519,579.267,281.174,298.093,525.142,525.142,,,408.428,191.499,72.106,144.823,0.0,750.106,,,,,2262.943,432.353,645.008,-212.655,42.598,2408.625,1583.985,1583.985,0.0,,,824.64,2883.576,,135.655,135.655,,,,145.896,,,,,,610.389,,,610.389,891.94,1506.533,,,,224.836,,,,224.836,1731.369,2623.309,0.0,1717.203,,,-217.797,1083.052,-99.81,2482.648,40.562,2523.21,5146.519,
09/30/2000,5042.235,755.38,320.958,434.422,487.653,487.653,,,366.147,172.346,67.014,126.787,0.0,728.011,,,,,2337.191,407.09,620.717,-213.627,42.253,2255.701,1416.739,1416.739,0.0,,,838.962,2705.044,,133.453,133.453,,,,120.944,,,,,,484.985,,,484.985,739.382,1554.257,,,,150.427,,,,150.427,1704.684,2444.066,0.0,1840.038,,,-236.164,1096.54,-130.625,2569.789,28.38,2598.169,5042.235,
12/30/2000,4862.977,1026.853,505.524,521.329,431.476,431.476,,,412.672,169.885,84.145,158.642,0.0,594.528,,,,,2465.529,285.878,484.555,-198.677,17.11,2094.46,1378.663,1378.663,0.0,,,715.797,2397.448,,139.662,139.662,,,,103.356,,,,,,485.533,,,485.533,728.551,1528.483,,,,47.23,,,,47.23,1575.713,2304.264,0.0,1877.329,,,-246.228,1005.857,-102.982,2533.976,24.737,2558.713,4862.977,
03/31/2001,4783.806,1087.766,324.402,763.364,428.461,428.461,,,426.744,173.312,98.798,154.634,0.0,371.649,,,,,2314.62,288.156,493.944,-205.788,16.018,2165.012,1360.409,1360.409,0.0,,,804.603,2469.186,,135.43,135.43,,,,93.675,,,,,,492.444,,,492.444,721.549,1521.382,,,,45.594,,,,45.594,1566.976,2288.525,0.0,1900.792,,,-270.699,960.682,-121.217,2469.558,25.723,2495.281,4783.806,
06/30/2001,4696.923,1282.549,506.351,776.198,405.53,405.53,,,412.027,164.927,69.854,155.171,0.0,328.502,,,,,2428.608,287.148,494.574,-207.426,11.472,1969.695,1346.931,1346.931,0.0,,,622.764,2268.315,,117.834,117.834,,,,84.569,,,,,,460.209,,,460.209,662.612,1494.064,,,,63.082,,,,63.082,1557.146,2219.758,0.0,1921.618,,,-321.727,985.665,-130.805,2454.751,22.414,2477.165,4696.923,
09/29/2001,4375.869,1233.225,340.188,893.037,412.346,412.346,,,415.953,159.751,93.834,162.368,0.0,260.364,,,,,2321.888,293.446,503.542,-210.096,10.903,1749.632,1332.771,1332.771,0.0,,,416.861,2053.981,,115.61,115.61,,,,96.05,,,,,,487.01,,,487.01,698.67,1357.276,,,,48.213,,,,48.213,1405.489,2104.159,0.0,1931.439,,,-408.409,814.548,-90.619,2246.959,24.751,2271.71,4375.869,
12/29/2001,3825.07,1041.878,297.557,744.321,410.96,410.96,,,337.041,149.817,56.417,130.807,0.0,175.331,,,,,1965.21,270.712,482.386,-211.674,9.36,1579.788,1348.393,1348.393,0.0,,,231.395,1859.86,,111.95,111.95,,,,528.988,,,,,,501.101,,,501.101,1142.039,727.502,,,,40.486,,,,40.486,767.988,1910.027,0.0,1958.383,,,-457.475,509.681,-102.447,1908.142,6.901,1915.043,3825.07,
03/30/2002,3881.645,1159.225,314.995,844.23,397.605,397.605,,,364.424,145.368,82.548,136.508,0.0,128.883,,,,,2050.137,268.425,484.292,-215.867,9.575,1553.508,1355.644,1355.644,0.0,,,197.864,1831.508,,104.137,104.137,,,,429.872,,,,,,577.813,,,577.813,1111.822,716.903,,,,47.036,,,,47.036,763.939,1875.761,0.0,1968.996,,,-541.233,624.725,-46.694,2005.794,0.09,2005.884,3881.645,
06/29/2002,3796.675,976.432,234.91,741.522,411.146,411.146,,,381.031,157.865,80.891,142.275,0.0,131.136,,,,,1899.745,270.802,492.35,-221.548,0.0,1626.128,1406.776,1406.776,0.0,,,219.352,1896.93,,100.315,100.315,,,,451.748,,,,,,526.652,,,526.652,1078.715,656.143,,,,48.176,,,,48.176,704.319,1783.034,0.0,1537.479,,,-198.131,693.242,-18.949,2013.641,0.0,2013.641,3796.675,
09/28/2002,3673.866,856.257,233.604,622.653,413.726,413.726,,,370.013,151.54,71.62,146.853,0.0,143.686,,,,,1783.682,271.649,499.566,-227.917,0.0,1618.535,1416.979,1416.979,0.0,,,201.556,1890.184,,101.565,101.565,,,,513.975,,,,,,520.253,,,520.253,1135.793,529.381,,,,45.722,,,,45.722,575.103,1710.896,0.0,1540.148,,,-273.998,732.259,-35.439,1962.97,0.0,1962.97,3673.866,
12/28/2002,3651.475,875.468,339.038,536.43,429.74,429.74,,,332.804,134.039,50.894,147.871,0.0,133.547,,,,,1771.559,272.908,553.349,-280.441,0.0,1607.008,1416.205,1416.205,0.0,,,190.803,1879.916,,111.994,111.994,,,,484.48,,,,,,507.246,,,507.246,1103.72,451.341,,,,66.137,,,,66.137,517.478,1621.198,0.0,1382.097,,,-129.675,819.411,-41.556,2030.277,0.0,2030.277,3651.475,
03/29/2003,3406.574,628.211,249.111,379.1,412.411,412.411,,,342.246,143.704,48.73,149.812,0.0,172.901,,,,,1555.769,273.026,563.324,-290.298,0.0,1577.779,1418.926,1418.926,0.0,,,158.853,1850.805,,105.51,105.51,,,,246.086,,,,,,479.709,,,479.709,831.305,435.863,,,,61.357,,,,61.357,497.22,1328.525,0.0,1394.043,,,-161.005,855.838,-10.827,2078.049,0.0,2078.049,3406.574,
06/28/2003,3279.871,546.36,264.442,281.918,405.598,405.598,,,343.276,142.365,52.763,148.148,0.0,143.791,,,,,1439.025,273.684,571.513,-297.829,0.0,1567.162,1444.054,1444.054,0.0,,,123.108,1840.846,,93.863,93.863,,,,228.786,,,,,,477.709,,,477.709,800.358,226.592,,,,65.823,,,,65.823,292.415,1092.773,0.0,1407.38,,,-175.962,908.977,46.703,2187.098,0.0,2187.098,3279.871,
09/27/2003,3122.786,393.386,207.546,185.84,423.945,423.945,,,338.439,140.02,51.037,147.382,,141.98,,,,,1297.75,267.357,570.603,-303.246,0.0,1557.679,1440.986,1440.986,0.0,,,116.693,1825.036,,94.054,94.054,,,,36.165,,,,,,464.031,,,464.031,594.25,218.843,,,,74.223,,,,74.223,293.066,887.316,0.0,1422.436,,,-187.798,957.492,43.34,2235.47,0.0,2235.47,3122.786,
12/31/2003,3388.969,418.238,303.912,114.326,460.926,460.926,,,343.758,134.352,56.323,153.083,0.0,172.334,,,,,1395.256,300.702,605.691,-304.989,0.0,1693.011,1557.177,1557.177,0.0,,,135.834,1993.713,,114.206,114.206,,,,45.981,,,,,,524.606,,,524.606,684.793,229.509,,,,91.861,,,,91.861,321.37,1006.163,0.0,1474.361,,,-192.469,1019.42,81.494,2382.806,0.0,2382.806,3388.969,
04/03/2004,3453.507,444.057,352.994,91.063,458.128,458.128,,,364.238,132.205,59.112,172.921,0.0,185.254,,,,,1451.677,291.592,608.622,-317.03,0.0,1710.238,1640.949,1538.63,102.319,,,69.289,2001.83,,132.845,132.845,,,,40.189,,,,,,513.339,,,513.339,686.373,218.99,,,,122.281,,,,122.281,341.271,1027.644,0.0,1498.566,,,-225.95,1062.542,90.705,2425.863,0.0,2425.863,3453.507,
