Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,864.796021,38.429,6.63,31.799,77.343002,,,25.924999,,,,,23.667999,,,,165.365005,578.653992,723.335022,-144.681,,120.777,,,,120.777,699.430992,,104.251999,104.251999,,,,10.26,,,,,,106.915003,,,106.915003,221.427002,221.014008,,,,,92.536003,,,,,,92.536003,313.550011,534.977013,60.650002,165.856003,,,-67.357002,,170.670006,329.819008,,329.819008,864.796021,
06/30/1990,929.791992,59.082999,11.567,47.515999,96.857002,,,28.816999,,,,,41.805,,,,226.561996,580.575012,732.182983,-151.608002,,122.654999,,,,122.654999,703.230011,,123.302002,123.302002,,,,11.062,,,,,,142.874004,,,142.874004,277.238007,219.365997,,,,,95.448997,,,,,,95.448997,314.814995,592.053001,60.573002,165.998993,,,-67.619003,,178.786003,337.738995,,337.738995,929.791996,
09/30/1990,933.202026,84.767,11.017,73.75,80.5,,,30.131001,,,,,19.341999,,,,214.740005,600.317017,761.484009,-161.167007,,118.144997,,,,118.144997,718.462013,,114.5,114.5,,,,12.826,,,,,,134.853992,,,134.853992,262.179993,208.606995,,,,,110.470001,,,,,,110.470001,319.076996,581.256989,60.629002,165.998993,,,-71.580002,,196.897003,351.944996,,351.944996,933.201984,
12/31/1990,1021.403992,52.348999,28.865,23.483999,65.389,,,32.095001,,,,,17.882999,,,,167.716003,700.377991,868.041992,-167.664001,,153.309998,,,,153.309998,853.687988,,107.823997,107.823997,,,,61.365002,,,,,,126.791988,,,126.791988,295.980988,281.759003,,,,,103.166,,,,,,103.166,384.925003,680.905991,60.665001,166.020004,,,-71.600998,,185.414001,340.498009,,340.498009,1021.403999,
03/31/1991,1088.108032,29.080999,2.75,26.330999,80.862,,,33.647999,,,,,17.403,,,,160.994003,759.984985,937.205017,-177.220001,,167.128998,,,,167.128998,927.113983,,115.541,115.541,,,,58.577,,,,,,124.250011,,,124.250011,298.368011,357.457001,,,,,103.205002,,,,,,103.205002,460.662003,759.030014,60.730999,166.156006,,,-71.633003,,173.824005,329.078007,,329.078007,1088.108021,
06/30/1991,1226.677979,143.733002,42.275002,101.458,92.336998,,,33.778999,,,,,22.27,,,,292.118988,765.630005,947.588989,-181.959,,168.929001,,,,168.929001,934.559006,,120.943001,120.943001,,,,39.652,,,,,,155.009003,,,155.009003,315.604004,473.714996,,,,,105.345001,,,,,,105.345001,579.059998,894.664001,60.803001,166.186996,,,-71.634003,,176.658005,332.014,,332.014,1226.678001,
09/30/1991,1246.136963,129.201,54.879002,74.321999,79.282997,,,36.601002,,,,,27.375,,,,272.459991,806.659973,999.034973,-192.375,,167.016998,,,,167.016998,973.676971,,120.964996,120.964996,,,,18.077999,,,,,,123.272007,,,123.272007,262.315002,516.320007,,,,,119.967003,,,,,,119.967003,636.28701,898.602013,60.875,166.563004,,,-71.635002,,191.732002,347.535004,,347.535004,1246.137016,
12/31/1991,1211.628052,102.835001,19.086,83.749001,61.291,,,39.855999,,,,,21.591999,,,,225.574005,819.786987,1023.419006,-203.632004,,166.266998,,,,166.266998,986.053986,,114.638,114.638,,,,22.316999,,,,,,113.313997,,,113.313997,250.268997,499.971008,,,,,115.994003,,,,,,115.994003,615.965012,866.234009,60.946999,166.862,,,-71.806999,,189.391998,345.393997,,345.393997,1211.628006,
03/31/1992,1248.232056,58.971999,12.089,46.882999,81.611,,,39.894001,,,,,85.450996,,,,265.928009,817.607971,1032.593994,-214.985992,,164.695999,,,,164.695999,982.30397,,113.216003,113.216003,,,,68.849998,,,,,,129.298012,,,129.298012,311.364014,496.125,,,,,111.235001,,,,,,111.235001,607.360001,918.724014,61.019001,168.061005,,,-71.806999,,172.235001,329.508007,,329.508007,1248.232021,
06/30/1992,1231.822998,52.693002,11.099,41.594002,79.758003,,,41.993999,,,,,99.810997,,,,274.256012,792.835999,1018.46698,-225.630997,,164.731003,,,,164.731003,957.567001,,123.662003,123.662003,,,,45.835999,,,,,,159.724991,,,159.724991,329.222992,496.117004,,,,,95.782997,,,,,,95.782997,591.900002,921.122993,61.091,168.225006,,,-71.806999,,153.191002,310.700008,,310.700008,1231.823002,
09/30/1992,1250.970947,103.619997,19.92,83.699997,85.512001,,,42.959999,,,,,26.677999,,,,258.769989,824.669983,1061.19104,-236.520996,,167.531006,,,,167.531006,992.200989,,137.154999,137.154999,,,,22.216,,,,,,151.625004,,,151.625004,310.996002,539.828003,,,,,92.836998,,,,,,92.836998,632.665001,943.661003,61.162998,168.225006,,,-71.806999,,149.728996,307.310001,,307.310001,1250.971004,
12/31/1992,1208.358032,83.431003,6.88,76.551003,84.408997,,,42.098999,,,,,40.546001,,,,250.485001,790.909973,1035.573975,-244.664001,,166.962997,,,,166.962997,957.872971,,47.502998,47.502998,,,,68.440002,,,,,,219.774986,,,219.774986,335.717987,487.846985,,,,,126.834,,,,,,126.834,614.680984,950.398972,61.235001,168.328003,,,-71.806999,,100.202999,257.959003,,257.959003,1208.357975,
03/31/1993,1183.993042,66.130001,8.701,57.429001,89.433998,,,42.646999,,,,,31.962999,,,,230.173996,782.679993,1038.036987,-255.356995,,171.139008,,,,171.139008,953.819,,47.616001,47.616001,,,,68.362999,,,,,,226.918003,,,226.918003,342.897003,482.127991,,,,,116.333,,,,,,116.333,598.460991,941.357994,61.306999,168.451996,,,-71.806999,,84.683,242.634995,,242.634995,1183.99299,
06/30/1993,1181.918945,96.876999,14.416,82.460999,77.244003,,,43.053001,,,,,39.665001,,,,256.838989,755.413025,1014.536011,-259.122986,,169.667007,,,,169.667007,925.080032,,43.145,43.145,,,,77.550003,,,,,,267.60001,,,267.60001,388.295013,498.447998,,,,,117.839996,,,,,,117.839996,616.287994,1004.583008,,168.511993,,,-71.806999,,80.631,177.335994,,177.335994,1181.919002,
09/30/1993,1167.58606,99.016997,11.72,87.296997,78.249001,,,42.816002,,,,,38.59,,,,258.671997,740.231995,1007.528015,-267.29599,,168.682007,,,,168.682007,908.914001,,42.32,42.32,,,,30.715,,,,,,250.549992,,,250.549992,323.584991,537.237976,,,,,119.915001,,,,,,119.915001,657.152977,980.737968,,168.511993,,,-71.806999,,90.143,186.847994,,186.847994,1167.585962,
12/31/1993,1134.953979,101.149002,27.179001,73.970001,75.274002,,,41.269001,,,,,56.498001,,,,274.190002,690.606018,956.830017,-266.223999,0.0,170.158005,,,,170.158005,860.764023,,45.582001,45.582001,,,,55.575001,,,,,,234.349987,,,234.349987,335.506989,525.41803,,,,,107.195999,,,,,,107.195999,632.614029,968.121017,0.0,168.511993,,,-71.806999,,70.127999,166.832993,0.0,166.832993,1134.954011,
03/31/1994,1191.587036,97.161003,27.555,69.606003,77.336998,,,42.244999,,,,,39.25,,,,255.992996,761.880005,1030.598022,-268.717987,0.0,173.714005,,,,173.714005,935.594009,,47.279999,47.279999,,,,39.896999,,,,,,253.226994,,,253.226994,340.403992,593.405029,,,,,96.859001,,,,,,96.859001,690.26403,1030.668022,0.0,168.653,,,-71.806999,,64.072999,160.919,0.0,160.919,1191.587022,
06/30/1994,1261.296997,126.768002,48.717999,78.050003,83.276001,,,41.313,,,,,51.766998,,,,303.123993,777.869995,1054.594971,-276.725006,0.0,180.302994,,,,180.302994,958.172989,,49.333,49.333,,,,41.464001,,,,,,298.680996,,,298.680996,389.477997,596.637024,,,,,104.112,,,,,,104.112,700.749023,1090.22702,0.0,168.785995,,,-71.806999,,74.090999,171.069995,0.0,171.069995,1261.297016,
