Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,45.858002,14.417,13.649,1.433,-0.171,,-0.587,1.373,0.0,18.221001,3.321,,,-12.744,5.472,1.474,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,11.707,7.951,13.774,1.922,-0.249,,-0.587,0.994,0.0,9.367,-4.398,,,-4.206,-8.014,-4.847,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,30.589001,12.93,15.855,2.846,-0.243,,-0.586,-1.544,0.0,-3.404,-2.054,,,4.0,0.175,2.614,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,12.212,13.725,12.085,2.451,-0.094,,-0.538,3.483,0.0,-16.304001,10.496,,,5.12,3.099,-21.311001,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,42.202999,16.330999,13.643,1.812,-0.104,,-0.522,3.241,0.0,-6.278,5.545,,,-1.461,5.194,4.802,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,30.993999,6.746,13.897,1.408,-0.103,,-0.51,6.188,0.0,19.759001,-3.256,,,-1.513,-6.717,-4.905,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,29.007,15.996,13.98,2.666,-0.058,,-0.523,5.05,0.0,0.916,-5.301,,,-7.539,0.354,3.466,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,-11.726,15.099,14.167,2.613,-0.041,,-0.516,-25.892,0.0,-23.641001,-1.901,,,18.502001,-2.728,-7.388,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,50.868999,18.452999,14.294,1.802,-0.179,0.124,-0.506,13.617,0.0,-1.171,4.742,,,-8.369,8.056,0.006,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,14.481,7.715,14.477,1.838,-0.327,-0.121,-0.505,-16.794001,0.0,23.24,0.908,,,-9.99,-5.966,0.006,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,27.472,12.591,15.168,2.222,-0.321,7.266,-0.505,-6.282,0.0,0.929,-0.409,,,3.052,-6.244,0.005,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,10.92,19.243,14.653,2.244,-0.209,-0.003,-0.506,-14.69,0.0,-24.233,-2.453,,,8.421,7.579,0.874,,,0.0,,,,,,,,,,,,,0.0,,,10.92,
03/31/1993,63.098999,20.98,15.386,1.688,-0.233,-0.544,-0.496,8.698,0.0,-4.859,14.269,,,-3.839,12.049,,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,20.934999,11.732,15.025,1.546,-0.278,-0.422,-0.495,-2.235,0.0,21.337,-13.005,,,-7.049,-5.221,,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,34.013,16.548,15.054,2.205,0.082,-0.291,-0.497,-3.593,0.0,3.502,-7.995,,,9.482,-0.484,,,,0.0,,,,,,,,,,,,,0.0,,,34.013,
12/31/1993,18.889999,12.94,15.144,22.254,-0.058,0.39,-0.372,-11.129,0.0,-27.351999,1.166,,,10.219,-4.312,,,,0.0,,,,,,,,,,,,,0.0,,,18.889999,
03/31/1994,64.393997,22.375,14.192,7.37,-0.055,0.35,-0.453,-6.831,0.0,-3.765,0.168,14.618,,-9.676,8.65,17.451,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,27.648001,8.188,13.874,6.76,-0.05,0.248,-0.453,-3.623,0.0,26.964001,-0.106,-6.085,,-9.743,-7.943,-0.383,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,21.544001,13.728,14.042,7.344,-0.077,-1.842,-0.497,1.438,0.0,12.732,0.047,-8.293,,-0.664,-2.165,-14.249,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,13.514,11.511,14.257,7.337,-0.065,-3.318,-0.635,-13.11,0.0,-26.895,-0.406,2.391,,22.613001,-0.656,0.49,,,0.0,,,,,,,,,,,,,0.0,,,13.514,
03/31/1995,66.828003,21.016001,16.575001,7.691,-0.058,-3.053,-0.449,0.676,0.0,-2.79,-1.445,12.911,,-15.69,11.078,20.365999,,,-17.004,-13.467,-3.537,0.0,,,,,,,,,,0.0,,,,
06/30/1995,28.177999,6.644,15.837,6.643,-0.096,-1.377,-0.449,-1.508,0.0,18.754,0.449,-5.365,,-2.882,-8.689,0.217,,,-25.778,-20.030001,-5.748,0.0,,,,,,,,,,0.0,,,,
09/30/1995,14.559,16.51,16.579,7.366,-0.022,0.639,-0.387,-10.563,0.0,1.654,3.229,-7.371,,-3.719,-0.123,-9.233,,,-13.977,-14.131,0.154,0.0,,,,-13.977,,,,,,0.0,,,0.582,
12/31/1995,26.013,14.284,16.636,11.799,-0.062,4.11,-0.44,5.202,0.0,-45.655998,5.107,,,23.131001,-1.674,-6.424,,,-32.668999,-32.529999,0.95,-1.089,,,,-32.668999,,,,,,0.0,,,-6.655999,
03/31/1996,72.139999,24.298,16.507999,7.898,-0.069,-1.919,-0.444,3.288,0.0,-7.036,0.136,8.238,,10.018,9.774,1.45,,,-13.769,-11.525,-2.244,0.0,,,,,,,,,,0.0,,,,
06/30/1996,15.978,10.898,16.032,7.3,-0.065,-1.831,-0.445,-11.743,0.0,29.684,-1.566,-9.014,,-16.018999,-6.073,-1.18,,,-31.559999,-29.315001,-2.245,0.0,,,,,,,,,,0.0,,,,
09/30/1996,6.902,11.163,16.176001,7.707,-0.063,-2.394,-0.444,6.871,0.0,7.699,-0.936,-16.826,,-6.216,-3.463,-12.372,,,-26.261999,-21.993,-2.245,-2.024,,,,,,,,,,0.0,,,,
12/31/1996,24.167,4.507,16.462,5.786,-0.07,-1.571,-0.445,-1.783,0.0,-55.813,2.843,7.691,,41.264999,-0.632,5.927,,,-38.439999,-21.789,-2.244,-14.407,,,,-38.44,,,,,,0.0,,,-14.273,
03/31/1997,61.824001,19.013,17.927,1.554,-0.069,-2.313,-0.442,7.71,0.0,18.514999,-0.3,17.110001,,-35.830002,9.945,9.004,,0.0,-15.632,-11.506,-3.13,-0.996,0.0,0.0,-0.555,-16.187,-47.395,-12.129,-35.349998,0.237,0.0,0.0,-0.153,0.0,-1.758,
06/30/1997,34.526001,10.349,19.716,2.878,-0.063,-0.725,-0.442,-5.476,0.0,24.586,-3.152,-8.814,,8.912,-10.482,-2.761,,0.695,-22.219,-17.91,-4.309,,0.0,0.0,0.675,-20.849001,-13.428,-12.129,-2.1,0.936,0.0,0.0,-0.135,0.0,0.249,
09/30/1997,22.808001,13.681,20.07,4.585,-0.059,-3.749,-0.442,2.373,0.0,12.203,1.789,-10.821,,-8.29,3.367,-11.899,,0.0,-22.409,-16.339001,-4.31,-1.76,0.0,0.0,2.884,-19.525,-3.942,-12.368,9.793,0.0,-1.229,0.0,-0.138,0.0,-0.659,
