Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1989,342.084991,,-316.006989,,26.078003,,-5.199,,,,20.879,0.172,,2.104,,0.0,,-2.276,21.051,-7.656,13.395,0.0,,,13.395,-0.279,13.116,0.0,,13.116,13.116,,96.503998,0.136667,0.136667,,96.503998,0.136667,0.136667,0.136667,
09/29/1989,371.738007,,-343.645996,,28.09201,,-5.17,,,,22.922001,-1.007,,2.867,,0.0,,-1.86,21.915001,-7.956,13.959,0.0,,,13.959001,-0.417,13.542,0.0,,13.542,13.542,,96.666,0.14,0.14,,96.666,0.14,0.14,0.14,
12/29/1989,368.858002,,-341.989014,,26.868988,,-4.747,,,,22.122,1.645,,3.149,,0.0,,-4.794,23.767,-8.624,15.143,0.0,,,15.143,-0.275,14.868,0.0,,14.868,14.868,,96.839996,0.153333,0.153333,,96.839996,0.153333,0.153333,0.153333,
03/30/1990,417.761993,,-347.881989,,69.880005,,-39.842999,,,,30.037001,6.43,,3.542,,0.0,,-9.972,36.467001,-13.432,23.035,0.0,,,23.035001,0.971,24.006001,0.0,,24.006001,24.006001,,95.429998,0.248333,0.248333,,95.429998,0.248333,0.248333,0.248333,
06/29/1990,407.572998,,-378.240997,,29.332001,,-6.158,,,,23.174,-1.383,,3.224,,0.0,,-1.841,21.791,-7.789,14.002,0.0,,,14.002,-0.274,13.728,0.0,,13.728,13.728,,96.660004,0.141667,0.141667,,96.660004,0.141667,0.141667,0.141667,
09/28/1990,419.785004,,-390.213013,,29.571991,,-5.936,,,,23.636,-2.016,,3.538,,0.0,,-1.522,21.62,-7.74,13.88,0.0,,,13.88,-0.239,13.641,0.0,,13.641,13.641,,96.647999,0.141667,0.141667,,96.647999,0.141667,0.141667,0.141667,
12/28/1990,434.184998,,-403.812988,,30.372009,,-5.66,,,,24.712,2.049,,3.54,,0.0,,-5.589,26.761,-9.792,16.969,0.0,,,16.969,-0.375,16.594,0.0,,16.594,16.594,,97.038002,0.171667,0.171667,,97.038002,0.171667,0.171667,0.171667,
03/29/1991,476.247986,,-263.785004,,212.462982,,-177.337006,,,,35.125999,-2.756,,3.649,,0.0,,-0.893,32.37,-12.23,20.139999,0.0,,,20.14,0.888,21.028,0.0,,21.028,21.028,,96.362995,0.215,0.215,,96.362995,0.215,0.215,0.215,
06/28/1991,456.43399,,-425.209991,,31.223999,,-6.741,,,,24.483,-1.627,,3.437,,0.0,,-1.81,22.856,-8.077,14.779,0.0,,,14.779,-0.421,14.358,0.0,,14.358,14.358,,98.921997,0.145,0.145,,98.921997,0.145,0.145,0.145,
09/27/1991,467.407013,,-436.890991,,30.516022,,-6.333,,,,24.183001,-1.633,,3.898,,0.0,,-2.265,22.550001,-8.221,14.329,0.0,,,14.329001,-0.333,13.996,0.0,,13.996,13.996,,98.771999,0.141667,0.141667,,98.771999,0.141667,0.141667,0.141667,
