Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2010,8029.0,192.0,192.0,0.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,21.0,,495.0,898.0,186.0,500.0,-314.0,0.0,6945.0,6730.0,2611.0,4119.0,215.0,7131.0,,728.0,203.0,0.0,0.0,525.0,525.0,194.0,331.0,331.0,,,104.0,0.0,17.0,104.0,1357.0,6698.0,6698.0,0.0,0.0,,1046.0,0.0,135.0,883.0,11.0,7744.0,9101.0,0.0,2026.0,2.0,2024.0,0.0,-3070.0,-30.0,-1074.0,2.0,-1072.0,8029.0,
03/31/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2011,7350.0,143.0,143.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,0.0,11.0,,466.0,806.0,165.0,535.0,-370.0,0.0,6379.0,6167.0,3299.0,2868.0,212.0,6544.0,,704.0,184.0,0.0,0.0,520.0,652.0,652.0,0.0,0.0,,,80.0,0.0,10.0,73.0,1436.0,6825.0,6825.0,0.0,0.0,,588.0,0.0,154.0,421.0,3.0,7413.0,8849.0,0.0,2033.0,,2033.0,0.0,-3502.0,-32.0,-1501.0,2.0,-1499.0,7350.0,
03/31/2012,7797.0,148.0,148.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,,7.0,,486.0,825.0,155.0,,,0.0,6817.0,6602.0,2617.0,3985.0,215.0,6972.0,,821.0,180.0,,,641.0,413.0,413.0,,,,,76.0,,19.0,72.0,1310.0,7121.0,7121.0,,,,1064.0,,,892.0,153.0,8185.0,9495.0,0.0,2034.0,2.0,2032.0,0.0,-3703.0,-30.0,-1699.0,1.0,-1698.0,7797.0,
06/30/2012,7822.0,138.0,138.0,0.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,,10.0,,516.0,870.0,151.0,,,0.0,6801.0,6576.0,2618.0,3958.0,225.0,6952.0,,797.0,214.0,,,583.0,481.0,481.0,,,,,76.0,,26.0,75.0,1354.0,7121.0,7121.0,,,,1068.0,,,895.0,147.0,8189.0,9543.0,0.0,2035.0,2.0,2033.0,0.0,-3728.0,-30.0,-1723.0,2.0,-1721.0,7822.0,
09/30/2012,7351.0,141.0,141.0,0.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,,8.0,,518.0,868.0,161.0,,,0.0,6322.0,6090.0,3304.0,2786.0,232.0,6483.0,,848.0,201.0,,247.0,400.0,430.0,430.0,,,,,74.0,,28.0,73.0,1352.0,7121.0,7121.0,,,,620.0,,,438.0,154.0,7741.0,9093.0,0.0,2035.0,,2035.0,0.0,-3753.0,-26.0,-1744.0,2.0,-1742.0,7351.0,
12/31/2012,7445.0,376.0,376.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,9.0,,417.0,978.0,188.0,592.0,-404.0,0.0,6279.0,6064.0,3304.0,2760.0,215.0,6467.0,,575.0,148.0,0.0,87.0,340.0,371.0,371.0,,,,,69.0,0.0,29.0,69.0,1015.0,4256.0,4256.0,,,,655.0,0.0,164.0,444.0,18.0,4911.0,5926.0,0.0,5592.0,1.0,5591.0,0.0,-4045.0,-31.0,1516.0,3.0,1519.0,7445.0,
03/31/2013,7415.0,366.0,366.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,,5.0,,420.0,962.0,190.0,,,0.0,6263.0,6041.0,3306.0,2735.0,222.0,6453.0,,528.0,147.0,,79.0,302.0,393.0,393.0,,,,,70.0,,30.0,70.0,991.0,4317.0,4317.0,,,,664.0,,,448.0,186.0,4981.0,5972.0,0.0,5595.0,1.0,5594.0,0.0,-4120.0,-34.0,1441.0,2.0,1443.0,7415.0,
06/30/2013,7299.0,187.0,187.0,0.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,,7.0,,499.0,879.0,187.0,,,0.0,6233.0,6018.0,3308.0,2710.0,215.0,6420.0,,609.0,207.0,,70.0,332.0,421.0,421.0,,,,,67.0,,19.0,67.0,1097.0,3995.0,3995.0,,,,661.0,,,453.0,189.0,4656.0,5753.0,0.0,5614.0,1.0,5613.0,0.0,-4036.0,-34.0,1544.0,2.0,1546.0,7299.0,
09/30/2013,7182.0,173.0,173.0,0.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,,6.0,,417.0,787.0,191.0,,,0.0,6204.0,5994.0,3310.0,2684.0,210.0,6395.0,,563.0,153.0,,39.0,371.0,311.0,311.0,,,,,68.0,,25.0,68.0,942.0,3891.0,3891.0,,,,676.0,,,459.0,192.0,4567.0,5509.0,0.0,5628.0,1.0,5627.0,0.0,-3927.0,-31.0,1670.0,3.0,1673.0,7182.0,
