Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,3388.0,983.0,,,1180.0,,,0.0,1225.0,-2049.0,2049.0,2049.0,,,1339.0,-845.0,,169.0,35.0,628.0,494.0,-105.0,,0.0,178.0,202.0,0.0,0.0,-73.0,389.0,-135.0,230.0,24.0,,,230.0,0.0,206.0,-1.0,0.0,205.0,205.0,,490.096,0.42,0.47,0.48,496.0,0.415,0.46,0.47,
03/31/2006,3461.0,2293.0,,,0.0,,,0.0,1168.0,-2146.0,2146.0,2146.0,,,1315.0,-820.0,,201.0,41.0,578.0,495.0,-137.0,,,193.0,193.0,,,-56.0,358.0,-149.0,209.0,5.0,,,204.0,0.0,203.0,-1.0,,202.0,202.0,,502.374,0.405,0.415,0.415,504.13,0.405,0.415,0.415,
06/30/2006,2542.0,1490.0,,,0.0,,,0.0,1052.0,-1338.0,1338.0,1338.0,,,1204.0,-804.0,,201.0,27.0,576.0,400.0,-395.0,,0.0,197.0,197.0,0.0,0.0,198.0,5.0,-12.0,-7.0,-217.0,,,210.0,0.0,210.0,-1.0,0.0,209.0,209.0,,502.948,0.415,-0.015,0.34,504.168,0.415,-0.015,0.34,
09/30/2006,3297.0,1971.0,,,0.0,,,0.0,1326.0,-1740.0,1740.0,1740.0,,,1557.0,-793.0,,228.0,32.0,533.0,764.0,-162.0,,0.0,199.0,199.0,0.0,0.0,-37.0,602.0,-229.0,373.0,-2.0,,,375.0,0.0,375.0,-1.0,0.0,374.0,374.0,,503.494,0.74,0.735,0.735,504.658,0.74,0.735,0.735,
12/31/2006,2462.0,994.65,,,852.0,,,0.0,647.0,-1329.0,1329.0,1329.0,,,1133.0,-748.0,,181.0,33.0,534.0,385.0,-207.0,,0.0,202.0,202.0,0.0,0.0,5.0,178.0,-70.0,108.0,154.0,,,-46.0,0.0,-46.0,-1.0,0.0,-47.0,-47.0,,504.608,-0.095,0.27,0.27,505.556,-0.095,0.27,0.27,
03/31/2007,3508.0,1085.0,,,1368.0,,,0.0,1055.0,-1977.0,1977.0,1977.0,,,1531.0,-830.0,,192.0,43.0,595.0,701.0,-119.0,,0.0,182.0,182.0,0.0,0.0,-63.0,582.0,-260.0,322.0,-8.0,,,330.0,0.0,329.0,-1.0,0.0,328.0,328.0,,505.784,0.65,0.63,0.63,506.71,0.65,0.63,0.63,
06/30/2007,2707.0,1260.0,,,488.0,,,0.0,959.0,-1320.0,1320.0,1320.0,,,1387.0,-800.0,,191.0,30.0,579.0,587.0,-135.0,,0.0,182.0,182.0,0.0,0.0,-47.0,452.0,-171.0,281.0,6.0,,,275.0,0.0,275.0,-1.0,0.0,274.0,274.0,,507.261,0.54,0.55,0.55,508.067,0.54,0.55,0.55,
09/30/2007,3347.0,1899.0,,,207.0,,,0.0,1241.0,-1588.0,1588.0,1588.0,,,1759.0,-800.0,,209.0,31.0,560.0,959.0,-154.0,,0.0,184.0,184.0,0.0,0.0,-30.0,805.0,-315.0,490.0,-16.0,,,506.0,0.0,506.0,-1.0,0.0,505.0,505.0,,508.543,0.99,0.96,0.97,509.09,0.99,0.96,0.97,
12/31/2007,3115.0,1124.0,,,1062.0,,,0.0,929.0,-1627.0,1627.0,1627.0,,,1488.0,-891.0,,182.0,35.0,674.0,597.0,-45.0,,0.0,179.0,179.0,0.0,0.0,-134.0,552.0,-318.0,234.0,8.0,,,226.0,0.0,226.0,-1.0,0.0,225.0,225.0,,510.0,0.43,0.42,0.53,510.0,0.43,0.42,0.53,
03/31/2008,3792.0,1218.0,,,1400.0,,,0.0,1174.0,-2119.0,2119.0,2119.0,,0.0,1673.0,-862.0,,192.0,43.0,627.0,811.0,0.0,,,153.0,153.0,,0.0,-10.0,668.0,-233.0,435.0,0.0,0.0,0.0,448.0,0.0,448.0,-1.0,0.0,447.0,447.0,0.0,508.49,0.88,0.86,0.86,510.107,0.88,0.86,0.85,
06/30/2008,2550.0,1388.0,,,470.0,,,0.0,692.0,-1535.0,1535.0,1535.0,,0.0,1015.0,-838.0,,191.0,27.0,620.0,177.0,0.0,,,146.0,146.0,,0.0,-16.0,47.0,-213.0,-166.0,0.0,0.0,0.0,-150.0,0.0,-150.0,0.0,0.0,-150.0,-150.0,,508.491,-0.29,-0.326456,-0.29,509.487,-0.29,-0.326456,-0.29,
09/30/2008,3718.0,1940.0,,,334.0,,,0.0,1444.0,-1899.0,1899.0,1899.0,,,1819.0,-855.0,,214.0,31.0,610.0,964.0,-153.0,,0.0,149.0,149.0,0.0,0.0,4.0,811.0,-334.0,477.0,-180.0,,,657.0,0.0,657.0,-1.0,0.0,656.0,656.0,,507.724,1.29,0.94,0.94,508.326,1.29,0.94,0.94,
12/31/2008,3240.0,1253.0,,,1035.0,,,0.0,952.0,-1732.0,1732.0,1732.0,,,1508.0,-847.0,,195.0,34.0,622.0,661.0,-278.0,,0.0,146.0,145.0,0.0,0.0,132.0,383.0,-144.0,240.0,5.0,,,234.0,0.0,235.0,-1.0,0.0,234.0,234.0,,507.693,0.46,0.47,0.5,508.427,0.46,0.46,0.49,
03/31/2009,3920.0,1315.0,,,1419.0,,,0.0,1186.0,-2068.0,2068.0,2068.0,,0.0,1852.0,-925.0,,207.0,44.0,674.0,927.0,-179.0,145.0,,145.0,145.0,,,34.0,748.0,-304.0,444.0,0.0,0.0,0.0,444.0,,444.0,0.0,0.0,444.0,520.0,76.0,505.986,0.88,0.88,1.027696,506.548,0.88,0.88,1.027696,
06/30/2009,2560.0,,,,,,,0.0,,-1067.0,1067.0,1067.0,,0.0,1493.0,-856.0,,203.0,26.0,627.0,637.0,-86.0,133.0,,133.0,133.0,,,-47.0,551.0,-240.0,311.0,0.0,0.0,0.0,311.0,,311.0,,0.0,311.0,336.0,25.0,505.99,0.61,0.61,0.664045,506.936,0.61,0.61,0.659316,
09/30/2009,3040.0,1685.0,,,258.0,,,0.0,1097.0,-1241.0,1241.0,1241.0,,0.0,1799.0,-875.0,,224.0,30.0,621.0,924.0,-99.0,129.0,,129.0,129.0,,,-30.0,825.0,-337.0,488.0,0.0,0.0,0.0,488.0,,488.0,,0.0,488.0,476.92758,-11.07242,505.982,0.96,0.96,0.942578,507.242,0.96,0.96,0.938171,
12/31/2009,2812.0,1121.0,,,801.0,,,0.0,890.0,-1263.0,1263.0,1263.0,,0.0,1549.0,-879.0,,198.0,33.0,648.0,670.0,-122.0,120.0,,120.0,120.0,,,2.0,548.0,-174.0,374.0,25.0,25.0,0.0,349.0,,349.0,0.0,0.0,349.0,369.0,-5.0,505.987,0.689741,0.739149,0.729268,507.382,0.687845,0.737117,0.727263,
03/31/2010,3573.0,1225.0,,,1217.0,,,0.0,1131.0,-1688.0,1688.0,1688.0,,0.0,1885.0,-939.0,,227.0,42.0,670.0,946.0,-87.0,116.0,,116.0,116.0,,,-29.0,859.0,-361.0,498.0,7.0,7.0,0.0,491.0,,491.0,,0.0,491.0,460.14294,-37.85706,505.95,0.97,0.99,0.909463,507.147,0.97,0.99,0.909463,
06/30/2010,2361.0,1193.0,,,343.0,,,0.0,825.0,-1072.0,1072.0,1072.0,,0.0,1289.0,-858.0,,229.0,28.0,601.0,431.0,-85.0,120.0,,120.0,120.0,,,-35.0,346.0,-124.0,222.0,-2.0,-2.0,0.0,224.0,,224.0,,0.0,224.0,274.14182,52.14182,506.109,0.44,0.44,0.541666,507.091,0.44,0.44,0.541666,
09/30/2010,3114.0,1758.0,,,250.0,,,0.0,1106.0,-1261.0,1261.0,1261.0,,0.0,1853.0,-885.0,,260.0,31.0,594.0,968.0,-50.0,120.0,,120.0,120.0,,,-70.0,918.0,-371.0,547.0,-20.0,-20.0,0.0,567.0,,567.0,,0.0,567.0,542.86064,-4.13936,505.945,1.12,1.08,1.072964,506.968,1.12,1.08,1.071835,
12/31/2010,2745.0,1126.0,,,756.0,,,0.0,863.0,-1240.0,1240.0,1240.0,,0.0,1505.0,-916.0,,239.0,35.0,642.0,589.0,-96.0,116.0,,116.0,116.0,,,-20.0,493.0,-203.0,290.0,8.0,8.0,0.0,282.0,,282.0,0.0,0.0,282.0,304.0,14.0,505.938,0.557381,0.573193,0.600864,506.974,0.556242,0.572021,0.599636,
03/31/2011,3354.0,,,,,,,0.0,0.0,-1563.0,1563.0,1563.0,,0.0,1791.0,-935.0,,241.0,43.0,651.0,856.0,-65.0,127.0,,127.0,127.0,,,-62.0,791.0,-329.0,462.0,-64.0,-64.0,0.0,526.0,,526.0,0.0,0.0,526.0,487.3566,25.3566,505.979,1.04,0.91,0.963195,507.132,1.04,0.91,0.96,
06/30/2011,2469.0,1220.0,,,351.0,,,0.0,898.0,-1010.0,1010.0,1010.0,,0.0,1459.0,-838.0,,235.0,28.0,575.0,621.0,-74.0,117.0,,117.0,117.0,,,-43.0,547.0,-227.0,320.0,-3.0,-3.0,0.0,323.0,,323.0,0.0,0.0,323.0,332.20283,12.20283,505.988,0.63,0.63,0.656543,506.761,0.63,0.63,0.65408,
09/30/2011,2620.0,,,,,,,0.0,,-1167.0,1167.0,1167.0,,0.0,1453.0,-897.0,,263.0,31.0,603.0,556.0,-90.0,117.0,,117.0,117.0,,,-27.0,466.0,-201.0,265.0,-29.0,-29.0,0.0,294.0,,294.0,0.0,0.0,294.0,265.0,0.0,505.909,0.58,0.52,0.52,506.999,0.58,0.52,0.52,
12/31/2011,2636.0,1001.0,,,606.0,,,0.0,1029.0,-1007.0,1007.0,1007.0,,0.0,1629.0,-920.0,,237.0,31.0,652.0,709.0,-129.0,114.0,,114.0,114.0,,,15.0,580.0,-220.0,360.0,0.0,0.0,0.0,360.0,,360.0,0.0,0.0,360.0,277.0,-83.0,505.92,0.71,0.71,0.547517,507.038,0.71,0.71,0.546304,
03/31/2012,2875.0,1095.0,,,844.0,,,0.0,936.0,-1179.0,1179.0,1179.0,,0.0,1696.0,-913.0,,256.0,29.0,628.0,783.0,-78.0,101.0,,101.0,101.0,,,-23.0,705.0,-212.0,493.0,0.0,0.0,0.0,493.0,,493.0,,0.0,493.0,446.0,-47.0,506.01,0.97,0.97,0.881406,507.029,0.97,0.97,0.877303,
06/30/2012,2098.0,1108.0,,,299.0,,,0.0,691.0,-761.0,761.0,761.0,,0.0,1337.0,-904.0,,255.0,20.0,629.0,433.0,-76.0,103.0,,103.0,103.0,,,-27.0,357.0,-146.0,211.0,0.0,0.0,0.0,211.0,,211.0,0.0,0.0,211.0,228.0,17.0,505.903,0.42,0.42,0.44,506.969,0.42,0.42,0.44,
09/30/2012,2402.0,,,,,,,0.0,,-879.0,879.0,879.0,,0.0,1523.0,-929.0,,286.0,24.0,619.0,594.0,-6.0,106.0,,106.0,106.0,,,-100.0,588.0,-241.0,347.0,0.0,0.0,0.0,347.0,,347.0,0.0,0.0,347.0,421.0,74.0,505.914,0.69,0.69,0.832157,507.111,0.68,0.68,0.825925,
12/31/2012,2406.0,956.0,,,641.0,,,0.0,809.0,-900.0,900.0,900.0,,0.0,1506.0,-1038.0,,256.0,26.0,756.0,468.0,-107.0,113.0,,113.0,113.0,,,-6.0,361.0,-137.0,224.0,0.0,0.0,0.0,224.0,,224.0,0.0,0.0,224.0,205.0,-19.0,505.906,0.44,0.44,0.405214,507.231,0.44,0.44,0.402542,
03/31/2013,2786.0,1029.0,,,966.0,,,0.0,791.0,-1155.0,1155.0,1155.0,,0.0,1631.0,-1021.0,,290.0,21.0,710.0,610.0,-70.0,102.0,,102.0,102.0,,,-32.0,540.0,-220.0,320.0,0.0,0.0,0.0,320.0,,320.0,0.0,0.0,320.0,435.0,115.0,505.942,0.63,0.63,0.859782,507.22,0.63,0.63,0.856726,
06/30/2013,2310.0,1112.0,,,311.0,,,0.0,887.0,-755.0,755.0,755.0,,0.0,1555.0,-943.0,,283.0,14.0,646.0,612.0,-61.0,101.0,,101.0,101.0,,,-40.0,551.0,-218.0,333.0,0.0,0.0,0.0,333.0,,333.0,0.0,0.0,333.0,255.0,-78.0,505.9,0.66,0.66,0.504052,507.381,0.66,0.66,0.504052,
09/30/2013,2554.0,2621.0,1452.0,1169.0,214.0,63.0,151.0,0.0,-281.0,-801.0,801.0,801.0,,0.0,1753.0,-1041.0,,313.0,15.0,713.0,712.0,-52.0,100.0,,100.0,100.0,,,-48.0,660.0,-270.0,390.0,0.0,0.0,0.0,390.0,,390.0,0.0,0.0,390.0,388.0,-2.0,505.858,0.77,0.77,0.767014,507.694,0.77,0.77,0.766061,
12/31/2013,2318.0,2259.0,1014.0,1245.0,557.0,168.0,389.0,0.0,-498.0,-825.0,825.0,825.0,,0.0,1493.0,-1128.0,,292.0,18.0,818.0,365.0,-61.0,99.0,,99.0,99.0,,,-38.0,304.0,-104.0,200.0,0.0,0.0,0.0,200.0,,200.0,0.0,0.0,200.0,255.25,55.25,505.859,0.39,0.39,0.504587,507.796,0.39,0.39,0.498804,
03/31/2014,3223.0,2840.0,1140.0,1700.0,1005.0,439.0,566.0,0.0,-622.0,-1356.0,1356.0,1356.0,,0.0,1867.0,-1162.0,,306.0,,856.0,705.0,-59.0,97.0,,97.0,97.0,,,-38.0,646.0,-260.0,386.0,0.0,0.0,0.0,386.0,,386.0,0.0,0.0,386.0,516.0,130.0,506.0,0.76,0.76,1.019763,508.0,0.76,0.76,1.015906,
06/30/2014,2249.0,2095.0,1109.0,986.0,326.0,136.0,190.0,0.0,-172.0,-789.0,789.0,789.0,,0.0,1460.0,-1095.0,,295.0,,800.0,365.0,-41.0,94.0,,94.0,94.0,,,-53.0,324.0,-112.0,212.0,0.0,0.0,0.0,212.0,,212.0,0.0,0.0,212.0,246.0,34.0,506.0,0.42,0.42,0.486166,508.0,0.42,0.42,0.486166,
09/30/2014,2641.0,2578.0,1440.0,1138.0,215.0,68.0,147.0,0.0,-152.0,-863.0,863.0,863.0,,0.0,1778.0,-1032.0,,318.0,,714.0,746.0,-41.0,100.0,,100.0,100.0,,,-59.0,705.0,-261.0,444.0,0.0,0.0,0.0,444.0,,444.0,0.0,0.0,444.0,396.0,-48.0,506.0,0.88,0.88,0.782609,507.0,0.87,0.87,0.775325,
12/31/2014,2773.0,2607.0,854.0,1753.0,535.0,164.0,371.0,0.0,-369.0,-878.0,878.0,878.0,,0.0,1895.0,-1088.0,,308.0,,780.0,807.0,-26.0,98.0,,98.0,98.0,,,-72.0,781.0,-305.0,476.0,0.0,0.0,0.0,476.0,,476.0,0.0,0.0,476.0,250.9,-225.1,506.0,0.940711,0.940711,0.49585,508.0,0.937008,0.937008,0.493898,
03/31/2015,3135.0,2882.0,982.0,1900.0,845.0,287.0,558.0,0.0,-592.0,-1094.0,1094.0,1094.0,,0.0,2041.0,-993.0,,330.0,,663.0,1048.0,-64.0,98.0,,98.0,98.0,,,-34.0,984.0,-398.0,586.0,0.0,0.0,0.0,586.0,,586.0,0.0,0.0,586.0,609.0,23.0,506.0,1.16,1.16,1.203557,508.0,1.15,1.15,1.195276,
06/30/2015,2314.0,2219.0,1034.0,1185.0,272.0,80.0,192.0,0.0,-177.0,-668.0,668.0,668.0,,0.0,1646.0,-1078.0,,317.0,,761.0,568.0,-37.0,97.0,,97.0,97.0,,,-60.0,531.0,-186.0,345.0,0.0,0.0,0.0,345.0,,345.0,0.0,0.0,345.0,440.0,95.0,506.0,0.68,0.68,0.869565,508.0,0.68,0.68,0.867008,
09/30/2015,2688.0,2657.0,1386.0,1271.0,205.0,54.0,151.0,0.0,-174.0,-815.0,815.0,815.0,,0.0,1873.0,-1059.0,,313.0,,746.0,814.0,-90.0,96.0,,96.0,96.0,,,-6.0,724.0,-285.0,439.0,0.0,0.0,0.0,439.0,,439.0,0.0,0.0,439.0,408.04,-30.96,505.0,0.87,0.87,0.808,508.0,0.87,0.87,0.808,
12/31/2015,2278.0,2013.0,777.0,1236.0,471.0,127.0,344.0,0.0,-206.0,-684.0,684.0,684.0,,0.0,1594.0,-1062.0,,254.0,,808.0,532.0,-91.0,102.0,,102.0,102.0,,,-11.0,441.0,-132.0,309.0,0.0,0.0,0.0,309.0,,309.0,0.0,0.0,309.0,259.0,-50.0,505.0,0.61,0.61,0.512871,508.0,0.6,0.6,0.501575,
03/31/2016,2616.0,2307.0,811.0,1496.0,718.0,209.0,509.0,0.0,-409.0,-836.0,836.0,836.0,,0.0,1780.0,-953.0,,224.0,,729.0,827.0,-73.0,92.0,,92.0,92.0,,,-19.0,754.0,-283.0,471.0,0.0,0.0,0.0,471.0,,471.0,0.0,0.0,471.0,468.0,-3.0,505.0,0.93,0.93,0.926733,508.0,0.93,0.93,0.924094,
06/30/2016,1905.0,1779.0,877.0,902.0,285.0,100.0,185.0,0.0,-159.0,-624.0,624.0,624.0,,0.0,1281.0,-934.0,,224.0,,710.0,347.0,-69.0,97.0,,97.0,97.0,,,-28.0,278.0,-91.0,187.0,0.0,0.0,0.0,187.0,,187.0,0.0,0.0,187.0,289.0,102.0,505.0,0.37,0.37,0.572277,508.0,0.37,0.37,0.570787,
09/30/2016,2450.0,2571.0,1314.0,1257.0,188.0,46.0,142.0,0.0,-309.0,-866.0,866.0,866.0,,0.0,1584.0,-1007.0,,231.0,,776.0,577.0,-62.0,99.0,,99.0,99.0,,,-37.0,515.0,-188.0,327.0,0.0,0.0,0.0,327.0,0.0,327.0,0.0,0.0,327.0,447.92,120.92,505.0,0.65,0.65,0.88697,508.0,0.64,0.64,0.878031,
12/31/2016,2090.0,1827.0,712.0,1115.0,569.0,201.0,368.0,0.0,-306.0,-675.0,675.0,675.0,,0.0,1415.0,-1590.0,,797.0,,793.0,-175.0,-74.0,97.0,,97.0,97.0,,,-23.0,-249.0,151.0,-98.0,0.0,0.0,0.0,-98.0,,-98.0,0.0,0.0,-98.0,-53.6,44.4,505.0,-0.19,-0.19,-0.106139,508.0,-0.19,-0.19,-0.106139,
03/31/2017,2591.0,,,,,,,,,-868.0,868.0,868.0,,0.0,1723.0,-1545.0,,828.0,,717.0,178.0,-35.0,98.0,,98.0,98.0,,,-63.0,143.0,-29.0,114.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,0.0,114.0,466.0,352.0,505.0,0.23,0.23,0.922772,508.0,0.22,0.22,0.912913,
06/30/2017,2142.0,,,,,,,0.0,0.0,-588.0,588.0,588.0,,0.0,1554.0,-1359.0,,641.0,,718.0,195.0,-27.0,91.0,,91.0,91.0,,,-64.0,168.0,-59.0,109.0,0.0,0.0,0.0,109.0,0.0,109.0,0.0,0.0,109.0,316.0,207.0,505.0,0.22,0.22,0.625743,507.0,0.22,0.22,0.625743,
09/30/2017,2254.0,,,,,,,0.0,0.0,-616.0,616.0,616.0,,0.0,1638.0,-945.0,,252.0,,693.0,693.0,-46.0,100.0,,100.0,100.0,,,-54.0,647.0,-252.0,395.0,0.0,0.0,0.0,395.0,0.0,395.0,0.0,0.0,395.0,417.0,22.0,505.0,0.78,0.78,0.825743,507.0,0.78,0.78,0.823393,
12/31/2017,2107.0,,,,,,,0.0,,-706.0,706.0,706.0,,0.0,1401.0,-1038.0,,265.0,,773.0,363.0,-53.0,102.0,,102.0,102.0,,,-49.0,310.0,646.0,956.0,0.0,0.0,0.0,956.0,0.0,956.0,0.0,0.0,956.0,970.0,14.0,505.0,1.89,1.89,1.920792,508.0,1.88,1.88,1.907559,
03/31/2018,2818.0,,,,,,,,,-952.0,952.0,952.0,,0.0,1866.0,-1034.0,,280.0,,754.0,832.0,-72.0,103.0,,103.0,103.0,,,-31.0,760.0,-202.0,558.0,0.0,0.0,0.0,558.0,0.0,558.0,0.0,0.0,558.0,492.16,-65.84,504.0,1.11,1.11,0.976508,507.0,1.1,1.1,0.970138,
06/30/2018,2016.0,,,,,,,0.0,0.0,-600.0,600.0,600.0,,0.0,1416.0,-1005.0,,280.0,,725.0,411.0,-45.0,111.0,,111.0,111.0,,,-66.0,366.0,-97.0,269.0,0.0,0.0,0.0,269.0,0.0,269.0,0.0,0.0,269.0,327.01,58.01,504.0,0.53,0.53,0.648829,507.0,0.53,0.53,0.644418,
09/30/2018,2394.0,,,,,,,0.0,0.0,-804.0,804.0,804.0,,0.0,1590.0,-1036.0,,294.0,,742.0,554.0,-25.0,127.0,,127.0,127.0,,,-102.0,529.0,-117.0,412.0,0.0,0.0,0.0,412.0,0.0,412.0,0.0,0.0,412.0,481.0,69.0,504.0,0.82,0.82,0.954365,507.0,0.81,0.81,0.946095,
12/31/2018,2468.0,,,,,,,0.0,,-869.0,869.0,869.0,,0.0,1599.0,-1098.0,,304.0,,794.0,501.0,-301.0,135.0,,135.0,135.0,,,166.0,200.0,-1.0,199.0,0.0,0.0,0.0,199.0,0.0,199.0,0.0,0.0,199.0,272.0,73.0,504.0,0.39,0.39,0.539683,508.0,0.39,0.39,0.533701,
03/31/2019,2980.0,,,,,,,0.0,,-1124.0,1124.0,1124.0,,0.0,1856.0,-1070.0,,314.0,,756.0,786.0,63.0,133.0,,133.0,133.0,,,-196.0,849.0,-149.0,700.0,0.0,0.0,0.0,700.0,0.0,700.0,0.0,0.0,700.0,548.0,-152.0,504.0,1.39,1.39,1.087302,507.0,1.38,1.38,1.080197,
06/30/2019,2316.0,,,,,,,0.0,0.0,-704.0,704.0,704.0,,0.0,1612.0,-1452.0,,307.0,,1145.0,160.0,-27.0,137.0,,137.0,137.0,,,-110.0,133.0,20.0,153.0,0.0,0.0,0.0,153.0,0.0,153.0,0.0,0.0,153.0,333.87,180.87,504.0,0.3,0.3,0.66244,507.0,0.3,0.3,0.656746,
09/30/2019,2302.0,,,,,,,0.0,0.0,-753.0,753.0,753.0,,0.0,1549.0,-1059.0,,307.0,,752.0,490.0,-57.0,147.0,,147.0,147.0,,,-90.0,433.0,-30.0,403.0,0.0,0.0,0.0,403.0,0.0,403.0,0.0,0.0,403.0,500.53,97.53,504.0,0.8,0.8,0.993115,507.0,0.79,0.79,0.982367,
12/31/2019,2478.0,,,,,,,0.0,,-791.0,791.0,791.0,,0.0,1687.0,-1180.0,,320.0,,860.0,507.0,28.0,152.0,,152.0,152.0,,,-180.0,535.0,-98.0,437.0,0.0,0.0,0.0,437.0,0.0,437.0,0.0,0.0,437.0,352.99,-84.01,504.0,0.86,0.86,0.700377,507.0,0.86,0.86,0.6943,
03/31/2020,2781.0,,,,,,,0.0,0.0,-906.0,906.0,906.0,,0.0,1875.0,-1078.0,,324.0,,754.0,797.0,-305.0,153.0,,153.0,153.0,,,152.0,492.0,-44.0,448.0,0.0,0.0,0.0,448.0,0.0,448.0,0.0,0.0,448.0,251.8,-196.2,504.0,0.89,0.89,0.499603,507.0,0.88,0.88,0.493018,
06/30/2020,2050.0,,,,,,,0.0,0.0,-595.0,595.0,595.0,,0.0,1455.0,-1048.0,,315.0,,733.0,407.0,153.0,151.0,,151.0,151.0,,,-304.0,560.0,-109.0,451.0,0.0,0.0,0.0,451.0,0.0,451.0,0.0,0.0,451.0,638.89,187.89,504.0,0.89,0.89,1.267639,507.0,0.89,0.89,1.260592,
09/30/2020,2441.4,,,,,,,,,,,,,,,,,,,,491.667,,,,,,,,,629.0,,453.667,,,,,,453.667,,,453.667,453.667,,,0.955,0.955,0.955,,0.955,0.955,0.955,
12/31/2020,2744.5,,,,,,,,,,,,,,,,,,,,391.667,,,,,,,,,429.5,,352.333,,,,,,352.333,,,352.333,352.333,,,0.649,0.649,0.649,,0.649,0.649,0.649,
