Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,31.028,,-15.668,,15.36,,-11.415,,,,,3.945,-3.294,,3.294,,0.0,0.0,0.651,-0.365,0.286,0.0,,,0.286,0.0,0.286,0.0,,0.286,0.286,,55.131724,0.0,0.0,0.0,55.131724,0.0,0.0,0.0,
06/30/1996,32.922001,,-16.715,,16.207001,,-12.182,,,,,4.025,-3.091,,3.091,,0.0,0.0,0.934,-0.523,0.411,0.0,,,0.411,0.0,0.411,0.0,,0.411,0.411,,61.095909,0.006767,0.006767,0.006767,61.095909,0.006767,0.006767,0.006767,
09/30/1996,36.019001,,-18.708,,17.311001,,-13.061,,,,,4.25,-3.596,,3.596,,0.0,0.0,0.654,-0.654,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,62.094863,0.0,0.0,0.0,62.094863,0.0,0.0,0.0,
12/31/1996,38.749001,,-19.656,,19.093001,,-14.62,,,,,4.473,-4.92,,4.92,,0.0,0.0,-0.447,0.107,-0.34,2.126,,,-2.466,0.0,-2.466,0.0,,-2.466,-2.466,,62.473166,-0.038911,-0.005075,-0.005075,62.473166,-0.038911,-0.005075,-0.005075,
03/31/1997,42.153999,,-21.764,,20.389999,,-15.929,,,,,4.461,-5.14,,5.14,,0.0,0.0,-0.679,0.163,-0.516,0.0,,,-0.516,0.0,-0.516,0.0,,-0.516,-0.516,,59.919622,-0.008459,-0.008459,-0.008459,59.919622,-0.008459,-0.008459,-0.008459,
06/30/1997,46.584999,,-24.108,,22.476999,,-17.539,,,,,4.938,-5.94,,5.94,,0.0,0.0,-1.002,0.033,-0.969,0.0,,,-0.969,0.0,-0.969,0.0,,-0.969,-0.969,,62.130327,-0.015226,-0.015226,-0.015226,62.130327,-0.015226,-0.015226,-0.015226,
09/30/1997,54.654999,,-27.870001,,26.784998,,-20.709999,,,,,6.075,-6.55,,6.55,,0.0,0.0,-0.475,0.15,-0.325,0.0,,,-0.325,0.0,-0.325,0.0,,-0.325,-0.325,,71.21551,-0.005075,-0.005075,-0.005075,71.21551,-0.005075,-0.005075,-0.005075,
12/31/1997,65.371002,,-33.137001,,32.234001,,-24.597,0.051668,,,24.545332,7.637,-10.082,,10.082,,0.0,0.0,-2.445,-0.266,-2.711,0.0,,,-2.711,0.0,-2.711,0.0,0.0,-2.711,-2.711,,77.167866,-0.035527,-0.035527,-0.035527,77.167866,-0.035527,-0.035527,-0.035527,
03/31/1998,56.29,,-32.915,,23.375,,-15.993,,,,,7.382,-8.238,8.3,8.3,,-0.062,0.0,-0.856,-0.181,-1.037,,,,-1.037,,-1.037,,,-1.037,-1.037,,97.401156,-0.010151,-0.010151,-0.010151,97.401156,-0.010151,-0.010151,-0.010151,
06/30/1998,93.463997,,-46.756001,,46.707996,,-37.923,,,,,8.785,-9.18,,9.18,,0.0,0.0,-0.395,0.0,-0.395,-0.134,,,-0.261,0.0,-0.261,0.0,,-0.261,-0.261,,130.15982,-0.002538,-0.002538,-0.002538,130.15982,-0.002538,-0.002538,-0.002538,
09/30/1998,74.597,,-41.961,,32.636,,-19.267,,,,,13.369,-16.335,12.089,12.089,,4.246,0.0,-2.966,-1.648,-4.614,,,,-4.614,,-4.614,,,-4.614,-4.614,,67.093583,-0.068517,-0.068517,-0.068517,67.093583,-0.068517,-0.068517,-0.068517,
12/31/1998,102.897003,,-50.933998,,51.963005,,-38.509998,105.025,,,-66.515002,13.453,-11.822994,,11.507,,0.0,0.315994,1.630006,-2.838,-1.208,0.114,,,-1.321994,0.0,-1.322,0.0,0.0,-1.322,-1.322,,115.524226,-0.012688,-0.012688,-0.012688,115.524226,-0.012688,-0.012688,-0.012688,
03/31/1999,109.371,,-54.435,,54.936,,-41.47,,,,,13.466,-11.944,,11.944,-11.944,,11.944,1.522,-1.623,-0.101,-0.099,,,-0.002,-0.147,-0.149,,,-0.149,-0.149,,116.249307,-0.002538,-0.002538,-0.002538,116.249307,-0.002538,-0.002538,-0.002538,
06/30/1999,131.765,,-66.167,,65.598,,-49.219,32.938,,,16.281,16.379,-11.077,,14.227,,-3.15,0.0,5.302,-3.229,,9.258,,,-7.185,-0.318,,-0.276,0.0,,,,67.211803,0.050753,-0.010151,-0.010151,69.320053,-0.081205,-0.010151,-0.010151,
09/30/1999,136.907,,-69.226,,67.681,,-49.719,,,,,17.962,-13.96,14.075,,,,-0.115,4.002,-2.953,1.049,4.0,,,-2.951,-0.05,-3.001,,,-3.001,-3.001,,139.227263,-0.020301,0.007613,0.007613,142.635929,-0.020301,0.007613,0.007613,
12/31/1999,141.506,,-71.102,,70.404,,-53.962,,,,,16.442,-14.277,,14.179,,0.0,0.098,2.165,-2.774,-0.609,0.0,,,-0.609,0.193,-0.416,0.0,0.0,-0.416,-0.416,,139.62921,-0.002538,-0.002538,-0.002538,139.62921,-0.002538,-0.002538,-0.002538,
03/31/2000,212.137,,-104.458,,107.679,,-79.76,,,,,27.919,-25.08,,23.783,-23.783,0.0,25.08,2.839,-8.529,-5.69,0.0,,,-5.69,0.307,-5.383,0.0,,-5.383,-5.383,,188.926797,-0.027914,-0.027914,-0.027914,188.926797,-0.027914,-0.027914,-0.027914,
06/30/2000,252.565002,,-121.973,,130.592003,,-96.367996,,,,,34.223999,-52.758001,,30.245001,,0.0,22.513,-18.534002,-9.847,-28.381001,0.0,,,-28.381002,0.136,-28.245001,0.0,,-28.245001,-28.245001,,215.321296,-0.131958,-0.131958,-0.073592,215.321296,-0.131958,-0.131958,-0.073592,
09/30/2000,256.133,,-125.079,,131.054,,-98.783,,,,,32.271,-35.325,31.038,31.038,,0.0,4.287,-3.054,7.023,3.969,2.892,,,1.077,0.63,1.707,0.0,,1.707,1.707,,216.054263,0.007613,0.020301,0.027914,221.188935,0.007613,0.020301,0.027914,
12/31/2000,265.536,,-131.261,,134.275,,-113.568,,,,,20.707,-19.99,32.909,32.909,,0.0,-12.919,0.717,2.228,2.945,0.0,,,2.945,1.151,4.096,0.0,0.0,4.096,4.096,2.262,216.917266,0.017764,0.017764,0.027914,221.389909,0.017764,0.017764,0.027914,
03/31/2001,287.815002,,-143.712997,,144.102005,,-106.035004,,,,,38.067001,-43.974999,33.987,33.987,,0.0,9.988,-5.907998,8.837,2.929,0.0,,,2.929002,0.27,3.199,0.0,0.0,3.199,3.199,,218.418648,0.015226,0.015226,0.017764,223.013452,0.015226,0.015226,0.017764,
06/30/2001,296.946991,,-142.643005,,154.303986,,-116.473999,,,,,37.830002,-27.404999,,34.042999,,0.0,-6.638,10.425003,-16.091,-5.666,4.78,,,-10.445997,0.7,-9.746,0.0,0.0,-9.746,-9.746,,219.301366,-0.045678,-0.022839,-0.022839,219.301366,-0.045678,-0.022839,-0.022839,
09/30/2001,295.05899,,-143.304001,,151.75499,,-115.742996,,,,,36.012001,-48.315001,33.421001,33.421001,,0.0,14.894,-12.303,-3.44,-15.743,7.039,,,-22.782001,-0.027,-22.809,0.0,0.0,-22.809,-22.809,,220.381098,-0.104044,-0.071054,-0.065979,220.381098,-0.104044,-0.071054,-0.065979,
12/31/2001,305.897003,,-146.878006,,159.018997,,-122.273003,,,,,36.745998,-37.091,33.291,33.291,,0.0,3.8,-0.345002,-15.342,-15.687,0.0,,,-15.687002,0.986,-14.701,0.0,0.0,-14.701,-14.701,,221.054956,-0.06471,-0.06471,-0.060904,221.054956,-0.06471,-0.06471,-0.060904,
03/31/2002,317.197998,,-152.445999,,164.751999,,-107.096001,,,,,57.655998,-33.442001,,32.880001,,0.0,0.562,24.213997,-9.962,14.252,7.173,,,7.078997,-0.957,6.122,0.0,0.0,6.122,6.122,,221.653937,0.026645,0.057097,0.060904,225.936107,0.026645,0.057097,0.057097,
06/30/2002,327.720001,,-155.406998,,172.313004,,-111.601997,,,,,60.710999,-24.884998,,32.787998,,0.0,-7.903,35.826,-14.739,21.087,0.0,,,21.087,-1.098,19.989,0.0,0.0,19.989,19.989,,222.079514,0.091355,0.091355,0.098968,226.135778,0.087549,0.087549,0.095162,
09/30/2002,333.113007,,-153.858002,,179.255005,,-112.935997,,,,,66.319,-38.993998,36.016998,36.016998,,0.0,2.977,27.325002,-11.241,16.084,0.0,,,16.084002,-0.387,15.697,0.0,0.0,15.697,15.697,,222.696885,0.072323,0.072323,0.072323,225.922979,0.068517,0.068517,0.068517,
12/31/2002,340.466,,-160.588,,179.878,0.0,-110.58,,,,,69.298,-74.336999,34.947,34.946999,,0.0,39.389999,29.908,-13.353,16.555,-1.88,,,18.435,-1.187,16.484,0.0,0.0,16.484,16.484,,223.114602,0.072323,0.079936,0.083742,226.477294,0.072323,0.079936,0.083742,
03/31/2003,351.811,,-160.151,,191.66,0.0,-121.105,91.156,,,29.949,70.555,-30.633,0.0,35.565,0.0,0.0,-4.932,0.0,-17.338,22.584,0.0,,,-17.338,-1.3,21.284,0.0,0.0,21.284,21.284,,223.558582,0.095162,0.095162,0.091355,227.37839,0.095162,0.095162,0.091355,
06/30/2003,359.269989,,-162.031998,,197.237991,,-126.899002,,,,,70.338997,-33.362999,,36.396999,,0.0,-3.034,36.975997,-15.285,21.691,0.0,,,21.690998,-1.558,20.132999,0.0,0.0,20.132999,20.132999,,223.918498,0.091355,0.091355,0.133227,228.014147,0.087549,0.087549,0.12942,
09/30/2003,381.757996,,-171.354996,,210.403,,-131.283997,,,,,79.119003,-51.003001,,38.790001,,4.8,7.413,28.116002,-12.012,16.104,0.0,,,16.104002,-1.31,14.794,0.0,0.0,14.794,14.794,,224.099769,0.06471,0.06471,0.083742,227.838127,0.06471,0.06471,0.083742,
12/31/2003,408.49,,-187.209,,221.281,,-135.271,,,,,86.01,-34.035,39.716,39.716,,0.0,-5.681,51.975,-22.095,29.88,0.0,,,29.88,-1.454,28.426,0.0,0.0,28.426,28.426,2.462,224.443916,0.125614,0.125614,0.14084,228.04042,0.125614,0.125614,0.14084,
03/31/2004,433.921997,,-198.309998,,235.612,,-149.740005,,,,,85.872002,-45.849,43.459,43.459,,0.0,2.39,40.023002,-16.549999,23.473,0.0,,,23.473003,-0.476,22.997,0.0,0.0,22.997,22.997,,225.155866,0.102775,0.102775,0.110388,229.025587,0.098968,0.098968,0.106581,
06/30/2004,445.410004,,-200.826996,,244.583008,,-158.850998,,,,,85.732002,-46.470001,42.659,42.659,,0.0,3.811,39.262002,-15.825,23.437,0.0,,,23.437002,-0.58,22.857,0.0,0.0,22.857,22.857,,225.854672,0.102775,0.102775,0.102775,229.495841,0.097065,0.097065,0.097065,
09/30/2004,459.329987,,-209.796997,,249.53299,,-164.776993,,,,,84.755997,-51.088,54.313,54.313,,0.0,-3.225,33.667997,-14.293,19.375,0.0,,,19.374997,-0.925,18.450001,0.0,0.0,18.450001,18.450001,,226.43525,0.079936,0.079936,0.079936,230.074669,0.079936,0.079936,0.079936,
12/31/2004,478.927,,-214.965,,263.962,,-176.507,,,,,87.455,-33.673,,45.318,,0.0,-11.645,53.782,-22.906,30.876,0.0,,,30.876,-0.989,29.887,0.0,0.0,29.887,29.887,,226.862602,0.131323,0.131323,0.131323,230.374163,0.131323,0.131323,0.131323,
03/31/2005,501.406,,-230.628,,270.778,,-179.886,,,,,90.892,-50.251,45.806,45.806,,0.0,4.445,40.641,-17.236,23.405,0.0,,,23.405,-0.456,22.949,0.0,0.0,22.949,22.949,,227.648982,0.102775,0.102775,0.102775,230.339135,0.097065,0.097065,0.097065,
12/31/2005,538.355,,-242.109,,296.246,,-203.533,,,,,92.713,-45.272,,46.248,,0.0,-0.976,47.441,-17.745,29.696,2.751,,,26.945,-0.582,26.363,0.0,0.0,26.363,26.363,,229.988855,0.114194,0.125614,0.119904,232.950475,0.114194,0.125614,0.119904,
03/31/2006,563.657,,-262.368,,301.289,,-208.691,,,,,92.598,-43.894,46.578,0.0,,0.0,-2.684,48.704,-20.971,27.733,0.0,,,27.733,-0.46,27.273,0.0,0.0,27.273,27.273,,230.626365,0.119904,0.119904,0.119904,233.484653,0.114194,0.114194,0.114194,
06/30/2006,581.568,,-259.29,,322.278,,-219.558,,,,,102.72,-40.222,47.254,47.254,,,-7.032,62.498,-24.212,38.286,,,,38.286,-0.444,37.842,0.0,,37.842,37.842,-0.174,231.060713,0.165582,0.165582,0.165582,233.715838,0.159872,0.159872,0.159872,
09/30/2006,595.61,,-277.227,,318.383,,-220.748,,,,,97.635,-51.55,50.462,50.462,,,1.088,46.085,-19.205,26.88,,,,26.88,-0.267,26.613,0.0,,26.613,26.613,0.295,231.5441,0.114194,0.114194,0.114194,234.204479,0.114194,0.114194,0.114194,
12/31/2006,609.507,,-275.383,,334.124,,-229.45,,,,,104.674,-37.743,50.664,50.664,,0.0,-12.921,66.931,-29.407,37.524,0.0,,,37.524,-0.389,37.135,0.0,0.0,37.135,37.135,-5.734,232.048503,0.162727,0.162727,0.137033,234.838487,0.154162,0.154162,0.128469,
03/31/2007,632.512024,,-295.005005,,337.507019,,-237.677002,,,,,99.830002,-42.648999,,50.334999,,0.0,-7.686,57.181003,-22.083,35.098,0.0,,,35.098002,-0.391,34.707001,0.0,0.0,34.707001,34.707001,,232.621207,0.145598,0.145598,0.128469,235.173589,0.145598,0.145598,0.128469,
06/30/2007,668.689026,,-307.963013,,360.726013,,-249.134995,,,,,111.591003,-58.344,,61.222,,0.0,-2.878,53.247003,-14.024,39.223,0.0,,,39.223003,-0.171,39.051998,0.0,0.0,39.051998,39.051998,,233.277412,0.171291,0.171291,0.171291,235.554231,0.162727,0.162727,0.162727,
09/30/2007,701.833008,,-322.597992,,379.235016,,-255.481003,,,,,123.753998,-61.027,57.556,57.556,,0.0,3.471,62.726998,-10.647,52.080002,0.0,,,52.079998,-0.746,51.334,0.0,0.0,51.334,51.334,,233.757291,0.222679,0.222679,0.18842,235.985062,0.214114,0.214114,0.179856,
12/31/2007,727.001,,-334.554,,392.447,,-278.376,,,,,114.071,-64.202,59.48,59.48,0.0,0.0,4.722,49.869,-22.256,27.613,0.0,,,27.613,0.388,28.001,0.0,0.0,28.001,28.001,3.307,234.136758,0.119904,0.119904,0.137033,237.002052,0.119904,0.119904,0.137033,
03/31/2008,749.383972,,-347.751007,,401.632965,,-291.757996,,,,,109.875,-57.529001,60.019001,60.019001,,0.0,-2.49,52.345999,-18.271999,34.074001,0.0,,,34.074,-0.592,33.481998,0.0,0.0,33.481998,33.481998,,234.537248,0.145598,0.145598,0.154162,237.514635,0.137033,0.137033,0.145598,
06/30/2008,768.856995,,-346.971008,,421.885986,,-298.838989,,,,,123.046997,-62.45,59.757,59.757,,0.0,2.693,60.596997,-24.858999,35.737999,0.0,,,35.737998,0.148,35.886002,0.0,0.0,35.886002,35.886002,,234.518559,0.154162,0.154162,0.154162,237.067431,0.154162,0.154162,0.154162,
09/30/2008,784.338013,,-352.251007,,432.087006,,-293.813995,,,,,138.272995,-77.011,59.423,59.423,,0.0,17.587999,61.261995,-50.009998,11.252,0.0,,,11.251997,0.062,11.314,0.0,0.0,11.314,11.314,,235.359233,0.051387,0.051387,0.102775,237.627893,0.051387,0.051387,0.102775,
12/31/2008,752.554993,,-335.04599,,417.509003,0.0,-288.69101,215.246,,,73.44501,128.817993,-78.156,57.436001,57.436001,,,20.719999,50.661993,-49.783001,0.879,0.0,,,0.878992,0.476,1.355,0.0,0.0,1.355,1.355,,235.641798,0.008565,0.008565,0.18842,237.240248,0.008565,0.008565,0.18842,
03/31/2009,723.346,723.346,-316.98,316.98,406.366,0.0,-285.169,210.393,,76.28,-1.504,121.197,-62.676,55.521,56.31,-0.789,,7.155,58.521,-31.577,26.944,0.0,0.0,0.0,26.944,1.855,28.799,0.0,0.0,28.799,27.8214,-0.9776,235.932529,0.119904,0.119904,0.117921,237.38736,0.119904,0.119904,0.115786,
06/30/2009,746.028,746.028,-312.698,312.698,433.33,0.0,-295.276,215.854,,78.68,0.742,138.054,-36.781,55.175,55.753,-0.578,-17.127,-1.267,101.273,-13.761,87.512,0.0,0.0,0.0,87.512,0.126,87.638,0.0,0.0,87.638,69.1203,-18.5177,236.441603,0.368276,0.368276,0.292335,238.423023,0.368276,0.368276,0.290609,
09/30/2009,764.885,764.885,-321.47,321.47,443.415,0.0,-300.766,218.633,,81.428,0.705,142.649,-60.859,59.469,60.036,-0.567,,1.39,81.79,-38.613,43.177,0.0,0.0,0.0,43.177,0.009,43.186,0.0,0.0,43.186,45.6144,2.4284,237.275271,0.179856,0.179856,0.192243,239.233338,0.179856,0.179856,0.190007,
12/31/2009,779.336,779.336,-320.066,320.066,459.27,0.0,-312.626,229.479,,82.684,0.463,146.644,-55.395,57.625,58.257,-0.632,,-2.23,91.249,-26.576,64.673,0.0,0.0,0.0,64.673,-3.419,61.254,0.0,0.0,61.254,61.55495,0.30095,237.564836,0.256937,0.256937,0.259108,238.984639,0.256937,0.256937,0.258196,
03/31/2010,776.506,776.506,-325.232,325.232,451.274,0.0,-318.583,233.852,,85.784,-1.053,132.691,-65.381,56.562,56.984,-0.422,5.265,3.554,67.31,-41.471,25.839,0.0,0.0,0.0,25.839,-0.273,25.566,0.0,0.0,25.566,24.88155,-0.68445,237.701445,0.111339,0.111339,0.104675,239.013829,0.102775,0.102775,0.099911,
06/30/2010,724.783,724.783,-294.681,294.681,430.102,0.0,-272.135,196.775,,75.499,-0.139,157.967,-56.765,52.617,52.985,-0.368,3.625,0.523,101.202,-52.274,48.928,7.176,7.176,0.0,41.752,-0.46,41.292,0.0,0.0,41.292,48.37765,-0.09035,237.030074,0.171291,0.20555,0.2041,238.435866,0.171291,0.20555,0.2041,
09/30/2010,731.132,731.132,-299.622,299.622,431.51,0.0,-324.512,180.156,,77.235,67.121,106.998,-50.198,52.054,52.216,-0.162,,-1.856,56.8,-29.31,27.49,178.307,178.307,0.0,-150.817,-2.959,-153.776,0.0,0.0,-153.776,68.15965,43.62865,234.978599,-0.650907,0.119904,0.290067,234.978599,-0.650907,0.119904,0.290067,
12/31/2010,729.168,729.168,-296.099,296.099,433.069,0.0,-286.826,199.779,,78.063,8.984,146.243,-46.19,48.474,49.307,-0.833,15.851,-18.135,100.053,-42.123,57.93,24.674,24.674,0.0,33.256,-1.216,32.04,0.0,0.0,32.04,62.0336,5.3196,233.667383,0.137033,0.242712,0.265478,234.607302,0.137033,0.242204,0.264879,
03/31/2011,746.009,746.009,-315.955,315.955,430.054,0.0,-292.454,212.755,,80.163,-0.464,137.6,-39.66,48.618,49.169,-0.551,-3.025,-5.933,97.94,-16.764,81.176,6.557,6.557,0.0,74.619,-1.159,73.46,0.0,0.0,73.46,79.1629,-0.8541,233.786478,0.316889,0.351147,0.338612,234.980934,0.316889,0.342583,0.338612,
06/30/2011,758.551,758.551,-307.577,307.577,450.974,0.0,-302.037,223.389,,78.868,-0.22,148.937,-51.225,48.604,49.097,-0.493,,2.621,97.712,-30.252,67.46,-185.587,-185.587,0.0,253.047,-0.363,252.684,0.0,0.0,252.684,67.3271,0.2301,235.45031,1.070571,0.282631,0.28595,237.386193,1.062006,0.282631,0.2836,
09/30/2011,768.306,768.306,-306.361,306.361,461.945,0.0,-326.746,209.003,,76.904,40.839,135.199,-66.678,50.047,50.661,-0.614,,16.631,68.521,-18.127,50.394,12.469,12.469,0.0,37.925,-0.587,37.338,0.0,0.0,37.338,92.00509,42.19809,228.394495,0.162727,0.222679,0.402834,229.68703,0.162727,0.222679,0.402834,
12/31/2011,741.837,741.837,-315.307,315.307,426.53,0.0,-277.067,189.444,,83.564,4.059,149.463,-60.736,57.987,58.642,-0.655,,2.749,88.727,-41.345,47.382,13.381,13.381,0.0,34.001,-1.945,32.056,0.0,0.0,32.056,48.07535,2.63835,212.053914,0.154162,0.214271,0.226713,213.052214,0.154162,0.214271,0.226654,
03/31/2012,746.498,746.498,-315.298,315.298,431.2,0.0,-289.387,210.66,,78.008,0.719,141.813,-55.48,58.784,59.329,-0.545,2.575,-5.879,86.333,-25.26,61.073,5.093,5.093,0.0,55.98,-0.63,55.35,0.0,0.0,55.35,60.91035,0.46735,200.033459,0.274066,0.308324,0.304501,201.087803,0.274066,0.29976,0.302084,
