Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2011,,,,,,,,,,,,,,0.0,,,,,,
06/30/2011,,634.645,627.628,,78.135456,1.645879,1.285793,1.66,1.66,1.388243,1.64,1.64,1.375758,0.0,4.840447,4.477174,,,,
09/30/2011,,634.645,627.628,,74.907429,1.465836,1.112124,1.67,1.67,2.070414,1.65,1.65,2.04463,0.0,1.174262,0.760004,,,,
12/31/2011,627.628,634.645,627.628,,71.193446,3.329998,2.946013,3.2,3.2,0.892806,3.17,3.17,0.884234,0.0,4.351304,3.763376,0.0,37.066543,30.591369,
03/31/2012,625.272302,634.645,627.628,,67.654725,0.873129,0.528976,1.01,1.01,1.358129,1.0,1.0,1.340978,,-0.575181,-0.922521,0.0,39.841842,33.35027,
06/30/2012,626.922698,635.157,628.51,,68.985378,2.095432,1.739034,1.88,1.88,1.789152,1.86,1.86,1.771046,,2.281587,1.851999,4.951169,30.223822,23.728603,
09/30/2012,625.806484,637.913,630.672,,62.842492,2.812873,2.449768,2.53,2.53,3.336045,2.51,2.51,3.301566,0.2,3.0412,2.503679,7.078866,32.87438,26.370772,
12/31/2012,623.545717,635.634,628.527,,64.570018,1.306229,0.929157,1.12,1.1,1.976208,1.11,1.09,1.952289,,2.076283,0.68573,5.571364,33.317525,26.793545,
03/31/2013,619.232443,631.288,625.03,,60.721885,2.095899,1.708718,2.25,2.23,2.161096,2.23,2.21,2.144657,0.3125,3.54063,2.929459,7.675631,34.468478,27.89421,
06/30/2013,611.030536,624.907,619.143,,64.221028,1.72981,1.351869,1.55,1.53,1.253426,1.53,1.51,1.24124,0.3125,1.563451,0.95616,6.906365,35.440127,28.985458,
09/30/2013,599.536436,614.519,608.934,,66.637764,0.755418,0.380994,0.88,0.86,1.016777,0.87,0.85,1.009718,0.3125,3.200675,2.547074,9.910991,35.944438,29.371026,
12/31/2013,590.179575,604.165,598.553,,65.887231,1.184523,0.778544,1.38,1.35,1.410736,1.37,1.34,1.400248,0.39,1.498614,0.457771,9.149758,37.19207,30.763518,
03/31/2014,565.845802,589.575,584.053,,62.941206,1.321798,0.921149,2.69,1.48,1.394822,2.67,1.47,1.382903,0.39,2.393618,1.414255,9.412458,37.792982,30.939524,
06/30/2014,558.888518,571.285,565.799,,73.88843,1.61188,1.189468,1.52,1.52,1.603396,1.51,1.51,1.587369,0.5,1.466952,0.475434,8.8676,38.488892,31.555488,
09/30/2014,553.513402,564.958,559.492,,65.480829,2.729262,2.284215,2.11,2.11,1.743635,2.09,2.09,1.728115,0.5,0.766767,-1.939259,5.61504,39.287215,31.890827,
12/31/2014,546.381776,559.023,554.617,,56.455175,2.228565,1.736333,2.07,2.07,0.856086,2.05,2.05,0.847545,0.5,1.572256,-0.457974,9.529966,39.514495,31.875148,
03/31/2015,541.632079,552.337,548.2,,35.417731,2.28019,1.818679,1.8,1.8,1.4834,1.79,1.79,1.475337,0.5,2.466253,0.477928,9.951405,40.174873,32.501768,
06/30/2015,537.659593,548.926,544.617,,45.99379,3.020471,2.052819,1.85,1.85,1.861492,1.84,1.84,1.843279,0.56,5.102668,0.881353,9.465097,41.641589,33.913651,
09/30/2015,533.44028,544.696,540.357,,41.23015,3.882618,3.382949,2.92,2.92,2.669069,2.9,2.9,2.650778,0.56,2.659353,0.832783,9.039437,43.480031,35.692843,
12/31/2015,529.41038,540.245,536.399,,34.397902,1.957498,1.433634,1.21,1.21,1.251587,1.2,1.2,1.239519,0.56,2.790833,-1.828862,5.80646,43.633447,35.735982,
03/31/2016,525.581458,534.709,531.739,,26.420857,1.135896,0.609321,0.72,0.72,0.816378,0.72,0.72,0.811826,0.56,0.4852,-0.925266,3.278274,43.357694,35.412208,
06/30/2016,522.849327,531.06,528.247,,34.7205,1.213447,0.664462,0.94,0.94,1.26456,0.93,0.93,1.253881,0.63,2.186477,1.012784,4.268916,43.687538,35.710097,
