Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1998,128.705994,115.939003,44.209,0.0,0.0,48.333,0.0,-39.869999,-28.358999,-8.323,0.0,70.624001,0.0,-90.968002,0.0,17.121,,0.0,-55.736,-55.736,0.0,0.0,0.0,0.0,-9.289,-65.025002,-62.757,-66.978996,0.0,0.0,0.0,4.554,0.0,-0.332,0.924,
06/30/1998,-241.707001,37.25,43.990002,0.0,0.0,-94.677002,0.0,-325.01001,65.946999,90.417999,0.0,-3.766,0.0,57.622002,0.0,-113.481003,,0.0,-100.198997,-100.198997,0.0,0.0,0.0,0.0,2471.365967,2371.166992,-138.729996,-103.278999,0.0,6.514,-100.0,75.0,0.0,-16.965,1990.72998,
03/31/1999,203.186005,143.220993,58.186001,0.0,0.0,33.432999,0.0,1.324,24.858,-67.635002,0.0,102.612,0.0,-87.532997,0.0,-5.28,,0.0,-86.331001,-86.331001,0.0,0.0,0.0,0.0,12.438,-73.892998,-120.731003,-73.049004,0.0,7.0,0.0,0.0,-54.061001,-0.621,8.562,
09/30/1999,43.136002,9.016,63.130001,0.0,0.0,28.650999,0.0,-2.189,17.743,9.141,0.0,-67.249001,0.0,10.804,0.0,-25.910999,,0.0,-138.307007,-138.307007,0.0,0.0,0.0,0.0,21.222,-117.084999,-103.446999,-66.379997,103.949997,25.523001,0.0,0.0,-166.440002,-0.1,-177.395996,
12/31/1999,143.634003,83.385002,72.741997,0.0,0.0,-4.598,0.0,-2.605,-55.049999,-291.143005,0.0,9.323,0.0,246.378998,0.0,85.200996,,0.0,-191.001007,-191.001007,0.0,0.0,0.0,0.0,-0.091,-191.091995,46.160999,-72.885002,104.349998,70.125,-45.474998,0.0,-18.070999,8.117,-1.297,
03/31/2000,190.264008,172.244003,69.581001,0.0,0.0,-3.561,0.0,-5.382,12.061,-215.498001,0.0,101.262001,0.0,47.375,0.0,12.182,,0.0,-111.573997,-111.573997,0.0,0.0,0.0,0.0,-134.630005,-246.203995,146.675995,-68.413002,-208.300003,430.394989,-4.0,0.0,0.0,-3.006,90.736,
06/30/2000,176.582001,53.366001,73.809998,0.0,0.0,32.741001,0.0,-4.683,6.477,76.153999,0.0,-102.777,0.0,-0.767,0.0,42.261002,,0.0,-125.577003,-125.577003,0.0,0.0,0.0,0.0,-1.935,-127.512001,-176.281006,-67.870003,262.480988,19.232,-16.0,0.0,-363.0,-11.124,-127.210999,
09/30/2000,100.353996,14.63,72.973,0.0,0.0,25.282,0.0,13.3,-0.16,100.584999,0.0,-127.190002,0.0,-31.426001,0.0,32.360001,,0.0,-166.460007,-166.460007,0.0,0.0,0.0,0.0,-31.813,-198.272995,80.533997,-61.366001,119.609001,14.0,-17.0,20.951,0.0,4.34,-17.385,
12/31/2000,-17.29501,60.567,118.742,0.0,0.0,-8.009002,0.0,63.437,-0.482,-761.274,0.0,91.75301,0.0,469.553,0.0,-51.582,,0.0,-229.424,-229.424,0.0,0.0,-292.222,0.0,-1778.175,-2299.821,2348.006,-62.352,761.582,1703.328,-31.365,51.338,0.0,-74.525,30.89,
06/30/2001,332.143005,-6.525,121.578003,0.0,0.0,25.882999,0.0,55.487999,0.0,462.328003,0.0,-191.108002,0.0,-10.319,0.0,-125.181999,,0.0,-298.89801,-298.89801,0.0,0.0,0.0,0.0,-6.554,-305.451996,116.554001,-62.198002,-336.626007,526.0,-50.0,33.814999,0.0,5.563,143.244995,
