Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1998,24.521999,,-13.646,,10.875999,,-16.846001,,,,,-5.97,4.685,,11.453,,0.0,,-16.138,-1.284999,8.406,7.121,0.0,,,7.121001,-1.032,6.089,0.0,0.0,6.089,6.089,,,,,,,,,,
06/30/1998,25.26,,-12.659,,12.601,,-15.583,,,,,-2.982,2.146,,12.798,,0.0,,-14.944,-0.836,7.933,7.097,0.0,,,7.097,-0.128,6.969,0.0,0.0,6.969,6.969,,,,,,,,,,
09/30/1998,25.047001,,-13.079,,11.968,,-19.712,,,,,-7.744,-6.552999,,13.598,,0.0,,-7.045,-14.296999,10.014,-4.283,0.0,,,-4.283,-0.492,-4.775,0.0,0.0,-4.775,-4.775,,,,,,,,,,
12/31/1998,25.594999,,-13.029,,12.565999,,-20.563999,,,,,-7.998,42.745,,12.464,,0.0,,-55.209,34.747,-0.699,34.048,0.0,,,34.048,-0.599,33.449001,0.0,0.0,33.449001,33.449001,,,,,,,,,,
03/31/1999,37.847,,-27.940001,,9.907,,-20.719,,,,,-10.812,-1.658,,11.059,,0.0,,-9.401,-12.47,11.994,-0.476,0.0,,,-0.476,-0.464,-0.94,0.0,0.0,-0.94,-0.94,,,,,,,,,,
06/30/1999,60.034,,-41.124001,,18.91,,-22.579,,,,,-3.669,-6.589,,15.788,,0.0,,-9.199,-10.258,13.29,3.032,0.0,,,3.032,-0.691,2.341,0.0,0.0,2.341,2.341,,,,,,,,,,
09/30/1999,139.973999,,-79.147003,,60.826996,,-33.313,,,,,27.514,1.870001,,30.76,,0.0,,-32.630001,29.384001,-1.395,27.989,0.0,,,27.989001,-0.382,27.607,0.0,0.0,27.607,27.607,,,,,,,,,,
12/31/1999,194.662994,,-121.689003,,72.973991,,-43.987,,,,,28.987,-2.073002,,35.769001,,0.0,,-33.695999,26.913998,2.192,29.106001,0.0,,,29.105998,-0.919,28.187,0.0,0.0,28.187,28.187,,,,,,,,,,
03/31/2000,332.67099,,-214.923004,,117.747986,,-45.167,,,,,72.581001,-60.430001,,52.317001,,0.0,,8.113,12.151,-1.607,10.544,0.0,,,10.544,-1.798,8.746,0.0,0.0,8.746,8.746,,295.209991,0.03,0.03,0.03,295.209991,0.03,0.03,0.03,
06/30/2000,473.835999,,-305.90799,,167.928009,,-61.973,,,,,105.955002,-33.651001,,81.858002,,0.0,,-48.207001,72.304001,-26.440001,45.863998,0.0,,,45.864,-2.283,43.581001,0.0,0.0,43.581001,43.581001,,311.058014,0.14,0.14,0.14,312.381989,0.14,0.14,0.14,
09/30/2000,533.156006,,-319.437988,,213.718018,,-78.151001,,,,,135.567001,10.737999,,81.25,,0.0,,-91.987999,146.305,-54.624001,91.681,0.0,,,91.681,-3.077,88.603996,0.0,0.0,88.603996,88.603996,,360.0,0.245,0.245,0.245,365.365997,0.245,0.245,0.245,
12/31/2000,678.958984,,-449.201996,,229.756989,,-110.151001,,,,,119.606003,-63.358002,,78.497002,,0.0,,-15.139,56.248001,-10.067,46.181,0.0,,,46.181001,-4.177,42.004002,0.0,0.0,42.004002,42.004002,,360.619995,0.115,0.115,0.115,362.95401,0.115,0.115,0.115,
03/31/2001,624.262024,,-423.859009,,200.403015,,-92.282997,,,,,108.120003,-66.005997,,86.991997,,0.0,,-20.986,42.114006,-4.877,37.237,0.0,,,37.237006,-2.059,35.178001,0.0,0.0,35.178001,35.178001,,367.850006,0.095,0.095,0.095,371.756012,0.095,0.095,0.095,
06/30/2001,661.302002,,-479.282013,,182.019989,,-90.254997,,,,,91.764999,-32.306,,105.766998,,0.0,,-73.460999,59.459,-7.746,51.713001,0.0,,,51.713,-2.599,49.113998,0.0,0.0,49.113998,49.113998,,397.029999,0.125,0.125,0.125,400.553986,0.125,0.125,0.125,
09/30/2001,749.070984,,-449.208008,,299.862976,,-118.694,,,,,181.169006,2.781,,0.0,,0.0,,-2.781,183.950006,-55.562,128.388,-14.084,,,142.472006,-0.892,141.580002,0.0,0.0,141.580002,141.580002,,,,,,,,,,
12/31/2001,167.865,,-77.957,,89.908,,-62.652,,,,,27.256,-63.751,,196.559,,0.0,,-132.808,-36.495,40.092,3.597,-32.555,,,36.152,3.18,39.332,0.0,0.0,39.332,39.332,,,,,,,,,,
03/31/2002,658.825989,,-474.089996,,184.735992,,-134.718002,,,,,50.018002,-102.862,,120.333,,,,-17.471001,-52.843998,28.302,-24.542,0.0,,,-24.541998,-1.921,-26.462999,0.0,0.0,-26.462999,-26.462999,,397.209991,-0.065,-0.065,-0.065,397.209991,-0.065,-0.065,-0.065,
06/30/2002,557.697,,-364.581,,193.116,,-107.211,,,,,85.905,-147.496,,121.001,,,24.712,1.783,-61.591,26.697,-34.894,6.034,,,-40.928,-0.424,-41.352,0.0,0.0,-41.352,-41.352,,,,,,,,,,
