Date,P/E,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1982,,,,,,,,,,,,,5.875,,
03/31/1983,,,,,,,,,,,,,7.375,,
06/30/1983,,,,,,,,,,,,,8.083333,,
09/30/1983,,,,,,,,,,,,,7.291667,,
12/31/1983,,,,,,,,,,,,,7.208333,,
03/31/1984,,,,,,,,,,,,,4.666667,,
06/30/1984,,,,,,,,,,,,,4.75,,
09/30/1984,,,,,,,,,,,,,5.041667,,
12/31/1984,,,,,,,,,,,,,3.791667,,
03/31/1985,,,,,,,,,,,,,4.25,,
06/30/1985,,,,,,,,,,,,,4.333333,,
09/30/1985,,,,,,,,,,,,,3.625,,
12/31/1985,,,,,,,,,,,,,3.583333,,
03/31/1986,,,,,,,,,,,,,3.416667,,
06/30/1986,,,,,,,,,,,,,3.416667,,
09/30/1986,,,,,,,,,,,,,2.625,,
12/31/1986,,,,,,,,,,,,,2.208333,,
03/31/1987,,,,,,,,,,,,,2.375,,
06/30/1987,,,,,,,,,,,,,3.333333,,
09/30/1987,,,,,,,,,,,,,2.958333,,
12/31/1987,,,,,,,,,,,,,1.208333,,
03/31/1988,,,,,,,,,,,,,1.333333,,
06/30/1988,,,,,,,,,,,,,2.083333,,
09/30/1988,,,,,,,,,,,,,1.791667,,
12/31/1988,,,,,,,,,,,,,1.291667,,
03/31/1989,,,,,,,,,,,,,1.5,,
06/30/1989,,,,,,,,,,,,,1.5,,
09/30/1989,,,,,,,,,,,,,1.416667,,
12/31/1989,,,,,,,,,,,,,1.125,,
03/31/1990,,,,,,,,,,,,,0.958333,,
06/30/1990,,,,,,,,,,,,,1.0,,
09/30/1990,,,,,,,,,,,,,0.791667,,
12/31/1990,,,,,,,,,,,,,0.833333,,
03/31/1991,,,,,,,,,,,,,1.291667,,
06/30/1991,,,,,,,,,,,,,1.166667,,
09/30/1991,,,,,,,,,,,,,1.0,,
12/31/1991,,,,,,,,,,,,,0.833333,,
03/31/1992,,,,,,,,,,,,,0.791667,,
06/30/1992,,,,,,,,,,,,,0.833333,,
09/30/1992,,,,,,,,,,,,,0.916667,,
12/31/1992,,,,,,,,,,,,,1.125,,
03/31/1993,,,,,,,,,,,,,0.958333,,
06/30/1993,,,,,,,,,,,,,1.166667,,
09/30/1993,,,,,,,,,,,,,1.958333,,
12/31/1993,,,,,,,,,,,,,1.375,,
03/31/1994,,,,,,,,,,,,,1.041667,,
06/30/1994,,,,,,,,,,,,,1.291667,,
09/30/1994,,,,,,,,,,,,,1.958333,,
12/31/1994,,,,,,,,,,,,,2.083333,,
03/31/1995,,,,,,,,,,,,,3.75,,
06/30/1995,,,,,,,,,,,,,4.75,,
09/30/1995,,,,,,,,,,,,,5.958333,,
12/31/1995,,,,,,,,,,,,,4.708333,,
03/31/1996,,,,,,,,,,,,,2.895833,,
06/30/1996,,,,,,,,,,,,,2.958333,,
09/30/1996,,,,,,,,,,,,,2.541667,,
12/31/1996,,,,,,,,,,,,,2.625,,
03/31/1997,,,,,,,,,,,,,2.041667,,
06/30/1997,,,,,,,,,,,,,2.770833,,
09/30/1997,,,,,,,,,,,,,6.166667,,
12/31/1997,,,,,,,,,,,,,5.375,,
03/31/1998,,,,,,,,,,,,,5.083333,,
06/30/1998,,,,,,,,,,,,,4.979167,,
09/30/1998,,,,,,,,,,,,,3.791667,,
12/31/1998,,,,,,,,,,,,,12.0,,
03/31/1999,,,,,,,,,,,,,9.1875,,
06/30/1999,,,,,,,,,,,,,23.8125,,
09/30/1999,,,,,,,,,,,,,28.203125,,
12/31/1999,,,,,,,,,,,,,28.65625,,
03/31/2000,,,,,,,,,,,,,47.5,,
06/30/2000,,,,,,,,,,,,,44.0625,,
09/30/2000,,,,,,,,,,,,,34.0625,,
12/31/2000,,,,,,,,,,,,,37.0,,
03/31/2001,,,,,,,,,,,,,15.75,,
06/30/2001,,,,,,,,,,,,,29.55,,
09/30/2001,,,,,,,,,,,,,19.37,,
12/31/2001,,,,,,,,,,,,,21.8,,
03/31/2002,,,,,,,,,,,,,15.25,,
06/30/2002,,,,,,,827.240503,827.240503,827.240503,,,,5.55,821.896375,
09/27/2002,,,,,,,666.819612,875.656318,460.663612,,,,4.77,783.109553,
12/31/2002,,,,,,,1220.393443,1807.185861,689.227125,,,,8.62,,
03/31/2003,,,,,,,1051.017921,1051.017921,1051.017921,1.814344,16.089663,,6.23,1054.516532,
06/27/2003,,,,,,,1090.121177,1254.16233,901.890217,0.340885,3.953967,24.145418,7.007,210.813649,
09/30/2003,,,,,,,1543.707221,1909.707631,1148.452803,2.433652,193.051289,,9.1,1503.483439,
01/02/2004,,,,,,,1496.821924,1811.074193,1273.57281,0.219841,12.784384,,9.0,139.0941,
04/02/2004,,,,,,,1746.028173,1978.930277,1503.246923,0.197416,20.743166,,11.89,130.059649,
07/02/2004,,,,,,,1543.308015,1985.856418,1314.219541,1.902448,57.023898,,8.22,1362.12986,
10/01/2004,,,,,,48.014395,1362.462876,1628.67075,1128.610768,1.984655,19.086588,36.481641,9.99,1556.01496,
12/31/2004,,,,,,88.185648,1603.004343,1768.782053,1431.18474,1.868346,16.325698,28.049373,9.43,1548.99858,
03/31/2005,,,,,,80.069968,1227.576467,1475.090001,1022.636036,1.274122,9.756161,15.686081,6.35,1065.3045,
06/30/2005,,,,,,28.878069,1027.760055,1316.570963,861.306738,1.483838,11.823998,19.671564,7.37,1217.13867,
09/30/2005,,,,,,,1223.469369,1370.534885,1107.036617,1.468631,12.964,23.212265,7.02,1163.7005,
12/31/2005,,,,,,270.206832,911.373274,1165.262209,805.702848,1.106144,11.330632,23.879976,5.09,852.3241,
03/31/2006,,,,,,,929.675669,1151.599483,846.58555,1.488104,16.731713,38.062565,6.78,1138.79388,
06/30/2006,,,,,,,1073.532411,1307.524832,899.214765,1.252764,15.178637,40.220731,5.51,965.61932,
09/29/2006,,,,,,,847.906375,1005.496625,733.898089,1.16762,913.494651,,5.19,903.44621,
12/29/2006,,,,,,,1190.538921,1344.642975,879.332801,1.563908,92.133226,,7.08,1206.4846,
03/30/2007,,,,,,175.31433,1140.13974,1270.617017,977.684445,1.292188,41.766753,,5.75,990.37325,
06/29/2007,,,,,,34.168669,1189.233321,1288.818601,1001.554577,1.676986,40.509673,,7.35,1248.3866,
09/28/2007,,,,,,34.099712,1367.89461,1585.637079,1182.959576,2.033601,14.284601,23.489645,9.04,1508.41104,
12/28/2007,,,,,,20.145022,1468.440268,1565.341599,1333.6019,1.917753,13.273553,22.346266,8.65,1450.295,
03/28/2008,,,,,,14.71462,1332.148723,1512.37369,1136.35598,1.516459,9.918333,16.744307,7.07,1179.41874,
06/27/2008,,,,,,17.310291,1495.170581,1853.398225,1207.760642,1.92961,11.975126,19.590593,9.56,1578.2378,
10/03/2008,,,,,,11.065861,1514.550324,1770.491624,1194.641402,1.394722,8.310361,13.190132,7.47,1199.48424,
01/02/2009,,,,,,6.63228,887.831515,1201.23915,594.073218,0.965885,5.794109,9.136531,5.59,830.38275,
04/03/2009,,,,,,11.067837,940.032511,1361.291024,578.080883,1.637471,11.321953,19.84322,8.84,1360.72896,
07/03/2009,,,,,,10.590501,1432.766741,1643.264998,1212.306611,1.921323,13.101874,23.039347,10.1,1550.502,
10/02/2009,,,,,,11.078064,1875.607687,2288.796899,1435.273903,2.254939,14.805721,25.239704,11.9,1809.7625,
01/01/2010,,,,,,15.708436,1904.420559,2246.880832,1511.091655,2.628645,15.30862,23.604818,14.19,2201.4561,
04/02/2010,,,,,,14.919556,2321.828299,2601.091416,1929.795965,2.684488,13.034044,17.905219,15.49,2422.89837,
07/02/2010,,,,,,19.035052,2526.955422,2853.531083,2202.931722,2.682825,12.113945,15.825859,16.64,2647.17556,
