Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2000,782.391173,786.8,,,,,0.3,0.6,0.48,0.3,0.6,0.48,0.0,,,2.859184,17.914313,,
06/30/2000,774.941,780.703265,778.447249,,10.290999,0.666712,0.44,0.44,0.48,0.44,0.44,0.48,0.0,-0.800311,,4.112571,18.79756,,
09/30/2000,767.0,789.259988,773.302147,,9.923676,0.403465,0.31,0.31,0.31,0.31,0.31,0.31,0.0,-0.134488,,3.031291,19.826597,,
12/31/2000,760.681913,789.7,765.461,,11.007746,0.792986,0.77,0.77,0.528,0.74,0.74,0.51,0.2,-0.390614,,4.514371,21.545142,20.620971,
03/31/2001,752.852294,785.265735,757.568016,,10.282905,0.563646,0.38,0.38,0.38,0.37,0.37,0.37,0.0,1.044131,,5.585425,22.610013,,
06/30/2001,743.838689,774.903478,748.31349,,10.240361,0.658815,0.43,0.43,0.55,0.41,0.41,0.52,0.0,1.715858,,6.383104,22.5358,,
09/30/2001,725.854654,761.216,735.662,,10.627163,0.290894,0.22,0.2,0.31,0.21,0.19,0.3,0.0,1.174452,1.174452,6.123816,23.321473,,
12/31/2001,715.506525,722.0,722.0,,11.065097,0.18144,-0.41,-0.44,-0.55,-0.41,-0.44,-0.55,0.2,2.17867,,10.444349,22.448433,,
03/31/2002,707.826484,739.466,712.065,,11.19982,0.692353,0.46,0.43,0.63,0.44,0.42,0.61,0.0,0.936712,,5.685009,21.643723,,
06/30/2002,701.878412,733.93577,704.674529,,11.642254,0.754958,0.55,0.53,0.53,0.53,0.51,0.51,0.0,1.742648,,5.076378,23.001135,,
09/30/2002,700.278412,722.75489,701.541455,,11.571661,0.605809,0.47,0.44,0.44,0.45,0.42,0.42,0.0,0.75833,,5.207929,24.386015,,
12/31/2002,700.278412,720.648532,700.115476,,12.552215,0.7813,0.8,0.22,0.22,0.78,0.22,0.22,0.21,2.486733,,3.317252,24.82584,23.754838,
03/31/2003,700.367236,722.440354,700.319863,,11.940258,0.719671,0.49,0.39,0.39,0.47,0.38,0.38,,1.393649,,7.050587,25.756488,,
06/30/2003,760.143836,731.256,731.242,,12.127312,1.192492,0.79,0.78,0.84,0.79,0.78,0.84,0.0,3.042768,,7.516998,27.130392,,
09/30/2003,760.162476,760.927693,760.146381,,11.478052,1.014278,0.75,0.72,0.72,0.75,0.72,0.72,0.0,2.296926,,7.06691,27.5007,,
12/31/2003,757.186137,,,,,,,,,,,,,,,4.930096,27.931045,27.101658,
03/31/2004,755.417,760.319884,757.184655,,12.436861,1.372188,0.79,0.84,0.84,0.79,0.84,0.84,0.0,1.487088,,4.164587,29.484378,,
06/30/2004,750.056018,758.031139,754.575339,,12.551431,1.596925,1.26,1.1,1.02,1.26,1.09,1.01,0.0,3.006989,,5.944889,28.419211,,
09/30/2004,744.523174,753.351995,749.217335,,13.30989,1.493559,0.93,0.91,0.83,0.92,0.9,0.79,0.46,1.154538,,4.824564,30.858677,,
