Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,324.363,5820.113,143.211,6287.687,20.547,20.547,-13.714,10.860163,194.866179,4.794921,210.521264,3.741903,67.141745,1.652105,72.535753,
06/30/2008,330.602,6363.031,101.967,6795.6,22.157,22.157,-13.378,11.533709,221.987003,3.557322,237.078033,3.769441,72.549684,1.162602,77.481728,
09/30/2008,275.806,6335.273,78.207,6689.286,,,-9.744,10.492402,241.010817,2.975205,254.478423,3.080556,70.760466,0.873516,74.714538,
12/31/2008,,,,,,,,22.428009,255.453689,12.903695,290.785393,5.968797,67.984244,3.434078,77.38712,
03/31/2009,350.219,6542.936,551.584,7444.739,,,-9.509,15.065295,281.456067,23.72737,320.248732,3.752608,70.107763,5.91024,79.77061,
06/30/2009,493.513,6464.036,528.587,7486.136,,,-10.019,24.467566,320.476309,26.206477,371.150352,5.351458,70.093425,5.731786,81.176669,
09/30/2009,711.063,6633.074,513.917,7858.054,,,-7.127,43.11822,402.223636,31.163464,476.50532,7.499881,69.961822,5.420499,82.882201,
12/31/2009,865.913,5888.552,503.83,7258.295,,,-36.041,66.47671,452.06801,38.67936,557.22408,9.207512,62.614735,5.357375,77.179622,
03/31/2010,1290.391,5681.543,503.056,7474.99,,,1.259,111.437156,490.653601,43.443522,645.534279,13.949544,61.419318,5.438198,80.80706,
06/30/2010,1110.956,5559.412,421.606,7091.974,,,-3.221,56.315578,281.812693,21.371671,359.499942,10.90767,54.583828,4.139443,69.630941,
09/30/2010,1335.195,5395.577,399.122,7129.894,,,4.274,67.316966,272.030583,20.122665,359.470215,13.369647,54.027286,3.99651,71.393444,
12/31/2010,1243.529,5848.689,372.284,7464.502,,,2.772,74.504974,350.419189,22.305077,447.22924,13.323084,62.662453,3.988625,79.974162,
03/31/2011,1195.762,5661.331,346.201,7208.294,,,0.76,74.349114,352.005618,21.525803,448.191421,13.514532,63.984504,3.912772,81.468318,
06/30/2011,1028.03,5424.657,296.59,6749.277,,,-2.057,67.952752,358.569663,19.60459,446.127004,12.431231,65.596495,3.586451,81.614177,
09/30/2011,913.49,5252.912,294.142,6460.544,,,0.508,65.774306,378.227062,21.179198,465.180566,11.791071,67.803105,3.796702,83.390878,
12/31/2011,748.894,4899.978,176.396,5825.268,,,-1.185,62.573915,409.418164,14.738786,486.730865,10.377912,67.902187,2.444434,80.724533,
03/31/2012,385.925,5003.369,149.295,5538.589,,,-0.501,34.105812,442.16872,13.193826,489.468359,5.665275,73.44811,2.19161,81.304996,
06/30/2012,347.597,4928.918,128.233,5404.748,,,-2.798,40.081617,568.356467,14.786624,623.224707,5.50114,78.006044,2.029441,85.536625,
09/30/2012,367.273,4444.45,118.138,4929.861,,,-0.776,54.982963,665.360732,17.685965,738.02966,6.11216,73.964576,1.966054,82.04279,
12/31/2012,1010.932,3198.778,24.028,4233.738,,,-8.871,513.319793,1624.23987,12.20067,2149.760333,18.135508,57.384142,0.431048,75.950698,
03/31/2013,1027.484,3509.928,10.802,4548.214,,,-1.527,132.121356,451.332035,1.389,584.842391,15.786807,53.928387,0.165968,69.881162,
06/30/2013,1034.636,3961.223,11.873,5007.732,,,-1.0,152.004372,581.966233,1.744331,735.714936,17.119778,65.54504,0.196459,82.861276,
09/30/2013,909.869,4107.412,15.267,5032.548,,,-1.378,129.418132,584.230904,2.171551,715.820586,15.533301,70.121816,0.260639,85.915755,
12/31/2013,683.015,4181.06,16.024,4880.099,,,,91.736755,561.564353,2.152207,655.453315,12.19367,74.643258,0.286072,87.123,
03/31/2014,580.252,4178.53,13.836,4772.618,,,8.04,69.018871,497.020988,1.645742,567.685601,10.617613,76.459905,0.253175,87.330693,
06/30/2014,519.737,4029.19,13.356,4625.283,,,-1.157,55.788818,432.495183,1.433639,496.480091,9.662076,74.903925,0.248292,85.985484,
09/30/2014,235.671,4392.015,18.88,4646.566,,,,23.937947,446.112678,1.917709,471.968333,4.413829,82.257053,0.353599,87.024481,
