Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,3829.300049,75.199997,75.199997,0.0,224.5,,,47.099998,,,,,72.5,,,,,,,419.299988,2923.0,3794.300049,-871.299988,0.0,,487.0,,,,487.0,3410.0,,242.399994,242.399994,,,,56.400002,,,,,,371.79998,,,371.79998,670.599976,1233.300049,,,,,741.599976,,,,741.599976,1974.900024,2645.5,167.600006,684.900024,,,0.0,,331.299988,1183.800018,0.0,1183.800018,3829.300018,
06/30/1990,3804.5,64.5,34.200001,30.299999,188.0,,,44.099998,,,,,75.599998,,,,,,,372.200012,2928.5,3843.699951,-915.200012,0.0,,503.799988,,,,503.799988,3432.299988,,215.699997,215.699997,,,,61.5,,,,,,355.899979,,,355.899979,633.099976,1245.0,,,,,753.5,,,,753.5,1998.5,2631.599976,163.199997,687.299988,,,0.0,,322.399994,1172.899979,0.0,1172.899979,3804.499954,
09/30/1990,4059.5,163.600006,133.600006,30.0,285.5,,,58.299999,,,,,70.699997,,,,,,,578.099976,2953.600098,3904.100098,-950.5,0.0,,527.799988,,,,527.799988,3481.400085,,241.300003,241.300003,,,,61.5,,,,,,372.100021,,,372.100021,674.900024,1463.900024,,,,,780.599976,,,,780.599976,2244.5,2919.400024,160.800003,689.400024,,,0.0,,289.899994,1140.100021,0.0,1140.100021,4059.500046,
12/31/1990,4034.399902,51.400002,51.400002,0.0,310.899994,,,63.400002,,,,,86.699997,,,,,,,512.400024,2994.300049,3962.399902,-968.099853,150.0,,377.700012,,,,377.700012,3522.000061,,279.200012,279.200012,,,,74.800003,,,,,,363.199997,,,363.199997,717.200012,1367.699951,,,,,783.0,,,,783.0,2150.699951,2867.899963,150.0,691.799988,,,0.0,,324.700012,1166.5,0.0,1166.5,4034.399963,
03/31/1991,4103.600098,148.899994,148.899994,0.0,227.5,,,62.5,,,,,106.599998,,,,,,,545.5,3021.399902,4022.699951,-1001.299988,0.0,,536.700012,,,,536.700012,3558.099915,,235.199997,235.199997,,,,45.799999,,,,,,377.200016,,,377.200016,658.200012,1431.900024,,,,,818.700012,,,,818.700012,2250.600037,2908.800049,150.0,694.5,,,0.0,,350.299988,1194.799988,0.0,1194.799988,4103.600037,
06/30/1991,4073.600098,59.5,59.5,0.0,189.5,,,93.599998,,,,,96.800003,,,,,,,439.399994,3049.600098,4090.600098,-1041.0,0.0,,584.599976,,,,584.599976,3634.200073,,236.199997,236.199997,,,,48.900002,,,,,,324.999977,,,324.999977,610.099976,1449.599976,,,,,819.599976,,,,819.599976,2269.199951,2879.299927,150.0,697.400024,,,0.0,,346.899994,1194.300018,0.0,1194.300018,4073.599945,
09/30/1991,4123.200195,67.099998,67.099998,0.0,172.199997,,,113.099998,,,,,86.800003,,,,,,,439.200012,3071.5,4165.100098,-1093.599976,0.0,,612.5,,,,612.5,3684.0,,195.199997,195.199997,,,,140.399994,,,,,,342.600021,,,342.600021,678.200012,1457.699951,,,,,801.599976,,,,801.599976,2259.299927,2937.499939,150.0,700.5,,,0.0,,335.200012,1185.700012,0.0,1185.700012,4123.199951,
12/31/1991,4247.399902,48.200001,48.200001,0.0,232.699997,,,89.400002,,,,,77.800003,,,,,,,448.100006,3119.699951,4237.5,-1117.800049,150.0,,529.599976,,,,529.599976,3799.299927,,281.799988,281.799988,,,,46.200001,,,,,,359.400035,,,359.400035,687.400024,1539.800049,,,,,800.200012,,,,800.200012,2340.000061,3027.400085,150.0,704.599976,,,0.0,,365.399994,1219.99997,0.0,1219.99997,4247.400055,
03/31/1992,4306.200195,56.299999,56.299999,0.0,251.699997,,,102.0,,,,,49.0,,,,,,,459.0,3157.0,4318.600098,-1161.599976,0.0,,690.200012,,,,690.200012,3847.200012,,222.199997,222.199997,,,,54.400002,,,,,,401.100014,,,401.100014,677.700012,1456.099976,,,,,803.400024,,,,803.400024,2259.5,2937.200012,150.0,833.599976,,,0.0,,385.399994,1368.999969,0.0,1368.999969,4306.199982,
06/30/1992,4329.0,37.5,37.5,0.0,223.399994,,,101.900002,,,,,55.299999,,,,,,,418.100006,3211.0,4417.200195,-1206.199951,0.0,,699.900024,,,,699.900024,3910.900024,,232.300003,232.300003,,,,273.799988,,,,,,373.699997,,,373.699997,879.799988,1269.5,,,,,811.0,,,,811.0,2080.5,2960.299988,150.0,837.299988,,,0.0,,381.399994,1368.699982,0.0,1368.699982,4328.999969,
