Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,5.892,0.0,34.666,80.299004,0.641,121.498001,0,47.515999,,,1.418,48.933999,170.432007,,7.793,5.377,13.952,27.122,4.492,2.956,7.448,34.57,0,0,3.117,132.744995,135.861995,170.431995,
06/30/1990,,2.047,0.0,47.442001,100.920998,0.851,151.261002,0,50.646999,,,4.502,55.148999,206.410004,,9.52,35.314999,14.704,59.539001,4.212,3.271,7.483,67.022001,0,0,3.117,136.270996,139.387996,206.409997,
09/30/1990,,3.096,0.0,33.368,88.915001,1.218,126.597,0,52.009998,74.570999,-22.561001,4.504,56.513999,183.110992,,8.6,5.468,15.229,29.297001,4.199,3.342,7.541,36.838001,0,0,3.117,143.156006,146.273006,183.111007,
12/31/1990,,6.838,0.0,29.931,91.134003,0.597,128.5,0,55.201,78.774002,-23.573,5.268,60.469,188.968994,,9.693,5.777,13.194,28.664,3.459,5.68,9.139,37.802999,0,0,3.117,148.048996,151.165996,188.968996,
03/31/1991,,3.99,0.0,49.087002,93.227997,0.834,147.139008,0,56.875999,81.747002,-24.871,5.388,62.263999,209.403,,8.864,11.722,19.882999,40.469002,3.42,5.697,9.117,49.586002,0,0,3.117,156.699997,159.816997,209.402999,
06/30/1991,,3.31,0.0,45.372002,111.691002,2.073,162.445999,0,59.376999,85.616997,-26.24,5.4,64.776999,227.223007,,9.563,29.822001,15.904,55.289001,3.14,5.974,9.114,64.403002,0,0,3.117,159.703003,162.820003,227.223005,
09/30/1991,,8.027,0.0,41.748001,91.421997,1.686,142.882996,0,62.202999,89.82,-27.617001,5.472,67.674999,210.557999,,6.823,1.073,22.632999,30.528999,3.126,6.154,9.28,39.808999,0,0,3.117,167.632004,170.749004,210.558003,
12/31/1991,,14.351,0.0,23.782,94.230003,8.354,140.716995,0,68.391998,97.648003,-29.256001,5.854,74.245998,214.962997,,13.618,1.08,19.216,33.914001,2.379,11.29,13.669,47.583001,0,0,3.117,164.263,167.380001,214.963002,
03/31/1992,,8.99,0.0,41.381001,91.087997,8.804,150.263,0,70.625999,101.470001,-30.844,8.096,78.721999,228.985001,,8.414,0.891,25.612,34.917,9.149,11.598,20.747,55.664,0,0,3.117,170.203995,173.320995,228.984994,
06/30/1992,,1.265,0.0,48.763,103.148003,8.585,161.761002,0,72.323997,104.779999,-32.456001,6.225,78.548997,240.309998,,5.265,17.323,23.01,45.598,8.868,11.689,20.557,66.155,0,0,3.117,171.037994,174.154994,240.309994,
09/30/1992,,17.695999,0.0,34.148998,89.303001,8.756,149.904007,0,72.987,107.097,-34.110001,7.298,80.284999,230.188995,,4.33,0.892,26.086,31.308001,8.853,10.886,19.738999,51.047,0,0,3.117,176.024994,179.141994,230.188994,
12/31/1992,,21.129,0.0,24.424999,92.751999,8.004,146.309998,0,72.311996,107.849998,-35.537998,7.573,79.884996,226.195007,,11.096,7.896,16.243,35.235001,1.293,14.514,15.807,51.042001,0,0,3.117,172.035995,175.152996,226.194996,
03/31/1993,,8.871,0.0,37.659,89.898003,10.068,146.496002,0,72.352997,109.713997,-37.361,7.44,79.792997,226.289001,,4.667,0.887,26.551001,32.105,1.26,15.306,16.566,48.670999,0,0,3.117,174.501007,177.618007,226.289006,
06/30/1993,,0.175,0.0,40.923,111.612,8.342,161.052002,0,72.525002,111.586998,-39.062,7.224,79.749002,240.800995,,3.547,20.201,22.979,46.727001,0.99,15.592,16.582,63.309001,0,0,3.117,174.375,177.492,240.801001,
09/30/1993,,11.685,0.0,35.784,94.063004,9.827,151.358994,0,71.755997,112.424004,-40.667999,7.668,79.423997,230.783005,,6.562,0.866,25.056999,32.485001,0.988,15.901,16.889,49.374001,0,0,3.117,178.292007,181.409008,230.783008,
12/31/1993,,17.853001,0.0,19.476999,99.999001,14.526,151.854996,0,71.754997,114.397003,-42.641998,5.521,77.275997,229.130997,,9.72,0.536,29.805,40.061001,0.757,16.315001,17.072001,57.133001,0,0,3.117,168.880997,171.997997,229.130998,
03/31/1994,,16.212999,0.0,35.812,94.204002,14.043,160.272003,0,70.470001,114.431999,-43.962002,5.815,76.285001,236.557007,,6.143,7.005,33.959999,47.108002,0.754,17.186001,17.940001,65.048003,0,0,3.117,168.391998,171.508998,236.557001,
06/30/1994,,5.428,0.0,34.588001,113.714996,12.728,166.459,0,71.069,116.959,-45.889999,6.014,77.083,243.542007,,5.541,26.877001,31.815001,64.233002,0.751,17.599001,18.350001,82.583003,0,0,0.139,160.820007,160.959007,243.54201,
