Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/30/1990,,17.639,19.396,-7.834,-27.228001,1.973,,,,,,,,,,,,,,,,,
06/29/1990,,8.512,17.620001,2.255,-18.388,9.999,,,,,,,,,,,,,,,,,
09/28/1990,,15.717,20.608999,6.574,21.056999,63.957001,,,,,,,,,,,,,,,,,
12/28/1990,,-18.514999,24.448,1.165,20.128,27.226,,,,,,,,,,,,,,,27.226,,
03/29/1991,,-2.151,21.143,4.976,-12.428,11.54,,,,,,,,,,,,,,,,,
06/28/1991,,9.752,21.146999,6.831,2.319,40.049,,,,,,,,,,,,,,,,,
09/27/1991,,23.207001,23.139999,-5.179,-12.032,29.136,,,,,,,,,,,,,,,,,
01/03/1992,,-0.797,22.643,-21.297001,29.527,30.076,,,,,,,,,,,,,,,30.076,,
03/31/1992,,5.479,22.507,-4.947,-9.893,13.146,,,,,,,,,,,,,,,,,
06/30/1992,,13.91,24.466,1.235,17.188999,56.799999,,,,,,,,,,,,,,,,,
09/30/1992,,27.976,22.684,2.737,12.567,65.963997,,,,,,,,,,,,,,,,,
12/31/1992,,5.127,22.684999,3.412,-13.277,17.947001,,,,,,,,,,,,,,,,,
03/31/1993,,10.956,23.282,6.466,2.249,42.952999,,,,,,,,,,,,,,,,,
06/30/1993,,22.499001,25.306999,2.657,10.795,61.257999,,,,,,,,,,,,,,,,,
09/30/1993,,32.935001,24.539,12.002,2.894,72.370003,,,,,,,,,,,,,,,,,
12/31/1993,,19.955999,98.095001,36.053001,33.929001,254.423004,-227.637006,25.169001,-235.766006,0.0,0.0,-17.040001,-8.57999,0.0,149.453003,196.181,-358.761993,0.0,0.0,4.548,18.206008,,
03/31/1994,,20.284,25.725,14.368,0.569,60.949001,,,,,,,,,,,,,,,,,
06/30/1994,,39.875999,27.628,-16.096001,11.46,62.299,,,,,,,,,,,,,,,,,
09/30/1994,,44.182999,30.711,-1.13,24.566,17.164,,,,,,,,,,,,,,,,,
12/31/1994,,-28.132,2.58,118.149002,-5.712,86.885002,,,,,,,,,,,,,,,,,
03/31/1995,,23.101999,22.302,-53.286999,11.436,3.553,,,,,,,,,,,,,,,,,
06/30/1995,,40.980999,22.594999,21.833,-31.870001,57.091999,,,,,,,,,,,,,,,,,
09/30/1995,,51.310001,23.23,51.300999,17.283001,143.123993,,,,,,,,,,,,,,,,,
12/31/1995,,-36.547001,27.261,15.463,-33.424999,-30.801001,,,,,,,,,,,,,,,-30.801001,,
03/31/1996,,31.41,23.434,10.848,12.339,78.030998,,,-72.856003,,,,,,,,,,,,,,
06/30/1996,,29.976999,25.135,11.708,-16.754999,50.064999,,,-70.528999,,,,,,,,,,,,,,
09/30/1996,,42.349998,28.051001,8.706,2.244,81.350998,,,,,,,,,,,,,,,,,
12/31/1996,,-4.84,25.718,53.250999,2.158,76.287003,,,,,,,,,,,,,,,76.287003,,
03/31/1997,,17.111,28.01,10.883,15.281,71.285004,-97.273003,2.846,-65.806,0.0,0.0,-34.313,23.528999,0.0,0.0,48.997002,-0.902,0.0,-22.790001,-1.776,-2.459,,
06/30/1997,,17.239,30.355,12.936,-10.043,50.487,-93.318001,0.077,-78.841003,0.0,0.0,-14.554,46.563,0.0,0.0,275.470001,-200.578995,0.0,-16.507999,-11.82,3.732,,
09/30/1997,,52.889,31.294001,-15.89,28.978001,97.271004,-5.826,,-54.007,0.0,0.0,48.181,-98.529999,0.0,0.0,,-94.820999,0.0,-1.649,-2.06,-7.085,,
12/31/1997,,12.149,32.737,21.676001,-30.503,36.058998,-24.535999,23.646999,-30.875,0.0,0.0,-17.308001,5.138,0.0,0.0,94.186996,-84.967003,0.0,-0.075,-4.007,16.660999,,
03/31/1998,,23.236,33.271999,4.563,-8.628,52.443001,-65.292999,0.05,-29.202,0.0,0.0,-36.140999,11.995,0.0,0.0,14.499,-0.933,0.0,0.0,-1.571,-0.855,,
06/30/1998,,20.406,38.553001,22.791,-21.322001,60.428001,-490.778992,0.046,-34.835999,0.0,0.0,-455.989014,466.644012,0.0,0.0,1054.302979,-561.078003,0.0,0.0,-26.580999,36.292999,,
09/30/1998,,44.202,42.77,46.158001,-0.656,132.473999,-157.735001,0.133,-37.488998,0.0,0.0,-120.378998,2.125,0.0,0.0,4.498,-0.818,0.0,0.0,-1.555,-23.136,,
12/31/1998,,14.18,44.588001,10.896,-14.638,55.026001,-49.428001,12.499,-38.855999,0.0,0.0,-23.070999,24.655001,0.0,0.0,26.41,-0.693,0.0,0.0,-1.062,30.253,,
03/31/1999,,34.097,53.842999,42.816002,12.955,143.710999,-79.901001,2.614,-85.496002,0.0,0.0,2.981,-56.036999,0.0,0.0,494.019989,-542.705994,0.0,-3.18,-4.171,7.773,,
06/30/1999,,40.548,56.6,34.043,-20.782,110.409,-102.47,8.175,-86.91,0.0,0.0,-23.735,1.619,0.0,0.0,960.651,-956.064,0.0,0.0,-2.968,9.558,,
09/30/1999,,74.634003,61.585999,11.932,-5.645,142.507004,-41.175999,0.798,-84.040001,0.0,0.0,42.066002,-87.667,0.0,0.0,0.0,-71.856003,0.0,-13.19,-2.621,13.664,,
12/31/1999,,59.191002,46.27,44.678001,-56.688999,93.449997,39.182999,14.772,-84.022003,0.0,0.0,108.432999,-89.042,0.0,21.0,144.792999,-135.867004,24.329,-131.582001,-11.715,43.591,,
03/31/2000,,30.747999,56.811001,43.909,-10.316,121.152,-196.705994,0.0,-76.734001,0.0,0.0,-119.971001,64.799004,0.0,65.0,61.0,-0.717,19.712999,-77.723999,-2.473,-10.755,,
06/30/2000,,46.498,73.637,-40.439,35.585,115.281,-69.324,0.0,-115.027,0.0,0.0,45.703,-42.159,0.0,83.522,185.514,-213.784,27.061,-120.745,-3.727,3.798,,
09/30/2000,,71.98,74.375,18.857,48.861,214.073,-223.13,0.0,-75.954,0.0,0.0,-147.176,23.814,0.0,25.018,34.743,-0.703,15.091,-45.856,-4.479,14.757,,
12/31/2000,,-161.285995,77.287003,270.656006,-109.307999,77.348999,-230.423004,0.716,-153.666,0.0,0.0,-77.473,210.893997,0.0,20.01,224.309006,0.0,2.998,-33.282001,-3.141,57.82,,
03/31/2001,,44.080002,83.866997,-6.753,50.618999,171.813004,-137.625,0.0,-161.839005,0.0,0.0,24.214001,-76.100998,0.0,-38.0,1077.593994,-1136.015015,21.228001,0.0,-0.908,-41.912998,,
