Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1997,1836.0,,,,,,,-1770.0,,,,,66.0,-1.0,,1.0,,0.0,,,65.0,-23.0,42.0,0.0,,,42.0,0.0,42.0,0.0,,42.0,42.0,,163.158005,0.26,0.26,0.26,165.768997,0.25,0.25,0.25,
09/30/1997,1968.0,,,,,,,-1896.0,,,,,72.0,-3.0,,3.0,,0.0,,,69.0,-25.0,44.0,0.0,,,44.0,0.0,44.0,0.0,,44.0,44.0,,163.705002,0.27,0.27,0.27,163.705002,0.27,0.27,0.27,
12/31/1997,2400.0,,,,,,0.0,-2311.0,,,,,89.0,-13.0,,13.0,,0.0,,,76.0,-28.0,48.0,0.0,,,48.0,0.0,48.0,0.0,,48.0,48.0,,163.960999,0.29,0.29,0.29,166.300003,0.29,0.29,0.29,
03/31/1998,2402.0,,,,,,,-2311.0,,,,,91.0,-12.0,,12.0,,0.0,,,79.0,-29.0,50.0,0.0,,,50.0,0.0,50.0,0.0,,50.0,50.0,,164.858002,0.3,0.3,0.3,167.188995,0.3,0.3,0.3,
06/30/1998,2446.0,,,,,,,-2354.0,,,,,92.0,-10.0,,10.0,,0.0,,,82.0,-30.0,52.0,0.0,,,52.0,0.0,52.0,0.0,,52.0,52.0,,166.600006,0.31,0.31,0.31,169.117996,0.31,0.31,0.31,
09/30/1998,2464.0,,,,,,,-2464.0,,,,,0.0,-47.0,,13.0,,0.0,,34.0,-47.0,17.0,-30.0,0.0,,,-30.0,0.0,-30.0,0.0,,-30.0,-30.0,,167.022995,-0.18,-0.18,-0.18,167.022995,-0.18,-0.18,0.32,
12/31/1998,2469.0,,,-2010.0,,459.0,0.0,-2368.0,327.0,,,2041.0,101.0,-12.0,,12.0,,0.0,,0.0,89.0,-32.0,57.0,0.0,,,57.0,0.0,57.0,0.0,,57.0,57.0,,167.406006,0.34,0.34,0.34,168.598999,0.34,0.34,0.34,
03/31/1999,2477.0,,,,,,,-2492.0,,,,,-15.0,-10.0,,10.0,,0.0,,,-25.0,9.0,-16.0,0.0,,,-16.0,0.0,-16.0,0.0,,-16.0,-16.0,,167.559006,-0.1,-0.1,0.2,167.559006,-0.1,-0.1,0.2,
06/30/1999,2505.0,,,,,,,-2453.0,,,,,52.0,-8.0,,8.0,,0.0,,,44.0,-16.0,28.0,0.0,,,28.0,0.0,28.0,0.0,,28.0,28.0,,167.576004,0.17,0.17,0.17,168.153,0.17,0.17,0.17,
09/30/1999,2557.0,,,,,,,-2516.0,,,,,41.0,-7.0,,7.0,,0.0,,,34.0,-12.0,22.0,0.0,,,22.0,0.0,22.0,0.0,,22.0,22.0,,167.570999,0.13,0.13,0.13,168.029999,0.13,0.13,0.13,
12/31/1999,2574.0,,,,,,,-2563.0,,,,,11.0,-468.0,,8.0,,0.0,,460.0,-457.0,41.0,-416.0,0.0,,,-416.0,0.0,-416.0,0.0,,-416.0,-416.0,,167.516998,-2.48,-2.48,0.15,167.516998,-2.48,-2.48,0.15,
03/31/2000,2642.0,,,,,,,-2607.0,,,,,35.0,-8.0,,8.0,,0.0,,,27.0,-6.0,21.0,0.0,,,21.0,0.0,21.0,0.0,0.0,21.0,21.0,,167.751999,0.13,0.13,0.13,167.852005,0.13,0.13,0.13,
06/30/2000,2696.0,,,,,,,-2665.0,,,,,31.0,-7.0,,7.0,,0.0,,,24.0,-5.0,19.0,0.0,,,19.0,0.0,19.0,0.0,,19.0,19.0,,167.740005,0.11,0.11,0.11,167.740005,0.11,0.11,0.11,
09/30/2000,2635.0,,,,,,,-2599.0,,,,,36.0,-7.0,,7.0,,0.0,,,29.0,-6.0,23.0,0.0,,,23.0,0.0,23.0,0.0,0.0,23.0,23.0,,165.380005,0.14,0.14,0.14,165.690002,0.14,0.14,0.14,
12/31/2000,2577.691,,,,,,,-2537.308,,,,,40.393,-6.781,,6.781,,0.0,,,33.612,-7.056,26.546,0.0,,,26.556,0.0,26.546,0.0,0.0,26.546,26.546,,164.026,0.16,0.16,0.16,166.445,0.16,0.16,0.16,
03/31/2001,2463.998,,,,,,,-2414.678,,,,,49.32,-7.678,,7.678,,0.0,,,41.642,-14.991,26.651,0.0,,,26.651,0.0,26.651,0.0,0.0,26.651,26.651,,164.054993,0.16,0.16,0.16,167.373001,0.16,0.16,0.16,
06/30/2001,2497.298,,,,,,,-2451.262,,,,,46.036,-6.845,,6.845,,0.0,,,39.191,-14.109,25.082,0.0,,,25.082,0.0,25.082,0.0,0.0,25.082,25.082,,164.098999,0.15,0.15,0.15,166.475006,0.15,0.15,0.15,
09/30/2001,2610.874,,,,,,,-2557.538,,,,,53.336,-5.945,,5.945,,0.0,,,47.391,-17.061,30.33,0.0,,,30.33,0.0,30.33,0.0,0.0,30.33,30.33,,164.110001,0.18,0.18,0.18,166.742996,0.18,0.18,0.18,
12/31/2001,2622.716,,,,,,,-2563.026,,,,,59.69,-4.834,,4.834,,0.0,,,54.856,-19.748,35.108,0.0,,,35.108,0.0,35.108,0.0,0.0,35.108,35.108,,164.020004,0.21,0.21,0.21,167.395996,0.21,0.21,0.21,
03/31/2002,2732.582,,,,,,,-2659.399,,,,,73.183,-4.404,,4.404,,0.0,,,68.779,-22.009,46.77,0.0,,,46.77,0.0,46.77,0.0,0.0,46.77,46.77,,164.255005,0.28,0.28,0.28,167.703995,0.28,0.28,0.28,
06/30/2002,2831.94,,,,,,,-2760.858,,,,,71.082,-4.377,,4.377,,0.0,,,66.705,-21.346,45.359,0.0,,,45.359,0.0,45.359,0.0,0.0,45.359,45.359,,164.852997,0.28,0.28,0.28,168.860001,0.27,0.27,0.27,
09/30/2002,2841.627,,,,,,,-2760.563,,,,,81.064,-4.107,,4.107,,0.0,,,76.957,-24.626,52.331,0.0,,,52.331,0.0,52.331,0.0,0.0,52.331,52.331,,163.932999,0.32,0.32,0.32,167.533997,0.31,0.31,0.31,
12/31/2002,2855.032,,,,,,,-2853.175,,,,,1.857,-4.364,,4.364,,0.0,,0.0,-2.507,0.802,-1.705,0.0,,,-1.705,0.0,-1.705,0.0,0.0,-1.705,-1.705,,160.942993,-0.01,-0.01,0.35,164.804001,-0.01,-0.01,0.34,
03/31/2003,2931.716,,,,,,,-2880.379,,,,,51.337,-3.935,,3.935,,0.0,,,47.402,-16.172,31.23,0.0,,,31.23,0.0,31.23,0.0,0.0,31.23,31.23,,157.738998,0.2,0.2,0.32,161.406006,0.19,0.19,0.31,
06/30/2003,3029.958,,,,,,,-2921.967,,,,,107.991,-3.801,,3.801,,0.0,,,104.19,-34.914,69.276,0.0,,,69.276,0.0,69.276,0.0,0.0,69.276,69.276,,157.395004,0.44,0.44,0.38,161.149002,0.43,0.43,0.37,
09/30/2003,3111.765,,,,,,,-3013.616,,,,,98.149,-4.737,,4.737,,0.0,,,93.412,-31.293,62.119,0.0,,,62.119,0.0,62.119,0.0,0.0,62.119,62.119,,159.453995,0.39,0.39,0.39,162.548996,0.38,0.38,0.38,
12/31/2003,3152.872,,,-2534.887,,617.985,,-513.379,,,,,104.606,-4.894,4.894,4.894,,0.0,,0.0,99.712,-33.403,66.309,0.0,,,66.309,0.0,66.309,0.0,0.0,66.309,66.309,,161.225,0.41,0.41,0.41,163.724,0.41,0.41,0.41,
03/31/2004,3286.949,,,-2683.516,,603.433,,-495.941,,,,,107.492,-4.719,,4.719,,0.0,,,102.773,-34.943,67.83,0.0,,,67.83,0.0,67.83,0.0,0.0,67.83,67.83,,161.966003,0.42,0.42,0.42,164.356995,0.41,0.41,0.41,
06/30/2004,3431.478,,,-2789.74,,641.738,,-514.06,,,,,127.678,-5.325,,5.325,,0.0,,,122.353,-41.6,80.753,0.0,,,80.753,0.0,80.753,0.0,0.0,80.753,80.753,,160.832001,0.5,0.5,0.46,162.352997,0.5,0.5,0.46,
09/30/2004,3176.273,,,-2550.911,,625.362,,-491.409,,,,,133.953,-6.48,,6.48,,0.0,,,127.473,-43.17,84.303,0.0,,,84.303,0.0,84.303,0.0,0.0,84.303,84.303,,159.307999,0.53,0.53,0.53,160.996994,0.52,0.52,0.52,
12/31/2004,3209.625,,,-2645.48,,564.145,,-494.246,,,,,69.899,-6.648,,6.648,,0.0,,,63.251,-16.125,47.126,0.0,,,47.126,0.0,47.126,0.0,0.0,47.126,47.126,,159.598,0.3,0.3,0.27,162.138,0.29,0.29,0.26,
03/31/2005,3387.225,,,-2753.733,,633.492,,-508.289,479.04,,,29.249,125.203,-8.523,8.523,8.523,,0.0,,0.0,116.68,-9.945,106.735,0.0,,,106.735,0.0,106.735,0.0,0.0,106.735,106.735,,160.911,0.66,0.66,0.52,164.496,0.65,0.65,0.51,
06/30/2005,3546.361,,,-2888.509,,657.852,,-522.682,490.919,,,31.763,135.17,-10.322,10.322,10.322,,0.0,,0.0,124.848,-43.436,81.412,0.0,,,81.412,0.0,81.412,0.0,0.0,81.412,81.412,,161.492,0.5,0.5,0.5,165.149,0.49,0.49,0.49,
09/30/2005,3821.461,,,-3094.397,,727.064,,-578.345,616.126,,,-37.781,148.719,-82.041,10.141,10.141,,0.0,,71.9,66.678,-19.871,46.807,0.0,,,46.807,0.0,46.807,0.0,0.0,46.807,46.807,,162.048,0.29,0.29,0.57,166.076,0.28,0.28,0.55,
12/31/2005,3663.08,,,-2914.831,,748.249,,-715.146,,,,,62.147,61.571,10.329,10.329,,0.0,,-71.9,123.718,-32.898,61.776,0.0,,,90.82,0.0,61.776,0.0,0.0,61.776,61.776,,162.405,0.38,0.38,0.46,166.521,0.37,0.37,0.44,
03/31/2006,4704.365,,,-3783.926,,920.439,,-775.792,740.886,,,34.906,144.647,-13.439,13.439,13.439,,0.0,,0.0,131.208,-47.493,83.715,0.0,,,83.715,0.0,83.715,0.0,0.0,83.715,83.715,,163.116,0.51,0.51,0.4,167.325,0.5,0.5,0.39,
06/30/2006,5407.169,,,-4479.501,,927.668,,-770.459,733.863,,,36.596,157.209,-16.887,16.887,16.887,,0.0,,0.0,140.322,-50.833,89.489,0.0,,,89.489,0.0,89.489,0.0,0.0,89.489,89.489,,163.706,0.55,0.55,0.55,167.536,0.53,0.53,0.53,
09/30/2006,5649.784,,,-4616.002,,1033.782,,-767.399,729.722,,,37.677,266.383,-17.009,17.009,17.009,,0.0,,0.0,249.374,-90.176,159.198,0.0,,,159.198,0.0,159.198,0.0,0.0,159.198,159.198,,164.387,0.97,0.97,0.97,168.376,0.95,0.95,0.95,
12/31/2006,5655.219,,,-4541.775,,1113.444,0.0,-856.457,817.038,,,39.419,256.987,-15.806,,15.806,,,,,241.181,-86.16,155.021,,,,155.021,0.0,155.021,0.0,0.0,155.021,155.021,,165.338,0.94,0.94,0.94,168.748,0.92,0.92,0.92,
03/31/2007,6204.813,,,-5214.0,,990.813,,-860.674,820.61,,,40.064,130.139,-17.918,17.918,17.918,,0.0,,0.0,112.221,-40.98,71.241,0.0,,,71.241,0.0,71.241,0.0,0.0,71.241,71.241,,165.813,0.43,0.43,0.43,168.956,0.42,0.42,0.42,
06/30/2007,6426.797,,,-5190.418,,1236.379,,-880.723,826.459,,,54.264,355.656,-16.066,16.066,16.066,,0.0,,0.0,339.59,-122.744,216.846,0.0,,,216.846,0.0,216.846,0.0,0.0,216.846,216.846,,166.614,1.3,1.3,1.3,169.596,1.28,1.28,1.28,
09/30/2007,6319.584,,,-4953.862,,1365.722,,-871.273,829.023,,,42.25,494.449,-15.947,15.947,15.947,,0.0,,0.0,478.502,-176.124,302.378,0.0,,,302.378,0.0,302.378,0.0,0.0,302.378,302.378,,167.188,1.81,1.81,1.56,170.051,1.78,1.78,1.53,
12/31/2007,6338.795,,,-4912.251,,1426.544,,-1048.61,1000.376,,,48.234,377.934,-18.947,,18.947,,0.0,,0.0,358.987,-115.768,243.219,0.0,,,243.219,0.0,243.219,0.0,0.0,243.219,243.219,,167.871,1.45,1.45,1.45,170.677,1.43,1.43,1.43,
03/31/2008,6959.704,,,-5818.034,,1141.67,,-1001.403,950.445,,,50.958,140.267,-16.339,16.339,16.339,,0.0,,0.0,123.928,-43.758,80.17,0.0,,,80.17,0.0,80.17,0.0,0.0,80.17,80.17,,168.19,0.48,0.48,0.48,170.602,0.47,0.47,0.47,
06/30/2008,7350.862,,,-6038.482,,1312.38,,-969.499,916.041,,,53.458,342.881,-17.867,17.867,17.867,,0.0,,0.0,325.014,-115.118,209.896,0.0,,,209.896,0.0,209.896,0.0,0.0,209.896,209.896,,167.146,1.26,1.26,1.26,168.997,1.24,1.24,1.24,
09/30/2008,7148.17,,,-5810.613,,1337.557,,-1035.349,979.223,,,56.126,302.208,-19.348,19.348,19.348,,0.0,,0.0,282.86,-99.852,183.008,0.0,,,183.008,0.0,183.008,0.0,0.0,183.008,183.008,,166.647,1.1,1.1,1.51,168.578,1.09,1.09,1.5,
12/31/2008,7487.636,,,-6041.104,,1446.532,,-1158.751,1098.943,,,59.808,287.781,-26.735,26.735,26.735,,0.0,,0.0,261.046,-86.966,174.08,0.0,,,174.08,0.0,174.08,0.0,0.0,174.08,174.08,,166.704,1.04,1.04,1.08,168.569,1.03,1.03,1.07,
03/31/2009,7711.661,115.882,7595.779,-6269.31,6269.31,1442.351,0.0,-1121.817,1063.803,,58.014,0.0,320.534,-26.772,26.772,26.772,0.0,,,0.0,293.762,-88.045,205.717,0.0,0.0,0.0,205.717,0.0,205.717,0.0,0.0,205.717,205.03905,-0.67795,167.043,1.23,1.23,1.227463,168.658,1.22,1.22,1.21598,
06/30/2009,7898.889,118.694,7780.195,-6367.545,6367.545,1531.344,0.0,-1064.82,1004.342,,60.478,0.0,466.524,-26.574,26.574,26.574,0.0,,,0.0,439.95,-158.17,281.78,0.0,0.0,0.0,281.78,0.0,281.78,0.0,0.0,281.78,276.25045,-5.52955,167.301,1.68,1.68,1.651218,168.669,1.67,1.67,1.637217,
09/30/2009,7716.819,133.732,7583.087,-6111.351,6111.351,1605.468,0.0,-1109.861,1047.773,,62.088,0.0,495.607,-26.259,26.259,26.259,0.0,,,0.0,469.348,-167.829,301.519,0.0,0.0,0.0,301.519,0.0,301.519,0.0,0.0,301.519,298.7994,-2.7196,167.404,1.8,1.8,1.7849,169.246,1.78,1.78,1.763931,
12/31/2009,7633.045,127.827,7505.218,-6026.796,6026.796,1606.249,0.0,-1181.311,1111.617,,69.694,0.0,424.938,-26.238,26.238,26.238,0.0,0.0,,0.0,398.7,-148.041,250.659,0.0,0.0,0.0,250.659,0.0,250.659,0.0,0.0,250.659,246.92215,-3.73685,167.706,1.49,1.49,1.472351,169.711,1.48,1.48,1.457981,
03/31/2010,8380.338,133.02,8247.318,-6817.382,6817.382,1562.956,0.0,-1119.716,,0.0,58.859,1060.857,443.24,-26.314,26.314,26.314,0.0,,,0.0,416.926,-158.158,258.768,0.0,0.0,0.0,258.768,0.0,258.768,0.0,0.0,258.768,266.06035,7.29235,168.2,1.54,1.54,1.581809,170.08,1.52,1.52,1.562876,
06/30/2010,8589.243,132.702,8456.541,-6869.096,6869.096,1720.147,0.0,-1158.071,,,64.381,1093.69,562.076,-26.222,26.222,26.222,0.0,,,0.0,535.854,-195.778,340.076,0.0,0.0,0.0,340.076,0.0,340.076,0.0,0.0,340.076,340.5427,0.4667,168.472,2.02,2.02,2.021361,170.229,2.0,2.0,2.002742,
09/30/2010,8350.812,128.917,8221.895,-6641.264,6641.264,1709.548,0.0,-1061.115,,,58.717,1002.398,648.433,-26.143,26.143,26.143,0.0,,,0.0,622.29,-229.069,393.221,0.0,0.0,0.0,393.221,0.0,393.221,0.0,0.0,393.221,390.4195,-2.8015,167.574,2.35,2.35,2.329833,169.582,2.32,2.32,2.30348,
12/31/2010,8350.245,133.803,8216.442,-6783.284,6783.284,1566.961,0.0,-1366.088,1299.781,,57.116,9.191,200.873,-26.381,26.381,26.381,0.0,,,0.0,174.492,-67.167,107.325,0.0,0.0,0.0,107.325,0.0,107.325,0.0,0.0,107.325,121.326,14.001,166.883,0.64,0.64,0.727012,169.303,0.63,0.63,0.712698,
03/31/2011,9191.0,335.0,8856.0,-7345.0,7345.0,1846.0,0.0,-1322.0,,,66.0,1256.0,524.0,-27.0,27.0,27.0,0.0,,,0.0,497.0,-182.0,315.0,0.0,0.0,0.0,315.0,0.0,315.0,0.0,0.0,315.0,312.4,-2.6,167.271,1.88,1.88,1.867628,169.534,1.86,1.86,1.844664,
06/30/2011,9284.0,344.0,8940.0,-7269.0,7269.0,2015.0,0.0,-1261.0,,,68.0,1193.0,754.0,-28.0,28.0,28.0,0.0,,,0.0,726.0,-266.0,460.0,0.0,0.0,0.0,460.0,0.0,460.0,0.0,0.0,460.0,459.35,-0.65,167.021,2.76,2.76,2.750253,169.56,2.71,2.71,2.706167,
09/30/2011,9301.0,356.0,8945.0,-7147.0,7147.0,2154.0,0.0,-1428.0,,,67.0,1361.0,726.0,-27.0,27.0,27.0,0.0,,,0.0,699.0,-254.0,445.0,0.0,0.0,0.0,445.0,0.0,445.0,0.0,0.0,445.0,443.7,-1.3,164.121,2.71,2.71,2.703493,166.58,2.67,2.67,2.662196,
12/31/2011,9056.0,325.0,8731.0,-7062.0,7062.0,1994.0,0.0,-1654.0,,,69.0,1585.0,340.0,-27.0,27.0,27.0,0.0,,,0.0,313.0,-114.0,199.0,0.0,0.0,0.0,199.0,0.0,199.0,0.0,0.0,199.0,196.56575,-2.43425,163.238,1.22,1.22,1.204167,165.632,1.2,1.2,1.185303,
03/31/2012,10219.0,350.0,9869.0,-8350.0,8350.0,1869.0,0.0,-1453.0,,,70.0,1383.0,416.0,-26.0,26.0,26.0,0.0,,,0.0,390.0,-142.0,248.0,0.0,0.0,0.0,248.0,0.0,248.0,0.0,0.0,248.0,245.4,-2.6,163.717,1.51,1.51,1.498928,166.088,1.49,1.49,1.474346,
06/30/2012,9699.0,434.0,9265.0,-7652.0,7652.0,2047.0,0.0,-1457.0,,,73.0,1384.0,590.0,-26.0,26.0,26.0,0.0,,,0.0,564.0,-208.0,356.0,0.0,0.0,0.0,356.0,0.0,356.0,0.0,0.0,356.0,379.4,23.4,162.816,2.19,2.19,2.330238,164.639,2.16,2.16,2.302129,
09/30/2012,9651.0,467.0,9184.0,-7467.0,7467.0,2184.0,0.0,-1483.0,,,75.0,1408.0,701.0,-26.0,26.0,26.0,0.0,,,0.0,675.0,-249.0,426.0,0.0,0.0,0.0,426.0,0.0,426.0,0.0,0.0,426.0,422.1,-3.9,160.639,2.65,2.65,2.627631,162.418,2.62,2.62,2.595988,
12/31/2012,9557.0,475.0,9082.0,-7516.0,7516.0,2041.0,0.0,-1732.0,,,77.0,1655.0,309.0,-27.0,27.0,27.0,0.0,,,0.0,282.0,-90.0,192.0,0.0,0.0,0.0,192.0,0.0,192.0,0.0,0.0,192.0,201.1,9.1,158.764,1.21,1.21,1.26666,160.682,1.19,1.19,1.246634,
03/31/2013,10486.0,525.0,9961.0,-8195.0,8195.0,2291.0,0.0,-1526.0,,,80.0,1446.0,765.0,-35.0,35.0,35.0,0.0,,,0.0,730.0,-257.0,473.0,0.0,0.0,0.0,473.0,0.0,473.0,0.0,0.0,473.0,512.65,39.65,158.917,2.97,2.97,3.225898,160.403,2.95,2.95,3.19719,
06/30/2013,10321.0,528.0,9793.0,-8091.0,8091.0,2230.0,0.0,-1541.0,,,80.0,1461.0,689.0,-35.0,35.0,35.0,0.0,,,0.0,654.0,-234.0,420.0,0.0,0.0,0.0,420.0,0.0,420.0,0.0,0.0,420.0,436.25,16.25,157.975,2.66,2.66,2.761513,159.521,2.63,2.63,2.731867,
09/30/2013,10319.0,528.0,9791.0,-8075.0,8075.0,2244.0,0.0,-1623.0,,,83.0,1540.0,621.0,-35.0,35.0,35.0,0.0,,,0.0,586.0,-218.0,368.0,0.0,0.0,0.0,368.0,0.0,368.0,0.0,0.0,368.0,365.4,-2.6,157.187,2.34,2.34,2.32462,158.907,2.31,2.31,2.293638,
12/31/2013,10187.0,528.0,9659.0,-8203.0,8203.0,1984.0,0.0,-1998.0,,,90.0,1908.0,-14.0,-35.0,35.0,35.0,0.0,,,0.0,-49.0,19.0,-30.0,0.0,0.0,0.0,-30.0,0.0,-30.0,0.0,0.0,-30.0,124.37367,154.37367,155.933,-0.19,-0.19,0.79761,155.933,-0.19,-0.19,0.79761,
