Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2004,,0.0,0.0,416.856985,433.122986,-16.266001,0.0,0.0,0.0,0.0,0.0,416.856995,4.253,8.046,0.0,84.811996,0.0,513.968018,,5.539,22.807001,3.517,19.290001,318.19899,,,0.0,346.545013,0.0,3.49,163.932999,0.0,167.422999,513.968018,
06/30/2004,,0.0,0.0,582.736992,602.804993,-20.068001,0.0,0.0,0.0,0.0,0.0,582.737,4.268,10.01,0.0,134.222,0.0,731.237,,6.894,28.893999,4.337,24.556999,473.896011,,,0.0,509.68399,0.0,3.25,218.302994,0.0,221.552994,731.237,
09/30/2004,,0.0,0.0,650.20698,675.203979,-24.997,0.0,0.0,0.0,0.0,0.0,650.20697,2.629,13.819,0.0,145.322006,10.212,822.189026,,9.721,32.626999,3.692,28.934999,551.350998,,,0.0,593.698975,0.0,3.127,225.363007,0.0,228.490007,822.189026,
12/31/2004,,0.0,0.0,787.412029,818.392029,-30.98,0.0,0.0,0.0,0.0,0.0,787.411987,4.557,15.287,0.0,191.824005,14.207,1013.286987,,12.789,14.552,6.276,8.276,519.497986,,,37.389999,584.229004,0.0,255.858994,182.625,-9.426,429.057994,1013.286987,
03/31/2005,,0.0,0.0,852.112,889.803,-37.691,0.0,0.0,0.0,0.0,0.0,852.112,2.875,17.986,0.0,212.981,13.773,1099.727,,13.513,5.311,0.0,5.311,515.701,36.0,479.701,44.868,579.393,103.5,250.741,178.106,-12.013,520.334,1099.727,
06/30/2005,,0.0,0.0,1054.601,1099.699,-45.098,0.0,0.0,0.0,0.0,0.0,1054.601,3.982,22.186,0.0,262.526,24.961,1368.256,,24.416,8.001,8.001,0.0,765.687,,,58.513,856.617,99.297,245.562,182.354,-15.574,511.639,1368.256,
09/30/2005,,0.0,0.0,1119.076,1173.332,-54.256,0.0,0.0,0.0,0.0,0.0,1119.076,7.07,26.837,0.0,272.214,29.025,1454.222,,36.9,10.574,10.574,0.0,686.909,,,58.155,792.538,159.814,268.988,252.689,-19.807,661.684,1454.222,
12/31/2005,,0.0,0.0,1194.106,1258.51,-64.404,0.0,0.0,0.0,0.0,0.0,1194.106,10.93,32.681,0.0,269.33,22.123,1529.17,,36.869,27.115,11.476,15.639,749.067,,,67.177,880.228,159.799,262.445,252.836,-26.138,648.942,1529.17,
03/31/2006,,,,1215.026,1289.226,-74.2,,,,,,1215.026,25.179,56.805,,258.986,18.045,1574.041,,43.222,13.191,,13.191,813.655,204.408,609.247,64.971,935.039,166.75,224.26,279.11,-31.118,639.002,1574.041,
06/30/2006,,0.0,0.0,1319.211,1399.752,-80.541,0.0,0.0,0.0,0.0,0.0,1319.211,13.408,48.042,0.0,310.538,22.658,1713.857,,43.326,14.329,14.329,,820.501,211.554,608.947,112.266,990.422,166.75,240.999,353.0,-37.314,723.435,1713.857,
09/30/2006,,0.0,0.0,1532.567,1626.979,-94.412,0.0,0.0,0.0,0.0,0.0,1532.567,27.65,51.971,0.0,335.097,24.477,1971.762,,54.209,34.752,,34.752,1074.757,406.267,668.49,83.633,1247.351,166.75,241.152,353.377,-36.868,724.411,1971.762,
