Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,3808.0,581.0,2678.0,0.0,2678.0,-2097.0,3227.0,0.0,,,,2774.0,453.0,-453.0,3355.0,-3032.0,0.0,3032.0,323.0,-630.0,630.0,-307.0,-156.0,-463.0,157.0,,,-620.0,0.0,-620.0,-13.0,,-633.0,-633.0,,1257.968994,-0.5,-0.376667,-0.376667,1257.968994,-0.5,-0.376667,-0.376667,
06/30/1990,4012.0,579.0,2630.0,0.0,2630.0,-2051.0,3433.0,0.0,,,,2935.0,498.0,-465.0,3547.0,-3101.0,0.0,3101.0,446.0,0.0,0.0,446.0,-126.0,320.0,0.0,,,320.0,0.0,320.0,-13.0,,307.0,307.0,,1272.957001,0.243333,0.243333,0.243333,1272.957001,0.243333,0.243333,0.243333,
09/30/1990,3955.0,625.0,2733.0,0.0,2733.0,-2108.0,3330.0,0.0,,,,2865.0,465.0,-426.0,3529.0,-3079.0,0.0,3079.0,450.0,0.0,0.0,450.0,-106.0,344.0,0.0,,,344.0,0.0,344.0,-13.0,,331.0,331.0,,1355.199005,0.246667,0.246667,0.246667,1355.199005,0.246667,0.246667,0.246667,
12/31/1990,4065.0,659.0,2895.0,0.0,2895.0,-2236.0,3406.0,0.0,,,,2901.0,505.0,-569.0,3496.0,-3310.0,0.0,3310.0,186.0,-50.0,50.0,136.0,1.0,137.0,0.0,,,137.0,0.0,137.0,,,137.0,137.0,,1394.429993,0.093333,0.093333,0.093333,1394.429993,0.093333,0.093333,0.093333,
03/31/1991,4198.0,752.0,2846.0,0.0,2846.0,-2094.0,3446.0,0.0,,,,2831.0,615.0,-608.0,3590.0,-3257.0,0.0,3257.0,333.0,0.0,0.0,333.0,-69.0,264.0,0.0,,,264.0,0.0,264.0,-18.0,,246.0,246.0,,1399.971039,0.183333,0.183333,0.183333,1399.971039,0.183333,0.183333,0.183333,
06/30/1991,4287.0,795.0,2871.0,0.0,2871.0,-2076.0,3492.0,0.0,,,,2979.0,513.0,-527.0,3760.0,-3450.0,0.0,3450.0,310.0,0.0,0.0,310.0,-54.0,256.0,0.0,,,256.0,0.0,256.0,-5.0,,251.0,251.0,,1411.980011,0.176667,0.176667,0.176667,1411.980011,0.176667,0.176667,0.176667,
09/30/1991,4374.0,851.0,2960.0,0.0,2960.0,-2109.0,3523.0,0.0,,,,2920.0,603.0,-801.0,3573.0,-3447.0,0.0,3447.0,126.0,-177.0,177.0,-51.0,82.0,31.0,0.0,,,31.0,0.0,31.0,-9.0,,22.0,22.0,,1431.069031,0.016667,0.016667,0.016667,1431.069031,0.016667,0.016667,0.016667,
12/31/1991,4652.0,840.0,2813.0,0.0,2813.0,-1973.0,3812.0,0.0,,,,3276.0,536.0,-670.0,3982.0,-3815.0,0.0,3815.0,167.0,0.0,0.0,167.0,71.0,238.0,0.0,,,238.0,0.0,238.0,-8.0,,230.0,230.0,,1415.160004,0.156665,0.156667,0.156667,1415.160004,0.156667,0.156667,0.156667,
03/31/1992,,,,,,,,,,,,,,,,,,,242.0,0.0,0.0,242.0,-58.0,184.0,-90.0,,,274.0,0.0,274.0,-10.0,,264.0,264.0,,1458.174042,0.186667,0.123333,0.123333,1458.174042,0.186667,0.123333,0.123333,
06/30/1992,,,,,,,,,,,,,,,,,,,561.0,0.0,0.0,561.0,-249.0,312.0,2.0,,,310.0,0.0,310.0,-10.0,,300.0,300.0,,1466.711975,0.21,0.21,0.21,1466.711975,0.21,0.21,0.21,
