Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2001,217.447006,42.629002,74.657997,,258.174011,,,,258.174011,-158.014008,,,,,,,-257.747986,-11.594,1.393,-12.987,278.228012,495.122009,,,,-216.893997,,,,-527.713013,,,,,,,,3.331015,245.488014,-50.216,-785.73098,,,,,1.492,1.492,,1079.942993,,,205.186996,,,
12/31/2001,-81.388,65.649,,308.793,-161.646,,,,-161.646,-469.805,,,,,,,31.078,-17.867,1.604,-19.471,147.865,353.124,,,,-205.259,,,,-103.051,,,,,,,,4.131,98.353,-40.191,15.884,,,,,,,,122.864,-0.204,,48.043,,,
03/31/2002,632.879,93.141,180.607,,351.174,,,,351.174,7.957,,,,,,,-1951.805,-7.872,13.251,-21.123,-32.137,465.784,,,,-497.921,,,,-562.545,,,,,,,,-1349.251,811.715,-40.201,22.324,,,,,-24.242,3.868,-28.11,853.834,,,-507.211,0.06,163.719,
06/30/2002,115.896004,75.880997,182.274994,,-134.024994,,,,-134.024994,-8.235,,,,,,,-356.402008,-3.337,1.929,-5.266,88.463989,373.503998,,,,-285.040009,,,,-474.026001,,,,,,,,32.497003,460.460987,-39.992001,71.024994,,,,,-148.403,0.0,-148.403,581.830994,-4.0,,219.955002,20.016001,-29.202999,
09/30/2002,244.141,88.015,178.163,,149.656,,,,149.656,-171.693,,,,,,,-3552.182,2.05,18.214,-16.164,-29.966,1294.368,,,,-1324.334,,,,-2468.673,,,,,,,,-1055.593,2446.826,-119.245,556.776,,,,,-291.231,3.044,-294.275,1704.526,596.0,,-861.215,23.905,127.513,
12/31/2002,-15.478,74.394,,227.34,-200.235,,,,-200.235,110.363,,,,,,,-764.927,-14.032,1.176,-15.208,-37.156,597.647,,,,-634.803,,,,-732.527,,,,,,,,18.788,719.881,-47.759,1069.844,,,,,-75.569,0.168,-75.737,369.365,-596.0,,-60.524,26.422,134.399,
03/31/2003,138.862,91.73,119.772,36.844,-76.196,,27.038,,-103.234,-33.288,,,,,,,-483.049,-6.529,3.669,-10.198,-168.436,827.473,,,,-995.909,,,,-461.116,,,,,,,,153.032,224.848,-28.042,-111.888,,,,,-80.916,0.145,-81.061,205.694,240.0,,-119.339,42.897,122.174,
06/30/2003,73.851997,99.130997,159.544006,,-172.003998,,,,-172.003998,-12.819,,,,,,,-44.540001,-11.642,0.38,-12.022,56.705994,710.518005,,,,-653.812012,,,,-285.069,,,,,,,,195.465006,286.089023,-45.672001,-350.356995,,,,,-1.501,0.441,-1.942,663.619019,20.0,,315.401001,-19.934999,2.778,
09/30/2003,568.183,90.882,185.821,,-29.461,,,,-29.461,320.941,,,,,,,-2185.28,-12.963,6.825,-19.788,-908.562,2231.774,,,,-3140.336,,,,-1884.346,,,,,,,,620.591,1265.041,-111.007,-70.969,,,,,-76.985,4.076,-81.061,1264.002,260.0,,-352.056,5.094,106.945,
12/31/2003,552.955,93.261,139.092,,142.713,,,,142.713,177.889,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,552.955,1.175,115.26,
03/31/2004,193.866,104.173,99.403,25.596,-26.485,,28.818,,-55.303,-8.821,,,,,,,-257.116,-13.172,0.26,-13.432,-89.682,694.172,,,,-783.854,,,,-282.625,,,,,,,,128.363,58.02,-40.269,-402.172,,,,,6.442,6.442,,494.019,,,-5.23,0.849,98.694,
06/30/2004,158.499,110.127,77.007,30.623,59.627,,66.243,,-6.616,-88.262,,,,,,,-394.474,-15.792,0.074,-15.866,62.848,736.471,,,,-673.623,,,,-560.15,,,,,,,,118.62,598.924,-39.97,151.983,,,,,1.074,1.074,,488.382,-2.545,,365.494,8.641,107.806,
09/30/2004,171.972,93.486,92.703,42.408,-22.809,,83.14,,-105.949,8.592,,,,,,,161.379,-14.62,0.006,-14.626,898.022,971.202,,,,-73.18,,,,-842.024,,,,,,,,120.001,202.073,-41.534,-394.944,,,,,10.785,10.785,,627.766,,,535.424,4.541,96.301,
12/31/2004,-69.152,91.139,37.0,-43.565,74.853,,-37.239,,112.092,-228.579,,,,,,,-953.205,424.839,452.112,-27.273,-41.562,865.939,,,,-907.501,,,,-985.886,,,,,,,,-350.596,565.04,-46.302,-83.02,,,,,28.938,28.938,,662.879,2.545,,-386.831,20.873,119.259,
03/31/2005,409.858,96.519,54.958,19.874,46.171,,2.195,,43.976,192.336,,,,,,,-425.107,69.775,85.871,-16.096,152.967,782.475,,,,-629.508,,,,-685.196,,,,,,,,37.347,-430.432,-45.384,-1400.954,,,,,7.775,7.775,,1008.131,,,-445.681,14.239,123.706,
06/30/2005,-513.774,106.425,45.458,12.895,-160.986,,2.11,,-163.096,-517.566,,,,,,,-40.999,68.788,89.545,-20.757,257.659,902.084,,,,-644.425,,,,-371.998,,,,,,,,4.552,592.836,-47.136,118.032,,,,,-32.536,11.642,-44.178,554.476,,,38.063,81.372,156.117,
09/30/2005,436.838,108.574,38.483,17.699,-144.433,,-13.727,,-130.706,416.515,,,,,,,-735.328,42.205,63.967,-21.762,-508.588,364.472,,,,-873.06,,,,-274.801,,,,,,,,5.856,82.498,-49.902,154.678,,,,,-47.324,17.108,-64.432,25.046,,,-215.992,51.3,168.041,
12/31/2005,341.777,100.573,34.078,30.831,182.042,,-22.688,,204.73,-5.747,,,,,,,59.476,12.491,42.527,-30.036,-275.531,409.734,,,,-685.265,,,,319.657,,,,,,,,2.859,-242.227,-58.206,-24.573,,,,,-120.377,2.669,-123.046,68.083,-107.154,,159.026,83.275,192.815,
03/31/2006,25.254,104.456,51.154,,-82.583,,,,-82.583,-47.773,,,,,,,-213.972,33.576,49.644,-16.068,-289.928,172.464,,,,-462.392,,,,-26.438,,,,,,,,68.818,294.298,-41.678,-11.365,,,,,-102.437,10.889,-113.326,449.778,,,105.58,45.874,212.279,
06/30/2006,-122.752,111.604,45.476,,-300.286,,,,-300.286,20.454,,,,,,,-314.362,29.084,36.595,-7.511,-115.986,445.67,,,,-561.656,,,,-231.916,,,,,,,,4.456,532.471,-61.418,731.429,,,,,-183.589,7.028,-190.617,46.049,0.0,,95.357,148.631,251.7,
09/30/2006,142.03,157.446,5.934,,-8.69,,,,-8.69,-12.66,,,,,,,509.479,4.007,25.904,-21.897,552.711,1173.803,,,,-621.092,,,,-51.258,,,,,,,,4.019,-674.716,-58.81,-764.028,,,,,11.87,11.87,,136.252,0.0,,-23.207,87.913,-6.575,
12/31/2006,179.927,87.715,74.276,,27.675,,,,27.675,-9.739,,,,,,,430.151,14.792,16.523,-1.731,271.096,1641.878,,,,-1370.782,,,,168.544,,,,,,,,-24.281,-307.837,-69.211,-480.476,,,,,-74.892,0.0,-74.892,304.687,12.055,,302.241,127.88,567.231,
03/31/2007,180.931,95.726,50.632,,-43.684,,,,-43.684,78.257,,,,,,,361.84,-6.24,12.323,-18.563,523.254,544.874,,,,-21.62,,,,-158.031,,,,,,,,2.857,-494.311,-61.54,32.11,,,,,0.0,0.0,0.0,-464.425,-0.456,,48.46,0.238,294.617,
06/30/2007,-664.018,80.521,80.187,,-118.873,,,,-118.873,-705.853,,,,,,,-764.625,-23.758,10.708,-34.466,-71.076,248.141,,,,-319.217,,,,-673.923,,,,,,,,4.132,1535.393,-62.463,1563.128,,,,,0.0,0.0,0.0,21.997,12.731,,106.75,169.584,286.365,
09/30/2007,-945.913,138.202,81.066,,111.258,,,,111.258,-1276.439,,,,,,,-122.84,-45.993,0.0,-45.993,326.143,338.66,,,,-12.517,,,,-389.316,,,,,,,,-13.674,1026.021,-69.564,145.987,,,,,0.0,0.0,0.0,944.076,5.522,,-42.732,6.685,409.846,
12/31/2007,1086.221,-239.28,559.004,,-18.127,,,,-18.127,784.624,,,,,,,-879.745,-5.868,4.56,-10.428,-161.989,802.287,,,,-964.276,,,,-605.927,,,,,,,,-105.961,186.327,-96.191,933.809,,,,,16.782,16.782,0.0,-667.273,-0.8,,392.803,-71.862,443.179,
03/31/2008,127.809,127.068,59.125,88.65,135.936,,135.936,,0.0,-282.97,,,,,,,-1168.555,-75.386,10.639,-86.025,-53.546,108.541,,,,-162.087,,,,-1058.331,,,,,,,,18.708,1312.742,-96.797,1409.822,,,,,0.0,0.0,0.0,,-0.283,,271.996,-109.559,375.258,
06/30/2008,152.135,101.352,60.118,120.813,-143.112,,-143.112,,0.0,12.964,,,,,,,-569.588,-89.908,5.152,-95.06,-449.44,475.912,,,,-925.352,,,,-50.993,,,,,,,,20.753,-505.637,-86.824,-1348.27,,,,,550.849,550.849,,378.758,-0.15,,-923.09,169.44,326.882,
09/30/2008,692.652,75.063,62.01,125.392,7.386,,7.386,,0.0,422.801,,,,,,,-204.687,-57.906,4.592,-62.498,53.387,281.341,,,,-227.954,,,,-217.216,,,,,,,,17.048,-674.49,-59.506,-57.628,,,,,0.154,0.154,,-557.074,-0.436,,-186.525,9.657,289.976,
12/31/2008,264.733,-417.289,-182.598,968.813,-66.536,,-387.763,,321.227,-37.657,,,,,,,-756.878,-38.032,4.708,-42.74,53.276,76.157,,,,-22.881,,,,-789.305,,,,,,,,17.183,167.128,-59.723,-1544.967,,,,,1398.564,1398.564,0.0,373.458,-0.204,,-325.017,0.087,290.761,
03/31/2009,1059.572,-2433.207,53.756,291.837,2412.114,,-141.17,,2553.284,735.072,856.215,-121.143,,0.0,,0.0,867.173,-13.411,1.637,-15.048,22.142,765.406,0.0,765.406,0.0,-743.264,0.0,-743.264,0.0,852.112,-106.706,9.42,949.398,0.0,0.0,0.0,0.0,6.33,-498.582,-70.018,-1555.868,-297.472,0.0,799.283,-2057.679,0.0,0.0,0.0,1127.617,-0.313,0.0,1428.163,-110.622,256.654,
06/30/2009,488.995,-125.095,51.852,413.707,-8.557,,-12.788,,4.231,157.088,-12.366,-85.122,,0.0,254.576,0.0,-582.164,-3.205,2.962,-6.167,-1183.25,1142.429,0.0,1142.429,0.0,-2325.679,0.0,-2325.679,0.0,586.609,828.782,-242.173,0.0,0.0,0.0,0.0,0.0,17.682,-87.058,-30.667,-709.852,-252.255,0.0,0.0,-457.597,548.327,548.327,0.0,104.893,0.241,,-180.227,0.038,228.785,
09/30/2009,289.981,-166.19,54.865,475.136,-89.524,,-89.524,,0.0,15.694,-25.446,35.057,,0.0,6.083,0.0,-1809.261,-8.528,3.048,-11.576,-2497.911,1532.403,0.0,1532.403,0.0,-4030.314,0.0,-4030.314,0.0,716.983,778.468,-61.485,0.0,0.0,0.0,0.0,0.0,-19.805,1308.784,-30.748,89.647,174.716,0.0,5.203,-90.272,587.335,587.335,0.0,662.635,-0.085,0.0,-210.496,222.816,200.638,
12/31/2009,127.714,-369.687,67.568,893.991,-343.594,,-228.11,,-115.484,-120.564,37.709,-158.273,,,,,-71.109,-12.982,3.569,-16.551,-137.267,1149.699,0.0,1149.699,0.0,-1286.966,0.0,-1286.966,0.0,18.229,43.98,-25.751,0.0,0.0,0.0,0.0,0.0,60.911,-417.369,-30.855,-1050.944,97.796,0.0,1.108,-1149.848,-0.017,,,664.488,-0.041,,-360.764,-224.644,183.426,
03/31/2010,316.133,39.737,69.73,235.008,-38.122,0.031,-38.153,,0.0,9.78,-66.806,131.157,,0.0,-54.571,0.0,-125.496,-8.991,4.242,-13.233,-191.888,1390.503,0.0,1390.503,0.0,-1582.391,0.0,-1582.391,0.0,61.562,53.992,7.57,0.0,0.0,0.0,0.0,0.0,13.821,-401.341,-32.323,-175.644,113.766,0.0,0.0,-289.41,0.0,0.0,0.0,-193.616,0.242,0.0,-210.704,0.06,160.273,
06/30/2010,468.516,48.764,66.227,193.406,161.433,-0.156,161.589,,0.0,-1.314,43.605,-84.738,,,39.819,0.0,-437.726,-11.347,7.541,-18.888,200.38,2603.896,0.0,2603.896,0.0,-2403.516,0.0,-2403.516,0.0,-659.268,-868.936,10.472,199.196,0.0,0.0,0.0,0.0,32.509,-215.654,-32.282,273.506,52.767,0.0,450.0,-229.261,0.0,0.0,0.0,-456.816,-0.062,0.0,-184.864,148.15,149.147,
09/30/2010,81.467,100.946,73.113,119.16,52.575,0.296,52.279,,0.0,-264.327,-31.819,-301.381,,,68.873,0.0,-1271.294,-8.028,5.802,-13.83,-858.56,1765.781,0.0,1765.781,0.0,-2624.341,0.0,-2624.341,0.0,-438.366,-929.474,4.712,486.396,0.0,0.0,0.0,0.0,33.66,1203.277,-32.369,21.983,726.968,0.0,0.0,-704.985,0.0,0.0,0.0,1213.906,-0.243,0.0,13.45,-296.728,125.852,
12/31/2010,-25.293,122.9,77.116,86.973,-14.245,0.103,-14.348,,0.0,-298.037,-46.727,-73.761,,,-177.549,0.0,-942.268,-4.904,17.345,-22.249,-350.467,1809.052,0.0,1809.052,0.0,-2159.519,0.0,-2159.519,0.0,-623.975,-1020.157,140.159,256.023,0.0,0.0,0.0,0.0,37.078,676.223,-39.525,437.878,235.386,0.0,358.18,-155.688,-511.899,886.172,-1398.071,789.753,0.016,0.0,-291.338,27.117,117.683,
03/31/2011,754.961,126.446,73.234,49.385,22.654,-0.04,22.694,,0.0,483.242,20.915,581.966,,,-119.639,0.0,341.684,-6.527,20.06,-26.587,618.585,1906.102,0.0,1906.102,0.0,-1287.517,0.0,-1287.517,0.0,-295.006,-470.891,13.107,162.778,0.0,0.0,0.0,0.0,24.632,-735.713,-16.321,-185.22,73.843,0.0,0.0,-259.063,-49.1,0.0,-49.1,-485.107,0.035,0.0,360.932,-12.033,121.911,
06/30/2011,435.394,145.918,69.566,35.797,16.688,-1.507,18.195,,0.0,167.425,65.718,-63.683,,0.0,165.39,0.0,-416.637,-29.116,16.124,-45.24,589.258,1848.571,2.738,1845.833,0.0,-1259.313,-204.04,-1055.273,0.0,-992.329,-1131.865,-3.636,143.172,0.0,0.0,0.0,0.0,15.55,-227.754,-16.33,-256.054,-56.145,0.0,200.0,-399.909,0.0,0.0,0.0,28.751,15.879,,-208.997,54.85,99.28,
09/30/2011,196.359,143.391,70.284,43.586,14.741,1.35,13.391,,0.0,-75.643,13.06,-94.185,,,5.482,0.0,-543.009,-16.327,14.277,-30.604,-575.403,660.886,11.5,649.386,0.0,-1236.289,-0.148,-1236.141,0.0,99.765,-1122.922,35.581,1187.106,0.0,0.0,0.0,0.0,-51.044,1553.044,-17.501,-243.276,176.203,0.0,0.0,-419.479,0.0,0.0,0.0,1814.502,-0.681,,1206.394,25.549,,
12/31/2011,208.073,126.858,69.021,45.291,24.456,3.878,30.275,,-9.697,-57.553,39.812,-17.473,,,-79.892,0.0,-686.744,-29.049,12.283,-41.332,605.708,1310.537,16.925,1293.612,0.0,-704.829,,,,-1270.524,-1422.746,5.041,147.181,0.0,0.0,0.0,0.0,7.121,-595.637,-42.252,-613.169,-774.236,0.0,350.0,-188.933,0.0,0.0,0.0,62.798,-3.014,,-1074.308,11.699,634.127,
03/31/2012,277.27,153.27,70.723,34.406,38.265,0.613,49.061,,-11.409,-19.394,-13.764,54.741,,0.0,-60.371,0.0,-803.279,-20.372,8.97,-29.342,-1149.105,660.716,18.089,642.627,0.0,-1809.821,-393.191,-1416.63,0.0,320.343,-1077.171,0.171,1397.343,40.31,0.0,40.31,0.0,5.545,521.258,-42.351,-452.272,70.606,0.0,0.0,-522.878,0.0,0.0,0.0,1016.203,-0.322,,-4.751,3.117,73.353,
06/30/2012,283.505,152.706,68.153,36.52,44.769,-1.84,47.699,,-1.09,-18.643,5.826,-133.067,,,108.598,0.0,-700.881,-18.321,7.814,-26.135,273.749,636.322,22.763,613.559,0.0,-362.573,0.0,-362.573,0.0,-973.653,-1171.592,67.543,130.396,0.0,0.0,0.0,0.0,17.344,524.747,-42.518,-460.071,-401.987,0.0,815.0,-873.084,-40.23,0.0,-40.23,1068.118,-0.552,,107.371,1.586,55.072,
