Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2006,66.0,28.0,34.0,34.0,,,34.0,-30.0,-112.0,-7.0,89.0,,-95.0,-29.0,0.0,,,-29.0,,,0.0,0.0,0.0,,,,,-66.0,44,0.0,45,,,,0.0,0.0,0.0,-1.0,,15.0,6.0,16.0,
06/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,
09/30/2006,-17.0,92.0,37.0,201.0,,9.0,192.0,-347.0,-16.0,-140.0,-191.0,,-108.0,-48.0,0.0,,,-48.0,,,0.0,0.0,0.0,,,,,-60.0,137,-1360.0,861,,,,-111.0,0.0,-111.0,747.0,,12.0,8.0,32.0,
12/31/2006,-19.0,92.0,41.0,124.0,,73.0,51.0,-276.0,-626.0,-67.0,417.0,,-80.0,-73.0,0.0,,,-73.0,,,0.0,0.0,0.0,,,,,-7.0,208,0.0,383,,,,-205.0,13.0,-218.0,30.0,,109.0,42.0,33.0,
03/31/2007,-15.0,86.0,38.0,123.0,,25.0,98.0,-262.0,-282.0,-111.0,131.0,,-85.0,-45.0,0.0,,,-45.0,,,0.0,0.0,0.0,,,,,-40.0,5,0.0,232,,,,-222.0,9.0,-231.0,-5.0,,-95.0,8.0,19.0,
06/30/2007,105.0,96.0,41.0,176.0,,53.0,123.0,-208.0,-107.0,-29.0,-72.0,,-69.0,-46.0,0.0,,,-46.0,,,0.0,0.0,0.0,,,,,-23.0,41,0.0,274,,,,-237.0,8.0,-245.0,4.0,,77.0,36.0,24.0,
09/30/2007,-16.0,116.0,43.0,53.0,,21.0,32.0,-228.0,-256.0,-45.0,73.0,,-29.0,-18.0,26.0,,,-44.0,,,0.0,0.0,0.0,,,,,-11.0,25,-7.0,38,,,,-10.0,11.0,-21.0,4.0,,-20.0,-16.0,25.0,
12/31/2007,-64.0,104.0,44.0,143.0,,57.0,86.0,-355.0,-207.0,-137.0,-11.0,,-72.0,-55.0,4.0,,,-59.0,,,0.0,0.0,0.0,,,,,-17.0,115,-7.0,138,,,,-24.0,5.0,-29.0,8.0,,-21.0,,116.0,
03/31/2008,87.0,42.0,44.0,268.0,,16.0,252.0,-267.0,-281.0,-24.0,38.0,,-94.0,-39.0,0.0,,,-39.0,,,0.0,0.0,0.0,,,,,-55.0,26,-7.0,44,,,,-10.0,3.0,-13.0,-1.0,,19.0,4.0,27.0,
06/30/2008,111.0,98.0,46.0,202.0,,44.0,158.0,-235.0,-93.0,-47.0,-95.0,,-94.0,-47.0,0.0,,,-47.0,,,0.0,0.0,0.0,,,,,-47.0,-6,-7.0,14,,,,0.0,2.0,-2.0,-13.0,,11.0,40.0,25.0,
