Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
02/01/1992,2056.138916,,-1394.650024,,661.488892,,-318.623993,,,,342.86499,-14.52,,15.605,,0.0,-1.085,328.34499,-128.0,,,,200.345001,0.0,,,200.34499,0.0,200.345001,0.0,,200.345001,200.345001,,723.396972,0.275,0.275,0.275,723.396972,0.275,0.275,0.275,
05/02/1992,1415.625,,-1057.561035,,358.063965,,-271.562988,,,,86.500999,-1.976,,14.202,,0.0,-12.226,84.525,-33.0,,,,51.525002,0.0,,,51.525,0.0,51.525002,0.0,,51.525002,51.525002,,727.809998,0.07,0.07,,727.809998,0.07,0.07,0.07,
08/01/1992,1489.392944,,-1078.46106,,410.931885,,-268.227997,,,,142.703995,-11.631,,15.778,,0.0,-4.147,131.072995,-51.0,,,,80.072998,0.0,,,80.072995,0.0,80.072998,0.0,,80.072998,80.072998,,726.512024,0.11,0.11,,726.512024,0.11,0.11,0.11,
10/31/1992,1611.319946,,-1170.899048,,440.420898,,-295.19101,,,,145.229996,-15.234999,,17.341999,,0.0,-2.107,129.994997,-50.0,,,,79.995003,0.0,,,79.994997,0.0,79.995003,0.0,,79.995003,79.995003,,726.994019,0.11,0.11,,726.994019,0.11,0.11,0.11,
01/30/1993,2427.958008,,-1646.63501,,781.322998,,-367.059998,,,,414.263,-14.359,,15.076,,0.0,-0.717,399.904,-156.0,,,,243.904007,0.0,,,243.904,0.0,243.904007,0.0,,243.904007,243.904007,,725.12201,0.335,0.335,0.335,725.12201,0.335,0.335,0.335,
05/01/1993,1518.561035,,-1137.833984,,380.727051,,-295.238007,,,,85.488998,-13.264,,14.988,,0.0,-1.724,72.224998,-28.0,,,,44.224998,0.0,,,44.224998,0.0,44.224998,0.0,,44.224998,44.224998,,728.107971,0.06,0.06,,728.107971,0.06,0.06,0.06,
07/31/1993,1689.055054,,-1261.344971,,427.710083,,-301.415985,,,,126.293999,-15.062001,,16.349001,,0.0,-1.287,111.231998,-43.0,,,,68.232002,0.0,,,68.231998,0.0,68.232002,0.0,,68.232002,68.232002,,727.778015,0.095,0.095,,727.778015,0.095,0.095,0.095,
10/31/1993,1616.666992,,-1169.619019,,447.047974,,-295.541992,,,,151.505997,-15.291,,16.378,,0.0,-1.087,136.214996,-54.0,,,,82.214996,0.0,,,82.214996,0.0,82.214996,0.0,,82.214996,82.214996,,726.994019,0.115,0.115,,726.994019,0.115,0.115,0.115,
01/29/1994,2420.804932,,-1717.454956,,703.349976,,-367.700012,,,,335.649994,-10.323,,16.15,,0.0,-5.827,325.326994,-129.0,,,,196.326996,0.0,,,196.326994,0.0,196.326996,0.0,,196.326996,196.326996,,722.302002,0.27,0.27,0.27,722.302002,0.27,0.27,0.27,
04/30/1994,1481.628052,,-1096.697021,,384.93103,,-293.760986,,,,91.169998,-11.894,,14.67,,0.0,-2.776,79.275998,-32.0,,,,47.276001,0.0,,,47.275998,0.0,47.276001,0.0,,47.276001,47.276001,,717.125977,0.065,0.065,,717.125977,0.065,0.065,0.065,
07/31/1994,1585.391968,,-1182.725952,,402.666016,,-300.399994,,,,102.265999,-13.434,,14.75,,0.0,-1.316,88.831999,-35.0,,,,53.832001,0.0,,,53.831999,0.0,53.832001,0.0,,53.832001,53.832001,,717.268005,0.075,0.075,,717.268005,0.075,0.075,0.075,
10/29/1994,1715.176025,,-1219.880981,,495.295044,,-329.752991,,,,165.542007,-15.051999,,16.424999,,0.0,-1.373,150.490008,-60.0,,,,90.489998,0.0,,,90.490008,0.0,90.489998,0.0,,90.489998,90.489998,,717.762024,0.125,0.125,,717.762024,0.125,0.125,0.125,
01/28/1995,2538.593994,,-1707.125,,831.468994,,-391.459991,,,,440.009003,-14.265999,,19.535999,,0.0,-5.27,425.743004,-169.0,,,,256.743011,0.0,,,256.743004,0.0,256.743011,0.0,,256.743011,256.743011,,716.650024,0.36,0.36,0.36,716.650024,0.36,0.36,0.36,
04/29/1995,1588.134033,,-1185.468018,,402.666016,,-322.645996,,,,80.019997,-13.809001,,16.488001,,0.0,-2.679,66.210996,-27.0,,,,39.210999,0.0,,,39.210996,0.0,39.210999,0.0,,39.210999,39.210999,,715.950012,0.055,0.055,,715.950012,0.055,0.055,0.055,
07/29/1995,1718.642944,,-1294.947021,,423.695923,,-326.942993,,,,96.752998,-15.991001,,20.200001,,0.0,-4.209,80.761998,-32.0,,,,48.762001,0.0,,,48.761998,0.0,48.762001,0.0,,48.762001,48.762001,,717.919983,0.07,0.07,,717.919983,0.07,0.07,0.07,
10/28/1995,1803.295044,,-1350.337036,,452.958008,,-361.596985,,,,91.361,593.952024,,22.573,,0.0,-616.525024,685.313025,-28.0,,,,657.312988,0.0,,,657.313025,0.0,657.312988,0.0,,657.312988,657.312988,,717.840027,0.915,0.915,,717.840027,0.915,0.915,0.915,
02/03/1996,2771.36499,,-1963.152954,,808.212036,,-464.311005,,,,343.901001,30.698,,18.275999,,0.0,-48.973999,374.599001,-136.0,,,,238.598999,0.0,,,238.599001,-22.374001,216.225006,0.0,,216.225006,216.225006,,715.252014,0.3,0.3,0.3,715.252014,0.3,0.3,0.3,
05/04/1996,1787.942993,,-1318.401978,,469.541016,,-415.704987,,,,53.835999,0.594999,,16.547001,,0.0,-17.142,54.430998,-22.0,,,,32.431,0.0,,,32.430998,-4.279,28.152,0.0,,28.152,28.152,,620.97998,0.045,0.045,0.045,620.97998,0.045,0.045,0.045,
08/03/1996,1895.600952,,-1403.692017,,491.908936,,-410.367004,,,,81.542,-12.221999,,18.733999,,0.0,-6.512,69.320001,-28.0,,,,41.32,0.0,,,41.320001,-8.17,33.150002,0.0,,33.150002,33.150002,,544.153992,0.06,0.06,0.06,544.153992,0.06,0.06,0.06,
11/02/1996,1994.985962,,-1439.612061,,555.373901,,-467.023987,,,,88.349998,104.737001,,20.621,,0.0,-125.358002,193.087,-29.0,,,,164.087006,0.0,,,164.087,-4.574,159.513,0.0,,159.513,159.513,,543.455994,0.295,0.295,0.075,543.455994,0.295,0.295,0.075,
02/03/1997,2966.260986,,-1986.505981,,979.755005,,-555.416016,,,,424.338989,-16.323,,19.461,,0.0,-3.138,408.015989,-162.0,,,,246.016006,0.0,,,246.015989,-28.622999,217.393005,0.0,,217.393005,217.393005,,544.195984,0.395,0.394997,0.405,544.195984,0.39,0.39,0.4,
05/03/1997,1829.780029,,-1328.30896,,501.471069,,-451.846985,,,,49.624001,0.896,,16.547001,,0.0,-17.443001,50.52,-20.0,,,,30.52,0.0,,,30.52,-5.647,24.872999,0.0,,24.872999,24.872999,,542.643982,0.045,0.045,0.035,544.955994,0.045,0.045,0.035,
08/02/1997,2020.083984,,-1481.177002,,538.906982,,-466.247009,,,,72.660004,-9.454,,16.271999,,0.0,-6.818,63.206004,-25.0,,,,38.206001,0.0,,,38.206004,-10.632,27.573999,0.0,,27.573999,27.573999,,543.187988,0.05,0.05,0.05,546.427979,0.05,0.05,0.05,
11/01/1997,2070.559082,,-1449.577026,,620.982056,,-525.75,,,,95.232002,51.080997,,17.924999,,0.0,-69.005997,146.313,-59.0,,,,87.313004,0.0,,,87.313,-7.631,79.681999,0.0,,79.681999,79.681999,,544.23999,0.145,0.144997,0.075,551.038025,0.145,0.145,0.075,
01/31/1998,3268.381104,,-2111.763916,,1156.617188,,-680.81897,,,,475.798004,-278.973989,,17.983999,,0.0,260.98999,196.824015,-79.0,,,,117.823997,0.0,,,117.824015,-32.563,85.261002,0.0,,85.261002,85.261002,,,,,,,,,,
05/02/1998,2008.077026,,-1426.421997,,581.655029,,,,,,150.605774,,,,,,,,,,,,79.469,,,,,,79.469,0.0,,79.469,79.469,,547.676026,0.165,0.165,0.07,558.724,0.16,0.16,0.065,
08/01/1998,2083.101074,,-1473.516968,,609.584106,,,,,,156.232574,,,,,,,,,,,,1684.338,,,,,,1684.338,0.0,,1684.338,1684.338,,472.264008,3.574951,3.575,0.165,486.15799,3.47,3.47,0.065,
10/31/1998,1999.862061,,-1390.68396,,609.178101,,,,,,149.990005,,,,,,,,,,,,39.355,,,,,,39.355,0.0,,39.355,39.355,,454.626008,0.09,0.09,0.09,462.104004,0.085,0.085,0.085,
01/31/1999,3255.871094,,-2085.028076,,1170.843018,,,,,,227.514603,,,,,,,,,,,,228.174,,,,,,228.173996,0.0,,228.173996,228.173996,,,,,,,,,,
05/01/1999,2104.798096,,-1451.430054,,653.368042,,-563.038025,,,,90.330002,-1.459001,16.790001,16.790001,,0.0,-15.331,88.871001,-35.0,,,,53.870998,0.0,,,53.871001,-8.42,45.451,0.0,,45.451,45.451,,910.928,0.05,0.05,0.05,942.188,0.05,0.05,0.05,
07/31/1999,2267.821045,,-1540.17395,,727.647095,,-587.370972,,,,140.276001,-20.725,20.159,20.159,,0.0,0.566,119.551001,-48.0,,,,71.551003,0.0,,,71.551001,-14.069,57.481998,0.0,,57.481998,57.481998,,442.058014,0.13,0.13,0.15,460.451996,0.12,0.12,0.14,
10/30/1999,2064.10498,,-1393.855957,,670.249023,,-576.054993,,,,94.194,0.244999,20.412001,20.412001,,0.0,-20.657,94.438999,-47.0,,,,47.438999,0.0,,,47.438999,-6.077,41.362,0.0,,41.362,41.362,,429.421998,0.1,0.1,0.1,445.768006,0.09,0.09,0.09,
01/29/2000,3295.834,,-2004.635,,1291.199,,-708.691,,,,582.508,19.013,20.936,20.936,,0.0,-39.949,601.521,-241.0,,,,360.521,0.0,,,360.521,-44.057,316.464,0.0,0.0,316.464,316.464,-23.7744,889.884,0.355624,0.355624,0.328908,889.884,0.355624,0.355624,0.328908,
04/29/2000,2124.986084,,-1426.938965,,698.047119,,-570.997986,,,,127.049004,-4.238,14.008,14.008,,0.0,-9.77,122.811004,-49.0,,,,73.810997,0.0,,,73.811004,-10.861,62.950001,0.0,0.0,62.950001,62.950001,,430.484008,0.15,0.15,0.15,445.306,0.14,0.14,0.14,
07/29/2000,2262.977051,,-1518.900024,,744.077027,,-585.88501,,,,158.192001,-2.724,12.671,12.671,,0.0,-9.947,155.468001,-62.0,,,,93.468002,0.0,,,93.468001,-15.895,77.572998,0.0,0.0,77.572998,77.572998,,428.615997,0.18,0.18,0.18,446.229004,0.17,0.17,0.17,
10/28/2000,2168.375,,-1448.819946,,719.555054,,-615.094971,,,,104.459999,-10.318,,14.826,,0.0,-4.508,94.141999,-38.0,,,,56.141998,0.0,,,56.141999,-6.911,49.230999,0.0,0.0,49.230999,49.230999,,425.578003,0.12,0.12,0.12,441.368988,0.11,0.11,0.11,
02/03/2001,3521.927979,,-2244.730957,,1277.197021,,-789.763977,,,,487.433014,-31.604,,16.739,,0.0,14.865,455.829,-182.0,,,,273.82901,0.0,,,273.829,-35.678001,238.151001,0.0,0.0,238.151001,238.151001,6.435,439.286987,0.54,0.54,0.55,439.286987,0.54,0.54,,
05/05/2001,2126.844971,,-1456.296997,,670.547974,,-607.791992,,,,62.756001,-2.38,8.286,8.286,,0.0,-5.906,60.376001,-24.0,,,,36.375999,0.0,,,36.376001,-5.685,30.691,0.0,0.0,30.691,30.691,,426.338989,0.07,0.07,0.07,435.669006,0.07,0.07,0.07,
08/04/2001,2192.111084,,-1500.14502,,691.966064,,-614.948975,,,,77.016998,60.837002,,8.41,,0.0,-69.247002,137.854,-55.0,,,,82.853996,0.0,,,82.854,-11.304,71.550003,0.0,0.0,71.550003,71.550003,,427.587006,0.17,0.17,0.08,435.832001,0.16,0.16,0.08,
11/03/2001,1906.484009,,-1339.899048,,566.584961,,-583.127014,,,,-16.542,163.956997,,8.674,,0.0,-172.630997,147.414997,-59.0,,,,88.415001,0.0,,,88.414997,1.736,90.151001,0.0,0.0,90.151001,90.151001,,428.591003,0.21,0.21,-0.03,432.813995,0.21,0.21,-0.03,
02/02/2002,3137.578,,,,,0.0,-2513.218,,,,624.36,-1.949,,8.59,,,-6.641,622.411,-247.0,,,,375.411,,,,375.411,-48.882,326.529,0.0,0.0,326.529,326.529,,435.289,0.75,0.75,0.75,435.289,0.75,0.75,0.75,
05/04/2002,1798.707031,,-1177.046021,,621.66101,,-493.518005,,,,128.143005,-35.952,,9.23,-7.562,0.0,34.284,92.191005,-42.0,,,,50.191002,-5.73,,,55.921005,-6.063,49.858002,0.0,0.0,49.858002,49.858002,,474.186005,0.11,0.1,0.15,487.125,0.1,0.09,0.14,
08/03/2002,1912.416016,,-1239.447998,,672.968018,,-534.294983,,,,138.673004,-1.912,,6.155,-6.378,0.0,2.135,136.761004,-55.0,,,,81.761002,-1.486,,,83.247004,0.0,83.247002,0.0,0.0,83.247002,83.247002,,521.512024,0.16,0.16,0.16,536.843018,0.16,0.15,0.15,
11/02/2002,1767.564941,,-1203.409058,,564.155884,,-546.807983,,,,17.348,4.286,,6.443,-5.728,0.0,-5.001,21.634,-8.0,,,,13.634,-2.141,,,15.775,0.0,15.775,0.0,0.0,15.775,15.775,,523.018005,0.03,0.03,0.02,531.208984,0.03,0.03,0.02,
02/01/2003,2965.966,,,,,0.0,-2378.396,,,,587.57,5.09,-1.254,7.731,-8.985,,-3.836,592.66,-236.0,,,,356.66,3.801,,,352.859,,352.859,,0.0,352.859,352.859,,530.833,0.66,0.671887,0.671887,530.833,0.66,0.66716,0.67,
05/03/2003,1842.296997,,-1230.234009,,612.062988,,-503.011993,,,,109.051003,53.478998,,26.969999,-9.234,0.0,-71.214997,162.530001,-65.0,,,,97.529999,0.0,,,97.530001,0.0,97.529999,0.0,0.0,97.529999,97.529999,,522.754028,0.19,0.19,0.09,527.031982,0.19,0.19,0.09,
08/02/2003,2014.105957,,-1311.881958,,702.223999,,-531.856995,,,,170.367004,-2.408,,11.425,-8.107,0.0,-0.91,167.959004,-66.0,,,,101.959,0.0,,,101.959004,0.0,101.959,0.0,0.0,101.959,101.959,,520.135986,0.2,0.2,0.2,526.348022,0.19,0.19,0.19,
11/01/2003,1846.77002,,-1251.317017,,595.453003,,-553.281006,,,,42.172001,158.502002,,11.69,-11.69,0.0,-158.502002,200.674003,-71.0,,,,129.673996,0.0,,,129.674003,0.0,129.673996,0.0,0.0,129.673996,129.673996,,517.083008,0.25,0.25,0.08,524.380005,0.25,0.25,0.08,
01/31/2004,3230.917969,,-1889.814941,,1341.103027,,-699.611023,,,,641.492004,-6.845,,11.733,-8.637,0.0,3.749,634.647005,-247.0,,,,387.647003,0.0,,,387.647005,0.0,387.647003,0.0,0.0,387.647003,387.647003,,516.866028,0.75,0.75,0.75,525.164978,0.74,0.74,0.74,
05/01/2004,1978.199951,,-1302.550049,,675.649902,,-556.281982,,,,119.372002,37.265001,,11.643,-7.974,0.0,-40.934001,156.637003,-60.0,,,,96.637001,0.0,,,96.637003,0.0,96.637001,0.0,0.0,96.637001,96.637001,,505.992004,0.19,0.19,0.13,515.439026,0.19,0.19,0.13,
07/31/2004,2210.832031,,-1412.863037,,797.968994,,-571.026001,,,,226.942993,15.009,,12.047,-8.459,0.0,-18.597,241.951993,-94.0,,,,147.951996,0.0,,,147.951993,0.0,147.951996,0.0,0.0,147.951996,147.951996,,472.115997,0.31,0.31,0.29,480.29599,0.31,0.31,0.29,
10/30/2004,1890.859985,,-1277.27002,,613.589966,,-560.440002,,,,53.150002,47.199998,,13.234,-13.234,0.0,-47.199998,100.349999,-22.0,,,,78.349998,0.0,,,78.349999,0.0,78.349998,0.0,0.0,78.349998,78.349998,,470.774017,0.16,0.16,0.1,479.89798,0.16,0.16,0.1,
01/29/2005,3328.11,,-2037.32,,1290.79,,-663.252,,,,627.535,-10.474,,21.076,-0.333,0.0,-10.269,617.061,-235.0,,,,382.061,0.0,,,382.061,0.0,382.061,0.0,0.0,382.061,382.061,,431.0,0.89,0.89,0.89,438.85,0.87,0.87,0.87,
04/30/2005,1974.932,,-1290.279,,684.653,,-566.119,,,,118.534,-15.113,17.741,23.069,-5.328,0.0,-2.628,103.421,-37.0,,,,66.421,-16.844,,,83.265,0.0,83.265,0.0,0.0,83.265,83.265,,406.958,0.2,0.16,0.16,417.234,0.2,0.16,0.16,
07/30/2005,2290.901,,-1497.531,,793.37,,-589.456,,,,203.914,-18.837,17.619,21.889,-4.27,0.0,1.218,185.077,-72.0,,,,113.077,0.0,,,113.077,0.0,113.077,0.0,0.0,113.077,113.077,,403.667,0.28,0.28,0.28,411.968,0.27,0.27,0.27,
10/29/2005,1891.551,,-1311.122,,580.429,,-577.758,,,,2.671,-21.979,20.916,24.561,-3.645,0.0,1.063,-19.308,7.0,,,,-12.308,0.0,,,-12.308,0.0,-12.308,0.0,,-12.308,-12.308,,400.803,-0.03,-0.03,-0.03,400.803,-0.03,-0.03,-0.03,
01/28/2006,3541.615967,,-2044.27002,,1497.345947,,-766.189026,,,,731.156982,17.756998,,24.481001,-48.757,0.0,6.519001,748.91398,-216.0,,,,559.085999,0.0,,,532.91398,0.0,559.085999,0.0,0.0,559.085999,559.085999,,398.540009,1.37,1.37,1.31,406.290009,1.34,1.34,1.28,
04/29/2006,2077.0,,-1288.0,,789.0,,-603.0,,,,186.0,-17.0,15.0,24.0,-9.0,0.0,2.0,169.0,-71.0,,,,98.0,-1.0,,,99.0,0.0,99.0,0.0,0.0,99.0,99.0,,394.195,0.25,0.25,0.25,400.415,0.25,0.25,0.25,
07/29/2006,2454.0,,-1601.0,,853.0,,-656.0,,,,197.0,-17.0,16.0,24.0,-8.0,0.0,1.0,180.0,-67.0,,,,113.0,0.0,,,113.0,0.0,113.0,0.0,0.0,113.0,113.0,,395.836,0.29,0.29,0.29,402.343,0.28,0.28,0.28,
10/28/2006,2115.0,,-1356.0,,759.0,,-692.0,,,,67.0,-25.0,23.0,26.0,-3.0,0.0,2.0,42.0,-18.0,,,,24.0,0.0,,,24.0,0.0,24.0,0.0,0.0,24.0,24.0,,395.153,0.06,0.06,0.06,401.896,0.06,0.06,0.06,
02/03/2007,4024.702,,-2412.457,,1612.245,,-885.425,,,,726.82,-21.042,23.402,27.821,-4.419,0.0,-2.36,705.778,-266.0,,,,439.778,0.0,,,439.778,0.0,439.778,0.0,0.0,439.778,439.778,,396.396,1.11,1.11,1.11,405.34,1.08,1.08,1.08,
05/05/2007,2311.0,,-1508.0,,803.0,,-695.0,,,,108.0,-22.0,22.0,25.0,-3.0,0.0,0.0,86.0,-39.0,,,,47.0,0.0,,,47.0,6.0,53.0,0.0,0.0,53.0,53.0,,399.75,0.13,0.13,0.13,406.164,0.13,0.13,0.13,
08/04/2007,2624.0,,-1813.0,,811.0,0.0,-722.0,,,,89.0,318.0,28.0,31.0,-3.0,,-346.0,407.0,-159.0,,,,248.0,0.0,,,248.0,16.0,264.0,0.0,0.0,264.0,264.0,-144.3,390.0,0.676923,0.676923,0.31,396.0,0.666667,0.666667,0.31,
11/03/2007,1923.0,,-1315.0,,608.0,0.0,-546.0,,,,62.0,-40.0,41.0,47.0,-6.0,,-1.0,22.0,-11.0,,,,11.0,0.0,,,11.0,1.0,12.0,0.0,0.0,12.0,12.0,,361.0,0.03,0.03,0.03,365.0,0.03,0.03,0.03,
02/02/2008,3276.181,,-1972.36,,1303.821,,-682.377,,,,621.444,-30.776,40.782,46.292,-5.51,0.0,-10.006,590.668,-202.0,,,,388.668,0.0,,,388.668,-0.112,388.556,0.0,0.0,388.556,388.556,,353.232727,1.1,1.1,0.94,353.786,1.1,1.1,0.94,
05/03/2008,1925.0,1925.0,-1284.0,1284.0,641.0,0.0,-432.0,541.0,,-109.0,209.0,-34.0,39.0,45.0,-6.0,,-5.0,175.0,-78.0,,,,97.0,0.0,0.0,0.0,97.0,1.0,98.0,0.0,0.0,98.0,27.15,-70.85,341.0,0.29,0.29,0.079619,344.0,0.28,0.28,0.074041,
08/02/2008,2284.0,2284.0,-1523.0,1523.0,761.0,0.0,-575.0,575.0,,0.0,186.0,-25.0,42.0,47.0,-5.0,,-17.0,161.0,-62.0,,,,99.0,0.0,0.0,0.0,99.0,3.0,102.0,0.0,0.0,102.0,102.0,0.0,339.0,0.3,0.3,0.3,341.0,0.3,0.3,0.3,
11/01/2008,1843.0,1843.0,-1263.0,1263.0,580.0,0.0,-539.0,539.0,,0.0,41.0,-38.0,39.0,44.0,-5.0,,-1.0,3.0,1.0,,,,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,-18.809,-22.809,337.0,0.01,0.01,-0.055813,340.0,0.01,0.01,-0.057085,
01/31/2009,2991.102,2991.102,-1966.442,1966.442,1024.66,0.0,-871.525,656.525,,215.0,153.135,-42.925,43.402,44.575,-1.173,,-0.477,110.21,-94.104,,,,16.106,0.0,0.0,0.0,16.106,,16.106,0.0,0.0,16.106,170.546,154.44,323.463,0.05,0.05,0.52725,323.463,0.05,0.05,0.52725,
05/02/2009,1725.0,1725.0,-1177.0,1177.0,548.0,0.0,-483.0,483.0,,0.0,65.0,-62.0,61.0,62.0,-1.0,,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,,3.0,0.0,0.0,3.0,3.0,0.0,321.0,0.01,0.01,0.01,323.0,0.01,0.01,0.01,
08/01/2009,2067.0,2067.0,-1399.0,1399.0,668.0,0.0,-510.0,519.0,,-9.0,158.0,-59.0,57.0,58.0,-1.0,,2.0,99.0,-25.0,,,,74.0,0.0,0.0,0.0,74.0,,74.0,0.0,0.0,74.0,60.96,-13.04,322.0,0.23,0.23,0.189317,326.0,0.23,0.23,0.189317,
10/31/2009,1777.0,1777.0,-1214.0,1214.0,563.0,0.0,-504.0,504.0,,0.0,59.0,-47.0,,55.0,,,-8.0,12.0,3.0,,,,15.0,0.0,0.0,0.0,15.0,,15.0,0.0,0.0,15.0,15.0,0.0,322.0,0.05,0.05,0.05,328.0,0.05,0.05,0.05,
01/30/2010,3063.352,3063.352,-1814.374,1814.374,1248.978,0.0,-663.433,660.03,0.0,3.403,585.545,-49.133,60.941,61.296,-0.355,,-11.808,536.412,-180.304,,,,356.108,0.0,0.0,0.0,356.108,,356.108,0.0,0.0,356.108,335.01995,-21.08805,329.819,1.08,1.08,1.015769,329.819,1.08,1.08,1.015769,
05/01/2010,1932.0,1932.0,-1238.0,1238.0,694.0,0.0,-509.0,509.0,,0.0,185.0,2.0,60.0,61.0,-1.0,,-62.0,187.0,-74.0,,,,113.0,0.0,0.0,0.0,113.0,,113.0,0.0,0.0,113.0,83.4,-29.6,323.0,0.35,0.35,0.258204,333.0,0.34,0.34,0.251111,
07/31/2010,2242.0,2242.0,-1464.0,1464.0,778.0,0.0,-542.0,542.0,,0.0,236.0,8.0,,51.0,,,-59.0,244.0,-66.0,,,,178.0,0.0,0.0,0.0,178.0,,178.0,0.0,0.0,178.0,147.58,-30.42,325.0,0.55,0.55,0.454092,334.0,0.54,0.54,0.448922,
