Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1995,513.598022,55.567001,55.567001,0.0,104.205002,,,154.712997,,,,,0.0,,,,314.484985,18.59,37.618999,-19.028999,,180.522995,,,,,180.522995,199.112995,,57.18,57.18,,,,0.0,,,,,88.943001,,,88.943001,146.123001,221.294998,,,,,0.0,,,,,0.0,221.294998,367.417999,0.0,144.255997,,,-19.702,,21.626,146.179997,0.0,146.179997,513.597996,
03/31/1996,602.72699,45.230999,45.230999,0.0,90.981003,,,174.048996,,,,,0.0,,,,310.260986,18.537001,,,88.030998,185.897995,,,,,185.897995,292.465994,,53.339001,53.339001,,,,0.0,,,,,89.136005,,,89.136005,142.475006,310.243011,,,,,0.0,,,,,0.0,310.243011,452.718017,0.0,142.634995,,,-17.992001,,25.366001,150.008995,0.0,150.008995,602.727012,
06/30/1996,610.642029,47.168999,47.168999,0.0,115.660004,,,185.289993,,,,,0.0,,,,348.118988,18.691999,,,66.085999,177.744995,,,,,177.744995,262.522993,,60.335999,60.335999,,,,0.0,,,,,90.272995,,,90.272995,150.608994,309.804993,,,,,0.0,,,,,0.0,309.804993,460.413987,0.0,142.634995,,,-26.542999,,34.135999,150.227995,0.0,150.227995,610.641982,
09/30/1996,587.583008,73.639999,73.639999,0.0,113.846001,,,163.617004,,,,,0.0,,,,351.102997,18.584,,,50.657001,167.238998,,,,,167.238998,236.48,,60.952,60.952,,,,0.09,,,,,94.504006,,,94.504006,155.546005,275.312012,,,,,0.0,,,,,0.0,275.312012,430.858017,0.0,155.794998,,,-41.171001,,42.101001,156.724998,0.0,156.724998,587.583015,
12/31/1996,501.165009,74.779999,74.779999,0.0,78.662003,,,171.692993,,,,,0.0,,,,325.13501,18.833,38.139999,-19.306999,,157.197006,,,,,157.197006,176.030006,,62.303001,62.303001,,,,0.0,,,,,85.260003,,,85.260003,147.563004,201.591995,,,,,0.0,,,,,0.0,201.591995,349.154999,0.0,158.041,,,-53.129002,,47.098002,152.01,0.0,152.01,501.164999,
03/31/1997,498.833,57.258999,57.258999,0.0,97.412003,,,170.727005,,,,,0.0,,,,325.39801,18.472,,,,154.962997,,,,,154.962997,173.434997,,57.556999,57.556999,,,,0.0,,,,,85.528008,,,85.528008,143.085007,221.076004,,,,,0.0,,,,,0.0,221.076004,364.161011,0.0,156.009003,,,-74.197998,,52.860998,134.672003,0.0,134.672003,498.833014,
06/30/1997,522.685,45.723,45.723,0.0,115.406998,,,194.746994,,,,,0.0,,,,355.877014,17.896999,,,0.0,148.910995,,,,,148.910995,166.807994,,66.554001,66.554001,,,,0.0,,,,,85.173996,,,85.173996,151.727997,233.134003,,,,,0.0,,,,,0.0,233.134003,384.862,0.0,156.042999,,,-80.124001,,61.904002,137.823,0.0,137.823,522.685,
09/30/1997,530.279,57.095001,57.095001,0.0,107.293999,,,201.210999,,,,,0.0,,,,365.600006,17.851999,,,,146.826996,,,,,146.826996,164.678995,,68.117996,68.117996,,,,0.0,,,,,96.718003,,,96.718003,164.835999,224.438995,,,,,0.0,,,,,0.0,224.438995,389.274994,0.0,156.292007,,,-86.197998,,70.909998,141.004007,0.0,141.004007,530.279001,
12/31/1997,564.620972,45.724998,45.724998,0.0,119.141998,,,224.041,7.475,51.433998,165.132004,,0.0,,,,388.90799,17.878,,,,157.835007,91.819,,,,66.016007,175.713007,,76.912003,76.912003,,,,0.0,,,,,94.930999,,,94.930999,171.843002,248.138,,,,,0.0,,,,,0.0,248.138,419.981002,0.0,164.931,,,-96.267998,,75.976998,144.64,0.0,144.64,564.621002,
03/31/1998,633.992981,39.278,39.278,0.0,172.190994,,,245.882996,,,,,0.0,,,,457.35199,17.544001,,,0.0,159.097,,,,,159.097,176.641001,,74.889999,74.889999,,,,0.0,,,,,104.966996,,,104.966996,179.856995,297.807007,,,,,0.0,,,,,0.0,297.807007,477.664002,0.0,160.634003,,,-91.141998,,86.836998,156.329003,0.0,156.329003,633.993005,
06/30/1998,711.49,72.739998,72.739998,0.0,187.705002,,,274.737,5.673,,269.063995,0.0,0.0,,,,535.182007,16.889999,,,0.0,159.417999,87.5,,,,71.917999,176.307998,,90.832001,90.832001,,,,0.0,,,,,114.707,,,114.707,205.539001,347.915009,,,,,0.0,,,,,0.0,347.915009,553.45401,0.0,161.082993,,,-98.636002,,95.589002,158.035993,0.0,158.035993,711.490003,
09/30/1998,727.178,109.702003,109.702003,0.0,179.106003,,,264.024994,6.032,41.834999,216.158005,0.0,0.0,,,,552.833008,16.187,,,0.0,158.158005,85.342003,,,,72.816002,174.345005,,93.329002,93.329002,,,,0.0,,,,,128.502999,,,128.502999,221.832001,336.132996,,,,,0.0,,,,,0.0,336.132996,557.964997,0.0,169.246994,,,-120.375999,,120.341999,169.212994,0.0,169.212994,727.177991,
12/31/1998,724.359009,68.503998,68.503998,0.0,180.210007,,,288.638,6.713,45.478001,236.447006,0.0,0.0,,,,537.35199,17.597,40.631001,-23.034,0.0,169.410004,80.332001,,,,89.078003,187.007004,,99.981003,99.981003,,,,0.0,,,,,138.321991,,,138.321991,238.302994,320.337006,,,,,0.0,,,,,0.0,320.337006,558.64,0.0,174.375,,,-141.339005,,132.683005,165.719,0.0,165.719,724.359,
03/31/1999,828.024,103.545,103.545,0.0,253.359,9.38,,286.066,4.303,38.296,243.467,0.0,0.0,,,,642.97,13.238,,,0.0,171.816,81.256,12.396,68.86,,90.56,185.054,,99.305,99.305,,,,238.601,,,,,153.064,,,153.064,490.97,145.0,,,,,0.0,,,,,0.0,145.0,635.97,0.0,180.394,,,-147.03,158.69,0.0,192.054,0.0,192.054,828.024,
06/30/1999,834.01,94.283,94.283,0.0,231.105,7.222,,314.801,4.483,32.835,277.483,0.0,0.0,,,,640.189,14.539,,,0.0,179.282,79.346,12.298,67.048,,99.936,193.821,,124.037,124.037,,,,206.066,,,,,162.665,,,162.665,492.768,145.0,,,,,0.0,,,,,0.0,145.0,637.768,0.0,185.943,,,-176.654,186.953,0.0,196.242,0.0,196.242,834.01,
09/30/1999,814.855,72.055,72.055,0.0,9.415,9.415,,328.868,6.913,34.384,287.571,0.0,206.968,,,,617.306,15.92,0.0,0.0,0.0,181.629,76.978,11.742,65.236,,104.651,197.549,,111.917,111.917,,,,199.468,,,,,173.668,,,173.668,485.053,145.0,,,,,0.0,,,,,0.0,145.0,630.053,0.0,191.067,,,-223.559,217.294,0.0,184.802,0.0,184.802,814.855,
12/31/1999,767.281,89.126,89.126,0.0,2.171,2.171,,323.455,9.689,37.573,276.193,0.0,139.695,,,,551.063,17.353,37.779,-20.426,0.0,195.481,74.729,11.305,63.424,,120.752,212.834,,112.988,112.988,,,,133.133,,,,,175.52,,,175.52,421.641,145.0,,,,,0.0,,,,,0.0,145.0,566.641,0.0,196.858,,,-237.782,241.564,0.0,200.64,0.0,200.64,767.281,
03/31/2000,783.605,121.919,121.919,0.0,9.583,9.583,,330.295,7.335,32.472,290.488,0.0,110.508,,,,572.305,15.647,0.0,0.0,0.0,195.653,69.904,8.292,61.612,,125.749,211.3,,114.056,114.056,,,,111.158,,,,,191.979,,,191.979,417.193,145.0,,,,,0.0,,,,,0.0,145.0,562.193,0.0,180.422,,,-231.148,272.138,0.0,221.412,0.0,221.412,783.605,
06/30/2000,795.934,90.5,90.5,0.0,13.438,13.438,,366.381,9.178,25.595,331.608,0.0,105.512,,,,575.831,15.776,,,0.0,204.327,67.819,8.019,59.8,,136.508,220.103,,124.154,124.154,,,,107.475,,,,,191.115,,,191.115,422.744,145.0,,,,,0.0,,,,,0.0,145.0,567.744,0.0,183.235,,,-264.387,309.342,0.0,228.19,0.0,228.19,795.934,
09/30/2000,813.969,118.398,118.398,0.0,9.362,9.362,,360.018,7.674,24.989,327.355,0.0,96.237,,,,584.015,15.397,0.0,0.0,0.0,214.557,65.734,7.746,57.988,,148.823,229.954,,117.597,117.597,,,,100.113,,,,,215.784,,,215.784,433.494,115.0,,,,,0.0,,,,,0.0,115.0,548.494,0.0,184.75,,,-272.531,353.256,0.0,265.475,0.0,265.475,813.969,
12/31/2000,841.26,137.708,137.708,0.0,6.67,6.67,,334.681,7.987,32.6,294.094,0.0,122.478,,,,601.537,15.865,37.214,-21.349,0.0,223.858,63.648,7.472,56.176,,160.21,239.723,,117.824,117.824,,,,58.655,,,,,237.273,,,237.273,413.752,115.0,,,,,65.028,,,,,65.028,180.028,593.78,0.0,115.342,,,-267.672,399.81,0.0,247.48,0.0,247.48,841.26,
03/31/2001,874.092,109.278,109.278,0.0,10.231,10.231,,373.716,6.772,31.674,335.27,0.0,119.909,,,,613.134,15.249,,,0.0,245.709,61.563,7.199,54.364,,184.146,260.958,,122.245,122.245,,,,111.192,,,,,235.704,,,235.704,469.141,115.0,,,,,0.0,,,,,0.0,115.0,584.141,0.0,187.289,,,-345.068,447.73,0.0,289.951,0.0,289.951,874.092,
06/30/2001,913.389,89.297,89.297,0.0,13.314,13.314,,395.145,8.733,26.858,359.554,0.0,141.031,,,,638.787,15.433,,,0.0,259.169,60.844,6.926,53.918,,198.325,274.602,,136.448,136.448,,,,115.429,,,,,242.549,,,242.549,494.426,115.0,,,,,0.0,,,,,0.0,115.0,609.426,0.0,190.81,,,-393.939,507.092,0.0,303.963,0.0,303.963,913.389,
09/30/2001,985.592,113.941,113.941,0.0,12.159,12.159,,422.095,8.493,36.179,377.423,0.0,149.648,,,,697.843,16.872,,,0.0,270.877,57.391,6.652,50.739,,213.486,287.749,,144.008,144.008,,,,137.701,,,,,290.851,,,290.851,572.56,115.0,,,,,0.0,,,,,0.0,115.0,687.56,0.0,191.719,,,-463.271,569.584,0.0,298.032,0.0,298.032,985.592,
12/31/2001,995.047,138.611,138.611,0.0,5.745,5.745,,402.375,8.835,37.265,356.275,0.0,143.387,,,,690.118,16.178,38.541,-22.363,0.0,288.751,56.634,6.379,50.255,,232.117,304.929,,138.013,138.013,,,,123.97,,,,,268.946,,,268.946,530.929,115.0,,,,,0.0,,,,,0.0,115.0,645.929,0.0,193.963,,,-481.449,636.604,0.0,349.118,0.0,349.118,995.047,
03/31/2002,976.597,77.514,77.514,0.0,6.387,6.387,,429.309,6.996,32.723,389.59,0.0,141.409,,,,654.619,15.806,,,0.0,306.172,60.612,6.379,54.233,,245.56,321.978,,141.472,141.472,,,,121.388,,,,,285.947,,,285.947,548.807,115.0,,,,,,,,,,,115.0,663.807,,210.766,,,-611.293,713.317,0.0,312.79,,312.79,976.597,
06/30/2002,1078.183,96.555,96.555,0.0,8.059,8.059,,467.101,7.54,26.816,432.745,0.0,147.575,,,,719.29,15.352,,,0.0,343.541,60.623,6.379,54.244,,282.918,358.893,,163.031,163.031,,,,129.801,,,,,282.666,,,282.666,575.498,115.0,,,,,0.0,,,,,0.0,115.0,690.498,,238.136,,,-647.598,797.147,0.0,387.685,0.0,387.685,1078.183,
09/30/2002,1087.459,82.689,82.689,0.0,13.068,13.068,,436.522,5.65,28.646,402.226,0.0,179.116,,,,711.395,21.06,,,0.0,355.004,55.306,6.379,48.927,,299.698,376.064,,159.689,159.689,,,,158.728,,,,,297.304,,,297.304,615.721,115.0,,,,,0.0,,,,,0.0,115.0,730.721,,260.967,,,-793.356,889.127,0.0,356.738,0.0,356.738,1087.459,
12/31/2002,1182.288,142.845,142.845,0.0,10.807,21.614,,436.674,11.108,25.558,400.008,0.0,169.021,,,,759.347,23.067,45.087,-22.02,0.0,399.874,55.306,6.379,48.927,,344.568,422.941,,161.691,161.691,,,,144.16,,,,,358.192,,,358.192,664.043,115.0,,,,,0.0,,,,,0.0,115.0,779.043,0.0,263.073,,,-827.902,968.074,0.0,403.245,0.0,403.245,1182.288,
03/31/2003,1143.251,95.664,95.664,0.0,10.142,10.142,,449.511,8.717,27.477,413.317,0.0,161.706,,,,717.023,22.967,,,0.0,403.261,55.306,6.379,48.927,,347.955,426.228,,150.847,150.847,,,,142.703,,,,,306.806,,,306.806,600.356,115.0,,,,,0.0,,,,,0.0,115.0,715.356,0.0,292.408,,,-920.393,1055.88,0.0,427.895,0.0,427.895,1143.251,
06/30/2003,1529.852,393.786,393.786,0.0,14.374,14.374,,544.092,7.417,26.257,510.418,0.0,143.95,,,,1096.202,22.99,,,0.0,410.66,55.306,6.379,48.927,,355.354,433.65,,184.745,184.745,,,,119.376,,,,,354.647,,,354.647,658.768,315.0,,,,,0.0,,,,,0.0,315.0,973.768,0.0,314.283,,,-909.171,1150.972,0.0,556.084,0.0,556.084,1529.852,
09/30/2003,1446.477,223.289,223.289,0.0,15.444,15.444,,608.976,5.226,34.743,553.545,15.462,130.794,,,,978.503,23.024,,,0.0,444.95,55.306,6.379,48.927,,389.644,467.974,,190.848,190.848,,,,102.299,,,,,388.258,,,388.258,681.405,200.0,,,,,0.0,,,,,0.0,200.0,881.405,0.0,329.251,,,-1024.554,1260.375,0.0,565.072,0.0,565.072,1446.477,
12/31/2003,1363.105,232.219,232.219,0.0,9.55,9.55,,536.58,10.393,32.888,493.299,0.0,96.953,,,,875.302,25.406,48.953,-23.547,0.0,462.397,55.306,6.379,48.927,,407.091,487.803,,198.079,198.079,,,,57.859,,,,,412.299,,,412.299,668.237,200.0,,,,,0.0,,,,,0.0,200.0,868.237,0.0,335.552,,,-1228.549,1387.865,0.0,494.868,0.0,494.868,1363.105,
03/31/2004,1449.637,211.298,211.298,0.0,19.86,136.5,,559.377,5.054,29.852,585.101,0.0,116.828,,,,907.363,25.211,,,0.0,517.063,55.306,6.379,48.927,,461.757,542.274,,190.522,190.522,,,,94.391,,,,,447.343,,,447.343,732.256,200.0,,,,,0.0,,,,,0.0,200.0,932.256,0.0,357.762,,,-1328.86,1488.48,-0.001,517.381,0.0,517.381,1449.637,
06/30/2004,1495.481,142.851,142.851,0.0,22.795,22.795,,650.706,6.639,22.576,621.491,0.0,179.054,,,,995.406,24.906,,,0.0,475.169,55.306,6.379,48.927,,419.863,500.075,,207.806,207.806,,,,95.89,,,,,480.357,,,480.357,784.053,200.0,,,,,0.0,,,,,0.0,200.0,984.053,0.0,364.328,,,-1457.35,1604.45,0.0,511.428,0.0,511.428,1495.481,
09/30/2004,1706.444,260.89,260.89,0.0,16.001,16.001,,706.306,11.747,35.456,659.103,0.0,194.092,,,,1177.289,25.476,,,0.0,503.679,55.306,6.379,48.927,,448.373,529.155,,238.597,238.597,,,,106.573,,,,,513.294,,,513.294,858.464,200.0,,,,,0.0,,,,,0.0,200.0,1058.464,0.0,375.413,,,-1479.56,1752.13,-0.003,647.98,0.0,647.98,1706.444,
12/31/2004,1777.967,367.365,367.365,0.0,14.02,14.02,,588.54,9.718,40.052,538.77,0.0,0.0,,,,969.925,26.326,54.254,-27.928,0.0,781.716,55.432,6.379,49.053,,726.284,808.042,,226.951,226.951,,,,,,,,,502.218,,,502.218,729.169,213.803,,,,,0.0,,,,,0.0,213.803,942.972,0.0,406.911,,,-1482.985,1911.069,0.0,834.995,0.0,834.995,1777.967,
03/31/2005,1844.526,253.699,253.699,0.0,17.119,17.119,,692.38,4.453,47.588,640.339,0.0,0.0,,,,963.198,26.229,,,0.0,855.099,60.089,10.579,49.51,,795.01,881.328,,209.821,209.821,,,,0.0,,,,,546.373,,,546.373,756.194,302.361,,,,,0.0,,,,,0.0,302.361,1058.555,0.0,458.455,,,-1701.483,2028.999,0.0,785.971,0.0,785.971,1844.526,
06/30/2005,2114.611,265.079,265.079,0.0,36.346,36.346,,809.393,12.098,42.419,754.876,0.0,,,,,1110.818,26.481,,,0.0,977.312,60.048,48.927,11.121,,917.264,1003.793,,253.875,253.875,,,,0.0,,,,,713.11,,,713.11,966.985,331.236,,,,,0.0,,,,,0.0,331.236,1298.221,0.0,464.36,,,-1844.618,2196.648,0.0,816.39,0.0,816.39,2114.611,
