Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Source: Bloomberg
12/31/1982,,,,,,,,,,,,
03/31/1983,,,,,,,,,,,,
06/30/1983,,,,,,,,,,,,
09/30/1983,,,,,,,,,,,,
12/31/1983,,,,,,,,,,,,
03/31/1984,,,,,,,,,2.105815,,,
06/30/1984,,,,,,,,,2.23309,,,
09/30/1984,,,,,,,,,2.614914,,,
12/31/1984,,,,,,,,,2.753759,,,
03/31/1985,,,,,,,,,3.274427,,,
06/30/1985,,,,,,,,,3.702533,,,
09/30/1985,,,,,,,,,3.35542,,,
12/31/1985,,,,,,,,,3.471124,,,
03/31/1986,,,,,,,,,4.234772,,,
06/30/1986,,,,,,,,,4.963708,,,
09/30/1986,,,,,,,,,4.651307,,,
12/31/1986,,,,,,,,,4.269483,,,
03/31/1987,,,,,,,,,4.338905,,,
06/30/1987,,,,,,,,,4.200061,,,
09/30/1987,,,,,,,,,4.356261,,,
12/31/1987,,,,,,,,,3.089301,,,
03/31/1988,,,,,,,,,3.748814,,,
06/30/1988,,,,,,,,,3.592614,,,
09/30/1988,,,,,,,,,3.957082,,,
12/31/1988,,,,,,,,,3.401702,,,
03/31/1989,,,,,,,,,3.696747,,,
06/30/1989,,,,,,,,,3.609969,,,
09/30/1989,,,,,,,,,3.800881,,,
12/31/1989,,,,,,,,,3.453769,,,
03/31/1990,,0.073872,0.073872,0.073872,1.008693,,,,3.332279,382.656006,0.074481,
06/30/1990,,0.072016,0.076808,0.067472,0.890991,,,,3.019878,346.912496,0.06811,
09/30/1990,,0.068934,0.075156,0.057932,0.739449,,,,2.551276,292.180875,0.057835,
12/31/1990,7.516611,0.064011,0.072392,0.056654,0.89354,,0.4878,,3.141368,355.428795,0.066519,
03/31/1991,6.963315,0.071378,0.077746,0.063982,0.993874,,0.548004,,3.557903,403.38874,0.076191,
06/30/1991,8.572404,0.086846,0.092545,0.076034,1.188555,,0.670637,,4.356261,494.218995,0.091573,
09/30/1991,9.482759,0.103657,0.113462,0.092608,1.330654,,0.754303,,4.963708,568.460751,0.098931,
12/31/1991,8.963283,0.104795,0.113806,0.097167,1.530252,,0.787937,,5.762066,823.9825,0.121329,
03/31/1992,10.295567,0.10752,0.123096,0.092777,1.870411,,0.99873,,7.25465,1040.66324,0.154185,
06/30/1992,9.95666,0.121389,0.130354,0.115532,1.764617,,1.050095,,7.575729,1017.954397,0.153601,
09/30/1992,9.222886,0.128154,0.136177,0.11909,1.694773,,1.0607,,7.497629,1008.612007,0.153916,
12/31/1992,11.520376,0.131942,0.135932,0.127049,1.729703,,1.247175,,7.653829,1033.520213,0.149423,
03/31/1993,13.348765,0.141657,0.173236,0.124024,2.12875,,1.484122,,9.007568,1368.473282,0.194907,
06/30/1993,12.980769,0.165032,0.188257,0.151733,1.951551,,1.405933,,8.434832,1278.01799,0.18491,
09/30/1993,13.20132,0.164927,0.177082,0.158764,1.876988,,1.377651,,8.330699,1274.919968,0.184148,
12/31/1993,11.63142,0.15427,0.164589,0.146493,1.778057,,1.286954,,8.018297,1233.232039,0.166595,
03/31/1994,10.835694,0.145923,0.15125,0.138649,1.748244,,1.211142,,7.96623,1312.280949,0.168877,
06/30/1994,11.574074,0.168412,0.185336,0.137609,1.974276,,1.333966,,9.111702,1503.162575,0.197602,
09/30/1994,11.138614,0.190831,0.200088,0.181999,1.977311,,1.338915,,9.372036,1548.045044,0.198621,
12/31/1994,9.476744,0.179454,0.19626,0.164239,1.791853,,1.202638,,8.486899,1388.515541,0.176201,
03/31/1995,10.036058,0.165995,0.17381,0.158653,1.781991,,1.226231,,8.695167,1425.846018,0.179699,
