Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1998,,,,,,,,,,,11.5625,,
03/31/1999,4.489011,,,,,,,,,,22.15625,26162.535833,
06/30/1999,5.345524,,,,,,,,,,28.5,34008.810974,
09/30/1999,8.101921,,,,,,,,,,37.28125,42860.218784,
12/31/1999,14.106841,,,,14.907566,,,18.335758,,,51.25,58307.711151,
03/31/2000,20.055798,,,,16.318658,,,18.710095,,,65.5,71019.780151,
06/30/2000,20.786841,64029.888382,70047.424718,57463.191868,12.534657,,,14.921433,,,59.5,67680.635315,
09/30/2000,13.644628,59428.622063,71610.34768,38440.888951,6.258167,,,8.491722,,,35.125,45845.107819,
12/31/2000,14.593512,39880.953343,48487.384963,31336.196459,3.118756,,,5.476067,,,20.4375,34723.737999,
03/31/2001,17.899904,37776.401002,45088.830514,30706.743523,2.5857,,,4.775693,83.85037,,19.0,34127.100464,
06/30/2001,25.17766,37531.182767,41637.400652,31389.895219,2.962531,,,5.039698,45.226607,,24.15,40116.0,
09/30/2001,21.77639,40478.002571,42811.036974,37653.23565,2.900465,177.099817,,4.696258,35.8316,,26.29,41815.476814,
12/31/2001,26.409372,40427.887245,43808.396075,36985.410285,2.486846,225.288016,,4.292581,27.591109,,24.41,41745.347298,
03/31/2002,12.587125,37182.827763,43665.919652,34041.10252,0.973974,22.882053,,2.542265,13.944777,,10.29,26815.806538,
06/30/2002,5.9634,25353.901088,28967.400042,20457.572011,0.398934,3.188899,,1.989689,10.216636,380.266663,4.47,22435.733109,
09/30/2002,2.663731,22119.139423,24320.812949,19958.835662,0.168464,1.415009,,1.692282,7.918373,64.110811,1.96,19938.462205,
12/31/2002,9.123175,22012.339933,24255.814648,19862.235484,0.368535,2.192099,,1.725453,7.233724,33.98552,4.38,20833.123947,
03/31/2003,14.816758,20664.569547,21628.690189,20026.263936,0.364912,2.06097,,1.711233,7.001964,33.223037,4.36,20830.844106,
06/30/2003,26.176557,20551.210787,21610.915433,19919.597149,0.479406,2.620228,20.905696,1.772159,7.051226,33.045244,5.75,21710.725281,
09/30/2003,31.047001,21620.552747,22276.086416,20170.504258,0.472474,2.217541,6.925434,1.622404,6.174771,25.059599,5.73,20172.97714,
12/31/2003,,19327.716962,21244.147088,18476.475372,0.455663,1.806696,5.483398,1.674228,6.250647,23.27048,5.62,21245.948137,
03/31/2004,,24587.261637,25150.306623,24238.10225,0.720607,2.665653,7.993321,1.876249,6.954151,24.149375,9.2,24728.960449,
