Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2000,886.820007,582.179993,110.154999,472.024994,35.021999,,,0.0,0.0,0.0,0.0,0.0,30.693001,,,,647.89502,98.947998,179.654007,-80.706001,40.002998,,,99.973999,82.944,,,17.029999,238.924995,,17.497,17.497,,,,0.0,,,,,,58.814997,,,58.814997,76.311996,187.813995,187.813995,0.0,0.0,,0.0,,,,,,0.0,187.813995,264.125992,0,689.458008,,,0,,-66.764,622.694008,0,622.694008,886.82,
03/31/2001,851.942993,567.340004,114.689003,452.651001,21.6,,,0.0,0.0,0.0,0.0,0.0,20.913,,,,609.853027,95.835999,184.468994,-88.633003,47.584,,,98.669998,79.953003,,,18.716995,242.089996,,8.317,8.317,,,,0.0,0.0,0.0,0.0,,,53.990998,,,53.990998,62.307999,179.580002,179.580002,0.0,0.0,,0.0,,,,,,0.0,179.580002,241.888,0,690.362976,,,0,,-80.307999,610.054977,0,610.054977,851.942978,
06/30/2001,852.067993,539.401009,64.394997,475.006012,31.580999,,,0.0,0.0,0.0,0.0,0.0,21.488001,,,,592.469971,92.163002,188.436005,-96.273003,66.425003,,,101.010002,76.960999,,,24.049004,259.598007,,8.428,8.428,,,,0.0,0.0,0.0,0.0,,,59.878999,,,59.878999,68.306999,179.468994,179.468994,0.0,0.0,,0.0,,,,,,0.0,179.468994,247.775993,0,695.984009,,,0,,-91.692001,604.292007,0,604.292007,852.068001,
09/30/2001,825.640015,517.546013,45.487999,472.058014,44.117001,,,0.0,0.0,0.0,0.0,0.0,31.252001,,,,592.914978,80.194,,,52.089001,,,100.442001,73.970001,,,26.472,232.725002,,8.212,8.212,,,,0.0,0.0,0.0,0.0,,,54.633001,,,54.633001,62.845001,179.358002,179.358002,0.0,0.0,,0.0,,,,,,0.0,179.358002,242.203003,0,696.945007,,,0,,-113.508003,583.437004,0,583.437004,825.640007,
12/31/2001,705.559021,507.903004,43.368,464.535004,54.037998,,,0.0,0.0,0.0,0.0,0.0,29.280001,,,,591.221008,47.926998,135.432007,-87.504997,45.271999,,,21.139,2.914,,,18.225,114.337997,,7.347,7.347,,,,0.0,0.0,0.0,0.0,,,78.761002,,,78.761002,86.108002,179.248001,179.248001,0.0,0.0,,0.0,,,,,,0.0,179.248001,265.356003,0,707.479004,,,0,,-267.276001,440.203003,0,440.203003,705.559006,
03/31/2002,666.846985,491.709984,99.155998,392.553986,27.691,27.691,,0.0,0.0,0.0,0.0,0.0,28.040001,,,,547.440979,45.307999,136.0,-90.692001,49.297001,,,24.801001,2.786,,,22.015001,119.406,,6.485,6.485,,,,0.0,0.0,0.0,0.0,,,59.814003,,,59.814003,66.299004,179.136993,179.136993,0.0,0.0,,0.0,,,,,,0.0,179.136993,245.435997,0,710.372986,,,0,-281.579987,-7.382019,421.41098,0,421.41098,666.846977,
06/30/2002,645.736023,476.151009,44.193001,431.958008,25.129,,,0.0,0.0,0.0,0.0,0.0,26.24,,,,527.52002,45.264,140.024002,-94.760002,45.689999,,,27.261999,,,,27.261999,118.215998,,8.447,8.447,,,,0.0,0.0,0.0,0.0,,,60.766997,,,60.766997,69.213997,172.25,172.25,0.0,0.0,,0.0,,,,,,0.0,172.25,241.463997,0,712.164978,,,0,,-307.893005,404.271973,0,404.271973,645.73597,
09/30/2002,603.054016,452.828987,15.736,437.092987,14.78,14.78,,0.0,0.0,0.0,0.0,0.0,21.700001,,,,489.30899,44.422001,141.774002,-97.351997,44.644001,,,24.679001,24.679001,,,0.0,113.745003,,7.216,7.216,,,,0.0,0.0,0.0,0.0,,,53.213001,,,53.213001,60.429001,172.143005,172.143005,0.0,0.0,,0.0,,,,,,0.0,172.143005,232.572006,0,712.788025,,,0,-337.532013,-4.773987,370.482025,0,370.482025,603.054031,
12/31/2002,552.138977,429.017996,22.927999,406.089996,8.485,,,0.0,0.0,0.0,0.0,0.0,21.268,,,,458.770996,31.787001,131.283997,-99.497002,35.514999,,,26.066,26.066,,,0.0,93.368,,9.073,9.073,,,,0.0,0.0,0.0,0.0,,,68.620001,,,68.620001,77.693001,172.035995,172.035995,0.0,0.0,,0.0,,,,,,0.0,172.035995,249.728996,0,708.22998,,,0,,-405.820007,302.409973,0,302.409973,552.138969,
03/31/2003,496.877991,376.183997,10.637,365.546997,8.024,8.024,,0.0,0.0,0.0,0.0,0.0,17.698,,,,401.906006,33.789001,121.903999,-88.114998,33.749001,,,27.434,27.434,,,0.0,94.972002,,7.466,7.466,,,,0.0,0.0,0.0,0.0,,,53.472999,,,53.472999,60.938999,171.929993,171.929993,0.0,0.0,,0.0,,,,,,0.0,171.929993,232.868992,0,725.63501,,,0,-460.808014,-0.817993,264.009003,0,264.009003,496.877995,
06/30/2003,470.475006,360.638992,22.014999,338.623993,7.515,7.515,,0.0,0.0,0.0,0.0,0.0,10.399,,,,378.553009,32.021,,,31.358,,,28.542999,28.542999,,,0.0,91.921999,,5.416,5.416,,,,0.0,0.0,0.0,0.0,,,55.880002,,,55.880002,61.296001,171.822998,171.822998,0.0,0.0,,0.0,,,,,,0.0,171.822998,233.118999,0,726.744019,,,0,0.0,-489.388,237.356018,0,237.356018,470.475018,
09/30/2003,415.437012,315.097985,14.307,300.790985,10.179,10.179,,0.0,0.0,0.0,0.0,0.0,12.557,,,,337.834015,30.785999,124.583,-93.796997,18.208,,,28.608999,28.608999,,,0.0,77.602999,,7.157,7.157,,,,0.0,0.0,0.0,0.0,,,46.324998,,,46.324998,53.481998,167.889999,167.889999,0.0,0.0,,0.0,,,,,,0.0,167.889999,221.371998,0,726.184998,,,0,0.0,-532.119995,194.065002,0,194.065002,415.437,
12/31/2003,379.545013,293.807009,29.698,264.109009,5.733,,,0.0,0.0,0.0,0.0,0.0,11.387,,,,310.927002,27.337,91.879997,-64.542999,16.195999,,,25.084999,25.084999,,,0.0,68.617998,,6.45,6.45,,,,0.0,0.0,0.0,0.0,,,50.975999,,,50.975999,57.425999,167.785995,167.785995,0.0,0.0,,0.0,,,,,,0.0,167.785995,225.211994,0,727.034973,,,0,,-572.702026,154.332947,0,154.332947,379.544941,
03/31/2004,582.468018,500.706985,135.847,364.859985,3.909,3.909,,0.0,0.0,0.0,0.0,0.0,9.503,,,,514.119019,22.846001,51.830002,-28.983999,13.272,,,32.230999,32.230999,,,0.0,68.349,,5.49,5.49,,,,0.0,0.0,0.0,0.0,,,41.477999,,,41.477999,46.967999,417.682007,417.682007,0.0,0.0,,0.0,,,,,,0.0,417.682007,464.650005,0,727.843994,,,0,0.0,-610.026001,117.817993,0,117.817993,582.467999,
06/30/2004,538.117981,473.555008,152.932999,320.622009,3.336,3.336,,0.0,0.0,0.0,0.0,0.0,6.504,,,,483.394989,11.535,23.532,-11.997,13.158,,,30.030001,30.030001,,,0.0,54.723001,,5.01,5.01,,,,0.0,0.0,0.0,0.0,,,62.897997,,,62.897997,67.907997,417.578003,417.578003,0.0,0.0,,0.0,,,,,,0.0,417.578003,485.486,0,729.869995,,,0,0.0,-677.237976,52.632019,0,52.632019,538.118019,
09/30/2004,470.503998,412.562012,78.723999,333.838013,2.679,,,0.0,0.0,0.0,0.0,0.0,5.602,,,,420.842987,10.511,23.563,-13.052,11.755,,,27.395,27.395,,,0.0,49.661,,2.95,2.95,,,,0.0,0.0,0.0,0.0,,,57.947999,,,57.947999,60.897999,378.846008,378.846008,0.0,0.0,,0.0,,,,,,0.0,378.846008,439.744007,0,731.007019,,,0,-698.778015,-1.468872,30.760132,0,30.760132,470.504139,
12/31/2004,516.919,469.764,132.18,337.584,2.143,2.143,,0.0,0.0,0.0,0.0,0.0,9.406,,,,481.313,9.959,21.69,-11.731,11.427,,,14.22,14.22,0.0,14.22,0.0,35.606,,2.321,2.321,,,,0.0,0.0,0.0,0.0,,,29.16,,,29.16,31.481,378.766,378.766,0.0,0.0,,28.155,,,,,,28.155,406.921,438.402,0,817.233,,,0,-736.304,-2.412,78.517,0,78.517,516.919,
03/31/2005,487.458008,448.694,104.835999,343.858002,2.547,2.547,,0.0,0.0,0.0,0.0,0.0,6.251,,,,457.492004,9.011,,,7.348,,,13.607,13.607,0.0,13.607,0.0,29.966,,2.322,2.322,,,,0.0,0.0,0.0,0.0,,,19.317999,,,19.317999,21.639999,378.686005,378.686005,0.0,0.0,,27.264,,,,,,27.264,405.950005,427.590004,0,817.14502,,,0,-756.434998,-0.84198,59.868042,0,59.868042,487.458046,
06/30/2005,436.647003,401.449001,37.176998,364.272003,0.931,0.931,,0.0,0.0,0.0,0.0,0.0,5.478,,,,407.858002,8.883,,,7.387,,,12.519,12.519,0.0,12.519,0.0,28.789001,,4.183,4.183,,,,0.0,0.0,0.0,0.0,,,22.850001,,,22.850001,27.033001,349.506012,349.506012,0.0,0.0,,26.357,,,,,,26.357,375.863012,402.896013,0,818.098999,,,0,-781.580017,-2.768005,33.750977,0,33.750977,436.64699,
09/30/2005,398.109009,364.038002,49.196999,314.841003,1.045,1.045,,0.0,0.0,0.0,0.0,0.0,5.738,,,,370.821014,8.119,,,7.386,,,11.783,11.783,0.0,11.783,0.0,27.288001,,4.372,4.372,,,,0.0,0.0,0.0,0.0,,,22.912,,,22.912,27.284,341.919006,341.919006,0.0,0.0,,25.391001,,,,,,25.391001,367.310007,394.594007,0,818.185974,,,0,-811.791016,-2.880005,3.514954,0,3.514954,398.108961,
12/31/2005,374.108002,344.97099,11.494,333.47699,1.423,1.423,,0.0,0.0,0.0,0.0,0.0,7.582,,,,353.976013,7.667,23.322001,-15.655,1.368,,,11.097,11.097,0.0,11.097,0.0,20.132,,3.573,3.573,,,,0.0,0.0,0.0,0.0,,,24.284,,,24.284,27.857,341.862,341.862,0.0,0.0,,23.785999,,,,,,23.785999,365.647999,393.504999,0,818.721985,,,0,-839.346985,1.227966,-19.397034,0,-19.397034,374.107965,
03/31/2006,398.756012,321.499008,48.804001,272.695007,1.584,1.584,,0.0,0.0,0.0,0.0,0.0,6.096,,,,329.178986,6.837,,,52.332001,,,10.408,10.408,0.0,10.408,0.0,69.577001,,5.909,5.909,,,,91.804001,,,,,,42.628994,,,42.628994,140.341995,256.829987,,,,,39.355,,,,,,39.355,296.184986,436.526981,0,821.288025,,,0,-856.653015,-2.406006,-37.770996,0,-37.770996,398.755985,
06/30/2006,375.112,289.745998,35.938,253.807999,1.346,1.346,,0.0,0.0,0.0,0.0,0.0,5.075,,,,296.166992,6.253,,,62.907001,,,9.785,9.785,0.0,9.785,0.0,78.945001,,5.377,5.377,,,,91.747002,,,,,,43.827003,,,43.827003,140.951004,256.925995,,,,,31.959999,,,,,,31.959999,288.885994,429.836998,0,824.257019,,,0,-877.172974,-1.809021,-54.724976,0,-54.724976,375.112022,
09/30/2006,464.885986,426.301003,115.920998,310.380005,1.39,1.39,,0.0,0.0,0.0,0.0,0.0,4.31,,,,432.001007,5.741,,,17.790001,,,9.354,9.354,0.0,9.354,0.0,32.885001,,3.704,3.704,,,,91.690002,91.690002,0.0,0.0,,,41.398997,,,41.398997,136.792999,369.041992,369.041992,0.0,0.0,,25.201,,,,,,25.201,394.242992,531.035992,0,826.338989,,,0,-893.01001,0.520996,-66.150024,0,-66.150024,464.885967,
12/31/2006,353.602997,318.573006,18.861,299.712006,2.073,2.073,,0.0,0.0,0.0,0.0,0.0,7.115,,,,327.760986,5.89,24.848,-18.958,11.237,,,8.715,8.715,0.0,8.715,0.0,25.842,,5.916,5.916,,,,0.0,0.0,0.0,0.0,,,43.424,,,43.424,49.34,371.102997,371.102997,0.0,0.0,,18.068001,,,,,,18.068001,389.170998,438.510998,0,829.02002,,,0,-913.513,-0.414978,-84.907959,0,-84.907959,353.603039,
03/31/2007,324.933014,293.778011,20.298,273.480011,1.44,1.44,,0.0,0.0,0.0,0.0,0.0,5.204,,,,300.421997,5.197,,,11.11,,,8.204,8.204,,,0.0,24.511,,4.511,4.511,,,,0.0,,,,,,35.139001,,,35.139001,39.650002,373.199005,,,,,16.561001,,,,,,16.561001,389.760006,429.410007,0,831.325989,,,0,-935.659973,-0.143005,-104.47699,0,-104.47699,324.933018,
06/30/2007,308.798,281.468,33.935,247.533,1.267,1.267,,0.0,0.0,0.0,0.0,0.0,5.577,,,,288.312,4.539,,,8.337,,8.337,7.61,7.61,,,0.0,20.486,,4.959,4.959,,,,0.0,,,,,,33.233,,,33.233,38.192,375.333,,,,,14.908,,,,,,14.908,390.241,428.433,0,834.77,,,0,-954.099,-0.306,-119.635,0,-119.635,308.798,
09/30/2007,282.683,264.944,95.629,169.315,1.276,1.276,,0.0,0.0,0.0,0.0,0.0,4.634,,,,270.854,3.874,,,0.917,,,7.038,7.038,,,0.0,11.829,,6.421,6.421,,,,0.0,,,,,,26.793,,,26.793,33.214,377.503,,,,,13.439,,,,,,13.439,390.942,424.156,0,837.476,,,0,-978.593,-0.356,-141.473,0,-141.473,282.683,
12/31/2007,275.695007,256.43,108.853996,147.576004,1.551,1.551,,0.0,0.0,0.0,0.0,0.0,6.431,,,,264.411987,3.943,25.686001,-21.743,0.897,,,6.443,6.443,0.0,6.443,0.0,11.283,,7.806,7.806,,,,0.0,0.0,0.0,0.0,,,28.789001,,,28.789001,36.595001,386.556,386.556,0.0,0.0,,12.061,,,,,,12.061,398.617,435.212001,0,841.405029,,,0,-1000.393982,-0.528015,-159.516968,0,-159.516968,275.695033,
03/31/2008,237.011002,219.112999,162.740997,56.372002,0.84,0.84,,0.0,0.0,0.0,0.0,0.0,7.642,,,,227.595001,3.501,,,0.039,,,5.876,5.876,,,0.0,9.416,,13.228,13.228,,,,0.0,,,,,,21.076001,,,21.076001,34.304001,388.897003,,,,,10.858,,,,,,10.858,399.755003,434.059004,0,845.268982,,,0,-1040.551025,-1.765991,-197.048035,0,-197.048035,237.010969,
06/30/2008,204.735001,186.021004,134.712006,51.308998,0.787,0.787,,0.0,0.0,0.0,0.0,0.0,7.247,,,,194.054993,3.11,,,2.011,,,5.559,5.559,,,0.0,10.68,,13.481,13.481,,,,0.0,,,,,,28.170001,,,28.170001,41.651001,391.278992,,,,,9.0,,,,,,9.0,400.278992,441.929993,0,850.776978,,,0,-1086.11499,-1.857056,-237.195068,0,-237.195068,204.734924,
