Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2004,,,,,,,14.035088,,12.479311,8.606422,9.003641,9.003641,,31.034483,0.0,,
06/30/2004,,,,,,,16.660953,,15.049709,9.187521,9.187521,9.187521,,38.952164,0.0,,
09/30/2004,,,,,,,18.906883,,16.477733,10.97166,10.97166,10.97166,,33.415233,11.743173,,
12/31/2004,,,,,,,18.044545,,15.666289,13.061533,13.061533,13.061533,,16.626506,9.299422,,
03/31/2005,,8.061446,1.148277,7.343587,5.010036,,21.294523,,18.536959,12.33244,12.33244,12.33244,,33.471074,9.867081,7.266017,
06/30/2005,,9.958101,1.203575,8.015488,14.195153,,18.429119,-1.628664,15.785441,10.91954,10.91954,10.91954,,30.825243,10.728421,8.889754,
09/30/2005,,9.87693,1.21292,8.019285,14.611472,,19.596651,30.379747,16.856925,11.681887,11.681887,11.681887,,30.699774,11.400651,8.750896,
12/31/2005,,9.329156,1.165454,7.796693,3.703439,,20.301318,1016.666667,17.288136,11.563089,11.563089,11.563089,,33.115468,11.287296,8.276147,
03/31/2006,,9.864789,1.182172,7.922266,3.925584,,22.727273,-0.591716,19.369369,13.185913,13.677314,13.677314,,31.92389,10.877329,8.791764,
06/30/2006,,9.838233,1.215563,8.002465,3.784237,,20.809024,,17.386231,11.901984,12.329833,12.329833,,31.543624,11.437908,8.712945,
09/30/2006,,9.475542,1.182002,7.733844,3.079284,,19.847036,,16.520076,11.24283,11.625239,11.625239,,31.944444,13.605442,8.186352,
12/31/2006,,9.96997,1.226648,8.046394,2.771858,,22.882951,3450.0,18.855852,13.586752,14.038389,14.038389,,27.944112,11.080332,8.865264,
03/31/2007,,10.222601,1.217749,8.193302,3.453389,,20.516605,0.373134,16.568266,11.586716,11.95572,11.95572,,30.066815,12.640127,8.930452,
