Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1993,,53.751999,53.751999,,0.240698,,,0.055,0.055,,0.055,0.055,0.055,,,,,,,
06/30/1993,,56.568001,56.568001,,0.290358,,,0.06,0.06,,0.06,0.06,0.06,,,,,,,
09/30/1993,,56.556,56.556,,0.250513,,,0.065,0.065,,0.065,0.065,0.065,,,,,,,
12/31/1993,,64.092003,64.092003,,0.259736,,,0.0625,0.0625,,0.0625,0.0625,0.0625,,,,,,,
03/31/1994,66.216003,71.475998,71.475998,,0.193855,0.139431,0.054662,0.04,0.04,,0.04,0.04,0.04,,0.278639,,0.812628,2.357421,,
06/30/1994,66.375999,71.428001,71.428001,,0.229588,0.180335,0.071947,0.0475,0.0475,,0.0475,0.0475,0.0475,,0.082335,,0.490253,2.410299,,
09/30/1994,66.620003,72.192001,72.192001,,0.262453,0.221049,0.08796,0.06,0.06,,0.06,0.06,0.06,,0.361065,,0.384029,2.481432,,
12/31/1994,66.671996,72.168,72.168,,0.28442,0.228384,0.079994,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,,0.22528,,0.279608,2.542162,,
03/31/1995,67.300003,71.683998,71.683998,,0.265457,0.208624,0.068411,0.0475,0.0475,,0.0475,0.0475,0.0475,,0.175297,-0.122831,0.147578,2.57575,,
06/30/1995,68.372002,72.396004,72.396004,,0.342712,0.26996,0.091732,0.06,0.06,,0.06,0.06,0.06,,0.322214,-0.053456,0.276487,2.678055,,
09/30/1995,68.660004,73.195999,73.195999,,0.336385,0.261572,0.076712,0.0525,0.0525,,0.0525,0.0525,0.0525,,0.266941,-0.024018,0.114812,2.74582,,
12/31/1995,68.716004,73.484,73.484,,0.355669,0.278768,0.096157,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,,0.166131,-0.346783,0.182388,2.816971,,
03/31/1996,69.524002,73.568001,73.568001,,0.448048,0.364887,0.164786,0.1075,0.1075,0.1075,0.1075,0.1075,0.1075,,0.473902,0.250639,0.266469,2.918675,,
06/30/1996,69.884003,74.648003,74.648003,,0.442249,0.358844,0.162925,0.1075,0.1075,0.1075,0.1075,0.1075,0.1075,,0.351503,-0.093867,0.276916,3.047579,,
09/30/1996,70.132004,75.099998,75.099998,,0.476684,0.389707,0.174141,0.115,0.115,0.115,0.115,0.115,0.115,,0.632863,-0.131092,0.598258,3.187432,,
12/31/1996,35.236,37.694,37.694,,1.25967,1.058975,0.568419,0.37,0.37,0.37,0.37,0.37,0.37,,0.500424,-0.892184,0.377171,6.808435,,
03/31/1997,70.704002,75.517998,70.5,,0.665631,0.538454,0.258255,0.17,0.17,0.17,0.155,0.155,0.155,,0.602411,-0.011504,0.181305,3.578128,,
06/30/1997,71.356003,75.613998,71.010002,,0.596324,0.485439,0.172539,0.11,0.11,0.11,0.105,0.105,0.105,,0.422588,-0.45971,0.185745,3.739419,,
09/30/1997,71.758003,76.426003,71.517998,,0.697209,0.554616,0.198873,0.12,0.12,0.12,0.115,0.115,0.115,,0.626304,-0.440351,0.212924,3.877477,,
12/31/1997,71.952004,76.424004,71.928002,,0.837838,0.705205,0.335599,0.17,0.17,0.245,0.16,0.16,0.235,0.0,0.598765,-0.245746,0.114201,4.058928,,
03/31/1998,72.297997,76.568001,72.101997,,0.693212,0.541844,0.162215,0.095,0.095,0.095,0.09,0.09,0.09,0.0,0.650065,-0.293445,0.376691,4.150821,,
06/30/1998,72.37997,76.696,72.35,,0.68973,0.905791,0.107602,0.05,0.05,0.05,0.05,0.05,0.05,,1.13226,-0.836448,0.140619,4.207379,,
09/30/1998,80.46098,77.552,73.442,,0.616759,1.244588,0.059598,0.01,0.01,0.01,0.01,0.01,0.01,,1.695583,-1.998815,0.042182,4.841117,,
12/31/1998,80.860001,80.601997,80.601562,,0.626601,0.463812,0.015694,-0.855,-0.855,-0.01,-0.855,-0.855,-0.01,0.0,0.273543,-0.317847,0.001138,4.006283,,
03/31/1999,81.494,81.024,81.024,,0.653066,0.494002,0.039939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377394,0.019698,0.001706,4.018087,4.018087,
06/30/1999,82.78,84.442,82.156,,0.731194,0.571425,0.120332,0.055,0.055,0.055,0.05,0.05,0.05,0.0,0.534861,0.25101,0.044467,4.111404,4.111404,
09/30/1999,83.208,85.18,83.034,,0.947178,0.735614,0.27337,0.15,0.15,0.15,0.144997,0.145,0.145,0.0,0.708276,-0.572934,0.36565,4.276368,4.276368,
12/31/1999,83.47,85.172,83.308,,1.083233,0.837062,0.351971,0.2,0.2,0.2,0.195,0.195,0.195,0.0,0.619052,0.125054,0.50127,4.492848,4.492848,
03/31/2000,83.47,85.682,83.764,,1.134604,0.853684,0.362304,0.205,0.205,0.205,0.2,0.2,0.2,0.0,0.72364,-1.446254,0.315347,4.780184,4.780184,
06/30/2000,84.96,94.644,84.804,,1.401797,1.129675,0.57785,0.35,0.35,0.35,0.33,0.33,0.33,0.0,0.617707,0.109912,0.229579,5.089218,5.089218,
