Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,54.759998,,,,,,,-46.428001,,,,,,8.332,-0.076,,,,0.0,0.076,8.256,-2.5,5.756,0.0,,,5.756,0.0,5.756,-0.117,,5.639,5.639,,264.023987,0.02125,0.02125,,264.023987,0.02125,0.02125,0.02125,
09/30/1992,61.587002,,,,,,,-49.189999,,,,,,12.397,-0.164,,,,0.0,0.164,12.233,-3.607,8.626,0.0,,,8.626,0.0,8.626,-0.118,,8.508,8.508,,262.463989,0.03125,0.03125,,262.463989,0.03125,0.03125,0.03125,
12/31/1992,69.177002,,,,,,,-52.060001,,,,,,17.117001,-0.056,,,,0.0,0.056,17.061001,-5.22,11.841,0.0,,,11.841001,0.0,11.841,-0.078,,11.763,11.763,,264.600006,0.04375,0.04375,,264.600006,0.04375,0.04375,0.04375,
03/31/1993,76.172997,,,,,,,-63.515999,,,,,,12.657,0.962,,,,0.0,-0.962,13.619,-4.382,9.237,0.0,,,9.237,0.0,9.237,-0.001,,9.236,9.236,,300.623993,0.03,0.03,,300.623993,0.03,0.03,0.03,
06/30/1993,81.955002,,,-30.889999,,51.065002,,-39.714001,,,,,,11.351,0.81,,,,0.0,-0.81,12.161,-3.819,8.342,0.0,,,8.342,0.0,8.342,0.0,,8.342,8.342,,363.895996,0.0225,0.0225,,363.895996,0.0225,0.0225,0.0225,
09/30/1993,91.810997,,,-31.143999,,60.666998,,-38.300999,,,,,,22.365999,0.938,,,,0.0,-0.938,23.303999,-7.949,15.355,0.0,,,15.354999,0.0,15.355,0.0,,15.355,15.355,,367.984009,0.04125,0.04125,,367.984009,0.04125,0.04125,0.04125,
12/31/1993,105.324997,,,-31.969,,73.355997,,-45.403,,,,,,27.952999,0.593,,,,0.0,-0.593,28.545999,-9.598,18.948,0.0,,,18.948,0.0,18.948,0.0,,18.948,18.948,,373.575989,0.05125,0.05125,,373.575989,0.05125,0.05125,0.05125,
03/31/1994,115.265999,,,-34.875999,,80.39,,-50.946999,,,,,,29.443001,0.456,,,,0.0,-0.456,29.899001,-10.257,19.642,0.0,,,19.642001,0.0,19.642,0.0,,19.642,19.642,,383.256008,0.05125,0.05125,0.05125,383.256008,0.05125,0.05125,0.05125,
06/30/1994,109.577003,,,-39.095001,,70.482002,,-54.015999,,,,,,16.466,-21.167,,0.0,,0.0,21.167,-4.701,0.01,-4.691,0.0,,,-4.691,0.0,-4.691,0.0,,-4.691,-4.691,,354.903992,-0.01375,-0.01375,,354.903992,-0.01375,-0.01375,-0.01375,
09/30/1994,124.088997,,,-41.286999,,82.801998,,-57.959999,,,,,,24.841999,1.232,,0.0,,0.0,-1.232,26.073999,-8.605,17.469,0.0,,,17.469,0.0,17.469,0.0,,17.469,17.469,,381.880005,0.04625,0.04625,,381.880005,0.04625,0.04625,0.04625,
12/31/1994,147.503006,,,-44.542999,,102.960007,,-61.294998,,,,,,41.665001,-0.081,,0.0,,0.0,0.081,41.584001,-14.237,27.347,0.0,,,27.347,0.0,27.347,0.0,,27.347,27.347,,381.824005,0.07125,0.07125,,381.824005,0.07125,0.07125,0.07125,
03/31/1995,152.707993,,,-47.903,,104.804993,,-67.334,,,,,,37.471001,-5.247,,0.379,,0.0,4.868,32.224001,-10.252,21.972,0.0,,,21.972001,0.0,21.972,0.0,,21.972,21.972,,380.567992,0.0575,0.0575,0.0575,380.567992,0.0575,0.0575,0.0575,
06/30/1995,126.174004,,,-50.041,,76.133003,,-66.655998,,,,,,9.477,2.323,,0.0,,0.0,-2.323,11.8,-4.012,7.788,0.0,,,7.788,0.0,7.788,0.0,,7.788,7.788,,376.608002,0.02125,0.02125,0.02125,376.608002,0.02125,0.02125,0.02125,
09/30/1995,139.953995,,,-53.32,,86.633995,,-67.838997,,,,,,18.795,1.815,,0.0,,0.0,-1.815,20.61,-6.782,13.828,0.0,,,13.828,0.0,13.828,0.0,,13.828,13.828,,362.119995,0.03875,0.03875,0.03875,362.119995,0.03875,0.03875,0.03875,
12/31/1995,161.298004,,,-57.311001,,103.987003,,-71.741997,,,,,,32.244999,-23.343,,0.0,,0.0,23.343,8.901999,-11.269,-2.367,0.0,,,-2.367002,0.0,-2.367,0.0,,-2.367,-2.367,,338.824005,-0.0075,-0.0075,-0.0075,338.824005,-0.0075,-0.0075,-0.0075,
03/31/1996,186.932999,,,-60.556,,126.376999,,-79.495003,,,,,,46.882,-9.411,,0.0,,0.0,9.411,37.471,-12.478,24.993,0.0,,,24.993,0.0,24.993,0.0,,24.993,24.993,,346.984008,0.0725,0.0725,0.0725,346.984008,0.0725,0.0725,0.0725,
06/30/1996,162.337997,,,-66.599998,,95.737999,,-75.417,,,,,,20.320999,-15.438,,0.0,,0.0,15.438,4.882999,-1.626,3.257,0.0,,,3.256999,0.0,3.257,0.0,,3.257,3.257,,352.888,0.00875,0.00875,0.04125,352.888,0.00875,0.00875,0.04125,
09/30/1996,184.266006,,,-71.990997,,112.275009,,-81.509003,,,,,,30.766001,-4.072,,0.0,,0.0,4.072,26.694001,-10.594,16.1,0.0,,,16.100001,0.0,16.1,0.0,,16.1,16.1,,356.343994,0.045,0.045,0.06,356.343994,0.045,0.045,0.06,
12/31/1996,213.712997,,,-77.036003,,136.676994,,-89.656998,,,,,,47.02,1.325,,0.0,,0.0,-1.325,48.345001,-16.099001,32.245998,0.0,,,32.246,0.0,32.245998,0.0,,32.245998,32.245998,,341.343994,0.095,0.095,0.095,359.575989,0.09,0.09,0.09,
03/31/1997,252.578995,,,-82.936996,,169.641999,,-124.072998,,,,,,45.569,23.895,,0.0,,0.0,-23.895,69.464,-23.631001,45.833,0.0,,,45.832999,0.0,45.833,0.0,,45.833,45.833,,363.799984,0.125,0.125,0.125,363.799984,0.125,0.125,0.125,
06/30/1997,224.477997,,,-92.748001,,131.729996,,-91.732002,,,,,,39.998001,2.389,,,,0.0,-2.389,42.387001,-14.115,28.271999,0.0,,,28.272001,0.0,28.271999,0.0,,28.271999,28.271999,,344.776001,0.08,0.08,0.08,369.920013,0.075,0.075,0.075,
09/30/1997,247.380997,,,-99.706001,,147.674995,,-97.871002,,,,,,49.804001,2.145,,,,0.0,-2.145,51.949001,-17.299,34.650002,0.0,,,34.650001,0.0,34.650002,0.0,,34.650002,34.650002,,347.752014,0.1,0.1,0.1,378.420013,0.09,0.09,0.09,
12/31/1997,309.63501,,,-109.329002,,200.306007,,-118.785004,,,,,,81.521004,0.144,,,,0.0,-0.144,81.665004,-27.194,54.471001,0.0,,,54.471003,0.0,54.471001,0.0,,54.471001,54.471001,,357.062012,0.15,0.15,0.165,393.476013,0.14,0.14,0.15,
03/31/1998,357.824005,,,-118.241997,,239.582008,,-130.785995,,,,,,108.795998,5.973,,,,0.0,-5.973,114.768998,-38.217999,76.551003,0.0,,,76.550999,0.0,76.551003,0.0,,76.551003,76.551003,,359.5,0.21,0.21,0.215,397.612,0.19,0.19,0.195,
06/30/1998,338.622986,,,-128.626007,,209.996979,,-127.208,,,,,,82.789001,5.836,,0.0,,0.0,-5.836,88.625001,-29.778,58.847,0.0,,,58.847002,0.0,58.847,0.0,,58.847,58.847,,361.670013,0.16,0.16,0.16,398.743988,0.15,0.15,0.15,
09/30/1998,366.569,,,-139.992004,,226.576996,,-124.399002,,,,,,102.178001,4.044,,0.0,,0.0,-4.044,106.222002,-36.433998,69.788002,0.0,,,69.788003,0.0,69.788002,0.0,,69.788002,69.788002,,365.585999,0.19,0.19,0.195,402.160004,0.17,0.17,0.175,
12/31/1998,433.118011,,,-143.802002,,289.31601,,-147.996002,,,,,,141.320007,6.044,,0.0,,0.0,-6.044,147.364007,-50.104,97.260002,0.0,,,97.260007,0.0,97.260002,0.0,,97.260002,97.260002,,368.339996,0.26,0.26,0.27,403.127991,0.24,0.24,0.245,
