Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2005,6790.0,1105.0,1105.0,0.0,50.0,50.0,,361.0,116.0,245.0,0.0,0.0,324.0,,,,,,,1840.0,3982.0,,,71.0,,,,897.0,,,,,,,897.0,4950.0,,421.0,421.0,,,,0.0,,,,,89.0,,,89.0,510.0,1763.0,,,,713.0,,,,,,713.0,2476.0,2986.0,0.0,4218.0,,,0.0,-455.0,41.0,3804.0,0.0,3804.0,6790.0,
12/31/2005,6862.0,1037.0,1037.0,0.0,54.0,54.0,,402.0,,,,,255.0,,,,,,,1748.0,4146.0,8916.0,-4770.0,0.0,,,,968.0,,,,,,,968.0,5114.0,,386.0,386.0,,,,80.0,,,,,94.0,,,94.0,560.0,1721.0,,,,731.0,,,,,,731.0,2452.0,3012.0,0.0,4222.0,,,0.0,-341.0,-31.0,3850.0,0.0,3850.0,6862.0,
03/31/2006,21228.0,1245.0,1245.0,0.0,197.0,197.0,,789.0,783.0,74.0,113.0,-323.0,1958.0,,,,,,,4189.0,7729.0,,,270.0,,,,9040.0,7604.0,7604.0,0.0,,,,1436.0,17039.0,,636.0,636.0,,,,1571.0,,,,,1266.0,,,1266.0,3473.0,2967.0,,,,1425.0,,,,,,1425.0,4392.0,7865.0,0.0,13037.0,,,0.0,-117.0,-59.0,12861.0,502.0,13363.0,21228.0,
06/30/2006,20049.0,1430.0,1430.0,,313.0,313.0,,877.0,1020.0,82.0,116.0,-341.0,299.0,,,,,,,2919.0,7784.0,,,254.0,,254.0,,9092.0,7670.0,7670.0,0.0,,,,1422.0,17130.0,,587.0,587.0,,,,824.0,,,,,497.0,,,497.0,1908.0,2893.0,,,,1531.0,,,,,,1531.0,4424.0,6332.0,0.0,13064.0,,,0.0,246.0,-52.0,13258.0,459.0,13717.0,20049.0,
09/30/2006,20689.0,1766.0,1766.0,,286.0,286.0,,945.0,673.0,93.0,179.0,,349.0,,,,,,,3346.0,6927.0,,,234.0,,234.0,,10182.0,7711.0,7711.0,0.0,,,,2471.0,17343.0,,635.0,635.0,,,,831.0,,,,,527.0,,,527.0,1993.0,2888.0,,,,1583.0,,,,,,1583.0,4471.0,6464.0,0.0,13086.0,,,0.0,651.0,-60.0,13677.0,548.0,14225.0,20689.0,
12/31/2006,21510.0,3043.0,3043.0,0.0,234.0,234.0,,931.0,1016.0,114.0,169.0,-368.0,588.0,,,,,,,4796.0,8390.0,15309.0,-6919.0,646.0,,,,7678.0,5930.0,5855.0,75.0,,,,1748.0,16714.0,,686.0,686.0,,,,863.0,,,,,303.0,,,303.0,1852.0,3244.0,,,,2159.0,,,,,,2159.0,5403.0,7255.0,0.0,13106.0,,,0.0,974.0,119.0,14199.0,56.0,14255.0,21510.0,
03/31/2007,21486.0,2959.0,2959.0,,211.0,211.0,,946.0,373.0,141.0,136.0,296.0,645.0,,,,,,,4761.0,8381.0,,,688.0,,688.0,,7656.0,5929.0,5855.0,74.0,,,,1727.0,16725.0,,738.0,738.0,,,,861.0,,,,,340.0,,,340.0,1939.0,3238.0,,,,2223.0,,,,,,2223.0,5461.0,7400.0,0.0,13142.0,,,0.0,815.0,126.0,14083.0,3.0,14086.0,21486.0,
06/30/2007,20794.0,2584.0,2584.0,0.0,244.0,244.0,,981.0,973.0,105.0,99.0,-316.0,694.0,,,,,,,4503.0,8456.0,,,181.0,,,,7654.0,5928.0,5855.0,73.0,,,,1726.0,16291.0,,672.0,672.0,,,,256.0,,,,,215.0,,,215.0,1143.0,3181.0,,,,2078.0,,,,,,2078.0,5259.0,6402.0,0.0,13156.0,,,0.0,1081.0,93.0,14330.0,62.0,14392.0,20794.0,
09/30/2007,21421.0,2718.0,2718.0,,307.0,307.0,,1064.0,804.0,141.0,119.0,0.0,691.0,,,,,,,4780.0,8518.0,,,181.0,,,,7942.0,5975.0,5905.0,70.0,,,,1967.0,16641.0,,763.0,763.0,,,,238.0,,,,,236.0,,,236.0,1237.0,3188.0,,,,2115.0,,,,,,2115.0,5303.0,6540.0,0.0,13244.0,,,0.0,1426.0,121.0,14791.0,90.0,14881.0,21421.0,
12/31/2007,21951.0,2207.0,2207.0,0.0,256.0,256.0,,1129.0,863.0,114.0,152.0,,707.0,,,,,,,4299.0,8585.0,16488.0,-7903.0,1227.0,,,,7840.0,5915.0,5847.0,68.0,,,,1925.0,17652.0,,808.0,808.0,,,,233.0,,,,,255.0,,,255.0,1296.0,3153.0,,,,2164.0,,,,,,2164.0,5317.0,6613.0,0.0,13273.0,,,0.0,1832.0,151.0,15256.0,82.0,15338.0,21951.0,
03/31/2008,23893.0,1931.0,1931.0,,291.0,291.0,,1246.0,944.0,157.0,145.0,0.0,774.0,,,,,,,4242.0,10339.0,,,123.0,,,,9189.0,5940.0,5865.0,75.0,,,1147.0,2102.0,19651.0,,874.0,874.0,,,,234.0,,,,,472.0,,,472.0,1580.0,4137.0,,,,2372.0,,,,,,2372.0,6509.0,8089.0,0.0,13348.0,,,0.0,2346.0,17.0,15711.0,93.0,15804.0,23893.0,
06/30/2008,24355.0,1934.0,1934.0,0.0,238.0,238.0,,1320.0,1007.0,184.0,129.0,0.0,920.0,,,,,,,4412.0,10483.0,,,108.0,,,,9352.0,5952.0,5878.0,74.0,,,1156.0,2244.0,19943.0,,867.0,867.0,,,,237.0,,,,,380.0,,,380.0,1484.0,4088.0,,,,2405.0,,,,,,2405.0,6493.0,7977.0,0.0,13352.0,,,0.0,2657.0,245.0,16254.0,124.0,16378.0,24355.0,
09/30/2008,24360.0,1746.0,1746.0,,238.0,238.0,,1409.0,1033.0,194.0,182.0,0.0,672.0,,,,,,,4065.0,11230.0,,,66.0,,66.0,,8999.0,6031.0,5955.0,76.0,,,1057.0,1911.0,20295.0,,989.0,989.0,,,,200.0,,,,,208.0,,,208.0,1397.0,4382.0,,,,2228.0,,,,,,2228.0,6610.0,8007.0,0.0,13356.0,,,0.0,2904.0,-100.0,16160.0,193.0,16353.0,24360.0,
12/31/2008,24161.0,1437.0,1437.0,0.0,197.0,197.0,,1278.0,987.0,192.0,99.0,0.0,1200.0,,,,,,,4112.0,11505.0,20170.0,-8665.0,60.0,,,,8484.0,5354.0,5280.0,74.0,,,,3130.0,20049.0,,953.0,953.0,,,,206.0,,,,,685.0,,,685.0,1844.0,4350.0,,,,2508.0,,,,,,2508.0,6858.0,8702.0,0.0,13372.0,,,0.0,2261.0,-356.0,15277.0,182.0,15459.0,24161.0,
03/31/2009,24821.0,2104.0,2104.0,0.0,210.0,210.0,0.0,1387.0,1067.0,184.0,136.0,0.0,838.0,,,,,,838.0,4539.0,11808.0,,,1155.0,1155.0,,,7319.0,5357.0,5280.0,77.0,,814.0,,1148.0,20282.0,,908.0,908.0,,,,190.0,190.0,,,,515.0,,,515.0,1613.0,5078.0,5078.0,,,2310.0,,,,,609.0,1701.0,7388.0,9001.0,0.0,13387.0,,,0.0,2632.0,-468.0,15551.0,269.0,15820.0,24821.0,
06/30/2009,25331.0,2038.0,2038.0,0.0,233.0,233.0,0.0,1474.0,1126.0,223.0,125.0,0.0,591.0,,,,,,591.0,4336.0,12346.0,,,1185.0,1185.0,,,7464.0,5335.0,5260.0,75.0,,823.0,,1306.0,20995.0,,942.0,942.0,,,,67.0,67.0,,,,381.0,,,381.0,1390.0,5059.0,5059.0,,,2299.0,,,,,851.0,1448.0,7358.0,8748.0,0.0,13403.0,13403.0,,0.0,2950.0,-96.0,16257.0,326.0,16583.0,25331.0,
09/30/2009,30277.0,6531.0,6531.0,0.0,210.0,210.0,0.0,1537.0,1171.0,223.0,143.0,0.0,532.0,,,,,,532.0,8810.0,12636.0,,,1216.0,1216.0,,,7615.0,5327.0,5260.0,67.0,,851.0,,1437.0,21467.0,,1093.0,1093.0,,,,71.0,71.0,,,,377.0,,,377.0,1541.0,5060.0,5060.0,,,8294.0,,,,,928.0,7366.0,13354.0,14895.0,0.0,17343.0,17343.0,,0.0,-2400.0,37.0,14980.0,402.0,15382.0,30277.0,
12/31/2009,27075.0,2564.0,2564.0,0.0,251.0,251.0,0.0,1540.0,1227.0,220.0,93.0,0.0,583.0,,290.0,,,23.0,310.0,4938.0,13125.0,22802.0,-9677.0,92.0,92.0,,,8920.0,5263.0,5197.0,66.0,,949.0,1136.0,1241.0,22137.0,,1221.0,1221.0,0.0,0.0,0.0,54.0,0.0,,,54.0,498.0,0.0,19.0,295.0,1773.0,6281.0,6281.0,,,3474.0,0.0,122.0,,,1184.0,2126.0,9755.0,11528.0,0.0,17390.0,,,0.0,-2382.0,55.0,15063.0,484.0,15547.0,27075.0,
03/31/2010,29523.0,3468.0,3468.0,0.0,281.0,281.0,0.0,1535.0,1188.0,246.0,101.0,0.0,647.0,,,,,23.0,585.0,5931.0,15347.0,,,90.0,90.0,,,8155.0,5268.0,5197.0,71.0,,930.0,271.0,1648.0,23592.0,,1295.0,1295.0,,,,48.0,48.0,,,,577.0,,,555.0,1920.0,6296.0,6296.0,,,3536.0,,,,,1225.0,2288.0,9832.0,11752.0,0.0,17609.0,17396.0,213.0,,-1624.0,134.0,16119.0,1652.0,17771.0,29523.0,
06/30/2010,30585.0,3851.0,3851.0,0.0,256.0,256.0,0.0,1671.0,1259.0,313.0,99.0,0.0,518.0,,,,,23.0,482.0,6296.0,16025.0,,,85.0,85.0,,,8179.0,5419.0,5285.0,134.0,,898.0,278.0,1543.0,24289.0,,1285.0,1285.0,,,,17.0,17.0,,,,545.0,,,525.0,1847.0,7021.0,7021.0,,,3606.0,,,,,1190.0,2393.0,10627.0,12474.0,0.0,17666.0,17427.0,239.0,,-1038.0,-94.0,16534.0,1577.0,18111.0,30585.0,
09/30/2010,32289.0,4281.0,4281.0,0.0,288.0,288.0,0.0,1800.0,1321.0,321.0,158.0,0.0,649.0,,,,,,649.0,7018.0,16669.0,,,131.0,131.0,,,8471.0,5421.0,5287.0,134.0,,895.0,283.0,1872.0,25271.0,,1477.0,1477.0,,,,295.0,295.0,,,,685.0,,,685.0,2457.0,6673.0,6673.0,,,3852.0,,,,,1318.0,2534.0,10525.0,12982.0,0.0,17737.0,17449.0,288.0,,-319.0,331.0,17749.0,1558.0,19307.0,32289.0,
12/31/2010,34637.0,3968.0,3968.0,0.0,370.0,370.0,0.0,1798.0,1399.0,303.0,96.0,0.0,935.0,,1126.0,,,,935.0,7071.0,17890.0,29417.0,-11527.0,171.0,171.0,,,9505.0,6571.0,6096.0,475.0,,625.0,396.0,787.0,27566.0,,2061.0,1511.0,550.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,416.0,0.0,278.0,416.0,2491.0,6624.0,6624.0,0.0,0.0,4305.0,0.0,128.0,,,1971.0,1928.0,10929.0,13420.0,0.0,17820.0,,,0.0,609.0,1043.0,19472.0,1745.0,21217.0,34637.0,
03/31/2011,36039.0,4443.0,4443.0,0.0,315.0,315.0,0.0,1808.0,1413.0,275.0,120.0,0.0,1125.0,,1066.0,,,,1125.0,7691.0,18772.0,,,194.0,194.0,,,9382.0,6578.0,6099.0,479.0,,585.0,407.0,746.0,28348.0,,2193.0,1455.0,738.0,,,14.0,14.0,,,,323.0,,177.0,323.0,2530.0,6772.0,6772.0,,,4436.0,,,,,2011.0,2248.0,11208.0,13738.0,0.0,17845.0,,,0.0,1492.0,1148.0,20485.0,1816.0,22301.0,36039.0,
06/30/2011,45508.0,2863.0,2863.0,0.0,447.0,447.0,0.0,2141.0,1554.0,346.0,241.0,0.0,1119.0,,,,,,1119.0,6570.0,25645.0,40793.0,-15148.0,593.0,593.0,,,12700.0,10078.0,9580.0,498.0,,552.0,,2070.0,38938.0,,2470.0,2043.0,427.0,,,130.0,130.0,,,,329.0,,,329.0,2929.0,13229.0,13229.0,,,5817.0,,,,,3364.0,2453.0,19046.0,21975.0,0.0,17861.0,,,0.0,2531.0,1186.0,21578.0,1955.0,23533.0,45508.0,
09/30/2011,46827.0,2965.0,2965.0,0.0,444.0,444.0,0.0,2249.0,1701.0,358.0,190.0,0.0,906.0,,,,,,906.0,6564.0,27007.0,,,188.0,188.0,,,13068.0,10057.0,9557.0,500.0,,537.0,440.0,2034.0,40263.0,,2341.0,1890.0,451.0,,,198.0,198.0,,,,354.0,,,354.0,2893.0,13185.0,13185.0,,,6285.0,,,,,3396.0,2889.0,19470.0,22363.0,0.0,17873.0,17873.0,,0.0,3777.0,725.0,22375.0,2089.0,24464.0,46827.0,
12/31/2011,48884.0,2745.0,2745.0,0.0,426.0,426.0,0.0,2498.0,1904.0,377.0,217.0,0.0,876.0,,962.0,,,,876.0,6545.0,28979.0,42050.0,-13071.0,161.0,161.0,,,13199.0,10195.0,9626.0,569.0,,409.0,440.0,1193.0,42339.0,,2389.0,2083.0,306.0,0.0,0.0,196.0,0.0,,,196.0,326.0,0.0,64.0,326.0,2911.0,13173.0,13173.0,,,7246.0,0.0,146.0,,,4231.0,2805.0,20419.0,23330.0,0.0,17892.0,,,0.0,4562.0,909.0,23363.0,2191.0,25554.0,48884.0,
03/31/2012,49877.0,2665.0,2665.0,0.0,446.0,446.0,0.0,2499.0,1899.0,439.0,161.0,0.0,1092.0,,,,,,1092.0,6702.0,29891.0,,,127.0,127.0,,,13157.0,10200.0,9628.0,572.0,,395.0,234.0,2328.0,43175.0,,2398.0,1960.0,438.0,,,1245.0,1245.0,,,,247.0,,,247.0,3890.0,12145.0,12145.0,,,7334.0,,,,,4266.0,3068.0,19479.0,23369.0,0.0,17899.0,,,0.0,5441.0,830.0,24170.0,2338.0,26508.0,49877.0,
06/30/2012,51004.0,2330.0,2330.0,0.0,406.0,406.0,0.0,2664.0,2051.0,365.0,248.0,0.0,960.0,,,,,,960.0,6360.0,31173.0,46214.0,-15041.0,81.0,81.0,,,13390.0,10218.0,9626.0,592.0,,383.0,247.0,2542.0,44644.0,,2289.0,2201.0,88.0,,,1295.0,1295.0,,,,295.0,,,295.0,3879.0,12628.0,12628.0,,,7352.0,,,,,4242.0,3110.0,19980.0,23859.0,0.0,17907.0,,,0.0,5991.0,801.0,24699.0,2446.0,27145.0,51004.0,
09/30/2012,52084.0,2530.0,2530.0,0.0,361.0,361.0,0.0,2851.0,2174.0,372.0,305.0,0.0,632.0,,,,,,632.0,6374.0,32412.0,,,98.0,98.0,,,13200.0,10082.0,9629.0,453.0,,378.0,255.0,2485.0,45710.0,,2408.0,2260.0,148.0,,,1299.0,1280.0,19.0,19.0,,257.0,,,257.0,3964.0,12642.0,12475.0,167.0,167.0,7728.0,,,,,4299.0,3429.0,20370.0,24334.0,0.0,17911.0,17911.0,,0.0,6409.0,852.0,25172.0,2578.0,27750.0,52084.0,
12/31/2012,47478.0,2097.0,2097.0,0.0,449.0,449.0,0.0,2585.0,2107.0,328.0,150.0,0.0,626.0,,307.0,,,,626.0,5757.0,29277.0,49620.0,-20343.0,78.0,78.0,,,12366.0,9290.0,8837.0,453.0,,437.0,20.0,2312.0,41721.0,,2308.0,2267.0,41.0,0.0,0.0,1848.0,0.0,,,1848.0,261.0,0.0,29.0,261.0,4417.0,12095.0,12095.0,,,6330.0,0.0,125.0,,,2668.0,3508.0,18425.0,22842.0,0.0,17926.0,17926.0,,0.0,3269.0,777.0,21972.0,2664.0,24636.0,47478.0,
03/31/2013,48997.0,2342.0,2342.0,0.0,380.0,380.0,0.0,2809.0,2251.0,348.0,210.0,0.0,675.0,,345.0,,,,675.0,6206.0,30172.0,,,50.0,50.0,,,12569.0,9288.0,8835.0,453.0,,488.0,20.0,2428.0,42791.0,,2239.0,2202.0,37.0,,,694.0,0.0,34.0,34.0,660.0,240.0,,22.0,240.0,3173.0,14104.0,13945.0,159.0,159.0,6483.0,,,,,2873.0,3588.0,20587.0,23760.0,0.0,17929.0,17929.0,,0.0,3916.0,701.0,22546.0,2691.0,25237.0,48997.0,
06/30/2013,39895.0,2422.0,2422.0,0.0,424.0,424.0,0.0,2823.0,2677.0,294.0,234.0,-382.0,1084.0,,130.0,,,,1084.0,6753.0,23082.0,,,30.0,30.0,,,10030.0,6801.0,6478.0,323.0,,483.0,24.0,2592.0,33142.0,,1957.0,1840.0,117.0,,,1370.0,1351.0,19.0,19.0,,496.0,,154.0,496.0,3823.0,14423.0,14250.0,173.0,173.0,5578.0,,,,,2378.0,3046.0,20001.0,23824.0,0.0,17933.0,17933.0,,0.0,-4839.0,427.0,13521.0,2550.0,16071.0,39895.0,
09/30/2013,39837.0,2283.0,2283.0,0.0,430.0,430.0,0.0,2776.0,2227.0,295.0,254.0,0.0,492.0,,78.0,,,,492.0,5981.0,23529.0,,,167.0,167.0,,,10160.0,6738.0,6415.0,323.0,,541.0,24.0,2779.0,33856.0,,2205.0,1847.0,358.0,,,861.0,0.0,11.0,11.0,850.0,287.0,,92.0,287.0,3353.0,14571.0,14309.0,262.0,262.0,5905.0,,,,,2731.0,3082.0,20476.0,23829.0,0.0,17935.0,17935.0,,0.0,-4717.0,401.0,13619.0,2389.0,16008.0,39837.0,
12/31/2013,37448.0,2404.0,2404.0,0.0,385.0,385.0,0.0,2679.0,2725.0,215.0,240.0,-501.0,744.0,,47.0,323.0,,,421.0,6212.0,21688.0,51188.0,-29500.0,120.0,120.0,,,9428.0,6155.0,5835.0,320.0,,501.0,27.0,2698.0,31236.0,,2240.0,1058.0,75.0,0.0,1107.0,179.0,0.0,38.0,38.0,141.0,465.0,0.0,106.0,465.0,2884.0,12901.0,12700.0,201.0,201.0,5662.0,0.0,,0.0,0.0,2258.0,3298.0,18563.0,21447.0,0.0,20869.0,20869.0,,0.0,-7581.0,245.0,13533.0,2468.0,16001.0,37448.0,
03/31/2014,37810.0,2672.0,2672.0,0.0,410.0,410.0,0.0,2657.0,2779.0,243.0,181.0,-546.0,511.0,,67.0,87.0,,,424.0,6250.0,21910.0,,,114.0,114.0,,,9536.0,6147.0,5835.0,312.0,,627.0,28.0,2667.0,31560.0,,1971.0,1871.0,100.0,,,180.0,0.0,32.0,32.0,148.0,341.0,,79.0,341.0,2492.0,12991.0,12636.0,355.0,355.0,6051.0,,,,,2478.0,3494.0,19042.0,21534.0,0.0,20869.0,20869.0,,0.0,-7551.0,270.0,13588.0,2688.0,16276.0,37810.0,
06/30/2014,37435.0,2549.0,2549.0,0.0,377.0,377.0,0.0,2644.0,2846.0,225.0,144.0,-571.0,964.0,,112.0,578.0,,,386.0,6534.0,21377.0,,,103.0,103.0,,,9421.0,5830.0,5519.0,311.0,,774.0,28.0,2677.0,30901.0,,1764.0,1659.0,105.0,,,187.0,90.0,28.0,28.0,69.0,324.0,,78.0,324.0,2275.0,12973.0,12622.0,351.0,351.0,6193.0,,,,,2546.0,3569.0,19166.0,21441.0,0.0,20862.0,20862.0,,0.0,-7878.0,278.0,13262.0,2732.0,15994.0,37435.0,
09/30/2014,37490.0,2705.0,2705.0,0.0,408.0,408.0,0.0,2700.0,2876.0,268.0,186.0,-630.0,896.0,,60.0,576.0,,,320.0,6709.0,21425.0,,,33.0,33.0,,,9323.0,5829.0,5519.0,310.0,,765.0,28.0,2641.0,30781.0,,1859.0,1661.0,198.0,,,228.0,0.0,19.0,19.0,209.0,354.0,,149.0,354.0,2441.0,13231.0,12885.0,346.0,346.0,5795.0,,,,,2587.0,3059.0,19026.0,21467.0,0.0,20863.0,20863.0,,0.0,-7812.0,186.0,13237.0,2786.0,16023.0,37490.0,
12/31/2014,33879.0,2699.0,2699.0,0.0,418.0,418.0,0.0,2722.0,2967.0,252.0,180.0,-677.0,311.0,,9.0,0.0,,,311.0,6150.0,19193.0,53136.0,-33943.0,35.0,35.0,,,8501.0,4734.0,4426.0,308.0,,674.0,206.0,2878.0,27729.0,,1737.0,974.0,84.0,0.0,679.0,333.0,0.0,71.0,71.0,262.0,490.0,0.0,287.0,490.0,2560.0,12748.0,12467.0,281.0,281.0,5709.0,0.0,103.0,103.0,0.0,2036.0,3283.0,18457.0,21017.0,0.0,20864.0,20864.0,,0.0,-10739.0,122.0,10247.0,2615.0,12862.0,33879.0,
03/31/2015,33517.0,2258.0,2258.0,0.0,416.0,416.0,0.0,2710.0,2967.0,269.0,131.0,-657.0,366.0,,6.0,,,,366.0,5750.0,19281.0,,,13.0,13.0,,,8473.0,4732.0,4426.0,306.0,,683.0,207.0,2845.0,27767.0,,1535.0,1506.0,29.0,,,298.0,0.0,58.0,58.0,240.0,494.0,,320.0,494.0,2327.0,12605.0,12325.0,280.0,280.0,5796.0,,,,,2033.0,3443.0,18401.0,20728.0,0.0,20865.0,20865.0,,0.0,-10641.0,-39.0,10185.0,2604.0,12789.0,33517.0,
06/30/2015,33193.0,2122.0,2122.0,0.0,354.0,354.0,0.0,2465.0,2661.0,222.0,106.0,-524.0,1849.0,,5.0,1514.0,,,335.0,6790.0,18331.0,,,12.0,12.0,,,8060.0,4596.0,4291.0,305.0,,687.0,208.0,2564.0,26403.0,,1343.0,1319.0,24.0,,,503.0,0.0,41.0,41.0,462.0,742.0,,231.0,742.0,2588.0,12641.0,12361.0,280.0,280.0,5192.0,,,,,2069.0,2892.0,17833.0,20421.0,0.0,20865.0,20865.0,,0.0,-10714.0,18.0,10169.0,2603.0,12772.0,33193.0,
09/30/2015,32397.0,3317.0,3317.0,0.0,291.0,291.0,0.0,2006.0,2348.0,240.0,73.0,-655.0,2846.0,,1.0,2570.0,,,276.0,8460.0,17150.0,,,8.0,8.0,,,6779.0,3388.0,3115.0,273.0,,549.0,208.0,2633.0,23937.0,,1323.0,1322.0,1.0,,,1050.0,0.0,12.0,12.0,1038.0,973.0,,297.0,973.0,3346.0,11448.0,11283.0,165.0,165.0,5231.0,,,,,1500.0,3434.0,16679.0,20025.0,0.0,20866.0,20866.0,,0.0,-11001.0,-90.0,9775.0,2597.0,12372.0,32397.0,
12/31/2015,26308.0,2455.0,2455.0,0.0,275.0,275.0,0.0,1717.0,2252.0,210.0,50.0,-795.0,1021.0,,1.0,758.0,,,263.0,5468.0,14434.0,48484.0,-34050.0,8.0,8.0,,,6398.0,1642.0,1371.0,271.0,,1040.0,1199.0,2516.0,20840.0,,1158.0,1158.0,0.0,,0.0,203.0,0.0,41.0,41.0,162.0,486.0,0.0,264.0,486.0,1847.0,9765.0,9653.0,112.0,112.0,5241.0,0.0,86.0,86.0,0.0,1553.0,3338.0,15006.0,16853.0,0.0,20869.0,20869.0,,0.0,-13642.0,-49.0,7178.0,2277.0,9455.0,26308.0,
03/31/2016,25366.0,2323.0,2323.0,0.0,288.0,288.0,0.0,1655.0,,,,,254.0,,,0.0,,,254.0,4520.0,14428.0,,,0.0,,,,6418.0,1641.0,1371.0,270.0,,1018.0,1207.0,2552.0,20846.0,,1172.0,1055.0,117.0,,,186.0,0.0,30.0,30.0,156.0,323.0,,,323.0,1681.0,8940.0,8829.0,111.0,111.0,5302.0,,,,,1472.0,3830.0,14242.0,15923.0,0.0,20871.0,20871.0,,0.0,-13749.0,51.0,7173.0,2270.0,9443.0,25366.0,
06/30/2016,25604.0,2441.0,2441.0,0.0,491.0,491.0,0.0,1701.0,,,,,239.0,,,0.0,,,239.0,4872.0,14284.0,,,0.0,,,,6448.0,1640.0,1371.0,269.0,,1016.0,1218.0,2574.0,20732.0,,1244.0,1120.0,124.0,,,175.0,0.0,20.0,20.0,155.0,301.0,,,301.0,1720.0,8825.0,8714.0,111.0,111.0,5399.0,,,,,1502.0,3897.0,14224.0,15944.0,0.0,20873.0,20873.0,,0.0,-13634.0,103.0,7342.0,2318.0,9660.0,25604.0,
09/30/2016,25628.0,2648.0,2648.0,0.0,465.0,465.0,0.0,1862.0,,,,,249.0,,,0.0,,,249.0,5224.0,14043.0,,,0.0,,,,6361.0,1644.0,1371.0,273.0,,1014.0,1169.0,2534.0,20404.0,,1519.0,1238.0,281.0,,,153.0,0.0,9.0,9.0,144.0,287.0,,,287.0,1959.0,8386.0,8274.0,112.0,112.0,5441.0,,,,,1555.0,3886.0,13827.0,15786.0,0.0,20875.0,20875.0,,0.0,-13482.0,125.0,7518.0,2324.0,9842.0,25628.0,
12/31/2016,25264.0,2389.0,2389.0,0.0,249.0,249.0,0.0,1930.0,2545.0,219.0,55.0,-889.0,306.0,,2.0,0.0,,,306.0,4874.0,14103.0,49523.0,-35420.0,18.0,18.0,,,6269.0,1643.0,1371.0,272.0,,977.0,1185.0,2462.0,20390.0,,1367.0,1084.0,283.0,,0.0,143.0,0.0,38.0,38.0,105.0,309.0,0.0,78.0,309.0,1819.0,7788.0,7712.0,76.0,76.0,5344.0,0.0,72.0,72.0,0.0,1520.0,3674.0,13132.0,14951.0,0.0,20877.0,20877.0,,0.0,-13074.0,132.0,7935.0,2378.0,10313.0,25264.0,
03/31/2017,26411.0,2277.0,2277.0,0.0,231.0,231.0,0.0,1649.0,,,,,3661.0,,,3325.0,,,336.0,7818.0,12539.0,,,0.0,,,,6054.0,1373.0,1176.0,197.0,,1042.0,1200.0,2439.0,18593.0,,1264.0,1022.0,242.0,,,120.0,0.0,28.0,28.0,92.0,1244.0,,,1244.0,2628.0,7633.0,7557.0,76.0,76.0,5068.0,,,,,1224.0,3844.0,12701.0,15329.0,0.0,20881.0,20881.0,,0.0,-12430.0,133.0,8584.0,2498.0,11082.0,26411.0,
06/30/2017,25807.0,2926.0,2926.0,0.0,190.0,190.0,0.0,1901.0,,,,,486.0,,,0.0,,,486.0,5503.0,13943.0,,,0.0,,,,6361.0,1586.0,1332.0,254.0,,869.0,1218.0,2688.0,20304.0,,1166.0,1044.0,122.0,,,116.0,0.0,17.0,17.0,99.0,264.0,,,264.0,1546.0,7328.0,7267.0,61.0,61.0,5248.0,,,,,1428.0,3820.0,12576.0,14122.0,0.0,20885.0,20885.0,,0.0,-11382.0,139.0,9642.0,2043.0,11685.0,25807.0,
09/30/2017,25072.0,2025.0,2025.0,0.0,224.0,224.0,0.0,2038.0,,,,,455.0,,,,,,455.0,4742.0,13961.0,,,,,,,6369.0,1556.0,1286.0,270.0,,863.0,1243.0,2707.0,20330.0,,1409.0,1118.0,291.0,,,63.0,0.0,8.0,8.0,55.0,266.0,,,266.0,1738.0,6384.0,6323.0,61.0,61.0,5328.0,,,,,1447.0,3881.0,11712.0,13450.0,0.0,20889.0,20889.0,,0.0,-11428.0,153.0,9614.0,2008.0,11622.0,25072.0,
