Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,0.152,,,-0.517,,-0.365,,-0.166,,,,,-0.531,0.012,,,,0.0,-0.012,-0.519,0.0,-0.519,0.0,,,-0.519,0.0,-0.519,0.0,,-0.519,-0.519,,,,,,,,,,
06/30/1993,0.12,,,-0.724,,-0.604,,-0.181,,,,,-0.785,0.009,,,,0.0,-0.009,-0.776,0.0,-0.776,0.0,,,-0.776,0.0,-0.776,0.0,,-0.776,-0.776,,,,,,,,,,
09/30/1993,0.241,,,-0.741,,-0.5,,-0.26,,,,,-0.76,0.019,,,,0.0,-0.019,-0.741,0.0,-0.741,0.0,,,-0.741,0.0,-0.741,0.0,,-0.741,-0.741,,,,,,,,,,
12/31/1993,0.195,,,-0.783,,-0.588,,-0.249,,,,,-0.837,0.012,,,,0.0,-0.012,-0.825,0.0,-0.825,0.0,,,-0.825,0.0,-0.825,0.0,,-0.825,-0.825,,,,,,,,,,
03/31/1994,0.357,,,-1.049,,-0.692,,-0.449,,,,,-1.141,0.008,,,,0.0,-0.008,-1.133,0.0,-1.133,0.0,,,-1.133,0.0,-1.133,0.0,,-1.133,-1.133,,,,,,,,,,
06/30/1994,0.281,,,-0.939,,-0.658,,-0.388,,,,,-1.046,0.106,,,,0.0,-0.106,-0.94,0.0,-0.94,0.0,,,-0.94,0.0,-0.94,0.0,,-0.94,-0.94,,11.928,-0.08,-0.08,,11.928,-0.08,-0.08,-0.08,
09/30/1994,0.581,,,-1.097,,-0.516,,-0.602,,,,,-1.118,0.194,,,,0.0,-0.194,-0.924,0.0,-0.924,0.0,,,-0.924,0.0,-0.924,0.0,,-0.924,-0.924,,17.284,-0.055,-0.055,,17.284,-0.055,-0.055,-0.055,
12/31/1994,0.432,,,-1.849,,-1.417,,-1.026,,,,,-2.443,0.161,,,,0.0,-0.161,-2.282,0.0,-2.282,0.0,,,-2.282,0.0,-2.282,0.0,,-2.282,-2.282,,17.304001,-0.13,-0.13,,17.304001,-0.13,-0.13,-0.13,
03/31/1995,0.588,,,,,,,-2.974,,,,,-2.386,0.21,,,,0.0,-0.21,-2.176,0.0,-2.176,0.0,,,-2.176,0.0,-2.176,0.0,,-2.176,-2.176,,17.945999,-0.12,-0.12,,17.945999,-0.12,-0.12,-0.12,
06/30/1995,1.021,,,,,,,-2.956,,,,,-1.935,0.351,,,,0.0,-0.351,-1.584,0.0,-1.584,0.0,,,-1.584,0.0,-1.584,0.0,,-1.584,-1.584,,20.24,-0.08,-0.08,,20.24,-0.08,-0.08,-0.08,
09/30/1995,1.01,,,,,,,-2.985,,,,,-1.975,0.32,,,,0.0,-0.32,-1.655,0.0,-1.655,0.0,,,-1.655,0.0,-1.655,0.0,,-1.655,-1.655,,20.247999,-0.08,-0.08,,20.247999,-0.08,-0.08,-0.08,
12/31/1995,0.826,,,,,,,-3.358,,,,,-2.532,0.371,,,,0.0,-0.371,-2.161,0.0,-2.161,0.0,,,-2.161,0.0,-2.161,0.0,,-2.161,-2.161,,20.266001,-0.11,-0.11,,20.266001,-0.11,-0.11,-0.11,
03/31/1996,1.482,,,,,,,-3.618,,,,,-2.136,0.235,,,,0.0,-0.235,-1.901,0.0,-1.901,0.0,,,-1.901,0.0,-1.901,0.0,,-1.901,-1.901,,20.302,-0.095,-0.095,-0.095,20.302,-0.095,-0.095,-0.095,
06/30/1996,1.448,,,,,,,-4.37,,,,,-2.922,0.437,,,,0.0,-0.437,-2.485,0.0,-2.485,0.0,,,-2.485,0.0,-2.485,0.0,,-2.485,-2.485,,22.774,-0.11,-0.11,-0.11,22.774,-0.11,-0.11,-0.11,
09/30/1996,1.791,,,,,,,-4.481,,,,,-2.69,0.437,,,,0.0,-0.437,-2.253,0.0,-2.253,0.0,,,-2.253,0.0,-2.253,0.0,,-2.253,-2.253,,23.076,-0.1,-0.1,-0.1,23.076,-0.1,-0.1,-0.1,
12/31/1996,2.169,,,,,,,-5.911,,,,,-3.742,0.472,,,,0.0,-0.472,-3.27,0.0,-3.27,0.0,,,-3.27,0.0,-3.27,0.0,,-3.27,-3.27,,23.504,-0.14,-0.14,-0.14,23.504,-0.14,-0.14,-0.14,
03/31/1997,3.177,,,,,,,-5.951,,,,,-2.774,0.73,,,,0.0,-0.73,-2.044,0.0,-2.044,0.0,,,-2.044,0.0,-2.044,0.0,,-2.044,-2.044,,25.756001,-0.08,-0.08,-0.08,25.756001,-0.08,-0.08,-0.08,
06/30/1997,3.973,,,,,,,-7.161,,,,,-3.188,0.89,,,,0.0,-0.89,-2.298,0.0,-2.298,0.0,,,-2.298,0.0,-2.298,0.0,,-2.298,-2.298,,27.296,-0.085,-0.085,-0.085,27.296,-0.085,-0.085,-0.085,
09/30/1997,4.309,,,,,,,-7.772,,,,,-3.463,0.812,,,,0.0,-0.812,-2.651,0.0,-2.651,0.0,,,-2.651,0.0,-2.651,0.0,,-2.651,-2.651,,27.452,-0.095,-0.095,-0.095,27.452,-0.095,-0.095,-0.095,
12/31/1997,4.79,,,,,,,-9.089,,,,,-4.299,1.375,,,,0.0,-1.375,-2.924,0.0,-2.99,0.0,,,-2.924,0.0,-2.99,0.0,,-2.99,-2.99,,29.844,-0.1,-0.1,-0.1,29.844,-0.1,-0.1,-0.1,
03/31/1998,3.865,,,,,,0.0,-9.142,,,,,-5.277,1.128,-1.128,,,,0.0,-4.149,,-4.149,,,,,0.0,-4.149,0.0,0.0,-4.149,-4.149,,31.136,-0.135,-0.135,-0.135,31.136,-0.135,-0.135,-0.135,
06/30/1998,6.679,,,,,,,-10.67,,,,,-3.991,1.141,,,,0.0,-1.141,-2.85,0.0,-2.85,0.0,,,-2.85,0.0,-2.85,0.0,,-2.85,-2.85,,31.275999,-0.09,-0.09,-0.09,31.275999,-0.09,-0.09,-0.09,
09/30/1998,4.883,,,,,,,-10.76,,,,,-5.877,0.835,,,,0.0,-0.835,-5.042,0.0,-5.042,0.0,,,-5.042,0.0,-5.042,0.0,,-5.042,-5.042,,31.362,-0.16,-0.16,-0.16,31.362,-0.16,-0.16,-0.16,
12/31/1998,6.368,,,,,,,-13.213,,,,,-6.845,0.53,,,,0.0,-0.53,-6.315,0.0,-6.315,0.0,,,-6.315,0.0,-6.315,0.0,,-6.315,-6.315,,31.976,-0.195,-0.195,-0.195,31.976,-0.195,-0.195,-0.195,
03/31/1999,7.78,,,,,,,-13.98,,,,,-6.2,0.977,-0.977,,,0.0,0.0,-5.223,0.0,-5.223,0.0,,,-5.223,0.0,-5.223,0.0,,-5.223,-5.223,,33.858002,-0.155,-0.155,-0.155,33.858002,-0.155,-0.155,-0.155,
06/30/1999,9.877,,,,,,,-16.546,,,,,-6.669,0.663,-0.663,,,0.0,0.0,-6.006,0.0,-6.006,0.0,,,-6.006,0.0,-6.006,0.0,,-6.006,-6.006,,33.902,-0.175,-0.175,-0.175,33.902,-0.175,-0.175,-0.175,
09/30/1999,10.628,,,,,,,-18.261,,,,,-7.633,0.588,,,,0.0,-0.588,-7.045,0.0,-7.045,0.0,,,-7.045,0.0,-7.045,0.0,,-7.045,-7.045,,34.0,-0.205,-0.205,-0.205,34.0,-0.205,-0.205,-0.205,
12/31/1999,13.073,,,,,,,-23.165001,,,,,-10.092,-10.08179,,,,0.0,10.08179,-20.17379,0.0,-20.174,0.0,,,-20.17379,0.0,-20.174,0.0,,-20.174,-20.174,,34.307999,-0.59,-0.59,-0.3,34.307999,-0.59,-0.59,-0.3,
03/31/2000,10.633,,,,,,0.0,-25.404,,,,,-14.771,-14.061,14.061,17.688,-3.627,0.0,0.0,-28.832,0.0,-28.832,,,,-28.832,0.0,-28.832,0.0,0.0,-28.832,-28.832,,38.068,-0.755,-0.755,-0.755,38.068,-0.755,-0.755,-0.755,
06/30/2000,13.789,,,,,,,-31.382,,,,,-17.593,1.846,-1.846,,,0.0,0.0,-15.747,0.0,-15.747,0.0,,,-15.747,0.0,-15.747,0.0,0.0,-15.747,-15.747,,41.919998,-0.375,-0.375,-0.28,41.919998,-0.375,-0.375,-0.28,
09/30/2000,14.061,,,,,,,-29.999001,,,,,-15.938,2.723,,,,0.0,-2.723,-13.215,0.0,-13.215,0.0,,,-13.215,0.0,-13.215,0.0,0.0,-13.215,-13.215,,42.265999,-0.31,-0.31,-0.29,42.265999,-0.31,-0.31,-0.29,
12/31/2000,13.146,,,,,,,-28.691,,,,,-15.545,-11.926,,,,0.0,11.926,0.0,0.0,-39.609,0.0,,,0.0,0.0,-39.609,0.0,0.0,-39.609,-39.609,,45.658,-0.87,-0.87,-0.31,45.658,-0.87,-0.87,-0.31,
03/31/2001,14.097,,,,,,,-34.289001,,,,,-20.191999,-63.585999,-4.968,2.737,-7.705,0.0,68.553999,-83.777998,0.0,-81.041,0.0,,,-83.777998,0.0,-81.041,0.0,0.0,-81.041,-81.041,,51.077999,-1.59,-1.59,-0.3,51.077999,-1.59,-1.59,-0.3,
06/30/2001,16.799,,,,,,,-38.479,,,,,-21.68,-84.113998,,,,0.0,84.113998,-105.793999,0.0,-105.793999,0.0,,,-105.793999,0.0,-105.793999,0.0,0.0,-105.793999,-105.793999,,51.606998,-2.05,-2.05,-0.34,51.606998,-2.05,-2.05,-0.34,
09/30/2001,22.405001,,,-1.979,,20.426001,,-48.917,,,,,-28.490999,-1.93,3.5,3.5,,0.0,-1.57,-30.420999,0.0,-26.921,0.0,,,-30.420999,0.0,-26.921,0.0,0.0,-26.921,-26.921,,54.845001,-0.49,-0.49,-0.33,54.845001,-0.49,-0.49,-0.33,
