Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1997,,236.791,236.186005,,5.50837,1.536924,0.901832,0.415,0.415,0.415,0.414,0.414,0.414,0.0,1.89681,1.498819,,,,,
06/30/1997,,236.332001,235.712997,,4.793966,1.718191,1.081824,0.475,0.475,0.475,0.474,0.474,0.474,0.0,0.700004,0.229092,,,,,
09/30/1997,,236.246002,235.636993,,5.309014,,1.010028,0.433,0.433,0.45,0.43,0.43,0.449,0.0,,,,,,,
12/31/1997,235.598007,236.57,235.688,,6.0037,,0.93768,0.51,0.51,0.51,0.51,0.51,0.51,0.32,,,3.455038,12.559529,,25.972206,
03/31/1998,,236.475006,236.475006,,5.708849,1.966381,0.803468,0.37,0.37,0.37,0.37,0.37,0.37,,3.201184,2.850196,,,,,
06/30/1998,239.917999,236.94,236.29,,5.150451,1.523552,0.355495,0.13,0.13,0.13,0.13,0.13,0.13,0.46,0.334335,-0.093106,1.696413,12.170825,,22.649405,
09/30/1998,240.014008,237.412994,236.751999,,5.904913,1.757113,0.88278,0.384,0.384,0.401,0.38,0.38,0.4,0.39,1.516355,1.106643,1.912388,12.16179,,22.68201,
12/31/1998,236.95668,237.600006,236.177002,,6.10559,1.418428,0.694394,0.36,0.36,0.36,0.36,0.36,0.36,0.39,0.592776,-0.118555,1.789357,12.293386,,22.962003,
03/31/1999,240.12,237.408,237.065,,5.023939,1.539662,0.94067,0.42,0.42,0.42,0.42,0.42,0.42,0.39,1.902432,1.573408,2.590371,12.164751,,22.438781,
06/30/1999,240.342,237.455,237.157,,6.371307,1.290284,0.565027,0.35,0.35,0.4,0.35,0.35,0.4,0.39,1.138486,0.649359,2.729444,12.103586,,21.94373,
09/30/1999,240.351,237.794,237.353,,5.144237,2.751177,0.918463,0.45,0.45,0.45,0.45,0.45,0.45,0.39,0.720446,-0.151673,1.972116,12.044884,,22.396412,
12/31/1999,237.4081,237.563,237.402,,6.053024,1.234193,0.686599,0.44,0.44,0.44,0.44,0.44,0.44,0.39,1.293165,0.501259,2.05132,12.577498,,22.720371,
03/31/2000,204.267,228.371,228.291,,6.3165,1.64264,1.05567,0.49,0.49,0.49,0.49,0.49,0.49,0.25,2.899808,2.325979,3.133154,11.749328,,26.563273,
06/30/2000,204.1417,201.484,201.386,,7.498039,1.787612,1.072567,0.55,0.55,0.55,0.55,0.55,0.55,0.25,0.779597,-0.009931,2.674613,11.854511,,26.60407,
09/30/2000,204.509,201.497,201.338,,8.989858,1.629101,0.92382,0.55,0.55,0.7,0.55,0.55,0.7,0.25,-0.625813,-1.629101,1.848329,12.116826,,27.245745,
12/31/2000,201.928,202.703,201.76,,11.270817,2.032117,1.323354,0.47,0.47,0.47,0.47,0.47,0.47,0.25,1.065623,-0.257732,3.15459,12.350937,,28.356642,
03/31/2001,205.958,203.033,202.285,,16.026893,2.540969,1.83899,0.88,0.88,0.78,0.88,0.88,0.78,0.25,0.321329,-0.469634,6.982006,12.764738,,27.86976,
06/30/2001,206.8365,205.963,203.4,,9.316618,2.020649,1.337266,0.67,0.67,0.67,0.66,0.66,0.66,0.25,0.845624,-0.226155,7.677562,13.11664,,28.026968,
09/30/2001,207.196,206.586,204.18,,7.968459,1.919875,1.199922,0.47,0.47,0.59,0.46,0.46,0.58,0.25,1.542756,0.097953,4.560899,13.296589,,28.673333,
