Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1993,1798.822998,89.764999,74.625999,15.139,744.655029,,,312.093994,,,,,128.914993,,,1275.428955,323.020996,547.763,-224.742004,0.0,200.373001,,,,,200.373001,523.393997,,142.389999,142.389999,,,,96.085999,,,,,264.836014,,,264.836014,503.312012,460.050995,,,,,58.945999,,,,58.945999,518.996994,1022.309006,0.009,396.985992,,,-57.175999,,436.695011,776.514005,0.0,776.514005,1798.823011,
09/30/1993,2092.331055,70.464,56.514,13.95,1094.525024,,,276.822998,,,,,130.612,,,1572.42395,325.584015,558.677002,-233.093002,0.0,194.322998,,,,,194.322998,519.907013,,158.884003,158.884003,,,,110.57,,,,,444.303993,,,444.303993,713.757996,458.053986,,,,,62.021999,,,,62.021999,520.075985,1233.833981,0.009,396.265991,,,-73.616997,,535.838982,858.496976,0.0,858.496976,2092.330957,
12/31/1993,2000.077026,523.581007,506.113007,17.468,580.312988,,,219.992996,,,,,146.863007,,,1470.75,326.877014,556.007019,-229.130005,0.0,202.449997,,,,,202.449997,529.327011,,175.423996,175.423996,,,,104.862,,,,,503.042983,,,503.042983,783.328979,328.112,,,,,70.827003,,,,70.827003,398.939003,1182.267982,0.009,398.997986,,,-47.349998,,466.152,817.808988,0.0,817.808988,2000.07697,
03/31/1994,1731.293945,201.993,183.541,18.452,607.447998,,,244.863998,,,,,145.223007,,,1199.527954,333.584991,576.424011,-242.839005,0.0,198.181,,,,,198.181,531.765991,,122.008003,122.008003,,,,4.041,,,,,357.851998,,,357.851998,483.901001,251.307999,,,,,75.635002,,,,75.635002,326.943001,810.844002,0.009,468.283997,,,-29.108,,481.265013,920.45001,0.0,920.45001,1731.294011,
06/30/1994,2261.719971,117.190004,97.702003,19.488001,879.276001,,,323.364014,,,,,150.317993,,,1470.147949,377.407013,619.643005,-242.235992,0.0,414.165009,,,,,414.165009,791.572021,,178.843994,178.843994,,,,345.627014,,,,,405.138977,,,405.138977,929.609985,258.683014,,,,,80.265999,,,,80.265999,338.949013,1268.558998,0.009,459.756989,,,-7.636,,541.03102,993.161008,0.0,993.161008,2261.720006,
09/30/1994,2785.629883,106.641998,86.224998,20.417,1251.738037,,,360.740997,,,,,159.235001,,,1878.355957,398.890015,644.927002,-246.037003,0.0,508.384003,,,,,508.384003,907.274017,,220.25,220.25,,,,480.266998,,,,,608.472992,,,608.472992,1308.98999,258.539001,,,,,88.107002,,,,88.107002,346.646004,1655.635994,0.009,461.766998,,,-4.114,,672.332017,1129.994016,0.0,1129.994016,2785.63001,
12/31/1994,2459.025879,259.681005,239.100006,20.580999,762.023987,,,339.143005,,,,,182.675003,,,1543.522949,320.997009,569.663025,-248.666,0.0,594.505981,,,,,594.505981,915.50299,,295.246002,295.246002,,,,3.095,,,,,617.539979,,,617.539979,915.880981,355.104004,,,,,102.350998,,,,102.350998,457.455002,1373.335983,0.009,458.177002,,,-53.812,,681.316028,1085.69003,0.0,1085.69003,2459.026013,
03/31/1995,2338.466064,89.348997,73.962997,15.386,701.190002,,,414.18399,,,,,202.914993,,,1407.637939,429.983002,681.380005,-251.397003,0.0,500.845001,,,,,500.845001,930.828003,,150.343994,150.343994,,,,170.367004,,,,,456.150024,,,456.150024,776.861023,355.040009,,,,,104.328003,,,,104.328003,459.368011,1236.229034,0.009,458.915009,,,-50.578999,,693.891987,1102.236997,0.0,1102.236997,2338.466031,
06/30/1995,2632.85791,87.706,73.082001,14.624,920.521973,,,453.902008,,,,,201.931,,,1664.061035,355.470001,615.755981,-260.286011,0.0,613.327026,,,,,613.327026,968.797028,,212.343002,212.343002,,,,199.604004,,,,,462.930008,,,462.930008,874.877014,494.473999,,,,,104.277,,,,104.277,598.750999,1473.628014,0.009,457.279999,,,-46.655998,,748.596977,1159.229978,0.0,1159.229978,2632.857991,
09/30/1995,3062.483887,100.817001,84.221001,16.596001,1313.76001,,,463.036987,,,,,201.380005,,,2078.993896,486.575989,756.512024,-269.936005,0.0,496.914001,,,,,496.914001,983.48999,,233.863007,233.863007,,,,275.32901,,,,,699.809937,,,699.809937,1209.001953,464.406006,,,,,105.746002,,,,105.746002,570.152008,1779.153961,0.009,457.003998,,,-53.488998,,879.806015,1283.330014,0.0,1283.330014,3062.483976,
12/31/1995,2695.509033,483.457001,466.082001,17.375,679.28302,,,350.841003,,,,,177.238007,,,1690.81897,382.531006,648.416016,-265.88501,0.0,622.158997,,,,,622.158997,1004.690003,,250.401001,250.401001,,,,48.735001,,,,,548.545028,,,548.545028,847.68103,464.337006,,,,,108.321999,,,,108.321999,572.659005,1420.340035,0.0,382.570007,,,-75.573997,,968.172996,1275.169006,0.0,1275.169006,2695.509041,
03/31/1996,3004.910889,68.036003,68.036003,0.0,888.848999,,,498.196991,,,,,203.337006,,,1658.418945,555.659973,849.43103,-293.770996,0.0,790.83197,,,,,790.83197,1346.491943,,174.270004,174.270004,,,,84.997002,,,,,449.243004,,,449.243004,708.51001,594.370972,,,,,134.985992,,,,134.985992,729.356964,1437.866974,105.0,715.356018,,,-48.383999,,795.071987,1567.044006,0.0,1567.044006,3004.91098,
06/30/1996,3377.697998,91.996002,91.996002,0.0,1135.765015,,,562.921997,,,,,225.602005,,,2016.285034,577.16803,883.684021,-306.515991,0.0,784.244995,,,,,784.244995,1361.413025,,232.959,232.959,,,,263.772003,,,,,466.893997,,,466.893997,963.625,610.387024,,,,,120.385002,,,,120.385002,730.772026,1694.397026,153.324997,840.857971,,,-103.477997,,792.595978,1683.300949,0.0,1683.300949,3377.697975,
09/30/1996,3899.300049,126.924004,126.924004,0.0,1572.480957,,,566.625,,,,,240.621002,,,2506.650879,594.278015,916.059021,-321.781006,0.0,798.370972,,,,,798.370972,1392.648987,,264.901001,264.901001,,,,423.524994,,,,,864.103058,,,864.103058,1552.529053,510.471985,,,,,119.387001,,,,119.387001,629.858986,2182.388039,152.880005,834.651001,,,-228.039001,,957.419983,1716.911987,0.0,1716.911987,3899.300026,
12/31/1996,3581.14209,550.270996,550.270996,0.0,948.940002,,,444.178009,,,,,195.673004,,,2139.062012,616.281006,939.377014,-323.096008,0.0,825.799011,,,,,825.799011,1442.080017,,312.377991,312.377991,,,,28.924,,,,,800.574962,,,800.574962,1141.876953,494.100006,,,,,139.242004,,,,139.242004,633.34201,1775.218963,0.827,814.387024,,,-215.998993,,1206.707977,1805.923008,0.0,1805.923008,3581.141971,
03/31/1997,3261.714111,144.658997,144.658997,0.0,977.479004,,,512.846985,,,,,193.636002,,,1828.620972,608.349976,942.234985,-333.88501,0.0,824.742981,,,,,824.742981,1433.092957,,180.815994,180.815994,,,,122.258003,,,,,645.382973,,,645.382973,948.45697,530.461975,,,,,146.100998,,,,146.100998,676.562973,1625.019943,205.0,809.192017,,,-127.299004,,749.801018,1636.694031,0.0,1636.694031,3261.713974,
06/30/1997,3567.422119,58.988998,58.988998,0.0,1315.814941,,,552.463013,,,,,194.962006,,,2122.229004,618.351013,963.143005,-344.791992,0.0,826.84198,,,,,826.84198,1445.192993,,216.220001,216.220001,,,,164.990997,,,,,874.758972,,,874.758972,1255.969971,539.869995,,,,,127.424004,,,,127.424004,667.293999,1923.263969,153.324997,802.953003,,,-162.268997,,850.149002,1644.158005,0.0,1644.158005,3567.421974,
09/30/1997,4074.61792,68.170998,68.170998,0.0,1846.994019,,,552.661011,,,552.661011,,183.522003,,,2651.3479,609.64801,947.695984,-338.048004,0.0,813.622009,582.302002,,,,231.320007,1423.27002,,303.549011,303.549011,,,,352.833008,,,,,913.523987,,,913.523987,1569.906006,604.205994,,,,,136.246994,,,,136.246994,740.452988,2310.358994,152.880005,814.565979,,,-208.464996,,1005.277985,1764.258972,0.0,1764.258972,4074.617966,
12/31/1997,3803.791016,694.947021,694.947021,0.0,1091.416016,,,428.843994,48.619999,,380.223999,,246.529007,,,2461.736084,601.596985,938.54303,-336.946014,0.0,740.458008,542.758972,,,,197.699036,1342.054993,,310.117004,310.117004,,,,17.468,,,,,845.838946,,,845.838946,1173.42395,664.072998,,,,,144.223999,,,,144.223999,808.296997,1981.720947,0.772,809.552979,,,-285.420013,,1297.165008,1822.069974,0.0,1822.069974,3803.790921,
03/31/1998,3443.794,331.884,331.884,,987.906,987.906,,531.623,57.283,,474.34,,251.397,,,2102.81,602.793,953.208,-350.415,,738.191,548.957,,,,189.234,1340.984,,193.431,193.431,,,,31.781,,,,,577.537,,,577.537,802.749,663.937,,,,,136.862,,,,136.862,800.799,1603.548,0.772,789.704,,,-207.695,1480.866,-223.401,1840.246,,1840.246,3443.794,
06/30/1998,3676.952,151.949,151.949,,1249.205,1249.205,,627.534,71.562,,555.972,,255.288,,,2283.976,607.659,962.394,-354.735,,785.317,585.407,,,,199.91,1392.976,,238.982,238.982,,,,203.795,,,,,633.647,,,633.647,1076.424,663.797,,,,,134.54,,,,134.54,798.337,1874.761,0.772,789.269,,,-267.293,1515.803,-236.36,1802.191,,1802.191,3676.952,
09/30/1998,5979.384,377.385,377.385,0.0,1898.943,1898.943,,808.555,69.417,,739.138,,377.053,,,3461.936,742.691,1176.513,-433.822,0.0,1774.757,1267.15,1343.461,-76.311,,507.607,2517.448,,424.223,424.223,,,,930.997,,,,,1102.378,,,1102.378,2457.598,1154.609,1131.247,23.362,23.362,,143.362,,,,143.362,1297.971,3755.569,0.78,2213.103,,,-351.474,588.924,-227.518,2223.815,0.0,2223.815,5979.384,
12/31/1998,5147.385,469.213,469.213,0.0,1150.051,,,644.27,48.473,,595.797,0.0,371.772,,,2635.306,763.121,1185.141,-422.02,0.0,1748.958,1484.634,1335.183,149.451,,264.324,2512.079,,362.467,362.467,,,,232.672,,,,,1047.895,,,1047.895,1643.034,1184.462,1161.191,23.271,23.271,,149.086,,,,149.086,1333.548,2976.582,246.488,2250.336,,,-495.347,,169.326,2170.803,0.0,2170.803,5147.385,
03/31/1999,4347.804199,50.215,50.215,0.0,855.85498,,,562.002991,58.903,0.0,503.100006,0.0,290.247986,,,1758.321045,733.534973,1120.573975,-387.039001,0.0,1855.947998,1242.380005,,,,613.567993,2589.482971,,200.121002,200.121002,,,,292.835999,,,,,595.429962,,,595.429962,1088.386963,983.356018,961.950018,21.406,21.406,,148.953003,,,,148.953003,1132.309021,2220.695984,227.190002,2252.666016,,,-494.006989,,141.259003,2127.108032,0.0,2127.108032,4347.804016,
06/30/1999,4646.85,53.922,53.922,0.0,1064.066,1064.066,,615.188,72.793,0.0,542.395,0.0,240.602,,,1973.778,710.46,1112.107,-401.647,0.0,1962.612,1219.482,1209.345,10.137,,743.13,2673.072,,252.661,252.661,,,,792.063,,,,,657.074,,,657.074,1701.798,883.201,,,,,158.301,,,,158.301,1041.502,2743.3,0.772,2266.333,,,-491.433,361.501,-233.623,1903.55,,1903.55,4646.85,
09/30/1999,5306.893,61.192,61.192,,1684.066,1684.066,,640.939,62.346,,578.593,,258.483,,,2644.68,702.922,1115.577,-412.655,,1959.291,1218.367,1208.626,9.741,,740.924,2662.213,,349.198,349.198,,,,1078.732,,,,,831.833,,,831.833,2259.763,883.042,,,,,158.926,,,,158.926,1041.968,3301.731,,2171.992,,,-389.551,458.524,-235.803,2005.162,,2005.162,5306.893,
12/31/1999,4673.964,247.354,247.354,0.0,1001.972,1001.972,,436.316,41.452,0.0,394.864,0.0,166.217,,,1851.859,724.791,1146.933,-422.142,0.0,2097.314,1200.622,1191.227,9.395,,896.692,2822.105,,293.277,293.277,,,,372.722,,,,,899.422,,,899.422,1565.421,982.88,959.609,23.271,23.271,,162.976,,,,162.976,1145.856,2711.277,0.0,2162.517,,,-361.825,401.642,-239.647,1962.687,0.0,1962.687,4673.964,
03/31/2000,4572.459961,214.936996,214.936996,0.0,897.195984,,,522.299011,51.231998,0.0,471.066986,0.0,196.761993,,,1831.19397,693.674988,1131.155029,-437.480011,0.0,2047.590942,1186.19397,1177.212036,8.981934,,861.396973,2741.26593,,218.106003,218.106003,,,,851.471008,,,,,603.209976,,,603.209976,1672.786987,982.713013,959.442013,23.271,23.271,,172.442001,,,,172.442001,1155.155014,2827.942001,0.0,2163.791992,,,-355.453003,,-63.820007,1744.518982,0.0,1744.518982,4572.460983,
06/30/2000,4800.743164,129.692993,129.692993,0.0,1057.387939,,,633.513,67.416,0.0,566.096985,0.0,206.742996,,,2027.337036,678.643005,1123.764038,-445.121002,0.0,2094.762939,1165.458984,1156.988037,8.470947,,929.303955,2773.405945,,256.153015,256.153015,,,,1222.892944,,,,,560.662048,,,560.662048,2039.708008,882.541992,859.270992,23.271,23.271,,182.660004,,,,182.660004,1065.201996,3104.910004,0.0,2153.235107,,,-337.437012,,-119.964996,1695.833099,0.0,1695.833099,4800.743103,
09/30/2000,4843.896,136.748,95.815,40.933,1456.314,1456.314,,655.706,57.418,,598.288,,209.473,,,2458.241,662.191,1118.842,-456.651,,1723.464,1149.548,1141.486,8.062,,573.916,2385.655,,373.994,373.994,,,,740.041,,,,,981.467,,,981.467,2095.502,1273.076,,,,,167.24,,,,167.24,1440.316,3535.818,,2147.045,,,-327.67,-215.545,-295.752,1308.078,,1308.078,4843.896,
12/31/2000,4313.396973,232.389008,232.389008,0.0,839.567017,,,489.742004,34.356998,0.0,455.38501,0.0,189.798996,,,1751.496948,647.83197,1120.817993,-472.985992,0.0,1914.067993,1136.857056,,,,777.210938,2561.899963,,338.966003,338.966003,,,,259.126007,,,,,904.314972,,,904.314972,1502.406982,1242.395996,,,,,165.496002,,,,165.496002,1407.891998,2910.298981,0.0,2142.174072,,,-288.622009,,-450.453979,1403.098083,0.0,1403.098083,4313.397064,
03/31/2001,4231.512,74.279,74.279,0.0,890.814,890.814,,574.031,45.211,0.0,528.82,0.0,188.894,,,1728.018,623.602,1118.056,-494.454,0.0,1879.892,1117.1,1105.003,12.097,,762.792,2503.494,,244.485,244.485,,,,551.148,,,,,624.322,,,624.322,1419.955,1250.112,1226.841,23.271,23.271,,179.436,,,,179.436,1429.548,2849.503,0.0,2095.003,,,-200.433,-178.456,-334.105,1382.009,0.0,1382.009,4231.512,
06/30/2001,4396.194824,40.720001,40.720001,0.0,947.817017,,,692.768982,51.490002,0.0,641.278992,0.0,181.973999,,,1863.280029,618.401978,1131.937988,-513.536011,0.0,1914.512939,1131.098022,1108.035034,23.062988,,783.414917,2532.914917,,298.45401,298.45401,,,,682.744019,,,,,627.713959,,,627.713959,1608.911987,1191.112061,,,,,189.298004,,,,189.298004,1380.410065,2989.322052,0.0,2090.091064,,,-190.906998,,-492.31102,1406.873047,0.0,1406.873047,4396.195099,
09/30/2001,5051.240234,65.737,65.737,0.0,1591.405029,,,739.723999,48.705002,0.0,691.018982,0.0,181.445999,,,2578.312012,613.827026,1152.06897,-538.242004,0.0,1859.100952,1123.264038,1112.05896,11.205078,,735.836914,2472.927979,,383.881989,383.881989,,,,980.08197,,,,,884.519928,,,884.519928,2248.483887,1021.117981,,,,,171.395004,,,,171.395004,1192.512985,3440.996872,0.0,2084.959961,,,-181.205994,,-293.511017,1610.24295,0.0,1610.24295,5051.239822,
12/31/2001,4509.816895,616.604004,616.604004,0.0,665.828003,,,487.505005,34.922001,0.0,452.583008,0.0,291.915009,,,2061.852051,626.721985,1176.795044,-550.072998,0.0,1821.243042,1109.910034,1089.362061,20.547974,,711.333008,2447.965027,,334.247009,334.247009,,,,248.197998,,,,,983.792053,,,983.792053,1566.237061,1020.919006,,,,,184.203003,,,,184.203003,1205.122009,2771.35907,0.0,2075.300049,,,-161.944,,-174.89801,1738.458038,0.0,1738.458038,4509.817108,
03/31/2002,3831.462,246.704,246.704,0.0,658.397,658.397,,488.359,42.637,0.0,445.722,0.0,260.812,,,1654.272,605.101,1168.509,-563.408,0.0,1572.089,685.556,685.556,0.0,,886.533,2177.19,,194.039,194.039,,,,234.64,,,,,683.637,,,683.637,1112.316,1020.714,,,,,169.879,,,,169.879,1190.593,2302.909,0.0,2049.226,,,-107.653,-123.245,-289.775,1528.553,0.0,1528.553,3831.462,
06/30/2002,3949.602051,171.837997,171.837997,0.0,720.804993,,,568.276001,51.824001,0.0,516.452026,0.0,268.786011,,,1729.704956,602.276001,1174.884033,-572.607971,0.0,1617.620972,696.762024,696.762024,0.0,,920.858948,2219.896973,,268.221008,268.221008,,,,260.842987,,,,,687.673065,,,687.673065,1216.737061,990.505005,,,,,171.5,,,,171.5,1162.005005,2378.742065,0.0,1992.409058,,,-20.620001,,-400.92901,1570.860046,0.0,1570.860046,3949.602112,
09/30/2002,4479.140137,196.365005,196.365005,0.0,1355.667969,,,573.768982,46.644001,0.0,527.125,0.0,227.292007,,,2353.093994,596.299011,1148.598999,-552.299988,0.0,1529.746948,698.883972,698.883972,0.0,,830.862976,2126.045959,,383.419006,383.419006,,,,477.696991,,,,,978.598969,,,978.598969,1839.714966,640.289978,,,,,167.412994,,,,167.412994,807.702972,2647.417938,0.0,1985.61499,,,-7.249,,-146.644005,1831.721985,0.0,1831.721985,4479.139923,
12/31/2002,4459.65918,1267.037964,1267.037964,0.0,490.81601,490.81601,,338.598999,34.324001,0.0,304.274994,0.0,292.510986,,,2388.964111,599.604004,1146.23999,-546.635986,0.0,1471.090942,703.153015,703.153015,0.0,,767.937927,2070.694946,,296.307007,296.307007,,,,207.485001,,,,,1144.961044,,,1144.961044,1648.753052,640.070007,,,,,192.123993,,,,192.123993,832.194,2480.947052,0.0,1978.470947,,,-0.245,341.132996,-340.646996,1978.711947,0.0,1978.711947,4459.658999,
03/31/2003,3986.897,768.368,768.368,0.0,530.992,530.992,,394.809,43.447,0.0,351.362,0.0,236.216,,,1930.385,588.396,1153.24,-564.844,0.0,1468.116,701.631,701.631,0.0,,766.485,2056.512,,215.342,215.342,,,,199.197,,,,,714.561,,,714.561,1129.1,639.844,,,,,196.001,,,,196.001,835.845,1964.945,0.0,2005.97,,,-0.245,373.976,-357.749,2021.952,0.0,2021.952,3986.897,
06/30/2003,4081.874023,582.820984,582.820984,0.0,603.689026,,,540.35199,63.383999,0.0,476.967987,0.0,258.686005,,,1985.547974,604.369019,1193.706055,-589.336975,0.0,1491.957031,709.247009,709.247009,0.0,,782.710022,2096.32605,,293.453003,293.453003,,,,186.126007,,,,,677.22702,,,677.22702,1156.80603,629.612,,,,,202.550995,,,,202.550995,832.162994,1988.969025,0.0,2017.406982,,,-0.245,394.868011,-319.12501,2092.904984,0.0,2092.904984,4081.874008,
09/30/2003,4604.040039,401.394012,401.394012,0.0,1258.095947,,,619.737976,57.749001,0.0,561.989014,0.0,283.127991,,,2562.355957,619.348022,1227.259033,-607.911011,0.0,1422.33606,710.104004,710.104004,0.0,,712.232056,2041.684082,,426.57901,426.57901,,,,45.884998,,,,,960.84605,,,960.84605,1433.310059,629.374023,,,,,206.929001,,,,206.929001,836.303024,2269.613083,0.0,2026.302002,,,-67.071999,664.898987,-289.701988,2334.427002,0.0,2334.427002,4604.040085,
12/31/2003,4510.95,1152.681,1152.681,0.0,543.888,543.888,,388.658,40.362,0.0,348.296,0.0,309.629,,,2394.856,625.893,1621.057,-995.164,0.0,1490.201,722.249,722.249,0.0,,767.952,2116.094,,289.68,289.68,,,,71.864,,,,,1106.202,,,1106.202,1467.746,589.13,565.859,23.271,23.271,,237.853,,,,237.853,826.983,2294.729,0.0,2040.49,,,-244.691,707.429,-287.007,2216.221,0.0,2216.221,4510.95,
03/31/2004,4105.253906,787.96698,787.96698,0.0,546.929016,546.929016,,402.554993,44.188999,0.0,358.365997,0.0,255.645996,,,1993.097046,615.093994,1637.402954,-1022.309021,0.0,1497.062988,751.870972,726.593994,25.276978,,745.192017,2112.156982,,208.559998,208.559998,,,,120.656998,,,,,740.694016,,,740.694016,1069.911011,588.880005,565.609005,23.271,23.271,,238.136002,,,,238.136002,827.016006,1896.927017,0.0,2042.437012,,,-251.981003,716.419983,-298.548981,2208.327011,0.0,2208.327011,4105.254028,
