Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1989,55.287001,3.227,7.343,7.343,0.0,-4.116,52.060001,14.675,,,,32.338001,5.047,0.0,55.287001,-50.396001,2.522,47.874001,4.891,0.0,0.0,4.891,-1.837,3.054,0.0,,,3.054,0.0,3.054,0.0,,3.054,3.054,,42.809991,0.072,0.072,,42.809991,0.072,0.072,0.072,
09/30/1989,57.464001,3.45,7.987,7.987,0.0,-4.537,54.014001,14.049,,,,34.837002,5.128,0.0,57.464001,-51.940001,2.538,49.402,5.524,0.0,0.0,5.524,-2.095,3.429,0.0,,,3.429,0.0,3.429,0.0,,3.429,3.429,,43.179988,0.08,0.08,,43.179988,0.08,0.08,0.08,
12/31/1989,59.078998,3.494,8.021,8.021,0.0,-4.527,55.584998,13.547,,,,35.912998,6.125,0.0,59.078998,-53.067,2.483,50.584,6.012,0.0,0.0,6.012,-2.312,3.7,0.0,,,3.7,0.0,3.7,0.0,,3.7,3.7,,43.129991,0.086,0.086,,43.129991,0.086,0.086,0.086,
03/31/1990,54.750999,3.516,7.431,7.431,0.0,-3.915,51.234999,14.256,,,,31.886,5.093,0.0,54.750999,-51.645999,2.22,49.425999,3.105,0.0,0.0,3.105,-1.443,1.662,0.0,,,1.662,0.0,1.662,0.0,,1.662,1.662,,41.549992,0.04,0.04,,41.549992,0.04,0.04,0.04,
06/30/1990,58.093999,3.67,7.172,7.172,0.0,-3.502,54.423999,15.681,,,,33.202999,5.54,0.0,58.093999,-53.045999,2.481,50.564999,5.048,0.0,0.0,5.048,-1.959,3.089,0.0,,,3.089,0.0,3.089,0.0,,3.089,3.089,,44.834989,0.068,0.068,,44.834989,0.068,0.068,0.068,
09/30/1990,60.512001,3.744,7.222,7.222,0.0,-3.478,56.768001,15.429,,,,30.943001,10.396,0.0,60.512001,-54.525999,2.122,52.403999,5.986,0.0,0.0,5.986,-2.334,3.652,0.0,,,3.652,0.0,3.652,0.0,,3.652,3.652,,44.564989,0.082,0.082,,44.564989,0.082,0.082,0.082,
12/31/1990,54.666,3.401,7.114,7.114,0.0,-3.713,51.265,14.593,,,,28.830999,7.841,0.0,54.666,-50.342,1.522,48.82,4.324,0.0,0.0,4.324,-1.703,2.621,0.0,,,2.621,0.0,2.621,0.0,,2.621,2.621,,44.219988,0.06,0.06,,44.219988,0.06,0.06,0.06,
03/31/1991,63.354997,3.058,6.759,6.759,0.0,-3.701,60.296997,-3.288,,,,66.393997,-2.809,0.0,63.354997,-56.487,1.911,54.576,6.868,0.0,0.0,6.868,-2.706,4.162,0.0,,,4.162,0.0,4.162,0.0,,4.162,4.162,,44.274987,0.094,0.094,,44.274987,0.094,0.094,0.094,
06/30/1991,64.631,3.029,6.336,6.336,0.0,-3.307,61.602,18.924999,,,,35.665001,7.012,0.0,64.631,-57.801,1.774,56.027,6.83,0.0,0.0,6.83,-2.7,4.13,0.0,,,4.13,0.0,4.13,0.0,,4.13,4.13,,45.134991,0.092,0.092,,45.134991,0.092,0.092,0.092,
09/30/1991,65.276998,3.179,6.568,6.568,0.0,-3.389,62.097998,18.4,,,,36.314999,7.383,0.0,65.276998,-57.566,1.524,56.042,7.711,0.0,0.0,7.711,-3.119,4.592,0.0,,,4.592,0.0,4.592,0.0,,4.592,4.592,,45.229986,0.102,0.102,,45.229986,0.102,0.102,0.102,
12/31/1991,72.527998,3.162,6.631,6.631,0.0,-3.469,69.365998,19.528999,,,,39.334999,10.502,0.0,72.527998,-62.98,1.799,61.181,9.548,0.0,0.0,9.548,-3.772,5.776,0.0,,,5.776,0.0,5.776,0.0,,5.776,5.776,,45.694988,0.126,0.126,,45.694988,0.126,0.126,0.126,
03/31/1992,76.487003,2.826,6.094,6.094,0.0,-3.268,73.661003,-3.663,,,,86.425003,-9.101,0.0,76.487003,-65.561001,1.75,63.811001,10.926,0.0,0.0,10.926,-4.307,6.619,0.0,,,6.618999,0.0,6.619,0.0,,6.619,6.619,,45.964988,0.144,0.144,,45.964988,0.144,0.144,0.144,
06/30/1992,78.146,2.846,5.919,5.919,0.0,-3.073,75.3,14.47,,,,55.223,5.607,0.0,78.146,-65.702998,1.366,64.336998,12.443,0.0,0.0,12.443,-4.839,7.604,0.0,,,7.604,0.0,7.604,0.0,,7.604,7.604,,45.884989,0.166,0.166,,45.884989,0.166,0.166,0.166,
09/30/1992,74.942998,2.892,5.677,5.677,0.0,-2.785,72.050998,14.228,,,,52.613998,5.209,0.0,74.942998,-63.722999,1.215,62.507999,11.22,0.0,0.0,11.22,-4.376,6.844,0.0,,,6.844,0.0,6.844,0.0,,6.844,6.844,,45.984986,0.148,0.148,,45.984986,0.148,0.148,0.148,
12/31/1992,82.169002,3.282,6.256,6.256,0.0,-2.974,78.887002,11.954,,,,61.233002,5.7,0.0,82.169002,-70.896999,1.423,69.473999,11.272,0.0,0.0,11.272,-4.227,7.045,0.0,,,7.045,0.0,7.045,0.0,,7.045,7.045,,46.464989,0.152,0.152,,46.464989,0.152,0.152,0.152,
03/31/1993,89.459998,3.324,6.121,6.121,0.0,-2.797,86.135998,14.348,,,,65.724998,6.063,0.0,89.459998,-75.412003,1.571,73.841003,14.048,0.0,0.0,14.048,-5.338,8.71,0.0,,,8.71,0.0,8.71,0.0,,8.71,8.71,,46.829988,0.186,0.186,0.186,46.829988,0.186,0.186,0.186,
06/30/1993,88.100002,3.7,6.9,6.9,0.0,-3.2,84.400002,12.8,,,,65.900002,5.7,0.0,88.100002,-74.900003,1.6,73.300003,13.2,0.0,0.0,13.2,-5.1,8.1,0.0,,,8.1,0.0,8.1,0.0,,8.1,8.1,,59.999985,0.136,0.136,,59.999985,0.136,0.136,0.136,
