Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,28.62,28.610999,28.610999,,3.619762,1.634616,0.218902,0.2,0.2,,0.2,0.2,0.2,0.08,0.587327,,15.869986,8.400244,,
06/30/1990,28.669501,28.671,28.671,,3.640124,1.70744,0.231419,0.206667,0.206667,,0.206667,0.206667,0.206667,0.08,3.737435,,17.417882,8.510019,,
09/30/1990,28.704,28.711501,28.711501,,3.838984,1.842189,0.195531,0.173333,0.173333,,0.173333,0.173333,0.173333,0.08,-0.888599,,13.442447,8.589291,,
12/31/1990,25.6365,27.170251,27.170251,,4.00887,1.944259,0.214831,0.22,0.22,0.22,0.22,0.22,0.22,0.08,1.100247,,17.682796,9.074366,,
03/31/1991,24.645,25.248001,25.248001,,4.025546,2.03422,0.300737,0.253333,0.253333,,0.253333,0.253333,0.253333,0.08,0.231583,,14.473605,9.33524,,
06/30/1991,24.687,24.7965,24.7965,,4.159659,2.312544,0.340814,0.266667,0.266667,,0.266667,0.266667,0.266667,0.08,0.503579,,11.643699,9.589946,,
09/30/1991,24.723001,24.8325,24.8325,,3.852089,2.128541,0.341166,0.266667,0.266667,,0.266667,0.266667,0.266667,0.08,1.309171,,18.280468,9.767463,,
12/31/1991,24.7905,24.554248,24.554248,,3.907104,2.312431,0.285572,0.28,0.28,0.28,0.28,0.28,0.28,0.08,-0.978568,,17.080495,9.995603,,
03/31/1992,24.8535,24.944999,24.944999,,3.568892,2.248467,0.445781,0.32,0.32,,0.32,0.32,0.32,0.1,-1.438805,,39.195082,10.120104,,
06/30/1992,24.9165,25.105499,25.105499,,4.24891,2.567963,0.497381,0.333333,0.333333,,0.333333,0.333333,0.333333,0.1,4.621697,,11.577308,10.347119,,
09/30/1992,25.006499,25.1985,25.1985,,4.531024,3.0151,0.547175,0.366667,0.366667,,0.366667,0.366667,0.366667,0.1,-0.380023,,10.072141,10.624118,,
12/31/1992,25.1835,25.095,25.095,,4.24467,2.807053,0.470492,0.38,0.38,0.38,0.38,0.38,0.38,0.1,5.678741,,16.353485,10.894475,,
03/31/1993,29.251499,51.857998,51.857998,,,,0.555324,0.453333,0.346667,,0.453333,0.346667,0.346667,0.12,2.040997,,12.42244,11.523239,,
06/30/1993,29.328,53.3535,53.3535,,,,0.599923,0.366667,0.366667,,0.366667,0.366667,0.366667,0.12,-0.996542,,13.676589,12.006035,,
09/30/1993,32.396999,53.606998,53.606998,,,,0.603503,0.42,0.42,,0.42,0.42,0.42,0.12,1.769471,,13.343859,12.167176,,
12/31/1993,53.172003,53.356499,53.356499,,,,0.641684,0.346667,0.406667,0.406667,0.346667,0.406667,0.406667,0.12,-0.690975,,8.805085,10.860114,,
03/31/1994,59.758501,66.099003,66.099003,,,,0.591492,0.373333,0.373333,,0.373333,0.373333,0.373333,0.14,1.782084,,10.431771,11.037024,,
06/30/1994,59.869497,66.2805,66.2805,,,,0.621601,0.386667,0.386667,,0.386667,0.386667,0.386667,0.14,0.997262,,8.007199,11.094113,,
09/30/1994,59.939999,65.538002,65.538002,,,,0.549986,0.346667,0.346667,,0.346667,0.346667,0.346667,0.153333,0.298361,,8.732083,11.347331,,
12/31/1994,65.660997,66.580495,64.528502,,,,-0.001612,-0.266667,-0.266667,-0.266667,-0.266667,-0.266667,-0.266667,0.153333,0.472272,,8.67349,10.722484,,
03/31/1995,66.51,89.370003,89.370003,,,,0.737529,0.473333,0.473333,,0.473333,0.473333,0.473333,0.153333,0.654884,,8.323666,11.417681,,
06/30/1995,66.814499,90.679499,90.679499,,,,0.761594,0.48,0.48,,0.48,0.48,0.48,0.166667,-0.384938,-0.527253,9.677765,11.913088,,
09/30/1995,67.434002,91.535997,91.535997,,,,0.764049,0.493333,0.493333,,0.493333,0.493333,0.493333,0.166667,1.46267,,11.722929,12.603019,,
