Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/03/1994,126.421997,5.58,5.58,0.0,5.77,,,16.5,,,,,0.0,,,,27.85,59.790001,,,0.0,,,38.782001,,,,38.782001,98.572002,,9.315,9.315,,,,1.331,,,,,15.063,,,15.063,25.709,2.909,,,,2.08,,,,,2.08,4.989,30.697999,0.0,78.751999,0.0,,16.972,95.723999,0.0,95.723999,126.421999,
09/25/1994,136.164993,4.335,4.335,0.0,3.619,,,17.188,,,,,6.129,,,,31.271,65.926003,93.844002,-27.917999,0.0,,,38.967999,,,,38.967999,104.894001,,10.644,10.644,,,,1.222,,,,,14.169,,,14.169,26.035,7.167,,,,5.271,,,,,5.271,12.438,38.473,0.0,78.765999,0.0,,18.926001,97.691999,0.0,97.691999,136.164999,
01/15/1995,146.231003,2.748,2.748,0.0,9.396,,,19.372,,,,,,,,,31.516001,75.970001,,,0.0,,,38.744999,,,,38.744999,114.715,,10.291,10.291,,,,1.461,,,,,14.432,,,14.432,26.184,14.228,,,,5.636,,,,,5.636,19.864,46.048,0.0,78.903999,0.0,,21.278999,100.182999,0.0,100.182999,146.230999,
04/09/1995,170.778,2.734,2.734,0.0,9.869,,,21.094999,,,,,0.0,,,,33.698002,85.603996,,,0.0,,,51.476002,,,,51.476002,137.079998,,11.383,11.383,,,,1.707,,,,,17.009001,,,17.009001,30.099001,32.282001,,,,5.636,,,,,5.636,37.918002,68.017003,0.0,78.932999,0.0,,23.827999,102.760998,0.0,102.760998,170.778,
07/02/1995,184.229004,2.546,2.546,0.0,9.449,,,22.860001,,,,,0.0,,,,34.855,98.205002,,,0.0,,,51.168999,,,,51.168999,149.374001,,11.302,11.302,,,,1.482,,,,,19.171999,,,19.171999,31.955999,41.978001,,,,6.417,,,,,6.417,48.395,80.351,0.0,79.001999,0.0,,24.875999,103.877998,0.0,103.877998,184.228998,
09/24/1995,196.25,5.154,5.154,0.0,2.986,,,23.393,,,,,5.776,,,,37.308998,108.242996,142.964005,-34.721001,0.0,,,50.698002,,,,50.698002,158.940998,,11.218,11.218,,,,1.815,,,,,22.807999,,,22.807999,35.841,46.905998,,,,7.264,,,,,7.264,54.169998,90.010998,0.0,79.093002,0.0,,27.146,106.239002,0.0,106.239002,196.25,
01/14/1996,207.087997,1.846,1.846,0.0,9.848,,,24.756001,,,,,0.0,,,,36.450001,120.321999,,,0.0,,,50.316002,,,,50.316002,170.638,,10.757,10.757,,,,1.658,,,,,24.389001,,,24.389001,36.804001,52.687,,,,7.54,,,,,7.54,60.227,97.031001,0.0,79.161003,0.0,,30.896,110.057003,0.0,110.057003,207.088004,
04/07/1996,220.841003,2.564,2.564,0.0,28.15,,,10.867,,,,,0.0,,,,41.581001,129.432999,,,0.0,,,49.827,,,,49.827,179.259998,,14.337,14.337,,,,1.305,,,,,22.365,,,22.365,38.007,62.617001,,,,7.703,,,,,7.703,70.320001,108.327001,0.0,80.458,0.0,,32.056,112.514,0.0,112.514,220.841001,
06/30/1996,230.826996,0.0,0.0,0.0,11.22,,,29.285999,,,,,0.0,,,,40.506001,140.177002,,,0.0,,,50.144001,,,,50.144001,190.321003,,14.611,14.611,,,,0.969,,,,,22.139002,,,22.139002,37.719002,64.569,,,,10.965,,,,,10.965,75.534,113.253002,0.0,82.063004,0.0,,35.511002,117.574005,0.0,117.574005,230.827007,
09/29/1996,340.819,3.997,3.997,0.0,6.698,,,45.804001,,,,,20.205999,,,,76.705002,202.451004,271.289001,-68.837997,6.895,,,54.768002,,,,54.768002,264.114006,,25.849001,25.849001,,,,1.014,,,,,34.193998,,,34.193998,61.056999,84.277,,,,23.461,,,,,23.461,107.738001,168.795,0.0,183.304993,0.0,,-11.281,172.023993,0.0,172.023993,340.818993,
01/19/1997,335.037994,8.526,8.526,0.0,23.131001,,,42.43,,,,,0.0,,,,74.086998,207.621002,,,0.0,,,53.330002,,,,53.330002,260.951004,,22.327,22.327,,,,0.9,,,,,37.552999,,,37.552999,60.779999,99.056999,,,,23.275999,,,,,23.275999,122.332998,183.112997,0.0,170.878998,0.0,,-18.954,151.924997,0.0,151.924997,335.037994,
04/13/1997,346.990997,5.428,5.428,0.0,26.023001,,,43.973,,,,,0.0,,,,75.424004,212.671997,,,0.0,,,58.895,,,,58.895,271.566998,,24.351999,24.351999,,,,0.838,,,,,38.888004,,,38.888004,64.078003,102.0,,,,23.205,,,,,23.205,125.205,189.283003,0.0,171.078003,0.0,,-13.37,157.708003,0.0,157.708003,346.991006,
07/06/1997,363.67099,12.559,12.559,0.0,27.768999,,,47.669998,,,,,0.0,,,,87.998001,217.423996,,,0.0,,,58.249001,,,,58.249001,275.672997,,25.787001,25.787001,,,,0.785,,,,,43.759001,,,43.759001,70.331001,102.825996,,,,23.218,,,,,23.218,126.043997,196.374998,0.0,175.296005,0.0,,-8.0,167.296005,0.0,167.296005,363.671003,
09/28/1997,399.678009,14.484,13.395,1.089,34.570999,,,64.837997,,,64.837997,,,,,,113.892998,228.214996,,,,,,57.57,35.577,,,21.993,285.784996,,30.9,30.9,,,,1.171,,,,,45.201003,,,45.201003,77.272003,92.672997,,,,24.268,,,,,24.268,116.940997,194.213,0.0,192.514008,0.0,,12.951,205.465008,0.0,205.465008,399.678008,
01/18/1998,438.225,4.569,4.569,,47.351,47.351,,73.69,,,,,,,,,125.61,248.891,,,,,,63.724,35.219,35.219,0.0,28.505,312.615,,36.073,36.073,,,,0.779,,,,,55.101,,,55.101,91.953,90.475,,,,29.477,,,,,29.477,119.952,211.905,,201.997,,24.323,0.0,226.32,,226.32,438.225,
04/12/1998,522.182983,61.761999,35.834,25.927999,52.222,,,80.010002,,,80.010002,,,,,,193.994003,264.638,,,,,,63.550999,34.953999,,,28.597,328.188999,,44.937,44.937,,,,0.773,,,,,49.643996,,,49.643996,95.353996,155.516998,,,,29.521,,,,,29.521,185.037998,280.391994,0.0,206.167999,0.0,,35.623001,241.791,0.0,241.791,522.182995,
07/05/1998,532.08197,57.480999,31.195999,26.285,47.087002,,,81.648003,,,81.648003,,,,,,186.216003,277.890015,,,,,,67.975998,36.255001,,,31.720997,345.866013,,34.268002,34.268002,,,,0.663,,,,,60.541998,,,60.541998,95.473,156.917007,,,,24.812,,,,,24.812,181.729008,277.202007,0.0,208.136002,0.0,,46.743999,254.880001,0.0,254.880001,532.082008,
09/28/1998,544.807983,63.692999,36.674,27.018999,15.201,,,85.627998,12.445,0.363,72.82,,19.570999,,,,184.093002,291.477997,429.122009,-137.643997,0.0,,,69.237,47.952,,,21.285,360.714996,,32.505001,32.505001,,,,0.343,,,,,58.180998,,,58.180998,91.028999,158.673004,,,,17.833,,,,,17.833,176.506004,267.535004,0.0,219.188995,0.0,,58.084,277.272995,0.0,277.272995,544.807999,
01/17/1999,562.436,43.092,28.418,14.674,0.0,38.034,,91.331,,,,,38.034,,,,172.457,319.957,,,0.0,,,70.022,0.0,35.439,-35.439,70.022,389.979,,30.408,30.408,,,,0.29,,,,,61.467,,,61.467,92.165,160.432,,,,18.51,,,,,18.51,178.942,271.107,0.0,220.476,0.0,70.829,0.024,291.329,0.0,291.329,562.436,
04/11/1999,565.036,25.901,17.133,8.768,39.606,39.606,,89.516,,,,,0.0,,,,155.023,335.483,,,0.0,,,74.53,35.169,35.169,0.0,39.361,410.013,,34.002,34.002,,,,0.271,,,,,64.976,,,64.976,99.249,161.815,,,,17.803,,,,,17.803,179.618,278.867,0.0,222.648,-18.939,82.475,-0.015,286.169,0.0,286.169,565.036,
07/04/1999,610.105,13.527,13.527,0.0,40.632,40.632,,95.492,,,,,0.0,,,,149.651,375.002,,,0.0,,,85.452,47.073,47.073,0.0,38.379,460.454,,39.952,39.952,,,,0.957,,,,,72.314,,,72.314,113.223,179.291,,,,17.494,,,,,17.494,196.785,310.008,0.0,224.511,-18.939,94.525,0.0,300.097,0.0,300.097,610.105,
09/26/1999,659.735,9.019,9.019,,19.578,19.578,,93.452,11.38,0.651,8.451,72.97,18.576,,,,140.625,407.204,579.875,-172.671,23.6,,23.6,88.306,63.438,49.288,14.15,24.868,519.11,,49.038,49.038,,,,6.655,5.776,0.879,0.879,,65.662,,,65.662,121.355,208.862,208.025,0.837,0.837,18.298,,,,,18.298,227.16,348.515,,230.131,-18.939,100.028,0.0,311.22,,311.22,659.735,
01/16/2000,696.539,3.64,3.64,0.0,21.061,21.061,,82.966,,,,,18.34,,,,126.007,421.729,,,56.137,,56.137,92.666,78.686,47.294,31.392,13.98,570.532,,48.088,48.088,,,,6.607,,,,,74.961,,,74.961,129.656,238.599,,,,18.469,,,,,18.469,257.068,386.724,0.0,230.803,-32.473,111.485,0.0,309.815,0.0,309.815,696.539,
04/09/2000,745.513,1.731,1.731,0.0,21.531,21.531,,85.92,,,,,20.262,,,,129.444,443.601,,,56.137,,56.137,116.331,70.938,70.938,0.0,45.393,616.069,,55.118,55.118,,,,6.518,,,,,75.511,,,75.511,137.147,269.922,,,,13.565,,,,,13.565,283.487,420.634,0.0,231.097,-30.442,124.224,0.0,324.879,0.0,324.879,745.513,
07/02/2000,775.143,0.0,0.0,0.0,22.11,22.11,,90.888,,,,,18.5,,,,131.498,466.93,,,56.137,,56.137,120.578,70.212,70.212,0.0,50.366,643.645,,53.808,53.808,,,,6.372,,,,,80.556,,,80.556,140.736,278.546,,,,17.173,,,,,17.173,295.719,436.455,0.0,229.545,-28.475,137.618,0.0,338.688,0.0,338.688,775.143,
09/24/2000,760.399,0.395,0.395,0.0,21.836,,,93.858,1.499,0.0,0.363,91.996,35.632,,,,151.721,468.678,674.95,-206.272,0.0,,,140.0,69.867,,,70.133,608.678,,49.985,49.985,,,,7.884,,,,,84.772,,,84.772,142.641,298.07,,,,12.531,,,,,12.531,310.601,453.242,0.0,235.648,-23.688,,95.197,307.157,0.0,307.157,760.399,
01/14/2001,812.037,7.109,7.109,0.0,22.83,22.83,,101.673,,,,,37.353,,,,168.965,503.963,,,0.0,,,139.109,69.102,69.102,0.0,70.007,643.072,,58.901,58.901,,,,7.89,,,,,80.023,,,80.023,146.814,324.31,,,,12.649,,,,,12.649,336.959,483.773,0.0,236.709,-18.686,110.241,0.0,328.264,0.0,328.264,812.037,
04/08/2001,847.716,1.948,1.948,0.0,24.669,24.669,,101.409,,,,,20.216,,,,148.242,525.078,,,0.0,,,174.396,68.487,68.487,0.0,105.909,699.474,,52.955,52.955,,,,7.263,,,,,88.9,,,88.9,149.118,325.16,,,,12.584,,,,,12.584,337.744,486.862,0.0,240.503,-17.113,137.464,0.0,360.854,0.0,360.854,847.716,
07/01/2001,828.397,3.072,3.072,0.0,24.423,24.423,,104.247,,,,,18.616,,,,150.358,532.5,,,0.0,,,145.539,67.872,67.872,0.0,77.667,678.039,,50.456,50.456,,,,6.103,,,,,92.036,,,92.036,148.595,284.78,,,,12.541,,,,,12.541,297.321,445.916,0.0,242.284,-13.387,153.584,0.0,382.481,0.0,382.481,828.397,
09/30/2001,829.171,1.843,1.843,0.0,24.039,,,98.616,1.508,0.0,0.419,96.689,20.242,,,,144.74,542.986,814.963,-271.977,4.706,,,136.739,91.286,67.258,24.028,45.453,684.431,,50.468,50.468,,,,5.944,,,,,99.924,,,99.924,156.336,250.705,,,,12.773,,,,,12.773,263.478,419.814,0.0,251.679,-5.369,,163.047,409.357,0.0,409.357,829.171,
01/20/2002,892.739,10.549,10.549,0.0,24.059,24.059,,105.113,0.0,0.0,105.113,0.0,21.711,,,,161.432,590.736,,,4.834,,,135.737,104.135,79.229,24.906,31.602,731.307,,73.574,73.574,,,,5.789,,,,,98.105,,,98.105,177.468,249.842,,,,13.873,,,,,13.873,263.715,441.183,0.0,268.34,,183.218,-0.002,451.556,0.0,451.556,892.739,
04/14/2002,916.685,19.077,19.077,0.0,32.028,32.028,,102.367,,,,,16.459,,,,169.931,605.66,,,4.869,,,136.225,104.629,80.522,24.107,31.596,746.754,,57.388,57.388,,,,5.789,,,,,124.57,,,124.57,187.747,225.449,,,,14.145,,,,,14.145,239.594,427.341,0.0,285.802,,203.445,0.097,489.344,0.0,489.344,916.685,
07/07/2002,933.358,16.207,16.207,0.0,30.429,30.429,,106.586,,,,,19.888,,,,173.11,619.947,,,4.691,,,135.61,103.995,80.675,23.32,31.615,760.248,,77.24,77.24,,,,5.789,,,,,112.129,,,112.129,195.158,164.299,,,,16.115,,,,,16.115,180.414,375.572,0.0,331.951,,225.525,0.31,557.786,0.0,557.786,933.358,
09/29/2002,943.201,12.646,12.646,0.0,30.888,,,108.189,2.781,0.0,0.387,105.021,20.418,,,,172.141,644.688,983.259,-338.571,4.426,,,121.946,103.437,80.548,22.889,18.509,771.06,,59.71,59.71,,,,5.789,5.774,0.015,0.015,,110.799,,,110.799,176.298,161.952,161.914,0.038,0.038,15.865,,,,,15.865,177.817,354.115,0.0,341.94,,247.568,-0.422,589.086,0.0,589.086,943.201,
01/19/2003,1014.261,44.536,44.536,0.0,39.031,39.031,,116.963,0.0,0.0,116.963,0.0,20.788,,,,221.318,672.741,,,2.294,,,117.908,102.535,80.548,21.987,15.373,792.943,,64.062,64.062,,,,5.793,,,,,133.411,,,133.411,203.266,163.654,,,,15.752,,,,,15.752,179.406,382.672,0.0,358.082,,273.205,0.302,631.589,0.0,631.589,1014.261,
04/13/2003,1089.786,97.601,97.601,0.0,40.8,40.8,,119.404,,,,,23.81,,,,281.615,684.804,,,2.132,,,121.236,108.428,80.548,27.88,12.808,808.172,,68.168,68.168,,,,5.793,,,,,135.972,,,135.972,209.933,165.327,,,,14.603,,,,,14.603,179.93,389.863,0.0,401.153,,298.771,0.0,699.924,0.0,699.924,1089.787,
07/06/2003,1144.955,131.035,131.035,0.0,47.801,47.801,,124.398,,,,,27.581,,,,330.815,698.324,,,2.246,,,113.57,107.78,80.548,27.232,5.79,814.14,,72.18,72.18,,,,5.805,,,,,142.707,,,142.707,220.692,161.203,,,,16.317,,,,,16.317,177.52,398.212,0.0,419.3,,327.443,0.0,746.743,0.0,746.743,1144.955,
09/28/2003,1196.82,165.779,165.779,0.0,45.947,,,123.904,3.318,0.0,0.401,120.185,28.054,,,,363.684,718.24,1136.364,-418.124,2.206,,,112.69,107.117,80.548,26.569,5.573,833.136,,72.715,72.715,,,,5.806,5.786,0.02,0.02,,161.063,,,161.063,239.584,162.909,162.893,0.016,0.016,18.151,,,,,18.151,181.06,420.644,0.0,423.297,,351.255,1.624,776.176,0.0,776.176,1196.82,
01/18/2004,1276.284,164.63,164.63,0.0,55.56,55.56,,139.026,,,,,48.23,,,,407.446,755.896,768.456,-12.56,0.0,,,112.942,107.544,81.599,25.945,5.398,868.838,,76.915,76.915,,,,5.805,,,,,190.895,,,190.895,273.615,165.062,,,,19.024,,,,,19.024,184.086,457.701,0.0,435.393,,380.918,2.272,818.583,0.0,818.583,1276.284,
04/11/2004,1421.351,196.391,196.391,0.0,61.748,61.748,,145.104,,,,,51.038,,,,454.281,810.735,,,0.0,,,156.335,137.604,112.039,25.565,18.731,967.07,,91.757,91.757,,,,10.262,,,,,233.852,,,233.852,335.871,167.149,,,,19.086,,,,,19.086,186.235,522.106,0.0,490.251,,406.912,2.082,899.245,0.0,899.245,1421.351,
07/04/2004,1458.816,195.324,195.324,0.0,55.349,55.349,,153.793,,,,,50.437,,,,454.903,846.923,,,0.0,,,156.99,137.495,112.072,25.423,19.495,1003.913,,95.953,95.953,,,,5.99,,,,,215.3,,,215.3,317.243,163.088,,,,18.871,,,,,18.871,181.959,499.202,0.0,527.825,,430.482,1.307,959.614,0.0,959.614,1458.816,
09/26/2004,1519.793,198.377,198.377,0.0,64.972,,,152.912,4.305,0.0,0.624,147.983,68.756,,,,485.017,877.457,1373.375,-495.918,0.0,,,157.319,137.017,112.186,24.831,20.302,1034.776,,90.751,90.751,,,,5.973,5.714,0.259,0.259,,234.538,,,234.538,331.262,164.77,164.506,0.264,0.264,35.322,,,,,35.322,200.092,531.354,0.0,535.107,,451.279,2.053,988.439,0.0,988.439,1519.793,
01/16/2005,1643.49,228.112,228.112,,61.88,61.88,,165.209,,,,,93.14,,,,548.341,952.968,,,,,,142.181,136.131,112.503,23.628,6.05,1095.149,,95.06,95.06,,,,5.972,,,,,267.155,,,267.155,368.187,95.33,,,,81.377,,,,,81.377,176.707,544.894,,627.573,,467.091,3.932,1098.596,,1098.596,1643.49,
04/10/2005,1756.68,297.913,297.913,,60.947,60.947,,157.706,,,,,99.329,,,,615.895,999.525,,,,,,141.26,135.321,112.5,22.821,5.939,1140.785,,101.712,101.712,,,,5.977,,,,,291.189,,,291.189,398.878,84.554,,,,91.341,,,,,91.341,175.895,574.773,,685.568,,492.825,3.514,1181.907,,1181.907,1756.68,
07/03/2005,1832.947,328.044,328.044,,63.485,63.485,,171.816,,,,,83.866,,,,647.211,1046.958,,,,,,138.778,133.609,112.482,21.127,5.169,1185.736,,102.774,102.774,,,,5.919,,,,,295.583,,,295.583,404.276,13.369,,,,97.014,,,,,97.014,110.383,514.659,,797.394,,517.747,3.147,1318.288,,1318.288,1832.947,
09/25/2005,1889.296,308.524,308.524,0.0,66.682,66.682,,174.848,,,,,122.475,,,,672.529,1054.605,1643.86,-589.255,0.0,,,162.162,134.466,112.476,21.99,27.696,1216.767,,103.348,103.348,,,,5.932,5.714,0.218,0.218,,309.103,,,309.103,418.383,12.932,12.85,0.082,0.082,92.305,,,,,92.305,105.237,523.62,0.0,874.972,,486.299,4.405,1365.676,0.0,1365.676,1889.296,
01/15/2006,2094.26,458.554,458.554,0.0,74.914,74.914,,196.769,,,,,120.665,,,,850.902,1078.183,,,0.0,,,165.175,134.619,112.743,21.876,30.556,1243.358,,108.217,108.217,,,,5.864,,,,,605.539,,,605.539,719.62,9.4,,,,95.7,,,,,95.7,105.1,824.72,0.0,1018.74,,245.762,5.038,1269.54,0.0,1269.54,2094.26,
04/09/2006,1944.282,267.108,267.108,,73.744,73.744,,198.001,,,,,141.944,,,,680.797,1100.219,,,,,,163.266,137.347,113.5,23.847,25.919,1263.485,,116.512,116.512,,,,5.858,,,,,358.924,,,358.924,481.294,9.487,,,,100.451,,,,,100.451,109.938,591.232,,1070.891,,276.822,5.337,1353.05,,1353.05,1944.282,
07/02/2006,2078.805,322.473,47.745,274.728,68.77,68.77,,209.151,,,,,142.552,,,,742.946,1137.768,,,15.121,,,182.97,148.802,113.494,35.308,34.168,1335.859,,120.71,120.71,,,,0.097,,,,,400.056,,,400.056,520.863,8.538,,,,107.564,,,,,107.564,116.102,636.965,0.0,1125.371,,309.467,7.002,1441.84,0.0,1441.84,2078.805,
09/24/2006,2042.996,196.099,2.252,193.847,82.137,82.137,,203.727,,,,,142.018,,,,623.981,1236.133,1942.278,-706.145,0.0,,,182.882,148.261,113.494,34.767,34.621,1419.015,,121.857,121.857,,,,0.049,0.0,0.049,0.049,,387.864,,,387.864,509.77,8.606,8.32,0.286,0.286,120.477,,,,,120.477,129.083,638.853,0.0,1147.872,-99.964,349.26,6.975,1404.143,0.0,1404.143,2042.996,
01/14/2007,2148.761,147.978,43.585,104.393,77.68,77.68,,239.943,,,,,166.036,,,,631.637,1323.876,,,0.0,,,193.248,153.661,113.494,40.167,39.587,1517.124,,140.347,140.347,,,,0.078,,,,,426.04,,,426.04,566.465,2.852,0.0,2.852,2.852,125.547,,,,,125.547,128.399,694.864,0.0,1191.708,-99.964,356.74,5.413,1453.897,0.0,1453.897,2148.761,
04/08/2007,2183.345,94.342,26.021,68.321,90.355,90.355,,237.336,,,,,159.086,,,,581.119,1393.692,,,0.0,,,208.534,164.525,113.494,51.031,44.009,1602.226,,140.649,140.649,,,,0.078,,,,,418.831,,,418.831,559.558,2.865,0.0,2.865,2.865,123.738,,,,,123.738,126.603,686.161,0.0,1213.607,-99.964,377.296,6.245,1497.184,0.0,1497.184,2183.345,
09/30/2007,3213.128,0.0,0.0,0.0,105.209,105.209,,288.112,,,,,274.665,,,,667.986,1666.559,2483.35,-816.791,0.0,,,878.583,766.533,668.85,97.683,112.05,2545.142,,225.728,225.728,,,,24.781,24.484,0.297,0.297,,534.007,,,534.007,784.516,736.087,717.0,19.087,19.087,233.721,,,,,233.721,969.808,1754.324,0.0,1232.845,-199.961,410.198,15.722,1458.804,0.0,1458.804,3213.128,
01/20/2008,3211.676,43.871,43.871,0.0,114.342,114.342,,315.103,,,,,119.401,,,,592.717,1728.556,,,0.0,,,890.403,763.334,668.853,94.481,127.069,2618.959,,198.383,198.383,,,,2.962,,,,,513.012,,,513.012,714.357,769.587,,,,265.916,,,,,265.916,1035.503,1749.86,0.0,1043.367,,420.139,-1.69,1461.816,0.0,1461.816,3211.676,
04/13/2008,3244.181,58.393,58.393,0.0,118.143,118.143,,304.149,,,,,115.432,,,,596.117,1763.639,,,,,,884.425,765.469,680.123,85.346,118.956,2648.064,,170.557,170.557,,,,0.36,,,,,514.628,,,514.628,685.545,827.329,,,,243.824,,,,,243.824,1071.153,1756.698,,1058.448,,432.058,-3.023,1487.483,,1487.483,3244.181,
07/06/2008,3314.006,24.917,24.917,,127.618,127.618,,316.086,,,,,111.18,,,,579.801,1847.453,,,0.0,,,886.752,765.055,682.758,82.297,121.697,2734.205,,179.749,179.749,,,,0.372,,,,,534.37,,,534.37,714.491,840.093,,,,254.596,,,,,254.596,1094.689,1809.18,,1062.546,,437.92,4.36,1504.826,,1504.826,3314.006,
