Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,902.26001,,-669.513,,232.747009,,-142.921005,,,89.825996,-12.26,,14.886,,,,-2.626,77.565997,-26.756001,45.557999,0.0,,,50.809996,,45.557999,-1.405,,44.152999,44.152999,,309.582001,0.143333,0.143333,,309.582001,0.143333,0.143333,0.143333,
06/30/1990,931.997009,,-691.612976,,240.384033,,-143.011993,,,97.372002,-14.215,,17.952,,,,-3.737,83.157002,-29.214001,53.943001,0.0,,,53.943001,,53.943001,-0.433,,53.510001,53.510001,,310.074005,0.171667,0.171667,,310.074005,0.171667,0.171667,0.171667,
09/30/1990,936.585999,,-713.091003,,223.494995,,-145.912003,,,77.583,-16.532,,17.4,,,,-0.868,61.051001,-20.895,40.155998,0.0,,,40.156,,40.155998,0.0,,40.155998,40.155998,,310.320007,0.13,0.13,,310.320007,0.13,0.13,0.13,
12/31/1990,967.004028,,-720.096008,,246.90802,,-154.317993,,,92.589996,-29.221001,,17.044001,,,,12.177,63.368995,-22.934999,45.686001,0.0,,,40.433996,,45.686001,0.0,,45.686001,45.686001,,310.349988,0.146667,0.146667,0.146667,310.349988,0.146667,0.146667,0.146667,
03/31/1991,864.192993,,-671.968018,,192.224976,,-147.404007,,,44.820999,0.319,,17.243999,,,,-17.563,45.139999,-16.702,28.438,0.0,,,28.438,,28.438,0.0,,28.438,28.438,,310.667999,0.091667,0.091667,,310.667999,0.091667,0.091667,0.091667,
06/30/1991,922.578003,,-713.289001,,209.289001,,-150.962997,,,58.326,-7.077,,15.492,,,,-8.415,51.249001,-18.48,32.769001,0.0,,,32.769001,,32.769001,0.0,,32.769001,32.769001,,310.835999,0.105,0.105,,310.835999,0.105,0.105,0.105,
09/30/1991,865.546997,,-655.822998,,209.723999,,-147.042999,,,62.681,-8.066,,13.618,,,,-5.552,54.615,-19.934,34.681,0.0,,,34.681,,34.681,0.0,,34.681,34.681,,311.022011,0.111667,0.111667,,311.022011,0.111667,0.111667,0.111667,
12/31/1991,933.901978,,-683.979004,,249.922974,,-149.389999,,,100.532997,-16.348,,12.93,,,,3.418,84.184997,-29.483999,54.701,0.0,,,54.700998,,54.701,0.0,,54.701,54.701,,311.124,0.176667,0.176667,0.176667,311.124,0.176667,0.176667,0.176667,
03/31/1992,861.242004,,-666.132019,,195.109985,,-154.688004,,,40.422001,-8.041,,12.177,,,,-4.136,32.381001,-11.819,20.562,350.0,,,-329.437999,,-329.437988,0.0,,-329.437988,-329.437988,,312.305992,-1.053333,0.066667,,312.305992,-1.053333,0.066667,0.066667,
06/30/1992,926.932007,,-708.874023,,218.057983,,-156.009003,,,62.049,-11.326,,13.226,,,,-1.9,50.723,-18.084999,32.638,0.0,,,32.638001,,32.638,0.0,,32.638,32.638,,313.068008,0.103333,0.103333,,313.068008,0.103333,0.103333,0.103333,
