Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2000,1673.7,1721.7,318.9,-320.9,,,-320.9,-46.0,-46.0,,-1221.3,-693.7,0.0,,,-693.7,,,0.0,0.0,0.0,,,,,-527.6,130.9,-671.8,1380.1,,,,-659.1,0.0,-659.1,81.7,,583.3,1025.0,101.0,
09/30/2000,1569.0,4091.7,322.8,-261.9,,,-261.9,-2583.6,-2583.6,,-1171.2,-712.3,0.0,,,-712.3,,,0.0,0.0,0.0,,,,,-458.9,-1668.7,-667.2,-524.6,,,,1038.1,1500.0,-461.9,-1515.0,,-1270.9,513.2,140.9,
12/31/2000,2200.7,1764.5,315.7,448.6,,,448.6,-328.1,-328.1,,-856.9,-817.5,0.0,,,-817.5,,,0.0,0.0,0.0,,,,,-39.4,-342.1,-782.0,447.1,,,,1859.2,2140.7,-281.5,-1866.4,,1001.7,347.7,88.3,
03/31/2001,2173.2,1657.3,360.2,539.4,,,539.4,-383.7,-383.7,,-1158.1,-632.8,0.0,,,-632.8,,,0.0,0.0,0.0,,,,,-525.3,-1393.4,-784.7,499.3,,,,-1018.7,0.0,-1018.7,-89.3,,-378.3,502.3,128.9,
06/30/2001,1194.4,1815.4,363.4,-366.4,,,-366.4,-618.0,-618.0,,-1366.0,-802.3,0.0,,,-802.3,,,0.0,0.0,0.0,,,,,-563.7,121.5,-783.0,2016.1,,,,-1162.7,0.0,-1162.7,51.1,,-50.1,1052.9,93.5,
09/30/2001,2814.9,1948.2,368.5,523.3,,,523.3,-25.1,-25.1,,-1153.2,-565.9,0.0,,,-565.9,,,0.0,0.0,0.0,,,,,-587.3,-2136.5,-778.0,8.3,,,,-1393.0,0.0,-1393.0,26.2,,-474.8,181.5,151.3,
12/31/2001,2897.9,1860.9,371.7,538.4,,,538.4,126.9,126.9,,-635.5,-723.7,0.0,,,-723.7,,,0.0,0.0,0.0,,,,,88.2,-1752.0,-799.3,-580.5,,,,-15.8,300.6,-316.4,-356.4,,510.4,563.3,93.6,
03/31/2002,1970.6,1625.0,362.1,574.7,,,574.7,-591.2,-591.2,,-1057.3,-461.8,0.0,,,-461.8,,,0.0,0.0,0.0,,,,,-595.5,-114.2,-795.7,1077.0,,,,-489.2,0.0,-489.2,93.7,,799.1,291.3,101.7,
06/30/2002,1671.9,1750.7,365.1,-369.3,,,-369.3,-74.6,-74.6,,-1546.1,-654.8,0.0,,,-654.8,,,0.0,0.0,0.0,,,,,-891.3,-1750.0,-795.0,-250.7,,,,-834.8,0.0,-834.8,130.5,,-1624.2,808.7,76.0,
09/30/2002,2898.8,1884.0,196.4,89.6,,248.2,-158.6,728.8,728.8,,-1308.6,-356.1,0.0,,,-356.1,,,0.0,0.0,0.0,,,,,-952.5,-1412.5,-791.4,-49.6,,,,-510.2,0.0,-510.2,-61.3,,177.7,,154.5,
12/31/2002,2744.399902,1889.800049,307.600006,-208.0,,,-208.0,755.0,755.0,,144.0,-655.400024,0.0,,,-655.400024,,,0.0,0.0,0.0,,,,,799.400024,-2142.000137,-809.5,-1171.500122,,,,61.199982,318.299988,-257.100006,-222.199997,,746.400024,,69.199997,
03/31/2003,1807.5,1710.4,326.1,60.4,,60.6,-0.2,-289.4,-289.4,,-2102.3,-421.1,0.0,,,-421.1,,,0.0,0.0,0.0,,,,,-1681.2,268.7,-808.3,1264.9,,,,-295.8,0.0,-295.8,107.9,,-26.1,,111.9,
06/30/2003,1677.5,1867.0,414.2,-84.6,,209.8,-294.4,-519.1,-519.1,,-1440.2,-516.4,0.0,,,-516.4,,,0.0,0.0,0.0,,,,,-923.8,-789.5,-808.1,322.0,,,,-476.7,0.0,-476.7,173.3,,-552.2,579.2,44.4,
09/30/2003,3586.7,1858.3,326.7,1316.1,,319.4,996.7,85.6,85.6,,-1211.7,-471.0,0.0,,,-471.0,,,0.0,0.0,0.0,,,,,-740.7,-1865.9,-807.0,-496.5,,,,-616.5,0.0,-616.5,54.1,,509.1,,126.4,
12/31/2003,2828.100098,1395.199951,320.600006,-449.899994,,,-449.899994,1562.199951,1562.199951,,484.600006,-541.799988,0.0,,,-541.799988,,,0.0,0.0,0.0,,,,,1026.399994,-4285.500019,-827.0,-2873.500049,,,,-256.899963,388.200012,-645.099976,-328.100006,,-972.799988,,,
03/31/2004,1814.0,1618.6,348.2,-148.1,,-3.2,-144.9,-4.7,-4.7,,-367.1,-322.8,0.0,,,-322.8,,,0.0,0.0,0.0,,,,,-44.3,-885.8,-822.4,81.2,,,,-227.9,0.0,-227.9,83.3,,561.1,,88.5,
06/30/2004,2362.3,1768.1,352.3,269.1,,191.2,77.9,-27.2,-27.2,,-1245.3,-439.3,0.0,,,-439.3,,,0.0,0.0,0.0,,,,,-806.0,-1279.3,-823.4,-228.2,,,,-216.1,0.0,-216.1,-11.6,,-162.3,,52.0,
09/30/2004,2255.0,1325.6,350.8,629.9,,10.8,619.1,-51.3,-51.3,,-167.6,-447.3,0.0,,,-447.3,,,0.0,0.0,0.0,,,,,279.7,-1020.3,-821.9,-16.4,,,,-244.0,0.0,-244.0,62.0,,1067.1,,97.6,
12/31/2004,2367.8,1101.1,399.4,-1233.3,,-149.9,-1083.4,2100.6,2100.6,,141.9,-516.7,0.0,,,-516.7,,,0.0,0.0,0.0,,,,,658.6,-2297.8,-843.0,278.8,,,,-46.3,240.3,-286.6,-1687.3,,211.9,,46.5,
03/31/2005,1339.4,1370.1,379.8,-2.8,,4.2,-7.0,-407.7,-407.7,,-1208.9,-343.2,0.0,,,-343.2,,,0.0,0.0,0.0,,,,,-865.7,-619.7,-841.1,434.7,,,,-253.2,0.0,-253.2,39.9,,-489.2,,93.1,
06/30/2005,1776.7,720.6,399.3,77.1,,-30.3,107.4,579.7,579.7,,-1020.4,-319.2,0.0,,,-319.2,,,0.0,0.0,0.0,,,,,-701.2,-1228.3,-839.1,-119.5,,,,-255.5,0.0,-255.5,-14.2,,-472.0,,58.5,
09/30/2005,2227.6,1420.9,423.1,155.6,,209.7,-54.1,228.0,228.0,,-256.7,-333.7,0.0,,,-333.7,,,0.0,0.0,0.0,,,,,77.0,-970.5,-836.3,186.2,,,,-255.3,0.0,-255.3,-65.1,,1000.4,,136.6,
12/31/2005,2264.8,1119.7,505.9,-397.3,,-174.6,-222.7,1036.5,1036.5,,4753.2,-406.6,0.0,,,-406.6,,,0.0,0.0,0.0,,,,,5159.8,-350.7,-833.3,772.4,,,,-114.8,136.5,-251.3,-175.0,,6667.3,,65.9,
03/31/2006,1306.8,1520.0,623.4,-79.2,,-200.2,121.0,-757.4,-757.4,,1504.9,-197.6,0.0,,,-197.6,,,0.0,0.0,0.0,,,,,1702.5,-2209.8,-829.8,-1349.3,,,,54.0,301.2,-247.2,-84.7,,601.9,,147.1,
06/30/2006,2201.2,1499.3,538.7,642.5,,403.9,238.6,-479.3,-479.3,,-2726.1,-263.1,0.0,,,-263.1,,,0.0,0.0,0.0,,,,,-2463.0,-1449.0,-833.3,-253.0,,,,-242.1,10.7,-252.8,-120.6,,-1973.9,,73.2,
09/30/2006,1481.1,940.6,563.3,-550.3,,-429.8,-120.5,527.5,527.5,,-1968.2,-224.0,0.0,,,-224.0,,,0.0,0.0,0.0,,,,,-1744.2,-1504.1,-830.9,-504.8,,,,-222.1,28.9,-251.0,53.7,,-1991.2,,97.5,
12/31/2006,1776.1,473.9,543.0,193.0,,-304.1,497.1,566.2,566.2,,-1694.3,-295.5,0.0,,,-295.5,,,0.0,0.0,0.0,,,,,-1398.8,-389.2,-828.6,833.2,,,,-222.2,29.1,-251.3,-171.6,,-307.4,,69.7,
03/31/2007,-1328.9,1704.3,500.4,-2890.8,,40.9,-2931.7,-642.8,-642.8,,-1281.4,-200.7,0.0,,,-200.7,,,0.0,0.0,0.0,,,,,-1080.7,-1202.5,-826.6,-357.6,,,,-199.5,44.9,-244.4,181.2,,-3812.8,,101.7,
06/30/2007,1625.5,3380.7,1000.5,-3225.3,,-78.0,-3147.3,469.6,469.6,,-1892.0,-473.1,0.0,,,-473.1,,,0.0,0.0,0.0,,,,,-1418.9,-2178.7,-1651.8,-498.9,,,,-142.6,349.3,-491.9,114.6,,-2445.2,,223.6,
09/30/2007,3025.9,1525.5,488.7,87.2,,-313.6,400.8,924.5,924.5,,-70.2,-253.2,0.0,,,-253.2,,,0.0,0.0,0.0,,,,,183.0,-1216.9,-826.3,-498.9,,,,41.4,124.1,-82.7,66.9,,1738.8,,94.8,
12/31/2007,2347.8,-1630.9,499.0,3649.2,,-1390.3,5039.5,-169.5,-169.5,,-847.8,-284.7,0.0,,,-284.7,,,0.0,0.0,0.0,,,,,-563.1,-1372.2,-829.2,-186.1,,,,-429.9,425.2,-855.1,73.0,,127.8,,88.0,
03/31/2008,2528.3,3302.6,391.1,-423.4,,-227.4,-196.0,-742.0,-742.0,,1902.8,-341.4,0.0,,,-341.4,,,0.0,0.0,0.0,,,,,2244.2,-3477.8,-830.8,-1405.2,,,,-1298.1,79.7,-1377.8,56.3,,953.3,,68.9,
06/30/2008,1380.6,1768.3,374.9,337.4,,274.9,62.5,-1100.0,-1100.0,,-9.0,-291.2,0.0,,,-291.2,,,0.0,0.0,0.0,,,,,282.2,-315.8,-821.9,759.9,,,,-160.7,12.6,-173.3,-93.1,,1055.8,,47.3,
09/30/2008,1652.0,1092.7,391.2,356.3,,-211.3,567.6,-188.2,-188.2,,-3278.0,-281.7,0.0,,,-281.7,,,0.0,0.0,0.0,,,,,-2996.3,0.9,-816.9,1806.9,,,,-956.1,8.2,-964.3,-33.0,,-1625.1,,65.0,
12/31/2008,1010.8,1644.8,474.0,379.5,,693.9,-314.4,-1487.5,-1487.5,,-450.2,-384.0,0.0,,,-384.0,,,0.0,0.0,0.0,,,,,-66.2,-1912.4,-808.9,-693.7,,,,-207.8,1.8,-209.6,-202.0,,-1351.8,,65.8,
03/31/2009,712.6,1425.0,443.3,259.0,113.3,153.6,-7.9,-1414.7,-1414.7,0.0,1390.1,-235.1,0.0,0.0,0.0,-235.1,-235.1,0.0,0.0,0.0,0.0,-130.0,0.0,-130.0,0.0,1755.2,-391.9,-803.5,504.2,511.7,0.0,-7.5,0.4,0.4,0.0,-93.0,-62.0,1648.8,,59.7,
06/30/2009,749.0,1556.3,489.3,206.6,83.8,495.8,-373.0,-1503.2,-1503.2,0.0,2618.8,-365.2,0.0,0.0,0.0,-365.2,-365.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.0,2975.4,-803.4,3930.6,-297.4,4228.0,0.0,2.6,2.6,0.0,-154.4,97.3,6440.5,,,
09/30/2009,-312.1,3424.3,393.7,-1857.4,84.7,1259.8,-3201.9,-2272.7,-2272.7,0.0,12011.6,-303.3,0.0,0.0,0.0,-303.3,-303.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12314.9,-2372.4,-803.9,-1635.3,-1618.1,0.0,-17.2,4.8,4.8,0.0,62.0,32.2,9359.3,,,
12/31/2009,2242.5,6494.0,1249.7,-7654.8,133.2,-88.2,-7699.8,2153.6,2153.6,0.0,-12864.5,-557.4,0.0,0.0,0.0,-557.4,-557.4,0.0,0.0,0.0,0.0,-12843.0,0.0,-12843.0,0.0,535.9,-1849.1,-1068.2,-1018.5,-1018.2,,-0.3,178.2,178.2,0.0,59.4,-34.5,-12505.6,,187.7,
03/31/2010,1366.0,299.0,1687.0,442.0,132.0,152.0,158.0,-1062.0,-1062.0,0.0,-3148.0,-343.0,0.0,0.0,0.0,-343.0,-343.0,0.0,0.0,0.0,0.0,-131.0,0.0,-131.0,0.0,-2674.0,942.0,-1189.0,1998.0,2620.0,,-622.0,195.0,195.0,0.0,-62.0,-235.0,-1075.0,,129.0,
06/30/2010,3325.0,752.0,1948.0,-432.0,142.0,-471.0,-103.0,1057.0,1057.0,0.0,464.0,-337.0,0.0,0.0,0.0,-337.0,-337.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,811.0,-3463.0,-1189.0,-966.0,-962.0,0.0,-4.0,-1255.0,42.0,-1297.0,-53.0,104.0,430.0,,183.0,
09/30/2010,2591.9,341.6,1879.9,-416.7,125.3,-424.0,-118.0,787.1,787.1,0.0,194.8,-337.9,0.0,0.0,0.0,-337.9,-337.9,0.0,0.0,0.0,0.0,-10.5,0.0,-10.5,0.0,543.2,-1625.0,-1181.3,-147.9,-84.7,0.0,-63.2,-220.4,75.7,-296.1,-75.4,47.1,1208.8,,130.0,
12/31/2010,3539.1,-531.0,1866.0,1957.7,109.5,-349.2,2197.4,246.4,246.4,0.0,-1007.5,-660.3,0.0,0.0,0.0,-660.3,-660.3,0.0,0.0,0.0,0.0,-104.2,0.0,-104.2,0.0,-243.0,-1294.9,-1293.8,-2140.0,,,,50.4,,,2088.5,-210.7,1026.0,,321.3,
03/31/2011,1721.0,1043.0,1831.0,-86.0,93.0,-214.0,35.0,-1067.0,-1067.0,0.0,105.0,-324.0,0.0,0.0,0.0,-324.0,-324.0,0.0,0.0,0.0,0.0,306.0,306.0,0.0,0.0,123.0,-1172.0,-1175.0,-197.0,-197.0,0.0,0.0,37.0,37.0,0.0,163.0,141.0,795.0,,144.0,
06/30/2011,2852.0,2024.0,1832.0,-586.0,107.0,-627.0,-66.0,-418.0,-418.0,0.0,-1048.0,-365.0,0.0,0.0,0.0,-365.0,-365.0,0.0,0.0,0.0,0.0,-356.0,17.0,-373.0,0.0,-327.0,-1257.0,-1176.0,332.0,1593.0,0.0,-1261.0,-189.0,125.0,-314.0,-224.0,100.0,647.0,,50.0,
09/30/2011,4577.0,1692.0,1903.0,161.0,87.0,-133.0,207.0,821.0,821.0,0.0,-263.0,-431.0,0.0,0.0,0.0,-431.0,-431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,-2244.0,-1175.0,-52.0,-40.0,0.0,-12.0,-1013.0,32.0,-1045.0,-4.0,-159.0,1911.0,,67.0,
12/31/2011,3233.0,1512.0,1861.0,-45.0,82.0,-563.0,436.0,-95.0,-95.0,0.0,-1684.0,-603.0,0.0,0.0,0.0,-603.0,-603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1081.0,-2231.0,-1285.0,-550.0,-280.0,0.0,-270.0,-435.0,127.0,-562.0,39.0,-40.0,-722.0,,339.0,
03/31/2012,2154.0,1738.0,1790.0,100.0,76.0,-41.0,65.0,-1474.0,-1474.0,0.0,-270.0,-331.0,0.0,0.0,0.0,-331.0,-331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,-725.0,-1279.0,634.0,634.0,0.0,0.0,-77.0,379.0,-456.0,-3.0,-34.0,1125.0,,187.0,
06/30/2012,2920.0,1793.0,1804.0,-92.0,93.0,-324.0,139.0,-585.0,-585.0,0.0,-298.0,-431.0,0.0,0.0,0.0,-431.0,-431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,-586.0,-1280.0,1001.0,1003.0,0.0,-2.0,-307.0,222.0,-529.0,0.0,60.0,2096.0,,137.0,
09/30/2012,3139.0,1729.0,1723.0,-31.0,88.0,82.0,-201.0,-282.0,-282.0,0.0,-1839.0,-414.0,0.0,0.0,0.0,-414.0,-414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1425.0,-738.0,-1277.0,-1919.0,-1917.0,0.0,-2.0,5.0,459.0,-454.0,2453.0,46.0,608.0,,259.0,
12/31/2012,1809.0,908.0,1661.0,-712.0,78.0,952.0,-1742.0,-48.0,-48.0,0.0,-4398.0,-778.0,0.0,0.0,0.0,-778.0,-778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3620.0,-1218.0,-1400.0,886.0,904.0,0.0,-18.0,-902.0,250.0,-1152.0,198.0,-102.0,-3909.0,,315.0,
03/31/2013,2341.0,1593.0,1674.0,247.0,67.0,-71.0,251.0,-1173.0,-1173.0,0.0,-1153.0,-351.0,0.0,0.0,0.0,-351.0,-351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-802.0,-1421.0,-1306.0,374.0,880.0,0.0,-506.0,-488.0,92.0,-580.0,-1.0,-194.0,-427.0,,211.0,
06/30/2013,2338.0,906.0,1655.0,413.0,75.0,-248.0,586.0,-636.0,-636.0,0.0,-1135.0,-413.0,0.0,0.0,0.0,-413.0,-413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722.0,970.0,-1332.0,7280.0,822.0,6467.0,-9.0,-4976.0,549.0,-5525.0,-2.0,-107.0,2066.0,,141.0,
09/30/2013,3949.0,1124.0,1705.0,-195.0,68.0,-213.0,-50.0,1315.0,1315.0,0.0,-2037.0,-355.0,0.0,0.0,0.0,-355.0,-355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1682.0,-2915.0,-1259.0,-8018.0,,,,-47.0,168.0,-215.0,6409.0,3.0,-1000.0,,239.0,
12/31/2013,3026.0,781.0,1954.0,459.0,66.0,202.0,191.0,-168.0,-168.0,0.0,1177.0,-429.0,0.0,0.0,0.0,-429.0,-429.0,0.0,0.0,0.0,0.0,-200.0,45.0,-245.0,0.0,1806.0,-2624.0,-1380.0,-1570.0,-310.0,0.0,-1260.0,205.0,401.0,-196.0,121.0,-48.0,1531.0,,331.0,
03/31/2014,2361.0,1705.0,1754.0,-395.0,56.0,-304.0,-147.0,-703.0,-703.0,0.0,-3807.0,-205.0,0.0,0.0,0.0,-205.0,-205.0,0.0,0.0,0.0,0.0,533.0,533.0,0.0,0.0,-4135.0,1620.0,-1290.0,3146.0,3149.0,0.0,-3.0,-236.0,931.0,-1167.0,0.0,33.0,207.0,,168.0,
06/30/2014,2315.0,2004.0,1753.0,-1027.0,78.0,-942.0,-163.0,-415.0,-415.0,0.0,-49.0,-302.0,0.0,0.0,0.0,-302.0,-302.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,228.0,-8369.0,-1339.0,-5036.0,-5035.0,1.0,-2.0,-2043.0,203.0,-2246.0,49.0,18.0,-6085.0,,208.0,
