Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,49.916,,-31.660999,,18.255001,,-15.151,,,,3.104,-2.645,,2.772,,0.0,-0.127,0.459,-0.604,-0.145,1.371,,,-1.516,0.0,-1.516,-0.436,,-1.952,-1.952,,145.391998,-0.0125,-0.0025,,145.391998,-0.0125,-0.0025,-0.0025,
09/30/1992,53.386002,,-34.880001,,18.506001,,-15.994,,,,2.512,-2.661,,2.661,,0.0,0.0,-0.149,-0.132,-0.281,0.727,,,-1.008,0.0,-1.008,-0.436,,-1.444,-1.444,,145.203995,-0.01,-0.005,,145.203995,-0.01,-0.005,-0.005,
12/31/1992,53.472,,-35.506001,,17.965999,,-17.892,,,,0.074,-2.428,,2.708,,1.705,-1.985,-2.354,1.905,-0.449,1.365,,,-1.814,0.0,-1.814,-0.435,,-2.249,-2.249,,145.212004,-0.015,-0.005,-0.005,145.212004,-0.015,-0.005,-0.005,
03/31/1993,49.953999,,-32.132999,,17.820999,,-14.514,,,,3.307,-1.963,,2.033,,0.029,-0.099,1.344,-0.017,1.327,-72.323003,,,73.650003,0.0,73.650002,-0.434,,73.216002,73.216002,,145.179993,0.5025,0.005,,145.179993,0.5025,0.005,0.005,
06/30/1993,52.741001,,-33.122002,,19.618999,,-16.355,,,,3.264,-0.518,,1.78,,0.0,-1.262,2.746,-0.095,2.651,0.0,,,2.651,0.0,2.651,-0.434,,2.217,2.217,,147.184006,0.015,0.015,,147.184006,0.015,0.015,0.015,
09/30/1993,59.039001,,-36.799999,,22.239002,,-16.653999,,,,5.585,-19.635,,0.0,,0.0,19.635,-14.05,-0.108,-14.158,0.0,,,-14.158,0.0,-14.158,0.0,,-14.158,-14.158,,155.608002,-0.09,-0.09,,155.608002,-0.09,-0.09,-0.09,
12/31/1993,58.978001,,-36.115002,,22.862999,,-16.444,,,,6.419,0.014,,2.21,,0.0,-2.224,6.433,-0.248,6.185,0.0,,,6.185,0.0,6.185,0.0,,6.185,6.185,,155.796004,0.04,0.04,0.04,155.796004,0.04,0.04,0.04,
03/31/1994,100.762001,,-65.181,,35.581001,,-25.219999,,,,10.361,-0.946,,0.946,,0.0,0.0,9.415,-0.884,8.531,0.0,,,8.531,-0.942,7.589,0.0,,7.589,7.589,,155.164001,0.05,0.05,,155.164001,0.05,0.05,0.05,
06/30/1994,173.410004,,-115.801003,,57.609001,,-42.585999,,,,15.023,-2.333,,2.333,,0.0,0.0,12.69,-1.646,11.044,0.0,,,11.044,-2.579,8.465,0.0,,8.465,8.465,,156.195999,0.055,0.055,,156.195999,0.055,0.055,0.055,
09/30/1994,181.488998,,-121.212997,,60.276001,,-43.659,,,,16.617001,-2.522,,2.522,,0.0,0.0,14.095001,-1.9,12.195,0.0,,,12.195001,-2.846,9.349,0.0,,9.349,9.349,,157.067993,0.06,0.06,,157.067993,0.06,0.06,0.06,
12/31/1994,198.240005,,-130.432007,,67.807998,,-49.705002,,,,18.103001,-2.771,,4.213,,0.0,-1.442,15.332001,-2.385,12.947,0.0,,,12.947001,-2.471,10.476,0.0,,10.476,10.476,,156.600008,0.0675,0.0675,0.0675,156.600008,0.0675,0.0675,0.0675,
03/31/1995,199.602997,,-134.067001,,65.535995,,-46.088001,,,,19.448,-2.894,,2.894,,0.0,0.0,16.554,-2.559,13.995,0.0,,,13.995,-3.19,10.805,0.0,,10.805,10.805,,156.132004,0.07,0.07,,156.132004,0.07,0.07,0.07,
06/30/1995,205.975998,,-137.179001,,68.796997,,-49.339001,,,,19.458,-3.076,,3.076,,0.0,0.0,16.382,-2.69,13.692,0.0,,,13.692,-3.568,10.124,0.0,,10.124,10.124,,157.656006,0.065,0.065,,157.656006,0.065,0.065,0.065,
09/30/1995,229.436996,,-152.794006,,76.64299,,-53.236,,,,23.407,-3.168,,3.168,,0.0,0.0,20.239,-3.937,16.302,0.0,,,16.302,-4.559,11.743,0.0,,11.743,11.743,,158.112,0.075,0.075,,158.112,0.075,0.075,0.075,
12/31/1995,239.528,,-157.964005,,81.563995,,-57.629002,,,,23.934999,-3.1,,4.963,,0.0,-1.863,20.834999,-3.423,17.412001,0.0,,,17.411999,-4.492,12.92,0.0,,12.92,12.92,,158.240004,0.0825,0.0825,0.0825,158.240004,0.0825,0.0825,0.0825,
03/31/1996,238.820007,,-157.910995,,80.909012,,-55.859001,,,,25.049999,-3.039,,3.039,,0.0,0.0,22.010999,-5.015,16.996,0.0,,,16.995999,-4.048,12.948,0.0,,12.948,12.948,,158.876007,0.0825,0.0825,0.0825,158.876007,0.0825,0.0825,0.0825,
06/30/1996,270.272003,,-179.949005,,90.322998,,-59.988998,,,,30.334,-3.764,,3.764,,0.0,0.0,26.57,-5.779,20.791,0.0,,,20.791,-5.81,14.981,0.0,,14.981,14.981,,159.404007,0.095,0.095,0.095,159.404007,0.095,0.095,0.095,
09/30/1996,310.657013,,-207.259003,,103.39801,,-68.661003,,,,34.737,-4.547,,4.547,,0.0,0.0,30.19,-6.629,23.561001,0.0,,,23.560999,-6.957,16.604,0.0,,16.604,16.604,,159.699997,0.105,0.105,0.105,159.699997,0.105,0.105,0.105,
12/31/1996,336.908997,,-219.477005,,117.431992,,-75.032997,,,,42.398998,-5.095,,7.304,,0.0,-2.209,37.303998,-9.375,27.929001,0.0,,,27.928998,-8.018,19.910999,0.0,,19.910999,19.910999,,159.975998,0.125,0.125,0.125,159.975998,0.125,0.125,0.125,
03/31/1997,357.484009,,-236.218994,,121.265015,,-76.239998,,,,45.025002,-5.234,,5.234,,0.0,0.0,39.791001,-9.967,29.823999,0.0,,,29.824001,-8.711,21.113001,0.0,,21.113001,21.113001,,158.156006,0.1325,0.1325,0.1325,160.272003,0.1325,0.1325,0.1325,
06/30/1997,527.867004,,-369.639008,,158.227997,,-99.148003,,,,59.080002,-6.992,,6.992,,0.0,0.0,52.088002,-13.929,38.159,0.0,,,38.159002,-10.026,28.132999,0.0,,28.132999,28.132999,,189.923996,0.1475,0.1475,0.1475,192.100006,0.1475,0.1475,0.1475,
09/30/1997,561.854004,,-393.726013,,168.127991,,-102.716003,,,,65.412003,-7.845,,7.845,,0.0,0.0,57.567003,-15.639,41.928001,0.0,,,41.928003,-9.534,32.394001,0.0,,32.394001,32.394001,,190.147995,0.17,0.17,0.17,192.531998,0.1675,0.1675,0.1675,
12/31/1997,587.875977,,-405.42099,,182.454987,,-108.941002,,,,73.514,-8.266,,8.266,,0.0,0.0,65.248,-17.997999,47.25,0.0,,,47.250001,-11.246,36.004002,0.0,,36.004002,36.004002,,190.223999,0.19,0.19,0.19,192.595993,0.1875,0.1875,0.1875,
03/31/1998,578.933,,-397.087,,181.846,0.0,-108.754,86.55,,22.204,73.092,-9.113,9.113,,,,0.0,63.979,-19.314,44.665,,,,44.665,-11.088,33.577,0.0,0.0,33.577,33.577,,190.288,0.1775,0.1775,0.1775,192.212,0.175,0.175,0.175,
06/30/1998,557.749023,,-384.872986,,172.876038,,-106.876999,,,,65.999001,-64.813,,9.813,,0.0,55.0,1.186001,-2.322,-1.136,0.0,,,-1.135999,-6.356,-7.492,0.0,,-7.492,-7.492,,191.171997,-0.04,-0.04,0.155,191.171997,-0.04,-0.04,0.155,
09/30/1998,520.208984,,-365.644012,,154.564972,,-102.596001,,,,51.969002,-11.388,,11.388,,0.0,0.0,40.581002,-12.514893,28.066,0.0,,,28.06611,-4.013,24.052999,0.0,,24.052999,24.052999,,192.516006,0.125,0.125,0.125,193.643997,0.125,0.125,0.125,
12/31/1998,461.824005,,-342.052002,,119.772003,,-103.023003,,,,16.749001,-40.557,,15.672,,0.0,24.885,-23.808,7.872,-15.936,0.0,,,-15.935999,-0.133,-16.069,0.0,,-16.069,-16.069,,192.535995,-0.0825,-0.0825,0.065,192.535995,-0.0825,-0.0825,0.065,
03/31/1999,397.022,,-285.683,,111.339,0.0,-90.85,69.907,,20.943,20.489,-9.454,12.075,,,,-2.621,11.035,-4.95,6.085,,,,6.085,0.521,6.606,0.0,0.0,6.606,6.606,-1.70365,192.636,0.035,0.035,0.0275,194.428,0.035,0.035,0.0275,
06/30/1999,389.695,,-291.01,,98.685,0.0,-92.27,70.791,,21.479,6.415,-11.297,11.297,,,,0.0,-4.882,1.455,-3.427,,,,-3.427,0.406,-3.021,,0.0,-3.021,-3.021,,193.684,-0.015,-0.015,-0.015,193.684,-0.015,-0.015,-0.015,
09/30/1999,481.541,,-362.705,,118.836,0.0,-104.497,81.213,,23.284,14.339,73.562,7.816,,,,-81.378,87.901,-38.549,49.352,,,,49.352,-2.492,46.86,0.0,0.0,46.86,46.86,-52.8957,195.34,0.24,0.24,-0.0275,197.884,0.2375,0.2375,-0.0275,
12/31/1999,537.89502,,-398.815002,,139.080017,,-114.790001,,,,24.290001,-7.585,,9.635,,0.0,-2.05,16.705001,-5.821,10.884,0.0,,,10.884001,-4.605,6.279,0.0,,6.279,6.279,,195.667999,0.0325,0.0325,0.0325,197.923996,0.0325,0.0325,0.0325,
03/31/2000,625.432007,,-463.949005,,161.483002,,-125.557999,,,,35.924999,-8.765,8.765,8.765,,0.0,0.0,27.159999,-9.675,17.485001,0.0,,,17.484999,-6.162,11.323,0.0,,11.323,11.323,,196.675995,0.0575,0.0575,0.0575,199.720001,0.0575,0.0575,0.0575,
06/30/2000,657.229004,,-482.894012,,174.334991,,-131.024994,,,,43.310001,-8.758,8.758,8.758,,0.0,0.0,34.552001,-11.413,23.139,0.0,,,23.139001,-8.165,14.974,0.0,0.0,14.974,14.974,,198.899994,0.075,0.075,0.075,201.451996,0.075,0.075,0.075,
09/30/2000,718.469971,,-523.117981,,195.35199,,-141.132996,,,,54.219002,-8.554,8.554,8.554,,0.0,0.0,45.665002,-15.131,30.534,0.0,,,30.534002,-10.06,20.474001,0.0,0.0,20.474001,20.474001,,199.0,0.1025,0.1025,0.1025,201.548004,0.1025,0.1025,0.1025,
12/31/2000,759.882996,,-545.883972,,213.999023,,-148.427002,,,,65.571999,-8.818,,8.818,,0.0,0.0,56.753999,-18.778999,37.974998,0.0,,,37.974999,-11.946,26.028999,0.0,,26.028999,26.028999,,199.035995,0.13,0.13,0.13,201.524002,0.13,0.13,0.13,
03/31/2001,865.310974,,-619.221985,,246.088989,,-160.503006,,,,85.585999,-10.343,10.343,10.343,,0.0,0.0,75.242998,-24.805,50.438,0.0,,,50.437998,-16.219999,34.217999,0.0,0.0,34.217999,34.217999,,199.376007,0.1725,0.1725,0.1725,201.755997,0.17,0.17,0.17,
06/30/2001,872.388977,,-613.453003,,258.935974,,-167.587997,,,,91.348,-10.738,,10.738,,0.0,0.0,80.61,-26.087,54.522999,0.0,,,54.523,-16.841,37.681999,0.0,0.0,37.681999,37.681999,,199.639999,0.1875,0.1875,0.1875,202.067993,0.185,0.185,0.185,
09/30/2001,909.682007,,-636.625977,,273.05603,,-173.274994,,,,99.780998,-10.653,10.653,10.653,,0.0,0.0,89.127998,-28.941,60.187,0.0,,,60.186998,-18.121,42.066002,0.0,0.0,42.066002,42.066002,,199.324005,0.21,0.21,0.21,200.839996,0.21,0.21,0.21,
12/31/2001,903.827026,,-636.104004,,267.723022,,-172.927994,,,,94.794998,-10.73,,11.362,-0.632,0.0,0.0,84.064998,-26.563999,57.500999,0.0,,,57.500999,-19.322001,38.179001,0.0,0.0,38.179001,38.179001,,197.600006,0.1925,0.1925,0.1925,198.820007,0.1925,0.1925,0.1925,
03/31/2002,827.377014,,-585.875,,241.502014,,-167.054001,,,,74.447998,-10.016,10.016,10.016,,0.0,0.0,64.431998,-19.645,44.786999,0.0,,,44.786998,-16.056999,28.73,0.0,0.0,28.73,28.73,,197.679993,0.145,0.145,0.145,199.675995,0.145,0.145,0.145,
06/30/2002,801.038025,,-564.78302,,236.255005,,-162.375,,,,73.879997,-9.892,9.892,9.892,,0.0,0.0,63.987997,-19.306,44.681999,0.0,,,44.681997,-17.76,26.922001,0.0,0.0,26.922001,26.922001,,197.888,0.135,0.135,0.135,200.544006,0.135,0.135,0.135,
09/30/2002,777.231995,,-559.507019,,217.724976,,-162.781998,,,,54.943001,-9.299,8.687,9.299,-0.612,0.0,0.612,45.644001,-14.542,31.101999,0.0,,,31.102001,-11.312,19.790001,0.0,0.0,19.790001,19.790001,,198.003998,0.1,0.1,0.1,200.138,0.1,0.1,0.1,
12/31/2002,764.432983,,-541.612976,,222.820007,,-169.942993,,,,52.876999,-9.142,,11.721,-0.887,0.0,-1.692,43.734999,-13.139,30.596001,0.0,,,30.595999,-12.849,17.747,0.0,0.0,17.747,17.747,,198.289993,0.09,0.09,0.09,200.313995,0.09,0.09,0.09,
03/31/2003,808.836975,,-570.494019,,238.342957,,-175.188995,,,,63.153999,-9.692,,10.272,-0.58,0.0,0.0,53.461999,-16.84,36.622002,1.154,,,35.467999,-14.907,20.561001,0.0,0.0,20.561001,20.561001,,198.529999,0.105,0.11,0.11,200.533997,0.105,0.11,0.11,
06/30/2003,877.656982,,-615.747009,,261.909973,,-182.492996,,,,79.417,-10.38,10.38,10.902,-0.522,0.0,0.0,69.036999,-22.313999,46.723,0.0,,,46.723,-16.823,29.9,0.0,0.0,29.9,29.9,,199.472,0.15,0.15,0.15,201.783997,0.15,0.15,0.15,
09/30/2003,924.791992,,-646.390015,,278.401978,,-189.593994,,,,88.807999,-9.664,9.664,10.198,-0.534,0.0,0.0,79.143999,-25.524,53.619999,0.0,,,53.619999,-18.615999,35.004002,0.0,0.0,35.004002,35.004002,,200.190002,0.175,0.175,0.175,202.186005,0.175,0.175,0.175,
12/31/2003,983.541992,,-686.265991,,297.276001,,-199.908005,,,,97.367996,-9.255,,9.592,-0.337,0.0,0.0,88.112996,-28.656,59.457001,0.0,,,59.456996,-21.441999,38.014999,0.0,0.0,38.014999,38.014999,,200.300003,0.19,0.19,0.205,202.483994,0.19,0.19,0.205,
03/31/2004,1017.789978,,-703.786011,,314.003967,,-206.541,,,,107.460999,-9.074,9.074,9.439,-0.365,0.0,0.0,98.386998,-31.844999,66.542,0.0,,,66.541999,-21.691999,44.849998,0.0,0.0,44.849998,44.849998,,202.139999,0.22,0.22,0.22,205.007996,0.22,0.22,0.22,
06/30/2004,1064.449951,,-737.08197,,327.367981,,-213.432999,,,,113.934998,-40.51,,9.399,-0.289,0.0,31.4,73.424997,-23.981001,49.444,0.0,,,49.443996,-21.966999,27.476999,0.0,0.0,27.476999,27.476999,,203.160004,0.135,0.135,0.235,205.324005,0.135,0.135,0.235,
09/30/2004,1119.180054,,-780.200989,,338.979065,,-220.766006,,,,118.217003,-9.638,9.638,9.965,-0.327,0.0,0.0,108.579003,-35.129002,73.449997,0.0,,,73.450001,-21.556999,51.893002,0.0,0.0,51.893002,51.893002,,202.580002,0.255,0.255,0.255,204.848007,0.255,0.255,0.255,
12/31/2004,1217.595,,-817.207,,400.388,,-269.835,,,,130.551,-9.64,,9.959,-0.319,0.0,0.0,120.911,-38.766,82.145,0.0,,,82.145,-23.914,58.231,0.0,0.0,58.231,58.231,,202.776,0.285,0.285,0.285,205.068,0.285,0.285,0.285,
03/31/2005,1288.197998,,-902.786011,,385.411987,,-237.240005,,,,148.171997,-9.972,9.972,10.34,-0.368,0.0,0.0,138.199997,-45.146,93.054001,0.0,,,93.053997,-26.902,66.152,0.0,0.0,66.152,66.152,,202.992004,0.325,0.325,0.325,204.869995,0.325,0.325,0.325,
06/30/2005,1350.203003,,-951.065002,,399.138,,-243.755997,,,,155.382004,-10.556,10.556,10.992,-0.436,0.0,0.0,144.826004,-46.827999,97.998001,0.0,,,97.998005,-29.938,68.059998,0.0,0.0,68.059998,68.059998,,202.214005,0.335,0.335,0.335,204.026001,0.335,0.335,0.335,
09/30/2005,1410.161987,,-985.557983,,424.604004,,-253.188995,,,,171.414993,-10.662,10.662,11.001,-0.339,0.0,0.0,160.752993,-51.970001,108.782997,0.0,,,108.782992,-29.278999,79.503998,0.0,0.0,79.503998,79.503998,,201.013,0.4,0.4,0.4,203.031006,0.39,0.39,0.39,
12/31/2005,1530.439941,,-1054.456055,,475.983887,,-280.391998,,,,195.591995,-11.564,,12.113,-0.549,0.0,0.0,184.027995,-58.799,125.228996,0.0,,,125.228996,-36.639999,88.588997,0.0,0.0,88.588997,88.588997,,200.427002,0.44,0.44,0.45,203.233002,0.44,0.44,0.45,
03/31/2006,1682.121,,-1155.518,,526.603,,-289.485,,,,237.118,-12.239,12.239,12.836,-0.597,0.0,0.0,224.879,-72.662,152.217,0.0,,,152.217,-45.001,107.216,0.0,0.0,107.216,107.216,,200.995,0.53,0.53,0.55,202.527,0.53,0.53,0.55,
09/30/2006,1914.18396,,-1295.970947,,618.213013,,-330.488007,,,,287.725006,-16.457001,16.457001,17.287001,-0.83,0.0,0.0,271.268005,-88.599998,182.667999,0.0,,,182.668007,-49.743,132.925003,0.0,0.0,132.925003,132.925003,,200.009003,0.66,0.66,0.66,201.811005,0.66,0.66,0.66,
12/31/2006,1998.991,,-1344.549,,654.442,,-344.664,,,,309.778,-17.3,,18.159,-0.859,0.0,0.0,292.478,-94.502,197.976,0.0,,,197.976,-54.944,143.032,0.0,0.0,143.032,143.032,,199.56,0.72,0.72,0.72,201.38,0.71,0.71,0.71,
03/31/2007,2107.724121,,-1431.759033,,675.965088,,-344.837006,,,,331.127991,-17.77,17.77,18.534,-0.764,0.0,0.0,313.35799,-93.098999,220.259003,0.0,,,220.258991,-60.101002,160.158005,0.0,0.0,160.158005,160.158005,,199.979996,0.8,0.8,0.76,201.425995,0.8,0.8,0.76,
06/30/2007,2114.373047,,-1417.827026,,696.546021,,-364.096985,,,,332.449005,-16.71,16.709999,17.605,-0.895,0.0,0.0,315.739006,-100.890999,214.848007,0.0,,,214.848007,-61.794998,153.052994,0.0,0.0,153.052994,153.052994,,200.498993,0.76,0.76,0.76,202.097,0.76,0.76,0.76,
09/30/2007,2245.059,,-1516.153,,728.906,,-378.569,,,,350.337,-15.951,15.951,17.103,-1.152,0.0,0.0,334.386,-106.579,227.807,0.0,,,227.807,-60.974,166.833,0.0,0.0,166.833,166.833,,200.07,0.83,0.83,0.83,202.078,0.83,0.83,0.83,
12/31/2007,2297.174,,-1542.934,,754.24,0.0,-398.357,398.357,317.78,0.0,355.883,-15.491,15.491,16.748,-1.257,0.0,0.0,340.392,-107.902,232.49,0.0,,,232.49,-65.483,167.007,0.0,0.0,167.007,167.007,,200.424,0.83,0.83,0.83,202.01,0.83,0.83,0.83,
03/31/2008,2370.998,,-1589.514,,781.484,,-402.677,,,,378.807,-15.405,15.405,16.301,-0.896,0.0,0.0,363.402,-117.291,246.111,0.0,,,246.111,-71.12,174.991,0.0,0.0,174.991,174.991,,200.808,0.87,0.87,0.87,201.942,0.87,0.87,0.87,
06/30/2008,2494.158,,-1686.706,,807.452,,-417.685,,,,389.767,-15.492,15.492,16.244,-0.752,0.0,0.0,374.275,-121.555,252.72,0.0,,,252.72,-69.447,183.273,0.0,0.0,183.273,183.273,,200.938,0.91,0.91,0.91,202.284,0.91,0.91,0.91,
09/30/2008,2849.311,,-1942.513,,906.798,,-463.717,,,,443.081,-23.437,23.437,24.169,-0.732,0.0,0.0,419.644,-136.765,282.879,0.0,,,282.879,-73.036,209.843,0.0,0.0,209.843,209.843,,208.857,1.0,1.0,1.01,210.216,1.0,1.0,1.01,
12/31/2008,3056.371,,-2123.189,,933.182,0.0,-502.425,502.425,,0.0,430.757,-32.057,32.057,33.051,-0.994,0.0,0.0,398.7,-130.281,268.419,0.0,,,268.419,-69.242,199.177,0.0,0.0,199.177,199.177,,218.853,0.91,0.91,0.91,219.687,0.91,0.91,0.91,
03/31/2009,2411.479,2411.479,-1719.177,1719.177,692.302,0.0,-450.624,450.624,,0.0,241.678,-27.166,27.166,27.524,-0.358,,0.0,214.512,-70.318,144.194,0.0,0.0,0.0,144.194,-47.259,96.935,0.0,0.0,96.935,111.97535,15.04035,219.201,0.44,0.44,0.510834,219.603,0.44,0.44,0.508489,
06/30/2009,1944.289,1944.289,-1415.259,1415.259,529.03,0.0,-395.726,395.726,,0.0,133.304,-42.074,42.074,42.803,-0.729,,0.0,91.23,-27.957,63.273,0.0,0.0,0.0,63.273,-38.887,24.386,0.0,0.0,24.386,25.8745,1.4885,219.307,0.11,0.11,0.117983,220.245,0.11,0.11,0.116758,
09/30/2009,1879.024,1879.024,-1379.284,1379.284,499.74,0.0,-398.441,398.441,,0.0,101.299,-39.898,39.898,40.479,-0.581,,0.0,61.401,-17.673,43.728,0.0,0.0,0.0,43.728,-36.693,7.035,0.0,0.0,7.035,10.4475,3.4125,219.337,0.03,0.03,0.047632,220.42,0.03,0.03,0.045482,
12/31/2009,1983.767,1983.767,-1454.759,1454.759,529.008,0.0,-406.206,406.206,,0.0,122.802,-38.629,38.629,39.471,-0.842,,0.0,84.173,-23.157,61.016,0.0,0.0,0.0,61.016,-40.903,20.113,0.0,0.0,20.113,14.28055,-5.83245,231.5,0.09,0.09,0.061687,232.763,0.09,0.09,0.061687,
03/31/2010,2137.811,2137.811,-1546.631,1546.631,591.18,0.0,-466.301,466.301,,0.0,124.879,-37.044,37.044,37.722,-0.678,,0.0,87.835,-41.239,46.596,0.0,0.0,0.0,46.596,-35.055,11.541,0.0,0.0,11.541,41.57485,30.03385,248.36,0.05,0.05,0.167398,249.761,0.05,0.05,0.167398,
06/30/2010,2296.063,2296.063,-1637.394,1637.394,658.669,0.0,-467.216,467.216,,0.0,191.453,-36.027,36.027,36.917,-0.89,,0.0,155.426,-50.229,105.197,0.0,0.0,0.0,105.197,-40.123,65.074,0.0,0.0,65.074,64.94595,-0.12805,248.539,0.26,0.26,0.261311,250.333,0.26,0.26,0.259488,
