Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/2010,2337.894,2288.235,49.659,,-1024.85,1024.85,,,1313.044,0.0,-203.936,203.936,,,,0.0,1109.108,1.302,,,,,,-1.302,1110.41,-417.978,692.432,1.604,1.604,0.0,690.828,0.0,690.828,0.0,0.0,690.828,692.432,0.0,326.255,2.11,2.11,2.11,327.314,2.1,2.11,2.11,
07/31/2010,274.474,264.172,10.302,,-368.016,335.005,33.011,,-93.542,0.0,-117.029,117.029,,,,0.0,-210.571,3.254,12.66,22.962,-10.302,,,-15.914,-207.317,79.679,-127.638,3.043,3.043,0.0,-130.681,0.0,-130.681,0.0,0.0,-130.681,-110.42005,17.21795,319.69,-0.41,-0.4,-0.345397,319.69,-0.41,-0.4,-0.346142,
10/31/2010,119.59,109.093,10.497,,-231.975,199.618,32.357,,-112.385,0.0,-74.983,74.983,,,,0.0,-187.368,3.852,12.495,22.992,-10.497,,,-16.347,-183.516,72.072,-111.444,-2.395,-2.395,0.0,-109.049,0.0,-109.049,0.0,0.0,-109.049,-114.71255,-3.26855,306.804,-0.36,-0.36,-0.373895,306.804,-0.36,-0.36,-0.373895,
01/31/2011,680.296,624.284,56.012,,-494.884,370.194,124.69,,185.412,0.0,-213.339,190.639,,,,22.7,-27.927,1.959,-31.35,24.662,-56.012,,,29.391,-25.968,14.934,-11.034,1.687,1.687,0.0,-12.721,0.0,-12.721,0.0,0.0,-12.721,12.5539,23.5879,305.144,-0.04,-0.04,0.041141,305.144,-0.04,-0.04,0.037301,
04/30/2011,2045.259,1988.265,56.994,,-824.248,744.742,79.506,,1221.011,0.0,-178.958,178.958,,,,0.0,1042.053,2.285,,,,,,-2.285,1044.338,-401.505,642.833,-15.728,-15.728,0.0,658.561,0.0,658.561,0.0,0.0,658.561,644.6218,1.7888,305.283,2.15,2.1,2.111555,306.118,2.14,2.09,2.095843,
07/31/2011,100.623,90.283,10.34,,-212.584,182.357,30.227,,-111.961,0.0,-92.653,92.653,,,,0.0,-204.614,4.013,12.596,22.936,-10.34,,,-16.609,-200.601,81.446,-119.155,55.943,55.943,0.0,-175.098,0.0,-175.098,0.0,0.0,-175.098,-26.61155,92.54345,305.491,-0.57,-0.39,-0.087111,305.491,-0.57,-0.39,-0.087111,
10/31/2011,129.194,119.273,9.921,,-227.613,196.54,31.073,,-98.419,0.0,-108.012,103.755,,,,4.257,-206.431,2.502,12.952,22.873,-9.921,,,-15.454,-203.929,80.916,-123.013,18.711,18.711,0.0,-141.724,0.0,-141.724,0.0,0.0,-141.724,-111.63155,11.38145,299.895,-0.47,-0.41,-0.372235,299.895,-0.47,-0.41,-0.372235,
01/31/2012,663.28,623.804,39.476,,-455.24,378.765,76.475,,208.04,0.0,-211.736,211.736,,,,0.0,-3.696,2.67,17.312,23.543,-6.231,,,-19.982,-1.026,-2.541,-3.567,-0.218,-0.218,0.0,-3.349,0.0,-3.349,0.0,0.0,-3.349,0.62755,4.19455,292.963,-0.01,-0.01,0.002142,292.963,-0.01,-0.01,0.002142,
04/30/2012,2000.674,1960.611,40.063,,-806.258,759.787,46.471,,1194.416,0.0,-213.383,210.231,,,,3.152,981.033,0.593,16.718,22.737,-6.019,,,-17.311,981.626,-389.923,591.703,5.6,5.6,0.0,586.103,0.0,586.103,0.0,0.0,586.103,603.92135,12.21835,293.103,2.0,2.02,2.060441,293.985,1.99,2.01,2.051561,
07/31/2012,96.489,86.616,9.873,,-193.424,166.702,26.722,,-96.935,0.0,-75.478,75.478,,,,0.0,-172.413,3.144,16.021,22.077,-6.056,,,-19.165,-169.269,63.619,-105.65,1.791,1.791,0.0,-107.441,0.0,-107.441,0.0,0.0,-107.441,-104.514,1.136,277.155,-0.39,-0.38,-0.377096,277.155,-0.39,-0.38,-0.377096,
10/31/2012,137.263,127.404,9.859,,-212.011,184.896,27.115,,-74.748,0.0,-90.327,90.327,,,,0.0,-165.075,2.787,17.469,23.39,-5.921,,,-20.256,-162.288,61.089,-101.199,4.044,4.044,0.0,-105.243,0.0,-105.243,0.0,0.0,-105.243,-99.5545,1.6445,271.145,-0.39,-0.37,-0.367163,271.145,-0.39,-0.37,-0.367163,
01/31/2013,471.979,433.679,38.3,,-377.618,296.781,62.456,,94.361,0.0,-186.997,186.997,,,,0.0,-92.636,-3.632,13.595,19.428,-5.833,,,-9.963,-96.268,79.353,-16.915,0.793,0.793,0.0,-17.708,0.0,-17.708,0.0,0.0,-17.708,-56.6513,-39.7363,271.542,-0.07,-0.06,-0.208628,271.542,-0.07,-0.06,-0.208628,
04/30/2013,2200.212,2159.415,40.797,,-747.438,392.316,329.004,,1452.774,0.0,-251.667,234.489,,,,17.178,1201.107,-71.271,3.656,9.402,-5.746,,,67.615,1129.836,-440.914,688.922,24.582,24.582,0.0,664.34,0.0,664.34,0.0,0.0,664.34,693.44335,4.52135,272.385,2.438974,2.529222,2.545821,277.593,2.393216,2.48177,2.498058,
07/31/2013,127.195,115.998,11.197,,-210.053,165.496,25.937,4.254,-82.858,0.0,-96.697,92.443,7.123,85.32,,0.0,-179.555,-4.939,8.563,14.446,-5.883,,,-3.624,-184.494,71.224,-113.27,1.917,1.917,0.0,-115.187,0.0,-115.187,0.0,0.0,-115.187,-112.207,1.063,273.08,-0.42,-0.42,-0.410894,273.08,-0.42,-0.42,-0.416107,
10/31/2013,134.34,123.714,10.626,,-207.063,99.761,85.207,4.573,-72.723,0.0,-94.092,89.519,13.601,75.918,,0.0,-166.815,-12.547,7.657,13.801,-6.144,,,4.89,-179.362,76.347,-103.015,1.928,1.928,0.0,-104.943,0.0,-104.943,0.0,0.0,-104.943,-109.107,-6.092,273.907,-0.39,-0.38,-0.398336,273.907,-0.39,-0.38,-0.402241,
01/31/2014,199.77,162.401,37.369,,-349.665,204.591,119.807,6.544,-149.895,0.0,-174.448,167.904,77.943,89.961,,0.0,-324.343,-23.482,8.033,13.872,-5.839,,,15.449,-347.825,135.074,-212.751,1.96,1.96,0.0,-214.711,0.0,-214.711,0.0,0.0,-214.711,-212.268,0.483,274.11,-0.78,-0.78,-0.77439,274.11,-0.78,-0.78,-0.778238,
04/30/2014,2562.99,2524.088,38.902,,-819.399,644.574,147.548,6.974,1743.591,0.0,-268.191,261.217,140.096,121.121,,0.0,1475.4,3.397,8.195,13.803,-5.608,,,-11.592,1478.797,-549.664,929.133,19.135,19.135,0.0,909.998,0.0,909.998,0.0,0.0,909.998,919.9331,-9.1999,274.223,3.31846,3.388239,3.35469,283.011,3.215416,3.283028,3.250521,
07/31/2014,133.586,124.287,9.299,,-197.726,168.277,4.364,8.601,-64.14,0.0,-97.2,88.599,8.145,80.454,,0.0,-161.34,-14.476,8.547,13.795,-5.248,,,5.929,-175.816,66.965,-108.851,7.381,7.381,0.0,-116.232,0.0,-116.232,0.0,0.0,-116.232,-107.623483,1.227517,274.575,-0.42,-0.4,-0.391964,274.575,-0.42,-0.4,-0.395529,
10/31/2014,134.628,134.628,,,-221.697,192.883,0.385,10.5,-87.069,0.0,-97.379,86.879,12.513,74.366,,0.0,-184.448,-16.125,13.843,13.843,0.0,,,2.282,-200.573,87.346,-113.227,-1.229,-1.229,0.0,-111.998,0.0,-111.998,0.0,0.0,-111.998,-114.205021,-0.978021,275.106,-0.41,-0.41,-0.415131,275.106,-0.41,-0.41,-0.415131,
01/31/2015,509.074,509.074,,,-394.678,326.214,39.283,14.11,114.396,0.0,-189.547,175.437,87.569,87.868,,0.0,-75.151,-15.714,,9.048,,,,6.666,-90.865,55.554,-35.311,1.637,1.637,0.0,-36.948,0.0,-36.948,0.0,0.0,-36.948,-34.203716,1.107284,275.19,-0.13,-0.13,-0.124291,275.19,-0.13,-0.13,-0.125976,
04/30/2015,2301.37,2301.37,,,-816.389,756.262,30.961,14.731,1484.981,0.0,-269.376,254.645,165.455,89.19,,0.0,1215.605,-5.546,3.842,8.56,-4.718,,,1.704,1210.059,-465.926,744.133,5.292,5.292,0.0,738.841,0.0,738.841,0.0,0.0,738.841,744.153031,0.020031,275.26,2.68,2.7,2.703455,277.612,2.66,2.68,2.680072,
07/31/2015,137.718,137.718,,,-213.508,184.419,2.005,13.01,-75.79,0.0,-98.192,85.182,8.531,76.651,,0.0,-173.982,-13.127,8.575,8.575,0.0,4.599,,-0.047,-187.109,90.604,-96.505,3.154,3.154,0.0,-99.659,0.0,-99.659,0.0,0.0,-99.659,-97.053,-0.548,275.765,-0.36,-0.35,-0.351941,275.765,-0.36,-0.35,-0.351987,
10/31/2015,128.415,128.415,,,-226.401,196.861,1.182,13.991,-97.986,0.0,-135.847,121.856,12.965,108.891,,0.0,-233.833,-3.886,5.379,14.181,-8.802,0.023,,-1.516,-237.719,95.201,-142.518,2.489,2.489,0.0,-145.007,0.0,-145.007,0.0,0.0,-145.007,-129.495,13.023,266.267,-0.55,-0.54,-0.486335,266.267,-0.55,-0.54,-0.49109,
01/31/2016,474.543,474.543,,,-392.513,327.984,35.734,16.508,82.03,0.0,-201.872,185.364,93.708,91.656,,0.0,-119.842,-26.658,21.351,23.573,-2.222,3.516,,1.791,-146.5,67.851,-78.649,3.08,3.08,0.0,-81.729,0.0,-81.729,0.0,0.0,-81.729,-78.551,0.098,231.904,-0.35,-0.34,-0.338722,231.904,-0.35,-0.34,-0.339577,
04/30/2016,2297.477,2297.477,,,-853.13,853.13,,,1444.347,0.0,-283.498,283.498,,,,0.0,1160.849,-20.042,21.147,22.633,-1.486,-0.331,,-0.774,1140.807,-439.582,701.225,0.563,0.563,0.0,700.662,0.0,700.662,0.0,0.0,700.662,715.227,14.002,222.099,3.154728,3.157263,3.220307,229.335,3.05519,3.057645,3.1187,
07/31/2016,125.185,125.185,,,-211.086,182.202,1.417,13.815,-85.901,0.0,-98.823,85.008,7.561,77.447,,0.0,-184.724,-18.825,18.832,21.466,-2.634,0.021,,-0.028,-203.549,82.523,-121.026,2.647,2.647,0.0,-123.673,0.0,-123.673,0.0,0.0,-123.673,-121.536,-0.51,220.484,-0.56,-0.55,-0.551224,220.484,-0.56,-0.55,-0.552313,
10/31/2016,131.332,131.332,,,-225.702,195.791,,15.839,-94.37,0.0,-113.652,97.813,12.001,85.812,,0.0,-208.022,-20.447,21.06,22.62,-1.56,0.006,,-0.619,-228.469,85.054,-143.415,2.805,2.805,0.0,-146.22,0.0,-146.22,0.0,0.0,-146.22,-143.055,0.36,215.535,-0.68,-0.67,-0.663721,215.535,-0.68,-0.67,-0.66833,
01/31/2017,451.882,451.882,,,-388.777,330.601,28.348,15.332,63.105,0.0,-187.897,172.565,84.101,88.464,,0.0,-124.792,-25.806,25.743,25.94,-0.197,-0.08,,0.143,-150.598,49.386,-101.212,3.302,3.302,0.0,-104.514,0.0,-104.514,0.0,0.0,-104.514,-101.212,0.0,207.862,-0.5,-0.49,-0.49,207.862,-0.5,-0.49,-0.49,
04/30/2017,2327.915,2327.915,,,-818.812,818.812,,,1509.103,0.0,-275.581,275.581,,,0.0,0.0,1233.522,-21.619,19.253,22.925,-3.672,0.0,0.0,2.366,1211.903,-425.333,786.57,3.218,3.218,0.0,783.352,0.0,783.352,0.0,0.0,783.352,786.57,0.0,207.17,3.77,3.79,3.79,208.605,3.75,3.76,3.76,
07/31/2017,137.802,124.27,,13.532,-227.715,227.715,,,-89.913,0.0,-95.249,95.249,,,,0.0,-185.162,-20.057,19.833,21.277,-1.444,-0.131,,0.355,-205.219,77.401,-127.818,2.749,2.749,0.0,-130.567,0.0,-130.567,0.0,0.0,-130.567,-127.818,0.0,207.935,-0.63,-0.62,-0.62,207.935,-0.63,-0.62,-0.62,
10/31/2017,140.854,124.613,,16.241,-240.019,240.019,,,-99.165,0.0,-116.846,116.846,,,,0.0,-216.011,-20.254,19.954,21.265,-1.311,0.117,,0.183,-236.265,87.953,-148.312,5.254,5.254,0.0,-153.566,0.0,-153.566,0.0,0.0,-153.566,-148.312,0.0,209.065,-0.74,-0.71,-0.71,209.065,-0.74,-0.71,-0.71,
01/31/2018,488.426,488.426,,,-416.601,355.364,29.191,16.442,71.825,0.0,-169.098,152.656,64.209,88.447,,0.0,-97.273,-23.532,23.861,24.56,-0.699,-0.021,,-0.308,-120.805,-122.12,-242.925,2.72,2.72,0.0,-245.645,0.0,-245.645,0.0,0.0,-245.645,-93.525,149.4,209.08,-1.18,-1.16,-0.447317,209.08,-1.18,-1.16,-0.447317,
04/30/2018,2392.849,2392.849,,,-855.394,855.394,,,1537.455,0.0,-286.959,286.959,,,,0.0,1250.496,-19.475,18.863,22.27,-3.407,0.13,,0.482,1231.021,-85.057,1145.964,3.037,3.037,0.0,1142.927,0.0,1142.927,0.0,0.0,1142.927,1145.964,0.0,209.23,5.45,5.47,5.47,210.527,5.42,5.43,5.43,
07/31/2018,145.183,130.499,,14.684,-221.56,221.56,,,-76.377,0.0,-105.74,105.74,,,,0.0,-182.117,-16.648,16.693,21.19,-4.497,0.003,,-0.048,-198.765,49.968,-148.797,3.873,3.873,0.0,-152.67,0.0,-152.67,0.0,0.0,-152.67,-148.797,0.0,207.673,-0.74,-0.72,-0.72,207.673,-0.74,-0.72,-0.72,
10/31/2018,148.871,130.139,,18.732,-250.815,250.815,,,-101.944,0.0,-113.319,113.319,,,,0.0,-215.263,-16.727,16.686,21.191,-4.505,0.124,,-0.083,-231.99,61.053,-170.937,5.339,5.339,0.0,-176.276,0.0,-176.276,0.0,0.0,-176.276,-170.937,0.0,205.52,-0.86,-0.83,-0.83,205.52,-0.86,-0.83,-0.83,
01/31/2019,468.384,418.75,,49.634,-421.026,421.026,,,47.358,0.0,-185.458,185.458,,,,0.0,-138.1,-20.564,20.575,22.833,-2.258,0.033,,-0.044,-158.664,38.885,-119.779,6.675,6.675,0.0,-126.454,0.0,-126.454,0.0,0.0,-126.454,-119.779,0.0,205.532,-0.62,-0.58,-0.58,205.532,-0.62,-0.58,-0.58,
04/30/2019,2332.443,2332.443,,,-863.521,863.521,,,1468.922,0.0,-317.65,317.65,,,,0.0,1151.272,-16.693,16.585,21.837,-5.252,0.139,,-0.031,1134.579,-249.81,884.769,6.86,6.86,0.0,877.909,0.0,877.909,0.0,0.0,877.909,884.769,0.0,202.675,4.32,4.36,4.36,204.199,4.29,4.32,4.32,
07/31/2019,150.362,136.222,,14.14,-229.392,229.392,,,-79.03,0.0,-116.136,116.136,,,,0.0,-195.166,-11.948,13.045,21.071,-8.026,-0.009,,-1.088,-207.114,61.39,-145.724,4.523,4.523,0.0,-150.247,0.0,-150.247,0.0,0.0,-150.247,-145.724,0.0,202.037,-0.74,-0.72,-0.72,202.037,-0.74,-0.72,-0.72,
10/31/2019,160.801,141.795,,19.006,-253.206,253.206,,,-92.405,0.0,-150.334,150.334,,,,0.0,-242.739,-18.567,19.081,21.306,-2.225,-0.105,,-0.409,-261.306,77.752,-183.554,4.445,4.445,0.0,-187.999,0.0,-187.999,0.0,0.0,-187.999,-183.554,0.0,198.079,-0.95,-0.93,-0.93,198.079,-0.95,-0.93,-0.93,
01/31/2020,519.205,454.833,,64.372,-462.521,462.521,,,56.684,0.0,-209.288,209.288,,,,0.0,-152.604,-24.426,23.908,26.305,-2.397,0.139,,0.379,-177.03,49.004,-128.026,1.657,1.657,0.0,-129.683,0.0,-129.683,0.0,0.0,-129.683,-128.026,0.0,194.077,-0.67,-0.66,-0.66,194.077,-0.67,-0.66,-0.66,
04/30/2020,1809.352,1809.352,,,-767.157,767.157,,,1042.195,0.0,-374.603,268.603,,,,106.0,667.592,-25.516,25.806,27.412,-1.606,0.198,,-0.488,642.076,-178.616,463.46,3.057,3.057,0.0,460.403,0.0,460.403,0.0,0.0,460.403,463.46,0.0,192.475,2.39,2.4,2.4,193.726,2.37,2.39,2.39,
07/31/2020,601.03,581.423,,19.607,-315.036,315.036,,,285.994,0.0,-133.038,133.038,,,,0.0,152.956,-28.914,30.966,32.125,-1.159,-0.392,,-1.66,124.042,-30.486,93.556,2.297,2.297,0.0,91.259,0.0,91.259,0.0,0.0,91.259,93.556,0.0,192.598,0.473832,0.485758,0.485758,192.598,0.473832,0.485758,0.485758,
10/31/2020,175.429,,,,,,,,,,,,,,,,-239.333,,,,,,,,-224.75,,-190.6,,,,,,-190.6,,,-190.6,-175.2,,,-0.986,-0.986,-0.94,,-0.986,-0.986,-0.94,
01/31/2021,538.429,,,,,,,,,,,,,,,,-148.667,,,,,,,,-134.025,,-116.06,,,,,,-116.06,,,-116.06,-101.22,,,-0.602,-0.602,-0.562,,-0.602,-0.602,-0.562,
