Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,685.599976,,-524.900024,,160.699951,,-126.400002,,,,34.299999,-10.4,,12.4,,,,-2.0,23.9,-9.2,14.7,0.0,,,14.7,0.0,14.7,0.0,,14.7,14.7,,88.0,0.17,0.17,0.17,88.0,0.17,0.17,0.17,
06/30/1990,670.400024,,-510.200012,,160.200012,,-120.599998,,,,39.599998,-7.9,,12.5,,,,-4.6,31.699998,-12.2,19.5,0.0,,,19.499999,0.0,19.5,0.0,,19.5,19.5,,88.0,0.22,0.22,0.22,88.0,0.22,0.22,0.22,
09/30/1990,587.900024,,-456.200012,,131.700012,,-114.5,,,,17.200001,76.999997,,11.7,,,,-88.699997,94.199998,-40.400002,53.799999,0.0,,,53.799996,0.0,53.799999,0.0,,53.799999,53.799999,,88.099998,0.61,0.61,0.61,88.099998,0.61,0.61,0.61,
12/31/1990,533.700012,,-422.799988,,110.900024,,-113.699997,,,,-2.8,-24.3,,9.7,,,,14.6,-27.1,10.0,-17.1,0.0,,,-17.1,0.0,-17.1,0.0,,-17.1,-17.1,,88.300003,-0.19,-0.19,-0.19,88.300003,-0.19,-0.19,-0.19,
03/31/1991,493.0,,-395.799988,,97.200012,,-108.199997,,,,-11.0,-5.4,,8.5,,,,-3.1,-16.4,7.9,-8.5,0.0,,,-8.5,0.0,-8.5,0.0,,-8.5,-8.5,,88.300003,-0.1,-0.1,-0.1,88.300003,-0.1,-0.1,-0.1,
06/30/1991,546.700012,,-413.5,,133.200012,,-135.899994,,,,-2.7,-5.2,,8.5,,,,-3.3,-7.9,-1.1,-9.0,0.0,,,-9.0,0.0,-9.0,0.0,,-9.0,-9.0,,88.300003,-0.1,-0.1,-0.1,88.300003,-0.1,-0.1,-0.1,
09/30/1991,525.099976,,-406.200012,,118.899963,,-101.5,,,,17.4,-7.0,,7.4,,,,-0.4,10.4,-2.9,7.5,0.0,,,7.499999,0.0,7.5,0.0,,7.5,7.5,,88.400002,0.08,0.08,0.08,88.400002,0.08,0.08,0.08,
12/31/1991,523.5,,-411.9,,111.6,,-115.4,,,,-3.8,-15.8,,7.6,,,,8.2,-19.6,-5.4,-25.0,-11.3,,,-13.7,0.0,-13.7,0.0,,-13.7,-13.7,,88.599998,-0.15,-0.28,-0.28,88.599998,-0.15,-0.28,-0.28,
03/31/1992,544.700012,,-411.399994,,133.300018,,-108.900002,,,,24.4,-6.1,,8.2,,,,-2.1,18.3,-7.0,11.3,38.299999,,,-27.0,0.0,-27.0,0.0,,-27.0,-27.0,,88.599998,-0.3,0.13,0.13,88.599998,-0.3,0.13,0.13,
06/30/1992,546.400024,,-406.0,,140.400024,,-107.0,,,,33.400002,-4.1,,7.3,,,,-3.2,29.300001,-11.3,18.0,-0.5,,,18.500001,0.0,18.5,0.0,,18.5,18.5,,91.800003,0.2,0.19,0.19,91.800003,0.2,0.19,0.19,
09/30/1992,503.399994,,-381.600006,,121.799988,,-102.300003,,,,19.5,-3.4,,7.3,,,,-3.9,16.1,-4.6,11.5,1.2,,,10.3,0.0,10.3,0.0,,10.3,10.3,,95.099998,0.11,0.12,0.12,95.099998,0.11,0.12,0.12,
12/31/1992,464.899994,,-355.100006,,109.799988,,-107.300003,,,,2.5,-4.2,,7.1,,,,-2.9,-1.7,0.6,-1.1,27.0,,,-28.1,0.0,-28.1,0.0,,-28.1,-28.1,,95.199997,-0.29,-0.01,-0.01,95.199997,-0.29,-0.01,-0.01,
